DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.33025,0.40325,-17.9125,2.2605,0.219,0.046,77.888,369.098,0.29,-2.238,2.146,-0.3745,0.7795,1.064,1.41725
1,0.75,0.08925,0.42225,-17.995,2.35125,0.2485,-0.8285,77.918,370.814,0.29,-2.084,2.111,-0.411,0.7855,1.044,1.4115
1,1.25,0.06,0.427,-17.989,2.2595,0.20975,-2.0285,76.999,370.857,0.29,-2.005,2.078,-0.3135,0.7715,1.052,1.431
1,1.75,0.22825,0.4075,-18.049,2.175,0.17975,-0.712,77.968,370.891,0.29,-1.933,2.035,-0.351,0.7805,1.071,1.4835
1,2.25,0.168,0.382,-18.154,2.02,0.17225,-1.16925,78.912,370.908,0.29,-2.058,2.064,-0.2715,0.77175,1.118,1.4995
1,2.75,0.31,0.3575,-18.238,2.13825,0.1815,0.05375,78.351,370.698,0.285,-2.157,2.192,-0.232,0.76675,1.102,1.502
1,3.25,0.21175,0.37175,-18.3075,2.16475,0.24325,-0.751,77.958,370.809,0.29,-1.927,2.145,-0.227,0.76125,1.04,1.3925
1,3.75,0.13775,0.3815,-18.295,2.12325,0.21475,1.222,77.761,370.015,0.29,-2.061,2.155,-0.303,0.783,1.098,1.63825
1,4.25,0.181,0.365,-18.3375,2.01,0.135,-0.749,78.409,382.8915,0.29,-2.251,2.402,-0.5655,0.7575,1.036,1.3055
1,4.75,0.1525,0.37575,-18.436,2.02725,0.082,1.04,78.535,382.769,0.29,-3.017,2.364,-0.4155,0.76925,1.088,1.17425
1,5.25,0.23,0.36175,-18.496,2.02525,0.2695,0.3305,78.6405,380.97825,0.29,-2.38,2.228,-0.4675,0.789,1.082,1.1745
1,5.75,0.3155,0.343,-18.7425,1.8945,0.33325,5.17325,78.9155,382.402,0.29,-3.105,2.168,-0.535,0.75725,1.001,1.015
1,6.25,0.15975,0.325,-19.14425,1.9045,0.36025,1.811,78.548,377.404,0.3,-3.484,2.28725,-0.46425,0.73475,0.945,1.00725
1,6.75,0.113,0.352,-19.3925,2.044,0.297,2.10325,78.553,379.36625,0.3,-2.21125,2.29325,-0.45975,0.7655,0.986,1.013
1,7.25,0.215,0.374,-19.49825,2.172,0.214,-0.61825,78.542,380.302,0.31,-3.2525,2.17175,-0.4835,0.76375,1.07825,1.011
1,7.75,0.07,0.363,-19.47,2.005,0.388,1.358,78.534,378.0615,0.32,-2.7575,2.2855,-0.5015,0.7895,1.03825,1.016
1,8.25,0.15125,0.36,-19.556,2.09925,0.20925,0.887,78.5505,378.9,0.31,-2.34225,2.60675,-0.4185,0.88775,1.24875,0.943
1,8.75,0.022,0.356,-19.26425,1.9595,0.2,1.9555,78.308,377.759,0.29,-1.45275,9.0495,3.4885,2.7815,3.2535,1.0085
1,9.25,0.239,0.402,-19.3305,2.35225,0.302,1.824,77.7765,376.97475,0.29,1.0765,39.9895,22.307,10.2525,11.41325,1.084
1,9.75,0.24475,0.425,-19.17875,2.4445,0.21875,7.867,78.3625,376.10175,0.3,9.0625,89.59575,64.84375,20.55925,26.34325,1.081
1,10.25,0.4375,0.437,-18.795,2.5545,0.35275,18.302,77.22925,375.2595,0.325,20.18275,166.0645,132.82175,33.09675,44.49325,1.1145
1,10.75,0.4475,0.4625,-18.19325,2.59,0.383,27.032,77.545,374.648,0.3775,29.70325,262.01375,157.92125,44.40575,57.577,1.18625
1,11.25,1.3945,0.494,-17.11525,2.7705,0.3255,45.0295,77.1205,374.097,0.4125,38.3035,315.66825,210.04475,58.59625,70.4425,1.2435
1,11.75,1.0475,0.4925,-16.0985,2.855,0.1845,44.636,75.766,373.5635,0.425,43.369,359.98225,229.27425,65.3475,79.601,1.492
1,12.25,1.5845,0.5065,-16.098,3.053,0.2855,45.2935,74.792,373.1495,0.42,49.56825,380.45,243.68825,71.46975,84.1515,1.513
1,12.75,1.192,0.493,-15.9235,2.93,0.233,51.5115,75.107,372.7045,0.445,50.395,381.7215,245.64675,73.10275,84.92475,1.548
1,13.25,0.961,0.5015,-15.75625,2.9955,0.329,43.6125,74.67,372.4355,0.495,54.68675,395.6715,244.881,69.70825,80.657,1.577
1,13.75,1.592,0.48725,-16.188,2.783,0.2245,50.454,74.463,372.0635,0.5,47.27125,376.3605,223.897,61.584,73.3505,1.602
1,14.25,1.424,0.50275,-15.8715,2.704,0.269,36.833,73.841,371.8225,0.485,35.833,313.0585,193.4545,49.7315,68.75,1.625
1,14.75,1.4635,0.4915,-16.13475,2.66325,0.314,27.13225,74.434,371.5755,0.48,29.1585,257.89,162.11225,43.84925,53.81925,1.66
1,15.25,1.246,0.4635,-16.937,2.5705,0.1855,17.62375,75.033,371.306,0.48,14.93575,177.197,105.89675,30.91125,37.8725,1.69
1,15.75,0.6385,0.45375,-17.07175,2.498,0.229,9.04925,75.584,371.043,0.47,6.59575,109.845,64.18475,21.049,27.62775,1.672
1,16.25,0.4615,0.43275,-17.61225,2.3765,0.2,0.126,76.423,370.7535,0.455,-2.9695,44.89575,23.656,11.224,12.88925,1.658
1,16.75,0.2915,0.418,-18.0345,2.299,0.1985,-1.3225,77.502,370.519,0.415,-5.06925,12.0085,2.73875,4.12,2.9855,1.64
1,17.25,0.2985,0.413,-18.11375,2.288,0.2035,-2.71225,77.721,370.392,0.38,-5.84675,2.53975,-1.12775,1.0325,0.97925,1.641
1,17.75,0.132,0.421,-17.97275,2.282,0.152,-2.1155,77.684,370.373,0.355,-5.08975,2.15575,-1.27875,0.771,0.859,1.564
