DOY2,HR2,CO2_1_1_1,FC_1_1_1,G_1_1_A,H_1_1_1,LE_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TAU_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,WS_1_1_1,T_CANOPY_1_1_1
1,0.25,419.55,2.7705625,-1.215,-6.265,15.34,80.94,94.6675,0.8275,1.05,0.48,0.01,0,-0.4625,295.16,312.9775,-9.5875,2.845,2.985,3.0925,1.1775,2.1175,2.8675,-0.0103969,0.371212,0.46572417,1.85812,-0.88
1,0.75,420.4,2.76819,-1.2475,-3.68,15.395,80.93,94.145,0.6825,1.0175,0.51,0.01,0,-0.555,293.7225,311.7125,-10.1875,2.8975,2.875,3.0375,1.1775,2.1175,2.8575,-0.008863525,0.40910225,0.5590393325,1.979395,-0.835
1,1.25,420.925,3.470915,-1.255,-5.31,23.88,80.925,94.52,0.7125,1.055,0.32,0.01,0,-0.5025,297.0675,313.535,-10.5325,2.7225,3.0175,3.105,1.1775,2.1175,2.8575,-0.00872713,0.570097,0.682255845,2.267735,-0.7675
1,1.75,420.05,3.362565,-1.25,-5.2,9.9675,80.935,94.2525,0.555,1.175,0.595,0.01,0,-0.4925,293.7575,312.955,-16.52,2.7425,2.8925,3.055,1.175,2.1175,2.8575,-0.0098180525,0.489362,0.671213935,1.75207,-0.915
1,2.25,421.65,2.6904375,-1.2475,-7.61,18.3,80.945,94.23,0.72,1.115,0.5,0.01,0,-0.5425,291.645,312.5525,-13.595,2.735,2.74,2.8325,1.175,2.1175,2.8575,-0.0089623275,0.5139085,0.6499991,1.76096,-0.9225
1,2.75,421.4,2.714965,-1.2425,-3.005,8.91,80.9475,94.455,0.6575,1.0275,0.34,0.01,0,-0.55,289.335,309.86,-15.3875,2.58,2.6775,2.895,1.175,2.1175,2.8575,-0.00437711,0.4058105,0.5277575125,1.7857125,-1.105
1,3.25,420.3,2.7006775,-1.2375,-3.035,12.0275,80.9275,94.2275,0.83,1.075,0.8575,0,0,-0.54,290.495,309.36,-17.535,2.845,2.735,2.9725,1.1725,2.1175,2.8575,-0.00810428,0.3524075,0.546088615,1.6600975,-0.9325
1,3.75,420.375,2.1154025,-1.3625,-3.48,8.985,80.9275,93.95,0.605,1.015,0.58,0.0075,0,-0.535,288.77,309.25,-14.96,2.8175,2.865,3.0075,1.17,2.1175,2.8575,-0.0038900275,0.217286,0.47435061,1.8053075,-1.1525
1,4.25,419.9,2.5966,-1.62,-4.4075,12.06,80.93,94.22,0.5625,0.88,0.245,0.01,0,-0.5625,290.21,309.1825,-18.68,3.1075,2.9925,3.1825,1.17,2.1175,2.8575,-0.003685485,0.3595825,0.586095505,1.93256,-1.1475
1,4.75,420.5,2.40377,-1.9,-5.275,9.57,80.935,93.7,0.7475,0.965,0.315,0,0,-0.545,289.0025,308.36,-14.13,2.865,3.06,3.0825,1.1675,2.1175,2.8575,-0.00810793,0.377364,0.48815101,1.788355,-0.8825
