DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,423.33475,7.8435,421.3905,7.8525,1993.00325,423.59375,7.7715,419.826,7.94975,1988.09775,423.6605,7.6725,422.1175,7.84625,1990.1695,423.85675,7.6,422.07925,8.0795,1990.2545,3.375,12.2385,0.8765,420.31,6.919,0.188,0.051,0.158,3.31125,0.3715,0.163,-8.5125,0.5375,0.7405,2.11,1.105,0.49,11.095,11.1445,10.39575,9.647,8.587,90.694,68.2,8.562,8.58,9.2075,7.54,1.8,-3.815,2.4,-1.3225,0.7,290.6,356,-65.605,297.85,352.7,0.3175,0.44,0.18,0.4775,0.33,0.1,-0.025,0.07,8.56625,9.287,10.8135,11.602,12.82775,17.20025,16.20725,18.6545,19.94925,9.9435,10.8945,11.7595,12.126,13.23775,15.366,16.6025,19.37675,21.205,10.89225,11.702,13.04225,13.7395,14.4435,16.67,16.14625,18.89425,20.188,10.146,11.42,12.897,13.301,13.42,15.714,16.50575,18.39175,20.50925,8.882,10.04,11.349,11.734,12.78,15.652,17.99225,18.218,20.42225,-24.666,-33.682,-18.351
1,0.75,423.293,7.68075,421.86525,7.69625,1992.81375,423.11325,7.5405,419.88825,7.8815,1987.0225,423.064,7.82625,421.9015,7.75,1989.4215,423.331,7.8235,422.02525,7.79975,1987.88675,3.363,12.043,0.885,421.0865,6.88175,0.1745,0.0285,0.193,3.2745,0.309,0.167,-7.313,1.2515,0.667,2.13,1.11,0.5075,11.209,11.1585,9.9665,9.2755,8.577,90.68025,68.0975,8.441,8.4125,9.085,7.525,1.675,-3.8025,2.3,-1.34,0.805,294.525,356.325,-62.83,300.3,352.3,0.32,0.44,0.18,0.47,0.33,0.1,-0.015,0.06,8.38575,9.044,10.66775,11.50575,12.83275,17.19825,16.2065,18.6525,19.948,9.729,10.7655,11.67925,12.08925,13.23225,15.3655,16.6015,19.375,21.204,10.663,11.47375,12.8885,13.6615,14.432,16.66775,16.1435,18.893,20.16775,9.9625,11.21275,12.7865,13.25825,13.41075,15.71425,16.505,18.39125,20.50625,8.687,9.86125,11.185,11.698,12.797,15.64775,17.98825,18.217,20.42075,-25.308,-33.468,-18.1515
1,1.25,423.02675,7.3405,421.479,7.51,1988.8315,422.93925,7.684,420.4185,8.19725,1986.349,423.109,7.4045,422.335,7.983,1988.207,423.223,7.4805,422.2515,8.0475,1986.667,3.31975,11.97575,0.89175,420.783,6.769,0.189,0.055,0.178,3.58075,0.6225,0.1575,-8.7875,1.4195,0.72725,2.12,1.14,0.51,11.049,11.021,10.07125,8.9125,8.12675,90.6625,68.345,8.6565,8.2725,8.8075,7.355,1.4,-3.66,2.1,-1.3,0.64,294.65,355.125,-60.585,303.8,350.9,0.32,0.44,0.18,0.4775,0.33,0.1,-0.01,0.06,8.1955,8.79925,10.5375,11.4175,12.83925,17.19675,16.20575,18.6505,19.946,9.56525,10.62125,11.5945,12.0715,13.22775,15.3645,16.6015,19.3735,21.203,10.37525,11.23925,12.723,13.58575,14.47525,16.66725,16.146,18.89125,20.16625,9.83025,11.01425,12.6635,13.18175,13.41075,15.7145,16.50425,18.3885,20.50425,8.587,9.61375,11.039,11.633,12.814,15.644,17.98525,18.216,20.4195,-24.8205,-33.443,-18.449
1,1.75,423.015,7.29025,421.8205,7.42775,1993.3625,422.713,7.49475,420.28525,7.889,1988.833,422.9105,7.26375,422.055,7.691,1988.927,423.243,7.47075,422.4405,7.77875,1982.806,3.293,11.60875,0.928,420.3335,6.713,0.153,0.04,0.165,2.778,0.47675,0.16425,-8.23925,0.968,0.77275,2.0975,1.125,0.51,10.7725,10.76675,9.81925,8.904,8.0265,90.664,68.8675,8.283,8,8.575,7.135,1.5,-3.7,2.3,-1.295,0.715,292.475,353.8,-63.405,304.35,350.1,0.32,0.44,0.18,0.47,0.34,0.1,-0.01,0.06,7.9885,8.6285,10.429,11.31975,12.84575,17.19625,16.2045,18.64675,19.94325,9.44325,10.44475,11.48525,12.04125,13.22175,15.364,16.5995,19.3725,21.202,10.10625,10.99875,12.56225,13.50275,14.485,16.66625,16.153,18.88875,20.16425,9.70675,10.84325,12.526,13.1005,13.41975,15.71475,16.50425,18.386,20.5015,8.52,9.40625,10.931,11.557,12.829,15.63775,17.98125,18.214,20.418,-25.1515,-33.66575,-18.591
1,2.25,423.08075,7.576,421.57675,7.458,1993.69,423.118,7.545,419.535,8.061,1989.26325,423.27425,7.523,422.189,7.592,1988.892,423.51875,7.4935,422.222,7.4405,1986.90825,3.255,11.409,0.922,420.39175,6.8185,0.199,0.046,0.20475,3.1095,0.41325,0.152,-6.51425,2.10975,0.739,2.07,1.08,0.5,10.6215,10.611,9.667,8.7595,7.965,90.66,66.85,8.209,7.83,8.21,6.7925,1.4,-3.64,2.2,-1.35,0.76,290.5,353.15,-61.81,304.5,348,0.32,0.44,0.18,0.47,0.34,0.105,-0.02,0.0675,7.73775,8.41275,10.27175,11.24175,12.84275,17.19325,16.202,18.643,19.941,9.262,10.282,11.374,12.00675,13.22,15.365,16.59825,19.3705,21.201,9.81325,10.83,12.40125,13.419,14.4925,16.66275,16.1575,18.88675,20.162,9.5265,10.688,12.401,13.01825,13.42825,15.71425,16.50275,18.3855,20.49875,8.409,9.21475,10.871,11.476,12.843,15.63,17.97725,18.212,20.41675,-24.0375,-33.68825,-18.4385
1,2.75,422.83475,7.624,421.382,7.54475,1992.492,422.49,7.5925,420.28825,8.312,1987.059,423.1055,7.57,422.192,7.74925,1988.7055,423.2685,7.55125,421.65725,7.707,1985.989,3.276,11.613,0.8885,420.78625,6.8775,0.165,0.04875,0.195,2.42975,0.451,0.1635,-6.899,0.92075,0.7085,2.08,1.085,0.49,10.54475,10.493,9.505,8.64375,7.668,90.665,69.18,8.0835,7.6175,8.03,6.49,1.5,-3.7425,2.3,-1.33,0.76,288.3,352.45,-64.785,300.775,346.675,0.32,0.435,0.18,0.46,0.33,0.105,-0.01,0.0675,7.59025,8.3,10.16925,11.15925,12.85025,17.1935,16.2005,18.64,19.939,9.11275,10.14025,11.278,11.97425,13.2195,15.365,16.59725,19.36775,21.2,9.65125,10.613,12.26825,13.33625,14.49925,16.6555,16.162,18.8835,20.14,9.3675,10.539,12.2765,12.936,13.43525,15.7105,16.5,18.3835,20.49675,8.162,9.10625,10.813,11.388,12.856,15.62425,17.9725,18.21,20.41525,-24.23,-34.259,-18.187
1,3.25,422.859,7.187,422.042,7.3655,1990.3585,422.7405,7.2315,420.548,7.627,1990.82525,423.38825,7.297,422.399,7.5,1987.886,423.47075,7.284,422.51,7.8395,1984.5825,3.1405,11.035,0.9095,420.534,7.031,0.1915,0.037,0.152,2.69925,0.50025,0.1525,-7.1025,1.52425,0.6875,2.04,1.06,0.48,10.29825,10.309,9.216,8.6355,7.544,90.662,68.5575,7.97175,7.455,7.88,6.335,1.4,-3.595,2.1,-1.3,0.715,290.2,351.15,-59.815,302.8,345.35,0.32,0.44,0.18,0.47,0.33,0.105,-0.02,0.06,7.292,8.199,10.05075,11.08425,12.856,17.193,16.20125,18.63775,19.937,8.95875,9.899,11.19175,11.9395,13.2185,15.36575,16.596,19.366,21.199,9.462,10.28675,12.14525,13.26375,14.503,16.6505,16.1675,18.88125,20.1585,9.27925,10.37575,12.14,12.855,13.44125,15.70825,16.49675,18.3825,20.494,7.894,8.93,10.714,11.35,12.868,15.623,17.9685,18.209,20.414,-25.33,-33.2045,-17.644
1,3.75,422.7615,7.6225,421.404,7.4775,1991.27425,422.832,7.49825,419.9985,7.857,1987.614,423.095,7.4375,422.375,7.516,1987.5745,423.4625,7.4345,422.707,7.3995,1984.707,3.198,10.986,1.076,419.9895,6.7945,0.221,0.05175,0.22775,5.1165,0.3415,0.1525,-6.294,2.3215,0.809,2.07,1.095,0.4825,10.125,10.069,9.00225,8.33375,7.522,90.643,67.005,7.7045,7.32,7.8875,6.06,1.4,-3.5825,2.1,-1.29,0.8125,291.6,350.975,-60.28,304.5,344.2,0.32,0.44,0.18,0.4625,0.34,0.0975,-0.03,0.06,7.069,7.9825,9.9205,10.989,12.8605,17.19075,16.20325,18.63675,19.935,8.839,9.745,11.0735,11.89525,13.21675,15.3675,16.59575,19.36475,21.198,9.2755,10.10575,12.00425,13.17875,14.51475,16.712,16.16625,18.87825,20.15725,9.10575,10.181,11.97425,12.7735,13.448,15.705,16.4935,18.38225,20.49175,7.758,8.814,10.544,11.264,12.882,15.621,17.965,18.208,20.4125,-26.59675,-32.599,-17.978
1,4.25,422.9375,7.7405,421.4625,7.518,1991.0115,422.821,7.401,419.8325,7.86875,1993.192,423.56925,7.3115,422.4255,7.416,1986.10475,423.42825,7.31575,422.32025,7.689,1985.0675,3.16525,10.705,0.95125,420.12,6.82875,0.205,0.04,0.235,3.278,0.616,0.156,-6.82525,1.493,0.74875,2.1,1.06,0.49,10.12225,9.971,9.159,8.2065,7.31575,90.6285,67.6225,7.928,7.13,7.78,6.055,1.5,-3.71,2.2,-1.32,0.7575,289.4,350.55,-56.175,304.525,344.875,0.32,0.43,0.18,0.47,0.34,0.09,-0.0225,0.06,6.93225,7.79775,9.782,10.88725,12.86575,17.189,16.20425,18.6345,19.93325,8.71425,9.67725,10.959,11.847,13.22325,15.3685,16.595,19.363,21.197,9.11275,9.96575,11.84075,13.105,14.5185,16.645,16.15975,18.876,20.155,8.98175,9.9785,11.87875,12.70975,13.45425,15.70025,16.4905,18.3825,20.489,7.686,8.61625,10.378,11.21,12.894,15.61925,17.96125,18.207,20.4105,-25.49,-32.551,-17.641
1,4.75,423.053,7.03225,421.78125,7.317,1991.333,423.264,7.0755,420.20625,7.22275,1986.88175,423.514,7.184,422.534,7.37475,1986.0585,423.93525,7.0385,422.627,7.394,1985.44625,3.12775,10.8555,0.956,420.6545,6.736,0.15575,0.058,0.196,2.56075,0.501,0.15425,-5.506,1.54625,0.7455,2.03,1.05,0.47,9.8395,9.887,8.814,7.3175,6.879,90.624,67.265,7.6785,6.97,7.31,6.0225,1.5,-3.63,2.3,-1.28,0.71,290.55,349.15,-61.11,303.8,343.1,0.32,0.44,0.18,0.47,0.34,0.1075,-0.02,0.06,6.7075,7.63475,9.6535,10.80475,12.86625,17.18575,16.2035,18.63125,19.93125,8.5795,9.53975,10.84475,11.7895,13.23275,15.36825,16.594,19.36025,21.196,9.0145,9.78975,11.72375,13.0445,14.52125,16.63975,16.15575,18.87325,20.15275,8.79325,9.882,11.801,12.6515,13.45975,15.69625,16.48775,18.38125,20.48675,7.51,8.428,10.29,11.122,12.906,15.6175,17.95625,18.204,20.409,-24.7395,-32.18525,-17.49575
