DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,-0.2795543434,-6.720882259,-78.1387659765,0,-35.952,-9.9185,25.13625,0.04109,86.86,0,-71.87875,0,0.0204351375,-9.939,0.016075,-11.006,-18.269,-17.04325,-13.475,-14.33475,-14.73625,204.9475
1,0.75,-0.19406514085,-8.5073535532,-94.0225992425,0,-35.8915,-10.036,23.9205,0.0438625,86.8,0,-71.53575,0,0,-9.926,0,-10.784,-18.1255,-16.9285,-13.123,-14.16275,-14.37825,203.985
1,1.25,-0.2538429941,-4.2829032369,-81.686878716,0,-35.663,-10.086,22.026,0.046996,86.9,0,-71.276,0,0,-9.856,0,-11.0995,-18.217,-17.159,-13.3595,-14.31425,-14.477,203.9
1,1.75,-0.2377947368,-4.700052754,-106.89261584,0,-35.491,-10.122,21.0985,0.0506,86.8975,0,-71.902,0,0,-9.88,0,-11.2535,-18.258,-17.2595,-13.4915,-14.37025,-14.65175,204.1925
1,2.25,-0.322632737375,-4.169011,-105.0998699,0,-35.859,-10.072,20.938,0.052308,86.7,0,-71.18975,0,0,-9.976,0,-11.3585,-18.329,-17.3385,-13.602,-14.4915,-14.816,204.0775
1,2.75,-0.720315686975,-7.74485772575,-115.92193385,0,-36.064,-10.052,22.2295,0.025375,86.2,0,-70.686,0,0,-10.08,0,-11.434,-18.3785,-17.388,-13.722,-14.5505,-14.99,204.4475
1,3.25,-0.590185522,-6.048188194,-88.9959850775,0,-36.2555,-9.958,20.65,0.037425,86.785,0,-72.9365,0,0,-10.006,0,-11.4805,-18.4285,-17.4185,-13.8495,-14.5065,-15.18175,203.75
1,3.75,-0.563903479575,-9.049495427,-94.356509235,0,-36.103,-9.926,20.81,0.033862,86.7925,0,-72.1845,0,0,-10,0,-11.435,-18.487,-17.464,-13.9975,-14.56625,-15.379,203.8475
1,4.25,-0.7469293734,-8.95753205875,-78.115764144,0,-36.017,-9.918,21.3275,0.04495,86.8,0,-73.416,0,0,-9.848,0,-11.381,-18.584,-17.4975,-14.135,-14.6345,-15.40925,205.4575
1,4.75,-0.5648200054,-16.95091800725,-135.8802630275,0,-35.981,-9.986,24.283,0.04773,86.895,0,-70.9475,0,0,-9.828,0,-11.3545,-18.6515,-17.531,-14.2635,-14.689,-15.3665,205.5375
1,5.25,-0.087964652,-4.44350183545,-82.526102462,0,-35.9945,-9.916,24.476,0.04104,86.795,0,-72.455,0,0,-9.728,0,-11.3935,-18.7215,-17.532,-14.403,-14.7285,-15.31425,205.77
1,5.75,-0.318990421625,-13.60926809725,-97.7462683245,0,-35.8295,-9.902,23.839,0.03896,86.5,0,-71.17875,0,0,-9.712,0,-11.3765,-18.724,-17.608,-14.4165,-14.77975,-15.279,205.37
1,6.25,-0.076745,-10.4184989081,-84.7818948855,0,-35.7405,-9.836,22.509,0.04324,86.5975,0,-72.626,0,0,-9.686,0,-11.398,-18.745,-17.631,-14.367,-14.8325,-15.2385,205.31
1,6.75,-0.092616955,-11.3365596725,-90.37390406775,0,-35.62,-9.768,21.761,0.0436225,86.5975,0,-71.336,0,0,-9.566,0,-11.39,-18.727,-17.651,-14.333,-14.8745,-15.20825,204.705
1,7.25,-1.072668983,-5.395394657475,-84.96687721,0,-35.64,-9.66,22.272,0.03442,86.6925,0,-70.47,0,0,-9.544,0,-11.468,-18.73,-17.6795,-14.304,-14.9125,-15.1645,204.8375
1,7.75,-0.9523011831,-8.114900631875,-91.42185233875,0,-35.8005,-9.638,22.227,0.041535,86.695,0,-69.768,0,0,-9.598,0,-11.441,-18.6935,-17.718,-14.292,-14.9445,-15.11225,203.165
1,8.25,-0.5971058712,-4.780813858275,-74.1083276825,0,-36.217,-9.594,20.3555,0.045178,86.6,0,-71.2375,0,0.05208907,-9.588,0,-11.7095,-18.6745,-17.7285,-14.3075,-15.00575,-15.0525,203.0475
1,8.75,-0.2863597888,-4.7608059192,-80.778393295,0,-36.2525,-9.594,22.7995,0.0303925,86.6975,0,-71.0845,0,0.031479995,-9.488,0,-11.6825,-18.634,-17.739,-14.3215,-15.04125,-14.979,204.31
