DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,535.180946,12.901698,3386.89880875,7.107515,68.9760365,3.81514567499999,11.8310849,34.08269525,8.03551375,0.847371025,0.0082824,1.464909525,0.863385575,102.877,99.6,12.752,4.2423287,22.12378385,0.999858424999999,11.591,11.732,11.776,12.082,12.089,11.776,11.787,11.73,12.083,12.125,11.505,11.433,11.647,12.06,12.128,-0.554598999999999,0,0,-0.114286,2.2127017,366.7660741,370.4490109
1,0.75,517.0218671,13.12987885,3507.8570061,5.6461224,89.469056725,3.92501179999999,4.96880540000001,31.9313238,7.82606575,0.605443975,0.00758345,1.434921225,0.754949525,102.878,99.59,12.782,4.2102507,22.184839975,1.088417325,11.59,11.681,11.734,12.071,12.099,11.742,11.733,11.771,12.014,12.136,11.504,11.439,11.684,11.968,12.146,0.107226200000001,0,0,-0.1771432,2.4596774,368.429146,369.8521676
1,1.25,508.589163675,12.926115375,3591.836119475,4.8606287,73.8075865999999,3.82014517499999,8.7157848,34.6698407,7.334861175,0.79067665,0.0077156,1.6958426,0.797556675,102.87,99.59,12.677,4.0604997,22.029391275,0.9806543,11.619,11.623,11.648,12.059,12.118,11.699,11.687,11.726,11.96,12.138,11.537,11.514,11.624,11.91,12.136,-0.0899069999999979,0,0,-0.171429,2.3790324,367.7400406,369.6162554
1,1.75,511.303297825,12.566621825,3770.46644345,6.879394,81.0930293499999,4.57040589999999,8.6299838,33.2000947999999,7.827666675,0.77071925,0.00786099999999999,1.689622775,0.870473225,102.87,99.59,12.399,3.5424726,22.119576525,0.898899224999999,11.569,11.571,11.577,11.983,12.128,11.649,11.638,11.683,11.944,12.129,11.558,11.495,11.621,11.874,12.127,-0.670363399999999,0,0,-0.1200003,2.4538487,365.6760452,369.7880371
1,2.25,520.701403,12.721276,3559.0611869,5.613568675,102.255982125,4.0560534,7.983446875,38.19781795,8.31824580000001,0.734555225,0.0125034,1.752106925,0.786682925,102.8775,99.6875,12.445,3.75017475,21.90922225,0.9645406,11.57,11.52,11.52875,11.905,12.12875,11.67875,11.65125,11.5975,11.925,12.13,11.55625,11.47875,11.53375,11.82875,12.13375,-0.572175375,0,0,-0.171429,2.368952,366.30222375,369.973902375
1,2.75,528.604744525,12.48192985,3723.73151455,5.805097475,109.878821725,3.9225123,6.87707470000001,40.0801028749999,8.1475639,0.687843675,0.0084323,1.44200605,0.7958274,102.87875,99.6875,12.76375,4.065806875,21.599535925,1.052413025,11.61875,11.5475,11.485,11.8375,12.12,11.73375,11.68875,11.54875,11.86625,12.12,11.6075,11.45375,11.4425,11.7775,12.12375,0.2702985,0,0,0,2.116935,366.6413855,369.647252
1,3.25,531.62847255,12.42926415,3781.8151481,6.74281075,109.051355075,3.327003,14.0614748,44.635921,8.0534411,0.804687600000001,0.006452475,1.642037825,0.865046900000001,102.89625,99.7,12.50125,3.886708,21.6682055,0.9843787,11.6275,11.56375,11.4525,11.77875,12.11875,11.69875,11.68125,11.54375,11.8,12.1275,11.685,11.435,11.37625,11.73375,12.11375,0.0375875,0,0,0.114286,2.261844625,365.97385525,369.39102375
1,3.75,521.083726,12.674725,3814.36415275,6.19425329999999,89.0015665,2.4692837,9.83397740000001,46.16249025,7.9821168,0.846290075,0.00858179999999998,1.4259951,0.890403125000001,102.9025,99.7,12.34375,3.727972625,21.351866775,0.8888807,11.59625,11.54625,11.4175,11.72,12.1175,11.65875,11.68125,11.545,11.75,12.14625,11.49875,11.455,11.34625,11.70875,12.11375,0.106478,0,0,0.22142825,2.205141125,364.662326625,366.826487375
1,4.25,539.724046,12.9449595,3845.5662056,6.695897375,48.8383068,2.162332,7.80157899999999,41.1670989,7.618598975,0.61448235,0.0081425,1.49008115,0.812848000000001,102.895,99.8,12.0375,3.734686,21.247999925,0.86901335,11.6,11.51375,11.43,11.67625,12.135,11.56875,11.54,11.54875,11.7075,12.14375,11.43375,11.40375,11.36,11.67375,12.11375,-0.01807425,0,0,0.050000125,2.3626515,364.158434,365.909914
1,4.75,526.0365599,12.75869645,3876.7722524,5.175432475,50.426440725,2.0652051,12.2714847,40.64539865,7.638863875,0.715605450000001,0.00634485,1.2602026,0.76438815,102.88875,99.8,11.99,3.903281875,21.0775538,1.14670225,11.62375,11.54,11.4525,11.6575,12.135,11.5775,11.54875,11.5625,11.67125,12.145,11.485,11.435,11.38375,11.6425,12.11375,-0.271269375,0,0,0,2.192540375,362.94283275,365.59089975
1,5.25,514.99806735,12.79363885,3873.6677038,6.37261925,42.2346350249998,2.0116449,8.48092942499999,42.9400585249999,7.589153425,0.625479325,0.00868599999999998,1.280359725,0.73821945,102.89,99.8,12.0375,4.088292,21.305954975,1.161219775,11.64625,11.59,11.36125,11.64375,12.1425,11.60625,11.56125,11.4525,11.62875,12.15125,11.46625,11.4875,11.39,11.60625,12.08625,-0.159209125,0,0,0.057143,2.261844625,362.75081125,366.7036785
1,5.75,513.8473086,12.9380202,3816.6406805,6.34678644999999,42.60272155,1.1346534,13.1286341,38.4067592999998,8.2957383,0.655499525,0.0101183,1.554927475,0.780770425,102.9275,99.8,11.90625,4.146154875,21.1963024,1.233145675,11.585,11.61625,11.27625,11.64,12.1325,11.63,11.585,11.3275,11.5975,12.15125,11.335,11.51125,11.2825,11.57,12.07625,0.47500875,0,0,0.114286,2.356351125,362.64434925,367.060754625
1,6.25,525.379897275,13.298508575,3853.35076465,5.2773722,82.5461419500001,0.671400200000002,8.02000255,32.4295056,7.604632625,0.59895055,0.004847,1.426755775,0.663661575,102.955,99.8,11.81625,3.93820675,20.92523565,1.10589985,11.33125,11.54625,11.23875,11.58875,12.13125,11.5725,11.59,11.28875,11.5675,12.1425,11.21,11.27625,11.21375,11.53,12.06875,-0.00466275,0,0,0.164286125,1.808215625,361.683848375,366.903407875
1,6.75,522.28794535,13.32058825,3790.61202065,7.099937,72.614046,0.911777000000001,9.532438,35.534672925,8.0143832,0.616255675,0.00634775,1.4383627,0.68592995,102.95375,99.8,11.5775,4.122019,21.0745843,1.18030735,11.19625,11.37125,11.2325,11.5475,12.12875,11.4075,11.43875,11.245,11.535,12.14,11.2175,11.18125,11.19375,11.53375,12.04875,-0.274537625,0.235018,0,0.057143,1.5625,362.0623285,366.125703875
1,7.25,526.28970315,13.3241724,3953.14601515,6.285356,152.4955428,1.0472342,13.3069819,39.517438375,7.680034325,0.64599445,0.00919772499999998,1.397207725,0.755514775,102.990375,99.8,11.755,3.958241875,21.190805175,1.19859025,11.19875,11.255,11.23875,11.49,12.11875,11.27875,11.31875,11.21375,11.5075,12.1375,11.24,11.1825,11.18625,11.54,12.04,2.312803375,18.5546412,1.533019,7.30000025,2.97379,361.96636825,366.360480125
1,7.75,528.09895685,13.47948415,4133.58123625,5.93813505,83.28092665,0.6660334,13.936620825,41.0535976,8.2074636,0.9482006,0.00969064999999999,1.48406095,0.897314575,103.00275,99.8,11.59125,4.126455125,21.487004075,1.196030575,11.215,11.24875,11.24625,11.475,12.1075,11.2675,11.24875,11.2325,11.49375,12.135,11.26875,11.19875,11.16875,11.53125,12.0375,30.976564125,118.0141009,13.9622643,64.871428875,16.122732125,362.280804625,366.56881525
1,8.25,520.110106575,13.098164125,4103.8194598,5.46491169999999,128.957716875,3.62433700000001,17.1228839,51.9771767249999,8.4783084,0.746771250000001,0.0042626,1.7438248,0.858825875000001,103.017125,99.8,11.88375,3.921882375,21.70506965,1.1534734,11.26125,11.26,11.25,11.46375,12.0975,11.2775,11.26125,11.2475,11.50875,12.09,11.30625,11.22125,11.17,11.52625,12.03375,88.79363475,312.51468875,28.9976415,150.385714625,35.301159,362.781569875,367.0776245
1,8.75,517.5481991,13.3189937,3952.84102835,8.30034975,155.0029255,6.3663655,36.802869625,75.3616498,8.279166675,0.65583485,0.000882599999999996,1.429031675,0.762537275,103.048,99.8,11.8675,4.7309155,21.744438375,1.0045585,11.3,11.29625,11.2725,11.43875,12.06875,11.31375,11.2825,11.27875,11.4175,12.04875,11.34625,11.26,11.17125,11.51875,12.015,151.09747675,507.667449625,42.7034195,242.4285715,52.791079,363.711335125,370.078998875
1,9.25,515.9110464,13.1375233,3916.431715175,8.65408859999999,158.128519625,13.70609925,53.426430625,84.872929,7.838984125,0.6660543,-0.000486300000000012,1.36765425,0.738351625,103.065375,99.7875,12.60875,5.09914775,21.934837425,1.1362749,11.3975,11.34,11.2875,11.43875,12.06625,11.35,11.32375,11.31625,11.4,11.98625,11.45875,11.295,11.20625,11.5175,12.0325,228.337398625,679.905992625,52.004717,321.8214285,67.918346375,366.526660625,377.6608075
1,9.75,503.3797885,13.61949325,3946.092769,9.5637536,157.046976875,24.75433425,82.188637125,113.151635675,8.393520725,0.7569118,0.00203109999999998,1.6579648,0.828017425,103.1025,99.675,12.80125,5.6911575,22.430019325,0.9147408,11.8175,11.64125,11.32,11.4475,12.065,11.65125,11.56125,11.37,11.40125,12.0175,11.85,11.53125,11.2825,11.50625,12.0575,276.218727125,821.9007055,61.04068425,397.528571625,83.247227625,370.78660525,384.232734625
1,10.25,497.66100465,13.5676775,3685.501218875,6.478527,197.756390125,38.08097075,99.918633125,119.1267757,8.3919979,0.729476875,0.0027032,1.580544525,0.7979134,103.119,99.4,13.34875,6.04716375,23.0219514,1.070584875,12.16625,11.97375,11.45125,11.4575,12.0625,11.96,11.8475,11.435,11.41,12.01875,12.6025,11.90625,11.39125,11.51625,12.0575,302.19414125,945.945946,70.872642,458.785714375,92.880544,374.647272125,392.674035375
1,10.75,490.82216225,13.7312335,3692.185562,8.195525,153.466674775,58.320981875,119.2867048,135.180048,8.4726292,0.688276200000001,0.00495290000000001,1.33312435,0.76438115,103.122125,99.075,13.9975,7.072703,23.729075125,0.984349399999999,12.435,12.07,11.6075,11.48375,12.045,12.04875,12.0125,11.50375,11.4375,12.02,13.23625,12.16375,11.52875,11.5325,12.03875,353.43463975,1055.816686,73.77653275,515.857142875,104.403981625,375.338042,406.70654975
1,11.25,480.712720425,13.733474,3582.61158495,8.17632894999996,324.6204672,80.406753375,143.530122275,148.7483496,8.226844375,0.616543525,0.00690199999999996,1.279792,0.7130656,103.0675,99.075,14.65,7.55301725,23.770329775,0.7848892,12.65,12.29,11.7575,11.51,12.03625,12.72,12.5575,11.59875,11.455,12.0275,14.60625,12.79375,11.6725,11.54125,12.04,403.20715,1122.943595875,82.620872625,554.2142855,107.61088725,372.544296375,413.937372375
1,11.75,475.0729109,13.9948841,3343.7429421,7.814597625,134.522417,91.433761875,146.32206465,182.116791375,8.67347715,0.66346875,0.00706004999999999,1.36121575,0.741272475,103.0175,98.625,15.21375,7.816090375,24.074060975,0.812221999999999,13.40875,12.5925,11.94125,11.53,12.01125,13.47,13.33125,11.78375,11.47625,11.99,16.1825,13.785,11.83625,11.56,12.025,372.352099125,1175.822561875,79.348467375,582.285714,113.08593775,372.436000375,421.890051
