DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,10.4014125,5.04702999999999,2.3183125,0.809119999999999,84.579665,104.31485,10.054275,0.708255,560.77583,4.78359,2047.0746425,1.75833,1.75833,82.3743300000001,12.9636,2.24920999999999,278.29,291.251,0.0797999999999999,0.1778175,3.8847,3.1681,3.4785,3.5012,-8.9772,-8.7654,-9.3859,-9.002,-7.41284,-8.74728,-7.30218,-7.60572,-5.7447,-6.85384,-7.42906,-6.67108,-8.24218,-6.47162,-6.69932,-5.34096,-5.97312,-6.57162
1,0.75,9.661755,5.85854,2.44342,1.237575,60.56734,104.32115,10.07654,0.5917075,553.58132,4.7840725,2049.053845,6.91382,6.91382,33.6453349999999,30.9914,0.796449999999999,278.489,291.311,0.1164,0.1925,4.1098,2.9335,3.8499,3.6311,-8.981,-8.7495,-9.3783,-9.0092,-7.41334,-8.73384,-7.3093,-7.6207,-5.74784,-6.85226,-7.43916,-6.68232,-8.25628,-6.47138,-6.70868,-5.34046,-5.97024,-6.57216
1,1.25,9.302065,6.02442,2.9469125,0.6399125,57.5697825,104.32105,9.87698,2.74532,549.9003875,4.7522,2434.978815,5.3876,5.3876,16.7125,23.3153175,0.647,280.966,291.878,0.109885,0.1901575,3.9973,2.9451,3.3577,3.6011,-8.9892,-8.7446,-9.3665,-9.0188,-7.415,-8.69538,-7.29228,-7.61762,-5.7438,-6.85618,-7.4434,-6.68134,-8.2685,-6.4807,-6.70674,-5.33466,-5.97216,-6.57278
1,1.75,9.7951825,6.01631,1.089385,0.466002499999997,73.10201,104.2986225,9.84116,2.3445,547.381775,4.7458925,2445.854845,7.9427,7.9427,8.5422125,54.481675,0.817402499999999,285.86,291.083,0.0917899999999999,0.2272125,4.0479,3.0879,3.613,3.744,-8.9863,-8.7394,-9.3555,-9.0311,-7.41224,-8.6969,-7.29122,-7.6345,-5.74772,-6.85646,-7.45256,-6.68636,-8.2711,-6.48284,-6.71226,-5.33328,-5.96592,-6.57522
1,2.25,10.38624,5.82386,1.3314,1.653195,52.10672,104.27945,9.7103375,2.4839975,578.46519,7.72928999999999,2429.84287,9.2023,9.2023,3.97148749999999,56.846485,0.9663,284.35,291.119,0.092395,0.19372,4.0017,3.2259,3.8763,3.9063,-8.9878,-8.737,-9.3348,-9.0362,-7.40776,-8.71592,-7.27776,-7.63018,-5.7501,-6.86754,-7.4617,-6.68514,-8.26282,-6.48138,-6.7091,-5.3476,-5.97208,-6.57618
1,2.75,10.13981,5.403365,0.836894999999999,1.78505250000001,54.1816,104.2328,9.18345,2.09241,582.127455,4.5188375,2459.72749,11.1963925,11.1963925,21.06779,9.35727749999999,0.764289999999999,281.434,289.243,0.098785,0.2105,3.9945,3.3483,4.2467,3.9295,-8.9845,-8.764,-9.3223,-9.0277,-7.40822,-8.7425,-7.27738,-7.62728,-5.74846,-6.86982,-7.46646,-6.68834,-8.26354,-6.48264,-6.7162,-5.34626,-5.97356,-6.5794
1,3.25,10.053225,3.621425,0.782225,1.9547825,69.79412,104.27095,9.01575,1.930735,580.5539975,4.38354,2479.5799675,9.78757625,9.78757625,11.28452,0.531282499999999,3.25839,280.024,285.297,0.0980424999999999,0.252025,4.1333,3.3066,3.9191,3.9453,-8.9851,-8.8059,-9.3349,-9.022,-7.4162,-8.77244,-7.26742,-7.62934,-5.75066,-6.86972,-7.47248,-6.69234,-8.26178,-6.49176,-6.7196,-5.34332,-5.97686,-6.58404
1,3.75,10.31312,5.0013675,1.18741249999999,1.39941749999999,85.13495,104.2421,8.8576875,1.99337,577.5292975,4.3698,2029.516795,8.37876,8.37876,14.061895,2.54754000000001,1.1158,279.21,286.598,0.086485,0.25094,4.3067,3.1771,4.0096,4.1194,-8.9854,-8.8363,-9.3474,-9.0139,-7.41668,-8.7878,-7.2826,-7.63674,-5.7489,-6.87116,-7.4736,-6.68768,-8.26174,-6.49256,-6.71964,-5.34764,-5.9795,-6.58624
1,4.25,10.03354,5.36218,0.752804999999997,1.55106,81.15048,104.2049,9.14644,0.8717975,581.460545,4.5079,2028.8250975,8.6803625,8.6803625,36.04462,0.947332499999999,3.1329,270.77,288.823,0.0922799999999999,0.2115925,4.3048,3.2219,3.7647,3.9989,-8.9887,-8.8469,-9.3427,-9.0122,-7.42402,-8.80888,-7.32432,-7.63746,-5.74978,-6.8762,-7.4785,-6.6923,-8.26144,-6.50008,-6.72518,-5.35728,-5.9846,-6.59016
1,4.75,10.48108,5.18306,1.27808,2.07959,83.78715,104.20795,9.0016525,0.674775,583.03356,4.365145,2030.82855,5.7481625,5.7481625,7.764075,19.92495,0.810739999999999,268.034,288.45,0.104785,0.21153,4.4423,3.0703,3.6578,4.1466,-8.9918,-8.8724,-9.3468,-9.0146,-7.42496,-8.80942,-7.34336,-7.63096,-5.74822,-6.87422,-7.47578,-6.69008,-8.25314,-6.4933,-6.72244,-5.36324,-5.98242,-6.59192
