DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1
1,10.25,405.3392,420.3437,410.1863,393.2531,392.6455,392.23,391.912,1.392406,1.709596,1.579427,1.5713495,0.4990834,0.1082188,-3.8635,74.048185,14.31711,17.9264175,3.36103675,4.2307945,1.005,0.85850995,95.289315,-5.343333,-4.43775,-4.26875,-3.9495,-4.073,-4.9825,-4.09,-4.931,-4.903,-4.235,-4.914,-4.6805,-1.603,0.102,0.67410555,0.929122675,0.926,2.134,3.034,128.674,497.89,163.3025,74.97606,64.84825,0.5401524,88.1129675,266.03025,48.60791,286.13635,295.159225,96.88332,96.93333,0.4208109,0.70176975
1,10.75,404.8229,420.2056,409.8123,393.14175,392.078,392.2435,391.7085,1.415395,1.7319645,1.598067,1.5968245,0.4945154,0.1152904,-3.8635,88.9878275,17.2813275,15.911405,2.981427,4.280852,1.0395,0.87639875,95.286,-5.180063,-4.326,-4.2905,-3.8855,-3.834,-4.7455,-3.907,-4.695,-4.755,-4.171,-4.6845,-4.4915,-1.6265,0.1355,0.6734372,0.927454625,0.933,2.1375,3.038,158.2959,597.812,201.7125,93.4625,67.82375,0.4686272,87.38535,307.7139,55.7972625,287.358525,297.493025,96.40334,97.40334,0.42025175,0.70076245
1,11.25,405.82615,420.52115,409.17065,393.079,392.204,392.1005,391.208,1.392406,1.73600325,1.59993075,1.605212,0.436198525,0.068026885,-3.84513925,106.365325,18.60732,14.58335,2.244599,4.294,1.08575,0.872720975,95.26062,-4.98305575,-4.044,-3.75075,-3.72225,-3.681,-4.65625,-3.666,-4.596,-4.67925,-4.024,-4.598,-4.21425,-1.57875,0.1575,0.67017435,0.928861225,0.95125,2.15675,3.03375,178.039275,637.113575,244.3082,102,67.8275,0.4459068,87.13623,310.338,58.76583,288.2025,298.6029,95.83335,97.12667,0.4198715,0.7009246
1,11.75,405.913975,420.059375,409.065825,392.7052,391.7895,391.85,391.124,1.395513,1.7141005,1.591232,1.587504,0.38375,0.0842632775,-3.8332615,110.300725,19.2746225,13.2781075,2.162023,4.392,1.1155,0.89701515,95.23117,-4.679421,-3.7985,-3.846,-3.54875,-3.363,-4.46575,-3.566,-4.4185,-4.58425,-3.902,-4.4465,-4.07875,-1.51275,0.17525,0.6750318,0.9262357,0.9575,2.17225,3.03925,191.9255,671.99065,264.586,116.225,91.6875,0.3468429,85.35139,350.2329,63.70357,286.9758,299.9305,95.93666,97.08001,0.4180251,0.70145075
1,12.25,406.22405,419.7263,408.27305,392.728425,391.4345,391.3925,390.826,1.424094,1.69949975,1.59868825,1.5968245,0.4743001,0.0826941025,-3.719272,114.7603,20.3290625,13.17707,1.9234865,4.41857,1.11975,0.88974665,95.2119,-4.39519475,-3.495572,-3.4875,-3.4005,-3.20575,-3.8585,-3.047,-4.037,-4.18825,-3.395,-4.13975,-3.953,-1.4655,0.167,0.6740822,0.92801155,0.949,2.195,3.05,191.649,656.1868,288.3,125.26445,119.25,0.4464793,84.80777,338.4039,61.29652,289.2306,301.0062,95.08668,97.19001,0.41865895,0.70038105
1,12.75,406.2425,419.597775,407.900625,392.434,391.3385,391.3515,390.619,1.424094,1.70524675,1.586728,1.59977575,0.40990845,0.09656131,-3.7096955,112.7716,20.263515,11.15675,1.57427825,4.356,1.1485,0.89125,95.1995475,-4.13,-3.4555,-3.1475,-3.5335,-2.92,-3.69475,-3.0355,-3.78175,-3.8625,-3.261,-3.79675,-3.509,-1.35475,0.1605,0.673943575,0.9285792,0.954,2.18825,3.032,192.6441,659.8072,318.7,138.175,149.5125,0.36442875,84.8484475,345.42805,59.4664425,290.38335,301.91235,94.83334,97.39001,0.41759615,0.7003506
1,13.25,406.3222,419.1576,407.927425,392.4816,391.3035,391.2765,390.613,1.409803,1.731032,1.5918535,1.59263,0.47915765,0.0982326125,-3.8155565,104.4615,20.2344325,9.087856,1.68269375,4.301,1.19075,0.90842605,95.19566,-3.927,-3.060879,-2.8245,-3.371,-2.486,-3.65475,-2.9135,-3.652,-3.737,-3.11625,-3.69825,-3.34075,-1.29725,0.1525,0.67239875,0.930316,0.94475,2.1905,3.0115,171.755625,587.963075,322.73395,139.1368,156.77525,0.4282739,84.37239,296.9747,53.99407,290.108875,302.2294,94.51334,97.02666,0.41437575,0.7001757
1,13.75,405.6116,418.73065,407.796775,392.1928,391.0815,391.078,390.4055,1.407318,1.731809,1.59418375,1.60319275,0.501924675,0.1222227,-3.818,97.70285,20.4367225,6.41621575,1.541091,4.4666305,1.156,0.89240955,95.19931,-4.001,-2.777,-2.6405,-3.32175,-2.4165,-3.68,-2.9375,-3.666,-3.65575,-2.7715,-3.67125,-3.3145,-1.304,0.16025,0.671161075,0.92636615,0.9585,2.18375,3.02,152.492325,544.210575,291.225,119.075,116.95125,0.452546025,83.59113,275.61985,46.6101825,287.319675,303.00585,94.70667,96.80334,0.4171094,0.69888915
1,14.25,406.457175,418.05225,407.48165,391.681,390.8025,391.1585,390.531,1.406075,1.72155675,1.576786,1.60272725,0.447,0.126996275,-3.92082425,80.211435,19.10209,5.32177025,1.32325475,4.330831,1.16075,0.906843475,95.17678,-3.821,-2.99575,-2.86085075,-3.25425,-2.44725,-3.12275,-2.8235,-3.022,-3.10675,-2.828,-3.0915,-3.1075,-1.26075,0.18025,0.6790383,0.9265988,0.954,2.2005,3.04275,123.9986,445.12675,239.7005,99.66645,87.925,0.4606584,83.597215,229.6127,38.56323,285.3383,303.4512,94.5825025,95.904995,0.43203,0.70946025
1,14.75,406.2355,418.38345,407.2716,391.949,390.908,391.2285,390.72,1.438385,1.694684,1.580204,1.6049015,0.40585555,0.146484875,-3.9248225,62.57539,17.469115,3.611856,1.266295,4.2157915,1.114,0.875212875,95.15161,-3.712722,-2.79925,-2.59853675,-3.209,-2.2175,-3.021,-2.4575,-2.962,-3.02925,-2.79175,-3.03925,-3.154,-1.2575,0.15975,0.67520555,0.92414475,0.946,2.20325,3.033,85.58892,343.12445,185.48825,82.2921125,78.60375,0.35918715,83.23778,169.6701,29.94183,287.2215,302.8044,93.923355,95.674165,0.430718725,0.71246305
1,15.25,404.134275,418.1362,407.59145,391.7974,391.061,391.4105,390.8305,1.404832,1.66035575,1.575854,1.61251275,0.437,0.1837509,-3.8087605,40.2486825,14.36789,1.0317165,1.029866,4.208222,1.13025,0.8340555,95.152785,-3.7256105,-2.78375,-2.66225,-3.04025,-2.36225,-2.96625,-2.384,-2.9185,-3.0155,-3.00375,-3.01775,-3.00075,-1.25875,0.1505,0.67618325,0.92817315,0.92425,2.201,3.02325,52.02195,241.8745,124.575,56.59,66.9975,0.401904325,83.6841875,118.4058,22.32603,287.4735,301.696,93.9558225,95.3466625,0.42981645,0.709757375
1,15.75,401.0318,417.94085,407.52665,392.088,391.392,391.5395,391.5265,1.393649,1.65724925,1.57523325,1.57911625,0.47649875,0.1973749,-3.801817,19.956565,11.41708,-0.994798825,1.0153305,4.18064625,1.0265,0.80866635,95.174395,-3.955,-3.05133325,-2.869643,-3.33225,-2.56875,-3.0745,-2.83525,-3.05825,-3.19625,-3.42425,-3.27875,-3.297,-1.26425,0.1275,0.67683935,0.9299839,0.93475,2.18675,3.0195,18.99713,138.82345,87.63425,38.3925,52.4175,0.521487475,84.0123625,66.78832,13.881,286.443,301.0773,94.2024975,96.2433325,0.429094575,0.70853695
1,16.25,402.629875,417.767,407.7112,392.154,391.3425,391.6635,391.4825,1.393027,1.65196725,1.582223,1.57911625,0.445413,0.1992837,-3.927747,4.17958125,9.4514445,-1.82573975,0.7675307,4.102464,0.96825,0.779815475,95.16187,-4.1148335,-3.23275,-3.11190975,-3.333,-3.10225,-3.15625,-3.166,-3.2675,-3.44075,-3.514,-3.61225,-3.69875,-1.31475,0.1055,0.6783905,0.9276039,0.93675,2.17425,3.002,2.020505,59.784,52.84225,21.36,33.6525,0.6208473,83.874985,26.40802,6.000547,287.2997,299.6239,94.72418,96.5716525,0.430397,0.7091642
1,16.75,407.4217,417.9211,408.2809,392.491,391.667,392.115,392.084,1.393649,1.64963775,1.559078,1.56171875,0.455848,0.22415805,-3.92736425,-2.915668,7.443874,-1.824782,0.90685675,4.05219275,0.91825,0.7483061,95.1517,-4.2861665,-3.691,-3.5985,-3.4355,-3.61975,-3.601,-3.92325,-3.669,-3.839,-4.21625,-3.97975,-3.931,-1.307,0.10425,0.6785355,0.9237556,0.9225,2.16475,3.01,-4.914,11.517275,25.748435,10.98775,19.75075,0.6820717,84.500545,3.563437,1.319498,285.7822,297.7568,95.3083175,96.78416,0.426352525,0.70744375
1,17.25,403.4827,418.0657,408.6353,392.3066,391.653,392.054,392.3135,1.409182,1.638764,1.556438,1.57476675,0.5080083,0.214632675,-3.9132275,-4.22473225,6.38,-0.990899875,0.8471754,3.97411225,0.86575,0.771,95.1733975,-4.4131115,-3.8261415,-3.8155,-3.7935,-3.837,-3.85225,-4.06,-4.00425,-4.2515,-4.48325,-4.3965,-4.12575,-1.30125,0.11225,0.6789927,0.92364825,0.9015,2.155,3.00475,-6.9187545,0.0505734075,4.35625,2.121,7.06725,0.7311428,85.0309125,-0.4491232,0.3820125,283.3546,295.4996,95.2949975,96.81168,0.4270814,0.70840695
1,17.75,403.7765,417.9765,408.56545,392.429,391.824,392.2315,392.315,1.4258025,1.61127025,1.569486,1.58781525,0.5228618,0.2234956,-3.884,-4.04768175,7.000414,-0.547549,0.871175125,4.228666,0.88225,0.7913435,95.199335,-4.7205,-4.054,-4.042,-4.001,-3.982,-4.1695,-4.153,-4.4775,-4.6875,-4.497,-4.744,-4.07975,-1.4195,0.107,0.68050945,0.92278445,0.91275,2.12925,2.9965,-7.13387025,0,2.23125,1.17225,4.10925,0.5975835,85.4751825,-0.564126,0.3466761,282.7957,294.6263,95.256665,96.82166,0.4262841,0.7070519
1,18.25,402.606225,417.2981,408.7084,392.46225,392.1995,392.64125,392.20725,1.4135315,1.619503,1.58268925,1.604436,0.606364525,0.23263485,-3.603,-4.125102,5.555,0.012247185,0.844971775,4.19695875,0.89975,0.8112222,95.203405,-4.902,-4.467,-4.494,-4.05975,-4.384,-4.52625,-4.329,-4.816,-4.899,-4.5855,-4.89475,-4.10575,-1.40775,0.11325,0.6792821,0.9142322,0.9225,2.1125,2.99725,-6.608676,0,0.127451525,0.112508575,2.2,0.76422025,85.8735325,-0.551329175,0.3422333,281.989825,294.590025,95.6808425,96.7683275,0.42682725,0.7068792
1,18.75,405.6018,417.12805,408.777525,392.789575,392.3505,392.66625,392.73,1.3967555,1.631308,1.591077,1.6016395,0.5566954,0.220123725,-3.604289,-3.728,6.02961025,0.05569217,0.845645075,4.131377,0.91825,0.7815955,95.2278,-5.04478975,-4.541,-4.485,-4.09225,-4.423,-4.756,-4.4335,-4.79425,-4.91775,-4.6115,-4.932,-4.12575,-1.39175,0.12075,0.67929995,0.9166789,0.92175,2.11775,2.99275,-6.538971,0,0.119660175,0.104512325,1.878,0.6672502,86.56527,-0.4964977,0.346292,282.3188,294.2926,96.146665,96.7266625,0.426919225,0.706780825
1,19.25,406.2973,416.799475,408.679625,393.013675,392.47475,392.77425,392.71575,1.40203675,1.64466725,1.583,1.6030375,0.614,0.192037475,-3.694525,-4.23661875,4.5195275,0.2307021,0.681129225,4.1885945,0.98025,0.776,95.213735,-5.07638725,-4.243,-4.204,-4.09775,-3.9555,-4.7365,-4.335,-4.79875,-4.87325,-4.4595,-4.91225,-4.273,-1.3695,0.13175,0.6793755,0.9158652,0.92175,2.13525,3.00975,-5.912925,0,0.139229375,0.1006066075,2.00325,0.6778727,85.91666,-0.4647127,0.3490922,283.7494,294.2438,96.1583375,96.543315,0.4268574,0.708000575
1,19.75,406.08455,416.681125,408.64325,392.92685,392.38725,392.64225,392.521,1.41368675,1.65165675,1.58455275,1.60474625,0.64271725,0.210954875,-3.714518,-4.31230825,5.11100475,0.504750575,0.6947872,4.109286,0.94925,0.7735,95.20747,-5.218917,-4.361077,-4.563,-4.11975,-4.2515,-4.71625,-4.6305,-4.719,-4.83575,-4.6755,-4.98375,-4.3195,-1.411,0.108,0.67185385,0.9168923,0.9205,2.1255,3.021,-5.653467,0,0.126150625,0.0964265625,1.6475,0.65690335,85.6516575,-0.4255114,0.3485721,283.0107,292.9483,95.6283275,96.3191525,0.42499215,0.707430825
