DOY2,HR2,CO2,H2O,CH4,FC,SC,FCH4,SCH4,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN_1_1_1,SW_OUT,SW_IN_2_1_1,TS_1_1_1,TS_3_1_1,G_1_1_1,G_3_1_1,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,417.817,3.39189,1938.55,0.105324,0.129838825801156,-0.0508782,0.344019497002642,-6.92809,-1.41378709842946,2.00252,-0.433252088246564,98.0883,72.56635,-5.03013,-4.983495,1.19896,260.785,283.4395,-13.006249,-0.9013245,0.36552,0.0489552,0,0,-5.054155,-4.816805,-0.10284115,0.7577635,0.2886575,0.329745,0.588988,3.22769
1,0.75,417.981,3.315225,1958.82,0.203999,0.10713504527461,-0.226431,0.333359140503982,-6.712015,-2.67825292407681,1.617965,-0.293642573253379,98.0726,71.53605,-5.07821,-5.286525,1.19248,257.1005,283.4925,-18.554934,-0.9828185,0.3648175,0.0489552,0,0,-5.06789,-4.838965,-0.0809054,0.760409,0.261654,0.3323955,0.551148,3.21466
1,1.25,417.915,3.307985,1947.99,0.06389125,-0.00515449949857358,-1.05186,0.136506625841397,-6.254955,-2.31725775823024,1.793405,-0.269391597561639,98.0726,71.49565,-4.843915,-5.00721,1.12553,256.876,283.356,-16.9176795,-0.829377,0.334845,0.05457845,0,0,-5.075105,-4.83907,-0.07438625,0.7194295,0.2465235,0.3118175,0.559271,3.134425
1,1.75,417.997,3.19078,1948.995,0.09364455,8.91359401452929e-05,-0.10225185,-0.400336529462335,-6.59279,-1.15943047635046,1.31169,0.121716830760601,98.0822,71.22685,-4.73678,-4.94139,1.09474,261.2455,283.0565,-19.792066,-0.940907,0.361071,0.04564745,0,-0.000833333,-5.083175,-4.84719,-0.0755397,0.699883,0.2609265,0.2777725,0.559439,3.106885
1,2.25,417.9355,3.209205,1952.92,0.100778,0.11164707272121,0.1630284,0.570664492713032,-5.576407,-1.66236538970434,2.08933,-0.0941698910674605,98.081,71.7305,-4.650735,-4.855655,1.015885,259.366,282.98,-20.575285,-0.964191,0.4423235,0.05623235,0,-0.006166665,-5.092105,-4.861895,-0.0653903,0.63642014614916,0.246183,0.2772425,0.5577125,3.044615
1,2.75,418.093,3.15449,1960.93,0.0721011,0.0950955200163114,-0.3594,0.704758252978148,-5.672365,-1.83888537988588,2.05705,-0.270273161659756,98.0961,71.9241,-4.76025,-4.802195,0.99478,256.728,281.295,-24.153658,-1.095045,0.4170345,0.05523995,0,-0.019166685,-5.11226,-4.871715,-0.0598046,0.592496,0.2205335,0.2630895,0.5515155,3.08543
1,3.25,418.1515,3.17055,1954.335,0.037974325,0.0908769938584118,-0.375198,0.10485825562707,-7.13934,-1.97625686598855,1.418032,-0.235893665360822,98.1241,73.3693,-5.04644,-4.89779,0.961494,259.6395,281.47,-23.3161305,-1.164205,0.4198445,0.0499475,0,-0.02666665,-5.17143,-4.89634,-0.0490336,0.584473,0.201101,0.25207,0.502226,3.05521
1,3.75,418.453,3.242775,1954.47,0.1533445,0.0644338526378504,-0.613143,0.402132893321026,-6.93001,-1.71461905588887,1.06131,-0.171612581720259,98.0918,72.7183,-5.14536,-4.94319,0.977404,252.001,281.0565,-21.744608,-1.364445,0.3840185,0.04399355,0,-0.03058335,-5.165975,-4.904625,-0.0526693,0.632865704553502,0.210126,0.266183,0.524184,2.96598
1,4.25,418.393,3.297585,1946.2,0.0993198,0.0779290355093702,0.54793,0.303390393895951,-6.7970285,-1.63795088509564,1.27345,-0.226456335690472,98.0989,71.80375,-5.1551,-5.14251,0.9730295,257.437,280.906,-18.680553,-1.269675,0.392214,0.0545784,0,-0.04875,-5.18811,-4.917295,-0.0649363,0.6370325,0.239935,0.2629635,0.531268,3.109695
1,4.75,418.851,3.2267,1944.05,0.1155622,0.102454768228055,0.312731,-0.298663293808971,-5.43398,-1.96816639502646,1.73523,-0.0952371647301437,98.1121,71.2715,-5.30989,-5.574,0.97972,259.561,279.625,-20.28995,-1.31275,0.413991,0.0568939,0,-0.07366665,-5.23397,-4.91998,-0.0639423,0.640996879867601,0.236508,0.267962,0.562761,3.23162
1,5.25,419.305,3.140445,1943.4,0.234332,0.1338142465226,-0.381501,0.456846801369202,-6.395045,-1.14281458256823,1.831206,-0.15181601391213,98.1049,71.5873,-5.567725,-5.808295,0.936486,261.2175,277.643,-17.7264445,-1.098775,0.451924,0.0473013,0,-0.099,-5.220395,-4.92152,-0.05897255,0.6593205,0.24637,0.2974655,0.5465985,3.07141
1,5.75,419.201,3.09289,1952.67,0.0904499,0.0205846160386698,-0.0134711,0.527990225526643,-6.30979,-0.273580931358044,1.55183,-0.18141487142196,98.0858,71.7593,-5.78301,-6.05489,0.926887,258.3585,277.0585,-20.592491,-1.16513,0.428274,0.04663975,0,-0.1,-5.24787,-4.96908,-0.0607198,0.62566,0.231428,0.265213,0.524989,3.01802
1,6.25,419.127,3.163295,1947.4,0.09537685,0.112542322449589,-0.8751446,-0.0597731815539563,-6.30004,-1.21385663053223,1.11971,-0.318903611359805,98.0894,72.1553,-5.748,-6.02475,0.94603,264.241,277.912,-16.537785,-0.84195,0.4315525,0.04068575,0,-0.1,-5.218955,-4.96513,-0.072614,0.671742,0.242621,0.282552,0.51279,2.87219
1,6.75,418.563,3.16994,1938.89,0.1724268,0.138494055350941,0.143509,-0.490772139193194,-5.44138,-1.27254903320279,1.380995,-0.0759794806577641,98.0828,72.42225,-5.53272,-5.74737,0.9585675,266.0055,278.666,-14.72345,-0.9215815,0.3936185,0.0532553,0,-0.0875,-5.20297,-4.975495,-0.0611166,0.619361768274407,0.234303,0.291539,0.512852,3.06241
1,7.25,419.646,3.17457,1941.185,0.0601352,0.155043268820142,-0.5399905,1.20261048820824,-4.57934,-1.43785108934435,1.74005,-0.49062705220988,98.0989,72.48875,-5.53405,-5.80687,0.9488335,264.9305,279.041,-14.34022,0.1504145,1.39839,0.911625,0,-0.08125,-5.1965,-5.00726,-0.0795462,0.653523,0.257429,0.285312,0.523814,3.03225
1,7.75,420.573,3.17082,1954.1,0.219872,0.230102391438059,1.444035,0.350094134952611,-4.53525,0.959420094776995,2.272025,0.012454458861691,98.093,71.97195,-5.55678,-5.859,0.9468725,262.244,278.977,-8.60425499999999,14.0268,8.988375,7.87451,0,-0.08791665,-5.21724,-4.99338,-0.0753367,0.650451,0.282981,0.315368,0.531425441619048,3.04219
1,8.25,420.888,3.19102,1954.56,0.266332,0.122164753564655,0.249266,0.28765289919631,-3.30509,2.08758168378959,3.18156,0.487056478546553,98.1181,72.6098,-5.57845,-5.82534,0.9754185,260.0915,279.9925,4.29304999999998,43.22005,26.50385,31.99485,0,-0.09041665,-5.2112,-4.943135,-0.0855217,0.713189,0.286203,0.333491,0.537283,3.00075
1,8.75,420.8345,3.17229,1947.405,0.0946194,0.0587202326909927,-0.5200025,0.831019610359562,-1.458795,4.83073085241306,4.043545,0.765536078207917,98.1516,71.392,-5.67307,-5.792115,1.02125,262.9105,281.955,16.98284,84.35245,47.73465,74.15025,0,-0.08708335,-5.270375,-4.924155,-0.100517,0.715504,0.291718,0.353942,0.614171,3.27613
1,9.25,420.524,3.27619,1947.76,-0.2945065,0.0498479377421666,0.210966,1.2273638661385,3.33816,6.02558962403641,6.02756,0.889670918205347,98.13505,70.51785,-4.74342,-4.79411,1.020315,264.1515,287.602,35.00195,130.7285,74.9136,101.653,0,-0.0720833,-5.19981,-4.883285,-0.109071,0.7944555,0.299754,0.3915895,0.63374,3.42389
1,9.75,419.764,3.39362,1937.82,-0.371226,-0.156648105151341,-0.704164,-0.270246842931927,8.08598,8.28091868295664,8.09742,0.766257157861632,98.14955,68.1529,-4.00826,-4.0903,1.174125,257.5355,291.181,51.8465,165.9855,96.08775,147.678,-0.001,-0.1,-5.176185,-4.875935,-0.118695,0.810269,0.3327365,0.4018355,0.676868,3.462115
1,10.25,419.397,3.506645,1951.19,-0.4227875,-0.0273518118994635,-0.770539,0.587567563451999,13.0826,7.74278374093716,10.59655,0.836684388942872,98.16,67.51925,-3.73066,-3.96956,1.31795,265.194,293.227,61.225,211.755,119.33,154.644,-0.001,-0.1,-5.13316,-4.88751,-0.165312,0.858654289947702,0.368211,0.4371045,0.737551,3.430345
1,10.75,417.7545,3.53721,1939.89,-0.774814,-0.241331067767938,-3.24251,-1.14693879883575,20.9029,9.55411892742029,10.5413,0.754008862315743,98.154,67.7135,-3.59254,-3.34439,1.4225,263.1225,296.918,77.685,252.698,132.096,194.1425,-0.00416667,-0.0966667,-5.0609,-4.890365,-0.186078,0.904689449479765,0.390769,0.490957,0.777174,3.60484
1,11.25,417.974,3.52818,1936.17,-0.854081,-0.188838318800435,-2.2551,0.422187171705627,28.1756,8.48623100900708,12.76985,0.743515066107553,98.1167,66.0397,-3.28662,-2.59974,1.46901,265.633,298.559,87.3143,294.834,145.797,221.605,-0.0175,-0.0508333,-4.93037,-4.88674,-0.20467,0.95182,0.406311,0.503383,0.776246,3.68981
1,11.75,417.891,3.50416,1937.56,-1.28974,-0.131205636390551,-2.15701,-1.43581344771295,29.97768,6.39388174228908,12.59113,0.902336122652683,98.1025,64.7111,-3.149,-2.62417,1.48009,272.88,298.987,91.489,320.869,156.072,232.72,-0.0533333,-0.052916665,-4.70841,-4.87862,-0.221942,0.926132,0.420243,0.515503,0.837654,3.80894
1,12.25,417.8365,3.59757,1938.275,-0.997459,-0.204577158128241,-2.114565,-0.962869437392948,29.7576,6.25338843498898,14.85285,1.17039681680354,98.0796,63.663,-3.0212,-2.60356,1.592385,269.773,300.6055,80.6815,328.9215,166.756,216.953,-0.08641665,-0.05,-4.543875,-4.87155,-0.223532,0.963911,0.421218,0.519565,0.8384585,3.797615
1,12.75,417.2465,3.61903,1923.82,-1.0270465,-0.249051950756379,-1.826785,-1.24989337057116,25.398445,4.29158265454906,14.5658,0.63581896452263,98.09895,63.1479,-2.65098,-2.648005,1.68522,268.489,301.0165,67.41,328.962,150.672,231.6275,-0.08841665,-0.1,-4.42424,-4.860855,-0.277723,1.022735,0.4686275,0.538846,0.862597541142279,3.815765
1,13.25,417.479,3.598965,1921.46,-1.09365,-0.258013646036153,-0.569673,-1.22363374348838,24.9681,4.35450442737205,13.32172,0.477359092787587,98.1109,63.3119,-2.50563,-2.47519,1.75194,269.571,302.198,58.796,238.454,130.018,176.894,-0.09166665,-0.098,-4.14959,-4.76694,-0.241102,0.985944,0.431074,0.53111,0.849059,4.10004
1,13.75,417.5145,3.62593,1920.695,-1.11566,-0.111579796295228,-4.425969,-1.66735186984448,18.971,2.69442636152393,11.77305,0.374456080754294,98.1079,62.7004,-2.354315,-2.42964,1.83947,266.5355,303.2625,47.67255,227.1815,127.4265,102.448,-0.07108335,-0.058,-3.796945,-4.69771,-0.254454,1.01517147961084,0.456827,0.532351,0.8803565,3.981235
1,14.25,416.682,3.65364,1923.465,-1.072255,-0.171511959434446,-4.74339,-1.05375620761752,14.20413,2.41041477161841,11.6513,0.0103804378991325,98.0978,61.6418,-2.41811,-2.30117,1.79864,268.7515,301.017,35.10085,170.9485,106.694,96.28085,-0.05016665,-0.0095,-3.80844,-4.685365,-0.204318,1.03338,0.404172,0.497983,0.879329,3.91826
1,14.75,416.542,3.63552,1921.435,-0.5462304,-0.137951828336543,-3.3592225,-1.14844532224434,11.05005,1.12878736224296,10.6359,0.428451732736005,98.0942,60.4512,-2.231965,-1.97598,1.82462,270.672,299.842,19.302,134.837,76.1972,69.4105,-0.03341665,-0.002,-3.91321,-4.62453,-0.193854,0.939131,0.390892,0.507059,0.846445293093622,4.14433
1,15.25,416,3.55181,1921.56,-0.458381,-0.130614254028327,-1.967128,-0.958915056468296,3.92183,0.356623596934393,8.798795,0.384116916861659,98.0983,61.5659,-2.51673,-2.23442,1.794085,271.053,298.15,9.71845500000001,110.9595,61.57125,41.8435,-0.001,-0.0125,-4.15349,-4.55212,-0.198125,0.930224,0.399098,0.500189,0.83313,3.79295
1,15.75,416.055,3.51333,1927.68,-0.355906,-0.0213535056712029,-3.16192,-0.620241514887229,0.14218,-0.812131525972708,7.297235,0.204965745242543,98.0888,61.941,-2.44247,-2.51646,1.76919,271.118,295.314,0.393000000000029,62.574,38.6472,37.52085,-0.001,0,-4.02718,-4.49639,-0.1773005,0.94027,0.3803575,0.4813595,0.8056645,3.67485
1,16.25,415.488,3.53816,1923.86,-0.0809166,0,0.640997,-0.537697219516791,-5.08155,-2.26181900938672,4.79962,0.0275212723493252,98.0798,62.1263,-2.52525,-2.756225,1.73976,265.935,291.5875,-11.347895,25.7212,17.9477,22.8816,0,0,-4.27109,-4.46452,-0.145117,0.834608,0.337953,0.448048,0.693826,3.49937
1,16.75,415.472,3.4602,1923.3,0.10085235,-0.0520909534130996,-0.755921,0.205849870227118,-8.70131,-3.67328393930602,2.89571,0.0826353265123938,98.1013,61.7339,-2.652735,-2.96979,1.58631,265.1635,289.873,-23.8196045,3.531955,3.79382,3.709345,0,0,-4.45808,-4.40769,-0.1159515,0.7662815,0.305186,0.3836945,0.6275935,3.456885
1,17.25,415.1645,3.45657,1922.595,0.129761,0.0160367545126203,-1.32505,-0.490789746849172,-9.06329,-4.17968739380627,2.605245,-0.080797550852854,98.1073,63.4295,-2.509965,-3.098995,1.573935,262.645,290.016,-21.304564,-0.73531,0.773188,0.1746505,0.001,0.05,-4.719045,-4.37966,-0.1080725,0.747602,0.296001,0.3637135,0.6105675,3.43763
1,17.75,415.3725,3.42471,1924.67,0.112953,0.058808642304457,0.877196,0.812819278780301,-7.948725,-3.69337877271389,2.61186,-0.0798913633429672,98.1348,63.66935,-2.652735,-3.12073,1.529465,262.7115,288.221,-21.7678925,-1.10599,0.365988,0.0598709,0.01,0.05,-4.846265,-4.43528,-0.116574,0.739814,0.3035765,0.375139,0.6146015,3.44771
1,18.25,416.0395,3.34019,1924.45,0.219562,0.0841404648437523,0.22001615,0.534904985285309,-8.647591,-3.73813859916227,1.760565,-0.235785474971374,98.13305,65.1843,-2.957055,-3.29415,1.449095,265.2485,287.936,-23.9826707,-1.31904,0.3912775,0.0595401,0.022,0,-4.878285,-4.49195,-0.116461,0.7469755,0.3034125,0.3772355,0.623643156527493,3.28094
1,18.75,416.357,3.35879,1933.2,0.0892243,0.115257773297653,0.759874,0.684320185180983,-7.995965,-3.31286295453912,1.519164,-0.174736514436507,98.1325,65.2068,-3.14591,-3.615725,1.42242,263.477,286.816,-24.232993,-1.163035,0.405795,0.05259375,0,0,-4.894265,-4.556125,-0.110296,0.771986392727342,0.2989475,0.36833,0.627714,3.247585
1,19.25,416.891,3.307745,1929.27,0.0271821,0.200332625029499,-0.0618413,1.6262505967889,-9.33423,-2.96958890056531,1.36271,0.000731612191104317,98.1396,66.0916,-3.483465,-3.720875,1.36077,256.1535,286.3215,-30.0679065,-1.49693,0.4418555,0.0502783,0,0,-4.905385,-4.545435,-0.1336415,0.7554295,0.3271975,0.3968055,0.631706,3.483505
1,19.75,416.593,3.24785,1924.85,0.19472,0.156991127386559,0.7715145,1.5528242380563,-8.623805,-2.92970026103213,2.3404945,-0.0762717719437805,98.1352,66.93555,-3.52734,-3.891125,1.32777,255.027,287.2855,-27.061689,-1.187485,0.4713595,0.0519322,0,0,-4.89229,-4.54055,-0.108941,0.721878785550512,0.3050445,0.3666535,0.6420305,3.49407
1,20.25,416.934,3.2627,1932.14,0.116792,0.146908573541228,1.039577,0.597737133217671,-8.631055,-2.84389179734355,1.16331,0.0181490982548428,98.1341,68.2136,-3.632905,-3.86742,1.266195,258.72,286.045,-23.9451565,-1.651305,0.4448995,0.05292455,0,5e-04,-4.90544,-4.62053,-0.0952252,0.735284928197546,0.2743265,0.351344,0.566961422150601,3.213195
1,20.75,416.993,3.29925,1928.365,0.242857,0.00630150488592122,-0.472997,-0.389407189486035,-8.38338,-1.60696708954822,0.988581,-0.114129412303313,98.1271,68.9006,-3.60236,-3.769955,1.23655,263.8215,285.821,-20.87114395,-1.403095,0.4287425,0.052263,0,0,-4.92832,-4.665455,-0.0852825,0.724030908611744,0.261513,0.3295025,0.574528,3.18596
1,21.25,416.893,3.3656,1929.29,0.150395,0.0332157041504468,-0.887,0.00732173593667339,-6.52694,-1.44512126545601,1.30417,-0.0803506198495606,98.1271,70.2835,-3.664935,-3.79013,1.22845,264.397,286.956,-14.50225,-0.8920125,0.4289765,0.05259375,0,0.001,-4.99257,-4.66847,-0.105615,0.725936581966293,0.2887345,0.33507,0.5877385,3.198105
1,21.75,417.007,3.35577,1926.905,0.15766,0.0173833924948703,0.457533,0.752358753369574,-7.51508,-1.64605249018796,1.4336,-0.152359037176827,98.1325,70.117,-3.572295,-3.743995,1.2327,262.4915,287.1515,-17.4573005,-0.93136,0.3901065,0.0489552,0,0,-5.000325,-4.67138,-0.0867664,0.7357235,0.2624215,0.313733,0.5968515,3.311585
1,22.25,417.533,3.42928,1928,0.111741,0.0634917775744543,-0.0464398,0.704010300018391,-6.38014,-2.34595665028473,1.40935,-0.215926477764203,98.1235,70.9314,-4.14675,-4.41291,1.16669,263.0575,287.02,-14.774571,-0.8137765,0.395024,0.05656305,0,0,-5.052655,-4.67248,-0.09233745,0.7194805,0.2733735,0.332497,0.592404871774831,3.357725
1,22.75,417.6535,3.451335,1929.4,0.1464665,0.0999481244762578,-0.645509,0.496732911444313,-8.056955,-1.69179575237048,1.970575,-0.308358829953868,98.1259,71.07935,-4.276535,-4.46516,1.178135,263.436,284.6905,-14.5347105,-1.0063385,0.386594,0.0532553,0,0,-5.06083,-4.67182,-0.09361085,0.670345,0.278071,0.3388305,0.578345,3.34048
1,23.25,417.529,3.40209,1940.53,0.01974725,0.0768094714892049,-0.962502,0.844389250897149,-6.88061,-1.9230485255696,2.14936,-0.136401097952146,98.1211,70.87175,-4.456415,-4.753385,1.215465,262.143,285.15,-13.8103395,-0.934155,0.419376,0.0473013,0,0,-5.034425,-4.676375,-0.0847825,0.701519,0.263553,0.3235955,0.5758985,3.32748
1,23.75,417.328,3.41068,1953.85,0.127985,0.023299470952092,-0.914984,-0.265228713194699,-7.3534,-1.49559516655925,1.08528,-0.121959966777339,98.0989,71.9882,-4.74271,-4.94144,1.18986,260.891,285.265,-13.421467,-0.7411305,0.3531095,0.046309,0,0,-5.0317,-4.73726,-0.0848845,0.674503,0.257336,0.297654,0.564008,3.20551
2,0.25,420.0595,2.53232,1950.11,0.07420345,0.0671481950544753,-0.541845,0.247028847662002,-8.35947,-1.54749311383926,1.282188,-0.237476145312045,98.0876,65.3743,-6.32562,-6.39,1.074795,253.574,281.971,-27.926024,-1.472485,0.427806,0.04200885,-0.707,-0.9,-4.053795,-3.85365,-0.0806523,0.663833,0.256174,0.281912,0.55784,3.51732
2,0.75,419.8395,2.48595,1937.67,0.205121,0.0630711873705497,-0.118233,0.221039253015723,-11.41251,-4.0235734781325,1.34768,-0.142879210929798,98.0855,65.95545,-6.26682,-6.475,1.02867,251.202,280.1625,-34.0120895,-1.591465,0.508122,0.0430012,-0.75,-0.9,-4.18861,-3.867475,-0.0646125,0.660119686117601,0.229557,0.270218,0.5635,3.44465
2,1.25,420.2645,2.45995,1951.33,0.157379,0.0570371197456116,-0.68825745,0.889282437231276,-8.56707,-3.13928174889971,0.5670065,-0.291993652888714,98.0989,67.0903,-6.247,-6.346,1.0150805,252.673,278.8985,-31.5847045,-1.78402,0.565959,0.0443243,-0.798,-0.8666665,-4.345985,-3.86857,-0.0764932,0.709007,0.23843,0.277114,0.584429636483298,3.29655
2,1.75,421.3375,2.4945,1948.66,0.06403305,0.0900113105910742,-1.09144,0.383706725740608,-8.73528,-2.90248702420366,1.06668,-0.165009049506753,98.0918,67.6872,-6.526,-6.41049,1.017595,250.0885,279.081,-29.5703425,-1.4939,0.5732175,0.0367164,-0.7995,-1,-4.53874,-3.865555,-0.0624053,0.669989,0.218513,0.25819,0.543494,3.52832
