DOY2,HR2,USTAR,TA,WS,FC,H,LE,H2O,CO2,SW_IN,LW_IN,SW_OUT,RH,TS,PA
1,0.25,0.57625,8.31286249999999,2.438125,1.923,7.57804999999999,16.90825,7.49523817555,454.6860463925,0.38989166375,353.58083,1.609716664475,100,5.5,101.019775
1,0.75,0.66275,7.6303,2.63375,2.3595,5.2138,14.988,6.283257716075,457.1399924675,0.692875001499998,352.9058266925,1.84860003365,100,5.531625,101.01265
1,1.25,0.54715,7.2187,2.5324,2.0212,10.55925,23.7344,6.3995304582,455.96345532,0.494974996924999,351.63332555,1.88686666635,100,5.54,101.0223
1,1.75,0.5914,7.0624916768,2.075625,2.3666,8.19199999999999,25.5795,8.03292368285,454.509404725,0.51386666375,352.30916255,1.779241731675,100,5.54,101.0584
1,2.25,0.616975,6.8664250034,2.2516,2.03805,6.4396,38.9603,6.8739314094,459.168013265,0.5818666724,351.83333664,2.792666667,100,5.527125,101.094
1,2.75,0.651825,6.67276665,2.6902,4.1208,12.0604,41.26915,7.508002315875,471.833440775,0.7176666584,352.8266673,2.1403333,100,5.545,101.1149
1,3.25,0.6377,6.6808000136,2.36725,1.7068,4.6537,27.6415,6.42254912195,445.8888254775,0.558558333925,352.39916,2.509666633,100,5.545,101.1438
1,3.75,0.5706,8.93580832799999,2.4542,3.27625,3.1462,33.02975,6.57887988325,446.914103725,0.4113333261,352.0649982,1.840950033,100,5.35,101.1603
1,4.25,0.5553,9.68170000339999,2.783,2.0553,17.6417,31.634475,6.5040682378,448.4560004525,0.38034999685,353.55666405,1.632474999675,100,5.35,101.1689
1,4.75,0.4599,9.20124996719999,2.5985,2.0232,7.88075,52.6008,7.60483689,471.83362738,0.570608320674998,353.403340315,1.635250065,100,5.355,101.174475
1,5.25,0.572625,8.0135166768,2.7526,2.5062,6.510025,57.0442,7.9932329328,470.60236158,0.761616664674999,352.7258248075,1.920108367,100,5.364,101.1789
1,5.75,0.6512,11.3408833432,3.1026,2.24205,4.452225,23.81815,8.27404670475,475.968342065,0.901499993999996,353.1183322425,1.7068666667,100,5.45275,101.1775
1,6.25,0.7107,12.2313333388,3.1896,2.48035,2.9843,47.98,8.38393877875,472.548318275,0.566833318249998,356.3208292425,1.7044333036,100,5.465,101.1799125
1,6.75,0.614375,11.5926333432,2.409375,2.054225,7.1116,50.7005,6.738303487875,466.52228324,0.477341659099999,355.522503315,1.57233333725,100,5.47,101.18205
1,7.25,0.67525,10.6831333392,2.13525,3.77135,9.34300000000001,49.99645,6.1342461877,455.6806012575,0.5278333285,351.1516674425,1.6787499955,100,5.4835,101.2362875
1,7.75,0.585875,10.2167,2.3658,2.4432,15.3127,47.44015,9.3056889111,478.375308085,10.448916483175,346.76667105,7.035499975125,100,5.52325,101.2606875
1,8.25,0.6024,9.43479994719999,2.6075,5.0056,6.52995,43.2,9.3389904194,470.92134462,80.42583455075,345.8316751925,22.85625028875,100,5.49775,101.2889375
1,8.75,0.6014,9.1864666768,2.5793,2.1838,7.8077,50.012,9.5204417952,458.19983962,180.7941718075,349.2041648075,55.41,100,5.4825,101.3054375
1,9.25,0.56775,10.10857503,2.560725,3.5239,32.9332,68.28405,9.752613780525,458.4912563325,265.40000075,348.9591659425,82.6545001805,100,5.47,101.304225
1,9.75,0.5292,9.6793000272,2.5412,2.524575,62.2337499999997,31.930275,5.458345235675,447.2029822675,342.8116707425,350.290833,100.261666005,100,5.5115,101.312925
1,10.25,0.496,9.011433337,2.982,1.52425,69.0168999999999,129.29765,8.351183086625,465.1027662275,400.8000000075,347.510002565,125.3650018,100,5.5,101.3055125
1,10.75,0.5417,9.068116564,3.025125,1.1653,57.87275,125.836075,8.737040030275,443.0081183925,456.52084,347.290005935,148.115834435,100,5.5,101.2601
1,11.25,0.51125,9.62903847759999,2.79875,1.7729,103.922825,113.65015,9.692354215225,445.1414884225,504.1033418,347.76750925,174.08500225,100,5.5,101.2233625
1,11.75,0.585,10.74009686,3.0418,2.361125,107.5614,114.7855,12.51124146375,441.144283475,540.98999895,347.5875003075,227.2366644275,99.880000402,5.508,101.23475
1,12.25,0.69915,10.47115001125,2.90695,1.763075,134.51345,75.76255,12.5102087629,442.69068581,567.648340315,349.22333595,252.023333345,99.704167045,5.54,101.1558
1,12.75,0.619575,9.75258126875,2.874025,1.5378,161.5594,102.427125,12.760958815875,439.19620164,567.750828185,348.8100025575,218.025004575,99.59666545,5.6,101.101175
1,13.25,0.60625,9.619666796725,2.75475,1.60205,138.23625,99.1114249999999,13.520874539,447.8744542525,550.0083304425,350.47833255,193.791666675,99.2199984855,5.6,101.067275
1,13.75,0.54925,9.73213119884999,2.89525,2.0998,114.29475,76.5726,14.082034112,453.99823092,521.7591755075,351.45666745,212.9533367,99.466667668,5.641625,101.027475
1,14.25,0.578675,9.970134374625,2.878175,1.578,153.67,92.261,13.684942865,455.4639311,492.730005935,350.7800033075,247.74166,99.65250020225,5.7,100.984375
1,14.75,0.50775,9.98955625,2.963,1.409375,95.206825,86.8745,8.837867247875,439.71104185,421.556673685,348.75583745,203.366667925,99.61750067275,5.7,100.95405
1,15.25,0.5883,9.84812291537499,3.305425,1.73075,75.43885,67.413075,10.59084749725,428.89461032,352.43250255,350.1674899925,132.7708354375,99.68500157725,5.72275,100.9345375
