DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
7,22.75,78.5,12.24,31.745,7.7435,332.9,370.5,59.46054,4.728043
7,23.25,81.85,11.45,20.01,5.428,331.05213,366.15,38.63427,2.9061825
7,23.75,84.2,10.835,12.29,3.731,331.5,362.7,24.54012,1.7450525
8,0.25,92.6,5.683,0.384,0.556,323.2,337.9,0.1773608,0.07145227
8,0.75,92.85,5.532,0.1525,0.4995,325.3,337.6,0.09415162,0.055821555
8,1.25,93,5.363,0.114,0.484,326.7,337.2,0.07923366,0.06019479
8,1.75,93.2,5.128,0.139,0.438,325.75071,335.4,0.07655388,0.04883227
8,2.25,93.4,5.07,0.1725,0.467,325.8,334.2,0.09352832,0.054420565
8,2.75,93.3,4.764,0.21,0.461,325.4,333.5,0.1388675,0.07108408
8,3.25,94.2,4.634,0.3835,0.499,323.2,332.4,0.2603232,0.08504511
8,3.75,94.5,4.5,0.868,0.623,323.7,331.50213,0.5358146,0.1563343
8,4.25,95,4.403,1.878,0.772,323.3,331.8,1.635862,0.3181403
8,4.75,94.7,4.07,3.545,1.152,323.2,332,4.983308,0.5088323
8,5.25,94,4.164,6.7235,1.9645,324.2,332.1,11.92195,0.9512014
8,5.75,94.2,4.115,13.72,3.716,323.6,332.8,24.98559,2.063915
8,6.25,93.6,4.272,24.81,6.445,324.1,334.7,48.41605,3.830281
8,6.75,93.8,4.446,42.07,9,324.91061,337.4,72.67876,5.737753
8,7.25,93.35,4.844,60.96,12.62,325.3,340,108.3595,8.216234
8,7.75,92.55,5.242,82.6,16.82,326.2,344.5,143.2537,10.94418
8,8.25,91.6,5.6,110,20.92,326.86757,347.6285,197.3009,14.52178
8,8.75,90.4,5.875,134.2,26.17,327.6,350.6,240.4343,18.17875
8,9.25,88.4,6.4405,160.6,30.725,328.55,354.13083,289.36575,22.15472
8,9.75,86.4,6.9185,186.8,35.725,329.6,358.85,333.6637,24.94986
8,10.25,85.25,7.433,220.2,40.83,330.6,361.2,376.8635,30.04102
8,10.75,84,7.791,232.1,43.28,331.1,364.3,423.06,32.78453
8,11.25,81.6,8.07,258.4,49.16,332.2,368.8,463.0505,36.26514
8,11.75,80.2,8.42,277.5,52.72,333,371.9,509.9183,39.06659
8,12.25,77.55,8.92,295.1,54.66,333,373.7,537.2866,42.94743
8,12.75,76.2,9.01,294.7,54.54,333.4,375.6037,537.8267,41.13609
8,13.25,74.6,9.33,319.6,58.87,334,379.8,556.6149,43.46889
8,13.75,73.75,9.57,326.5,60.97,333.7,380.5,589.0504,44.193
8,14.25,72.65,9.92,314.1,59.17,333.9,381.5,549.79615,42.297925
8,14.75,70.95,10.285,308.15,59.1,335,382.2,560.7701,42.71593
8,15.25,71.15,10.4,278.2,53.245,334.847925,381.05,520.4754,38.1774
8,15.75,70.95,10.44,279.15,53.72,334,380.4,504.69745,36.687615
8,16.25,70.35,10.525,256.6,49.02,334.25,379.95,472.4344,34.08641
8,16.75,70.05,10.71,231,44.48,334.3,378.5,418.69615,31.93365
8,17.25,69.65,10.5,209.05,40.56,334.1,375.79091,381.0925,27.14493
8,17.75,70.4,10.265,168.85,32.245,335.02936,373.75,306.5987,22.607395
8,18.25,71.7,10.125,146.45,27.92,332.7,370.04546,257.8185,19.16175
8,18.75,72.85,9.915,127.5,24.98,331.8,367.85,235.7594,17.20571
8,19.25,73.5,9.865,100.7,20.885,330.7,364.97107,188.2047,14.33922
8,19.75,75.8,9.475,76.775,15.465,328.85,361.5,138.69745,10.447555
8,20.25,79.3,8.975,55.09,11.47,328.55,357,99.917005,7.369674
8,20.75,81.3,8.435,37.455,8.355,327.65,353.100155,68.9317,5.1987625
8,21.25,84,7.935,20.03,5.166,326.4,348.9,39.02486,2.857235
8,21.75,87.3,7.391,10.13,2.667,325.25,345.2,18.94049,1.422985
8,22.25,89.4,6.9475,5.997,1.355,324.5,343.15,8.313483,0.72420765
8,22.75,91.5,6.4875,3.002,0.925,323.65,340.7,2.5679195,0.3862915
8,23.25,92,6.0135,1.431,0.7055,325.5,339.6,0.82187835,0.2003712
8,23.75,92.25,5.6095,0.771,0.571,324.45,337.55,0.3112426,0.1129171
9,0.25,95.5,0.337,0.18,0.479,304.55,315.85,-0.013518925,0.04059033
9,0.75,95.4,0.235,0.094,0.535,306.000565,316.05,-0.017838725,0.02033304
9,1.25,95.7,0.0275,0.192,0.486,306.25,315.1,-0.012930595,0.02705449
9,1.75,95.9,-0.155,0.148,0.4135,305,314.7,-0.01357425,0.0678526
9,2.25,95.2,-0.35,0.4405,0.529,304.7,313.4,-0.01547803,0.058131455
9,2.75,95.5,-0.458,0.2205,0.47,303.4,313.6,-0.01810057,0.033761435
9,3.25,95.7,-0.421,0.2105,0.541,302,313.2,-0.01269476,0.04729456
9,3.75,95.4,-0.424,0.09,0.427,302.3,312.9,-0.01890255,0.04747978
9,4.25,95.2,-0.417,0.141,0.4215,302.4,312.7,-0.006835217,0.030444655
9,4.75,95.5,-0.49,0.0765,0.432,300.7,312.88421,0.01167422,0.05252928
9,5.25,95.8,-0.571,0.059,0.551,302.64008,311.8,0.06088677,0.08121146
9,5.75,95.7,-0.559,0.81,0.758,299.9,311.7,0.2740597,0.2234895
9,6.25,95.3,-0.835,2.597,1.0595,300.9,311.5,2.315378,0.6189902
9,6.75,94.7,-0.795,5.806,2.019,301.6,312.2,10.10403,1.3752025
9,7.25,95.1,-0.753,14.015,4.322,303.2,313.4,25.4764,3.778934
9,7.75,94.9,-0.642,33.6,8.78,302.3,314.6,55.97863,8.271384
9,8.25,94.65,-0.392,47.82,15.22,305.1,315.86615,83.73332,14.79444
9,8.75,94.35,-0.251,71.09,22.32,305.6,316.5,125.6526,22.67006
9,9.25,94.3,-0.131,91,31.41,304.8,318.4,170.7337,28.42052
9,9.75,93.7,0.461,121.9,37.18,306.2,321.7,215.4753,37.63702
9,10.25,92.2,0.834,155.6,42.9,306.2,325.6,271.9007,46.56362
9,10.75,91.1,1.145,171.9,46.81,306,330,328.2218,52.56358
9,11.25,89.8,1.4145,192.7,51.685,305.1,333.596185,372.24965,56.859305
9,11.75,87.3,1.8555,232.95,52.975,305.75,335.38456,424.0453,62.981295
9,12.25,86.8,2.2285,245.45,59.41,305.55,337.891175,445.67785,66.663765
9,12.75,85.4,3.001,249.4,63.95,305,340.75,451.5104,63.805195
9,13.25,84.1,2.895,254.8,66.24,304.2,342.2,485.2056,61.46735
9,13.75,84,3.0155,225.3,61.74,304.44105,342.53919,433.3416,57.31432
9,14.25,81.05,3.7295,238.7,58.835,304.2,344.00895,416.24035,54.89067
9,14.75,79.5,3.831,225,65.71,303.7,344.7,427.9596,56.89521
9,15.25,77.9,3.627,215.15,60.925,303.25107,344.042225,400.4595,53.07937
9,15.75,77.7,3.586,183.7,49.29,303.2,343.4,345.913,47.63959
9,16.25,78.1,3.6425,155.7,46.13,302.61327,340.40603,287.28905,41.09655
9,16.75,77.85,3.736,149.85,43.845,302.99995,339.3,261.2076,38.279075
9,17.25,77.5,3.8635,127.85,36.575,301.3,338.30598,221.33935,31.882745
9,17.75,79,3.736,100.9,29.13,302.9,336.75231,169.35905,24.6998
9,18.25,80.8,3.489,69.46,21.66,303.12422,334.07244,118.9853,19.743455
9,18.75,82.35,3.0655,51.975,13.19,302.7,332.6,90.46404,12.241705
9,19.25,84.3,2.929,33.1,8.34,302.9,327.672325,57.35734,7.706516
9,19.75,86,2.26,14.165,3.637,301.59711,324.15,29.38449,2.735313
9,20.25,89.95,1.711,6.991,1.752,299.44438,321.3,10.23092,1.136535
9,20.75,91.4,1.372,4.2345,0.9685,301.21105,317.45,2.096426,0.6583724
9,21.25,92.5,1.169,1.242,0.668,300.45,316.712135,0.1292098,0.22754835
9,21.75,93,1.044,0.228,0.542,300.649445,316.743935,0.006741446,0.05422381
9,22.25,92.9,0.706,0.1265,0.5125,301.2,316.772265,-0.004979463,0.084311845
9,22.75,93.35,0.334,0.0345,0.466,304.213975,316.35,-0.02036735,0.04055909
9,23.25,93.9,0.2875,0.16775,0.469,304.2,315.2,-0.02181497,0.037239885
9,23.75,94.8,0.163,0.301,0.431,303.35,314.8,-0.02040257,0.03718111
10,0.25,90.4,-9.305,0.239,0.276,263.1,270.6,0.0065643435,0.02049712
10,0.75,90.3,-9.11,0.239,0.2615,262.3,271.6,0.0033604745,0.050917825
10,1.25,89.55,-8.805,0.239,0.234,263.95,271.8,0.0080615975,0.04065298
10,1.75,90,-9.95,0.239,0.176,265.25,270.35,0.0021903475,0.06434412
10,2.25,89.3,-10.06,0.239,0.242,263.75,269.25,0.01352729,0.04069336
10,2.75,88.3,-10.12,0.239,0.25,263.25,268.95,0.00849616,0.06118312
10,3.25,89.3,-9.83,0.239,0.22,261.95,271,0.005626344,0.04747569
10,3.75,88.2,-9.72,0.239,0.2105,261.65,270.85,0.006995855,0.047464515
10,4.25,88.1,-9.43,0.239,0.17,263.35,270.35,0.006231391,0.064371445
10,4.75,88.5,-9.18,0.239,0.16,265.15,269.85,0.013546255,0.05082833
10,5.25,88.7,-9.4,0.239,0.152,264.25,270.7,0.0071288295,0.0272423
10,5.75,88.9,-9.61,0.239,0.1665,262.55,271.6,0.0097184545,0.04088278
10,6.25,89.6,-9.8,0.239,0.16,265.45,271.55,0.01362169,0.06100858
10,6.75,89.6,-9.64,0.239,0.235,265.05,272.2,0.02524638,0.0580872
10,7.25,89.4,-9.55,0.239,0.2885,265.55,272.3,0.06511605,0.13558365
10,7.75,89.6,-9.69,1.552,0.646,265.6,271.75,0.37692975,0.37014365
10,8.25,90,-9.44,2.983,1.3535,266.7,272,3.1631785,2.1689315
10,8.75,89.8,-9.15,8.45,5.775,265.6,271.5,14.668325,12.94917
10,9.25,89.7,-9,16.965,14.78,262.3,271.45,34.63659,34.00979
10,9.75,89.7,-9.6,34.895,31.275,261.2,270.85,73.23441,69.320655
10,10.25,89.1,-9.47,61.175,50.385,262.95,272.1,111.0016,109.91225
10,10.75,89.6,-9.51,82.035,67.47,263.75,272.95,149.9982,147.64175
10,11.25,89,-8.87,102.7,88.3,264.6,273.75,186.4895,189.12415
10,11.75,88.8,-8.74,111.35,95.35,268.35,276.45,216.30775,215.23635
10,12.25,88.8,-8.53,128.85,109.85,268.1,275.6,243.75305,248.04485
10,12.75,88.5,-8.05,128.7,116.95,266.9,275.8,261.7005,268.2854
10,13.25,88,-7.946,124.45,115.5,266.75,276.85,264.67135,270.80505
10,13.75,87.5,-8.45,134,116.1,269.2,277.3,263.7091,268.4308
10,14.25,87.7,-8.05,124.85,109,269.3,276.4,251.28825,254.3448
10,14.75,87.3,-8.08,114.1,101.3,265.8,278.55,232.9594,223.5251
10,15.25,87.4,-8.36,97.9,89.1,265.05,275.8,197.24215,193.76445
10,15.75,87.8,-8.55,82.55,71.365,264.15,273.8,161.0564,155.36535
10,16.25,88,-8.92,60.495,51.88,265.55,274.35,119.908,114.64225
10,16.75,88.6,-8.51,36.94,34.755,266.5,274.8,72.422505,69.747355
10,17.25,89,-8.73,22.43,21.03,265.65,274.1,51.013265,45.542825
10,17.75,89.1,-8.93,11.73,7.825,265.05,274.7,22.489095,18.090375
10,18.25,89.1,-8.64,6.076,2.7,264.15,273.7,5.6886865,4.1696635
10,18.75,88.8,-8.84,1.786,0.556,260.4,274.45,0.6241718,1.207671
10,19.25,88.5,-8.95,0.445,0.333,264.65,274.7,0.092185725,0.1359377
10,19.75,89.2,-8.73,2.0125,0.2375,260.45,272.8,0.040313425,0.05082209
10,20.25,89.1,-8.77,3.58,0.2095,261.25,275.1,0.0040024755,0.02121769
10,20.75,89.7,-8.75,3.58,0.2045,261.45,274.55,0.006782366,0.01363667
10,21.25,90.3,-8.59,3.58,0.236,262.6,273.25,1.9025e-05,0.03390857
10,21.75,89.8,-8.67,3.58,0.237,262.8,272.55,0.012268615,0.02711978
10,22.25,89.7,-8.9,3.58,0.219,262.95,273.25,0.003059169,0.033889195
10,22.75,90.6,-9.23,3.58,0.26,260.4,271.55,-3.765e-05,0.03390633
10,23.25,90.6,-9.36,3.58,0.25,259.35,268.95,0.0028127185,0.03727914
10,23.75,90.2,-9.61,3.58,0.253,262.15,269.75,0.0015294615,0.050778985
11,0.25,82.7,-17.49,0.2935,0.247,226.1,236.9,-0.00504393,0.01360404
11,0.75,82.55,-17.5,0.2935,0.263,227,234.8,-0.0077075055,0.02035366
11,1.25,82.05,-17.505,0.54309375,0.222,225.15,234.35,-0.006784333,0.02034589
11,1.75,81.4,-17.565,0.7926875,0.209,223.7,234.4,-0.007003017,0.02031798
11,2.25,80.95,-17.585,1.04228125,0.201,225.15,232.85,-0.00409933,0.020312415
11,2.75,80.05,-17.485,1.291875,0.215,225.05,229.2,-0.0058756795,0.02034958
11,3.25,80.25,-17.25,1.54146875,0.2,223.85,230,-0.0036458325,0.020336935
11,3.75,80.15,-16.995,1.7910625,0.187,225.3,232.8,-0.0033631255,0.013572825
11,4.25,80.05,-17.05,2.04065625,0.15,226,231.4,-0.010789595,0.03389851
11,4.75,80.2,-17.285,2.29025,0.1725,225.1,231.45,-0.0039856085,0.013549425
11,5.25,79.5,-17.665,2.53984375,0.17,223.15,229.6,-0.010808835,0.01357097
11,5.75,80.6,-17.945,2.7894375,0.2495,221.4,229.25,-0.0046097825,0.01357082
11,6.25,79.8,-17.835,3.03903125,0.216,221.45,230.1,-0.0068778125,0.03384756
11,6.75,79.85,-17.595,3.288625,0.2255,221.35,231.2,9.4179e-05,0.0237447
11,7.25,80,-18.03,3.53821875,0.189,221.7,230.25,-0.0058760075,0.02713295
11,7.75,80,-18.06,3.7878125,0.223,221.2,230.65,-0.001851454,0.01368239
11,8.25,80.5,-18.035,4.03740625,0.197,221.95,231.2,-0.008406096,0.01360806
11,8.75,80.8,-17.83,4.287,0.2395,220.85,231.5,0.0107906025,0.0677164
11,9.25,81.05,-18.355,0.332,0.412,216.85,229.35,0.04114263,0.2237234
11,9.75,80.75,-18.115,1.4845,0.7575,217.55,229.6,0.57770385,1.168488
11,10.25,80.5,-17.965,4.476,2.562,219.5,228.7,3.793547,3.688699
11,10.75,80.6,-18.965,7.503,5.3795,220.85,228.25,11.54667,11.776915
11,11.25,80.3,-18.175,11.53,10.72,221.1,230.55,24.42059,24.23543
11,11.75,80,-17.75,18.475,17.705,220.45,231.5,38.6709,38.94715
11,12.25,80.15,-17.925,24.38,23.695,221.6,232.2,51.931605,51.561685
11,12.75,79.7,-17.55,26.985,26.22,227.1,232.5,53.86126,57.273465
11,13.25,78.85,-17.305,25.69,27.325,220.15,233.9,57.677325,59.440545
11,13.75,79.05,-16.965,26.065,25.88,223.85,234.6,57.85238,57.865535
11,14.25,79.6,-17.265,23.685,24.83,223.75,235.5,51.433375,50.57249
11,14.75,79.65,-17.13,18.315,17.995,220.6,233.55,39.04455,38.66665
11,15.25,80.05,-17.425,10.52,10.35,218.2,234.5,22.40126,23.913225
11,15.75,79.6,-17.145,5.45,4.5355,223,236.05,10.56396,11.26388
11,16.25,79.8,-17.23,2.684,2.003,225.75,235.55,3.246671,3.481256
11,16.75,79.5,-17.17,1.436,0.759,225.05,236.15,0.48248675,0.8457679
11,17.25,80.05,-17.04,0.521,0.281,226.65,235.75,0.05777468,0.2285555
11,17.75,79.7,-17.455,6.0925,0.257,227.45,236.15,0.0070204895,0.06118637
11,18.25,79.25,-17.675,3.1445,0.2505,224.35,233.75,3.76386e-05,0.030527995
11,18.75,80,-17.46,1.04025,0.209,226.35,234.35,-0.001587013,0.02713848
11,19.25,79.7,-17.56,0.749833333333333,0.173,227.9,234.95,-0.003400363,0.027079045
11,19.75,80.55,-17.41,0.459416666666667,0.188,221,234,1.88366e-05,0.0271725
11,20.25,81.25,-17.495,0.169,0.266,230,235.65,-0.003230674,0.016901025
11,20.75,81.9,-17.555,0.455,0.231,228.65,238.4,-0.002096791,0.010177304
11,21.25,81.95,-17.32,0.455,0.2275,226.5,236.55,-0.006784435,0.01361178
11,21.75,82.45,-17.475,0.455,0.225,226.5,236.65,-0.000547762,0.0135989625
11,22.25,82.05,-17.295,0.455,0.225,226.6,236.9,-0.006707557,0.013586145
11,22.75,82.15,-17.185,0.455,0.309,227.15,236.9,-0.006508982,0.02023731
11,23.25,82.35,-17.51,0.455,0.153,227.25,237.5,-1.89705e-05,0.017033065
11,23.75,82.35,-17.52,0.455,0.183,227.4,236.4,-0.006841156,0.016959275
12,0.25,76,-22.31,0.389,0.32,211.65,220.55,-0.013986465,0.0271044
12,0.75,75.9,-22.32,0.389,0.2865,210.85,220.3,-0.017863945,0.02368952
12,1.25,75.75,-22.635,0.389,0.279,209.95,218.9,-0.020394315,0.02710797
12,1.75,75.75,-22.63,0.389,0.266,208.3,218.6,-0.0251378,0.033947035
12,2.25,75.65,-22.7,0.389,0.249,207.4,217.7,-0.01580209,0.0405925
12,2.75,75.75,-22.775,0.389,0.34,207.5,215.35,-0.020043365,0.02710768
12,3.25,75.25,-22.69,0.389,0.298,207.5,216.6,-0.02028649,0.02706312
12,3.75,75.7,-23.045,0.389,0.292,205.3,216.45,-0.026168605,0.03730723
12,4.25,76.35,-23.41,0.389,0.389,205.65,216.2,-0.02283472,0.02362981
12,4.75,76.45,-23.275,0.3085,0.301,205.65,214.85,-0.02653574,0.0271681
12,5.25,75.95,-23.285,0.228,0.33,205.65,214.55,-0.020554155,0.03730766
12,5.75,76.55,-23.175,0.233,0.382,205.95,216.1,-0.027219355,0.02374912
12,6.25,76.6,-22.945,0.238,0.363,208.25,216.6,-0.015895715,0.03389298
12,6.75,76.15,-23.48,0.243,0.3145,207.5,216.45,-0.02769728,0.02714309
12,7.25,76.15,-23.2,0.248,0.397,208.05,217.05,-0.0204177,0.030548235
12,7.75,76.7,-23.03,0.253,0.2685,206.85,218.2,-0.025854945,0.030527685
12,8.25,76.35,-22.875,0.2075,0.366,207.55,218.45,-0.013951355,0.033905695
12,8.75,76.9,-23.05,0.124,0.304,209.05,217,-0.02474445,0.02046814
12,9.25,75.85,-23.27,0.332,0.296,209.85,217.7,-0.019923,0.04409891
12,9.75,76.55,-23.32,0.243,0.263,209.85,219.15,-0.019271625,0.023671755
12,10.25,76.65,-23.27,0.16,0.298,208.95,219.95,-0.0109799015,0.04063804
12,10.75,75.7,-23.25,7.503,0.369,207.65,218.7,0.027180225,0.05379589
12,11.25,76.7,-23.28,0.273,0.433,208.45,218.75,0.15621205,0.1491782
12,11.75,77.1,-23.64,0.509,0.73,207.7,218.95,0.6112456,0.65124765
12,12.25,76.9,-23.13,0.792,1.411,207.4,217.45,1.5960135,1.834763
12,12.75,76.15,-23.16,0.993,1.823,207.15,218.05,2.9042655,3.1395615
12,13.25,75.55,-23.18,1.2645,2.424,206.85,219.05,4.0532905,4.2801715
12,13.75,75,-23.185,1.211,2.4455,208.8,218.4,4.0184355,4.3972065
12,14.25,75.45,-23.085,0.8985,1.884,207.4,219.1,3.0381795,3.304375
12,14.75,74.6,-23.145,0.519,1.351,204.7,218.2,1.6613065,1.7785535
12,15.25,74.85,-23,0.162,0.814,204.3,218.3,0.65770105,0.67471125
12,15.75,75.05,-22.93,0.391,0.389,204.9,218.8,0.1595967,0.14938485
12,16.25,75.05,-22.91,2.684,0.395,204.4,218.1,0.009262063,0.02717777
12,16.75,75.05,-23.05,1.436,0.3475,205.7,219.6,-0.022246555,0.040672465
12,17.25,75.35,-22.79,0.343,0.298,206.05,219.7,-0.019918635,0.02714374
12,17.75,75.15,-23.02,0.455,0.337,205.7,218.2,-0.02468197,0.03381461
12,18.25,74.75,-22.46,0.213,0.309,206.75,219.95,-0.02181215,0.04070729
12,18.75,74.55,-22.41,0.2945,0.323,208.4,219.65,-0.02547727,0.03380065
12,19.25,74.8,-22.42,0.2865,0.301,208.3,218.95,-0.01593288,0.020413645
12,19.75,74.7,-22.44,0.19675,0.273,208.15,218.2,-0.026850105,0.04062973
12,20.25,75.6,-22.33,0.107,0.231,209.85,219.4,-0.020122195,0.027176315
12,20.75,75.15,-22.7,0.107,0.256,208.9,219.1,-0.03391432,0.03389624
12,21.25,75.75,-22.83,0.107,0.329,208.7,218.95,-0.019298145,0.02717284
12,21.75,75.3,-22.51,0.107,0.351,208.4,218.9,-0.02716033,0.04067013
12,22.25,74.75,-22.545,0.107,0.282,209.55,218.9,-0.02475998,0.033873255
12,22.75,75.5,-22.57,0.107,0.377,208.45,220.4,-0.02619105,0.033913055
12,23.25,75.85,-22.435,0.107,0.218,208.4,221.2,-0.02098777,0.02036643
12,23.75,75.3,-22.635,0.107,0.294,207.05,219.6,-0.024625035,0.04071729
