DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,408.59475,0.46627325,2.34735,-0.032175,-13.48745,0.336579,97.7429,83.86925,-9.136,-11.2195,0.169998,234.18775,271.625,-34.8265,-11.911825,-8.1287,-0.136636,0.0977,1.7134075,-0.393,-0.387,-0.425,0.2889375995,0.021079186
1,0.75,408.997,0.4695385,2.6718825,-0.0077,-13.9823,-0.675498,97.7307,83.29005,-7.793,-10.299,0.19378475,231.893,274.081,-33.3812,-11.7795,-8.16228,-0.128538,0.100287,1.76663,-0.31425,-0.37,-0.4355,0.299827221,0.024938755
1,1.25,408.786,0.4399145,2.60122,-0.0372,-11.07325,0.1402735,97.7159,83.79155,-8.09625,-10.50125,0.191379,235.881,271.988,-28.4877,-11.4533,-8.60352,-0.12256825,0.09785,1.8641675,-0.3125,-0.36175,-0.485,0.302784843,0.02284659075
1,1.75,409.043,0.4474505,2.43195,-0.0225,-11.3848,0.134018,97.705425,83.1602,-8.73075,-11.14725,0.205133,245.44,269.953,-24.394,-10.93885,-8.67018,-0.135981,0.096375,1.8299,-0.3075,-0.355,-0.5,0.291821405,0.019856982
1,2.25,409.1185,0.48597075,2.2082025,-0.028675,-10.9164,-0.219799,97.6773,81.232025,-9.356,-11.393,0.201071,231.968,268.063,-32.3391,-10.7172,-8.64127,-0.1284,0.100537,1.870405,-0.30075,-0.37225,-0.5,0.271962893,0.0210501635
1,2.75,409.37,0.3075925,2.227935,-0.022125,-11.07235,0.405021,97.6677,82.237775,-9.648,-11.889,0.176154,232.045,267.8,-30.7283,-10.7499,-8.02711,-0.122178,0.107197,1.75083,-0.3,-0.4,-0.5,0.31712020425,0.02257672125
1,3.25,409.214,0.292383,2.2367725,-0.00628,-12.1192,0.2316095,97.6383,82.0544,-9.832,-12.121,0.182574,243.387,268.969,-31.968,-10.8129,-7.89001,-0.131544,0.115678,1.62646,-0.30175,-0.4,-0.5,0.290197338,0.0207892585
1,3.75,409.169,0.3667585,2.2751475,-0.03725,-15.235925,0.36286175,97.6457,83.380725,-9.579,-11.798,0.162256,244.416,269.078,-35.0594,-10.6947,-7.90857,-0.12312075,0.104587,1.5567,-0.30075,-0.40075,-0.5,0.319156003,0.019622529
1,4.25,409.22475,0.2343265,2.3315475,-0.02295,-12.431425,-0.10258,97.6548,82.892275,-9.912,-11.89,0.156865,242.95,266.927,-29.2395,-10.1136,-8.31359,-0.11621175,0.102677,1.43097,-0.3,-0.42425,-0.5,0.31406259,0.0211524525
1,4.75,409.312,0.350689,2.2240925,-0.02305,-12.96155,0.095519,97.6677,83.046325,-9.964,-12.276,0.147956,239.332,265.655,-23.3,-10.3924,-8.41967,-0.11630525,0.101022,1.5887,-0.3,-0.425,-0.5,0.312855465,0.018310861
1,5.25,409.921,0.295247,2.24211,-0.026375,-12.0975,-0.154048,97.697,84.15165,-10.365,-12.371,0.14219825,240.742,262.853,-21.0851,-10.45145,-8.12159,-0.12898625,0.107347,1.72649,-0.3,-0.425,-0.5,0.35788592775,0.019205048
1,5.75,409.689,0.4250315,2.19135,-0.02905,-11.2468,-0.04952625,97.7135,85.0783,-10.782,-12.275,0.14638525,240.9,264.139,-23.4124,-10.4756,-8.2684,-0.12013925,0.108644,1.73657,-0.3,-0.425,-0.5,0.358830367,0.018474735
1,6.25,409.5335,0.3234195,1.93845,-0.0296,-13.16485,0.26277225,97.7505,83.9605,-10.527,-12.1,0.124007,240.803,265.316,-24.7196,-11.101425,-8.08072,-0.125606,0.116,1.72336,-0.3,-0.425,-0.5,0.3029029535,0.01898593675
1,6.75,408.90325,0.45924925,1.98444,-0.0227,-12.278675,-0.338938,97.72985,85.12715,-10.14125,-12.057,0.12889479,246.04,266.754,-23.0245,-10.58735,-7.965,-0.116438,0.1266015,1.647415,-0.3,-0.425,-0.5,0.33930605325,0.01917103875
1,7.25,409.864,0.2796465,2.06557,-0.017575,-13.46055,-0.187241,97.801625,86.0697,-9.83775,-11.9085,0.114065,245.914,267.972,-23.7962,-10.817775,-7.76833,-0.11901125,0.1221055,1.574065,-0.3,-0.425,-0.5,0.282854855,0.0164715195
1,7.75,409.243,0.42760625,2.04131,-0.00882,-12.9879,-0.086997,97.8092,85.86085,-9.296,-11.54,0.135928,245.226,266.681,-16.6807,-4.930595,-5.59383,-0.119114,0.12058,1.65072,-0.29475,-0.42725,-0.5,0.282682356,0.01711869625
1,8.25,408.41575,0.447702,2.1377625,-0.0289,-10.39,0.56999975,97.8233,86.20195,-8.946,-11.288,0.166633,242.358,270.054,-6.85475,14.55185,3.26765,-0.130834,0.116803,1.7182,-0.27975,-0.433,-0.5,0.293698184,0.0251667035
1,8.75,408.4575,0.440472,2.23721,-0.0769,-5.794945,1.67826,97.8486,84.15805,-8.779,-10.439,0.15562,239.864,274.22,19.2309,45.34345,14.2296,-0.1393045,0.130667,1.94378,-0.26775,-0.43175,-0.5,0.32146532275,0.029853953
1,9.25,408.29025,0.40689975,2.1543675,-0.0594,-4.08712,2.48363,97.877975,82.813425,-8.93,-10.44225,0.1824985,244.132,274.17025,34.7934,78.25305,27.532325,-0.145263,0.15154225,2.2244825,-0.2715,-0.43075,-0.5,0.320129022,0.03406605425
