DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,H,LE,G,TS_1_1_1,TS_2_2_1,RH_1_1_1,PA,CO2,VPD_1_1_1,NETRAD,SW_IN,SW_OUT
1,18.5,0.111,0.5,1.48,-0.008,-0.008,-4.899,0.0095,0.01,5.331,2.015,67.79,85.486,391.55,2.07,-46.8165,0,-0.2
1,19.5,0.118,-0.17,1.345,-0.011,-0.011,-9.7,0.2725,-3.57,3.946,1.46,70.645,85.5,388.04,1.705,-44.5695,0,-0.2
1,20.5,0.12,-0.935,1.2,0.032,0.032,-8.539,0.178,-5.4745,2.9245,1.1,74.5,85.552,392.67,1.355,-43.6585,0,0
1,21.5,0.121,-1.345,1.17,-0.022,-0.022,-5.622,0.198,-6.963,2.1905,0.82,74.4,85.562,388.62,1.295,-43.015,0,0
1,22.5,0.119,-1.695,1.17,-0.007,-0.007,-5.296,0.209,-8.525,1.512,0.6,77.75,85.579,394.82,1.12,-41.565,0,0
1,23.5,0.1165,-2.145,1.085,-0.009,-0.009,-4.7945,0.031,-8.715,1.004,0.48,76.8,85.588,389.15,1.07,-41.365,0,0
2,0.5,0.12,0.7,1.28,0.0085,0.0085,-6.129,0.238,-10.4475,4.4065,3.5,65.72,85.126,389.205,2.09,-42.93,0,0
2,1.5,0.118,0.11,1.22,5e-04,5e-04,-5.024,0.704,-10.652,3.9305,3.25,66.965,85.147,382.06,1.84,-41.47,0,0
2,2.5,0.117,-0.1,1.2,0.0085,0.0085,-4.9845,0.1565,-10.63,3.428,2.88,66.81,85.163,389.32,1.65,-41.26,0,0
2,3.5,0.126,-0.65,1.1,0.008,0.008,-5.9395,0.3785,-11.035,3.051,2.5,68.74,85.115,381.98,1.75,-41.715,0,0
2,4.5,0.132,-0.64,1.12,0.024,0.024,-4.4745,0.5445,-11.365,2.692,2.27,70.3,85.1,389.81,1.56,-39.876,0,0
2,5.5,0.1315,-0.72,1.13,0.003,0.003,-5.545,0.638,-11.5685,2.387,2.01,71.4,85.135,382.43,1.48,-40.435,0,0
2,6.5,0.12,-0.97,1.09,0.012,0.012,-5.738,0.2615,-12.04,2.226,1.92,71.4,85.15,389.72,1.46,-40.555,0,0
2,7.5,0.125,0.45,0.95,-0.01,-0.01,-4.1985,1.4915,-12.77,2.12,1.77,69.01,85.213,382.98,1.58,-24.38,28,8.4
2,8.5,0.125,2.78,1.02,0.0095,0.0095,11.657,7.06,-11.303,1.851,1.8,57.4,85.24,389.41,2.91,39.537,179.2,47.4
2,9.5,0.154,3.94,1.39,-0.0525,-0.0525,53.64,12.735,-5.311,1.698,2.26,49.985,85.2735,377.23,3.9,137.465,356.3,84.4
2,10.5,0.2075,5.22,1.64,0.005,0.005,95.9015,19.002,4.097,2.014,3.3,46.325,85.2,388.49,4.49,238.88,509.8,111.4
2,11.5,0.254,5.98,2.04,-0.005,-0.005,140.875,22.541,15.057,3.848,4.56,41.98,85.198,376.76,5.08,291.32,612.4,131.8
2,12.5,0.283,7.05,2.4,-0.037,-0.037,148.89,22.138,24.311,5.962,5.87,39.745,85.188,388.185,5.64,318.45,644.1,137.4
2,13.5,0.2675,7.27,2.48,-0.029,-0.029,147.71,23.056,28.261,7.65,7.15,37.84,85.1,377.15,6.23,309.31,612.8,134.4
2,14.5,0.259,7.74,2.25,-0.029,-0.029,124.07,19.173,30.768,9.47,8.18,36.48,85.093,388.28,6.67,251.65,522.8,115.6
2,15.5,0.255,7.72,2.28,-0.0395,-0.0395,84.161,13.823,29.94,10.69,8.7,35.14,85.046,377.26,6.87,164.45,389.8,91.4
2,16.5,0.2085,7.465,2.19,-0.015,-0.015,29.762,8.436,22.259,10.995,8.725,37.43,85.061,388.165,6.445,62.775,212.5,51.7
2,17.5,0.127,5.58,1.68,0.0035,0.0035,-3.034,2.2155,11.81,10.575,8.25,42.63,85.035,377.36,5.28,-34.144,43.9,10.6
2,18.5,0.116,4.24,1.63,0.0065,0.0065,-6.8085,0.724,1.039,9.895,7.25,49.42,85.0725,388.15,4.08,-52.5615,0.2,0
2,19.5,0.1245,2.89,1.5,-0.0085,-0.0085,-7.106,1.1415,-3.668,8.6025,6.32,56.775,85.1,378.53,3.11,-48.7515,0,-0.2
2,20.5,0.125,1.9,1.34,0.0215,0.0215,-6.7265,0.3905,-7.6765,7.515,5.46,56.3,85.0955,388.555,2.88,-47.39,0,0
2,21.5,0.128,2.15,1.29,-0.008,-0.008,-7.912,0.2495,-9.055,6.6555,4.92,56.95,85.107,386.78,2.69,-46.604,0,0
2,22.5,0.1325,1.31,1.32,-0.003,-0.003,-9.417,1.23,-9.676,5.7675,4.38,59.2,85.125,388.94,2.35,-48.147,0,0
2,23.5,0.113,0.89,1.22,-5e-04,-5e-04,-6.871,0.5065,-10.3665,5.069,3.96,65.481,85.1185,386.94,2.08,-44.793,0,0
3,0.5,0.125,4.98,1.44,0.024,0.024,-9.814,0.491,-12.981,10.7,8.235,57.81,85.0855,390.51,3.295,-49.8375,0,0
3,1.5,0.136,4.6,1.38,-0.01,-0.01,-7.646,0.609,-13.6775,10.09,7.8,59.325,85.0775,390.83,3.355,-50.4585,0,0
3,2.5,0.138,4.375,1.275,0.01,0.01,-7.573,0.383,-14.372,9.44,7.395,61.3,85.082,390.955,2.96,-48.107,0,0
3,3.5,0.122,4.13,1.13,0.004,0.004,-6.601,0.157,-15.03,8.94,7.11,65.275,85.0505,390.65,2.75,-43.8495,0,0
3,4.5,0.1195,3.58,1.1,-0.019,-0.019,-4.0255,0.3305,-15.185,8.42,6.815,64.83,85.0425,391.07,2.69,-41.372,0,0
3,5.5,0.1295,3.31,1.075,0.005,0.005,-4.934,0.081,-15.725,8.105,6.42,65.111,85.066,390.55,2.385,-45.2095,0,0
3,6.5,0.119,3.355,1.12,-0.016,-0.016,-4.472,0.509,-16.079,7.71,6.14,64.835,85.105,390.56,2.615,-32.82,9.2,2.2
3,7.5,0.129,6.45,1.08,-0.0495,-0.0495,8.135,7.289,-15.598,7.25,6.07,54.62,85.138,390.49,4.115,34.58,132.45,40.7
3,8.5,0.17,8.435,1.645,0.028,0.028,45.297,15.9315,-9.53,7.08,6.335,46.605,85.158,390.275,5.68,132.46,331.45,82.8
3,9.5,0.209,9.975,1.715,-0.075,-0.075,100.16,24.524,-0.54,7.46,7.48,40,85.147,388.98,6.365,258,521.9005,119.7
3,10.5,0.265,11.085,2.18,-0.1855,-0.1855,165.15,28.534,10.72,9.08,9.19,38.15,85.1455,388.735,7.51,351.85,677.05,145.3
3,11.5,0.295,11.945,2.535,-0.22,-0.22,201.86,27.476,24.3325,11.06,10.99,35.745,85.1,387.98,8.585,407.95,773.3,161.9
3,12.5,0.321,12.7,2.805,-0.224,-0.224,221.895,30.672,34.325,13.135,12.415,32.201,85.1,387.82,9.7,421.705,818.35,174.4
3,13.5,0.326,13.355,2.92,-0.221,-0.221,211.51,25.285,37.3445,14.745,13.655,31.535,85.0025,387.485,10.2,390.03,773.65,166.4
3,14.5,0.332,13.865,2.885,-0.152,-0.152,177.225,23.927,38.78,16.0855,14.65,29.015,84.957,387.77,10.385,322.32,670.85,147.9
3,15.5,0.3165,13.285,2.845,-0.153,-0.153,126.3,18.97,37.2785,16.955,14.975,29.155,84.894,387.71,10.695,218.5,488.9,111.7
3,16.5,0.286,13.035,2.625,-0.08,-0.08,68.611,13.705,29.805,17.385,14.935,30.42,84.9,387.4,10.035,126.995,316.1,74
3,17.5,0.235,11.895,2.535,0.014,0.014,10.817,7.0945,16.725,16.79,14.26,34.42,84.9,387.91,8.83,11.999,110.2,27.8
3,18.5,0.141,10.505,1.925,0.0655,0.0655,-8.473,1.3215,5.285,16.06,13.255,36.35,84.9,388.94,7.49,-51.965,5.5,1
3,19.5,0.141,8.785,1.64,0.05,0.05,-7.47,1.629,-2.486,15.2,12.285,43.84,84.9475,390.01,6.05,-53.26,0,0
3,20.5,0.133,8.08,1.415,0.061,0.061,-8.487,0.8685,-7.4785,14.085,11.37,50.935,85.0075,390.62,5.205,-53.1465,0,0
3,21.5,0.1355,7.585,1.505,0.066,0.066,-11.8055,1.859,-10.6565,12.905,10.64,49.885,85.0665,390.85,4.73,-52.934,0,0
3,22.5,0.139,6.76,1.58,0.052,0.052,-14.6925,1.461,-12.278,12.13,9.95,52.08,85.0795,390.28,4.57,-50.731,0,0
3,23.5,0.137,6.18,1.45,0.049,0.049,-11.737,0.723,-12.366,11.56,9.29,54.95,85.051,390.24,4.035,-51.006,0,0
4,0.5,0.139,11.14,1.815,0.1465,0.1465,-16.743,1.872,-14.062,15.87,15.235,36.945,84.84,389.62,8.165,-57.785,0,0
4,1.5,0.14,10.525,1.74,0.118,0.118,-14.493,1.7295,-14.9685,15.22,14.74,37.645,84.8105,389.185,7.875,-57.2515,0,0
4,2.5,0.135,9.67,1.62,0.086,0.086,-12.229,0.986,-15.659,14.62,14.31,41.465,84.816,389.89,6.875,-55.71,0,0
4,3.5,0.127,9.055,1.495,0.091,0.091,-10.439,0.9035,-15.9905,14.025,13.93,42.195,84.814,389.96,6.52,-56.38,0,0
4,4.5,0.134,8.36,1.505,0.0605,0.0605,-10.246,0.8085,-16.52,13.5325,13.535,44.895,84.81,389.73,6.05,-54.155,0,0
4,5.5,0.118,8.445,1.47,0.0715,0.0715,-7.9425,0.84,-16.711,13.125,13.08,46.01,84.849,389.815,6,-49.943,2.6,0.6
4,6.5,0.1415,10.495,1.5,-0.117,-0.117,-0.998,4.936,-16.419,12.51,12.65,40.72,84.9,389.9,7.67,-3.674,85.9,23.9
4,7.5,0.206,13.205,2.1,-0.428,-0.428,35.052,13.9305,-12.595,12.075,12.64,35.36,84.901,388.94,9.775,115.67,290.2,73.1
4,8.5,0.223,14.745,2.08,-0.7215,-0.7215,89.674,26.848,-5.319,11.7125,13.315,31.91,84.9085,388.16,11.095,245.5,501.45,117.1
4,9.5,0.2715,16.0905,2.58,-0.8455,-0.8455,154.77,32.213,4.582,12.565,14.375,29.895,84.9,387.885,12.775,370.35,691.5,153.8
4,10.5,0.327,17.215,2.935,-0.871,-0.871,212.955,36.1,15.6485,14.38,15.815,27.42,84.9,387.64,14.555,456.7,844,179.4
4,11.5,0.353,18.23,3.39,-0.96,-0.96,236.515,38.764,26.515,16.625,17.36,26.085,84.85,387.18,15.71,502.2,925.75,192.8
4,12.5,0.3585,19.225,3.48,-1.016,-1.016,247.715,39.509,33.3575,19.26,19.035,23.91,84.8085,386.72,17.195,503.975,944.4,196.1
4,13.5,0.383,20.12,3.85,-0.962,-0.962,238.935,41.127,36.3105,21.2275,20.39,21.815,84.799,386.745,18.33,466.61,900.8,191.6
4,14.5,0.402,20.405,3.88,-0.986,-0.986,209.61,37.554,35.6825,22.2775,21.465,20.94,84.717,386.82,19.03,404.2,788.3,174.4
4,15.5,0.3905,20.43,4.165,-0.9005,-0.9005,168.01,31.8405,31.87,23.355,21.945,20.525,84.666,386.935,18.875,305.45,629.05,144.7
4,16.5,0.36,19.955,3.895,-0.773,-0.773,98.879,23.2225,24.894,23.815,21.895,20.58,84.668,387.085,18.17,186.77,426,101
4,17.5,0.3015,18.965,3.48,-0.48,-0.48,35.612,15.283,15.74,23.735,21.465,21.365,84.682,387.1,16.53,52.9165,208.4,51.5
4,18.5,0.25,17.325,2.805,0.094,0.094,-8.436,5.225,6.3835,22.9725,20.505,24.215,84.7,388.04,14.48,-47.85,25.3,5.7
4,19.5,0.1745,15.535,2.12,0.232,0.232,-14.345,2.801,-1.532,21.4,19.42,26.39,84.7565,388.94,12.695,-66.3595,0.2,0
4,20.5,0.1625,13.965,1.705,0.165,0.165,-14.89,2.062,-5.953,19.99,18.235,31.205,84.8,389.14,10.615,-62.0925,0,0
4,21.5,0.14,13.5,1.675,0.174,0.174,-10.8605,1.523,-9.329,18.61,17.355,30.885,84.8,389.74,10.31,-61.772,0,0
4,22.5,0.157,13.135,1.905,0.171,0.171,-18.064,2.4385,-11.807,17.625,16.6,32.085,84.8175,389.6,9.865,-63.3,0,0
4,23.5,0.171,12.41,2.17,0.181,0.181,-20.218,2.3425,-13.0925,16.755,16.0155,34.2,84.8425,389.46,8.885,-58.9975,0,0
5,0.5,0.1605,16.32,1.81,0.349,0.349,-19.551,2.504,-12.7775,22.835,21.64,31.79,85,390.75,12.33,-58.808,0,0
5,1.5,0.132,15.41,1.51,0.265,0.265,-14.562,1.2445,-13.703,22.155,20.86,34.49,85,391.17,11.51,-57.785,0,0
5,2.5,0.1235,14.6,1.39,0.251,0.251,-10.879,1.231,-14.63,21.48,20.17,35.51,85,391.33,10.55,-55.66,0,0
5,3.5,0.1185,14.13,1.4,0.209,0.209,-8.419,0.915,-15.32,21.005,19.59,37.85,85,391.665,9.89,-54.366,0,0
5,4.5,0.112,13.74,1.275,0.163,0.163,-8.103,1.027,-15.995,20.21,19.235,37.79,85,391.27,9.685,-52.426,0,0
5,5.5,0.107,14.065,1.23,0.046,0.046,-5.5685,3.054,-16.376,19.675,18.73,36.435,85.1,392.145,9.76,-30.407,21.5,9.6
5,6.5,0.135,16.9,1.52,-0.379,-0.379,10.147,10.8435,-15.499,19.01,18.34,32.32,85.1,389.32,13.01,57.305,183.6,54
5,7.5,0.189,19.2,1.935,-0.747,-0.747,48.096,23.347,-10.155,17.7625,18.435,29.155,85.144,388.33,15.895,183.2,389.4,101.2
5,8.5,0.205,20.88,1.735,-1.187,-1.187,108.44,36.805,-3.061,17.42,19.53,25.525,85.15,387.29,17.905,311.35,604.5,143
5,9.5,0.2695,22.35,2.3,-1.4,-1.4,167.81,45.229,9.961,18.325,21.21,23.555,85.111,386.64,20.325,418.46,783.35,173.5
5,10.5,0.303,23.405,2.735,-1.6295,-1.6295,215.83,51.128,19.6065,20.52,22.94,21.68,85.1,386.4,22.64,500.925,919.5,195.6
5,11.5,0.329,24.225,2.915,-1.722,-1.722,236.81,53.7355,30.915,23.24,24.74,19.595,85.033,386.07,24.145,541.78,995.4,209.2
5,12.5,0.364,24.91,3.225,-1.5935,-1.5935,250.58,55.489,39.275,25.8,26.53,17.43,85.026,386.16,26.155,544.725,1012.9,212.6
5,13.5,0.377,25.01,3.45,-1.634,-1.634,243.22,57.78,43.3275,27.93,27.915,16.315,85,386.305,27.445,505.915,966.9,207.4
5,14.5,0.378,25.695,3.49,-1.553,-1.553,211.12,53.221,38.955,29.215,29.09,15.515,84.95,386.54,28.055,440.09,864,190.1
5,15.5,0.362,25.73,3.34,-1.556,-1.556,168.1,46.712,34.7805,30.07,29.715,15.445,84.9,386.615,28.495,340.125,700.15,161.6
5,16.5,0.348,25.5,3.4,-1.0105,-1.0105,107.84,32.98,30.783,30.665,29.745,16.1155,84.9,386.78,27.825,221.66,505.5,122.1
5,17.5,0.303,25.02,3.115,-0.726,-0.726,43.5045,22.4095,23.095,30.405,29.17,16.63,84.8585,386.77,26.32,89.8625,285.9,73.9
5,18.5,0.247,23.41,2.765,-0.12,-0.12,-2.953,9.747,13.555,29.515,28.185,17.82,84.861,386.875,23.815,-15.536,88.2,23.2
5,19.5,0.161,20.88,2.05,0.348,0.348,-14.8245,2.803,4.507,28.465,27.065,20.26,84.9,388.83,19.96,-67.39,3.9,0.8
5,20.5,0.153,19.31,1.86,0.404,0.404,-16.0165,2.5225,-2.453,27.725,25.885,25.03,84.951,388.81,16.7,-64.459,0,0
5,21.5,0.1365,18.83,1.58,0.337,0.337,-13.7765,2.084,-7.278,26.3,24.905,26.57,85,389.79,15.705,-61.927,0,0
5,22.5,0.152,17.89,1.875,0.368,0.368,-19.269,2.529,-10.442,25.2675,23.785,27.845,85,390.1,14.85,-61.9805,0,0
5,23.5,0.156,17.31,1.94,0.388,0.388,-21.35,2.318,-11.945,24.285,22.86,29.71,85,390.22,13.815,-61.584,0,0
6,0.5,0.154,22.005,1.78,0.2225,0.2225,-21.273,0.78,-10.3045,28.19,28.25,20.76,85,389.785,20.495,-59.6115,0,0
6,1.5,0.141,21.105,1.635,0.147,0.147,-16.3945,0.495,-11.5715,27.3875,27.425,22.64,85,389.875,18.775,-57.6725,0,0
6,2.5,0.135,20.175,1.43,0.116,0.116,-12.812,0.364,-12.494,26.5875,26.71,23.885,85,390.07,17.88,-56.753,0,0
6,3.5,0.119,19.795,1.35,0.093,0.093,-10.121,0.347,-13.525,25.73,26.045,25.235,85.05,390.175,16.655,-54.9725,0,0
6,4.5,0.124,19.15,1.365,0.1125,0.1125,-7.232,0.301,-14.421,25.09,25.36,26.48,85.0745,390.3,15.98,-53.4795,0.8,0.2
6,5.5,0.125,20.73,1.32,-0.035,-0.035,-6.0255,1.559,-15.0905,24.3125,24.73,25.71,85.1,390.91,18.23,-24.922,39.4,17.6
6,6.5,0.1385,23.79,1.48,-0.2815,-0.2815,14.538,6.825,-14.21,23.4775,24.48,22.86,85.1525,389.26,22.07,71.4375,209.2,64.6
6,7.5,0.199,26.19,1.94,-0.38,-0.38,56.492,13.347,-9.875,23.1,24.77,20.3,85.2,387.85,26.07,195.03,425.4,110.8
6,8.5,0.2265,27.91,1.91,-0.5,-0.5,120.2,18.0205,-3.712,23.4,25.63,18.02,85.2,387.14,29.82,317.1,627,151
6,9.5,0.275,29.04,2.225,-0.507,-0.507,178.99,20.581,4.003,24.8625,27.02,16.925,85.2,386.49,32.635,418.86,802.75,183.2
6,10.5,0.3285,30.345,2.57,-0.611,-0.611,229.37,23.3835,15.527,27.27,28.7,15.845,85.171,386.075,34.725,492.6,934,205.4
6,11.5,0.373,31.2,2.95,-0.581,-0.581,265.92,22.823,25.689,30.42,30.71,14.41,85.1,386.24,37.86,534.14,1012.25,217.9
6,12.5,0.4135,32.015,3.21,-0.609,-0.609,279.045,22.8135,33.906,33.005,32.7505,13.65,85.07,386.47,40.585,539.41,1033.15,223.7
6,13.5,0.426,32.5105,3.6,-0.602,-0.602,275.72,23.53,37.4865,35.28,34.6,12.9,85,386.47,41.975,509.265,999.45,219.8
6,14.5,0.439,32.8,3.855,-0.632,-0.632,253.685,20.6295,33.871,37.01,35.925,12.385,84.9585,386.73,42.985,447.39,904.5,203.9
6,15.5,0.4175,32.8355,3.875,-0.645,-0.645,201.28,18.8845,30.891,38.24,36.835,11.785,84.9,386.54,43.125,353.215,759.65,178.8
6,16.5,0.41,32.28,3.73,-0.499,-0.499,145.54,14.133,30.479,38.97,37.26,11.81,84.9,386.81,42.21,229.9,571.4,141.2
6,17.5,0.378,31.81,3.76,-0.359,-0.359,77.86,10.1805,25.838,38.53,36.98,11.97,84.863,386.685,41.09,111.005,363.8,94.4
6,18.5,0.3165,30.5,3.18,-0.135,-0.135,8.705,6.668,19.33,37.24,36.16,12.85,84.8855,386.695,38.02,0.611,155.8,42.6
6,19.5,0.218,28.16,2.43,0.1335,0.1335,-20.856,1.051,9.2535,36.125,34.74,13.57,84.894,387.585,33.05,-70.079,11,2.4
6,20.5,0.14,25.8,1.76,0.148,0.148,-15.425,0.3605,1.707,34.89,33.14,15.7,84.903,388.025,28.02,-71.7665,0,0
6,21.5,0.126,24.71,1.44,0.19,0.19,-12.867,0.649,-3.8105,32.865,31.76,16.99,84.985,387.2,26.21,-67.7925,0,-0.2
6,22.5,0.143,23.78,1.69,0.2005,0.2005,-19.0355,0.5025,-6.741,31.15,30.71,19.22,85,388.235,24.38,-61.996,0,0
6,23.5,0.152,23.23,1.73,0.2185,0.2185,-23.412,0.735,-8.7175,29.73,29.6,19.24,85,389.55,23.03,-61.982,0,0
7,0.5,0.157,24.665,1.58,0.138,0.138,-11.903,0.678,-10.19,33.12,31.4,34.305,85.2425,388.37,21.335,-44.159,0,0
7,1.5,0.136,24.125,1.505,0.123,0.123,-9.072,0.6245,-10.929,32.125,30.59,35.935,85.2455,388.15,19.885,-41.1675,0,0
7,2.5,0.125,23.55,1.405,0.129,0.129,-8.291,0.44,-11.4605,31.14,29.8,37.495,85.2575,388.77,18.445,-42.2175,0,0
7,3.5,0.122,22.655,1.235,0.097,0.097,-6.6735,0.255,-12.143,30.3925,29.115,39.785,85.271,388.725,17.49,-40.84,0,0
7,4.5,0.118,22.18,1.18,0.083,0.083,-5.487,0.154,-12.847,29.505,28.58,39.59,85.3,390.17,16.48,-41.5955,0.1,0
7,5.5,0.11,22.78,1.14,0.0465,0.0465,-6.341,1.2135,-13.104,28.745,27.91,38.32,85.3205,390.51,17.185,-27.4245,20.2,7.2
7,6.5,0.1245,25.875,1.295,-0.059,-0.059,8.414,5.682,-12.42,27.995,27.48,35.25,85.384,389.79,21.63,45.36,153.4,45.8
7,7.5,0.1595,27.905,1.8,-0.0695,-0.0695,41.568,12.088,-9.745,27.295,27.655,31.87,85.4,387.615,25.52,150.05,359.6,92.4
7,8.5,0.193,29.915,1.675,0.014,0.014,100.645,15.096,-4.718,27.31,28.205,28.57,85.4,387.47,30.63,276.275,552.35,133.6
7,9.5,0.24,31.235,1.86,0.041,0.041,161.32,21.06,4.27,28.71,29.61,26.385,85.4,386.98,33.615,382.16,733.8,167.3
7,10.5,0.276,32.4955,2.145,0.129,0.129,213.925,24.14,14.1635,30.7575,31.485,24.835,85.3975,386.92,36.475,463.01,873.3,190.3
7,11.5,0.3295,33.305,2.45,0.161,0.161,251.88,23.5565,24.259,33.6925,33.51,23.345,85.3295,386.805,38.955,506.71,952.8,204.3
7,12.5,0.359,34.21,2.58,0.236,0.236,267.67,22.035,30.475,36.8575,35.47,21.595,85.2935,386.67,41.36,498.57,978.5,209.5
7,13.5,0.3825,34.845,2.915,0.206,0.206,259.86,22.334,32.1315,39.4025,37.23,19.865,85.2,386.71,43.7,436.2,942.55,202.9
7,14.5,0.39,35.185,2.96,0.184,0.184,231.965,18.808,31.1105,41.205,38.435,18.465,85.117,386.77,46.115,385.575,863.6,187.7
7,15.5,0.374,35.35,2.93,0.156,0.156,190.96,15.403,28.0785,42.345,39.485,18.245,85.1,386.585,46.505,304.825,714.7,163.6
7,16.5,0.357,35.11,3.205,0.088,0.088,135.82,12.143,27.4925,43.095,40.13,18.045,85.0695,386.88,45.99,199.875,529.95,124.3
7,17.5,0.341,33.755,3.235,0.059,0.059,69.972,10.7515,23.5395,42.925,39.725,19.36,85.047,386.82,41.75,86.401,316.3,77.7
7,18.5,0.301,32.3055,3.325,0.07,0.07,12.244,5.287,16.314,41.7825,38.675,21.79,85.0535,386.79,37.92,2.8685,128.6,34.6
7,19.5,0.226,30.515,2.57,0.165,0.165,-11.784,1.517,6.692,40.3625,37.46,25.485,85.1,386.945,33.25,-52.196,10.6,2.4
7,20.5,0.164,28.53,1.98,0.156,0.156,-10.839,1.342,-0.426,38.615,36.21,27.095,85.15,387.415,29.06,-54.3265,0,0
7,21.5,0.147,27.115,1.67,0.108,0.108,-10.092,0.536,-5.195,36.86,34.825,30.37,85.2,387.43,26.585,-50.176,0,0
7,22.5,0.1495,26.64,1.725,0.157,0.157,-12.559,0.503,-7.604,35.435,33.385,32.05,85.206,387.97,24.98,-45.293,0,0
7,23.5,0.169,25.765,1.825,0.1575,0.1575,-14.761,0.7295,-9.119,34.0625,32.095,33.605,85.245,388.24,22.11,-44.606,0,0
8,0.5,0.145,23.235,1.965,0.133,0.133,-11.93,1.448,-13.31,29.74,28.235,42.995,85.3,377.76,16.735,-44.43,0,0
8,1.5,0.146,22.62,1.6,0.128,0.128,-12.514,1.795,-14.1145,28.865,27.46,45,85.3,376.52,15.92,-43.0005,0,0
8,2.5,0.1245,21.58,1.4,0.113,0.113,-9.593,1.046,-14.1385,27.99,26.78,46.1,85.3,378.055,13.94,-42.4775,0,0
8,3.5,0.1185,21.35,1.31,0.109,0.109,-8.699,1.197,-14.903,27.2575,26.1,48.86,85.3,378.825,12.99,-40.758,0,0
8,4.5,0.1145,20.97,1.24,0.0965,0.0965,-6.764,0.667,-15.011,26.535,25.57,50.33,85.3065,378.32,12.2,-40.431,0,0
8,5.5,0.1055,20.82,1.21,0.08,0.08,-6.336,1.11,-15.122,26.0475,25.11,52.43,85.355,378.515,12.46,-34.022,5.5,1.2
8,6.5,0.123,22.89,1.3,-0.005,-0.005,1.208,5.013,-14.833,25.2575,24.7,45.18,85.4,378.755,16.15,17.738,100.8,31.2
8,7.5,0.179,25.47,2.01,0.02,0.02,28.777,12.869,-12.0495,24.9125,24.72,40.35,85.425,378.2,19.8,129.2755,297.2,75.6
8,8.5,0.159,27.66,1.56,0.077,0.077,77.201,19.651,-6.0935,24.655,25.6,35.47,85.417,379.51,24.08,246.985,499.8,117.2
8,9.5,0.193,28.96,1.53,0.129,0.129,133.7,24.7865,2.435,25.745,26.81,32.17,85.414,373.44,27.4,361.4,688.4,153.6
8,10.5,0.264,30.06,2.12,0.165,0.165,177.06,28.0965,15.6115,28.3225,28.45,30.12,85.401,372.43,29.51,442.225,826.4,173
