DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,H,LE,G,TS_1_1_1,TS_2_2_1,RH_1_1_1,PA,CO2,VPD_1_1_1,NETRAD,SW_IN,SW_OUT
7,21.5,0.10675,24.8125,1.1825,0.002,0.002,-15.589,-0.701,-12.04625,34.61,31.82,21.6275,85,375.39,19.3475,-62.1205,0,-0.2
7,22.5,0.10875,24.52,1.21,0.072,0.072,-19.7735,-0.533,-15.4705,33.23375,30.6475,22.21,85.07775,376.455,18.2025,-57.775,0,0
7,23.5,0.12575,23.7675,1.25,0.07075,0.07075,-25.395,-0.6535,-16.336,31.965,29.6825,24.7125,85.05,377.465,17.5975,-56.42525,0,0
8,0.5,0.116,21.13,1.27,0.031,0.031,-20.5105,0.141,-18.355,27.355,26.37,29.8375,85.104,373.05,11.04,-52.05425,0,0
8,1.5,0.11525,20.73,1.13,0.001,0.001,-18.102,0.387,-18.856,26.5225,25.87,29.92,85.10225,372.3,10.3,-50.30075,0,0
8,2.5,0.0925,19.9,0.89,0.028,0.028,-16.66575,-0.228,-18.9925,25.73625,25.22,31.82,85.1455,372.36,9.08,-48.86475,0,0
8,3.5,0.095,19.57,1.01,0.003,0.003,-14.466,-0.199,-19.1065,24.88625,24.45,32.57,85.16525,372.975,7.42,-48.01475,0,0
8,4.5,0.091,18.96,0.89,0.02525,0.02525,-11.013,-0.392,-19.68225,24.19,23.89,34.58,85.1705,372.72,8.48,-46.937,0,-0.2
8,5.5,0.09,19.07,0.89,0.016,0.016,-10.99425,-0.185,-19.5225,23.50625,23.4,35.51,85.20325,373.065,7.63,-40.16875,3.2,0.6
8,6.5,0.096,21.4,0.84,-0.09275,-0.09275,-3.8635,2.593,-19.011,22.7925,23.11,33.39,85.267,373.395,10.83,6.54,77.2,20
8,7.5,0.135,23.49,1.53,-0.2145,-0.2145,20.49125,8.198,-15.143,22.66625,23.25,28.34,85.3,373.105,14.13,85.64975,229.6,56.2
8,8.5,0.11675,25.36,1.25,-0.201,-0.201,55.928,13.0415,-9.34775,23.01625,24.15,24.54,85.3,371.605,18.04,193.03,384.3,90
8,9.5,0.153,27.02,1.27,-0.134,-0.134,95.573,15.18525,-1.364,24.58625,25.69,22.36,85.3,370.55,21.69,305.975,613.3,128.2
8,10.5,0.2065,27.9,1.67,-0.159,-0.159,138.76,14.94275,6.0345,26.5875,27.31,20.86,85.3,369.96,23.29,364.4625,658.6,139.6
8,11.5,0.25,28.2075,2.0975,-0.083,-0.083,169.3275,16.533,13.825,29.3775,29.2875,18.8675,85.233,369.795,23.955,402.76,742.7,152.7
8,12.5,0.262,28.6175,2.1575,-0.01825,-0.01825,177.8475,16.4515,20.655,31.89,31.0875,17.88,85.2,369.395,25.4425,354.92,647.55,140.2
8,13.5,0.278,29.055,2.3025,-0.02325,-0.02325,159.905,13.7145,25.39,34.0375,32.6575,17.39,85.1,369.3775,25.515,343.88,562.8,124.25
8,14.5,0.30225,30.055,2.5225,-0.078,-0.078,139.95,12.67675,25.72,35.795,33.6625,16.8125,85.057,369.46,28.865,278.4,556.725,119.85
8,15.5,0.2935,30.5375,2.195,-0.092,-0.092,108.46,9.748,21.23,36.52375,34.2275,16.5025,85,369.525,29.3275,234.47,484.5,109.05
8,16.5,0.26175,30.2475,2.285,-0.069,-0.069,67.484,6.896,19.375,36.9875,34.49,16.2425,84.981,369.38,28.255,108.1,269.25,66.9
8,17.5,0.228,28.64,2.0575,-0.07575,-0.07575,26.47975,4.801,11.429,36.9625,33.7425,16.88,84.95,369.6675,24.42,32.622,129.25,29.85
8,18.5,0.15825,26.8925,1.6075,0.005,0.005,-8.24275,0.87725,1.9,35.90875,32.58275,17.9,84.966,370.135,19.235,-39.147,28.6,6.2
8,19.5,0.096,25.18,1.4275,0.036,0.036,-17.173,0.059,-4.224,34.2875,31.205,20.5575,85,370.73,16.2125,-62.162,0.55,0
8,20.5,0.102,23.5975,1.1775,0.028,0.028,-16.535,-0.0355,-10.536,32.732,29.93,23.9275,85.034,371.08,15.4475,-58.625,0,-0.2
8,21.5,0.104,23.2625,1.19,0.04025,0.04025,-15.426,-0.0405,-13.861,31.0575,28.785,25.6425,85.1,371.565,14.0375,-56.312,0,-0.2
8,22.5,0.112,22.775,1.3225,0.023,0.023,-21.006,0.231,-16.015,29.37375,27.78,26.59,85.1,372.6475,13.5225,-54.336,0,-0.2
8,23.5,0.108,21.875,1.1975,0.0285,0.0285,-21.05325,-0.118,-17.375,28.105,26.88,28.14,85.1,373.245,12.45,-52.759,0,0
9,0.5,0.11375,15.4025,1.2825,0.039,0.039,-24.849,0.231,-22.6165,19.30125,19.73,26.5975,85,371.9925,8.1175,-51.58325,0,0
9,1.5,0.102,15.055,1.1025,0.029,0.029,-20.41425,0.128,-22.77,18.63375,19.1325,27.12,85,371.67,8.13,-49.5735,0,-0.2
9,2.5,0.092,14.285,1.0775,0.0105,0.0105,-16.46,-0.022,-22.62,18.07125,18.49,29.5825,85.02475,372.48,7.285,-48.87725,0,-0.2
9,3.5,0.094,13.795,0.965,-0.038,-0.038,-14.527,-0.3835,-23.32575,17.34875,17.9025,30.59,85.037,372.3575,6.675,-48.22525,0,-0.2
9,4.5,0.093,12.95,0.8725,-0.0065,-0.0065,-13.2555,-0.35625,-23.888,16.78875,17.465,31.8125,85.0715,371.8175,6.2175,-45.77,0,-0.15
9,5.5,0.08775,12.6475,0.8675,-0.013,-0.013,-12.3295,-0.521,-24.36225,16.1975,17.2625,33.345,85.09875,371.73,5.955,-47.11,0.2,0
9,6.5,0.09,14.8325,0.8225,-0.083,-0.083,-6.79425,1.192,-24.3255,15.6175,16.8225,29.8575,85.15,371.74,7.405,-19.291,38.5,11.65
9,7.5,0.111,17.565,0.9475,-0.191,-0.191,14.131,5.826,-19.9915,15.2075,16.6025,25.0175,85.19975,370.895,9.2675,58.02125,205.05,49.85
9,8.5,0.1355,19.5775,1.34,-0.254,-0.254,47.842,10.5755,-11.74075,16.0675,17.2875,22.2175,85.1965,369.4375,12.5875,158.335,372.9,86.65
9,9.5,0.16,20.925,1.1675,-0.277,-0.277,93.223,16.217,-3.9165,17.72625,19.0325,19.58,85.2,368.99,13.725,297.95,597.05,123
9,10.5,0.224,22.22,1.645,-0.27,-0.27,136.1,15.905,5.8375,19.87125,21.115,18.07,85.182,368.515,16.04,372.6975,732.25,150.85
9,11.5,0.255,23.1,2.1125,-0.3625,-0.3625,175.215,17.8315,15.3,22.4575,23.1725,16.37825,85.1,368.37,17.7375,407.8625,801.75,163.35
9,12.5,0.285,23.94,2.345,-0.331,-0.331,186.8925,17.02625,22.15,25.08375,25.37,15.695,85.0625,368.21,20.525,404.9625,816.45,170.3
9,13.5,0.295,23.755,2.4425,-0.2685,-0.2685,173.5775,15.979,25.582,27.09625,27.045,14.7925,85,367.84,21.5525,352.82,733.6,159.65
9,14.5,0.3035,24.245,2.4375,-0.326,-0.326,143.3425,11.19,27.84,28.28875,28.02,14.3225,84.916,367.845,22.735,265.005,610.35,134.7
9,15.5,0.2875,24.7275,2.295,-0.2625,-0.2625,101.91,9.39025,24.36975,29.07375,28.24,14.1525,84.9,367.835,23.2375,186.31,452.75,111.95
9,16.5,0.24125,24.13,2.0125,-0.2055,-0.2055,51.48975,7.4765,15.86775,29.3575,28.1325,14.745,84.9,367.85,21.945,78.68,270.4,68.1
9,17.5,0.15425,22.185,1.51,-0.069,-0.069,2.497,3.28475,4.519,28.5975,27.1125,15.71,84.9,368.07,18.07,-13.9595,78.65,19.55
9,18.5,0.089,20.45,1.3975,0.005,0.005,-17.717,-0.0155,-3.91325,27.33375,25.7,17.0325,84.9,368.56,15.5075,-67.527,2.6,0.4
9,19.5,0.092,18.4875,1.215,0.00275,0.00275,-18.12275,-0.078,-13.39625,25.1775,24.0525,19.4325,84.95,369.22,12.9725,-64.4755,0,-0.2
9,20.5,0.094,17.67,1.07,-0.01525,-0.01525,-16.019,0.15825,-16.64225,23.485,22.7875,20.7525,85,369.515,10.6975,-61.0535,0,-0.2
9,21.5,0.105,17.5925,1.2175,0.033,0.033,-20.935,0.1645,-18.61775,22.175,21.8875,22.0575,85,369.93,10.4925,-57.8785,0,0
9,22.5,0.1105,16.795,1.415,0.055,0.055,-26.51125,0.38975,-20.89325,21.04125,21.2025,23.5625,85,370.26,10.48,-54.9415,0,0
9,23.5,0.1145,16.0675,1.41,0.024,0.024,-24.287,0.00125,-21.98125,20.1225,20.3975,25.0325,85,371.11,9.9675,-52.09,0,-0.15
10,0.5,0.091,8,1.08,-0.0605,-0.0605,-17.828,-0.57975,-25.66525,13.04375,12.76,29.6,84.9075,372.525,4.34,-60.10725,0,-0.2
10,1.5,0.091,7.27,0.93,-0.0475,-0.0475,-14.8,-0.6255,-25.7795,12.52375,12.18,31.18,84.97975,372.775,4.54,-58.61225,0,-0.2
10,2.5,0.093,6.96,0.96,-0.051,-0.051,-14.3925,-1.104,-25.87025,11.92375,11.55,31.99,84.9875,372.49,4.01,-57.78,0,-0.2
10,3.5,0.09,6.6,0.84,-0.0765,-0.0765,-11.8245,-0.71125,-25.77725,11.26375,11.05,30.88,84.94125,372.62,3.04,-55.77475,0,-0.2
10,4.5,0.094,5.9,0.91,-0.0735,-0.0735,-12.815,-0.66,-25.719,10.64,10.6,33.79,85,372.85,3.07,-54.7565,0,0
10,5.5,0.095,5.47,0.87,-0.06475,-0.06475,-11.09675,-0.702,-25.46125,10.21875,10.18,33.71,85,371.965,2.74,-55.72,0,0
10,6.5,0.094,5.97,0.81,-0.092,-0.092,-11.5855,-1.081,-25.55325,9.7875,9.84,34.5,85,372.0925,2.64,-44.40275,5.6,1.4
10,7.5,0.0935,9.77,0.63,-0.30075,-0.30075,1.3545,2.5435,-22.40925,9.30875,9.75,29.03,85,371.17,5.26,6.467,134.4,36.6
10,8.5,0.111,11.8175,1.0875,-0.38925,-0.38925,29.85525,7.231,-15,9.5325,10.1,23.4825,85.017,370.755,6.5875,73.76,301.4,73
10,9.5,0.114,13.4225,1.0775,-0.50525,-0.50525,63.829,10.58575,-7.14,10.185,11.4675,21.205,85.002,369.85,8.1675,148.8,476.425,104.45
10,10.5,0.189,14.8,1.5075,-0.4935,-0.4935,107.6375,14.57125,2.167,12.40375,13.735,20.0325,85,369.685,9.465,203.6,603.35,132.4
10,11.5,0.228,15.36,1.76,-0.5,-0.5,132.86,13.85125,11.864,15.175,15.59,18.33,84.933,369.195,10.39,255.75,656.5,141.4
10,12.5,0.245,16.46,2.09,-0.442,-0.442,140.28,12.349,19.95,16.9775,16.96,16.66,84.85,369.205,11.96,229.5,662.4,145.4
10,13.5,0.24475,16.92,2,-0.4175,-0.4175,121.565,10.454,24.05,18.5425,18.4,15.92,84.8,368.93,12.31,205.34,560.6,132.4
10,14.5,0.2415,16.78,1.98,-0.4145,-0.4145,94.38,7.94425,25.88,19.8275,19.05,15.52,84.8,368.735,11.97,140.82,418.2,97.4
10,15.5,0.20975,16.6,1.82,-0.31475,-0.31475,59.177,5.8435,20.825,20.41375,18.78,15.59,84.8,368.94,11.8,72.205,290.2,67.4
10,16.5,0.172,15.99,1.38,-0.221,-0.221,10.2385,2.99575,5.61775,20.47,18.6075,16.3375,84.8,368.995,11.13,-3.408,128.85,33.25
10,17.5,0.0845,13.5375,1.1425,-0.017,-0.017,-13.7135,0.1105,-5.718,19.5975,18.0975,18.98,84.8,369.63,9.555,-70.2965,9.05,1.85
10,18.5,0.07,11.9525,1.22,-0.0205,-0.0205,-13.5215,-0.2715,-14.344,18.17,17.2525,20.9775,84.83075,371.04,7.8025,-72.3015,0,-0.2
10,19.5,0.094,10.5375,1.02,-0.008,-0.008,-15.6665,-0.3545,-20.5095,17.0125,16.3575,23.61,84.875,371.2525,6.035,-66.8805,0,-0.2
10,20.5,0.096,10.3125,1.03,-0.041,-0.041,-13.411,-0.1355,-21.6765,15.59,15.6825,25.0825,84.9,371.935,6.065,-64.1255,0,-0.2
10,21.5,0.0995,10.13,1.1225,-0.02175,-0.02175,-19.47925,-0.2455,-23.4405,14.685,14.8275,25.6075,84.9,372.03,6.3675,-61.3085,0,-0.2
10,22.5,0.091,9.29,1.05,-0.005,-0.005,-20.05,-0.908,-23.591,13.8975,13.9975,26.3175,84.92525,372.49,5.17,-60.225,0,0
10,23.5,0.09675,8.455,1.005,-0.036,-0.036,-17.1785,-0.73,-24.65575,13.39375,13.295,28.94,84.91125,372.36,4.24,-60.88125,0,-0.2
11,0.5,0.104,2.0375,0.8125,-0.059,-0.059,-14.094,-0.5565,-20.757,4.95475,5.105,46.93,84.871,373.1175,1.8925,-55.714,0,-0.2
11,1.5,0.09675,1.3925,0.81,-0.0545,-0.0545,-12.87,-0.689,-20.8225,4.48275,4.68,48.1625,84.8175,372.99,1.435,-54.701,0,-0.2
11,2.5,0.096,1.285,0.73,-0.048,-0.048,-15.001,-0.6175,-21.851,4.03375,4.3,49.24,84.8305,373.2,1.39,-53.3295,0,-0.2
11,3.5,0.1,0.795,0.72,-0.05325,-0.05325,-11.2035,-0.55025,-22.063,3.63125,3.97,50.8275,84.8575,373.25,1.285,-52.4705,0,-0.2
11,4.5,0.098,0.46,0.75,-0.07275,-0.07275,-14.723,-0.55925,-21.946,3.334,3.7125,53.4025,84.8845,373.64,1.1525,-51.9665,0,-0.2
11,5.5,0.096,0.195,0.74,-0.072,-0.072,-12.727,-0.43675,-22.085,3.0045,3.4475,52.9,84.919,373.315,0.97,-49.935,0,0
11,6.5,0.0855,0.495,0.71,-0.035,-0.035,-12.70925,-0.4745,-22.265,2.815,3.2125,55.23,84.95,373.6925,1.1,-49.4825,0.2,0
11,7.5,0.094,2.0525,0.56,-0.107,-0.107,-10.2145,0.0555,-21.6375,2.71375,3.24,47.67,84.9835,373.415,1.6425,-20.9635,29.2,8.05
11,8.5,0.08825,4.8475,0.59,-0.23325,-0.23325,6.73675,4.34125,-15.075,2.41075,3.555,40.45,84.96,372.5425,3.135,18.4535,131.7,35.45
11,9.5,0.12175,6.565,0.9,-0.341,-0.341,31.13825,8.8535,-8.98675,2.904,4.31,38.365,84.97975,371.78,4.3375,102.6725,289.7,72.65
11,10.5,0.1885,7.22,1.41,-0.341,-0.341,60.3975,12.355,-1.1995,4.52675,5.65,35.58,84.9,371.765,4.87,165.9375,395,92
11,11.5,0.2155,8.27,1.66,-0.3615,-0.3615,81.028,12.175,5.6265,7.0845,7.05,32.49575,84.871,371.59,5.5625,176.7,439.25,106.85
11,12.5,0.219,9.0025,1.92,-0.35,-0.35,90.468,10.40775,11.13625,9.11625,8.44,31.665,84.79475,371.095,5.995,158.2,410.45,97.9
11,13.5,0.228,9.2175,1.8925,-0.36425,-0.36425,82.541,9.19025,13.2675,10.63,9.4725,31.105,84.75,371.23,6.435,140.025,375.7,86.95
11,14.5,0.211,9.15,1.77,-0.287,-0.287,61.63875,6.884,14.67,11.4875,10.3425,30.3575,84.721,371.115,6.4925,104.2,280.05,67.3
11,15.5,0.17925,9.0025,1.43,-0.2355,-0.2355,26.559,6.3455,10.96,11.62125,10.3325,30.4525,84.7,370.96,6.4475,45.375,163.45,39.3
11,16.5,0.11925,7.77,1.2025,-0.0925,-0.0925,-2.439,1.171,3.657,11.44625,9.86,32.18025,84.713,371.115,5.33,-28.835,49.55,12.25
11,17.5,0.081,6.42,1.1925,-0.03,-0.03,-13.6365,-0.37725,-4.94825,10.56,9.125,36.23,84.75825,372.0775,4.5375,-70.027,0.8,0
11,18.5,0.07925,5.2225,1.1825,-0.045,-0.045,-15.0255,-0.5415,-11.138,9.66875,8.4925,39.645,84.81725,372.38,3.445,-64.541,0,-0.2
11,19.5,0.09325,4.3175,0.9125,-0.049,-0.049,-15.009,-0.7205,-14.63775,8.6875,7.71,41.395,84.86175,372.185,2.935,-61.50125,0,-0.2
11,20.5,0.09125,4.045,0.94,-0.062,-0.062,-15.66975,-0.424,-16.71425,7.75125,6.96,40.8125,84.86875,372.25,2.775,-58.5875,0,-0.2
11,21.5,0.09725,3.6125,0.9,-0.06525,-0.06525,-19.004,-0.919,-17.995,6.905,6.335,44.64,84.84975,372.59,2.44,-56.828,0,-0.2
11,22.5,0.10175,2.8775,0.9025,-0.023,-0.023,-18.57175,-0.363,-18.968,6.13925,5.8025,43.0975,84.8925,372.87,2.2425,-57.99875,0,0
11,23.5,0.106,2.37,0.8725,-0.04075,-0.04075,-15.988,-0.8745,-20.0285,5.38275,5.28,46.0675,84.8585,372.9975,1.99,-57.0275,0,-0.2
12,0.5,0.0915,-5.62,0.77,-0.0375,-0.0375,-13.6895,-0.32325,-14.4475,0.5835,-0.16,70.475,84.96175,375.75,0.31,-48.42225,0,-0.2
12,1.5,0.087,-5.59,0.7,-0.043,-0.043,-11.039,-0.83,-14.6775,0.4095,-0.17,72.7,84.92875,376.0425,0.3,-47.8145,0,-0.2
12,2.5,0.098,-5.55,0.69,-0.045,-0.045,-11.634,-0.839,-14.4975,0.1855,-0.18,72.375,84.97825,376.46,0.26,-47.38375,0,-0.2
12,3.5,0.096,-6.21,0.73,-0.048,-0.048,-9.6275,-0.67,-14.1435,0.1415,-0.27,73.85,84.962,376.64,0.18,-46.1875,0,-0.2
12,4.5,0.08775,-6.38,0.76,-0.0495,-0.0495,-11.04075,-0.404,-14.7745,0.02175,-0.41,75.85,84.95375,376.93,0.19,-45.3575,0,-0.2
12,5.5,0.097,-6.5825,0.67,-0.0385,-0.0385,-7.44175,-0.3505,-14.879,-0.04,-0.5175,76.125,84.96925,376.6475,0.1325,-44.81875,0,-0.2
12,6.5,0.09425,-6.7325,0.655,-0.07275,-0.07275,-12.862,-0.728,-14.9895,-0.14775,-0.59,75.775,84.99175,376.96,0.15,-43.973,0,0
12,7.5,0.111,-6.5675,0.7025,-0.05625,-0.05625,-10.218,-0.149,-15.0365,-0.38075,-0.68,73.1,85.00125,377.17,0.2525,-39.87825,5.65,2
12,8.5,0.08375,-3.46,0.5125,-0.046,-0.046,0.226,1.2045,-14.2975,-0.5255,-0.735,63.1,85.011,375.45,0.8125,-24.421,69.9,26.2
12,9.5,0.0835,-1.875,0.6425,-0.12975,-0.12975,11.253,5.8895,-11.8175,-0.3925,-0.57,55.835,85,374.235,1.31,16.334,181.125,59.6
12,10.5,0.1145,-0.9675,0.84,-0.2255,-0.2255,30.054,10.79925,-8.584,-0.25475,-0.415,52.315,85,373.71,1.8325,68.4785,283.25,81.4
12,11.5,0.14325,-0.1975,1,-0.234,-0.234,41.5345,12.9715,-5.414,0.017,-0.28,49.0825,84.95,374.4975,2.115,91.1785,346.8,97.9
12,12.5,0.1835,0.1875,1.29,-0.23775,-0.23775,47.326,12.65025,-4.38425,0.4675,-0.22,47.37,84.839,374.225,2.2025,111.5875,376.475,98.8
12,13.5,0.18725,0.5125,1.42,-0.207,-0.207,39.21025,10.759,-2.196,0.9595,-0.18,45.1575,84.8,373.6775,2.33,89.5815,309.975,89.05
12,14.5,0.1645,0.8275,1.42,-0.199,-0.199,24.447,7.57625,-1.5305,1.0625,-0.14,43.53,84.8,374.365,2.4325,61.14475,228.375,65.65
12,15.5,0.1295,0.8,1.13,-0.1505,-0.1505,6.92,3.7955,-1.145,1.17925,-0.06,44.905,84.8,374.27,2.21,23.16,120.4,37.2
12,16.5,0.08925,-0.59,0.97,-0.067,-0.067,-5.83975,0.293,-1.83925,1.36575,-0.07,50.295,84.791,374.4075,1.53,-34.585,29.6,7.8
12,17.5,0.085,-2,1.07,-0.01375,-0.01375,-13.522,-0.26225,-5.3835,1.45625,-0.09,55.715,84.8105,375.79,0.92,-59.1675,0.4,0
12,18.5,0.092,-2.45,1.02,-0.0415,-0.0415,-12.827,-0.588,-6.13475,1.378,-0.08,59.0275,84.8415,375.91,0.7,-54.44925,0,-0.2
12,19.5,0.095,-3.54,0.89,-0.0375,-0.0375,-13.7365,-0.4055,-8.151,1.06375,-0.07,63.295,84.9,376.175,0.51,-50.64,0,-0.2
12,20.5,0.09125,-4.04,0.78,-0.03075,-0.03075,-13.506,-0.44375,-10.39,0.955,-0.06,63.8955,84.961,376.1,0.41,-49.735,0,-0.2
12,21.5,0.0855,-4.41,0.8,-0.04125,-0.04125,-12.4015,-0.648,-11.635,0.85525,-0.08,66,85,375.94,0.33,-49.177,0,-0.2
12,22.5,0.08575,-4.71,0.8,-0.04775,-0.04775,-11.208,-0.496,-12.71,0.7265,-0.08,67.375,85.003,375.9,0.28,-49.896,0,-0.2
12,23.5,0.088,-5.3875,0.72,-0.048,-0.048,-9.8035,0.0015,-13.4575,0.6345,-0.1125,70.65,85.021,375.7475,0.3675,-49.075,0,-0.2
