DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.11773936555234,-15.1039647379527,0.0435347781392039,-0.10710454453624,-0.174581398278487,-0.106309058370493,-2.70194610865109,-1.70432858956679,0.0480139506784779,-54.887040639998,-6.57573030815466,0.229060015585309,0.8475,0.585,0.086,-14.97115,-14.7873,-13.93672,-15.2985325,-16.86771,95.2286125,36.854,0.1844175,-13.3725,-12.5855,-14.342,0,-5.37,0.065,-1.977,-0.874,171.8,241.56,178.975,241.25,0.01,-0.13,-0.71,-0.47,-0.63,-0.24,-0.2,-0.876499999999999,-4.9951,-3.11225,-0.869875,0.3876,2.491375,4.529575,6.23655,7.676275,9.1872,1.34665,-3.2104,-0.8718,0.00235,2.859775,6.0194,7.2478,9.8737,-3.9744,-2.96865,-0.737675,0.551875,3.121525,5.0632,6.9402,7.9056,10.1185,-4.13375,-2.9703,-0.865425,0.196175,1.213275,2.6962,3.498075,4.3121,6.759725,-4.09165,-2.441475,-1.05275,0.0803,2.0963,8.335125,6.75885,9.189425,-19.815975,-17.8046,-9.8467,-89.794,0.950051669888512,1.40649741984465,1.36866340862211,1.41955175965392,1.36414521674084,1.43521406607426,1.84673616409563,1.4709981897944,1.97098268742109,374.436143750181,417.615420216777,413.814130636906,417.676879133771,413.834386504364,418.11289841262,414.218015173025,418.148980110549,415.305203214862,1992.33405297891,1992.35900513418,1992.99121567651,1991.29626316736
1,0.75,1.30283869053424,-15.2171543642038,0.0369974203656729,0.0279697621192113,-0.0864049755009135,-0.211034439221627,-5.32283772363306,-1.76209700516342,0.0384711980187273,-58.2952942784961,-6.0727360469322,0.209582865780922,0.92,0.6675,0.10575,-14.84185,-14.796175,-14.1077925,-15.2033925,-16.6354875,95.19204925,38.3305,0.13949,-13.35175,-12.3205,-13.9075,0,-4.713,0.1,-1.95975,-0.90625,172.9375,243.1,184.26,241.125,0,-0.13,-0.71,-0.473,-0.63,-0.24,-0.2,-0.876499999999999,-5.046475,-3.13575,-0.905225,0.400075,2.49035,4.53315,6.2347,7.6729,9.1808,1.3296,-3.233725,-0.913,0.003375,2.8491,6.0304,7.2484,9.872225,-4.0276,-2.9913,-0.765825,0.54695,3.12205,5.06175,6.9377,7.9046,10.0662,-4.217575,-3.002275,-0.8782,0.1857,1.21265,2.6945,3.500175,4.3111,6.75845,-4.2152,-2.5031,-1.07525,0.058225,2.1047,8.329025,6.759475,9.18665,-23.1126,-19.2311,-9.8947,-91.626,0.813499619426764,1.39796798525118,1.37687739588558,1.43895653697068,1.3925352236339,1.43828013121022,1.86253262905594,1.46164778403586,1.87171722601945,374.171607174625,417.456164283631,413.624906087282,417.230889367659,413.620758573993,417.76494500732,416.746223087046,417.658204335916,414.687214068017,1997.30001913856,1995.59474551547,1996.61050562831,1997.24304357389
1,1.25,1.32871737488978,-15.3398184055816,0.0360348598019236,0.0600063413774759,-0.242767173561961,-0.0303369203806694,-3.22777610435387,-3.00247259193804,0.0398007475732829,-62.1810802908546,-7.25074989166606,0.22738739795229,1.008,0.651,0.0955,-15.041465,-14.916275,-14.36046,-15.20975,-16.8393,95.129111,39.441,0.13179,-13.38875,-12.1425,-13.6145,0,-4.7845,0.1,-1.9275,-0.9735,174.06,243.0125,184.9625,241.1875,0,-0.13,-0.7165,-0.47,-0.63,-0.24,-0.2,-1.36175,-5.1669,-3.1498,-0.943975,0.405725,2.489325,4.537775,6.22835,7.6677,9.1777,1.3217,-3.2596,-0.9429,0.0105,2.855725,6.044,7.248,9.9415,-4.0998,-3.011825,-0.793975,0.5423,3.1237,5.0603,6.93675,7.9026,10.0643,-4.3048,-3.03925,-0.8941,0.1787,1.21255,2.693,3.50245,4.310175,6.756,-4.41455,-2.59515,-1.1082,0.042725,2.1185,8.333275,6.760375,9.184875,-22.8986,-19.1716,-9.9633,-90.35,0.805120498681537,1.24416950104321,1.36862120966676,1.27474889027455,1.32907639359265,1.2910993320806,1.84362996023218,1.31412498522834,1.84470331707806,376.473743924964,416.980680236472,413.112748159365,417.282818797067,413.222459224158,417.385754323951,415.85346961166,418.014692737051,414.016733221134,1989.42846077695,1999.25199468275,1991.47246418749,1988.28511769064
1,1.75,1.30795755863845,-15.4661236962701,0.034864065275923,-0.0979369912637145,-0.106961412041738,-0.169212141759637,-3.17004527681793,-1.10762736265701,0.0554057741189279,-54.7933869139358,-5.14455241325002,0.247480156522767,0.96925,0.642,0.086,-15.03349,-15.212575,-14.7032225,-15.348305,-16.9956525,95.144135,38.121,0.1337,-13.07375,-11.745,-13.518,0,-4.598,0.065,-1.88375,-0.962,174.62,243.78,186.2,241.6875,0.01,-0.14,-0.71,-0.47,-0.63,-0.24,-0.2,-2.465,-5.298125,-3.17575,-0.983075,0.40055,2.4899,4.541875,6.226575,7.66385,9.177975,1.321425,-3.3081,-0.968225,0.018125,2.8602,6.050225,7.24765,9.9395,-4.2015,-3.08405,-0.8221,0.5416,3.125725,5.05785,6.93475,7.9008,10.065725,-4.403,-3.083025,-0.902375,0.174,1.2112,2.69185,3.5062,4.309375,6.753,-4.60315,-2.703575,-1.149325,0.03775,2.1511,8.33545,6.759825,9.181,-20.9034,-19.1582,-10.016025,-93.842,0.865375502177264,1.30022658301097,1.25760868776531,1.30094264730049,1.31172943277302,1.3203745186899,1.80810479415657,1.37938054270178,1.81761041473908,376.010369297138,418.381682940182,413.089396893325,418.377492306116,412.806316594777,418.576855290417,414.880781345848,419.220019088022,415.033082477483,1989.46668415466,1989.0383245845,1989.68614969871,1989.01434830731
1,2.25,1.40073372502241,-15.6581230860209,0.0312514251218477,-0.466142189008834,-0.255159619756808,-0.503546085594334,-3.38755101920009,-1.48410266987946,0.0515561124698146,-56.5377847490682,-7.0279803845748,0.219484109227892,0.892,0.647,0.11,-15.17645,-15.3459,-14.98766,-15.44384,-16.7957,95.18720975,38.674,0.1263,-12.624,-12.3175,-13.11,0,-4.734,0.1,-1.832,-0.975,175.9,246.0275,183.32,245.16,0.01,-0.14,-0.71,-0.47,-0.63,-0.24,-0.2,-2.83625,-5.4262,-3.21605,-1.02835,0.3927,2.4861,4.545975,6.233625,7.6599,9.18045,1.2916,-3.391475,-1.006,0.0266,2.8592,6.05275,7.2483,9.93615,-4.31245,-3.15545,-0.8489,0.5417,3.1283,5.0564,6.9327,7.8996,10.0623,-4.5075,-3.13695,-0.9231,0.163,1.211325,2.69,3.5107,4.3077,6.7517,-4.76185,-2.8209,-1.1974,0.03255,2.1414,8.3304,6.7598,9.1784,-19.3907,-19.431725,-9.765,-93.749,1.06037454310818,1.36120446141079,1.29206220636067,1.38621787268149,1.28979635232735,1.38134583753315,1.76793553953918,1.42486438060689,2.45503040809631,375.681723999595,417.515418571087,412.229865489535,417.511274257973,411.976637895356,417.372717844505,416.475868713854,417.924553679347,416.058303483703,1993.82838147757,1995.38103750073,1992.97437959478,1990.67212885734
1,2.75,1.15343306631293,-16.1787723438592,0.0372729280591592,-0.229682739813034,-0.219492595917149,-0.265874672006331,-4.39886942987083,-1.32019628788478,0.0605471569747891,-63.3232009232412,-6.69391250537904,0.220097100241672,0.89,0.7005,0.09,-15.5043,-15.716,-15.0781,-15.632475,-16.8370975,95.24619125,41.02375,0.13314,-12.5075,-12.494,-13.268,0,-4.572,0.1,-1.83875,-0.842,175.125,246.78,184.62,246.595,0.01,-0.14,-0.71,-0.474,-0.63,-0.23,-0.2,-3.85125,-5.579,-3.283525,-1.06825,0.38635,2.4845,4.5506,6.223175,7.6582,9.17735,1.2422,-3.475425,-1.0328,0.0347,2.857275,6.05475,7.249875,9.934625,-4.4373,-3.23435,-0.868525,0.5455,3.13105,5.0544,6.9307,7.8976,10.0614,-4.6102,-3.1991,-0.9478,0.1543,1.21045,2.68775,3.5149,4.3067,6.7493,-4.94525,-2.9445,-1.25345,0.0311250000000001,2.14605,8.3296,6.7622,9.1756,-23.084,-19.8825,-9.9634,-92.1375,0.737011227903604,1.30640586122207,1.7474319416676,1.32073212378971,1.75344300475613,1.33715161255174,1.85002816960581,1.35060053975294,1.81521733307417,375.481042021833,416.599567616536,412.419075843591,416.513974662263,412.204688341356,416.97230670316,414.328551181008,416.901318237323,414.379042924704,1992.67510494574,1994.45583668746,1995.83795956723,1995.88860641594
1,3.25,1.46832413653469,-16.5315204590058,0.037856177568607,0.0485189638748876,-0.228948412845886,0.0230286461769828,-5.27900344224427,-1.61030681886751,0.0466571788029898,-58.6417204563722,-8.62122390017093,0.211271240910607,1.09125,0.6775,0.09,-15.8478525,-16.047,-15.31922,-15.98672,-17.04422,95.318728,40.249,0.1179875,-12.74875,-12.372,-13.77,0,-4.583,0.1,-1.85875,-0.9275,175.0125,246.04,186.34,246.1025,0.01,-0.13,-0.71,-0.48,-0.63,-0.24,-0.2,-4.398,-5.7816,-3.3524,-1.0982,0.37715,2.481875,4.5547,6.22555,7.6595,9.172425,1.2037,-3.5307,-1.0649,0.0415,2.856725,6.06025,7.2505,9.93315,-4.6217,-3.3356,-0.887,0.5494,3.1341,5.0525,6.9287,7.8956,10.0628,-4.7282,-3.2614,-0.9643,0.146,1.211,2.686,3.5201,4.3051,6.7473,-5.1375,-3.065725,-1.302825,0.0257,2.14545,8.3216,6.7617,9.172,-21.180625,-19.2291,-10.018,-92.088,0.75082815568926,1.35669151400322,1.57798263109977,1.39189353176116,1.58503015813601,1.40855665168298,1.7469468755773,1.42633626910588,1.7900967255928,376.491619263952,416.26119462767,412.493498467095,416.4715059424,412.202578913238,416.712337283967,415.323449509233,416.880817787583,416.709083523415,2008.30241694947,1993.63256295629,1991.76922808021,1992.86121839026
1,3.75,1.55252332048064,-17.1622654498155,0.0388988717513801,0.0418142129142249,-0.260508952874676,0.0239993075861207,-5.63514299976891,-3.03656459781632,0.062234888439591,-59.9226718051055,-7.31197677904671,0.205370577314724,1.076,0.742,0.1,-16.53298,-16.3277,-15.39891,-16.59264,-17.193775,95.30147,40.292,0.1014375,-13.17275,-12.693,-13.5735,0,-4.5625,0.1,-1.834,-0.874,175.14,245.1775,188.9725,247.245,0.01,-0.13325,-0.71375,-0.47,-0.63,-0.23,-0.2,-2.38375,-5.944325,-3.4921,-1.134175,0.3643,2.4797,4.559325,6.2298,7.66165,9.172975,1.1722,-3.590925,-1.103,0.0487,2.854275,6.06425,7.251125,9.862,-4.8269,-3.45,-0.913925,0.5524,3.137125,5.05105,6.9267,7.8938,10.0148,-4.8669,-3.33375,-0.9891,0.1377,1.21025,2.68425,3.5246,4.3041,6.7456,-5.33925,-3.169275,-1.34545,0.015,2.143575,8.3188,6.7594,9.170675,-22.6224,-20.0605,-10.039,-90.5685,0.940761217780525,1.30293062439767,1.58115022468678,1.32895585143003,1.72817695977195,1.34274406069387,1.7634146068476,1.33742561874542,1.79985495962199,376.55628128663,418.57590646802,415.702944599541,418.503687151298,415.670647494607,418.560789882935,417.653790955573,418.813514442014,418.15651370855,2000.8567220827,2007.55112634554,2006.57163039904,2008.03007084471
1,4.25,1.30635583533302,-17.6723569072692,0.0358745277076214,0.024701178583521,-0.142019374043663,-0.00328135964094778,-4.18138125168382,-1.19202720395837,0.0579595055387985,-54.0174909510499,-5.722525050932,0.233260743672181,0.95,0.6265,0.09,-16.98515,-16.6845,-15.390625,-17.055945,-17.49706,95.277087,42.32,0.116,-13.15,-12.888,-13.974,0,-4.322,0.1,-1.824,-0.88,175.3,245.04,191.1,246.86,0.01,-0.13,-0.71,-0.48,-0.63,-0.24,-0.2,-2.446,-6.045825,-3.579675,-1.164,0.35245,2.4776,4.5599,6.22885,7.663075,9.171975,1.1477,-3.6237,-1.137875,0.0441,2.8488,6.06525,7.25385,9.8605,-4.9338,-3.540125,-0.9387,0.555,3.1407,5.0486,6.923925,7.893675,10.0138,-4.9518,-3.408525,-1.0193,0.1307,1.20895,2.68175,3.5228,4.3038,6.7436,-5.4615,-3.2682,-1.380125,0.0123,2.1315,8.3206,6.754375,9.16735,-23.2434,-20.8333,-10.05635,-91.586,0.922892176667162,1.32129321017279,1.59786409086697,1.32405640346306,1.58999110744306,1.3429276100644,1.73801826027835,1.36504616153114,1.81413300574589,375.100533788364,416.829507371017,412.729370589525,417.048034807537,412.311751486055,417.408396512013,416.248877349627,417.395125492025,416.588353589453,2002.32516578078,2002.83456405541,2002.28990082413,1998.62005337343
1,4.75,0.963999001800039,-17.5430269357875,0.0373513656113646,0.0335779749651015,-0.239731744537038,0.0070702194372599,-9.83704886148735,-1.68325299971427,0.0576492030605847,-53.6482336143271,-6.50690176029771,0.225453178078651,0.85,0.6645,0.0655,-17.483995,-17.1248,-15.478245,-17.6265625,-17.9164175,95.343806,43.974,0.11845,-12.864,-12.378,-14.1925,0,-4.47225,0.1,-1.806,-0.884,176.08,243.715,192.36,246.42,0,-0.13,-0.72,-0.47,-0.64,-0.24,-0.2,-2.818,-6.0806,-3.65785,-1.2002,0.3417,2.474775,4.56475,6.22695,7.663075,9.169075,1.1197,-3.6357,-1.1639,0.0275,2.8415,6.06425,7.2544,9.92815,-5.0252,-3.619225,-0.959975,0.547275,3.1442,5.04715,6.92225,7.891675,10.0117,-5.0353,-3.48385,-1.040575,0.12065,1.20755,2.67925,3.52,4.3025,6.7419,-5.57995,-3.3893,-1.4075,0.00387500000000002,2.0988,8.3125,6.752375,9.1608,-23.031625,-20.8256,-10.041,-90.0375,0.727377560063504,1.22674002464277,1.54963896803548,1.2249661625125,1.55539488306308,1.24250366784414,1.75689526173322,1.29296538129519,1.76720265631821,377.329029635268,416.935728306217,412.684388051627,417.087933370747,412.330878831937,417.144962047612,415.055169805127,417.265424964728,415.22360283918,1999.65738947973,1998.31987783226,1997.583365765,1998.52963043907
