DOY2,HR2,H,LE,NEE,TAU,USTAR,CO2,H2O,WS,PPFD_IN,PPFD_OUT,NETRAD,TA_1_2_1,RH,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,TA_1_1_1,TA_1_2_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,VPD,PA,SW_IN,SW_OUT
1,0.25,-108.7,-3.05335,-0.3031375,-0.92096,0.025375,371.422,0,0.62456,-0.589575,-0.035475,-60.10375,-28.64425,39.55225,-34.839,-29.83625,-33.16325,-29.145,-22.1455,-28.85825,-9.25325,-8.86875,-8.27375,-7.469,-2.199525,-5.72995,-5.512825,-5.215425,-4.0407,-2.370525,0.12425,88.8,0,0
1,0.75,-112.345,-2.34006,-0.27824,-0.865625,0.0266075,371.617,0,0.8142215,-0.6111,-0.02115,-59.8915,-28.7355,39.9015,-35.24,-31.044,-33.09575,-29.2965,-22.83,-28.6045,-9.291,-8.9385,-8.32,-7.4455,-2.178975,-5.78975,-5.562275,-5.25525,-4.0392,-2.3947,0.11475,88.8,0,0
1,1.25,-113.21245,-3.21618,-0.416925,-0.951005,0.03082,371.7885,0,1.322485,-0.61275,-0.000449999999999999,-59.9325,-28.848,40.61175,-36.742,-30.062,-33.126,-29.4775,-23.058,-28.7765,-9.385,-8.99,-8.3665,-7.584,-2.17375,-5.84305,-5.612775,-5.2947,-4.0324,-2.352725,0.1195,88.8,0,0
1,1.75,-119.492,-2.5253325,-0.13732,-1.006755,0.01964,372,0,0.97865,-0.6251,-0.025775,-59.3615,-28.6475,40.39125,-37.3345,-30.712,-34.25575,-30.40275,-23.514,-28.571,-9.4345,-8.991,-8.388,-7.642,-2.157925,-5.8943,-5.661125,-5.339325,-4.020475,-2.290675,0.1195,88.7,0,0
1,2.25,-116.50125,-4.01286,-0.2627985,-0.938445,0.0253925,371.81,0,0.85437025,-0.651,-0.00345,-58.575,-28.889,39.985,-37.92,-30.4225,-34.827,-28.7965,-23.446,-28.845,-9.4315,-9.053,-8.23,-7.677,-2.148475,-5.919525,-5.69375,-5.37045,-4.025275,-2.24845,0.1195,88.7475,0,0
1,2.75,-111.304,-2.98975,-0.19531,-0.86498,0.02098,371.568,0,0.7970875,-0.6409,-0.0168,-56.9025,-28.933,40.1345,-37.8625,-30.33,-33.47475,-27.6115,-24.18,-29.045,-9.503,-9.15,-8.196,-7.7695,-2.14515,-5.9598,-5.739,-5.42085,-4.03075,-2.19585,0.13,88.7,0,0
1,3.25,-110.4444375,-3.29902,-0.23954,-0.90984,0.0193675,371.77475,0,1.1502225,-0.61955,-0.01245,-57.957,-29.129,40.37,-37.4525,-30.3195,-33.357,-27.71725,-23.976,-29.352,-9.5925,-9.234,-8.244,-7.741,-2.154,-5.966325,-5.760575,-5.45735,-4.0579,-2.178175,0.12475,88.7,0,0
1,3.75,-111.685,-3.0528,-0.302222,-0.91421,0.0165075,371.6295,0,0.94425,-0.6366,0,-59.52,-28.561,39.0725,-36.7835,-30.8385,-34.4945,-28.84025,-24.7,-28.8805,-9.561,-9.262,-8.3265,-7.685,-2.173325,-5.969875,-5.77475,-5.49255,-4.100275,-2.203275,0.12475,88.7475,0,0
1,4.25,-110.02789,-3.28926,-0.202052,-0.9773875,0.0220425,371.86,0,0.92332,-0.62165,0,-59.077,-28.651,40.575,-37.4085,-30.566,-33.216,-27.3325,-24.118,-29,-9.723,-9.423,-8.4015,-7.7705,-2.1829,-6.008125,-5.778925,-5.5121,-4.1349,-2.24285,0.12475,88.695,0,0
1,4.75,-109.68,-3.6451525,-0.17588575,-0.90184,0.02153,372.0395,0,0.81893125,-0.64,-0.00584999999999999,-57.683,-28.566,41.52275,-37.4935,-30.6235,-36.2105,-30.5995,-23.822,-28.8735,-9.662,-9.3685,-8.5205,-7.764,-2.185525,-6.043975,-5.773975,-5.511475,-4.165425,-2.3093,0.13,88.7425,0,0
1,5.25,-113.861,-2.717065,-0.2766175,-0.87442,0.020635,372.0675,0,0.83425,-0.61955,0,-56.719,-29.201,41.5175,-37.919,-30.1085,-36.03475,-31.191,-23.3,-29.104,-9.5555,-9.257,-8.5955,-7.7575,-2.2008,-6.09085,-5.819325,-5.524825,-4.203425,-2.39925,0.13,88.695,0,0
1,5.75,-113.28,-4.0079875,-0.24899175,-0.89122,0.024625,372.1665,0,0.65689425,-0.65685,0,-56.277,-29.2405,40.33225,-35.9215,-29.1945,-36.057,-31.25525,-23.214,-29.3445,-9.637,-9.3105,-8.6385,-7.782,-2.20995,-6.12765,-5.85905,-5.54725,-4.236575,-2.44535,0.11475,88.695,0,0
1,6.25,-106.95675,-2.48246,-0.383,-0.7908875,0.01624,372.34,0,0.669591,-0.6299,0,-56.886,-29.2655,41.4425,-36.929,-30.219,-34.793,-29.85725,-22.92,-29.1235,-9.693,-9.3655,-8.656,-7.8465,-2.2293,-6.14335,-5.8832,-5.5305,-4.278775,-2.45075,0.12475,88.8475,0,0
1,6.75,-106.0551775,-2.80776,-0.19462,-0.750795,0.019875,372.2965,0,0.94571,-0.65,-0.002675,-58.3475,-29.51,41.8175,-37.038,-29.545,-34.127,-29.6275,-22.658,-29.5305,-9.77,-9.4315,-8.706,-7.941,-2.240975,-6.157225,-5.898975,-5.524725,-4.3216,-2.441875,0.12,88.9,0,0
1,7.25,-110.994,-3.2520425,-0.2747475,-0.84851,0.017645,372.405,0,0.80959,-0.6491,0,-58.9015,-30.168,41.699,-36.828,-29.4615,-33.11,-27.686,-22.75,-30.584,-9.789,-9.446,-8.7465,-7.9735,-2.2537,-6.171925,-5.913575,-5.5481,-4.362475,-2.436075,0.1195,88.8475,0,0
1,7.75,-109.55875,-2.899275,-0.3737,-0.7286,0.016075,372.38925,0,0.895311,-0.46385,0,-57.9025,-31.0055,40.87675,-35.992,-29.701,-32.01525,-27.33125,-22.134,-30.902,-9.796,-9.4585,-8.7485,-7.9755,-2.25415,-6.1646,-5.90815,-5.55255,-4.38235,-2.4394,0.12,88.8475,0,0
1,8.25,-106.2401525,-2.48346,-0.341306,-0.7154575,0.0154025,372.416,0,0.8085895,0.568,0.181075,-55.331,-30.2635,40.41675,-36.3285,-29.5475,-32.48775,-27.72375,-21.864,-30.3875,-9.683,-9.396,-8.6975,-7.942,-2.278425,-6.18525,-5.927175,-5.5756,-4.418475,-2.4438,0.12475,88.8,0,0
1,8.75,-99.4135,-3.783425,-0.63076,-0.84237,0.021495,372.44,0,0.9331625,6.179,1.965075,-47.5885,-29.665,40.24725,-32.873,-26.572,-31.671,-26.86925,-21.698,-29.97,-9.532,-9.272,-8.6605,-7.941,-2.310925,-6.2182,-5.9566,-5.6095,-4.465525,-2.436625,0.13475,88.8475,3.433725,0.748225
1,9.25,-98.13023,-2.2213475,-0.267325,-0.93846,0.028425,372.5145,0,0.874416,15.244,5.472375,-26.044,-29.052,38.78025,-30.0135,-23.9265,-28.83725,-24.2725,-21.032,-29.2465,-9.421,-9.158,-8.7575,-7.953,-2.39155,-6.292675,-6.031425,-5.6838,-4.56445,-2.45155,0.14,88.8,16.605,3.907825
1,9.75,-87.700875,-1.84186,-0.21716,-0.824775,0.03014,372.24725,0.0495435000000001,0.59845,20.2825,9.7795,-16.6825,-28.0345,36.23675,-24.93,-21.57,-25.25,-21.2525,-20.974,-28.5185,-9.435,-9.222,-8.7875,-7.9955,-2.40285,-6.43775,-6.1724,-5.81435,-4.608875,-2.580275,0.14475,88.8,29.68625,6.867075
1,10.25,-66.57854,-1.2093225,-0.2588185,-0.8410875,0.054455,372.11,0.33750725,1.203705,21.0805,13.362,-10.4895,-26.921,35.775,-21.545,-18.814,-21.6635,-17.1575,-20.48,-27.876,-9.4765,-9.2265,-8.7375,-8.021,-2.401875,-6.4059,-6.3064,-6.033225,-4.7036,-2.7711,0.1495,88.8,42.7715,9.8605
1,10.75,-61.11115,-1.58687,-0.29178,-0.9287175,0.055295,372.09625,0.34012475,0.7341,20.7325,16.2735,-9.924,-26.1005,32.90475,-19.879,-17.6645,-17.71275,-13.392,-20.364,-27.1315,-9.4,-9.1665,-8.724,-8.0625,-2.42675,-6.288975,-6.220175,-6.115075,-4.85265,-2.866575,0.15475,88.8,52.59425,11.69925
1,11.25,-51.8033,-1.842695,-0.279835,-1.0528,0.05675,372.063,0.3155125,0.90507725,22.9635,19.407,-1.3811,-25.4485,31.385,-17.2865,-16.0705,-16.7455,-11.47025,-20.156,-26.096,-9.3355,-9.165,-8.7055,-8.1685,-2.449475,-6.193375,-6.1521,-6.08945,-4.952375,-2.9029,0.16475,88.8,59.5685,13.42325
1,11.75,-58.115515,-0.8149,-0.5637,-1.13635,0.069225,372.046,0.328038,0.72384175,22.8615,21.49525,-3.61715,-24.6175,29.694,-15.3465,-14.3415,-15.79675,-8.68225,-20.096,-25.3115,-9.3745,-8.986,-8.5755,-8.1155,-2.4959,-6.09265,-6.06955,-6.03115,-5.03755,-2.966375,0.17475,88.795,67.019,16.1575
1,12.25,-50.1446,-2.24839,-0.442132,-1.16646,0.06402,372.062,0.345225,0.9011745,30.928,29.20775,-4.6729,-24.5025,29.8005,-14.6885,-13.257,-15.2175,-8.0295,-19.288,-25.0445,-9.267,-8.9565,-8.5005,-8.05,-2.5672,-6.151075,-6.083825,-5.974375,-5.12285,-3.072725,0.18475,88.7475,82.3375,22.1315
1,12.75,-52.16288,-1.162425,-0.315415,-1.05708,0.0522,371.885,0.275854,0.81136575,25.6715,30.98225,-4.3433,-24.121,28.25125,-13.7535,-12.337,-14.77525,-7.83875,-18.546,-24.6255,-9.166,-8.8765,-8.4095,-7.9965,-2.581675,-6.152325,-6.0488,-5.8909,-5.10195,-3.077425,0.2,88.7475,98.595,24.30075
