DOY2,HR2,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_1,SC_2,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,NEE_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,FCH4_1_1_1
1,0.25,395.2524645,394.225,3.591459,0.23006,-0.277053,-0.1012365,-9.3,-9.68,-52.639838,-0.775587,-6.36318475,2.139463,0.162612,-0.505807,0.4595435,0.3829155,0.2141695,100.881947,51.9025,1.3,1.118689,5.42163675,7.8605,7.09425,-73.9534225,0,0.27819725,-3.741,0.4515,250.725,322.35,-0.55254075,390.816667,390.783333,391.783333,394.283333,1.175
1,0.75,395.78,394.5,3.63946,0.061163,-0.390738,-0.14044,-9.41,-9.95,-48.175835,-0.75587875,-5.212361,2.158709,0.17436825,-0.547629,0.448708,0.433008,0.222514,100.8738235,53.9225,1.159,1.0575374325,5.41389325,7.8485,7.06475,-74.4626925,0,0.03091,-3.66475,0.4935,248.825,322.225,-0.5134855,389.633333,390.716667,391.466667,394.35,1.175
1,1.25,395.934148,394.308333,3.656034,0.2027425,-0.2605685,-0.1570245,-9.64,-10.23,-51.691897,-1.227855,-5.66455175,2.17149275,0.1812435,-0.51122975,0.46012675,0.42023,0.23013975,100.8681,54.66,0.989,0.988526549,5.0778895,7.836,7.04575,-74.8394675,0,0.1090875,-3.65725,0.461,248.075,321.625,-0.50072125,390.116667,390.533333,391.45,393.583333,9.3585
1,1.75,395.510554,394.28749975,3.5992395,0.17305325,-0.23684825,-0.154135,-9.66,-10.36,-51.67260125,-0.955666,-5.023948,2.1582185,0.193274,-0.519259,0.453455,0.4306205,0.241048,100.857124,53.26665175,1.089,0.98735086125,4.882544,7.8205,6.996,-74.21481,0,0.13625,-3.5955,0.4305,246.8,321.425,-0.440089,390.133333,390.683333,391.95,393.016667,-24.752
1,2.25,395.6432465,394.4458335,3.562075,0.192945,-0.2718485,-0.117006,-9.63,-10.6,-52.948268,-1.01882225,-4.594357,2.150829,0.1738645,-0.601018,0.46504325,0.427075,0.2412295,100.86414325,53.35,1.096,0.97158725,4.7521615,7.804,6.96225,-73.4056,0,0.32827075,-3.586,0.47825,246.05,320.1,-0.53574075,390.233333,390.8,391.35,393.6,-12.04675
1,2.75,396.589139,393.866667,3.49196625,0.191989,-0.34798,-0.13735275,-9.94,-10.77,-54.57761425,-1.004689,-4.566756,2.14269375,0.185924,-0.577773,0.473272,0.42115175,0.23321,100.862262,52.98,1.212,0.9404332485,4.643486,7.787,6.933,-73.31049,0,0.014878,-3.56625,0.572,245.55,319.75,-0.54612425,390.45,390.85,392.383333,394.616667,0.6585
1,3.25,396.551363,394.19166675,3.5220125,0.24465325,-0.2438675,-0.12259325,-9.97,-10.95,-55.739794,-0.616079,-6.335496,2.1019475,0.184983,-0.5916825,0.484197,0.41416125,0.247123,100.842236,53.61,1.057239,0.931472306,4.608282,7.787,6.9185,-73.23724,0,0.1749435,-3.519,0.4645,244.4,318.9,-0.4672125,390.4,390.666667,392.116667,393.933333,-11.6
1,3.75,396.7212085,394.408333,3.52547575,0.319438,-0.2239145,-0.10765325,-10.15,-11.05,-53.792314,-0.753134,-6.029584,2.19485625,0.1826245,-0.61868175,0.45647525,0.41523825,0.246229,100.829403425,55.02,0.962,0.94548182875,4.480444,7.795,6.9,-73.59949,0,0.352357,-3.498,0.5395,244.2,317.8,-0.5576275,389.95,390.966667,391.95,393.433333,-4.04
1,4.25,397.061081,394.16249975,3.54925975,0.211543,-0.309213,-0.1251295,-10.27,-11.23,-47.6213515,-0.54523025,-5.702762,2.2190165,0.1924545,-0.511744,0.4664635,0.414745,0.256391,100.8453485,55.698865,0.91625575,0.94520603525,4.173956,7.799,6.87075,-72.21096,0,0.234115,-3.384,0.461,246.55,317.3,-0.5481415,390.05,390.133333,391.383333,393.233333,-10.324
1,4.75,397.1176615,393.841667,3.484064,0.10542575,-0.2476265,-0.13788,-10.3,-11.36,-45.832468,-1.13340075,-5.773617,2.159655,0.193913,-0.501433,0.442784,0.418869,0.2537365,100.85580455,57.37853,0.798995,0.9261472555,4.241631,7.727,6.86375,-71.05322,0,-0.02112925,-3.2795,0.4805,246.7,316.95,-0.6329705,389.933333,390.866667,391.066667,393.016667,-1.1935
1,5.25,397.7755295,394.2541665,3.479645,0.072498,-0.234133,-0.115365,-10.39,-11.48,-44.483113,-0.522044,-5.283055,2.078203,0.184058,-0.516759,0.448843,0.411996,0.257232,100.862008425,58.105113,0.683,0.928681326,4.512804,7.725,6.8515,-71.90501,0,0.183177,-3.5705,0.4665,246.25,317.55,-0.73690425,390.466667,390.866667,391.233333,392.566667,-22.699
1,5.75,397.153125,394.120833,3.491793,0.10253875,-0.242599,-0.095337,-10.32,-11.66,-49.1131625,-0.76128325,-5.3937605,2.1227385,0.18039075,-0.4979915,0.4552175,0.404981,0.24885625,100.9086,59.2525355,0.77075,0.920017913,4.315503,7.719,6.84925,-73.78637,0,0.21386675,-3.502,0.431,245.7,316.8,-0.67408925,390.05,390.733333,391.366667,392.616667,-13.3865
1,6.25,397.601959,394.666667,3.49672975,0.131801,-0.209468,-0.120276,-10.44,-11.8,-46.7942515,-1.23887925,-4.822037,2.145561,0.1717,-0.494115,0.446824,0.408986,0.241253,100.9159893,58.96,0.67825,0.9105683845,4.3934575,7.7115,6.788,-73.69262,-0.00025,-0.00762975,-3.416,0.45575,246.7,317.6,-0.71713675,389.683333,390.25,390.683333,393.05,-4.074
1,6.75,397.4,394.583333,3.41072,0.271611,-0.28119525,-0.12443925,-10.58,-11.8,-46.01080825,-0.449671,-5.04561925,2.155961,0.184674,-0.53003,0.47678,0.40329625,0.25179525,100.960026,59.470997,0.561,0.93071159675,4.1559265,7.6785,6.5545,-71.62785,0,0.30229375,-3.157,0.461,244.3,318.2,-0.58709675,389.366667,389.866667,391.433333,393.566667,5.2385
1,7.25,397.45497,394.82916675,3.475749,0.03199225,-0.2985935,-0.15425775,-10.71,-11.98,-44.9595865,-0.94185025,-4.28645275,2.053971,0.1817585,-0.55337325,0.443599,0.398358,0.2499775,100.9687946,60.07,0.45447175,0.9614849555,3.988601,7.5985,6.40025,-66.13701,7.98,-0.06295,2.354,0.716,248.5,317.8,-0.59492025,389.666667,389.366667,392.25,393.283333,3.466875
1,7.75,398.087321,394.7083335,3.55297475,-0.032621,-0.27107925,-0.284944,-10.85,-12.37,-36.90341225,-0.3319585,-1.267486,2.031227,0.196902,-0.5331165,0.4877115,0.411077,0.284307,100.9839,59.4075,0.4455,0.9979609295,4.018015,7.5710005,6.353,-43.397505,40.8925,-0.554218,19.945,2.455,247.125,318.475,-0.61734375,389.666667,389.383333,392.033333,392.85,1.69525
1,8.25,397.759504,394.05,3.5199355,-0.00630175,-0.405069,-0.48798375,-11,-12.71,-23.004819,2.3673705,2.893165,1.924287,0.2393725,-0.664226,0.570538,0.4917285,0.329076,100.99184525,58.1425,0.928442,1.0629434965,4.1724005,7.5525,6.34875,-1.10602775,89.525,-1.019195,44.7125,5.125,244.475,320.5,-0.89280825,389.733333,389.95,392.333333,392.983333,5.67575
1,8.75,397.536885,394.116667,3.4628725,-0.666439,-0.707788,-0.924158,-11.13,-12.7,-15.39072925,8.774129,4.1770315,1.9723815,0.31864375,-0.7569805,0.69470625,0.60735325,0.4395015,101.020591,55.50720025,1.5595,1.205164144,4.7925475,7.5555,6.36375,37.358965,155.775,-1.401446,70.54,6.559,245.7,325.4,-0.89105525,390.2,389.983333,390.133333,392.633333,-1.21925
1,9.25,397.35191375,393.62083325,3.42073375,-1.43428025,-0.724452,-0.749159,-11.21747,-12.47,-2.289971,14.786462,3.5287505,2.0045625,0.402738,-0.83346025,0.8019025,0.68130825,0.53340825,101.038591,53.0786855,1.7565,1.3844535,5.318657,7.5615,6.3315,68.8256925,231.1,-1.914677,119.775,11.04,246.9,330.25,-0.914665,388.816667,388.2,389.283333,391.5,-6.79216666666667
1,9.75,395.52601275,392.25833325,3.421796,-2.26729825,-0.8962905,-0.54235,-11.11,-12.41,17.45305925,19.3250795,3.84864625,2.1005785,0.42042825,-0.88089925,0.88445525,0.759678,0.56312525,101.0227255,50.28126875,2.17925,1.57693179025,6.06583575,7.5575,6.32225,92.161935,264.925,-2.34187175,142.05,12.4775,249.3,335.45,-1.071193,386.85,386.55,388.6,390.183333,-12.3650833333333
1,10.25,395.8039015,391.52916675,3.3187725,-2.91053475,-0.81939475,-0.53558775,-10.78,-11.87,40.522925,21.869297,2.8522965,2.27915025,0.461521,-0.936061,0.961277,0.88532125,0.624916,101.04796625,45.44,2.86833875,1.759774,6.6682775,7.5675,6.30925,107.1094,315.85,-3.3803685,157.7,13.37,252.5,336.6,-1.115851,386.05,385.933333,386.183333,386.233333,-17.938
1,10.75,395.01244125,390.675,3.231936,-3.96459,-0.813251,-0.453271,-10.6,-11.6,36.3525785,21.537646,2.52293275,2.17718725,0.47070775,-1.027919,0.99248125,0.941223,0.65949325,101.014678,43.63571875,3.037,2.00843109975,6.845544,7.552,6.30225,127.6175,350.4,-4.00773275,190.4,16.53,255.1,339,-1.0911775,385.6,385.633333,385.966667,385.933333,-19.5375
1,11.25,394.90089275,390.16250025,3.199271,-3.742075,-0.728997,-0.418508,-10.52,-11.04,53.13688675,25.153359,0.458464,2.2401695,0.51341425,-1.069488,0.997586,0.93248,0.6758815,100.95244985,41.803257,3.3535,2.160226213,7.23326475,7.5305,6.3195,138.60385,381.85,-3.889796,220.025,19.45,257.8,342.475,-1.136952,384.7,384.583333,384.2,384.35,-13.32375
