DOY2,HR2,FC,FCH4,LE,H,PPFD_IN,TA,TS,RH,VPD,USTAR,WS,V_SIGMA,TAU,T_SONIC,CO2,H2O,CH4,U_SIGMA,W_SIGMA,PA,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT
1,9.25,1.375556,31.733,34.0545,36.119,279.95,16.682,13.645,65.656,7.07957,0.30525,3.0322025745,0.5687869765,-0.06087005,19.4621,434.0835,18.62275,2232.08,0.595758,0.258772,101.288,290.870123691722,264.653133903134,289.243825485447,343.357466063349,54.7890179910045
1,9.75,0.566136,25.806,43.0115,57.493,385.25,17.225,13.745,63.173,6.87333,0.3042925,3.1747039805,0.600310125,-0.0807124,20.0999,428.45,18.8268,2216.35,0.6202905,0.302133,101.288,287.747383444339,268.48254985755,371.712343884619,436.289592760181,64.5772488755622
1,10.25,0.871903,24.333,54.175,75.961,758.3,17.7,13.935,60.143,8.06898,0.30615,3.3189440955,0.715346669,-0.10184915,20.1771,426.7805,19.2028,2203.55,0.7505905,0.325145,101.288,290.133206470029,275.908475783476,456.074209049321,531.724358974359,76.354047976012
1,10.75,0.656088,30.8985,56.713,98.252,792.9,17.9991,14.025,58.593,8.62875,0.31915,3.4527444485,0.7922559255,-0.13197765,20.43885,431.0105,18.92015,2170.795,0.8644275,0.3726845,101.288,292.200761179829,285.893874643875,491.112317144595,570.978883861237,79.8665667166417
1,11.25,0.023237,20.215,70.7285,118.9425,567.4,19.23,14.42,55.9675,10.09602,0.3328,3.66839,0.828143572,-0.12182,20.3537,423.2525,17.5221,2135.275,0.895257,0.415358,101.288,301.432921027593,284.448717948718,528.738954052386,635.970588235294,87.0059970014993
1,11.75,0.035642,22.7965,80.596,105.951,571.1,19.6,14.94,53.9785,11.09657,0.341,3.664718907,0.898593,-0.11452555,20.2938,424.40575,14.1928,2122.41,0.926654,0.3876885,101.288,302.367269267364,284.596153846154,581.842698560222,670.269984917044,89.4190404797601
1,12.25,0.295167,28.63,75.501,98.7184,471.1457256,20.17,15.41,54.4615,11.8104,0.352324,3.644628587,0.876172,-0.1092565,21.2672,425.559,18.8905,2127.3,0.944414,0.340358,101.288,304.193149381541,301.587606837607,553.836538744203,643.242835595777,88.5397301349325
1,12.75,0.0646255,20.5,84.1815,106.8335,476.2290984,20.445,15.9,54.275,11.65431,0.3531,3.752550264,0.967582493,-0.1085437,23.1218,421.194,19.41605,2135.72,0.924142,0.3532155,101.288,300.88106565176,302.739316239316,589.828221635788,677.802413273001,89.027736131934
1,13.25,0.701257,20.383,78.665,96.466,563.7,20.4712,16.49,53.234,11.32381,0.36215,3.716587196,0.89071566,-0.13665615,23.4803,421.574,19.516,2126.21,0.8992745,0.3797795,101.288,304.595623215985,301.92735042735,562.692071385122,652.510558069382,86.6731634182909
1,13.75,0.415321,23.514,77.476,75.878,575.8729348,20.78,16.785,52.567,12.67171,0.3363,3.596517157,0.841341,-0.106439,24.3485,419.377,19.6942,2120.15,0.979355,0.360341,101.288,300.3311132255,302.06160968661,531.777452902508,609.851055806938,77.98988005997
1,14.25,0.758567,25.62,80.939,75.6666,497.0180248,20.24195,17.005,51.07,12.17678,0.3371,3.494720708,0.7971540085,-0.122638,23.81945,421.475,17.69205,2096.665,0.818479,0.371955,101.288,299.204567078972,299.920227920228,425.100866082796,490.877073906486,66.9192653673163
1,14.75,0.448564,21.711,58.624,50.8787,329,20.15,17.225,51.0382,12.24219,0.31495,3.3916850795,0.7015725,-0.1054475,23.63995,421.318,15.94045,2084.27,0.843461,0.367501,101.288,297.406279733587,296.326923076923,412.705620832118,474.549773755656,61.9363568215892
1,15.25,0.7458945,23.371,56.846,30.48815,242.6,20.28,17.35,51.68,12.31662,0.310545,3.4443699835,0.713617758,-0.1034976,23.73905,418.9275,16.8234,2096.38,0.890478,0.375126,101.288,298.27973358706,291.318376068376,309.718355528118,355.460784313725,50.4044227886057
1,15.75,0.838503,27.84,41.459,12.658,186.8865416,19.895,17.435,51.306,12.11757,0.30035,3.3423934495,0.5582125635,-0.10138225,23.7451,419.439,17.09635,2104.07,0.880344,0.3788935,101.288,296.198858230257,286.859686609687,258.946515543133,305.838612368024,40.3208395802099
1,16.25,1.0202825,20.673,27.437,-2.842,142.1,19.635,17.425,54.159,11.05713,0.265,3.0140511785,0.4444633605,-0.08869665,23.3054,419.5655,17.50565,2110.815,0.8435875,0.321944,101.288,297.600380589914,279.569800569801,170.562117244545,198.145550527903,26.302023988006
1,16.75,1.357176,17.144,11.5217,-13.767,67.79,18.7,17.395,57.4653,9.39231,0.2136685,2.777370648,0.3345571515,-0.0470657,23.1298,420.46,17.48675,2121.395,0.632238,0.2770205,101.288,293.640818268316,272.178418803419,73.1132563808593,85.2730015082956,13.1457271364318
1,17.25,1.473312,21.123,3.65,-13.6842,18.29188856,17.8525,17.25,58.086,8.65854,0.1959,2.318841911,0.2709602725,-0.04253755,23.1108,421.9555,18.39825,2136.27,0.5705735,0.2774905,101.288,288.991436726927,263.071225071225,7.79722028126213,10.193665158371,2.35234632683658
1,17.75,1.529241,21.739,1.634,-21.294,0,17.8547,17.085,57.8587,7.35311,0.1963,2.220466567,0.24319248,-0.0143062,22.7978,424.1075,18.80155,2154.01,0.4556745,0.1957545,101.288,288.176022835395,258.682336182336,-3.76333732455041,-2.36966817496229,1.33227136431784
1,18.25,1.617552,19.238,1.6085,-17.5385,0,17.395,16.83,59.829,8.31423,0.16625,2.2237321915,0.228897701,-0.0285907,22.3885,425.9625,18.94395,2159.545,0.507428,0.2114835,101.288,288.633682207421,255.720085470085,-5.32999291078443,-2.89206636500754,1.79614692653673
1,18.75,1.41015,23.732,0.7435,-15.7605,0,16.9354,16.645,62.971,6.95992,0.1396,1.87959,0.193357579,-0.018706,21.60765,425.6175,20.1861,2172.14,0.434466,0.185376,101.288,288.62226450999,252.777065527066,-4.90061361577131,-2.25691553544495,1.76050974512744
1,19.25,1.571519,22.9175,1.152,-14.0663,0,16.72,16.57,63.825,5.84834,0.163804,2.131619422,0.260221,-0.0179771,21.3597,428.583,19.14855,2180.07,0.4847,0.195589,101.288,288.288296860133,252.67735042735,-4.94379524038885,-2.34709653092006,1.94335082458771
1,19.75,1.4884995,22.89685,0.35,-16.00045,0,16.11,16.53,63.719,5.42702,0.1419,1.982598162,0.205522782,-0.01660175,21.36675,429.358,19.1808,2187.425,0.4231355,0.197172,101.288,280.063748810657,252.083333333333,-4.07605465366868,-2.06773001508296,1.57106446776612
1,20.25,1.484862,23.051,1.404,-15.0703,0,16.01,16.39,66.69,5.84407,0.156877,2.041534486,0.176479,-0.0294287,21.2043,429.715,19.1007,2232.44,0.4834295,0.2267925,101.288,282.292102759277,250.849715099715,-4.45272816759041,-2.09737556561086,1.90306596701649
1,20.75,1.5248095,33.561,0.8655,-12.54,0,15.67,16.145,65.705,5.64891,0.1527,1.863446506,0.16082,-0.0409277,20.87765,429.889,19.05055,2256.915,0.5022925,0.2339145,101.288,280.642245480495,249.621794871795,-4.76832751158355,-2.24426093514329,1.80451274362819
1,21.25,1.39472,28.599,0.718,-16.28745,0,15.53,16,66.958,5.72181,0.1442,1.846448563,0.221532,-0.0390057,20.6481,430.712,19.4994,2243.48,0.4807295,0.230057,101.288,279.730732635585,249.046296296296,-4.28974191637212,-2.19698340874811,2.22527736131934
1,21.75,1.557983,25.231,0.4815,-12.67905,0,15.53,15.81,63.836,5.64382,0.143767,1.972787572,0.201491694,-0.03457525,20.39405,431.4645,19.5847,2249.89,0.514142,0.233208,101.288,277.595623215984,249.56339031339,-4.21087329073021,-1.54831070889895,1.92046851574213
1,22.25,1.727961,28.357,1.06499,-12.387,0,15.37,15.67,67.24,5.5581,0.153835,1.905904239,0.228779,-0.036945,20.3697,431.9695,19.713,2204.76,0.4837095,0.242031,101.288,275.205518553758,250.837606837607,-4.5546630191692,-2.3712443438914,1.97902548725637
1,22.75,2.0342475,31.596,0.2225,-14.15375,0,15.3,15.52,65.352,5.52864,0.1533,2.104200489,0.212475,-0.0348092,20.35995,431.8275,19.8213,2224.94,0.514975,0.2308415,101.288,276.492863939106,249.425925925926,-4.32205807729622,-2.50753393665158,2.00593703148426
1,23.25,1.43847,20.328,0.3701585,-11.7902,0,15.52,15.295,67.182,5.03941,0.1721,1.98654,0.232678329,-0.04935145,20.2298,431.54,19.9521,2249.37,0.600312,0.245591,101.288,273.303520456708,242.438746438746,-4.21201472793015,-6.88826546003016,-2.66445277361319
1,23.75,1.483275,25.1306,0.0105,-9.846,0,15.47,15.03,67.3155,5.60695,0.1698,1.962226226,0.199366758,-0.05145965,20.1323,431.3515,20.2202,2311.53,0.5692065,0.2600855,101.288,279.193149381541,240.906695156695,-4.819185701267,-8.36417797888386,-3.60701649175412
2,0.25,1.459585,24.785,5.088,-6.176,0,17.225,15.36,63.9095,5.725235,0.1866205,2.477788741,0.3130115,-0.0441061,16.0604,414.8525,0.1047051,2278.5,0.55301,0.2477685,102.407,276.317316841104,258.295940170941,-4.70105324034816,-7.19239064856712,-0.906154422788605
2,0.75,1.1017105,29.631,4.1205,-3.775,0,15.69,15.165,66.733,6.18449,0.1981,2.245755133,0.341078873,-0.0601084,15.80905,413.5795,0.1027066,2295.64,0.6036,0.2325245,102.388,286.123691722169,259.156339031339,-4.77290596217728,-3.50894419306184,1.73124062968516
2,1.25,1.19286,27.09,4.15,-4.188,0,16.47,15.1,67.206,5.9061,0.1700955,2.3020980505,0.292290316,-0.0449935,15.14425,416.1415,0.101755,2368.27,0.5298975,0.2378415,102.354,286.727402473835,258.690883190883,-4.87203993026111,-2.97237179487179,2.02639430284857
2,1.75,1.0013505,24.6174,3.418,-3.86,0,16.255,15.055,62.878,6.02206,0.1394,2.03003,0.274309667,-0.0260656,14.7654,417.273,0.114614,2337.97,0.438209,0.196994,102.381,290.18648905804,257.147792022792,-4.77342822367098,-2.58809577677224,2.73186281859071
2,2.25,0.839424,22.8595,2.803805,-3.94537,0,14.93,15.035,64.54,5.89199,0.142827,1.9481196465,0.2657656465,-0.021097,14.45835,416.289,0.10663475,2325.88,0.426727,0.1712825,102.319,285.125118934349,255.639245014245,-4.55269603885841,-2.1816101055807,2.01245877061469
2,2.75,1.3303125,29.1342,4.94956,-3.461,0,16.33,14.92,63.479,4.96518,0.16665,1.979545535,0.2636182535,-0.0164204,14.46445,416.0885,0.1047282,2243.37,0.446467,0.13479,102.3165,299.324452901998,254.941951566952,-3.59011696244638,-2.17,1.32624437781109
2,3.25,1.0882655,29.5831,7.2655,-4.309,0,18.175,14.825,64.851,5.66594,0.1747,1.957988303,0.2797494,-0.0180525,14.49505,418.7965,0.1039481,2322.58,0.414347,0.147353,102.312,299.058991436727,254.301282051282,-4.52335971720024,-2.14162518853696,1.75337706146926
2,3.75,1.176932,30.0638,7.113,-4.1215,0,16.755,14.605,62.664,5.6746,0.1646,2.086340572,0.242157904,-0.012632195,14.44395,419.7435,0.0964215,2345.79,0.404254,0.144759,102.2855,299.977164605138,254.795584045584,-4.61297227573993,-2.46245098039216,1.70999250374813
2,4.25,1.482983,23.7449,7.121,-5.075,0,16.355,14.395,64.083,4.17056,0.1905,2.36856,0.252537911,-0.02481365,14.4461,425.002,0.09856195,2296.18,0.505469,0.185209,102.326,304.218839200761,254.133547008547,-4.82463374082186,-2.34798642533937,2.21332458770615
2,4.75,1.571995,23.478,6.934,-5.9225,0,16.895,14.245,62.319,5.32947,0.1661,2.20098,0.3011295085,-0.0253662,14.3644,424.2935,0.0909863,2336.5,0.492033,0.191769,102.3405,303.585632730733,252.941595441595,-4.40462089656527,-2.42826546003016,2.18667166416791
2,5.25,1.542182,27.8118,5.36968,-3.593,0,16.215,14.115,65.407,4.757175,0.2097245,2.294690676,0.3171535,-0.02930695,14.37545,429.3455,0.0973537,2731.01,0.4634135,0.2080215,102.3715,296.651760228354,251.674145299145,-4.52458350575843,-2.27677224736048,2.13991379310345
2,5.75,1.4335195,16.2206,8.484,-5.544,0,15.925,13.975,69.156,4.31152,0.184058,2.2923295065,0.293739,-0.0393174,14.24495,434.2245,0.093611,2350.85,0.498191,0.1997835,102.4015,298.946717411989,251.182336182336,-4.76985793302444,-2.10439291101056,2.46775862068966
2,6.25,1.371838,25.468,5.738,-4.089,0,15.645,13.995,68.02,4.874805,0.174113,2.1377473675,0.2714017475,-0.03987715,13.68585,432.4105,0.0915001,2290.235,0.546303,0.218505,102.4195,300.51284490961,251.277777777777,-4.92137167276091,-2.22941930618401,2.75557346326837
2,6.75,1.429152,26.5837,5.203,-4.232,9.4342857145,14.705,14.205,68,4.27633,0.172227,2.2388531255,0.2768656925,-0.03010655,12.83495,430.9925,0.0915225,2297.61,0.4833265,0.196959,102.445,300.19933396765,250.722578347578,0.140584532394442,2.81665535444948,3.81539355322339
2,7.25,0.819123,32.628,8.34573,-2.974,51.135,15.205,14.14,66.953,4.785465,0.217,2.4684668815,0.303264228,-0.03450415,12.4778,429.741,0.09079,2308.985,0.5108095,0.196213,102.474,302.79257849667,250.799857549858,28.0531847198572,49.9788461538461,18.732796101949
2,7.75,0.753276,22.9145,13.66,3.483,120.695,16.005,14.07,66.7255,5.16717,0.234942,2.8614030165,0.3794125835,-0.0257291,12.54725,426.129,0.09048185,2294.79,0.4887035,0.203186,102.5,305.756422454805,253.540598290598,108.24213651093,143.021870286577,30.7679910044978
2,8.25,0.5261735,33.6435,18.8596,12.035,219.8950928,16.31,14.035,66.378,5.341655,0.247638,3.101685523,0.457079606,-0.04232425,12.8415,424.45,0.0966195,2269.55,0.6529,0.2382725,102.5265,307.819695528069,256.438746438746,198.99808579873,258.55580693816,54.9525487256371
2,8.75,0.0358508,24.984,25.0331,14.985,329.25,17.635,13.995,65.7695,5.73634,0.2675575,3.163740487,0.485752402,-0.06433505,13.88755,422.1205,0.1056201,2273.565,0.6355135,0.285292,102.5455,291.534728829687,260.478276353276,321.650747703071,374.026018099548,52.9354572713643
2,9.25,0.0497145,29.542,28.6196,29.266,472.4,17.715,14.24,66.187,5.816085,0.2827745,3.469286556,0.545798812,-0.07457865,14.76065,420.6245,0.1178205,2232.08,0.779147,0.3282275,102.5565,283.494291151285,263.53952991453,405.757725605523,470.720588235294,48.7889055472264
2,9.75,-0.641584,28.219,44.2296,35.92825,569.4,17.185,14.18,61.701,6.72264,0.302578,3.531593842,0.618699021,-0.0888276,15.92645,416.6545,0.122839,2216.35,0.7412355,0.3422585,102.5755,282.436726926736,267.758547008547,497.314883960735,560.13084464555,53.1967016491754
2,10.25,-0.212936,27.5705,46.403,28.451,728.9,17.61,14.425,61.1715,7.34773,0.285121,3.708484355,0.6026339015,-0.0973667,16.8932,416.9095,0.126453,2203.55,0.9014685,0.3517565,102.579,281.574215033302,271.766381766382,602.005238217995,656.335972850678,52.2704647676162
2,10.75,-0.415058,27.495,53.8095,50.072,767.8,17.875,14.66,59.049,8.21368,0.3071975,4.079236914,0.734056289,-0.06754555,17.74295,414.0265,0.1287275,2170.795,0.8094865,0.361088,102.58,282.793529971456,276.214387464388,667.805216396327,720.469834087481,51.5830584707646
2,11.25,-0.6127005,24.455,65.331,53.6575,909.1,18.205,14.98,58.837,9.29224,0.301869,3.921115,0.676755221,-0.0635659,18.11365,413.398,0.1344095,2135.275,0.848251,0.35471,102.566,286.180780209324,281.157407407407,709.627513166493,765.512820512821,53.6767991004498
2,11.75,-0.5047005,25.653,57.972,48.735,982.3,18.55,15.255,57.639,9.94623,0.32435,3.8992828945,0.744664,-0.07875335,17.123,412.7005,0.140443,2122.41,0.8093435,0.360748,102.5405,287.978116079924,284.718660968661,742.319719043193,796.481900452489,51.9853073463268
2,12.25,-0.635929,24.9857,71.24,46.609,1134.373432,19.61,15.6,56.7115,10.73925,0.336006,4.093280584,0.718753411,-0.10097075,17.4862,412.816,0.114859,2127.3,0.9449875,0.356884,102.4865,291.497145575642,286.586538461538,754.703663665905,810.848416289592,52.6302473763118
2,12.75,-0.568668,23.391,71.262,56.513,1068.45,20.34,15.99,55.386,11.785375,0.333274,4.093833969,0.779070042,-0.09183485,18.1949,411.98,0.1364265,2135.72,0.9300105,0.3393895,102.444,293.614652711704,288.810541310542,732.700044265197,786.760935143288,50.796551724138
2,13.25,-0.460877,30.8524,74.03325,50.65865,1137.91746,20.035,16.295,55.245,11.91974,0.302127,4.040746321,0.742422,-0.0874911,18.3301,412.093,0.149014,2126.21,0.792566,0.336539,102.404,293.123691722169,290.249643874644,696.56740419383,751.257164404223,51.3118065967017
2,13.75,-0.39715,22.818,75.09865,42.529,1053,19.85,16.66,55.986,11.76882,0.292643,3.973932364,0.7780843275,-0.0959813,18.8078,409.556,0.148291,2120.15,0.881667,0.335075,102.362,295.136536631779,290.073361823362,672.491659486999,726.471719457014,53.9884932533733
2,14.25,-0.45516,24.1653,78.4809,43.394,860.6,18.72,16.905,54.6755,11.868225,0.3159,3.9900169655,0.7373325,-0.0938114,19.0197,408.636,0.146076,2096.665,0.91735,0.332133,102.342,298.93101807802,290.606125356125,578.494726279394,630.13310708899,50.0348575712144
2,14.75,-0.410808,23.177,69.89795,32.036,809.55,19.88,17.1,54.149,12.128605,0.297633,3.90591,0.687360513,-0.105444,19.2972,407.863,0.151249,2084.27,0.8588485,0.3348215,102.2615,295.581826831589,290.908475783476,515.282013405062,566.312971342383,49.7462893553223
2,15.25,-0.443089,24.0259,68.0455,34.137,699.85,20.115,17.17,54.766,11.80751,0.287971,4.052094022,0.695178565,-0.0695604,19.2236,408.381,0.125459,2096.38,0.88149,0.329456,102.288,289.537107516651,290.802350427351,451.734959330289,500.362368024133,47.7420914542729
2,15.75,-0.3657845,26.43,56.6392,22.996,494.9473072,19.84,17.41,56.158,10.64041,0.2876,3.625602915,0.590767578,-0.0614038,19.3018,408.254,0.125586,2104.07,0.842661,0.30154,102.28,292.983824928639,289.851139601139,289.49459065716,322.066742081448,32.5721514242879
2,16.25,-0.0546655,21.2392,52.2195,11.14695,301.65,19.3,17.37,57.479,10.48166,0.2536,3.474739671,0.567215466,-0.0713507,19.4677,407.885,0.125891,2110.815,0.790979,0.301765,102.275,295.385347288297,287.09472934473,247.850344906733,282.638763197587,34.7884182908546
2,16.75,0.1113075,23.7198,34.238,4.174,212.99139,19.175,17.33,58.4085,9.746455,0.266699,3.448806952,0.528226,-0.0605439,19.5139,407.818,0.123699,2121.395,0.760392,0.335342,102.273,300.832064700286,282.644586894587,150.865556475156,173.894042232278,22.5438905547226
2,17.25,0.424266,22.44,30.9094,-5.03578,85.855,18.945,17.285,59.894,8.87762,0.2093,2.928278708,0.414182844,-0.0501305,19.3614,407.497,0.116867,2136.27,0.683773,0.272839,102.303,297.08848715509,280.351139601139,58.5964495806395,67.205467571644,9.12131934032984
2,17.75,0.96114,25.1055,21.42795,-7.12513,21.26644416,18.345,17.235,62.597,7.4821,0.190927,2.584262888,0.326701635,-0.04653185,19.2169,407.28,0.109294,2154.01,0.557669,0.260719,102.331,295.365842055186,277.857193732194,0.624419898082607,3.6315874811463,2.94492128935533
2,18.25,1.122502,28.73175,11.165,-7.52381,0,17.58,17.045,63.008,6.81838,0.1917,2.648210274,0.339790689,-0.0424814,18.86,407.747,0.105137,2159.545,0.600111,0.255171,102.326,284.907706945766,275.922364672365,-6.28447770458666,-3.60647812971342,2.45377061469265
2,18.75,0.7125085,19.241,7.92,-5.410245,0,17.225,16.9,68.232,6.05725,0.180365,2.57858,0.381524952,-0.0391732,18.5065,407.813,0.106762,2172.14,0.604252,0.255565,102.324,288.747859181732,274.706196581197,-5.490346568797,-3.66031674208145,2.68127436281859
2,19.25,1.16653,19.3931,6.8365,-7.255955,0,16.91,16.785,68.3085,5.92318,0.167247,2.59132,0.426537898,-0.0291866,18.2897,408.509,0.102543,2180.07,0.563741,0.256467,102.349,283.929590865842,272.408475783476,-5.54806620445433,-3.09747360482655,2.89570464767616
2,19.75,1.0820865,12.9581,9.18748,-6.0548,0,16.24,16.705,68.6585,5.597,0.1738,2.288935379,0.31149,-0.0254813,17.8181,409.893,0.102043,2187.425,0.519285,0.21969,102.379,287.905803996194,271.365028490029,-5.82226257911767,-3.12039969834087,2.84383808095952
2,20.25,1.1965985,22.349,10.19455,-4.242,0,16.095,16.57,70.766,5.43786,0.154411,2.521351336,0.339977,-0.0303125,17.8913,411.275,0.100618,2232.44,0.511684,0.242801,102.39,279.089438629876,267.569800569801,-5.89741631446719,-2.74917043740573,2.91021739130435
2,20.75,1.33606,20.755,10.675,-5.21,0,15.725,16.45,72.088,5.17541,0.1618,2.45135,0.35937,-0.0298851,18.0656,411.802,0.0988498,2256.915,0.545762,0.211605,102.417,277.247383444339,267.435541310542,-5.79876583766938,-3.23924585218703,2.50558845577212
2,21.25,1.123475,18.84,6.29751,-6.974,0,16.305,16.41,71.404,5.07118,0.16935,2.4545378,0.318506983,-0.0318154,17.21175,414.015,0.10468145,2243.48,0.497172,0.2287795,102.3715,278.768315889629,266.176638176638,-5.39546946549348,-3.03121794871795,2.56962893553224
2,21.75,1.1800395,23.429,5.878,-3.68768,0,15.39,16.38,69.699,5.30928,0.179226,2.705541121,0.334259492,-0.03809895,16.4188,413.455,0.0987596,2249.89,0.496943,0.211639,102.402,283.360608943863,264.935541310541,-6.04928712114532,-2.91342006033183,2.50988380809595
2,22.25,1.219471,25.634,5.09,-7.049,0,14.925,16.22,70.3485,5.31457,0.185174,2.47486,0.341322222,-0.042337,16.2264,412.921,0.0980421,2204.76,0.513699,0.221805,102.404,287.314938154139,264.094017094017,-5.22345510502669,-2.57708898944193,2.56272863568216
2,22.75,1.01404,20.4705,4.27206,-5.675,0,16.175,15.955,63.872,5.3266,0.180005,2.237286408,0.357784,-0.0405489,16.3544,413.733,0.0986473,2224.94,0.486333,0.225138,102.416,289.693149381542,264.595441595441,-4.80529151148408,-2.39130467571644,2.32741004497751
2,23.25,1.500836,24.1617,8.97084,-5.976,0,17.71,15.78,66.174,5.59801,0.21295,2.762388476,0.340129789,-0.03577965,15.79555,415.186,0.0742266,2249.37,0.45928,0.2325125,102.3965,290.128449096099,259.468660968661,-2.89131265815058,-6.40976621417798,-1.79631184407796
2,23.75,1.69684,18.84515,2.116,-5.041,0,17.67,15.645,64.9925,6.0727,0.1951095,2.5784384835,0.329952,-0.04474245,15.70545,415.1725,0.0721475,2311.53,0.5800705,0.2508225,102.397,289.376784015224,260.785612535613,-2.91444658892271,-7.83521870286576,-2.93799100449775
