DOY2,HR2,FC_1_1_1,SC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,PA_1_1_1,NEE_1_1_1
1,0.5,4.77,0.364999999999998,0.67675,24.6,33.2674999999999,439.2,439.5825,447.691,456.122,5.114,4.48,3.85,3.094,99.9,100,98.58,99.9,0.365999999999999,0.745999999999995,0.853999999999996,0.98,0.559999999999995,0.57625,0.880999999999999,0.903499999999999,1.8285,1.112,2.112,2.78,0.2,2.025,1.7,315.66,324.32,9.1375,8.209,8.403,99.51125,4.81999999999999
1,1.5,4.411,0.3,0.660799999999998,27.2725,29.65,441.26875,439.6415,445.4875,449.491,5.068,4.4475,4.14599999999999,3.46124999999999,100,100,98.98,99.9825,0.355999999999999,0.691999999999996,0.813999999999996,0.971999999999998,0.528,0.4625,0.845499999999999,0.89175,1.81,1.112,2.094,2.77,0.3,2,3.68249999999999,315.58,323.56,9.4085,8.465,8.653,99.47475,4.521
1,2.5,4.14625000000001,0.3,0.7069,29.865,45.35,439.76,439.3425,445.2,450.16675,4.826,4.436,4.158,3.5285,99.9,100,99.1,100,0.345999999999999,0.635999999999999,0.787999999999997,0.948,0.577999999999997,0.43,0.807499999999998,0.88,1.7985,1.109,2.082,2.77,0.3,2,4.15999999999995,315.86,322.98,9.5405,8.444,8.8775,99.48825,4.8
1,3.5,3.574,0.3,0.6912,29.73,41.3,442.62025,441.23925,445.51,450.5025,4.25,3.89599999999999,3.78,2.958,100,100,99.2,100,0.295999999999999,0.588,0.763999999999999,0.931999999999998,0.499999999999996,0.42125,0.766499999999999,0.87,1.79425,1.109,2.09525,2.763,0.3,2,5.24999999999998,315.7,321.58,9.64875,8.73550000000001,9.3155,99.49,3.6
1,4.5,3.709,0.3,0.723299999999999,33.25,42.485,440.6,439.78,445.76075,451.184,4.138,3.60625,3.596,2.819,99.98,100,99.28,100,0.248,0.538,0.705999999999999,0.908,0.407999999999997,0.41,0.726499999999999,0.86,1.7885,1.102,2.111,2.763,0.3,2.1,5.01999999999998,316.88,321.28,9.732,8.8295,9.2155,99.46475,3.773
1,5.5,5.04399999999999,0.3,0.747125,32.3250000000001,41.7600000000002,442.12575,441.11,446.7,450.93775,3.968,3.6685,3.538,2.726,99.98,100,99.1,100,0.248,0.51,0.671999999999998,0.895999999999999,0.31,0.355,0.6855,0.84,1.76,1.099,2.1325,2.756,0.3,2.1,4.16999999999996,316.22,320.08,9.446,8.52,8.9065,99.44775,4.725
1,6.5,8.55374999999999,0.3,0.7851,27.9825,40.8150000000001,441.61975,442.283,447.01325,450.0875,3.978,3.647,3.388,2.436,100,100,99.1,100,0.24,0.49,0.641999999999998,0.891999999999998,0.333999999999999,0.34375,0.65,0.814499999999999,1.72275,1.099,2.10725,2.756,0.4,2,4.53249999999999,314.78,319.68,9.535,8.55599999999999,9.13875,99.45075,8.58149999999998
1,7.5,4.05799999999999,0.3,0.7692,31.0475,40.5374999999999,441.85,441.53,446.09525,450.66175,3.844,3.32775,3.032,2.239,100,100,99.1,100,0.238,0.47,0.595999999999999,0.881999999999998,0.31,0.3425,0.615499999999999,0.795999999999999,1.71425,1.096,2.09625,2.749,8.46499999999999,6.8875,5.1,314.8,318.94,9.485,8.31625,8.88975,99.44475,4.15
1,8.5,4.46774999999998,0.2,0.7729,32.9125,61.7299999999998,444.92,444.36525,446.8075,448.76,4.02999999999999,3.70724999999999,3.723,3.01,99.98,100,98.965,100,0.233999999999999,0.438,0.588,0.855999999999999,0.318,0.33125,0.595499999999999,0.785999999999999,1.6985,1.096,2.07625,2.749,137.36,92.1024999999999,53.025,316.32,322.7,9.61,8.82,9.16775,99.48375,4.91249999999998
1,9.5,4.09625,0.1,0.749675,49.715,97.1324999999998,439.141,438.24,439.3565,440.046,5.692,5.3,5.61,5.55625,100,100,98.8825,99.9,0.347999999999997,0.41,0.588,0.837999999999999,0.365999999999999,0.34375,0.5655,0.777499999999999,1.67425,1.103,2.051,2.749,296.285,209.7675,142.45,317.18,336.2,9.98074999999999,8.834,9.291,99.5085,4.27
