DOY2,HR2,CO2_1_1_2,H2O_1_1_2,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,417.87525,0.4025,0.39,1992.29225,418.0755,0.39,0.3955,1992.47,418.053,0.383,0.419,1993.841,418.199,0.392,0.318,1991.75,1.93725,-16.61025,0.25075,419.182,0.428,0.0125,-0.0265,-0.126,-0.829,-0.304,0.097,-28.3205,-3.267,0.395,1.32,1.33,-17.408,-27.784,-22.10325,-17.855,90.08225,55.88,0.32,-27.73,-9.76,-13.4825,0.05,-3.845,0.5,-1.22,-1.025,165.7,195.55,-50.42,245.55,253.05,-0.04,-0.23,-0.1,-0.17,-0.2,0.02,-0.1,-0.21,-3.07,-2.604,-1.889,-4.585,-3.832,-2.508,-2.276,-2.2445,-2.046,-1.354,-5.794,-5.004,-3.65025,-3.212,-2.7545,-1.57725,-1.32075,-4.471,-4.055,-3.655,-3.033,-3.073,-2.97525,-6.905,-6.54,-5.11775,-6.529,-4.35825
1,5.75,417.9315,0.39,0.4225,1993,417.9625,0.3685,0.4065,1992.95,417.9885,0.381,0.443,1992.0505,418.078,0.347,0.373,1993.63,1.847,-16.228,0.221,419.22325,0.418,-0.0195,-0.0235,-0.07775,-1.04725,-0.3425,0.094,-29.11,-3.80475,0.367,1.395,1.3425,-17.5085,-28.42625,-21.79,-17.7725,90.05925,56.845,0.289,-27.0875,-9.8125,-13.48,0,-3.7575,0.5,-1.22,-1.0375,168.5,197.7,-53.315,245.55,252.8,-0.03,-0.2275,-0.09,-0.1675,-0.195,0.02,-0.1,-0.2,-3.0755,-2.6045,-1.88675,-4.596,-3.825,-2.51775,-2.27675,-2.25,-2.04725,-1.35625,-5.778,-5.007,-3.661,-3.2445,-2.772,-1.587,-1.322,-4.49025,-4.057,-3.661,-3.031,-3.082,-2.98,-6.93625,-6.5315,-5.12375,-6.562,-4.505
1,6.25,417.832,0.37225,0.41125,1992.50475,417.80675,0.36375,0.4145,1991.267,417.8035,0.36525,0.433,1990.49,417.83375,0.345,0.36675,1991.909,1.504,-15.74,0.1855,419.035,0.422,0.0065,-0.0335,-0.0295,-0.3855,-0.1335,0.0955,-26.448,-1.761,0.381,1.2325,1.2075,-17.2195,-27.941,-21.09825,-17.6955,90.0465,56.5975,0.2755,-27.165,-9.8175,-13.49,0.025,-3.785,0.4,-1.2075,-1.02,166.55,198.15,-52.5,245.5,252.7,-0.04,-0.23,-0.09,-0.1775,-0.2,0.02,-0.1,-0.2,-3.07475,-2.605,-1.8855,-4.60075,-3.81725,-2.5225,-2.27575,-2.24,-2.0485,-1.3575,-5.763,-4.99325,-3.661,-3.278,-2.778,-1.60625,-1.323,-4.48125,-4.0565,-3.66025,-3.03125,-3.08325,-2.985,-6.93675,-6.522,-5.20575,-6.6455,-4.5415
1,6.75,417.54,0.3695,0.40575,1991.2065,417.527,0.3535,0.4065,1990.574,417.505,0.3635,0.4245,1990.7305,417.632,0.35,0.3295,1991.5705,1.7165,-15.90225,0.19325,419.1495,0.41,0.01475,-0.018,-0.068875,-0.7465,-0.21925,0.09575,-27.506,-3.445,0.374,1.4,1.2425,-17.3905,-27.671,-20.8305,-17.941,90.048,55.225,0.299,-27.12,-9.765,-13.4875,0.1,-3.855,0.4,-1.245,-0.99,168.95,198.85,-53.5775,245.475,252.575,-0.03,-0.23,-0.09,-0.175,-0.2,0.02,-0.1,-0.21,-3.07075,-2.6065,-1.87,-4.576,-3.814,-2.522,-2.274,-2.23,-2.049,-1.358,-5.76375,-4.99775,-3.64675,-3.213,-2.784,-1.58875,-1.324,-4.471,-4.054,-3.656,-3.029,-3.077,-2.984,-6.907,-6.515,-5.2305,-6.53825,-4.501
1,7.25,418.44425,0.393,0.404,1991.121,418.6215,0.37025,0.409,1992.6095,418.6115,0.37275,0.425,1991.512,418.687,0.304,0.3165,1992.8725,1.794,-15.95675,0.21375,419.10225,0.4765,-0.00125,-0.01525,-0.10825,-0.7105,-0.28825,0.08675,-34.4905,-3.10375,0.3485,1.265,1.195,-17.91975,-27.698,-21.349,-17.55825,90.03875,55.2725,0.322,-27.215,-9.78,-13.3875,0.05,-3.86,0.4,-1.225,-1.025,168.25,199.7,-53.37,245.5,252.5,-0.03,-0.24,-0.09,-0.16,-0.2,0.02,-0.1,-0.21,-3.0695,-2.607,-1.867,-4.579,-3.819,-2.529,-2.271,-2.227,-2.05,-1.36,-5.775,-4.99625,-3.64525,-3.2105,-2.7785,-1.601,-1.32475,-4.475,-4.049,-3.656,-3.029,-3.078,-2.9835,-6.902,-6.511,-5.252,-6.5995,-4.493
1,7.75,417.81825,0.3435,0.39575,1991.609,417.9535,0.31975,0.39875,1991.43025,418.0005,0.326,0.429,1993.32025,418.03925,0.33175,0.3015,1991.1085,1.9745,-16.571,0.24825,419.07,0.47425,-0.01,-0.0425,-0.074625,-1.121,-0.293,0.10675,-28.063,-3.775,0.402,1.3225,1.27,-17.93725,-27.426,-21.95025,-17.304,90.031,55.39,0.35475,-28.13,-9.835,-13.36,0.1,-3.8075,0.4,-1.1875,-1.03,168,196.95,-53.5925,245.5,252.6,-0.03,-0.23,-0.1,-0.1675,-0.2,0.02,-0.1,-0.21,-3.07325,-2.608,-1.87925,-4.58825,-3.827,-2.53675,-2.271,-2.23375,-2.051,-1.36225,-5.787,-4.98875,-3.643,-3.209,-2.798,-1.59725,-1.32575,-4.4845,-4.04575,-3.658,-3.032,-3.08675,-2.9835,-6.926,-6.512,-5.252,-6.61,-4.542
1,8.25,417.79425,0.3925,0.38325,1991.854,417.7595,0.351,0.3935,1991.34525,417.94425,0.34125,0.395,1991.43125,418.3575,0.292,0.311,1993.58,1.927,-16.01875,0.2485,419.3,0.364,-0.00975,-0.029,-0.041,-0.52425,-0.1535,0.09,-31.4975,-1.12,0.36825,1.305,1.215,-17.414,-27.41625,-21.62,-17.373,90.0185,54.36,0.3355,-27.7375,-9.8425,-13.34,0,-3.8675,0.4,-1.2075,-0.99,165.725,198.5,-55.94,245.55,252.8,-0.0375,-0.23,-0.09,-0.155,-0.2,0.02,-0.1,-0.21,-3.072,-2.607,-1.87925,-4.61125,-3.83225,-2.542,-2.274,-2.23125,-2.052,-1.3635,-5.7995,-4.9875,-3.6415,-3.2065,-2.7915,-1.60175,-1.32675,-4.4845,-4.0465,-3.65875,-3.03225,-3.0875,-2.9835,-6.92625,-6.50825,-5.26,-6.5495,-4.512
1,8.75,418.222,0.3875,0.386,1989.762,418.137,0.37025,0.39275,1990.078,418.21925,0.366,0.4275,1992.2545,418.373,0.34025,0.32575,1994.553,2.057,-16.438,0.223,419.2645,0.4065,0.0095,-0.02275,-0.02775,-1.089,-0.15875,0.102,-33.0635,-2.95,0.373,1.39,1.3,-17.858,-27.214,-21.166,-17.63,90.053,52.43,0.3245,-27.8125,-9.8375,-13.4,0.1,-3.9875,0.4,-1.22,-0.9775,168.375,196.6,-55.99,245.6,252.8,-0.03,-0.24,-0.09,-0.15,-0.1975,0.01,-0.1,-0.2025,-3.0675,-2.60525,-1.881,-4.60925,-3.83975,-2.54425,-2.275,-2.23025,-2.053,-1.365,-5.81575,-4.99,-3.6395,-3.205,-2.79725,-1.60525,-1.32775,-4.48025,-4.047,-3.66025,-3.0325,-3.0875,-2.9835,-6.93575,-6.50325,-5.18725,-6.4825,-4.45575
1,9.25,418.552,0.417,0.3795,1993.421,418.55,0.387,0.388,1993.667,418.655,0.383,0.403,1992.84575,418.685,0.32925,0.31125,1991.4665,2.052,-15.881,0.211,419.297,0.464,-0.023,-0.0275,-0.028,-0.422,-0.1395,0.095,-29.473,-1.609,0.382,1.37,1.3025,-17.493,-27.8315,-21.3045,-17.5195,90.066,55.515,0.3505,-27.865,-9.8825,-13.49,0.075,-3.8525,0.4,-1.2425,-1.05,169.025,199.175,-54.305,245.5,252.65,-0.03,-0.23,-0.09,-0.15,-0.19,0.02,-0.1,-0.21,-3.085,-2.606,-1.91125,-4.6185,-3.87375,-2.552,-2.279,-2.2485,-2.05425,-1.371,-5.845,-4.996,-3.638,-3.22925,-2.817,-1.621,-1.329,-4.496,-4.0515,-3.67075,-3.041,-3.09975,-2.98575,-6.97025,-6.50225,-5.183,-6.60575,-4.309
1,9.75,417.768,0.41075,0.38325,1993.51725,417.645,0.389,0.3825,1991.75,417.89,0.3885,0.43,1993.17775,417.80475,0.344,0.297,1994.0245,1.90275,-15.91525,0.19425,419.35925,0.43,-0.018,-0.013,-0.02825,-0.686,-0.08225,0.0895,-23.369,-1.608,0.33025,1.1825,1.1675,-17.331,-28.11575,-21.438,-17.1715,90.075,56.5375,0.389,-27.7825,-9.84,-13.525,0,-3.91,0.4,-1.2,-1.0525,168.4,197.4,-54.5875,245.6,252.8,0,-0.095,-0.07,-0.15,0.04,0.02,-0.1,-0.2,-3.0745,-2.6055,-1.8975,-4.6265,-3.866,-2.5495,-2.276,-2.239,-2.05525,-1.371,-5.859,-5.002,-3.638,-3.22575,-2.80875,-1.625,-1.32975,-4.492,-4.0505,-3.6695,-3.036,-3.0915,-2.987,-6.95725,-6.5,-5.18125,-6.4865,-4.2815
1,10.25,417.35775,0.4005,0.3845,1988.7355,417.58425,0.4065,0.379,1989.579,417.433,0.3915,0.427,1989.9835,417.276,0.3515,0.3,1992.0425,1.6865,-16.015,0.1965,419.282,0.4295,-0.02175,-0.007,-0.0285,-0.512,-0.219,0.0915,-31.099,-3.564,0.3965,1.22,1.17,-18.23225,-27.873,-20.6785,-17.3035,90.0625,55.55,0.353,-28.38,-9.8725,-13.56,0.2,-3.655,0.6,-1.06,-0.765,167.2,195.325,-54.69,245.5,252.9,0.155,0.06,0.02,-0.0925,0.16,0.02,-0.09,-0.18,-3.078,-2.60675,-1.898,-4.6315,-3.869,-2.552,-2.281,-2.24425,-2.057,-1.3725,-5.87925,-5.01575,-3.642,-3.2565,-2.84075,-1.6425,-1.331,-4.50825,-4.052,-3.67975,-3.04125,-3.09725,-2.98725,-6.9695,-6.4995,-5.247,-6.461,-4.608
1,10.75,417.979,0.4105,0.3805,1989.8585,417.7765,0.396,0.3805,1993.5,417.892,0.389,0.445,1991.4215,418.427,0.3495,0.276,1991.605,1.7295,-16.2395,0.207,419.226,0.389,0.01,-0.025,-0.02875,-0.557,-0.076,0.0925,-28.61875,-3.119,0.3565,1.16,1.15,-18.1305,-28.319,-20.53625,-17.806,90.096,56.0675,0.3635,-27.87,-9.86,-13.54,0.6,-2.84,1,-0.67,-0.4025,168.5,196.4,-53.52,245.575,252.775,0.64,0.57,0.44,-0.07,0.63,0.03,-0.07,-0.09,-3.082,-2.60425,-1.9,-4.6235,-3.871,-2.5485,-2.283,-2.237,-2.05575,-1.374,-5.888,-5.011,-3.643,-3.242,-2.838,-1.634,-1.331,-4.503,-4.0515,-3.675,-3.037,-3.097,-3.0015,-6.9755,-6.494,-5.232,-6.5485,-4.455
1,11.25,418.476,0.402,0.38675,1991.3785,418.5965,0.3905,0.397,1993.5815,418.53425,0.37525,0.442,1992.96,418.67575,0.345,0.30075,1992.805,1.804,-15.549,0.195,419.22975,0.404,0.00325,-0.075,-0.029,-0.414,-0.224,0.096,-31.0745,-3.67525,0.364,1.13,1.07,-18.052,-28.32475,-20.49575,-17.5535,90.099,57.295,0.311,-27.75,-9.86,-13.39,1.325,-1.555,2.225,0.205,0.285,167.625,197.05,-53.705,245.5,253.2,1.9225,1.8625,1.78,-0.03,1.835,0.04,-0.02,0.03,-3.0815,-2.60175,-1.8895,-4.62575,-3.87125,-2.54575,-2.278,-2.23325,-2.055,-1.3725,-5.8955,-5.0125,-3.64275,-3.1985,-2.844,-1.62725,-1.33275,-4.4965,-4.0515,-3.66725,-3.0325,-3.09575,-2.995,-6.97325,-6.48625,-5.2135,-6.5355,-4.5945
1,11.75,417.7295,0.41325,0.40675,1992.9195,417.78225,0.41125,0.3975,1994.06775,418.024,0.3865,0.4455,1993.14725,418.09425,0.342,0.324,1994.083,1.591,-15.9075,0.2245,419.115,0.41175,-0.024,-0.052,-0.0315833333333333,-0.501,-0.166,0.102,-32.339,-3.537,0.399,1.225,1.1325,-17.422,-28.306,-18.858,-17.403,90.113,58.4075,0.30075,-27.57,-9.8725,-13.43,2.025,-0.26,2.85,1.6625,1.385,168.2,197.075,-51.335,245.4,253.2,4.215,4.1875,4.0725,0.0125,4.275,0.07,0.03,0.1575,-3.08525,-2.6005,-1.91525,-4.621,-3.87,-2.5455,-2.2805,-2.234,-2.054,-1.373,-5.91,-5.0225,-3.64625,-3.198,-2.835,-1.6315,-1.33375,-4.514,-4.0525,-3.6675,-3.032,-3.09475,-2.99025,-6.96875,-6.4815,-5.253,-6.508,-4.339
1,12.25,417.76225,0.394,0.4025,1991.5495,417.8905,0.387,0.3975,1992.497,418.0185,0.3765,0.45025,1994.23975,417.924,0.32325,0.33525,1993.59125,1.755,-15.855,0.2025,419.359,0.411,0.0165,-0.053,-0.0341666666666667,-0.938,-0.1415,0.0875,-28.718,-0.94725,0.3555,1.265,1.19,-16.366,-28.13175,-18.6285,-16.79425,90.107,57.47,0.44525,-28.24,-9.92,-13.395,3.4,1.16,4.3,3.05,2.73,168.9,196.3,-48.81,245.3,253.3,6.875,6.65,6.45,0.06,7.03,0.09,0.07,0.295,-3.075,-2.595,-1.894,-4.627,-3.88125,-2.54225,-2.27525,-2.23325,-2.0505,-1.3705,-5.922,-5.027,-3.6445,-3.18125,-2.8085,-1.649,-1.334,-4.48575,-4.058,-3.65925,-3.0245,-3.0895,-2.97575,-6.9595,-6.4765,-5.242,-6.59725,-4.5655
1,12.75,417.709,0.407,0.39475,1993.5695,417.882,0.4025,0.396,1993.5535,417.99475,0.3875,0.44025,1994,418.0315,0.39,0.28,1992.53125,1.869,-15.867,0.215,419.435,0.42175,0.0155,-0.05325,-0.03675,-0.6575,-0.203,0.099,-34.15575,-1.59725,0.338,1.175,1.15,-16.959,-27.82975,-20.25775,-16.8795,90.11,54.42,0.428,-28.015,-9.9,-13.4275,4.125,1.935,5,3.8775,3.565,166.85,196.6,-49.915,244.775,252.925,8.6,8.51,8.2675,0.1,8.715,0.09,0.09,0.345,-3.079,-2.592,-1.887,-4.6345,-3.8925,-2.54525,-2.2855,-2.2355,-2.0525,-1.3755,-5.9135,-5.0325,-3.652,-3.1965,-2.84725,-1.64025,-1.33575,-4.5095,-4.066,-3.66875,-3.032,-3.10075,-2.9925,-6.9525,-6.468,-5.23325,-6.55475,-4.2055
1,13.25,418.06475,0.4325,0.4105,1991.59625,418.278,0.43,0.423,1992.857,418.24025,0.40625,0.4425,1993.032,418.15275,0.3555,0.308,1993.33075,2.0615,-15.50625,0.22325,419.026,0.4755,0,-0.0535,-0.0393333333333333,-0.645,-0.221,0.10025,-31.34825,-4.06175,0.32975,1.4275,1.32,-16.637,-27.75225,-19.832,-16.862,90.105,53.25,0.431,-27.8825,-9.9025,-13.4275,4.325,2.055,5.525,4.06,3.495,165.25,196.1,-51.47,244.7,252.7,9.005,8.78,8.575,0.1,9.03,0.09,0.09,0.3575,-3.08575,-2.589,-1.8875,-4.64925,-3.90175,-2.544,-2.277,-2.235,-2.048,-1.371,-5.921,-5.024,-3.65175,-3.17,-2.802,-1.598,-1.336,-4.49375,-4.0615,-3.66025,-3.024,-3.09875,-2.97575,-6.944,-6.469,-5.161,-6.472,-4.49875
