DOY2,HR2,WS_1_3_1,T_SONIC,H2O_1_2_2,CO2_1_2_2,W_SIGMA,CO2_SIGMA,USTAR,H,LE,FC,SC,NEE,CO2_2_1_1,CO2_1_7_1,CO2_1_6_1,CO2_1_4_1,CO2_1_3_1,CO2_1_2_1,H2O_2_1_1,H2O_1_7_1,H2O_1_6_1,H2O_1_4_1,H2O_1_3_1,H2O_1_2_1,TA_1_5_2,TA_1_2_1,RH_1_1_1,PA,SW_IN_1_1_1,NETRAD_1_2_1,PPFD_IN_1_2_1,PPFD_IN_2_1_1,WS_1_1_1,TS_1_1_1,TS_1_1_2,TS_2_1_1,TS_2_1_2,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_1_5_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,G_1_1_1,G_2_1_1,G_2_1_2,T_BOLE_1_3_1,T_BOLE_1_2_1,T_BOLE_1_1_1,T_BOLE_2_3_1,T_BOLE_2_2_1,T_BOLE_2_1_1,TA_2_2_1,TA_2_1_1,TA_1_13_1,TA_1_12_1,TA_1_11_1,TA_1_10_1,TA_1_9_1,TA_1_8_1,TA_1_7_1,TA_1_6_1,TA_1_4_1,TA_1_1_1,RH_1_3_1,CO2_1_5_1,H2O_1_5_1,CO2_1_1_1,H2O_1_1_1,RH_1_2_1,PPFD_OUT,SW_IN_1_2_1,SW_IN_1_3_1,SW_OUT,LW_IN,LW_OUT,NETRAD_1_1_1,WS_1_2_1,TA_1_5_1,TA_1_3_1,TS_2_5_1
1,0.25,2.266615,-5.55134,3.98391,397.73,0.5196,0.203189,0.421595,-12.73385,-0.156842,0.362378,0.0372413,0.44,405.85,403.18,385.965,378.842,401.1465,400.095,2.390015,2.38725,4.1124,3.47,2.360775,2.4882,-5.15445,-5.2888,83.3086,98.9365,-2.09675,-11.217,-0.001105,-0.03208,3.2367,0.82193,0.64163,0.440333,0.20242,0.86714,1.8357,2.1947,3.5891,0.883766,1.208,2.2557,-2.7663,-2.7147,-2.7221,-3.881,-4.4546,-3.47155,-4.45,-3.73285,-3.3714,-5.723,-5.6418,-5.493,-5.5055,-5.5639,-5.643,-5.714,-5.5127,-5.5497,-5.579,-6.4916,-6.4014,82.33805,404.0795,1.8286,407.459,1.35,83.643,-0.0153815,-6.4827,-0.65603,0.51757,264.32,285.6,-14.6142,2.7475,-5.28215,-5.288,4.5947
1,0.75,2.29824,-5.56215,3.94559,397.448,0.52,0.194019,0.420955,-12.8497,-0.254,0.4167335,0.0139106,0.4683585,406.515,402.845,386.125,378.4475,401.3,400.01,2.3539,2.36245,4.02085,3.48,2.3163,2.4935,-5.2125,-5.30395,83.74605,98.935,-2.0746,-10.428,-0.00154,-0.02877,3.1485,0.82193,0.63881,0.44858,0.20242,0.86672,1.8225,2.1799,3.5871,0.88802,1.2079,2.2561,-2.7663,-2.7037,-2.7221,-3.841,-4.4546,-3.78015,-4.4523,-3.8938,-3.54148,-5.7639,-5.7896,-5.666,-5.698,-5.7296,-5.7891,-5.7363,-5.686,-5.72,-5.7569,-6.6102,-6.6755,82.9839,404.69,1.83006,407.968,1.28849,83.8822,-0.03458,-5.896,-0.6016,0.4937,265.59,285.07,-13.3248,2.7474,-5.234,-5.29075,4.59015
1,1.25,2.27102,-5.68735,3.909345,397.553,0.51215,0.196619,0.423751,-12.1844,-0.0423,0.434078,0.0797413,0.574923,406.72,403.26,385.98,378.6975,401.71,400.06,2.35641,2.39425,4.10415,3.526,2.36125,2.503365,-5.1908,-5.3467,84.2474,98.935,-1.98425,-10.2445,-0.00182,-0.0294,3.1006,0.82193,0.64265,0.44339,0.20242,0.866645,1.82965,2.19295,3.5882,0.897125,1.2046,2.254,-2.7663,-2.6878,-2.7221,-4.0087,-4.4593,-3.81775,-4.4546,-3.9336,-3.644985,-5.9254,-5.878,-5.7548,-5.769,-5.773,-5.7863,-5.6394,-5.6538,-5.69625,-5.68735,-6.5959,-6.6754,83.0407,405.194,1.86868,407.2885,1.2583,83.8321,-0.02409,-5.8959,-0.627335,0.451325,264.99,284.265,-12.3972,2.65715,-5.449,-5.44998,4.5788
1,1.75,2.35693,-5.8755,3.831955,397.6575,0.495766,0.207895,0.403316,-11.3646,-0.236098,0.393988,0.08285985,0.488657,406.63,403.47,386.15,378.6975,402.28,400.23,2.345,2.3681,4.07265,3.63,2.33085,2.4109,-5.244,-5.3748,84.91855,98.928,-2.01855,-11.453,-0.00182,-0.038285,3.0914,0.82193,0.63778,0.448715,0.20242,0.860805,1.8295,2.19685,3.5972,0.88379,1.2076,2.2613,-2.7663,-2.69064,-2.7221,-3.9468,-4.62776,-3.8893,-4.4546,-3.8639,-3.7073,-5.9913,-5.9294,-5.8582,-5.781,-5.71295,-5.80175,-5.74825,-5.717,-5.70875,-5.70075,-6.4481,-6.5102,83.8861,404.695,1.87257,407.156,1.2787,84.67555,-0.007275,-6.0956,-0.646515,0.46902,263.235,283.675,-12.0063,2.774105,-5.413,-5.326,4.5749
1,2.25,2.30802,-5.9229,3.803925,397.3125,0.50965,0.2068,0.4255145,-12.7544,-0.2494555,0.411347,0.0536599,0.5522,407.222,404.76,386.29,378.315,402.72,400.3765,2.634285,2.622275,4.036,3.61295,2.59,2.6694,-5.328,-5.3875,84.65065,98.935,-2.1342,-10.17,-0.00209,-0.026535,3.0465,0.82193,0.63506,0.43872,0.20242,0.86876,1.828,2.18685,3.5973,0.879,1.2051,2.2554,-2.7663,-2.6886,-2.7221,-4.11665,-4.6455,-3.9813,-4.4546,-4.0049,-3.7331,-6.1525,-6.03155,-5.9484,-5.87,-5.8309,-5.8457,-5.7978,-5.77895,-5.7781,-5.8002,-6.5952,-6.6444,84.13,406.12,2.31,410.044,1.70199,84.8891,-0.03503,-6.4899,-0.644455,0.475585,262.67,283.045,-12.16,2.75285,-5.443,-5.496,4.5819
1,2.75,2.34831,-5.828955,3.83602,397.501,0.530878,0.211802,0.439764,-12.3973,-0.253786,0.456453,0.0111933,0.5245325,406.17,403.2,385.97,378.478,401.71,400.16,2.250895,2.32477,4.0309,3.5991,2.26137,2.307,-5.3627,-5.4189,84.56495,98.946,-2.07085,-10.3665,-0.00196,-0.02565,3.0867,0.82193,0.634035,0.446635,0.20242,0.87325,1.82525,2.18025,3.5972,0.882006,1.20085,2.25455,-2.7663,-2.700265,-2.7221,-4.168,-4.7594,-4.1301,-4.4546,-4.0542,-3.6551,-6.2385,-6.0855,-5.988,-5.6878,-5.76895,-5.76825,-5.74685,-5.784,-5.7922,-5.74435,-6.3375,-6.4064,84.0968,404.459,1.78273,407.62,1.2922,85.42365,-0.027345,-5.6989,-0.633165,0.4911,264.595,282.87,-12.5748,2.79915,-5.3191,-5.311,4.57887
1,3.25,2.34193,-5.84985,3.79102,397.56,0.5215,0.208745,0.420599,-12.7721,-0.0809,0.457654,-0.00217143,0.534126,406.06,403.08,385.6605,378.684,401.57,399.925,2.217165,2.255285,4.1028,3.6231,2.262665,2.3117,-5.34845,-5.5035,84.87235,98.965,-2.1334,-10.734,-0.00014,-0.0399,3.0777,0.82193,0.636795,0.444695,0.20242,0.879195,1.8436,2.1837,3.591,0.88731,1.2029,2.2514,-2.7663,-2.7012,-2.7221,-4.29505,-4.9015,-4.3143,-4.4546,-4.3381,-3.8582,-6.1882,-6.1412,-5.9644,-5.85515,-5.80775,-5.8115,-5.7906,-5.8023,-5.8067,-5.76235,-6.405,-6.5186,84.38755,404.14,1.75133,407.61,1.28789,85.2778,-0.041225,-6.1808,-0.59436,0.50174,263.66,283.31,-12.72545,2.879,-5.302,-5.289,4.5716
1,3.75,2.34956,-6.05555,3.79364,397.787,0.51345,0.20375,0.420951,-14.0906,-0.249137,0.5045,0.01910795,0.4873865,406.08,403.16,385.4115,378.815,401.54,400.045,2.20874,2.25802,4.0704,3.589,2.2694,2.235995,-5.6247,-5.6291,84.5106,98.9715,-2.0062,-11.078,-0.00335,-0.00235,3.0301,0.82193,0.631625,0.440565,0.20242,0.87191,1.83175,2.1836,3.58705,0.889615,1.20398,2.254,-2.7663,-2.6872,-2.7221,-4.36855,-5.0649,-4.45,-4.4546,-4.45,-4.0174,-6.353,-6.22435,-5.9965,-5.81485,-5.83905,-5.8585,-5.87075,-5.8908,-5.8615,-5.9061,-6.6191,-6.7189,84.3695,404.3915,1.76485,407.91,1.24295,85.6575,-0.01341,-5.8926,-0.63131,0.47085,265.41,281.55,-12.5432,2.871,-5.31,-5.284,4.5807
1,4.25,2.35436,-6.1313,3.786795,397.5555,0.4978255,0.206956,0.421713,-13.47555,0,0.433024,0.0650408,0.470393,405.57,403.28,385.781,378.86,401.46,399.845,2.32,2.4,4.06156,3.67425,2.38767,2.36,-5.5402,-5.66955,84.1965,98.981,-2.0641,-10.601,0,-0.0318,3.0617,0.82193,0.63459,0.44273,0.20242,0.87946,1.834,2.1768,3.59,0.8947,1.1991,2.2563,-2.7663,-2.6858,-2.7221,-4.48885,-5.23285,-4.45,-4.4753,-4.4546,-4.1954,-6.429,-6.3431,-6.0977,-6.033,-6.039,-6.0535,-6.1078,-6.1303,-6.12,-6.128,-6.8054,-6.614,84.35625,404.7615,1.757925,407.949,1.245,86.02725,-0.0121295,-5.79775,-0.597615,0.46617,265.6,281.59,-11.64,2.92215,-5.51905,-5.4664,4.5777
1,4.75,2.33033,-6.1138,3.741805,397.3845,0.500627,0.209553,0.4047415,-12.46625,-0.116794,0.396904,0.0383385,0.5338955,404.55,402.19,385.195,379.88,401.14,398.82,2.36842,2.44,3.9831,3.535,2.39106,2.40959,-5.64085,-5.70125,84.5983,98.984,-2.1004,-10.885,-0.001395,-0.02504,3.15285,0.82193,0.62719,0.43709,0.20242,0.87589,1.8348,2.1738,3.5913,0.88461,1.20075,2.2524,-2.7663,-2.69851,-2.7221,-4.6324,-5.29985,-4.4546,-4.46935,-4.4546,-4.30267,-6.404,-6.4096,-6.258,-6.1764,-6.1234,-6.13,-6.0857,-6.0483,-6.0605,-6.0429,-6.973,-6.7703,84.6261,404.7255,1.74675,407.989,1.2867,85.8973,-0.019695,-5.8978,-0.5908,0.478895,263.555,281.115,-12.002,2.8658,-5.585,-5.6146,4.56957
