DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,1.829104,24.54236,47.040205616,0.397974999999999,-1.06725000000001,-0.7548,88.8925,0.5077224,92.415,1.86275,13.145,0.0992578792000001,1.97524,-0.678300000000001,9.14874999999997,-0.746250000000002,-1.36205000000001,-1.28072500000001,-0.794025000000003,-1.1208125,-0.97817500000001,431.1075
1,0.75,1.8570267835,31.6206524999999,25.43386,0.3455,-1.3034,-0.71745,88.98,0.54353945,92.39,1.688,12.58375,0.17420798295,1.697512,-0.723,9.17,-0.633199999999999,-1.422,-1.2142,-0.734599999999999,-1.0534,-0.968599999999996,431.0475
1,1.25,1.66560681125,35.6850870879999,34.74385524875,0.609799999999994,-1.452,-0.78435,89.18,0.5563949967,92.4,1.9828,11.1824999999999,0.17935948495,1.683266,-0.77,8.87,-0.885199999999999,-1.4598,-1.3452,-0.8904,-1.2524,-1.0981,430.1675
1,1.75,2.10455214159999,32.002920176,57.1882499999999,0.502774999999999,-0.76139999999999,-0.8377,88.88,0.505475,92.4925,2.0956,11.498,0.181554537275,1.671982,-0.729149999999999,8.608,-0.975399999999999,-1.4954,-1.409,-0.9214,-1.3517,-1.16,429.11
1,2.25,1.592285,32.7287832707499,66.4754844555,0.545324999999998,-0.568399999999989,-0.85155,89,0.540549524999999,92.4925,1.8916,9.20950000000006,0.177413196,1.683468,-0.8237,8.77,-1.018,-1.4972,-1.442,-0.9354,-1.4022,-1.1978,428.92
1,2.75,2.178395,39.635275,57.3302300000001,0.2838,-0.317599999999997,-0.850449999999999,88.66,0.63933362875,92.5925,1.759,8.66125000000002,0.1814931006,1.674222,-0.81955,9.126,-1.0284,-1.515,-1.4716,-0.958799999999999,-1.395,-1.2445,428.245
1,3.25,1.96000655474999,26.6002735315,36.60282634875,0.415799999999997,-0.477199999999997,-0.83825,88.92,0.544419886725,92.595,2.0374,8.82079999999995,0.173506,1.668504,-0.839699999999999,8.75,-1.0328,-1.5382,-1.5002,-0.977399999999999,-1.4264,-1.3202,431.82
1,3.75,1.63215125,31.53059372375,39.25201688675,0.629199999999999,-0.471599999999996,-0.79375,88.78,0.558393992875,92.595,1.9258,7.01439999999996,0.1824158922,1.715672,-0.79725,8.79,-1.0368,-1.5564,-1.5196,-0.978599999999999,-1.4208,-1.3866,430.52
1,4.25,2.2061,27.8539002404999,53.91488021075,0.571649999999998,-0.501199999999998,-0.822149999999999,89.44,0.5539379,92.595,1.778,10.9825,0.1806439318,1.704338,-0.8084,8.434,-1.0404,-1.5698,-1.5504,-0.981999999999999,-1.423,-1.4416,430.925
1,4.75,2.310946,25.913934011,62.08815,0.787899999999998,-0.8458,-0.77935,89.34,0.585470229,92.6,1.653,7.84879999999997,0.1822516862,1.715988,-0.7651,8.236,-1.04,-1.616,-1.594,-0.980799999999999,-1.3878,-1.4598,427.65
1,5.25,1.83150575,35.7126498209998,57.3273574349999,1.025275,-0.782599999999999,-0.7508,89.16,0.762853599999999,92.6,1.834,7.96879999999999,0.1873301886,1.702756,-0.72665,8.538,-1.0472,-1.6356,-1.628,-0.982199999999999,-1.3842,-1.4491,427.49
1,5.75,2.0983712407,24.18513780875,51.3780974725,0.347199999999999,-0.717,-0.820099999999999,90.12,0.6711508008,92.6,1.7842,9.31599999999999,0.18276472655,1.709062,-0.7922,8.098,-1.0534,-1.693,-1.653,-0.982399999999999,-1.4138,-1.4385,427.625
