DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,G_8_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,NEE
1,5.25,-1.389025,-17.67885,-132.192,-10.507,-2.826625,-3.376375,-4.7654,-4.0197,-5.0433625,-4.6105475,-5.539755,359.78525,2.2780425,84.1185745,-11.973,0.0517,-11.82875,-12.762,-11.932425,23.828,0,0,0,0,182.778,253.9515,-94.0591,-0.5211,-0.17805,0.11195,0.44895,1.2109,2.4662,0.041025,0.208834,0.236425,0.0578,0,0.139975
1,5.75,-1.78375,-39.798727,-151.061,-10.627,-2.79675,-3.370625,-4.73945,-4.003825,-4.7729575,-4.239375,-5.25711,359.6155,2.3229625,84.112035,-12.2346,0.04899655,-12.291725,-13.073325,-11.9542,24.260125,0,0,0,0,182.702,254.764,-95.8068,-0.521175,-0.18125,0.109975,0.448,1.21295,2.4706,0.0430693,0.2130995,0.181842,0.05502845,0,0.101675
1,6.25,-1.8495,-10.753625,-140.564,-10.745,-2.81175,-3.368375,-4.73805,-4.257225,-4.6784075,-4.2277725,-5.5441275,360.101,2.088625,84.127533,-12.5294,0.058895,-12.535975,-13.18885,-12.2242,22.74375,0,0,0,0,181.468,252.637,-97.2452,-0.5115,-0.188075,0.10785,0.44695,1.21095,2.4672,0.05387965,0.23554,0.213664,0.0579314,0,0.0967
1,6.75,-2.98325,-19.53485,-144.004,-10.831,-2.81195,-3.3734,-4.7363,-4.0643,-4.70134,-4.1459375,-5.6173175,360.29575,2.101125,84.12605,-12.516125,0.056575,-12.474,-13.207725,-12.3576,23.327375,0,0,0,0,182.63675,253.42375,-97.0508,-0.531,-0.19915,0.1096,0.4449,1.2099,2.459,0.039932725,0.18839,0.19325,0.0660375,0,0.058825
1,7.25,-2.321,-21.9127,-122.52528,-10.90725,-2.81465,-3.3666,-4.77435,-4.2023,-4.7012725,-4.0890925,-5.71317,359.91,2.1798,84.0815515,-12.67,0.05724925,-12.400375,-13.302575,-12.386875,23.7733,0,0,0,0,185.246,254.195,-95.565625,-0.5503,-0.20605,0.1059,0.44665,1.2098,2.4585,0.0369253,0.1869575,0.19013775,0.06051675,0,0.0428
1,7.75,-1.91501,-13.22625,-101.5125,-11.011,-2.83205,-3.3681,-4.7427,-4.3172,-4.7008675,-4.08896,-5.64577,360.14575,2.311334,84.1113,-12.6605,0.057475,-12.2864,-13.17515,-12.426375,22.22055,0,0,0,0,187.322,254.455,-90.86253875,-0.5667,-0.20615,0.1076,0.4464,1.20585,2.46325,0.042,0.24009775,0.21431775,0.0708555,0,-1.666975
1,8.25,-2.7944,-20.1606,-129.4748955,-11.238,-2.825,-3.4244,-4.76855,-4.37045,-4.63294,-4.1007725,-5.52101,360.7065,2.1435,84.02689925,-12.434025,0.066975,-12.320625,-13.170825,-11.69175,22.07515,10.4040235,3.0496,0,0,183.762,255.48,-66.264375,-0.5747,-0.2087,0.1012,0.4484,1.20515,2.458225,0.04,0.238931,0.202846,0.0881638,0,-2.787
1,8.75,-4.17475,-17.7107,-125.15552,-11.064,-2.8158,-3.43045,-4.7648,-4.356,-3.6232425,-4.08859,-5.06112,359.35,2.0315,84.077475,-12.3383,0.05916,-12.0275,-12.900125,-11.32725,20.4044995,25.8225,21.36118225,8.81886925,0.0724500000000002,183.518,255.415,-34.947875,-0.6069,-0.2091,0.0968,0.4487,1.208,2.453575,0.0742412,0.2645825,0.26527075,0.119325,0,-3.85259
1,9.25,-4.8443,-16.885825,-110.824,-10.83725,-2.77585,-3.426075,-4.780075,-4.536775,-3.0120425,-4.0885225,-4.617975,358.0815,2.0668,84.116675,-11.871875,0.0655725,-11.7655,-12.41065,-10.7615,21.7778,42.285,34.7578,21.411575,1.7864675,184.106,258.98,-3.57,-0.609575,-0.18495,0.099125,0.449075,1.21,2.4627,0.074949,0.2912905,0.29324,0.125937,0,-4.6273
1,9.75,-5.498825,-9.4579225,-91.8544,-10.61975,-2.77025,-3.4165,-4.836125,-4.4843,-2.6124,-4.088325,-4.571785,358.425,2.15708,84.128175,-11.6484,0.06909,-11.12045,-11.89775,-10.55,21.878625,67.23,55.70005,32.02066925,3.5062,182.945,261.58,8.1125,-0.55705,-0.17115,0.09,0.44395,1.212425,2.4702,0.09110335,0.324417,0.28031675,0.16791525,0,-5.998775
1,10.25,-7.333,-14.7139,-83.336075,-10.3135,-2.7718,-3.39875,-4.7425,-4.224,-2.612,-3.837565,-4.7754875,357.941,2.25908,84.211025,-10.9043,0.075925,-9.9791925,-11.43635,-9.947125,21.3168305,85.71466425,65.4701,41.43775075,3.82865,184.004,265.57,13.350375,-0.5045,-0.1625,0.096,0.4665,1.218,2.4844,0.1086,0.3299125,0.3226345,0.173311,0,-6.900175
1,10.75,-9.1376,-22.8885,-72.6565,-9.93075,-2.7626,-3.3744,-4.674,-3.9774,-2.61227,-3.7289475,-4.5064675,357.498,2.39385,84.24455,-10.2956,0.076745,-9.900875,-10.703125,-9.221625,21.34505,95.185,75.2369,47.34435,6.21985,188.97225,269.715,24.625,-0.48395,-0.15995,0.10495,0.4775,1.223,2.48295,0.1151095,0.363696,0.33031,0.20324,0.1,-7.2683025
1,11.25,-11.22725,-34.9748,-82.392925,-9.501,-2.733425,-3.344675,-4.607725,-3.830675,-2.61227,-3.5251975,-4.471,357.02325,2.466325,84.249976,-9.9609875,0.07965625,-9.267875,-10.67,-8.819805,21.49075,107.305,79.9339,49.9045,6.590815,189.01,271.9425,30.3679,-0.439625,-0.145125,0.119575,0.4924,1.22405,2.4702,0.10831325,0.397342,0.395221,0.242695,0.06875,-9.11865
1,11.75,-9.378775,-29.8029,-75.639475,-9.0735,-2.7262,-3.3067,-4.54,-3.7974,-2.6116675,-3.19574975,-4.178425,355.203,2.4788,84.22334,-9.76715,0.082072,-9.026,-10.477,-8.91875,21.64755,109.95,87.3852,55.79275,6.96885175,191.6595,273.52025,30.640875,-0.4196,-0.14215,0.12455,0.4797,1.22195,2.4388,0.13012375,0.39030125,0.38608125,0.2443875,0.167,-9.0703975
1,12.25,-9.95365,-25.737,-68.4065,-8.6765,-2.674475,-3.28285,-4.439625,-3.702425,-2.61137,-3.19522025,-3.86838,354.9475,2.4474375,84.203996,-9.1644,0.08906,-8.83275,-9.892,-8.6061375,20.98,115.4725,101.5955,56.7,7.6625,194.95825,277.285,28.7,-0.387925,-0.122975,0.113625,0.48145,1.2131,2.43035,0.145597,0.3935935,0.3834575,0.230321,0.1267999,-8.804325
1,12.75,-9.2615,-21.14795,-77.6561,-8.47975,-2.6936,-3.2284,-4.2376,-3.67465,-2.61136,-3.1957305,-3.838215,356.48,2.46575,84.195996,-9.0577,0.0947635,-8.59196,-10.2247,-8.12867,21.12325,113.795,97.263125,52.7925,6.04965,195.365,277.685,28.99,-0.3358,-0.098475,0.13935,0.4793,1.19,2.4223,0.1635575,0.4401835,0.4222385,0.28179,0.1738,-8.09725
1,13.25,-9.2495,-12.641,-74.0415,-8.2075,-2.711475,-3.155625,-4.1316,-3.6492,-2.6115,-3.19649,-3.79359,355.9735,2.56387,84.20573375,-8.940505,0.087495,-8.5287075,-9.9051575,-8.175,21.82810825,102.515,86.0408,47.49775,5.4211,193.848,280.323,24.8,-0.3009,-0.09135,0.16295,0.46955,1.17145,2.346,0.1734625,0.44450125,0.39299375,0.28431875,0.2,-7.96185
1,13.75,-8.417775,-24.2985,-69.86145,-7.4223,-2.7069,-3.156875,-4.15245,-3.56365,-2.611295,-3.1958605,-3.637685,355.621,2.6158,84.201136,-9.1707575,0.08268725,-8.4167025,-9.7265925,-8.513,23.128325,87.405,70.3364,39.66455,4.79445,195.55575,279.363,23.078,-0.2962,-0.08015,0.17055,0.4641,1.20055,2.3613,0.158125,0.434495,0.4011375,0.249215,0.2,-7.98015
1,14.25,-8.219725,-11.75955,-66.758425,-6.497025,-2.7078,-3.14545,-4.110375,-3.541175,-2.611295,-3.1896445,-3.63748,355.338,2.60044,84.173475,-9.3031125,0.06915,-8.692015,-9.5900325,-8.2778325,22.59035,71.804875,57.8078,35.90035,5.0873,195.05975,277.7475,14.6,-0.276475,-0.075425,0.174925,0.46505,1.213675,2.40945,0.1520775,0.38214,0.370164,0.229052,0.1685815,-7.704425
1,14.75,-6.23,-15.35065,-87.19105,-6.006475,-2.70415,-3.119,-4.09235,-3.53435,-2.6115,-3.18377,-3.63748,356.1045,2.584,84.20075,-9.2580125,0.0664475,-8.8885,-9.54435,-8.7320575,21.97535,46.5291655,41.1292,25.85392425,2.12295,192.205,276.701,5.98975,-0.2698,-0.0657,0.17885,0.4651,1.21055,2.419975,0.125805,0.34184,0.35024,0.184191,0.1872,-6.2220975
1,15.25,-5.85339575,-16.160725,-115.162,-5.9246,-2.73465,-3.0992,-3.95365,-3.5074,-2.61136,-3.121183,-3.63663,356.01,2.63284,84.20993125,-9.50139,0.062279675,-9.0356,-9.681125,-8.831565,22.5532,35.085,32.936,15.5794,1.4567,192.355,277.3505,-15.51575,-0.260525,-0.07015,0.181225,0.471175,1.21,2.395725,0.10537375,0.3590585,0.3368845,0.1857525,0.2,-5.07345
1,15.75,-4.81235,-15.02569525,-112.422374,-5.85285,-2.7358,-3.0918,-3.9312,-3.5029,-2.6115,-3.26708725,-3.6364375,355.90025,2.66712,84.267625,-9.708445,0.05943115,-9.28003,-10.0915,-9.00835,24.7406135,19.45,15.562,6.50205,0,193.624,274.43,-44.34775325,-0.2621,-0.06025,0.18225,0.45945,1.21845,2.4102,0.1,0.315533,0.251135,0.162125,0.085658425,-4.2278275
1,16.25,-4.965,-12.2883745,-128.844936,-5.7734,-2.763925,-3.1322,-4.0691,-3.516025,-2.6115,-3.28999625,-3.61917,356.458,2.73818,84.14740625,-10.03275,0.04978315,-9.630355,-10.61385,-9.2405,24.8793,10.28,9.4166875,0,0,194.19825,272.10175,-81.9189,-0.268875,-0.0606,0.18885,0.4814,1.222,2.43425,0.07732945,0.238464,0.249404,0.107656,0.0760000000000001,-3.21777
1,16.75,-4.0134,-15.73493475,-124.25,-5.6434,-2.7625,-3.1369,-4.0296,-3.5162,-2.6116,-3.19615475,-3.5516025,356.46,2.78954,84.13568875,-10.164275,0.062632675,-10.059875,-10.96795,-9.4289,26.0887,0,0,0,0,194.11,268.8055,-100.2575,-0.2766,-0.0684,0.1916,0.4998,1.242,2.48,0.0525,0.2345125,0.2135425,0.0740625,0.1165,-2.15115
1,17.25,-5.4575,-19.1754,-126.972,-5.64475,-2.7675,-3.1385,-4.01295,-3.51965,-2.6127775,-3.196245,-3.6371675,356.54975,2.7023875,84.138775,-10.444625,0.06165875,-10.422375,-11.09945,-9.844865,26.182575,0,0,0,0,192.145,265.2995,-101.0665,-0.2916,-0.076,0.19755,0.52985,1.2464,2.494,0.047192,0.22336625,0.198525,0.0583125,0.0585332,-0.5561085
1,17.75,-2.048,-21.07985,-142.655,-5.603725,-2.782,-3.144,-4.09655,-3.62925,-2.70645,-3.196245,-3.6372675,356.8415,2.6971025,84.15538125,-10.742,0.062,-10.58625,-11.532125,-10.2055,26.643175,0,0,0,0,192.38,261.93,-99.79215,-0.32295,-0.08695,0.17905,0.4974,1.24975,2.4915,0.0455945,0.230737,0.1899845,0.059895,0,0.062925
1,18.25,-1.86025,-14.9654,-137.84,-5.762675,-2.78075,-3.1925,-4.1356,-3.69725,-2.694705,-3.19007,-3.6371675,357.87236225,2.603625,84.1395,-10.625475,0.057405,-10.6247,-11.699675,-10.1704,28.03495,0,0,0,0,193.02,260.4085,-100.5005,-0.3436,-0.09795,0.17035,0.4908,1.23935,2.4979,0.0423213,0.2190125,0.190022,0.0602175,0.024783225,0.09463535
1,18.75,-3.928,-9.6641575,-139.011,-5.831675,-2.7861,-3.197925,-4.136375,-3.8178,-2.6476575,-3.35205,-3.6609775,357.531,2.555435,84.1383975,-10.43,0.0592858,-10.6726,-11.2249,-10.2492,27.9367,0,0,0,0,189.8795,259.18175,-99.7167,-0.373225,-0.1007,0.169,0.492325,1.232975,2.492275,0.03475,0.22492,0.19752,0.05436,0.0855,0.0938
1,19.25,-3.207,-13.48975,-145.28452375,-6.00115,-2.8018,-3.26995,-4.157,-3.8768,-2.61321,-3.24402275,-4.1515775,356.646,2.5825,84.12022,-10.8176,0.05798,-11.1424,-11.828325,-10.4639,26.8387,0,0,0,0,190.3945,259.64725,-98.78305,-0.3725,-0.1015,0.1636,0.4909,1.2293,2.48575,0.044567,0.22361,0.21806125,0.064760625,0.00652500000000001,0.145975
1,19.75,-5.448,-12.7625,-144.6745,-6.211075,-2.8008,-3.32005,-4.209,-3.8995,-3.2135725,-3.1972175,-4.434255,357.134,2.48824,84.181876,-10.585,0.0627344,-11.1163,-11.692725,-10.426,26.9177,0,0,0,0,191.668,259.651,-99.66805,-0.41,-0.1068,0.1579,0.4943,1.2282,2.47725,0.049515,0.2104375,0.2021625,0.067844625,0,0.110925
1,20.25,-3.688,-19.01625,-140.4315,-6.4685,-2.7822,-3.3541,-4.2425,-3.9525,-3.594705,-3.2086525,-4.675945,357.32775,2.5069,84.188148,-10.799875,0.06293475,-10.602,-11.798275,-9.98595,26.5243,0,0,0,0,189.0475,258.664,-99.706,-0.4269,-0.1169,0.1566,0.4933,1.227,2.47725,0.044355,0.215632,0.18502,0.05776,0.02109999,0.1076
1,20.75,-3.442,-30.10289975,-149.993,-6.74055,-2.7852,-3.36965,-4.3059,-3.9937,-3.65701,-3.5541225,-4.5858875,357.3035,2.48924,84.174,-10.8418,0.068678875,-10.83625,-11.91065,-10.25165,25.8653,0,0,0,0,187.20725,257.3655,-100.932,-0.4394,-0.1171,0.1479,0.492,1.2246,2.477,0.04645575,0.213145,0.2049285,0.0541944,0.024750225,0.1494
1,21.25,-4.142,-12.05295,-137.6475,-7.02775,-2.7958,-3.3718,-4.3547,-4.0212,-3.6574,-3.693255,-4.675945,357.9845,2.44577,84.14184375,-11.039,0.06744725,-11.16925,-12.00985,-10.56145,25.1283,0,0,0,0,188.74075,256.30075,-99.528,-0.4421,-0.1265,0.1396,0.4893,1.2225,2.47425,0.0371418,0.201238,0.18201575,0.051586375,0,0.09475
1,21.75,-4.8925,-14.3378,-122.38025,-7.3675,-2.79725,-3.378,-4.41645,-4.08425,-4.0369475,-3.6892025,-4.88641,357.472,2.39628,84.152264,-11.4321,0.061045575,-11.31825,-12.24425,-10.84555,25.6782,0,0,0,0,189.77075,256.42075,-98.2816,-0.4702,-0.13145,0.1331,0.4928,1.2207,2.4733,0.0404294,0.22202075,0.212525,0.050980425,0,0.17855
1,22.25,-4.26625,-29.270742,-138.513,-7.54875,-2.779,-3.4115,-4.40145,-4.18275,-4.643435,-3.68273,-5.0825375,357.775,2.378585,84.1484,-11.1085,0.058426,-11.0985,-12.112225,-10.57215,24.7497,0,0,0,0,190.19175,255.96675,-97.64625,-0.5078,-0.14175,0.12585,0.49185,1.2217,2.476,0.04435,0.2052445,0.221743,0.0613128,0,0.14713025
1,22.75,-4.1865,-21.02155,-146.995,-7.732,-2.7792,-3.4312,-4.4155,-4.138,-5.139405,-3.776885,-5.4891325,358.105,2.3653,84.148412,-11.161,0.0611595,-11.0985,-11.724425,-10.40935,26.1623,0,0,0,0,187.5095,256.5455,-98.80195,-0.5235,-0.148,0.1223,0.4889,1.2226,2.4745,0.049125,0.1971,0.1992695,0.06263925,0,0.16267
1,23.25,-1.862,-17.0713,-137.8375,-7.90425,-2.777,-3.4296,-4.5097,-4.1766,-5.268615,-4.001935,-5.71398,357.065,2.37527,84.139774,-11.2421,0.06319005,-11.32,-12.25195,-10.7842,25.1527,0,0,0,0,187.0005,255.85125,-97.7094,-0.5307,-0.153,0.1222,0.4889,1.2203,2.476,0.04525,0.208408,0.22055,0.05901985,0.0396669000000001,0.13879025
1,23.75,-3.333,-23.260988,-138.5,-8.06775,-2.7974,-3.41575,-4.5152,-4.2338,-5.5457575,-4.15012,-5.7141825,357.7325,2.345165,84.219599,-11.32875,0.0615954,-11.212,-11.805225,-10.80335,25.4193,0,0,0,0,186.165,255.851,-97.3964,-0.5082,-0.1471,0.1209,0.4889,1.2223,2.478,0.04525575,0.2062925,0.22217275,0.0621,0,0.110825
2,0.25,-2.88575,-16.5005,-112.4855,-11.123,-3.720625,-4.328,-5.895125,-5.648125,-6.7927775,-5.07367,-5.7135625,355.6595,2.23081,84.20877875,-9.68588,0.0496,-10.3238,-11.71,-11.0366,34.31995,0,0,0,0,187.45025,260.945,-99.788331,-0.907425,-0.255675,0.13795,0.500325,1.06865,2.17,0.04,0.2039185,0.1593,0.0394805,0.016666375,0.06491665
2,0.75,-1.5255,-11.8194,-105.2165,-11.67075,-3.594,-4.423375,-5.853375,-5.837125,-7.240785,-5.1946725,-6.5292,355.5795,2.2387675,84.15555275,-10.0754,0.060497,-10.2142,-11.37355,-10.233695,34.0468345,0,0,0,0,188.457,261.767,-98.40745,-0.89635,-0.26205,0.133275,0.496325,1.068625,2.16895,0.03600375,0.20728,0.167452,0.0428196,0.057333425,0.078875
2,1.25,-2.335,-9.8177,-116.1773125,-12.232,-3.53725,-4.8024,-5.9301,-5.8705,-7.31543,-5.715355,-6.7524625,355.8395,2.27013525,84.1821,-9.6201,0.0522085,-10.11166,-11.35145,-10.36355,34.289375,0,0,0,0,186.917,260.6195,-98.10565,-0.9338,-0.2714,0.1306,0.4943,1.0674,2.1642,0.037,0.221185,0.17142,0.0496475,0.0930680000000001,0.0619
2,1.75,-1.791,-12.95916125,-119.14,-12.6155,-3.677,-4.8586,-5.9472,-5.8814,-7.3761525,-5.8587525,-6.7525575,355.7175,2.444559,84.154073,-9.50777,0.05054,-10.0741,-11.3515,-10.5805,33.985625,0,0,0,0,186.9265,260.5145,-98.081,-0.9902,-0.2817,0.1238,0.494,1.0661,2.1619,0.04,0.192328,0.18824,0.0564483,0.05875,0.088875
2,2.25,-1.6296,-16.4282,-128.0065,-12.7465,-3.6292,-4.8502,-5.9478,-5.8785,-7.5955625,-5.858615,-6.7527,355.99775,2.4286125,84.2208545,-10.04255,0.04892645,-10.4993,-11.342625,-10.752,33.7188,0,0,0,0,188.548,261.31275,-97.185125,-1.0341,-0.2983,0.1266,0.494,1.0683,2.157,0.04,0.205769,0.182345,0.0470229,0.13645,0.075870175
2,2.75,-2.1635,-16.476625,-130.1025,-13.0735,-3.59455,-4.8238,-5.9815,-6.0168,-7.579085,-5.858425,-6.7532775,355.88975,2.47426,84.138425,-10.226025,0.051008925,-10.4633,-11.348,-10.846875,31.9952,0,0,0,0,189.58,260.91475,-97.2651,-1.0556,-0.308,0.1288,0.492,1.0649,2.1526,0.0324,0.18788625,0.174895,0.042775025,0.083416425,0.074575
2,3.25,-2.5755,-13.696464,-130.244,-13.4725,-3.5857,-4.8248,-5.998,-6.0299,-8.08673,-5.71507,-6.7532775,355.86,2.395875,84.1282675,-10.2153,0.049525,-10.4333,-11.444125,-11.06125,34.3906,0,0,0,0,189.4205,262.01,-98.73532775,-1.045,-0.3198,0.1236,0.4913,1.065,2.153,0.0426865,0.196411,0.1956975,0.045985,0.1635,0.07695
2,3.75,-1.587,-10.643375,-120.174,-13.797,-3.57165,-4.8163,-6.0259,-5.9676,-8.3512425,-5.85852,-6.7544775,355.60975,2.35725,84.05813675,-9.71256,0.0418456,-10.3847,-11.70775,-11.39425,32.365,0,0,0,0,188.025,261.027,-97.34555,-1.0854,-0.3251,0.1236,0.4895,1.0626,2.1559,0.0302655,0.177832,0.18205,0.04712,0.126531,0.088881825
2,4.25,-1.3832,-12.0008,-126.648,-13.32275,-3.613875,-4.79925,-6.26775,-6.0168,-8.35935,-5.85911,-6.8436175,355.7735,2.27108525,84.083597,-10.12936,0.0462356,-11.227475,-11.6545,-11.353,30.5792,0,0,0,0,187.60725,260.23,-98.49285,-1.1132,-0.3285,0.1205,0.4906,1.0635,2.1512,0.037912225,0.20284,0.177906,0.051104,0.0161001,0.066975
2,4.75,-3.67425,-13.5882,-136.21325,-13.24125,-3.634725,-4.765625,-6.34555,-5.97055,-8.3595075,-5.859815,-6.9077225,355.60025,2.2539275,84.078431,-11.1822,0.0525112,-10.7045,-11.78575,-11.353,30.1622,0,0,0,0,189.25,259.359,-98.73465,-1.0896,-0.3293,0.1166,0.4906,1.0662,2.1515,0.033225,0.21223,0.17826025,0.0467988,0.00275,0.079775
2,5.25,-1.94775,-21.838995,-114.9385,-13.025,-3.666875,-4.716,-6.463225,-6.08335,-8.3592975,-5.85983,-6.754715,355.52125,2.2532,84.08748125,-10.6703,0.04909635,-10.79655,-11.784875,-11.5286,31.743332,0,0,0,0,189.088,259.79825,-98.433375,-1.1626,-0.3323,0.1036,0.4896,1.0633,2.1494,0.0333,0.1947,0.178254,0.0485309,0.035408425,0.078825
2,5.75,-2.2045,-15.338475,-120.30857725,-13.424,-3.794325,-4.701175,-6.593525,-6.101225,-8.3583,-5.85993,-6.7548675,355.389,2.25011,84.073125,-10.52355,0.049937625,-10.702625,-11.5,-11.303,29.65,0,0,0,0,187.6985,260.1165,-96.082825,-1.1737,-0.3322,0.1053,0.4889,1.0603,2.145,0.0381,0.183637,0.2078525,0.0572875,0.01975,0.04873125
2,6.25,-2.436,-14.2257,-115.409,-13.82225,-3.729075,-4.64745,-6.6417,-6.2902,-8.350035,-5.8590575,-6.75522,355.45125,2.2125,84.091855,-10.8249,0.052045,-10.7245,-12.1355,-11.4634,29.8378,0,0,0,0,186.2625,258.87075,-97.102675,-1.1894,-0.3311,0.1065,0.4871,1.0636,2.143,0.04,0.1999465,0.19548,0.052545475,0.038392,0.01282695
2,6.75,-2.08835,-20.32225,-123.03775,-14.325,-3.709825,-4.61665,-6.6501,-6.2922,-8.358405,-5.85911,-6.8966325,355.963,2.2068775,83.9718,-10.93705,0.05916675,-11.02345,-11.66225,-11.4934,31.834,0,0,0,0,185.7565,259.41925,-96.42655,-1.1866,-0.3345,0.1054,0.4875,1.0633,2.1395,0.04,0.1903575,0.1985605,0.0487164,0.036724775,-0.4124615
2,7.25,-1.6393,-11.210475,-111.89843075,-14.4885,-3.712025,-4.56875,-6.644325,-6.3199,-8.21865,-5.8591625,-6.8359625,356.12775,2.19271575,84.08343225,-11.166875,0.0521035,-10.7668,-12.2445,-11.6804,31.4378,0,0,0,0,185.2275,260.4775,-92.531725,-1.1816,-0.3361,0.1019,0.4871,1.0588,2.1358,0.0381,0.18854,0.20305,0.0558625,0.0143,-2.2897275
2,7.75,-3.96525,-13.56011775,-102.5765,-14.2665,-3.7002,-4.50205,-6.743125,-6.353,-8.02001,-5.8589,-6.75553,355.82,2.2150805,84.16066,-11.178725,0.05212575,-10.7772,-12.080875,-11.4832,31.327268,10.855,8.83587,0,0,186.0575,261.34325,-72.96480575,-1.1754,-0.3267,0.0968,0.4893,1.0596,2.1393,0.05,0.2125185,0.20565,0.0591215,0.15412425,-5.0432025
