DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,SW_OUT,H2O,CO2,TS_1_1_1,TS_1_2_1,CO2_SIGMA,H2O_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,U_SIGMA,V_SIGMA,W_SIGMA,CH4,FCH4,SCH4,SH,SLE,G_1,G_2
1,0.25,0.506140625,23.415,4.567625,1.077,4.11495849999999,0.7943882875,8.91330597634046,64.25244525,99.99,102.68839,11.5717709943931,0,0,3.51744815966398,4.7075,24.914895,498.89585,25.555,26.1025,0.365541138043165,13.2843252364952,24.4449185394327,0.372625094696309,28.248,27.954,27.43,28.284,22.87925,28.516,28.394,28.236,1.31135935920445,1.06837654008338,0.601838736977066,4300.66085144252,539.3036,19.7287785,0.696160461981221,2.083025,2.103,2.0367
1,0.75,0.5100599375,23.5175,4.356125,1.681,4.051521825,0.65447245,9.23436562874533,61.8104125,99.99,102.604165,12.0280689411761,0,0,3.51744815966398,4.89975,24.83642475,490.17517,25.53,25.91125,0.335272189854678,13.6685169329728,24.3372421080428,0.408168563325409,28.176,27.914,27.394,28.232,22.7955,28.492,28.346,28.176,1.27982932872262,1.10070094247128,0.562132094117121,4288.26255,380.101375,22.0001705,0.466831439999999,1.70659580572786,2.029375,1.9788
1,1.25,0.50612124,23.50525,4.35575,1.5267,3.913247425,0.720688862500001,6.9658534,72.5521405395573,99.99,102.604165,12.881,0,0,3.51744815966398,4.96875,24.17005,485.52867,25.51875,25.9775,0.330478941857369,13.4507940862657,23.823,0.406467631930147,28.052,27.758,27.258,28.196,22.69025,28.374,28.172,27.964,1.34699254846699,1.01269788739917,0.575804695568469,4270.68508908513,434.572719999999,25.2955021049732,0.832357777044772,4.16332319999999,1.95875,1.936325
1,1.75,0.5188492175,23.59445,4.51,2.1804,4.1040535,0.8795,7.11800883518905,75.98106,99.99,102.602395,12.6383025,0,0,3.51744815966398,4.997,24.2156975,491.4503125,25.52125,26.0225,0.319455529850828,13.1324347541611,23.84694,0.375859247614156,28.166,27.946,27.432,28.166,22.641,28.454,28.302,28.168,1.31000221322186,1.01306542077777,0.577789768241043,4423.76599999999,540.059064999998,23.671604,0.7897195,3.374494,1.887325,1.8919
1,2.25,0.4940613,23.63275,4.4755,1.5354,5.10949199999997,0.9095976,7.3318497885728,64.0197987432852,99.99,102.601,12.716,0,0,3.51744815966398,4.8985,24.935796,492.659675,25.61875,25.8825,0.28727990493473,13.8016098166407,23.8402062940752,0.321646455361694,28.066,27.808,27.422,28.098,22.614,28.376,28.196,27.998,1.34821770569083,1.03160463404988,0.584569262846884,4190.54667500001,283.011720000001,18.9396575,0.665025837374069,1.535105925,1.8268,1.8475
1,2.75,0.49963125,23.6856,4.590625,1.6074,4.532436875,0.7586,5.783586375,64.02593,99.99,102.601,13.678,0,0,3.51744815966398,4.9,24.5366780363164,490.730835,26.05125,26.06375,0.298694891973672,14.1680464035146,23.9058542562626,0.368811861474049,28.144,27.952,27.452,28.224,22.595,28.372,28.216,28.098,1.27141917088319,0.958490755832672,0.562902237236018,4826.32,247.51,16.2178,0.625032630346602,1.60821009499518,1.772325,1.807075
1,3.25,0.50705,23.413125,4.5155,1.3082,4.422,0.933236102500001,18.2492074999999,64.337219,99.99,102.601,13.0658290352455,0,0,3.51744815966398,4.8715,24.785225,497.695715,26.1975,26,0.441348774056187,13.29013084637,23.6736504895854,0.433322724114205,28.038,27.798,27.266,28.208,22.58225,28.36,28.156,28.004,1.32903163474218,1.02988221138011,0.566276988375102,4585.6517,234.187339999999,33.9463235,0.820939899870369,1.750546025,1.72635,1.76875
1,3.75,0.534874759148577,23.505,4.41425,1.2374,3.40655,0.81315,9.112005,67.6977376489156,99.99,102.542955,13.2025,0,0,3.51744815966398,4.95,24.3957,497.9636,25.95,25.61875,0.326200856250599,14.1205475898506,23.7290344737762,0.399406407341063,27.926,27.724,27.188,28.176,22.42975,28.206,28.002,27.836,1.38385593127832,1.07822360872018,0.599431078003021,4545.125225,203.484625000001,17.3025350000001,1.1018071,1.6664229,1.688775,1.72865
1,4.25,0.52243974,23.3,4.620125,1.5831,3.9347799,0.838580982500001,14.02176625,66.95117175,99.99,102.5426125,14.227,0,0,3.51744815966398,4.957,24.556325,497.03149,26.08375,25.56375,0.283205207715147,12.9018908081568,23.8652868827735,0.480167554552961,28.074,27.754,27.216,28.304,22.33,28.368,28.18,28.008,1.34384369628654,1.00368285581906,0.590010240318384,4697.92242898517,127.287025,8.94230242904295,0.5574313,3.05274187500001,1.6639,1.69645
1,4.75,0.538809625,23.38,4.741,1.526525,4.144396925,0.8047,18.74321775,66.1412682697271,99.99,102.54991,14.579697,0,0.152500000000001,3.51744815966398,4.824,24.59253,507.901475,26.5025,25.86625,0.266459839292519,12.1616311951777,24.03762,0.462166842868032,27.89,27.592,27.082,28.182,22.22825,28.316,28.018,27.788,1.41528862978142,1.12221306534419,0.595325502089184,4405.158,208.0507,15.4588,0.46515277,1.52563898456372,1.651475,1.673575
