DOY2,HR2,CO2,H2O,FC,SC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_2_1_1,TS_3_1_1,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
8,13.25,389.392,26.1,-13.0815,-0.277,2.819,178.1875,317.5935,1.816,0.521,1.036,0.899,0.537,100.7105,60,30.73,18.147,31.773,0.5885,24.3,23.985,24.115,1631.09,711.918,853.529,102.784,442.674,491.357
8,13.75,388.871,26.1795,-11.7385,-0.305,3.255,166.6775,299.191,1.751,0.494,1.0945,0.938,0.5165,100.682,60,30.73,18.147,32.0455,0.5865,24.3,23.985,24.115,1614.031,725.836,867.832,97.662,442.75,493.094
8,14.25,387.884,25.836,-11.535,0.016,3.607,160.939,295.94,1.7495,0.5265,1.1055,0.9275,0.545,100.662,60.2,31.36,18.159,32.239,0.5775,24.345,24.085,24.23,1527.538,718.706,794.918,87.712,444.063,492.756
8,14.75,387.577,25.716,-10.108,0.038,3.946,136.952,281.119,1.9225,0.4965,1.1135,0.9245,0.522,100.6315,60.2,31.36,18.159,32.281,0.54,24.345,24.085,24.23,1453.365,659.872,750.628,77.213,444.902,493.393
8,15.25,386.951,25.7735,-9.244,-0.301,4.226,142.395,257.907,1.812,0.506,1.073,0.919,0.526,100.5845,59.44,31.045,18.115,32.409,0.537,24.43,24.16,24.295,1460.522,669.442,771.724,76.025,443.799,493.61
8,15.75,386.787,25.474,-9.073,-0.301,4.4375,128.813,239.258,1.726,0.481,1.035,0.889,0.518,100.556,59.44,31.045,18.115,32.371,0.496,24.43,24.16,24.295,1329.7985,578.0355,699.7045,67.418,444.8365,492.9075
8,16.25,386.019,25.538,-7.64,-0.034,4.7235,97.582,221.122,1.857,0.484,1.026,0.833,0.502,100.554,60.56,30.86,17.481,32.385,0.449,24.5,24.265,24.405,1183.917,503.5075,606.1615,61.5995,442.4255,490.2205
8,16.75,385.395,26.0255,-7.237,-0.034,4.888,85.889,181.997,1.818,0.464,0.987,0.828,0.4845,100.542,60.56,30.86,17.481,32.295,0.399,24.5,24.265,24.405,1063.8535,436.5695,557.135,56.385,439.2155,488.5765
8,17.25,385.733,25.651,-5.829,0.204,5.0465,56.154,153.55,1.738,0.437,0.924,0.68,0.453,100.534,61.11,30.55,17.395,32.125,0.298,24.6,24.325,24.455,816.6445,354.1185,412.7535,48.2375,437.2235,485.6455
8,17.75,387.52,25.726,-3.8885,0.233,5.042,31.4355,113.5425,1.6175,0.391,0.789,0.604,0.41,100.534,61.11,30.55,17.395,31.8485,0.238,24.6,24.325,24.455,652.506,244.489,344.456,40.596,435.074,483.459
8,18.25,388.148,26.199,-2.665,0.914,4.738,10.4815,79.524,1.5795,0.357,0.716,0.562,0.347,100.5315,70.51,29.7,12.768,31.7255,0.2005,24.655,24.38,24.465,417.15,150.392,214.816,29.968,432.046,481.392
8,18.75,389,26.464,-1.3065,0.914,4.742,-1.7235,46.2905,1.5215,0.317,0.688,0.5255,0.3285,100.5235,70.51,29.7,12.768,31.156,0.1855,24.655,24.38,24.465,274.871,58.601,146.953,21.017,429.972,476.858
8,19.25,391.021,26.71,-0.1505,1.476,4.417,-6.6835,21.018,1.4385,0.248,0.606,0.456,0.281,100.5425,78.33,27.8,7.935,30.504,0.246,24.67,24.425,24.5,94.137,3.854,49.245,9.251,427.049,470.292
8,19.75,395,26.404,0.7675,1.476,4.276,-11.729,13.4325,1.465,0.211,0.511,0.382,0.256,100.5575,78.33,27.8,7.935,29.767,0.268,24.67,24.425,24.5,29.918,-27.929,14.534,2.358,427.2225,463.477
8,20.25,398.943,26.01,1.667,1.982,4.163,-14.4975,9.959,1.567,0.2105,0.5,0.383,0.227,100.5565,82.7,26.1,5.844,29.1515,0.2665,24.645,24.435,24.475,1.114,-42.8765,-1.767,1.262,422.674,460.093
8,20.75,401.492,25.714,2.431,1.982,3.879,-18.2015,9.906,1.613,0.22,0.504,0.409,0.254,100.575,82.7,26.1,5.844,28.5305,0.2515,24.645,24.435,24.475,0.079,-43.7755,-2.182,1.294,421.215,456.6145
8,21.25,407.686,25.5265,2.802,1.819,3.559,-18.348,7.543,1.695,0.239,0.546,0.444,0.271,100.594,84.4,25.35,5.193,28.133,0.239,24.605,24.445,24.45,0.081,-42.351,-2.293,1.323,420.4235,454.696
8,21.75,409.643,25.394,2.9435,1.332,3.2525,-16.6425,5.81,1.743,0.241,0.5535,0.4405,0.271,100.6265,84.4,25.35,5.193,27.598,0.221,24.605,24.445,24.45,0.082,-41.8855,-2.293,1.3055,416.498,452.419
8,22.25,413.21,25.4775,3.296,1.697,2.842,-19.703,4.271,1.727,0.267,0.5845,0.4585,0.3045,100.659,87.1,24.52,4.149,27.162,0.233,24.585,24.41,24.4,0.081,-42.258,-2.293,1.291,417.576,451.548
8,22.75,417.1025,24.677,2.883,1.697,2.596,-18.316,2.888,1.634,0.257,0.5425,0.4405,0.2885,100.661,87.1,24.52,4.149,26.67,0.212,24.585,24.41,24.4,0.082,-43.65,-2.293,1.302,413.894,446.789
8,23.25,417,24.229,3.554,0.779,2.281,-15.859,4.629,1.677,0.268,0.587,0.46,0.306,100.678,88.7,23.81,3.264,26.502,0.203,24.505,24.39,24.35,0.081,-43.239,-2.293,1.298,408.933,445.376
8,23.75,421.78,24.232,3.542,0.728,2.089,-16.285,2.641,1.693,0.262,0.54,0.423,0.293,100.668,88.7,23.81,3.264,26.104,0.196,24.505,24.39,24.35,0.079,-43.467,-2.293,1.285,409.876,444.424
9,0.25,429.0095,22.965,2.744,1.199,0.944,-19.189,0.366,1.767,0.252,0.566,0.433,0.296,100.657,85,22.95,3.847,25.328,0.23,24.2,24.45,24.29,0.038,-47.52,-2.569,1.332,399.324,439.323
9,0.75,432.2775,22.8915,3.038,1.199,0.74,-18.467,1.369,1.745,0.269,0.586,0.435,0.3,100.64,85,22.95,3.847,25.222,0.23,24.2,24.45,24.29,0.033,-47.759,-2.464,1.354,397.557,437.84
9,1.25,432.533,22.499,3.145,0.754,0.565,-17.742,-0.159,1.729,0.251,0.5755,0.436,0.296,100.64,85.8,22.42,3.464,24.988,0.228,24.16,24.435,24.24,0.038,-47.136,-2.428,1.366,396.513,436.64
9,1.75,435,22.4205,3.273,0.754,0.401,-17.272,-0.709,1.771,0.271,0.577,0.457,0.305,100.632,85.8,22.42,3.464,24.739,0.23,24.16,24.435,24.24,0.041,-47.114,-2.424,1.367,394.215,435.535
9,2.25,437.9125,22.4705,3.11,1.35,0.233,-17.811,-0.916,1.782,0.259,0.561,0.4375,0.2835,100.632,88,21.93,2.727,24.483,0.215,24.1,24.39,24.19,0.041,-45.827,-2.345,1.389,393.646,434.233
9,2.75,439.7245,22.411,3.081,1.35,0.057,-19.234,-0.814,1.814,0.273,0.588,0.4365,0.2995,100.62,88,21.93,2.727,24.257,0.209,24.1,24.39,24.19,0.042,-45.666,-2.299,1.336,394.561,432.789
9,3.25,441.452,22.3215,3.488,0.694,-0.12,-19.476,-0.611,1.766,0.272,0.581,0.449,0.301,100.624,90.7,21.51,2.148,23.944,0.224,24.04,24.355,24.155,0.039,-45.741,-2.309,1.371,393.225,431.375
9,3.75,443.9165,22.336,3.614,0.694,-0.279,-18.529,-1.682,1.715,0.26,0.5475,0.424,0.2985,100.619,90.7,21.51,2.148,23.734,0.225,24.04,24.355,24.155,0.042,-45.251,-2.281,1.308,392.94,430.644
9,4.25,445.294,22.4,3.562,0.908,-0.477,-19.112,-1.475,1.728,0.273,0.5685,0.412,0.294,100.62,92.1,21.1,1.812,23.599,0.213,24,24.31,24.09,0.041,-44.682,-2.207,1.332,391.146,429.227
9,4.75,447,22.444,3.563,0.908,-0.62,-15.795,-1.878,1.693,0.262,0.564,0.421,0.294,100.638,92.1,21.1,1.812,23.496,0.201,24,24.31,24.09,0.04,-43.733,-2.172,1.318,390.502,428.142
9,5.25,448.0975,22.2995,3.471,0.683,-0.81,-15.627,-2.151,1.681,0.262,0.5535,0.4295,0.2895,100.649,93.1,20.74,1.492,23.258,0.199,23.93,24.245,24.01,0.04,-42.661,-2.112,1.237,391.598,428.158
9,5.75,451.3215,22.324,4.026,0.683,-0.951,-16.545,-1.852,1.671,0.257,0.553,0.423,0.288,100.669,93.1,20.74,1.492,23.068,0.205,23.93,24.245,24.01,0.043,-42.543,-2.188,1.189,389.833,427.875
9,6.25,451.915,22.3035,3.867,0.29,-1.088,-14.052,-1.524,1.604,0.248,0.559,0.402,0.284,100.702,93.9,20.7,1.198,22.825,0.187,23.88,24.195,23.955,0.079,-43.352,-1.99,1.224,389.023,427.271
9,6.75,458.345,22.2845,3.856,0.29,-1.167,-14.146,-1.673,1.636,0.248,0.517,0.4155,0.266,100.723,93.9,20.7,1.198,22.836,0.183,23.88,24.195,23.955,6.401,-39.469,1.196,1.797,387.663,426.29
9,7.25,457.236,22.291,2.944,-2.544,-1.301,-9.053,-0.791,1.554,0.258,0.5675,0.416,0.2795,100.743,91.6,20.53,1.631,22.742,0.156,23.85,24.14,23.9,65.363,-16.203,29.981,9.457,387.416,426.353
9,7.75,457.2895,22.3775,2.528,-2.544,-1.401,4.824,3.892,1.486,0.279,0.607,0.4275,0.3095,100.78,91.6,20.53,1.631,23.063,0.217,23.85,24.14,23.9,215.481,34.867,104.596,22.199,388.909,428.088
9,8.25,452.486,22.742,0.538,-4.401,-1.494,33.576,18.639,1.475,0.324,0.6635,0.4805,0.35,100.798,84.8,22.01,4.012,23.585,0.348,23.8,24.055,23.84,410.337,114.648,203.225,31.271,389.817,433.509
9,8.75,445.1135,23.05,-0.157,-4.401,-1.546,64.824,46.633,1.401,0.353,0.7245,0.4945,0.3625,100.808,84.8,22.01,4.012,24.716,0.461,23.8,24.055,23.84,620.943,206.028,309.941,41.276,395.866,440.12
9,9.25,437.378,23.505,-2.955,-3.277,-1.476,99.383,89.598,1.324,0.381,0.7105,0.548,0.3975,100.822,73.13,24.7,8.119,25.724,0.512,23.76,24.03,23.8,830.61,308.386,417.819,48.768,400.174,447.441
9,9.75,426.4545,23.847,-3.76,-3.277,-1.315,128.016,123.154,1.37,0.395,0.753,0.61,0.414,100.833,73.13,24.7,8.119,26.803,0.554,23.76,24.03,23.8,1033.224,400.244,523.067,54.857,406.436,455.168
9,10.25,417.754,23.965,-7.46,-1.596,-1.037,161.7455,168.084,1.4495,0.41,0.7885,0.683,0.451,100.851,67.4,26.94,11.103,27.827,0.5875,23.74,23.98,23.825,1202.096,480.8925,614.443,60.8265,410.8475,462.541
9,10.75,413.2375,23.9475,-8.587,-1.379,-0.617,185.385,189.93,1.473,0.44,0.8525,0.7735,0.4695,100.843,67.4,26.94,11.103,28.492,0.632,23.74,23.98,23.825,1345.586,556.569,696.975,67.15,415.233,468.307
9,11.25,409.636,23.5995,-9.14,-1,-0.234,200.58,224.102,1.566,0.44,0.907,0.803,0.514,100.834,61.7,28.33,14.192,29.02,0.621,23.78,23.985,23.885,1467.57,611.6235,770.7685,77.287,419.0895,473.069
9,11.75,404.6125,23.2955,-10.466,-0.937,0.3255,211.256,223.769,1.686,0.474,1.05,0.896,0.533,100.816,61.7,28.33,14.192,29.692,0.636,23.78,23.985,23.885,1546.192,616.41,803.064,93.016,423.6275,477.19
9,12.25,400.972,22.985,-10.322,-0.438,0.8445,203.992,234.063,1.749,0.503,1.0455,0.9095,0.5565,100.789,57.4,29.3,16.792,30.193,0.638,23.87,24.01,23.96,1581.459,639.602,832.124,102.538,427.1475,480.83
9,12.75,398.922,22.818,-9.643,-0.438,1.334,213.574,239.576,1.743,0.485,1.0755,0.938,0.5495,100.765,57.4,29.3,16.792,30.301,0.651,23.87,24.01,23.96,1581.304,660.5925,840.22,99.4995,430.3915,480.7015
9,13.25,398.2575,22.678,-10.126,-0.277,1.8435,196.349,225.4965,1.832,0.5,1.073,0.897,0.5505,100.7275,54.06,29.99,18.522,30.502,0.648,23.95,24.145,24.045,1548.936,652.583,808.647,89.355,431.389,483.9665
9,13.75,398.017,22.576,-10.651,-0.277,2.3455,183.525,226.922,1.89,0.499,1.0915,0.9905,0.556,100.697,54.06,29.99,18.522,30.657,0.613,23.95,24.145,24.045,1557.661,657.5905,822.244,88.6895,432.0515,484.234
9,14.25,398.925,22.326,-9.083,0.016,2.7885,183.747,226.576,1.841,0.513,1.072,0.951,0.536,100.656,53.4,30.37,19.491,31.036,0.569,24.01,24.225,24.105,1540.015,655.2525,817.878,80.969,431.66,485.191
9,14.75,397.6895,22.318,-9.048,0.016,3.139,151.723,220.8015,1.845,0.479,1.081,0.9295,0.5385,100.611,53.4,30.37,19.491,31.047,0.549,24.01,24.225,24.105,1365.493,612.48,740.784,67.859,433.012,486.288
9,15.25,397.805,22.325,-7.986,-0.301,3.45,124.929,196.791,1.792,0.469,1.006,0.896,0.5055,100.57,56.395,30.06,18.1495,31.094,0.521,24.12,24.265,24.215,1275.914,561.9995,689.869,62.302,432.392,483.843
9,15.75,396.771,22.4715,-7.029,-0.301,3.664,112.8085,171.52,1.748,0.482,1.035,0.877,0.504,100.543,56.395,30.06,18.1495,30.9,0.4465,24.12,24.265,24.215,1181.0525,494.501,631.405,58.473,430.676,482.938
9,16.25,397.0955,22.244,-6.1035,-0.034,3.758,91.1735,164.9615,1.7445,0.456,0.978,0.842,0.467,100.522,55.81,30.065,18.0105,31.3395,0.4095,24.21,24.345,24.31,1052.4495,438.612,567.583,55.621,429.889,484.246
9,16.75,397.683,22.2715,-5.5145,-0.034,3.801,76.247,154.6505,1.7735,0.447,0.948,0.777,0.461,100.5155,55.81,30.065,18.0105,31.363,0.368,24.21,24.345,24.31,883.2115,349.567,473.956,48.59,428.901,482.207
9,17.25,397.762,22.5875,-4.088,0.229,3.8345,41.228,118.841,1.693,0.4095,0.847,0.694,0.428,100.508,56.615,29.81,17.5405,31.118,0.291,24.23,24.4,24.35,668.894,244.6305,360.477,39.95,425.343,479.4295
9,17.75,399,22.814,-2.6,0.233,3.8415,17.5025,78.582,1.5985,0.3825,0.772,0.608,0.389,100.5115,56.615,29.81,17.5405,30.8255,0.2285,24.23,24.4,24.35,471.6925,155.528,259.175,32.456,423.448,475.918
9,18.25,400,23.0525,-1.2245,1.074,3.7685,-0.7575,40.63,1.508,0.2945,0.618,0.501,0.317,100.508,69.175,28.16,10.884,30.372,0.1945,24.28,24.435,24.375,255.3735,63.7075,142.3785,20.655,420.7955,471.112
9,18.75,400.624,23.4255,-0.223,1.074,3.654,-7.8015,20.0695,1.4325,0.2505,0.498,0.3895,0.251,100.508,69.175,28.16,10.884,29.7225,0.2235,24.28,24.435,24.375,101.0705,-4.507,53.092,8.987,417.8345,464.632
9,19.25,404.0105,23.29,0.5055,1.584,3.471,-13.444,11.472,1.528,0.1915,0.434,0.374,0.201,100.511,76,26,7.322,28.9955,0.266,24.3,24.485,24.39,14.9775,-44.164,4.917,2.3035,415.304,459.0755
9,19.75,406.68,23.445,1.062,1.53,3.2685,-16.49,8.586,1.5715,0.208,0.4515,0.3575,0.2145,100.534,76,26,7.322,28.4755,0.2845,24.3,24.485,24.39,0.163,-51.0835,-2.5935,1.5575,413.6675,454.5815
9,20.25,410,23.382,1.37,1.982,2.956,-15.425,6.222,1.634,0.215,0.4685,0.3875,0.233,100.567,77.9,24.9,6.113,27.951,0.293,24.3,24.47,24.345,0.016,-51.006,-2.924,1.47,410.562,452.183
9,20.75,413,23.329,2.142,1.982,2.668,-20.261,5.819,1.677,0.249,0.519,0.424,0.273,100.586,77.9,24.9,6.113,27.53,0.261,24.3,24.47,24.345,0.012,-50.214,-2.814,1.489,408.278,449.797
9,21.25,414.601,22.965,2.196,1.332,2.341,-20.005,4.678,1.78,0.257,0.544,0.409,0.278,100.601,78.5,24.21,6.04,26.979,0.277,24.3,24.49,24.335,0.016,-50.538,-2.693,1.488,405.915,447.439
9,21.75,416.17,23.127,2.757,1.332,2.07,-22.457,5.016,1.82,0.27,0.56,0.45,0.294,100.613,78.5,24.21,6.04,26.639,0.253,24.3,24.49,24.335,0.018,-50.776,-2.632,1.488,404.204,446.039
9,22.25,420.451,23.184,2.606,1.697,1.824,-21.016,3.197,1.785,0.273,0.585,0.43,0.3095,100.631,81.1,23.7,5.224,26.377,0.249,24.27,24.48,24.3,0.019,-49.846,-2.641,1.441,403.916,445.204
9,22.75,425.914,22.641,2.657,1.697,1.61,-20.623,1.429,1.782,0.275,0.5835,0.431,0.298,100.643,81.1,23.7,5.224,26.036,0.246,24.27,24.48,24.3,0.024,-50.165,-2.637,1.378,401.822,442.621
9,23.25,424.0445,21.772,2.938,0.728,1.348,-20.452,6.034,1.738,0.259,0.563,0.416,0.286,100.654,83.4,23.27,4.357,25.736,0.246,24.23,24.44,24.25,0.034,-49.076,-2.646,1.318,400.562,441.799
9,23.75,426.2955,21.849,2.982,0.728,1.161,-20.842,4.039,1.798,0.275,0.596,0.422,0.298,100.656,83.4,23.27,4.357,25.616,0.235,24.23,24.44,24.25,0.036,-48.033,-2.523,1.276,399.906,439.983
10,0.25,430.039,16.35,2.652,1.112,-1.703,-26.071,0.851,2.021,0.332,0.681,0.5145,0.36,100.745,82.4,17.88,3.256,20.05,0.242,20.89,21.32,20.665,-0.017,-58.891,-3.023,1.489,360.126,409.234
10,0.75,431.176,16.4,2.956,1.112,-1.85,-26.461,0.68,2.006,0.333,0.6625,0.4955,0.368,100.735,82.4,17.88,3.256,19.844,0.241,20.89,21.32,20.665,-0.016,-58.313,-3.084,1.491,357.174,408.103
10,1.25,433.999,16.4,2.779,0.752,-2.053,-29.188,0.818,2.078,0.329,0.643,0.489,0.35,100.731,84.5,17.21,2.95,19.483,0.238,20.8,21.265,20.6,-0.017,-57.324,-2.947,1.49,356.557,407.093
10,1.75,435.596,16.5,2.925,0.752,-2.258,-28.463,0.354,2.057,0.33,0.664,0.5055,0.3695,100.729,84.5,17.21,2.95,19.467,0.229,20.8,21.265,20.6,-0.016,-56.676,-2.987,1.464,356.693,406.73
10,2.25,436.071,16.493,2.974,1.159,-2.426,-28.395,0.055,2.058,0.352,0.684,0.5165,0.3775,100.729,86.1,16.87,2.594,19.145,0.223,20.7,21.195,20.545,-0.018,-56.616,-2.959,1.423,354.643,403.74
10,2.75,436.932,16.5,3.246,1.159,-2.589,-27.638,-0.484,2.038,0.33,0.6525,0.498,0.362,100.731,86.1,16.87,2.594,18.657,0.221,20.7,21.195,20.545,-0.017,-55.417,-2.914,1.429,357.449,403.116
10,3.25,438,16.328,3.118,0.132,-2.746,-27.12,0.003,1.987,0.335,0.64,0.485,0.348,100.72,87,16.54,2.256,18.321,0.214,20.64,21.165,20.505,-0.016,-54.782,-2.854,1.376,355.149,401.388
10,3.75,440,16.273,2.754,0.132,-2.92,-26.153,-0.43,1.931,0.319,0.6365,0.482,0.356,100.717,87,16.54,2.256,18.265,0.218,20.64,21.165,20.505,-0.014,-54.56,-2.835,1.359,355.827,400.488
10,4.25,442,16.026,2.991,0.591,-3.094,-22.956,-0.73,1.937,0.317,0.631,0.4605,0.3415,100.719,89.7,16.1,1.843,17.978,0.2,20.59,21.11,20.445,-0.013,-54.061,-2.718,1.371,355.226,399.172
10,4.75,442.585,15.935,3.107,0.591,-3.171,-22.343,-0.699,1.895,0.321,0.629,0.4775,0.3435,100.731,89.7,16.1,1.843,17.607,0.202,20.59,21.11,20.445,-0.013,-52.751,-2.675,1.349,354.11,398.387
10,5.25,444.054,15.802,2.724,0.683,-3.192,-21.065,-0.425,1.853,0.306,0.6055,0.472,0.3335,100.731,91.7,15.79,1.35,17.42,0.193,20.54,21.075,20.395,-0.012,-53.827,-2.647,1.359,352.996,397.569
10,5.75,444.846,15.87,3.121,0.683,-3.27,-20.292,-0.59,1.886,0.299,0.615,0.4665,0.337,100.747,91.7,15.79,1.35,17.358,0.197,20.54,21.075,20.395,-0.01,-52.328,-2.594,1.373,352.928,397.12
10,6.25,447,15.818,3.197,-0.107,-3.414,-19.591,-0.67,1.915,0.304,0.609,0.45,0.3245,100.761,93.2,15.44,0.988,17.064,0.193,20.51,21.035,20.36,-0.012,-51.958,-2.572,1.279,352.194,396.133
10,6.75,446,15.784,3.251,-0.107,-3.553,-20.871,-0.816,1.866,0.3,0.628,0.4585,0.332,100.79,93.2,15.44,0.988,16.912,0.186,20.51,21.035,20.36,0.266,-50.954,-2.261,1.338,351.28,395.242
10,7.25,446,15.792,2.857,-2.544,-3.829,-18.71,-0.442,1.879,0.306,0.605,0.443,0.318,100.8,92.2,15.13,1.214,16.739,0.176,20.46,20.995,20.33,16.74,-42.514,5.839,2.906,351.959,393.414
10,7.75,445.494,15.792,2.259,-2.544,-4.065,-9.531,-0.002,1.804,0.322,0.637,0.466,0.339,100.816,92.2,15.13,1.214,16.78,0.177,20.46,20.995,20.33,109.075,-6.14,43.881,15.236,351.849,395.303
10,8.25,444.11,15.936,0.419,-4.401,-4.2,9.841,5.418,1.808,0.367,0.686,0.509,0.381,100.841,84.6,16.4,2.699,17.52,0.25,20.4,20.96,20.3,285.371,52.253,137.596,27.052,355.491,398.977
10,8.75,439.361,15.984,-1.358,-4.401,-4.31,38.288,19.224,1.845,0.398,0.787,0.569,0.422,100.871,84.6,16.4,2.699,18.263,0.375,20.4,20.96,20.3,479.289,129.599,231.053,34.383,357.571,404.272
10,9.25,434.214,16.405,-2.786,-2.733,-4.424,76.259,43.027,1.951,0.469,0.939,0.679,0.479,100.893,76.22,18.77,4.975,19.312,0.447,20.32,20.88,20.26,672.995,217.09,335.003,42.236,361.42,410.971
10,9.75,427.947,16.684,-4.596,-2.733,-4.378,107.189,64.671,1.984,0.51,1.029,0.755,0.518,100.909,76.22,18.77,4.975,20.546,0.444,20.32,20.88,20.26,858.363,309.641,432.548,50.321,365.841,419.246
10,10.25,423.778,16.8,-8.052,-1.313,-4.177,145.649,95.656,2.197,0.571,1.1945,0.8375,0.5695,100.912,68.9,20.72,6.918,21.404,0.5,20.3,20.885,20.26,1036.458,387.184,534.449,57.458,369.306,424.572
10,10.75,419.149,17.3,-8.433,-1.313,-3.872,160.579,114.386,2.244,0.583,1.1755,0.914,0.5975,100.906,68.9,20.72,6.918,22.217,0.522,20.3,20.885,20.26,1172.449,446.686,604.816,66.348,373.111,429.003
10,11.25,415.798,16.988,-10.191,-0.937,-3.399,197.871,142.831,2.132,0.573,1.163,0.921,0.583,100.91,62.35,21.92,9.17,22.627,0.557,20.31,20.845,20.29,1272.338,490.22,665.303,81.083,375.183,433.58
10,11.75,412.523,16.712,-10.253,-0.937,-2.882,208.339,152.967,2.221,0.59,1.1705,0.9785,0.6095,100.888,62.35,21.92,9.17,23.177,0.543,20.31,20.845,20.29,1401.046,522.061,723.964,109.736,377.478,439.361
10,12.25,410.985,16.72,-11.566,-0.388,-2.698,220.466,172.18,2.189,0.584,1.173,0.992,0.605,100.865,57.9,23.27,11.183,23.86,0.561,20.43,20.805,20.395,1426.464,540.512,754.63,100.265,384.224,443.171
10,12.75,409.45,16.72,-10.912,-0.378,-2.33,216.327,167.362,2.243,0.572,1.226,0.951,0.578,100.835,57.9,23.27,11.183,24.249,0.583,20.43,20.805,20.395,1281.076,543.051,762.031,92.543,384.933,447.32
10,13.25,407.9475,16.753,-10.551,-0.277,-1.616,220.932,163.4885,2.101,0.563,1.216,0.991,0.591,100.7935,52.29,24.38,13.737,24.497,0.568,20.46,20.995,20.49,1146.274,564.234,750.855,85.342,386.182,449.453
10,13.75,407.054,16.753,-8.922,-0.277,-1.082,197.992,153.195,2.169,0.574,1.185,0.99,0.585,100.74,52.29,24.38,13.737,24.799,0.533,20.46,20.995,20.49,1286.678,572.517,747.785,79.053,388.548,451.649
10,14.25,406.672,16.262,-8.948,0.038,-0.557,179.44,158.55,2.164,0.582,1.199,0.971,0.585,100.737,51.22,25.25,15.154,25.273,0.491,20.55,21.115,20.64,991.885,544.884,703.17,72.413,387.914,451.935
10,14.75,406.125,16.4,-8.645,0.038,0.11,168.058,169.024,2.119,0.572,1.167,0.953,0.562,100.699,51.22,25.25,15.154,25.272,0.476,20.55,21.115,20.64,1212.265,503.815,651.551,68.272,389.248,451.302
10,15.25,406.001,16.577,-8.11,-0.274,0.499,143.026,147.473,2.094,0.552,1.171,0.952,0.573,100.659,52.95,25.1,14.965,25.38,0.431,20.64,21.205,20.81,1123.19,450.675,606.484,59.027,386.336,450.956
10,15.75,405.291,16.521,-6.927,-0.274,0.927,117.138,137.806,2.038,0.53,1.12,0.907,0.557,100.666,52.95,25.1,14.965,25.488,0.391,20.64,21.205,20.81,977.858,381.388,524.702,52.697,386.442,452.568
10,16.25,404.796,16.453,-5.017,-0.024,1.06,81.86,111.38,1.981,0.513,1.038,0.817,0.532,100.646,53.7,24.78,14.584,25.539,0.315,20.75,21.18,20.865,811.148,302.632,441.792,46.147,385.341,451.39
10,16.75,404.751,16.414,-3.952,-0.024,1.094,49.086,89.993,1.949,0.495,0.956,0.731,0.497,100.639,53.7,24.78,14.584,25.597,0.232,20.75,21.18,20.865,612.508,210.735,338.731,36.799,383.18,449.528
10,17.25,405.407,16.8,-2.614,0.225,1.046,16.369,52.25,1.841,0.412,0.7925,0.6295,0.417,100.631,60.12,23.87,11.608,25.186,0.187,20.85,21.29,20.92,410.12,115.491,227.84,26.929,380.283,445.087
10,17.75,405.758,16.93,-0.91,0.233,1.131,-4.394,29.794,1.602,0.332,0.664,0.5155,0.349,100.642,60.12,23.87,11.608,24.796,0.195,20.85,21.29,20.92,214.97,31.022,119.351,17.038,379.537,441
10,18.25,407.202,17.191,-0.065,1.074,0.925,-12.996,12.626,1.56,0.229,0.4805,0.3905,0.2385,100.66,69.13,21.85,8.193,24.083,0.253,20.9,21.375,20.935,67.068,-24.194,35.865,6.919,376.558,434.111
10,18.75,409.2905,17.225,0.5325,1.074,0.723,-19.144,8.049,1.659,0.24,0.4835,0.3685,0.249,100.661,69.13,21.85,8.193,23.427,0.289,20.9,21.375,20.935,6.301,-63.315,-0.336,2.169,374.421,429.68
10,19.25,411.949,17.1645,1.192,1.476,0.535,-21.933,7.637,1.728,0.236,0.522,0.378,0.2625,100.684,71.74,20.54,6.317,23.25,0.295,20.9,21.39,20.925,0.068,-68.481,-3.603,1.85,371.137,426.707
10,19.75,414.31,17.0375,1.366,1.476,0.312,-23.011,6.441,1.793,0.239,0.5065,0.383,0.2515,100.704,71.74,20.54,6.317,22.401,0.298,20.9,21.39,20.925,-0.039,-66.386,-3.54,1.842,369.443,422.729
10,20.25,416.637,17.098,1.784,1.982,-0.008,-23.479,5.647,1.913,0.261,0.54,0.439,0.27,100.715,74.59,19.7,5.643,22.239,0.285,20.85,21.385,20.895,-0.034,-64.909,-3.479,1.825,369.555,420.236
10,20.75,419,17.1345,2.1075,1.657,-0.309,-25.269,4.808,1.893,0.305,0.584,0.453,0.318,100.729,74.59,19.7,5.643,21.785,0.278,20.85,21.385,20.895,-0.027,-63.627,-3.349,1.693,368.044,417.481
10,21.25,420.0975,17.0885,2.241,1.222,-0.422,-28.729,3.951,2.006,0.315,0.632,0.486,0.341,100.748,75.1,19.03,5.151,21.333,0.268,20.86,21.37,20.835,-0.026,-62.337,-3.411,1.604,365.581,415.857
10,21.75,421.894,17.017,2.364,1.332,-0.704,-26.419,3.387,1.929,0.299,0.622,0.476,0.321,100.767,75.1,19.03,5.151,21.141,0.276,20.86,21.37,20.835,-0.024,-61.516,-3.283,1.668,364.23,415.545
10,22.25,424.066,16.766,2.0355,1.533,-1.039,-27.555,2.867,1.953,0.311,0.611,0.463,0.338,100.777,78.2,18.5,4.42,20.809,0.273,20.79,21.305,20.755,-0.02,-61.514,-3.241,1.716,363.567,414.986
