DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,VPD,TS_3
1,0.25,3.11515776349996,9.1547375,14.5512875,0.708399999999999,-1.939,-0.242375,92.7,0.4295419222,103.2925,0.89575,6.4032,0.00285340500000002,0,-0.93275,2.35238,-1.873875,-1.164125,-1.066625,0.540125,-1.7474375,-0.26325,542.515,2.07333,-1.683125
1,0.75,2.847359072,8.19496549999999,17.27473,0.722296749999998,-2.234625,-0.253625,93,0.3732,103.295,0.857,6.66425,0.002461315,0,-0.934875,2.1400175,-1.845625,-1.224375,-1.287625,0.17975,-1.7085625,-0.805625,556.7,2.00766,-1.671225
1,1.25,1.693674072775,11.6223025,14.5300525,0.621875,-2.482375,-0.278,93.810125,0.33121630915,103.295,0.826875,4.46552499999999,0.000137903699999998,0,-0.93025,2.052647,-1.842,-1.178375,-1.301375,0.013,-1.6881875,-1.01125,543.7375,2.0492725,-1.665675
1,1.75,2.32074108254999,10.8678125,14.1345175,0.791286999999999,-2.672,-0.275375,93.45,0.4759680672,103.1975,0.84975,6.40259999999999,0,0,-0.929375,2.3718575,-1.835,-1.180375,-1.309125,-0.087125,-1.66225,-1.11375,576.775,1.78685,-1.6592
1,2.25,2.123665286375,9.27353541749998,15.774475,0.6177,-3.00825,-0.26825,94.2375,0.4732886598,103.2,0.818875,6.52999999999998,0,0,-0.925875,2.2369125,-1.82425,-1.1215,-1.3085,-0.166875,-1.6525625,-1.1944375,560.0875,2.6473325,-1.651375
1,2.75,3.44022989939999,8.69850625,20.4991225,0.545399999999999,-2.55425,-0.269625,94.575,0.42107413875,103.2,0.741875,5.97539999999999,0,0,-0.935875,2.18676,-1.8225,-1.155875,-1.306375,-0.246875,-1.6373125,-1.2758125,573.05,2.64707,-1.641925
1,3.25,2.98523327644999,8.9069125,16.04011438325,0.596319999999999,-2.288375,-0.282375,95.1,0.422156175625,103.1975,0.8465,3.9709,0,0,-0.941125,2.4125585,-1.829,-1.14475,-1.309625,-0.323375,-1.624875,-1.352,557.18,2.64769,-1.6324
1,3.75,1.4286248855,9.45766000000001,11.8524225,0.354825,-2.30415,-0.2695,94.7125,0.47821143925,103.2,0.800875,3.69385,0,0,-0.94425,2.712131,-1.8175,-1.137125,-1.310875,-0.4,-1.6074375,-1.43425,569.9925,2.34808,-1.62695
1,4.25,2.494619532,13.07091705375,12.1105,0.6245225,-2.83575,-0.26175,94.925,0.4633442953,103.295,0.762375,5.47324999999999,0,0,-0.945625,2.3280225,-1.816375,-1.127875,-1.313125,-0.48025,-1.590875,-1.514875,608.925,2.4181775,-1.616325
1,4.75,4.1484391318,13.1832425,13.720019611,0.60815,-2.1765,-0.253875,94.4625,0.44516931325,103.3,0.85625,5.049,0,0,-0.953875,2.42488999999999,-1.806125,-1.124,-1.311875,-0.572,-1.5774375,-1.6034375,624.21,2.5787,-1.6145
1,5.25,2.469215136725,12.5014147335,31.732565,0.6505,-1.90725,-0.24475,94.125,0.5298375,103.3,0.875,5.42929999999999,0,0,-0.923875,2.49717,-1.803625,-1.126875,-1.312,-0.66625,-1.566125,-1.6364375,584.1625,2.3489425,-1.61395
1,5.75,1.771424893875,13.8252525,20.3306424999999,0.6715,-2.140625,-0.23925,94.2,0.587749579,103.2925,0.815,5.248325,0.00788234624999997,0,-0.953125,2.5783315,-1.811375,-1.130125,-1.3165,-0.7615,-1.5570625,-1.6379375,615.4,2.256755,-1.61595
1,6.25,1.996949016625,13.58631495775,17.4890075,0.689599999999999,-1.89525,-0.24775,93.648,0.53749158845,103.2925,0.8465,4.7237,0,0,-0.93025,2.615148,-1.868375,-1.13125,-1.312875,-0.87025,-1.5604375,-1.639375,620.265,2.5102775,-1.618025
1,6.75,2.79518685845,15.66614459875,15.0403,0.59325,-1.479875,-0.30125,93.7875,0.516338023325,103.4,0.83775,5.17715,0,0,-0.9345,2.29484,-1.934,-1.1285,-1.315,-1.007125,-1.6110625,-1.6411875,569.187499999999,2.541395,-1.62455
1,7.25,1.42919493315,15.173312865,9.39610199999999,0.60475,-1.23,-0.25575,93.6125,0.505309524,103.4,0.90725,5.24390000000001,0.00247590000000002,0,-0.9425,2.37088525,-1.9115,-1.120875,-1.307125,-1.111625,-1.6115,-1.643,561.9875,2.2270225,-1.6194
