DOY2,HR2,T_CANOPY_1_1_1,CO2_1_1_1,FC_1_1_1,H2O_1_1_1,G,H,LE,PA_1_1_1,RH_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TA_1_1_1,NETRAD,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1,TAU_1_1_1,U_SIGMA_1_1_1,USTAR_1_1_1,V_SIGMA_1_1_1,W_SIGMA,WS_1_1_1,NEE
1,0.25,14.0842075,469.415,3.802805,15.47475,1.89796096666667,-1.0010935,1.63192,101.918975,94.7212,15.057,0.37870975,14.0842075,-19.4927675,355.372947163524,374.42481624141,0.3872286,1.4698855,15.4213583333333,0.00301371,0.438846,0.1380035,0.410159,0.171546,0.948951,3.802805
1,0.75,13.95729,476.9505,4.08946,15.5492,1.65974198333333,-0.7572385,3.1806325,101.91,94.5385,14.901,0.374498,13.95729,-18.56491,360.953554524801,374.826800755203,0.3872286,1.5207335,15.2955633333333,0.00284021,0.45255,0.136574,0.398992,0.164763,0.9221785,4.08946
1,1.25,13.8115775,486.832,4.1843,15.29945,1.14222183333333,-0.720055,2.396055,101.8854,95.24905,14.711,0.37673625,13.8115775,-19.06758,358.746736191185,373.578178368707,0.359147533333333,1.504555,15.2519616666667,0.002952005,0.4369825,0.130658,0.38115975,0.171369,0.91569875,4.1843
1,1.75,13.7272075,505.643,3.925575,15.09555,0.91330075,-0.791655,2.51842,101.882471557471,95.6077,14.53275,0.362415,13.7272075,-17.54136,360.607945519174,372.467544571131,0.331066466666667,1.4765555,15.1523325,0.0025817125,0.450273,0.14666625,0.4110455,0.16747275,0.9207885,3.925575
1,2.25,13.6871525,503.919,4.222885,15.1985,0.922011666666667,0.00493615000000001,2.3325625,101.8853,95.9066,14.3975,0.368316,13.6871525,-15.49975,358.659696148561,372.027010140147,0.3029854,1.521237,15.050265,0.00322439,0.429995,0.137943,0.394535,0.162218,0.89298,4.222885
1,2.75,13.58645,499.2685,4.070945,15.2354,0.589346358333333,-0.4200635,2.54421,101.8704,96.7974,14.346,0.382565,13.58645,-15.827665,361.932893851759,372.739451411524,0.780907075,1.53136325,14.9305516666667,0.00263315,0.419921,0.134558,0.397778,0.151128,0.89361425,4.070945
1,3.25,13.54358,501.3495,3.92342,14.93165,0.391957516666666,-0.104992,1.96462,101.8327,96.895225,14.132,0.361146,13.54358,-13.36809,361.205378192687,373.330956877745,1.107253,1.51737375,14.8655466666667,0.00253696,0.439846,0.134284,0.38431,0.160328,0.84408,3.92342
1,3.75,13.45416,505.771,3.68887,14.93585,0.428531656666667,-0.55960575,2.1625225,101.8112,96.93515,14.112,0.381471,13.45416,-13.106115,363.527236036016,372.261328306052,0.9068888,1.4380945,14.7849916666667,0.00275087,0.418055,0.123432,0.3622885,0.14987275,0.8044415,3.68887
1,4.25,13.2976925,503.2815,3.52641,14.93597,0.0920672,-0.4277685,2.1253,101.80475,96.8053,13.972,0.370694,13.2976925,-13.305225,362.309393685683,371.269955657348,0.97437895,1.4229715,14.7133266666667,0.002723535,0.412113,0.1151815,0.3692505,0.1443935,0.865077,3.52641
1,4.75,13.39675,501.50425,3.8443775,15.018475,-0.0085735333333333,-0.00757645,2.13743,101.8154,97.4189,13.86925,0.387399,13.39675,-11.259785,364.188984927285,371.065143759521,0.55846035,1.438027,14.6621383333333,0.0024731125,0.411932,0.12316375,0.37264025,0.1392635,0.78679825,3.8443775
1,5.25,13.298165,506.909,3.89964,15.002325,0.0196624999999999,-0.37746775,1.790235,101.841570930661,97.1219,13.843,0.373943,13.298165,-11.99841,364.741420324881,371.790307651921,0.8570274,1.43775625,14.6366433333333,0.00261893,0.40933625,0.126805,0.37559325,0.153237,0.890474,3.89964
1,5.75,13.081525,512.79275,3.86623,14.944675,-0.0282724166666664,-0.45236775,1.8974275,101.876870930661,97.36115,13.89625,0.3576515,13.081525,-7.791787,364.718678326936,372.515270698173,7.587685,2.29588625,14.5408533333333,0.0032406975,0.43492875,0.13009175,0.389059,0.161628,0.83738,3.86623
1,6.25,13.21294,501.533,3.527285,15.009575,-0.1837656,1.5483225,3.74934,101.8969,97.139625,13.97875,0.46362325,13.21294,6.9446865,364.296230671828,373.588130344186,37.3721,6.522617,14.4438416666667,0.0028544,0.443725,0.137506,0.41381625,0.173866,0.903983,3.527285
1,6.75,13.8363525,492.18,2.656285,15.127725,-0.422145216666667,10.00763,10.48515,101.89355,95.64465,14.2605,0.758257,13.8363525,38.54892,367.115633655808,378.308410944808,110.1665,21.32523,14.4133666666667,0.001664705,0.507838,0.152994,0.433734,0.2062945,1.08243,2.656285
1,7.25,14.61531,451.214,1.79902,15.386575,-0.415491416666667,29.528,28.1192,101.901125,95.6759,15.101,0.78349475,14.61531,87.7252175,371.685998646462,384.077671880854,189.06855,37.3537,14.4523758333333,-0.0067257825,0.594144,0.2042785,0.5264285,0.26197975,1.374935,1.79902
1,7.75,15.68302,411.598,0.7621605,15.7042,-0.297346225,58.1191,52.150075,101.8619,95.701375,16.1465,0.645945,15.68302,151.8955,373.956028873296,392.820203233075,293.1715,53.2076625,14.5044125,-0.01782135,0.71554825,0.242917,0.6567855,0.31850675,1.6833975,0.7621605
1,8.25,16.29442,395.103,-0.7559595,15.6722,0.0819501083333332,98.45035,79.13115,101.854375,93.1456,16.888,0.71991575,16.29442,234.85035,374.110188525718,405.61882783209,382.61345,68.5246575,14.5350825,-0.0261252,0.821975,0.282057,0.768557,0.371093,1.94937,-0.7559595
1,8.75,16.948715,387.34,-1.80253,15.7749,0.0386962416666667,145.3695,101.475,101.840575,88.3674,17.767,0.816329,16.948715,319.948475,371.603355980749,419.526262165589,464.036225,83.12486,14.6398758333333,-0.04168325,0.908674,0.31733375,0.905301,0.408994,2.1773075,-1.80253
1,9.25,17.70885,384.437,-2.414065,15.576825,0.24038205,177.5025,120.841,101.8277,84.04195,18.697,0.944864,17.70885,392.859,371.316619364178,434.302557368633,545.33915,95.36479,14.7281166666667,-0.055822225,0.94925225,0.32879725,0.99093025,0.42841325,2.2368,-2.414065
1,9.75,18.40655,382.714,-2.82531,15.49845,0.657990333333333,222.931,147.2,101.8138,82.0183,19.4315,1.032505,18.40655,474.0009,365.49487447659,445.387740334949,628.323,109.64705,14.82057,-0.0604057,1.034155,0.352462,1.092915,0.455533,2.351755,-2.82531
1,10.25,18.89008,381.3635,-2.685415,15.71005,0.994844266666667,254.86675,167.6715,101.802825,79.97665,20.03225,1.11686,18.89008,531.1276,360.969723742576,454.038283521275,690.19475,117.662,14.9384633333333,-0.07338565,1.1030475,0.374019,1.1451775,0.47531325,2.4677925,-2.685415
1,10.75,19.41625,381.044,-3.12146,15.9016,1.67896075,272.31,184.04775,101.81075,77.77835,20.648,1.18245,19.41625,581.970125,360.496851532575,461.742796038122,744.956025,125.193425,15.0207383333333,-0.082171875,1.1388,0.398378,1.2204375,0.502727,2.5822025,-3.12146
1,11.25,19.651505,381.15875,-3.08764,15.79335,2.39183439166667,317.70275,223.43125,101.815770930661,77.5624,20.788,1.272625,19.651505,641.4455,359.273218792877,463.681570347645,796.99755,134.239025,15.0952341666667,-0.0973153,1.182725,0.425736,1.29818,0.5267395,2.76233,-3.08764
1,11.75,19.8014325,381.21,-2.997145,15.8084,2.90607295,324.303,247.552,101.8313,77.50445,21.139,1.31849,19.8014325,677.103075,358.256124515425,464.618405226801,840.8486,140.458625,15.2710391666667,-0.10815725,1.2344775,0.4394185,1.3299775,0.55404225,2.9329725,-2.997145
