DOY2,HR2,CO2,H2O,FC,NEE,LE,H,USTAR,TA_1_1_2,TA_1_1_1,RH,PA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN_1_1_1,PPFD_OUT,PPFD_IN_1_1_2,PPFD_DIF,TS_1_1_1,TS_2_1_1,TS_1_2_1,TS_2_2_1,TS_1_3_1,TS_2_3_1,TS_1_4_1,TS_2_4_1,TS_1_5_1,TS_2_5_1,TS_1_6_1,TS_2_6_1,WS
1,6.75,384.888,0.176,-0.34675,-0.26575,-1.906,-52.624,0.01,-40.1065,-36.03,57.6095,92.845,-2.9805,-0.331,130.84,159.235,-51.262,-0.46,-0.3,2.088,1.768,-19.0065,-15.7995,-16.1545,-15.2135,-11.71,-13.958,-8.193,-10.5085,-0.3011,-1.1393,-13.821,-0.8557,0.0845
1,7.25,385.228,0.17975,-0.1625,-0.185,-2.21575,-66.6185,0.02,-41.182,-36.814,57.6115,92.845,-3.1315,-0.428,134.7,160.175,-42.0735,-0.39,-0.311,2.19,1.7845,-19.101,-15.8015,-16.3065,-15.2025,-11.829,-14.0045,-8.326,-10.5955,-0.30155,-1.13855,-13.821,-0.85615,0.119
1,7.75,384.942,0.232,-0.19025,-0.28,-1.05,-63.898,0.02,-41.0485,-36.968,57.0865,92.945,-2.9855,-0.4755,138.78,160.795,-51.619,-0.401,-0.29,2.1425,1.885,-19.1785,-15.8385,-16.376,-15.2085,-11.9425,-14.0365,-8.4905,-10.668,-0.30365,-1.13625,-13.821,-0.8567,0.109
1,8.25,384.9595,0.18425,-0.535,-0.335,-1.438,-55.164,0.01,-40.826,-37.504,56.14,93,-2.7265,-0.3125,137.545,160.845,-55.9205,-0.0465,-0.02,2.549,1.969,-19.23,-15.9165,-16.4455,-15.1505,-12.065,-14.0685,-8.7165,-10.746,-0.30555,-1.13505,-13.821,-0.8566,0.1325
1,8.75,385.01075,0.186,-0.346,-0.144,-2.16925,-46.66125,0.02,-39.855,-36.74,57.0105,93.045,-0.4245,0.3835,137.045,161.25,-55.4505,0.9625,0.5825,3.946,2.2925,-19.25,-16.0695,-16.525,-15.0825,-12.182,-14.0885,-8.6995,-10.8095,-0.3059,-1.13375,-13.821,-0.85715,0.1145
1,9.25,384.9445,0.2285,-0.292,-0.3225,-1.1765,-57.8025,0.01825,-39.5905,-36.0645,60.0625,93.095,2.64375,1.54775,140.225,162.84,-50.90825,4.70425,2.31275,13.7255,10.37075,-19.29875,-16.18475,-16.55375,-15.0145,-12.2695,-14.0635,-8.7135,-10.86725,-0.304375,-1.130025,-13.8205,-0.856825,0.079
1,9.75,384.9455,0.23325,-0.1245,-0.4,-1.82825,-39.99675,0.01775,-37.80175,-34.9205,58.02175,93.0475,8.03,4.443,138.8475,167.8125,-27.47275,11.61425,6.19025,24.55975,15.952,-19.3245,-16.32525,-16.5685,-14.99675,-12.39275,-14.08275,-8.54225,-10.87625,-0.304325,-1.128925,-13.8205,-0.85735,0.07
1,10.25,384.66225,0.18625,-0.28575,-0.523,-1.86125,-27.469,0.02925,-35.73075,-34.326,52.746,93.0475,13.14675,6.64475,143.44,175.3625,-7.04825,17.6585,9.714,38.1325,27.57125,-19.22675,-16.44475,-16.509,-14.95,-12.49025,-14.0595,-8.3235,-10.85,-0.30475,-1.1273,-13.8205,-0.857875,0.03
1,10.75,384.513,0.1535,-0.671,-0.3535,-2.344,-23.5775,0.04,-34.341,-33.96725,50.738,93,20.90825,9.95225,141.485,180.345,-0.773749999999999,28.0965,17.259,52.2155,40.89075,-19.03925,-16.354,-16.4025,-14.901,-12.532,-14.00425,-8.3015,-10.841,-0.30565,-1.125725,-13.8205,-0.85835,0.1295
1,11.25,384.37375,0.166,-0.3315,-0.56125,-1.50275,-19.11725,0.07,-33.207,-32.91,49.05525,93,27.01225,12.2445,133.185,184.8325,3.6775,36.96475,18.46275,63.75675,56.447,-18.80025,-16.1235,-16.2525,-14.903,-12.52325,-14.004,-8.07325,-10.8335,-0.306075,-1.123625,-13.82575,-0.85835,0.289
1,11.75,383.841,0.195,-0.318,-0.72625,-1.661,-23.746,0.07,-32.0535,-31.77875,48.131,92.995,28.64025,15.39975,126.3,188.2875,5.8475,44.25325,26.034,75.51,63.5035,-18.506,-15.848,-16.057,-14.95225,-12.50075,-13.9815,-7.601,-10.806,-0.306025,-1.121575,-13.82575,-0.85835,0.56375
1,12.25,383.982,0.204,-0.39,-1.0135,-0.431,-16.336,0.09,-30.9885,-30.74175,47.21775,92.995,30.88175,15.22625,124.8075,191.065,6.022,47.47975,22.50675,78.2425,69.917,-18.1855,-15.783,-15.8205,-15.11125,-12.44875,-13.9665,-7.10525,-10.76325,-0.3075,-1.12,-13.8305,-0.85835,0.39375
1,12.75,383.93125,0.22525,-0.344,-0.767,-0.48,-18.586,0.10175,-30.33025,-30.09825,44.98725,92.9425,31.82625,13.471,126.03,192.18,2.729,51.36275,21.97525,76.0575,65.1245,-17.87925,-15.982,-15.58775,-15.33725,-12.352,-13.9985,-6.97945,-10.6895,-0.307925,-1.11795,-13.8305,-0.85935,0.38
1,13.25,383.8625,0.25175,-0.2795,-0.315,-0.582,-5.942,0.11175,-29.76075,-29.46375,43.67025,92.89,29.674,14.01625,126.7875,194.335,2.3845,46.67475,21.39725,69.20025,65.07675,-17.5835,-16.29125,-15.35925,-15.6055,-12.2965,-14.11925,-6.718975,-10.6105,-0.308875,-1.1159,-13.8305,-0.85935,0.47475
1,13.75,383.5055,0.26,-0.27,-0.29,-1.53775,-14.29125,0.0835,-29.52475,-29.233,42.761,92.89,29.1195,10.73825,127.315,195.05,-0.17725,43.915,18.204,69.732,62.5505,-17.31875,-16.5955,-15.136,-15.8745,-12.31275,-14.29875,-6.4217,-10.579,-0.308825,-1.11385,-13.8305,-0.86035,0.65
1,14.25,383.66375,0.2445,-0.316,-0.459,-0.464,-14.14,0.1,-29.30975,-29.017,43.6065,92.9425,22.31425,9.7275,127.205,194.2925,-6.66525,30.843,17.95575,55.0035,37.9475,-17.188,-16.642,-14.97925,-15.9855,-12.28575,-14.41375,-6.29945,-10.5275,-0.309775,-1.111275,-13.8305,-0.86035,0.54325
1,14.75,383.6385,0.253,-0.2085,-0.33875,-0.514,-11.6515,0.08175,-29.061,-28.773,42.01775,92.9425,22.788,10.0985,127.4225,194.9025,-13.319,27.363,16.39,41.643,32.049,-17.2035,-16.67275,-15.00775,-16.00725,-12.151,-14.397,-6.263075,-10.5425,-0.31015,-1.10875,-13.8305,-0.86035,0.45425
1,15.25,383.62625,0.26175,-0.19,-0.23,-0.70825,-20.34725,0.06175,-28.94325,-28.64525,42.88375,92.995,14.43,7.209,127.67,192.4875,-27.978,17.63075,12.30575,35.0365,28.4735,-17.061,-16.6855,-15.0275,-16,-11.9605,-14.37125,-6.21055,-10.53675,-0.310575,-1.106225,-13.8305,-0.86135,0.409
1,15.75,383.676,0.254,-0.4405,-0.2455,-0.722,-25.954,0.032,-29.3185,-29.0655,44.13375,92.995,7.02425,4.53875,129.6275,189.415,-49.75,9.8835,5.64475,23.778,16.80675,-16.7915,-16.6525,-14.795,-15.95275,-11.802,-14.30025,-6.1453,-10.52025,-0.311525,-1.104225,-13.8305,-0.86135,0.32175
1,16.25,383.694,0.262,-0.086,-0.184,-1.5,-29.498,0.02,-30.38925,-30.074,44.262,93.095,0.68325,1.1585,127.2725,183.8475,-62.5995,2.75,1.63425,8.7265,7.0885,-16.55675,-16.6,-14.57875,-15.8855,-11.6545,-14.20925,-6.160675,-10.44125,-0.312,-1.102175,-13.8305,-0.86035,0.3695
1,16.75,383.64975,0.2535,-0.16,-0.13825,-1.2195,-36.498,0.03,-31.2115,-30.9115,46.772,93.0475,-3.712,-0.47725,127.4675,180.5975,-68.61825,0.18425,0.12425,2.74275,2.16425,-16.3505,-16.541,-14.38825,-15.79975,-11.53175,-14.10925,-6.137975,-10.3465,-0.311425,-1.100175,-13.8305,-0.86135,0.4095
1,17.25,383.846,0.254,-0.098,-0.12,-1.258,-43.47,0.02,-32.10975,-31.69475,50.73125,93.0475,-4.361,-0.7055,127.825,176.175,-68.14875,-0.3405,-0.28525,2.1795,1.94,-16.18625,-16.3825,-14.224,-15.664,-11.419,-13.985,-6.136325,-10.24125,-0.312325,-1.097175,-13.8305,-0.86135,0.31
1,17.75,384.042,0.246,-0.152,-0.34,-1.84,-54.894,0.02,-32.33525,-31.97175,52.93225,93.0475,-4.51725,-0.98875,125.745,173.5425,-70.316,-0.4505,-0.33,2.06475,1.76375,-16.07675,-16.1965,-14.0845,-15.4515,-11.31575,-13.847,-6.3562,-10.14975,-0.312275,-1.09465,-13.8305,-0.86235,0.16475
1,18.25,384.058,0.246,-0.18,-0.17,-1.46,-45.848,0.02,-32.653,-32.296,54.312,92.995,-3.91225,-0.53625,131.375,171.685,-70.05725,-0.45525,-0.32525,2.09,1.8295,-16.06725,-16.09825,-13.974,-15.25575,-11.212,-13.7095,-6.6258,-10.0535,-0.3127,-1.093125,-13.8305,-0.86235,0.1995
1,18.75,384.197,0.24525,-0.153,-0.13825,-1.9255,-52.488,0.01,-33.8905,-33.4015,55.69075,92.9425,-3.95775,-0.27,130.09,169.9175,-67.22625,-0.46,-0.35,2.14275,1.8065,-16.252,-16.117,-13.89775,-15.37475,-11.09675,-13.59725,-6.883925,-9.9715,-0.31265,-1.09165,-13.8305,-0.862875,0.18425
1,19.25,384.12,0.234,-0.27,-0.256,-1.406,-49.918,0.01,-34.617,-34.1145,55.75475,92.9425,-3.86825,-0.29575,124.7075,167.6675,-65.70975,-0.46525,-0.33525,2.13425,1.91425,-16.36925,-16.0005,-13.841,-15.3295,-10.98625,-13.65125,-7.1289,-9.9005,-0.313125,-1.08865,-13.8305,-0.86235,0.1195
1,19.75,384.24,0.222,-0.258,-0.198,-2.318,-46.692,0.01,-35.161,-34.7145,54.86225,92.9475,-3.9875,-0.3405,124.655,167.755,-61.7805,-0.45,-0.3305,2.14325,1.85375,-16.395,-15.894,-13.812,-15.261,-10.8805,-13.6535,-7.3975,-9.8405,-0.313025,-1.086175,-13.8305,-0.86335,0.1195
1,20.25,384.18725,0.2135,-0.33375,-0.273,-1.78075,-40.34825,0.01,-36.06575,-35.62425,56.5345,92.9475,-3.81925,-0.3235,124.555,166.86,-60.474,-0.47,-0.32525,2.24375,1.90375,-16.57475,-15.84875,-13.8345,-15.1725,-10.78,-13.5845,-7.67225,-9.79575,-0.31345,-1.0837,-13.83575,-0.86335,0.03475
1,20.75,384.1475,0.2035,-0.1925,-0.223,-2.76475,-40.05675,0.01,-36.79875,-35.682,59.72575,92.9,-3.80625,-0.38625,124.34,166.375,-60.0605,-0.46,-0.32525,2.28,1.899,-16.916,-15.72925,-14.041,-15.065,-10.69,-13.477,-7.94325,-9.7605,-0.31445,-1.08065,-13.83575,-0.863875,0.0795
1,21.25,384.363,0.216,-0.31875,-0.275,-2.717,-54.1555,0.01,-37.42775,-36.399,61.192,92.9,-3.45775,-0.291,124.5675,166.865,-61.8635,-0.46,-0.3205,2.28475,1.92,-17.26675,-15.675,-14.07825,-14.976,-10.62225,-13.36625,-8.033,-9.73525,-0.314875,-1.07765,-13.83575,-0.863875,0.16175
1,21.75,384.496,0.194,-0.2655,-0.2925,-1.748,-46.104,0.01,-37.55675,-36.5775,61.599,92.8475,-3.52575,-0.3615,124.5875,166.3275,-65.092,-0.44525,-0.32,2.19125,1.92425,-17.4915,-15.7375,-14.09475,-14.9535,-10.57825,-13.3225,-8.1565,-9.73525,-0.3153,-1.075175,-13.83575,-0.863875,0.1095
1,22.25,384.468,0.195,-0.393,-0.358,-2.582,-57.097,0.01,-37.7155,-35.83275,60.05625,92.8475,-3.5225,-0.66125,124.1175,164.885,-63.68875,-0.46,-0.34525,2.14425,1.92425,-17.69425,-15.747,-14.14075,-14.96825,-10.5905,-13.3285,-8.3175,-9.81875,-0.315725,-1.076025,-13.83575,-0.8644,0.08425
1,22.75,384.3685,0.1825,-0.1095,-0.48,-2.94,-42.3695,0.01,-37.6485,-35.48375,59.69625,92.895,-3.27725,-0.42875,124.5475,163.255,-60.09925,-0.45,-0.33525,2.09475,1.67425,-17.86025,-15.7455,-14.21575,-14.94525,-10.603,-13.334,-8.456,-9.917,-0.31615,-1.077825,-13.8405,-0.8654,0.08375
1,23.25,384.72,0.23,-0.2295,-0.41625,-1.9945,-43.60675,0.01,-38.65225,-35.753,57.26675,92.8425,-3.33525,-0.48625,124.115,163.0275,-59.45375,-0.45525,-0.33,2.13475,1.83475,-18.00425,-15.7125,-14.31975,-14.936,-10.6265,-13.3105,-8.576,-10.01525,-0.3161,-1.079625,-13.8405,-0.865875,0.08475
1,23.75,384.37275,0.21875,-0.4005,-0.27175,-2.013,-43.34975,0.01,-38.52,-35.805,59.10925,92.8425,-2.95875,-0.28525,123.88,163.8025,-59.44875,-0.45525,-0.3405,2.07475,1.789,-18.10625,-15.68575,-14.458,-14.93575,-10.67475,-13.3035,-8.73725,-10.029,-0.316525,-1.08205,-13.8405,-0.865875,0.14325
2,0.25,383.1245,0.3895,-0.2145,-0.41,-1.6845,-64.3235,0.01,-33.5065,-33.1495,56.09025,93.4,-3.32575,-0.3655,147.9825,176.485,-69.6595,-0.421,-0.34525,2.3495,1.92475,-14.47875,-16.65425,-13.04975,-15.4925,-11.50675,-14.0495,-10.5045,-10.0725,-0.8303,-2.1105,-14.3805,-1.17025,0.119
2,0.75,383.0865,0.37,-0.1835,-0.27075,-2.00075,-53.14425,0.01,-34.14825,-33.706,56.17275,93.4475,-2.99525,-0.16525,145.8325,176.5475,-75.425,-0.37525,-0.31525,2.3285,1.8985,-14.55,-16.94675,-13.28625,-15.76525,-11.575,-14.26525,-10.6015,-10.18675,-0.828825,-2.120525,-14.3805,-1.170725,0.09325
2,1.25,383.1485,0.36,-0.275,-0.166,-4.594,-62.4635,0.01,-34.3395,-33.97675,57.131,93.4,-2.9915,-0.15,145.7725,176.3,-77.98,-0.3905,-0.32,2.40475,1.92475,-14.711,-17.108,-13.37275,-16.01575,-11.54925,-14.57025,-10.81675,-10.248,-0.8264,-2.1324,-14.3805,-1.17025,0.06475
2,1.75,383.878,0.369,-0.67,-0.726,-2.279,-57.297,0.02,-34.49975,-34.153,56.62175,93.3475,-2.9135,-0.2815,144.895,175.9425,-79.4925,-0.39525,-0.33,2.289,1.8195,-14.879,-17.21725,-13.33775,-16.23525,-11.5935,-14.8705,-11.01625,-10.314,-0.824925,-2.128525,-14.3805,-1.17125,0.06475
2,2.25,383.578,0.37,-0.414,-0.61625,-1.787,-64.5385,0.01,-34.76025,-34.26075,56.46,93.3475,-2.8915,-0.16575,144.3075,175.3425,-78.5975,-0.3805,-0.34,2.23475,1.91,-15.015,-17.32175,-13.45575,-16.41625,-11.58875,-15.05575,-11.2125,-10.38,-0.823975,-2.123025,-14.3805,-1.17125,0.08375
2,2.75,383.56075,0.35325,-0.42675,-0.50575,-1.78375,-70.242,0.01,-34.814,-34.338,55.8025,93.3475,-3.33725,-0.1505,144.2875,175.0475,-76.8825,-0.38,-0.35,2.157,1.79375,-15.1515,-17.42625,-13.60275,-16.5335,-11.74075,-15.15125,-11.12375,-10.454,-0.8225,-2.1181,-14.3805,-1.17125,0.04
2,3.25,383.548,0.35,-0.2675,-0.31975,-2.79925,-67.5935,0.01,-34.4715,-34.05775,57.31425,93.3475,-3.365,-0.14,144.2825,174.8425,-74.62,-0.37,-0.33525,2.149,1.72425,-15.2775,-17.525,-13.75025,-16.48975,-11.87325,-15.2415,-10.6275,-10.5285,-0.8225,-2.11475,-14.38525,-1.17125,0.1
2,3.75,383.345,0.3375,-0.2325,-0.336,-2.4175,-82.655,0.01,-34.49775,-34.151,57.01025,93.3475,-3.101,-0.21,145.43,175.0225,-72.2225,-0.38575,-0.33,2.029,1.758,-15.19925,-17.5155,-13.9505,-16.63925,-12.01525,-15.306,-10.3415,-10.6025,-0.8205,-2.1114,-14.38525,-1.171725,0.06475
2,4.25,383.43375,0.32,-0.521,-0.3625,-2.22825,-80.704,0.02,-34.738,-34.37075,57.88875,93.3475,-2.7935,-0.1705,145.4575,175.49,-69.427,-0.34,-0.33525,2.08475,1.76225,-15.1575,-17.35625,-13.84575,-16.8615,-11.98175,-15.39525,-10.40225,-10.705,-0.819025,-2.109575,-14.38525,-1.171725,0.05
2,4.75,383.195,0.335,-0.523,-0.5865,-2.3675,-72.2625,0.01,-33.88275,-33.46575,59.119,93.3475,-2.6955,-0.29725,145.4675,175.3325,-63.179,-0.36525,-0.32,2.07375,1.83325,-14.92925,-17.31675,-13.82975,-17.125,-11.9935,-15.5505,-10.463,-10.83125,-0.818025,-2.108275,-14.38525,-1.171725,0.03475
2,5.25,383.1155,0.32,-0.46225,-0.35125,-1.88975,-57.203,0.01,-33.946,-33.4835,58.16575,93.3,-3.1945,-0.27525,145.14,174.68,-62.8325,-0.34,-0.34525,2.02475,1.7675,-14.99175,-17.39725,-13.92825,-17.286,-12.1945,-15.6815,-10.5635,-10.948,-0.817025,-2.107025,-14.38525,-1.17225,0.08375
2,5.75,383.144,0.3295,-0.2935,-0.438,-1.9845,-59.5125,0.01,-34.15825,-33.6985,60.4935,93.3,-2.78525,-0.19575,144.6525,175.1375,-62.05075,-0.34,-0.33525,2.09425,1.828,-15.211,-17.633,-14.001,-17.437,-12.3755,-15.813,-10.69425,-11.05475,-0.815975,-2.10725,-14.38525,-1.17225,0.0695
2,6.25,383.099,0.3165,-0.268,-0.51325,-0.985,-51.0585,0.01,-34.6905,-34.184,60.655,93.3475,-3.0105,-0.20725,144.7425,176.335,-64.93025,-0.35525,-0.3405,2.12275,1.78425,-15.32575,-17.89075,-14.0525,-17.5695,-12.5245,-15.93025,-10.76275,-11.07275,-0.815875,-2.109425,-14.38525,-1.17225,0.06425
2,6.75,382.81725,0.33,-0.27525,-0.3875,-2.957,-52.9245,0.01,-34.04275,-33.68525,61.20525,93.3475,-3.002,-0.4315,144.14,175.67,-64.22975,-0.35575,-0.31525,2.193,1.769,-15.3675,-18.21825,-14.0855,-17.71575,-12.561,-16.057,-10.80025,-11.0645,-0.8163,-2.12665,-14.38525,-1.172725,0.03475
2,7.25,382.92,0.30625,-0.2885,-0.555,-2.76375,-126.95,0.01,-34.68875,-34.20925,61.546,93.3475,-2.992,-0.351,142.5975,175.3475,-62.1615,-0.2505,-0.18,2.4085,1.87175,-15.3845,-18.48825,-14.10375,-17.85675,-12.60125,-16.1785,-10.89,-11.04575,-0.8172,-2.1391,-14.3905,-1.17225,0.06475
2,7.75,382.828,0.3,-0.1765,-0.165,-1.738,-90.182,0.01,-34.65675,-34.18575,59.2525,93.4,-1.861,-0.10725,142.9825,175.27,-61.567,-0.03,0,2.699,2.05325,-15.37525,-18.572,-14.09775,-18.0035,-12.60725,-16.3105,-10.944,-11.02175,-0.8181,-2.15155,-14.3905,-1.172725,0.07
2,8.25,383.198,0.306,-0.468,-0.81475,-2.45125,-68.08875,0.02,-35.01625,-34.54,57.77925,93.4,0.88175,0.9,143.4775,178.1875,-62.744,2.07075,1.41225,5.51875,2.7175,-15.393,-18.592,-14.097,-18.116,-12.63175,-16.35975,-10.90325,-10.993,-0.819475,-2.16505,-14.3905,-1.172725,0.06425
2,8.75,383.2995,0.32775,-0.20275,-0.2795,-2.80825,-60.99775,0.02775,-33.50775,-33.21975,56.98125,93.4475,7.61275,4.2645,145.995,183.6425,-38.0035,11.11925,7.2475,18.606,11.97725,-15.43925,-18.714,-14.12425,-18.22275,-12.7075,-16.3665,-10.721,-11.011,-0.820375,-2.179025,-14.3905,-1.1732,0
2,9.25,383.1375,0.3875,-0.994,-1.3725,-4.14625,-99.93875,0.04,-31.20325,-31.11625,54.326,93.4475,18.13,9.96725,143.865,190.74,-13.07225,28.51675,18.1435,35.085,31.403,-15.47975,-18.815,-14.1585,-18.288,-12.70075,-16.308,-10.5735,-11.13675,-0.821325,-2.192,-14.3905,-1.1732,0.05425
2,9.75,383.1895,0.47,-0.8085,-1.64375,-2.5505,-18.4055,0.05,-29.557,-29.455,53.447,93.4475,31.85475,16.3325,142.82,197.2275,7.02625,49.08275,31.36775,53.704,47.05075,-15.494,-18.749,-14.16225,-18.054,-12.6535,-16.18675,-10.34975,-11.21975,-0.8237,-2.207025,-14.3905,-1.1732,0.1
2,10.25,383.41,0.511,-0.71975,-1.0765,-3.27225,-17.87275,0.06025,-27.66225,-27.576,52.52375,93.4475,49.55125,29.16325,142.4375,203.385,7.79325,67.8385,50.5745,89.6475,85.995,-15.45875,-18.35,-14.14075,-17.7215,-12.5175,-16.0395,-10.054,-11.267,-0.8256,-2.220525,-14.3905,-1.173725,0.20475
2,10.75,383.47375,0.5505,-0.82,-1.0815,-3.5025,-0.229249999999999,0.0805,-25.521,-25.405,48.91725,93.4475,55.633,31.72025,144.91,209.58,17.61875,103.485,64.857,123.14,116.7025,-15.41575,-18.19125,-14.0825,-17.64875,-12.361,-16.009,-10.0265,-11.279,-0.8265,-2.23555,-14.3905,-1.1742,0.3495
2,11.25,383.028,0.56,-0.5075,-0.66,-0.681,2.3825,0.0705,-24.10425,-24.0865,45.56775,93.4,70.637,34.963,144.88,214.93,28.90475,128.53,74.465,167.1025,152.0975,-15.332,-18.10025,-13.87875,-17.56775,-12.20975,-15.93425,-10.12175,-11.2605,-0.828925,-2.24905,-14.3905,-1.1742,0.32475
2,11.75,382.833,0.57,-0.43675,-0.78725,-2.16,6.325,0.06,-23.223,-23.10825,43.59175,93.4,89.84,42.05775,146.69,219.155,31.9565,154.53,83.8375,187.86,167.695,-15.04875,-18.02125,-13.5875,-17.4835,-12.10125,-15.85375,-9.82325,-11.231,-0.83135,-2.26255,-14.3905,-1.174725,0.42
2,12.25,382.81525,0.56075,-0.5055,-0.89,-3.479,13.08525,0.1,-22.4005,-22.44775,41.47575,93.4,83.69,36.01925,148.77,223.3425,32.16775,154.8,70.29175,186.345,177.6475,-14.942,-17.9385,-13.40775,-17.396,-12.03975,-15.77075,-9.6085,-11.2,-0.832775,-2.275525,-14.3905,-1.1742,0.44375
2,12.75,382.568,0.581,-0.777,-0.7095,-0.114,8.966,0.071,-21.73275,-21.663,39.25575,93.4,86.0725,36.75575,150.175,226.0925,33.46025,149.23,74.7275,187.8475,174.79,-14.90575,-17.82275,-13.42675,-17.276,-11.9045,-15.66025,-9.693,-11.139,-0.834675,-2.2884,-14.3905,-1.173675,0.619
2,13.25,382.478,0.592,-0.4655,-0.815,0.562,8.152,0.102,-21.32625,-21.289,36.5565,93.3475,74.6075,35.0175,151.5925,227.825,26.6665,141.61,74.35,176.8175,172.0125,-14.743,-17.69175,-13.31925,-17.13025,-11.73025,-15.53075,-9.56125,-11.058,-0.8361,-2.30085,-14.3905,-1.174675,0.64475
