DOY2,HR2,CO2,FC,SC,G_1_1_1,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,USTAR,WS_1_1_1
1,0.25,434.479995725,0.129096504,0.00445,-3.102581024,-10.58938741425,-0.145809993,-0.83715572975,-0.084174998,97.693077085,74.76887512,-25.4542956375,0.151280466,-18.033490185,0.056000002,-1.799000025,0.05617499975,0.8545491995
1,0.75,434.444503775,0.165218994,-0.01225500025,-3.1012815235,-10.26620007,-0.145809993,-0.5871199965,-0.06942499825,97.72138214,74.7188510875,-25.6200294525,0.153444171,-18.263254165,0.057,-1.799000025,0.0688750015,0.930348307
1,1.25,433.9929962,0.163480186653846,-0.0398499995,-3.0943039655,-5.330250025,-0.1705174965,-0.61608125225,-0.03125,97.74834061,74.632261275,-25.78576279,0.1494142785,-18.360139845,0.057999998,-1.799000025,0.069924999,0.699176043
1,1.75,433.97898865,0.161741379307692,-0.008705,-3.0831279755,-13.331750155,-0.195225,-0.49702899875,-0.0233499995,97.77029419,74.632261275,-26.60168457,0.14620598775,-17.495425225,0.057999998,-1.799000025,0.08085000125,0.6232305465
1,2.25,434.676261925,0.160002571961538,-0.00502,-2.955641687,-14.492900135,-0.20277579988,-0.289116256,-0.02025,97.741556165,74.632261275,-26.98414803,0.14466421675,-15.2352199525,0.05924999975,-1.799000025,0.0773499985,0.47995979375
1,2.75,434.8160095,0.158263764615385,-0.0064325,-2.9522752165,-11.58622527,-0.21032659976,-0.718373001,-0.04049999925,97.75518227,74.782302855,-27.46860123,0.1433355625,-17.076325415,0.0582499985,-1.799000025,0.081200004,0.541774511
1,3.25,434.5595093,0.156524957269231,-0.009025,-2.955269933,-11.92865014,-0.21787739964,-0.313016489,-0.0350249985,97.751276015,74.3955993625,-28.3865127575,0.14232289375,-18.9079470625,0.0582499985,-1.799000025,0.0852500015,0.680848479
1,3.75,434.4519958,0.154786149923077,-0.0105,-2.94694519075,-10.47790003,-0.22542819952,-0.2992857475,-0.0383,97.9379749325,74.135829925,-27.49409866,0.1411051115,-19.6294002525,0.06050000075,-1.799000025,0.1118542495,0.6729947925
1,4.25,434.5899963,0.153047342576923,-0.0098175,-2.9434728025,-17.81999969,-0.2329789994,-0.63542073925,-0.01617999975,98.05551338,73.8760604875,-28.05504608,0.13988447925,-22.0164599425,0.061000001,-1.799000025,0.1164760015,0.742081881
1,4.75,434.3346214,0.151308535230769,-0.0127016250375,-2.9457018375,-13.6342251325,-0.24052979928,-0.47242850775,-0.0118522498125,98.0268917075,73.7028808625,-27.90083504,0.1359275955,-21.5114593525,0.061999999,-1.799000025,0.1111370005,0.533512294
1,5.25,434.0792465,0.149569727884615,-0.015585750075,-2.95694267775,-14.38040018,-0.24808059916,-0.51633924225,-0.007524499875,97.95274162,73.52970123,-27.66503334,0.134425398,-21.34569931,0.061000001,-1.799000025,0.1176402495,0.967526764
1,5.75,434.078952097059,0.147830920538462,-0.0184698751125,-2.971501708,-19.2557744975,-0.25563139904,-0.290205985,-0.0031967499375,97.8865394625,73.4431114175,-28.56499672,0.13318667925,-21.4258494375,0.0612500005,-1.799000025,0.0933,0.8815281395
1,6.25,434.078657694118,0.146092113192308,-0.02135400015,-3.046061039,-22.630824565,-0.26318219892,-0.8559887705,0.001131,97.70110321,73.40852928,-29.3809166,0.13126046175,-20.36993027,0.061999999,-1.799000025,0.115382504,0.9189943075
1,6.75,434.078363291176,0.144353305846154,-0.0242381251875,-3.060669899,-21.80085087,-0.2707329988,-0.35095824275,0.0054587499375,97.60800934,73.0967521675,-28.87096596,0.1266979835,-19.85157967,0.061999999,-1.799000025,0.0989119985,0.951141268
1,7.25,434.078068888235,0.1426144985,-0.027122250225,-3.080113888,-15.332149745,-0.27828379868,-0.18046374975,0.009786499875,97.57689667,72.83698273,-28.36101532,0.12091292075,-19.44333076,0.068999998,-1.799000025,0.09869275075,0.652947783
1,7.75,434.077774485294,0.140875691153846,-0.0300063752625,-3.097229004,-18.6515998825,-0.28583459856,-0.3022354915,0.0141142498125,97.58721161,73.04101944,-26.88215637,0.11937752,-18.41436005,0.092,-1.799000025,0.079949999,0.72036805775
1,8.25,434.077480082353,0.139136883807692,-0.0328905003,-3.111388922,-10.607964992,-0.29338539844,-0.45464074625,0.01844199975,97.56878662,72.993005755,-26.49761581,0.118279243,-18.56163979,1.264999986,-1.799000025,0.09949275325,0.7901931255
1,8.75,434.077185679412,0.137398076461538,-0.0357746253375,-3.128026009,-12.33440018,-0.30093619832,-0.31887125975,0.0227697496875,97.59076691,73.40852928,-29.686886785,0.1246982625,-13.64990044,12.28999996,-1.799000025,0.08977500175,0.9882993845
1,9.25,434.076891276471,0.135659269115385,-0.038658750375,-3.142461061,-8.377092719,-0.3084869982,-0.3231477515,0.027097499625,97.60466766,73.40852928,-25.8164792075,0.128890369,-11.62607956,44.66999817,-1.799000025,0.08292499775,1.024025977
1,9.75,434.076596873529,0.133920461769231,-0.0415428754125,-2.9786097405,-7.88702750225,-0.31603779808,-0.159043502,0.0314252495625,97.62980652,73.7260436975,-23.77862167,0.131085303,-11.4823427175,110.2000027,-1.799000025,0.07240000175,1.06773424125
1,10.25,434.076302470588,0.132181654423077,-0.04442700045,-2.952692032,-6.684540152,-0.32358859796,-0.06060250075,0.0357529995,97.550024035,74.2859020225,-28.86896801,0.13513026025,-12.63891029,188.3000031,-1.799000025,0.065700002,1.12370801
1,10.75,434.076008067647,0.130442847076923,-0.0473111254875,-8.184930801,-7.2626124625,-0.33113939784,-0.13806575125,0.0400807494375,97.5604267125,73.962680815,-30.460086825,0.14470881925,2.321130991,33.77000046,-1.799000025,0.089100003,1.06930248425
1,11.25,434.075713664706,0.128704039730769,-0.050195250525,-8.151029587,-3.700489998,-0.33869019772,0.01567250025,0.044408499375,97.5843009925,73.639453885,-30.097051145,0.15522747875,-5.11581707,52.72999954,-1.799000025,0.085225001,1.71506950275
1,11.75,434.075419261765,0.126965232384615,-0.0530793755625,-7.760515213,-5.97045004375,-0.3462409976,0.12852875325,0.0487362493125,97.57995224,73.2604999575,-29.8449230175,0.16522271525,-7.1671607495,59.925001145,-1.799000025,0.1111424995,1.1628310085
1,12.25,434.075124858824,0.125226425038462,-0.0559635006,-7.58600366125,-9.308715344,-0.35379179748,0.0678749995,0.05306399925,97.49349213,73.04501343,-29.6151213675,0.17561950525,-12.128415105,74.6049995425,-1.799000025,0.12253249825,1.40658605075
1,12.75,434.074830455882,0.123487617692308,-0.0588476256375,-7.58137679125,-4.38308990025,-0.36134259736,0.401292503,0.0573917491875,96.96787643,72.5063114175,-29.05307388,0.1807167755,-18.8945531875,78.617502215,-1.799000025,0.113482749,1.32377699025
1,13.25,434.074536052941,0.121748810346154,-0.061731750675,-7.56984043125,-7.043139935,-0.36889339724,0.273970008,0.061719499125,96.92806244,72.14427185,-28.30059147,0.184784375,-13.7747526175,53.3149986275,-1.799000025,0.091600001,1.062787086
1,13.75,434.07424165,0.120010003,-0.0646158757125,-7.414299965,-6.6712400915,-0.37644419712,0.49497950125,0.0660472490625,96.91564941,72.58319664,-28.06577158,0.17174003275,-19.18598938,41.63999939,-1.799000025,0.12343750125,0.947922826
1,14.25,430.8600006,0.077875001,-0.06750000075,-7.417012215,-3.538184941,-0.383994997,0.519999027,0.070374999,96.91703033,72.6735096,-27.95305443,0.15196671725,-15.94472027,35.25999832,-1.799000025,0.100873999,1.110579967
1,14.75,432.4859924,0.0874000005,-0.0341,-7.5496863125,-3.762964964,-0.3136580105,0.383679986,0.00869500025,96.923259735,73.04501343,-28.31002045,0.15341615275,-8.887755155,38.0500011475,-1.799000025,0.09991249825,1.286404759
1,15.25,432.18499755,0.12841424675,-0.0103,-7.657691002,-4.2460050585,-0.30823499,0.03134249925,-0.00525,96.924777985,72.993005755,-28.1060404775,0.15560998375,-11.566310882,25.244999885,-1.799000025,0.0991937485,1.4673274755
1,15.75,431.7975006,0.10059075275,-0.0283000005,-7.641739607,-5.7617149355,-0.30121950075,-0.221865997,-0.002265,96.93232346,73.899223325,-28.114931585,0.14856371675,-5.8229403495,15.23000002,-1.799000025,0.102187999,1.0144195855
1,16.25,431.81349185,0.08495,-0.0159000005,-7.6307890415,-11.383300065,-0.35617350075,0.115255997,0.0238,96.95398712,75.4153232575,-26.8240151375,0.1423168105,-5.0895528795,2.7109999655,-1.799000025,0.08435474875,0.733523011
1,16.75,431.9790039,0.09355399925,-0.01315,-4.551347971,-14.61759925,-0.479396254,-0.28780599725,0.0052675,97.065483095,75.8462848675,-28.06321287,0.138126265,-4.7327485085,0.131499998,-2.5563019515,0.094318999,0.660929978
1,17.25,431.9809875,0.127539996,-0.0175,-4.205471039,-18.246250155,-0.686357975,-0.36695349175,0.0277,97.105991365,75.3981113425,-24.28140831,0.1329097525,-4.441835165,0.071000002,-2.07433724375,0.126620498,0.55364680325
1,17.75,431.9819946,0.09543300075,-0.00546,-3.388664007,-11.22060013,-0.4978209885,-0.771148026,0.00976,97.3638916,75.0306015025,-22.43252945,0.127568973,-4.982330799,0.054000001,-2.048116326,0.0788,0.606766552
1,18.25,432.1289978,0.073550001,-0.00579,-3.9810189605,-12.14890003,-0.5880170165,-1.008039951,0.00895,97.39891815,74.87857246,-23.13730526,0.12243565175,-3.15012752975,0.048,-1.914000034,0.098200001,0.52855251725
1,18.75,432.063743575,0.07635000175,-0.00111725,-4.17185783375,-14.10379982,-0.71795252,-0.71298000225,-0.038800001,97.42742157,75.138341905,-23.56747627,0.11577679575,-4.56518065975,0.0462499985,-1.799000025,0.11823600125,0.62150172125
1,19.25,432.13900755,0.07202499925,0.00057,-4.16428601775,-5.96414005725,-0.56122824525,-1.24823351175,-0.05757499975,97.3215847,75.3981113425,-24.018613815,0.107854377,-3.83995240925,0.046499999,-1.799000025,0.0611500015,0.6536052525
1,19.75,432.5160065,0.06772499975,0.005885,-3.22372132575,-3.585119963,-0.8196227255,-0.53361699,-0.0649500005,97.45736694,75.5501403775,-24.05062962,0.10511493275,-5.7048028705,0.04350000125,-1.799000025,0.075149998,0.79915204675
1,20.25,432.1495056,0.058800001,-0.000266,-3.309688091,-1.692109942,-0.527596995,-0.67476522925,-0.111414999,97.43854904,75.78103638,-24.740364075,0.10258034825,-6.396321774,0.045000002,-1.799000025,0.096338753,1.077013016
1,20.75,432.29899595,0.07853625175,-0.00784,-3.125679016,-1.74070999075,-0.199748993,-0.6662829815,-0.0963855015,97.5310382825,76.06967926,-24.86284447,0.10101146625,-17.43733025,0.046999998,-1.799000025,0.0719499995,0.646594226
1,21.25,432.44050595,0.14210649925,-0.0017285,-3.1470723155,-3.345069885,-0.56490150075,-0.246018004,-0.073649999,97.604328155,76.4371891,-24.739505765,0.10078748475,-19.639319895,0.048,-1.799000025,0.07527499825,0.49405764025
