DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.294602807773097,-3.29621473311483,0.0468734147010034,-83.6426174073976,0.19354181135212,417.901383611816,0.0520769420936251,409.622251951687,0.0837982732420567,0.067812704062925,410.125852482903,0.0855850032790599,0.0629371471503169,409.588837853332,0.0822219989008,0.0394745186431496,410.126236977376,0.0528844436290852,0.0457170485359414,0.700603117456689,-33.714172901875,0.0696213918201709,0.6335,0.39,-31.6288625,-36.3912,-32.7865875,-32.27502,88.770937,22.0325,0.087955,-35.93575,-21.7085,-24.794,0,-4.38,0.265,-1.56175,-2.57175,144.2575,173.8375,191.1925,205.5275,-0.24,-0.262,-0.51,-0.43,-0.32,-0.0085,-0.12,-0.409,-4.63925,-3.9783,-3.001625,-5.6664,-5.130075,-4.2569,-3.9523,-3.71615,-3.38985,-2.667025,-9.888425,-7.891675,-5.6703,-4.9144,-4.42855,-2.96675,-2.5097,-9.3333,-8.1077,-7.42285,-6.46165,-6.217175,-5.7536,-12.522225,-11.95725,-8.48185,-11.53655,-6.04005,-79.55975
1,0.75,-0.18168160299488,-3.87235384110274,0.0403637756389529,-73.3592269908992,0.20993020655652,417.806066006771,0.0397861630085012,410.678099830675,0.0814408841254598,0.0655560002878421,410.804394491231,0.0849164624086717,0.0520735247639,410.636560848612,0.0786675783022649,0.0131506349318848,410.849158373518,0.0578018472808191,0.106059256783697,0.584220446836012,-33.3021742477032,0.110132386633809,0.6895,0.4845,-30.0729225,-36.6482,-31.781915,-30.94496,88.756749,22.617,0.14631,-35.972,-21.64,-24.77725,0,-4.482,0.3,-1.642,-2.442,144.18,173.6,191.4475,206.8,-0.24,-0.27,-0.51,-0.422,-0.32,-0.0095,-0.12225,-0.4,-4.64525,-3.98455,-3.00955,-5.6804,-5.1481,-4.2639,-3.96515,-3.72705,-3.38965,-2.67625,-9.910975,-7.909625,-5.662675,-4.93575,-4.439625,-2.972725,-2.5177,-9.34445,-8.11775,-7.4318,-6.47055,-6.2333,-5.76055,-12.5348,-11.97255,-8.511625,-11.423275,-6.0335,-76.93125
1,1.25,-0.219400856577381,-3.16775885259467,0.0490629119830543,-42.2079013342546,0.186869466112763,417.585707576018,0.0389759807392177,409.564483134445,0.0826451224580219,0.0987448072262729,409.531239480503,0.0858731682264954,0.101164115134854,409.612459665645,0.083577019434994,0.100686983806081,409.986904500745,0.0610469280798668,0.108631020364152,0.728168169249681,-34.1122516472269,0.102029833301098,0.57,0.46325,-26.78055,-36.7482,-30.61724,-30.78437,88.743637,21.5775,0.16751,-37.422,-21.504,-24.71525,0,-4.41,0.28,-1.552,-2.424,144.6,172.72,192.2625,208.195,-0.24,-0.26,-0.502,-0.43,-0.32,-0.0095,-0.12,-0.4095,-4.6523,-3.99085,-3.01435,-5.69505,-5.15515,-4.2699,-3.97115,-3.733,-3.39365,-2.6793,-9.92765,-7.9256,-5.653175,-4.94475,-4.4475,-2.978575,-2.5226,-9.3546,-8.12775,-7.44175,-6.4785,-6.2403,-5.7665,-12.53585,-11.9756,-8.473,-11.419075,-6.024875,-77.586
1,1.75,-0.126667654431417,-2.60060516097586,0.055981671578953,-47.3191582991203,0.187855460055477,417.587243290899,0.0370804447580056,409.649612590531,0.0720550347068302,0.0893713799103072,409.536935552205,0.0657831334918921,0.102208468636291,409.604476903961,0.0677713420659296,0.0899851998351959,410.064682723093,0.0600685087450205,0.144450677689692,0.857601105381865,-34.9973610957455,0.0832849435404127,0.51,0.4425,-26.8114,-36.4696,-30.82971,-29.937425,88.7347985,22.209,0.163165,-37.132,-21.308,-24.5945,0,-4.45625,0.28,-1.486,-2.242,144.48,172.46,192.5275,207.52,-0.24,-0.262,-0.51,-0.432,-0.33,0,-0.12225,-0.419,-4.65935,-3.99715,-3.0201,-5.70685,-5.16315,-4.27685,-3.9771,-3.73795,-3.3986,-2.6832,-9.94435,-7.940575,-5.6437,-4.95375,-4.45635,-2.9854,-2.527475,-9.3657,-8.13775,-7.45075,-6.4865,-6.2482,-5.7734,-12.5346,-11.97865,-8.28535,-11.32635,-6.018025,-74.62
1,2.25,-0.0627904337154425,-2.1637247698363,0.0479861100774576,-78.1152567274877,0.164078789909857,419.137285065814,0.0297737893661389,409.631191176587,0.0632028566162664,0.107367585991464,409.609793537581,0.0702784388304166,0.0996081457905934,409.675505120837,0.0640255982670154,0.0821207723340071,409.984800621082,0.0543213873882764,0.0852075618328271,0.97462244121761,-35.2519736281075,0.0844460067189333,0.59,0.725,-27.040605,-36.6162,-30.987395,-30.16004,88.72287725,21.905,0.1595,-37.284,-21.08,-24.46925,0,-4.363,0.18,-1.562,-1.93,142.7,172.08,192.815,207.0225,-0.24,-0.27,-0.51,-0.43,-0.3245,0.000500000000000003,-0.12225,-0.3995,-4.6654,-4.00435,-3.0249,-5.7168,-5.1712,-4.28385,-3.98305,-3.74295,-3.40355,-2.6872,-9.9611,-7.9585,-5.642825,-4.963625,-4.464225,-2.99125,-2.533325,-9.37585,-8.1478,-7.45975,-6.4954,-6.25615,-5.7794,-12.5347,-11.98105,-8.3361,-11.42915,-6.049375,-76.5155
1,2.75,-0.135648806551203,-1.55449368733196,0.0370117617479756,-112.416248322303,0.161611357311069,417.823715774046,0.0282145528844795,409.499630282565,0.0717535810593853,0.0857650456992965,409.620763838882,0.0770434713544654,0.0850400392987499,409.64529275698,0.0663479474647943,0.0616515764450746,409.878655074503,0.0643621237404234,0.117105507513107,0.657803801083927,-35.5134725917438,0.0989297197126577,0.48,0.5845,-27.6724975,-36.7144,-30.959025,-30.42806,88.70280125,21.0775,0.1453,-37.584,-20.824,-24.365,0,-4.468,0.38,-1.702,-2.046,141.92,172.08,193.265,206.525,-0.24,-0.27,-0.51,-0.43,-0.33,0,-0.13,-0.4095,-4.67245,-4.01065,-3.0306,-5.7267,-5.1792,-4.2908,-3.989,-3.74885,-3.4085,-2.6921,-9.976825,-7.973425,-5.65235,-4.973625,-4.472075,-2.99805,-2.5382,-9.3869,-8.1578,-7.46875,-6.5034,-6.2631,-5.7863,-12.53525,-11.98345,-8.43405,-11.29705,-6.08925,-76.414
1,3.25,-0.016065193829751,-4.28821319374954,0.0519823415976263,-64.5180291891898,0.162098800574916,417.792990610395,0.0233455184116282,409.387081225188,0.0756128602201543,0.0939341311536862,409.545106546228,0.080162779340396,0.169351175722124,409.67993526851,0.0759095927599122,0.160632200594094,409.865862319282,0.0782370465677381,0.107565084287605,0.76977231952126,-35.521186149108,0.067805422709302,0.68,0.6025,-28.33185,-36.7542,-31.77805,-31.30208,88.676583,21.642,0.1245825,-37.888,-20.572,-24.243,0,-4.5465,0.3,-1.558,-1.864,142.02,173.12,193.5,205.8175,-0.24,-0.26,-0.51,-0.43,-0.33,0.01,-0.13,-0.4095,-4.6795,-4.0169,-3.03535,-5.7385,-5.18625,-4.2968,-3.995,-3.75385,-3.4134,-2.69605,-9.9936,-7.988375,-5.662875,-4.9713,-4.483,-3.005,-2.54405,-9.39795,-8.16785,-7.4777,-6.51135,-6.271,-5.7932,-12.5369,-11.98685,-8.451975,-11.269,-6.089,-74.846
1,3.75,-0.142584907510205,-9.01113750535332,0.0320018186197989,-40.9789050653524,0.198346488881905,417.896444488237,0.00957805527085488,409.397278914132,0.0788798000220571,0.197132743193521,409.343436717878,0.0798825245053262,0.185405092559158,409.649110914626,0.0771633691987667,0.162597927385342,410.00087754764,0.0656544526716401,0.102025762160067,0.610859651902351,-35.4831100483674,0.100230866579553,0.57,0.354,-28.4644,-36.9332,-31.887025,-31.4096275,88.662327,20.2905,0.128355,-38.242,-20.512,-24.111,0,-4.3575,0.28,-1.562,-2.122,142,171.94,194,205.11,-0.24,-0.27,-0.51,-0.422,-0.3345,-0.0195,-0.12225,-0.4195,-4.6866,-4.0232,-3.0401,-5.74935,-5.1943,-4.3038,-4.00095,-3.75975,-3.4174,-2.7,-10.020125,-8.0072,-5.672425,-4.9812,-4.4878,-3.00975,-2.548925,-9.40905,-8.17785,-7.4877,-6.5203,-6.278,-5.80015,-12.537,-11.98915,-8.1739,-11.2646,-6.0694,-74.5175
1,4.25,-0.0254883041781832,-6.48840374511774,0.0549270442461331,-80.5714977030198,0.240287004985744,417.506508036092,0.0289762131694224,409.377586193917,0.0850333356767805,0.18108643528006,409.387086171229,0.0871462705118644,0.162855606064508,409.344271686432,0.0826128693537828,0.153244467593495,409.508398629809,0.0744206279094755,0.0926542107998449,0.680866719826661,-35.5446309798219,0.086038059422656,0.56,0.43125,-28.53805,-36.9308,-31.5997,-31.2262575,88.665485,20.6415,0.13651,-37.454,-20.52,-23.8705,0,-4.5955,0.3,-1.602,-2.358,141.48,171.62,194.565,204.5025,-0.24,-0.26,-0.512,-0.422,-0.3245,-0.109,-0.12225,-0.41,-4.6928,-4.03045,-3.04485,-5.75925,-5.20135,-4.31075,-4.0069,-3.76475,-3.42235,-2.70395,-10.06515,-8.029925,-5.683125,-4.9902,-4.49565,-3.01655,-2.554775,-9.42015,-8.18785,-7.49665,-6.5292,-6.2859,-5.80705,-12.53765,-11.99155,-8.51675,-11.410625,-6.09715,-78.7325
1,4.75,-0.0663565086900379,-2.2448464957876,0.0467023372730882,-52.8360963542698,0.182746752398063,417.684578343345,0.0315464064840305,409.117084081098,0.0847381518910545,0.239295431932069,409.256782685452,0.0824962828794017,0.196581234197922,409.132232334069,0.0839172893193095,0.203297188431992,409.40701090008,0.0829463737634881,0.160842258553743,0.757155965404545,-35.413001620801,0.0943640585235155,0.52,0.491,-28.0184,-36.9304,-31.213825,-31.049005,88.65217225,21.51175,0.1331,-37.86,-20.486,-23.81825,0,-4.47,0.3,-1.54,-2.57,141.44,171.28,194.235,203.95,-0.2345,-0.26,-0.512,-0.43,-0.3245,-0.048,-0.13,-0.4195,-4.69995,-4.0368,-3.05055,-5.7682,-5.20935,-4.3168,-4.0129,-3.7707,-3.4273,-2.70795,-10.0721,-8.059475,-5.694225,-5.0001,-4.50445,-3.022375,-2.559675,-9.4303,-8.19785,-7.50565,-6.5372,-6.29285,-5.81305,-12.5393,-11.9934,-8.4913,-11.2018,-6.092,-76.67
