DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,417.47875,2.697,419.151,2.6175,2026.766,420.345,2.7075,419.8235,2.729,2010.364,417.421,2.715,419.1245,2.691,2026.17,418.078,2.708,418.8705,2.30525,2023.028,417.30075,2.802,419.706,3.229,2019.31,421.19525,3.06675,421.5625,2.822,2026.02,1.968,-1.299,0.097,424.6535,2.3415,0.5845,-0.50775,0.455,0.812,-5.985,0.2635,-41.045,-10.146,0.6305,1.525,1.22,0.63,0.56,0.28,-2.423,-3.04825,-2.159,-1.79925,-3.16175,-2.223,-3.517,96.9285,51.25,1.5055,-1.795,-2.21,-2.795,-1.36,-1.71,0.3,-4.08,1.5,-1.58,0.185,230.55,304.25,-89.625,278.7,302,-0.11,-0.28,-0.17,-0.19,-0.14,-0.1,-0.1,-0.04,0.05,-0.025,1.4865,1.8875,2.89,3.7775,5.419,7.01325,8.6145,9.54975,10.222,2.09325,2.60625,3.67375,4.31425,5.388,6.78825,8.32625,8.123,10.26025,2.0845,2.4745,3.423,4.1825,5.2425,6.895,8.25825,9.195,9.942,0.514,1.371,2.484,3.306,4.619,6.482,7.9185,9.4575,10.179,1.412,1.593,2.504,3.7525,5.2805,7.2925,8.5425,9.5695,10.234,-9.68,-7.78,-8.3665
1,0.75,418.04625,2.68775,419.26,2.751,2019.336,421.203,2.62075,418.14,2.49575,2018.846,417.761,2.662,419.16,2.8725,2029.133,417.6625,2.68325,419.022,2.452,2026.68425,417.81275,2.71875,419.781,2.854,2016.915,420.715,3.0475,421.314,3.036,2022.2865,2.05,-1.272,0.0875,424.3785,2.38825,0.557,-0.24375,0.36875,1.0705,-2.956,0.278,-43.832,-9.09775,0.584,1.455,1.185,0.62,0.56,0.28,-2.629,-2.96025,-2.4915,-2.02275,-3.043,-2.25,-4.013,96.89725,50.89,1.5165,-1.855,-2.245,-2.705,-1.255,-1.58,0.4,-4.025,1.5,-1.55,0.195,230.45,303.8,-88.945,279.2,302.3,-0.11,-0.28,-0.175,-0.185,-0.14,-0.095,-0.1,-0.04,0.04,-0.03,1.4525,1.905,2.86,3.758,5.41425,7.00975,8.613,9.54875,10.2205,2.05375,2.5745,3.6035,4.3055,5.3795,6.77625,8.3225,8.11875,10.25925,2.05875,2.4285,3.4205,4.177,5.2425,6.8935,8.25625,9.193,9.94175,0.529,1.339,2.455,3.30225,4.61225,6.482,7.922,9.4565,10.178,1.3875,1.60225,2.519,3.7515,5.278,7.28125,8.54,9.5625,10.2415,-9.756,-7.838,-8.4445
1,1.25,417.016,2.754,418.54225,2.39725,2026.12925,419.8655,2.747,419.992,2.3105,2014.67475,416.5135,2.809,417.9855,2.6725,2024.49975,418.1315,2.86325,417.476,1.93175,2024.205,418.156,2.827,419.13575,2.8475,2020.65825,420.15075,3.1745,421.973,3.0145,2027.2215,1.68625,-1.18075,0.106,424.316,2.303,0.34775,-0.52275,0.35875,1.37975,-3.14275,0.2955,-49.195,-9.077,0.6395,1.295,1.07,0.58,0.52,0.29,-2.77225,-3.101,-2.504,-2.033,-3.168,-2.4195,-4.227,96.9045,51.29,1.4795,-1.8425,-1.9475,-2.445,-1.32,-1.825,0.4,-4.03,1.5,-1.525,0.2225,232.225,304.175,-88.7775,278.35,302.975,-0.11,-0.28,-0.1775,-0.18,-0.14,-0.09,-0.1,-0.04,0.04,-0.03,1.43475,1.88575,2.84025,3.74475,5.402,7.00625,8.61525,9.55625,10.22075,2.027,2.5465,3.567,4.283,5.376,6.771,8.3205,8.10825,10.25725,2.005,2.39675,3.424,4.17925,5.24125,6.8815,8.255,9.19725,9.94125,0.52325,1.28525,2.439,3.29425,4.61075,6.47325,7.92025,9.46325,10.18275,1.40925,1.56125,2.527,3.73325,5.27675,7.27925,8.53875,9.56125,10.249,-9.801,-7.88875,-8.454
1,1.75,418.77825,2.76025,418.49175,2.683,2027,421.114,2.702,417.1485,3.0135,2015.518,418.979,2.70525,417.27375,2.81,2034.333,419.03575,2.73425,417.78775,2.16575,2027.455,419.08375,2.7785,420.36725,2.392,2016.828,421.8045,3.02225,422.079,2.881,2023.09125,1.9175,-1.8765,0.1035,424.578,2.17025,0.383,-0.679,0.21725,0.6115,-3.42375,0.298,-46.436,-5.783,0.6655,1.4175,1.1075,0.605,0.56,0.29,-2.75625,-3.03475,-2.43825,-2.14075,-3.25025,-2.2125,-4.26,96.9055,52.29,1.462,-1.745,-1.94,-2.45,-1.395,-1.95,0.4,-3.89,1.5,-1.56,0.17,229.05,303.15,-87.915,277.7,303,-0.11,-0.275,-0.17,-0.185,-0.14,-0.09,-0.1,-0.04,0.04,-0.0275,1.4365,1.864,2.8295,3.7425,5.389,7.00275,8.6095,9.5485,10.2175,2.01775,2.5345,3.5615,4.27625,5.37425,6.77175,8.3185,8.10175,10.25625,2.0055,2.397,3.4055,4.1805,5.243,6.89,8.252,9.196,9.934,0.485,1.2215,2.4515,3.2945,4.6155,6.478,7.915,9.4575,10.177,1.405,1.524,2.5145,3.7425,5.2815,7.2835,8.541,9.5645,10.2495,-9.919,-8.0955,-8.49575
1,2.25,418.545,2.661,418.949,2.486,2026.4745,419.8985,2.62925,419.5995,2.2155,2013.771,418.772,2.604,421.037,2.4255,2025.946,418.9225,2.6955,418.103,1.8785,2024.996,419.407,2.762,418.8995,2.629,2023.21125,421.505,2.957,421.121,2.7645,2026.304,2.078,-1.9795,0.0885,425.23325,2.20225,0.728,-0.4135,0.35525,1.019,-5.088,0.317,-43.7615,-11.667,0.6365,1.465,1.1475,0.65,0.58,0.295,-2.943,-3.187,-2.6145,-2.32625,-3.541,-2.641,-4.2535,96.92675,52.02,1.388,-1.785,-2.08,-2.605,-1.51,-2.09,0.4,-3.945,1.5,-1.6,0.215,231.85,302.5,-88.13,278.3,302.4,-0.11,-0.28,-0.175,-0.185,-0.14,-0.09,-0.1,-0.03,0.04,-0.025,1.4455,1.851,2.8275,3.7475,5.379,6.9995,8.6075,9.547,10.216,1.99075,2.44275,3.57075,4.2775,5.36825,6.77275,8.316,8.09775,10.255,1.912,2.4065,3.396,4.174,5.2405,6.8885,8.24775,9.191,9.9325,0.5465,1.2085,2.485,3.2825,4.6175,6.482,7.913,9.4565,10.1765,1.381,1.545,2.4815,3.7355,5.278,7.2805,8.539,9.563,10.248,-10.1295,-8.19675,-8.6505
1,2.75,417.526,2.6685,418.67375,2.587,2026.829,419.979,2.6415,417.6615,2.854,2023.54075,417.4655,2.6955,419,2.684,2028.98125,418.3425,2.7075,419.07775,2.29,2026.34,418.72,2.73275,422.018,2.845,2020.189,421.42225,3.0255,422.729,2.9875,2022.3725,1.89125,-1.9445,0.102,424.80775,2.2515,0.48675,-0.48975,0.52825,0.77325,-3.102,0.27475,-45.005,-9.85675,0.61975,1.42,1.08,0.635,0.5825,0.29,-3.232,-3.4355,-2.78125,-2.445,-3.7125,-3.0175,-4.359,96.93025,51.6775,1.339,-1.88,-2.2,-2.675,-1.51,-2.21,0.4,-3.965,1.5,-1.56,0.1525,235.2,302.5,-89.85,278.2,301.9,-0.11,-0.28,-0.17,-0.18,-0.14,-0.095,-0.1,-0.03,0.04,-0.02,1.378,1.934,2.8125,3.7565,5.3725,6.996,8.6065,9.545,10.2145,1.9475,2.44025,3.57875,4.2745,5.35875,6.77275,8.3155,8.09425,10.25325,1.88,2.401,3.403,4.163,5.2385,6.88725,8.24425,9.18925,9.9385,0.5575,1.214,2.4965,3.2795,4.6155,6.4815,7.91125,9.455,10.175,1.3935,1.5365,2.478,3.731,5.274,7.2775,8.5375,9.561,10.2465,-10.089,-8.42575,-8.57575
1,3.25,418.501,2.524,419.28,2.4265,2023.6,420.565,2.549,420.27725,2.4215,2016.647,419.4475,2.54875,419.0915,2.78,2028.722,419.054,2.553,419.2075,2.1705,2024.161,419.62,2.634,419.526,2.523,2022.33725,422.054,2.922,420.761,2.84725,2025.407,2.03175,-1.93525,0.096,425.09,2.2645,0.3365,-0.587,0.44975,0.4815,-3.76,0.2615,-49.6415,-7.8415,0.5865,1.53,1.1575,0.63,0.54,0.28,-3.4675,-3.682,-2.819,-2.63175,-3.767,-2.799,-4.4685,96.949,51.945,1.33025,-2.075,-2.22,-2.655,-1.255,-1.98,0.35,-3.875,1.5,-1.54,0.18,233.85,302.05,-89.575,279.5,301.4,-0.11,-0.28,-0.17,-0.18,-0.14,-0.09,-0.1,-0.04,0.04,-0.02,1.315,1.9485,2.827,3.74075,5.3695,6.9925,8.6045,9.544,10.2125,2.0015,2.43725,3.58,4.2725,5.35175,6.77375,8.329,8.08625,10.25225,1.8425,2.38,3.39175,4.1635,5.2355,6.88575,8.24075,9.1875,9.937,0.549,1.2535,2.4765,3.2785,4.6115,6.4815,7.897,9.4545,10.175,1.4115,1.5385,2.47525,3.7415,5.2695,7.2745,8.536,9.5595,10.245,-10.478,-8.4395,-8.3735
1,3.75,419.30875,2.57625,419.1785,2.48625,2027.013,420.0645,2.471,419.3165,2.76475,2018.533,419.35675,2.57525,419.241,2.31125,2023.7605,419.2335,2.585,419.2645,1.7995,2024.603,419.67675,2.62475,421.723,2.538,2019.2755,421.68775,2.874,422.071,2.94,2023.161,2.009,-2.1375,0.0965,424.7565,2.3195,0.3835,-0.481,0.33375,0.42525,-2.97125,0.2465,-47.34475,-10.0095,0.564,1.415,1.0725,0.605,0.58,0.29,-3.295,-3.496,-3.046,-2.6345,-3.6955,-3.368,-4.90025,96.9335,51.58,1.365,-2.16,-2.1,-2.61,-1.435,-1.9,0.4,-3.87,1.5,-1.5,0.165,234.8,301.95,-87.76,279.7,301.5,-0.11,-0.28,-0.18,-0.18,-0.14,-0.09,-0.1,-0.04,0.04,-0.03,1.2915,1.8475,2.8415,3.7385,5.369,6.98825,8.603,9.542,10.2115,1.93975,2.386,3.56175,4.26675,5.356,6.7745,8.33,8.0725,10.25125,1.8195,2.35775,3.3765,4.1645,5.233,6.88175,8.2365,9.18575,9.93575,0.4705,1.2845,2.4865,3.279,4.6075,6.4815,7.89525,9.454,10.1745,1.417,1.526,2.4845,3.7335,5.265,7.2715,8.5375,9.56975,10.244,-10.5095,-8.31775,-8.50125
1,4.25,417.1555,2.6255,419.0155,2.5445,2028.9375,419.80875,2.608,419.16575,2.504,2010.74025,416.882,2.663,418.578,2.8655,2029.525,418.734,2.683,418.32275,2.2475,2028.44675,418.22,2.64225,419.6795,2.41,2021.732,421.974,2.8895,420.7735,3.017,2025.367,1.889,-2.088,0.1,424.3,2.398,0.7035,-0.7165,0.52975,0.578,-3.97025,0.259,-53.073,-8.44275,0.589,1.3625,1.08,0.64,0.52,0.29,-3.52925,-3.695,-3.1145,-2.625,-3.831,-2.88025,-4.7435,96.926,51.95,1.336,-2.395,-2.395,-2.74,-1.535,-1.9675,0.4,-3.7975,1.5,-1.51,0.17,233.775,302.15,-86.98,280.6,301.3,-0.11,-0.28,-0.175,-0.185,-0.14,-0.095,-0.1,-0.04,0.04,-0.02,1.252,1.8475,2.805,3.74,5.3685,6.98475,8.6,9.5375,10.21,1.8545,2.3875,3.5485,4.273,5.3595,6.77475,8.3295,8.0625,10.24925,1.7985,2.37175,3.391,4.1655,5.229,6.875,8.23,9.182,9.933,0.467,1.3095,2.49725,3.29525,4.6045,6.4815,7.89,9.4525,10.173,1.3925,1.52,2.461,3.7025,5.259,7.2685,8.5435,9.562,10.239,-10.554,-8.5075,-8.665
1,4.75,416.457,2.5075,418.488,2.60875,2030.1735,419.545,2.41975,418.07325,2.4645,2028.7485,416.54375,2.4895,417.6575,2.474,2027.392,418.3025,2.4995,417.271,2.016,2029.30975,419.185,2.55,419.64,3.061,2028.10975,421.60775,2.93125,421.1315,3.016,2030.359,2.082,-2.1895,0.10625,424.082,2.418,0.389,-0.4,0.3565,1.433,-6.685,0.24175,-48.907,-8.098,0.58275,1.41,1.095,0.59,0.52,0.28,-3.259,-3.693,-2.945,-2.76,-3.909,-3.0955,-4.2565,96.9155,51.0725,1.37,-2.475,-2.4075,-2.7025,-1.535,-2.06,0.3,-3.85,1.5,-1.5175,0.1525,233.475,301.675,-86.4175,278.975,301.6,-0.1075,-0.28,-0.17,-0.1875,-0.14,-0.09,-0.1,-0.04,0.04,-0.02,1.2455,1.82225,2.80975,3.74,5.3595,6.98125,8.59875,9.5365,10.208,1.8505,2.414,3.5465,4.2695,5.351,6.77475,8.317,8.05175,10.24825,1.83775,2.36575,3.4125,4.1615,5.223,6.875,8.226,9.18,9.92675,0.43,1.31975,2.477,3.28975,4.59925,6.485,7.8845,9.452,10.17225,1.423,1.551,2.4715,3.66775,5.2505,7.2675,8.54,9.56,10.23725,-10.50375,-8.273,-8.691
