DOY2,HR2,G_1_2_1,G_1_2_2,G_1_2_3,T_BOLE_1_1_1,T_BOLE_1_1_5,T_BOLE_1_1_7,T_BOLE_2_1_1,T_BOLE_2_1_4,T_BOLE_2_2_6,T_BOLE_2_2_1,T_BOLE_2_2_3,CO2_1_1_1,H2O,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_1,RH_1_1_1,TA_1_6_1,RH_1_2_1,TA_1_10_1,RH_1_3_1,TA_1_4_1,TA_1_11_2,TA_1_11_1,TA_1_9_1,TA_1_8_1,TA_1_8_2,TA_1_7_1,TA_1_6_2,TA_1_5_1,TA_1_1_1,TA_1_1_2,WS_1_2_1,NETRAD_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,PPFD_BC_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,TS_1_3_3,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,TA_1_2_1,TA_1_2_2,T_SONIC_1_1_1,WS_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TA_1_3_2
1,10.25,-6.424925,-6.12565,-8.138125,-5.052075,-4.3183,-4.264825,-5.941075,-5.97,-5.645,-6.997,-6.29385,368.955,2.72885,366,363.04,367.55,372.93,0.028334,-3.7405,-113.3325,-7.001025,-4.16325,-7.437475,-5.4268,-3.5492,-7.92515,-5.0949,56.73525,-4.6942,63.0115,-6.22935,92.05,-6.77125,-2.0379,-5.32505,-5.3974,-5.347775,-4.6474,-5.53785,-5.4282,-3.9699,-4.386125,-4.118,0.019018,0.7857575,11.3835,5.6382,9.20875,0,19.04425,30.8135,30.47425,1.22,0,0.4171775,0.3092525,-0.16804,0.628365,-0.21507,-0.119162,0.44465,1.01728,2.308075,3.988425,95.735,-2.78295,-3.1201,-4.4946,0.3768,206.43,283.5475,-2.96345
1,10.75,-6.344425,-6.0802,-8.05845,-4.9182,-4.38105,-4.330275,-5.87815,-5.9315,-5.6685,-5.897,-6.0026,368.41,2.776,366.7925,363.5,366.405,370.7825,0.035061,-4.8872,-100.89375,-9.67155,-4.17585,-7.4293,-5.8349,-6.6021,-9.45475,-5.06795,56.71625,-3.9986,56.478,-5.909025,93.34675,-6.12545,-1.8708,-5.054875,-5.10015,-5.005925,-4.1968,-5.068575,-5.0618,-3.68195,-4.205125,-3.952,0.068169,0.0656750000000001,16.93,11.178,12.88025,0,25.85325,39.97325,39.44875,1.66775,0,0.43492,0.3019975,-0.1615575,0.62689,-0.2146375,-0.1286895,0.452195,1.0133975,2.30615,3.988,95.721,-2.47865,-2.771,-4.7767,0.4208775,208.685,285.3,-2.9224
1,11.25,-6.250175,-6.116025,-7.834375,-4.7694,-4.415825,-4.397025,-5.807,-5.87075,-5.68575,-5.144,-5.71805,367.755,2.8351,365.17,364.07,365.775,371.55,0.035615,-3.923,-102.26,-9.6036,-2.81385,-8.009725,-7.39045,-8.644625,-9.8711,-4.631725,56.29675,-3.3974,55.578,-5.5654,92.2875,-5.820675,-1.742575,-4.721375,-4.793075,-4.682225,-3.8199,-4.849075,-4.53,-3.648625,-4.248025,-3.7725,0.09219975,0.6669975,21.3735,12.402,17.308,0,32.2355,51.088,51.866,1.763025,0,0.4344,0.3002925,-0.15647,0.63271,-0.198345,-0.1381175,0.46078,1.012935,2.31275,3.99435,95.6685,-2.26275,-2.57725,-4.6726,0.448475,211.78,287.395,-2.7315
1,11.75,-6.17265,-6.158475,-7.93665,-4.6313,-4.412775,-4.361375,-5.661475,-5.789,-5.707,-5.074,-5.4632,367.3,2.84755,365.2625,363.1375,365.275,368.9375,0.040866,-3.131275,-91.712,-10.66,-3.47175,-7.775825,-7.85285,-8.241125,-11.193,-4.414225,56.842,-3.3442,55.97525,-5.226225,91.7035,-5.594425,-1.70235,-4.4167,-4.429725,-4.53405,-3.5701,-4.602325,-4.401,-3.539625,-4.067,-3.6985,0.15916,5.2298625,20.133,13.044,16.87975,0,32.04325,46.3845,48.70625,1.79375,0,0.4429425,0.2967075,-0.1524925,0.6334675,-0.1844775,-0.1473825,0.4713975,1.004705,2.316,3.995175,95.6575,-2.18495,-2.59005,-4.1842,0.487315,213.58,287.6925,-2.54815
1,12.25,-6.036675,-6.090475,-7.959775,-4.6072,-4.402525,-4.31225,-5.5182,-5.686875,-5.709175,-4.835875,-5.2498,366.9525,2.85165,363.77,362.4,365.04,369.21,0.042212,-1.772325,-106.58,-10.4115,-2.585,-7.1963,-6.8379,-9.022325,-10.481,-4.3097,55.90325,-2.684,54.8725,-4.9953,88.96525,-5.54275,-1.679275,-4.293825,-4.27255,-4.335825,-3.49605,-4.4789,-4.093125,-3.3415,-3.8122,-3.561,0.1203625,9.92945,23.3675,12.746,20.3885,0,36.65675,52.7115,54.206,2.11485,0.0269325000000001,0.45118,0.302525,-0.1531625,0.6354625,-0.181615,-0.1569625,0.4852575,1.000345,2.314175,3.99645,95.65175,-2.203375,-2.604775,-4.2574,0.42871,213.9925,288.3,-2.36615
1,12.75,-5.845425,-5.94795,-7.785275,-4.594275,-4.3839,-4.2612,-5.3921,-5.5827,-5.730175,-4.69315,-5.0251,366.71,2.85985,363.965,361.9975,364.0625,369.695,0.039108,-2.088625,-92.39,-9.41335,-2.76875,-6.922525,-9.2669,-11.079,-9.7107,-4.1287,54.81525,-2.8688,55.48075,-4.5015,84.9985,-5.44115,-1.640675,-4.1999,-4.162875,-4.1019,-3.151,-4.389,-3.938675,-3.044125,-3.6052,-3.4084,0.166125,12.3685,20.6065,13.898,18.77175,0,38.749,51.32,49.57425,2.1635,0,0.4543825,0.3071375,-0.143835,0.6304625,-0.1676325,-0.1666275,0.506262500000001,0.9998,2.307275,3.998725,95.654,-2.1341,-2.4355,-4.209,0.43552,213.1225,288.6,-2.294825
1,13.25,-5.90975,-5.943675,-7.6673,-4.545475,-4.376125,-4.2369,-5.28,-5.49035,-5.740625,-4.7149,-4.84695,366.7525,2.904425,363.7,361.63,362.73,367.04,0.04610375,-2.13,-86.44375,-10.0244,-2.12645,-6.87135,-10.6765,-11.07125,-9.7027,-3.983075,52.24375,-3.067,52.68,-4.58625,86.1255,-5.25705,-1.5692,-4.011175,-4.0614,-4.124075,-3.006625,-4.047,-4.03,-3.190875,-3.690175,-3.2315,0.1499575,9.295225,20.50625,12.284,21.86525,0,38.11575,55.854,49.16825,2.0537,0,0.44846,0.29753,-0.1495325,0.6328475,-0.15127,-0.175825,0.5289,0.998795,2.33205,4.0068,95.648,-1.990175,-2.296725,-3.951375,0.45779,213.2225,289.77,-2.173775
1,13.75,-5.79365,-6.00485,-7.6402,-4.49715,-4.3887,-4.285675,-5.1809,-5.489675,-5.7212,-4.6085,-4.671325,366.495,3.15095,364.59,362.23,363.44,367.56,0.0367695,-3.8956,-86.8975,-9.2098,-2.31225,-7.145625,-9.659875,-12.1,-9.4317,-3.881975,52.65225,-3.0968,55.81175,-4.308875,87.64625,-5.036575,-1.3442,-3.84185,-3.941,-4.03115,-2.9565,-4.31965,-4.381,-3.156125,-3.4231,-3.0974,0.1270475,10.8225,16.7735,14.036,19.2235,0,35.36075,50.05275,47.4015,1.78,0,0.4696175,0.2972275,-0.148415,0.6285175,-0.1464575,-0.18397,0.551850000000001,0.9908875,2.33245,4.013425,95.6045,-1.941075,-2.252325,-3.5658,0.4325825,211.5125,290.11,-2.223175
1,14.25,-5.6837,-5.948175,-7.621175,-4.407475,-4.397725,-4.332825,-5.0899,-5.504025,-5.7131,-4.473,-4.447925,366.51,3.1189,364,362.4675,363.3125,367.425,0.034852,-1.560575,-100.536,-8.3805,-2.3936,-6.981175,-9.75765,-13.6225,-8.5076,-3.7653,54.66925,-3.6838,58.47775,-4.1318,85.33075,-5.0101,-1.351025,-3.746325,-3.8599,-3.9951,-2.7655,-4.16325,-3.8315,-2.9842,-3.2616,-2.991,0.131825,7.4142,13.02975,9.746,11.56625,0,28.54075,36.5445,37.1315,1.34675,0,0.46932,0.2926,-0.199925,0.640755,-0.12579,-0.191455,0.568117500000001,0.9854825,2.33355,4.0079,95.61525,-2.0147,-2.347525,-3.4556,0.4475375,209.6275,288.41,-2.254925
1,14.75,-5.779825,-6.11345,-7.556675,-4.3091,-4.40275,-4.332475,-5.0344,-5.398675,-5.6744,-4.53375,-4.330775,366.3,3.041,365.0325,361.95,363.095,368.425,0.0379465,-4.40615,-92.1455,-6.558,-2.918325,-6.97605,-12.552,-19.39025,-7.10825,-3.719125,57.71075,-3.828375,62.633,-4.277775,85.57425,-5.1804,-1.2609,-3.798325,-3.9319,-4.05895,-2.6212,-4.08855,-4.15245,-2.830125,-3.167475,-2.8874,0.08522975,-4.44635,3.79105,7.03775,8.620625,0,22.73525,30.91375,31.55925,1.168225,0,0.4807925,0.295335,-0.2334025,0.6428625,-0.14196,-0.19767,0.576357500000001,0.9840575,2.333025,4.019,95.63325,-2.03775,-2.375,-3.6667,0.4246825,205.8075,288.2125,-2.34115
