DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,17.75,71.95,-30.245,7.421,0.373,194,197.65,-0.417,0.012570985,0.0407448
1,18.25,72.35,-30.02,2.042,0.2945,194.65,198.3,0.89,-0.004748406,0.03403636
1,18.75,71.95,-30.19,0.464,0.416,193.75,198.55,-0.076,-0.011936845,0.03393423
1,19.25,72,-30.33,0.464,0.357,196.85,198.4,-0.076,-0.008078193,0.03397706
1,19.75,72.3,-30.16,0.464,0.418,197.95,198.15,-0.076,0.006316414,0.050895705
1,20.25,72,-29.855,0.464,0.3165,194.4,199.1,-0.076,-0.0035563205,0.04070311
1,20.75,71.65,-29.89,0.464,0.274,200.3,201.35,-0.076,-0.0076971675,0.04070401
1,21.25,71.4,-29.805,0.464,0.299,199.65,200.75,-0.076,-0.0034980385,0.02723746
1,21.75,71.7,-29.72,0.464,0.4705,200.2,200.85,-0.076,-0.004105193,0.03393463
1,22.25,71.55,-29.825,0.464,0.1695,197.7,198.4,-0.076,-0.0004357915,0.03728751
1,22.75,71.65,-29.38,0.464,0.2175,196.5,197.85,-0.076,-0.008302187,0.04069053
1,23.25,72.25,-29.805,0.464,0.377,195.7,199.65,-0.076,-0.0081158395,0.05425576
1,23.75,71.95,-29.25,0.464,0.232,196.7,199.25,-0.076,-0.0067248815,0.0475376
2,0.25,70.4,-32.82,0.508,0.209,187.45,188.1,-0.824,-0.010784645,0.0745802
2,0.75,70.55,-32.435,0.508,0.268,187.7,188.75,-0.824,-0.0096089065,0.1015841
2,1.25,70.15,-32.875,0.508,0.32,187.9,188.25,-0.824,-0.0076996915,0.13197775
2,1.75,69.9,-32.835,0.508,0.294,188.15,187.75,-0.824,-0.01249909,0.1317952
2,2.25,70.3,-32.45,0.339,0.256,187.2,186.75,-0.824,-0.0067746775,0.08810332
2,2.75,70.25,-32.515,0.365636363636364,0.259,186.1,186.2,-0.824,-0.01205311,0.05427701
2,3.25,70.4,-32.43,0.392272727272727,0.15,187.5,186.3,-0.824,-0.008457293,0.08141327
2,3.75,69.75,-32.96,0.418909090909091,0.234,187.3,186.05,-0.824,-0.012427025,0.09488666
2,4.25,69.7,-33.125,0.445545454545455,0.261,186.05,184.8,-0.824,-0.0094020735,0.07457154
2,4.75,70.25,-32.685,0.472181818181818,0.2695,186.8,185.55,-0.824,-0.0135827,0.1014732
2,5.25,70.9,-32.415,0.498818181818182,0.465,186.7,185.2,-0.824,-0.007434321,0.094815055
2,5.75,69.85,-32.895,0.525454545454545,0.154,186.75,185.55,-0.824,-0.01157764,0.10499215
2,6.25,70.1,-32.8,0.552090909090909,0.198,187.15,186.25,-0.824,-0.010425245,0.098322895
2,6.75,69.85,-32.915,0.578727272727273,0.3325,187.65,187.2,-0.824,-0.01313285,0.064352855
2,7.25,69.65,-33.15,0.605363636363636,0.294,187.95,188.6,-0.824,-0.007237344,0.1015014
2,7.75,70,-32.735,0.632,0.371,189.15,189.45,-0.824,-0.0070752095,0.121685
2,8.25,69.75,-32.8,0.4845,0.2275,189,189.35,-0.824,0.016965105,0.14209305
2,8.75,69.95,-32.79,0.873,0.4245,190.3,190.65,-0.824,0.061004545,0.5797873
2,9.25,70.3,-32.34,1.0125,1.287,191.35,191.7,0.458,0.55290835,2.0484985
2,9.75,70.65,-31.85,4.959,4.306,192.45,192.2,-1.317,3.753545,6.0123855
2,10.25,70.4,-31.79,8.873,10.765,193.1,192.55,-1.6975,14.246275,20.62889
2,10.75,71.25,-31.805,24.94,38.33,193.75,193.3,-3.265,32.793695,52.22607
2,11.25,70.8,-31.575,38.03,56.915,194.1,193.75,-5.365,53.819445,80.80359
2,11.75,71.2,-31.36,54.67,75.365,194.3,193.85,-8.25,80.513135,107.8485
2,12.25,71.05,-31.59,82.22,95.35,195.55,195.7,-11.68,92.36561,132.45705
2,12.75,71.4,-30.875,96.2,104.1,198,196.9,-14.1,104.89,159.8057
2,13.25,71.2,-31,95.7,111.15,198.85,198.5,-20.75,113.3545,175.23355
2,13.75,71.75,-30.795,112.15,133,198.95,198.65,-21.55,123.016,198.1085
2,14.25,71.65,-30.825,89.15,115.8,198.65,198.65,-19.35,116.90955,179.0809
2,14.75,71.6,-30.865,90.7,113.75,198.35,197.45,-20.7,109.72245,159.6488
2,15.25,71.6,-30.78,84.75,105.2,198.5,198.25,-17.42,93.55059,140.3336
2,15.75,71.8,-30.86,55.87,72.215,197.4,197.6,-13.725,75.146715,119.39385
2,16.25,71.75,-30.8,40.205,54.64,196.5,196.65,-10.265,55.2829,80.800795
2,16.75,71.75,-30.97,16.06,22.015,196.7,195.15,-2.35,35.208105,49.48483
2,17.25,71.55,-31.33,12.8,15.925,194.8,193.2,-2.228,18.261855,25.71926
2,17.75,71.2,-31.57,6.675,4.6425,192.75,190.75,-0.417,5.991198,8.9926245
2,18.25,70.85,-31.95,2.042,1.286,191.6,190,0.89,1.1284351,3.117384
2,18.75,70.7,-32.32,0.464,0.443,189.8,188.55,-0.076,0.081348965,0.49476875
2,19.25,70.95,-32.265,0.44815,0.374,188.2,187.6,-0.076,0.020458355,0.1490943
2,19.75,71,-32.22,0.4323,0.3245,186.5,186.05,-0.076,-0.0070472835,0.1087013
2,20.25,70.8,-32.535,0.41645,0.3225,186.7,185.7,-0.076,-0.0073973435,0.03396983
2,20.75,70.7,-32.38,0.4006,0.368,187.8,186.8,-0.076,-0.01257616,0.054214845
2,21.25,69.65,-32.81,0.38475,0.272,187.6,186.75,-0.076,-0.0091946625,0.1285418
2,21.75,70.1,-32.7,0.3689,0.321,187.15,186.3,-0.076,-0.012145735,0.057636735
2,22.25,70.45,-32.825,0.35305,0.3385,187.8,186.7,-0.076,-0.00679856,0.084721485
2,22.75,70.05,-32.705,0.3372,0.3415,188.1,187.35,-0.076,-0.0087213825,0.06444891
2,23.25,69.95,-32.93,0.32135,0.398,187.55,186.95,-0.076,-0.009686317,0.06781918
2,23.75,70.35,-32.905,0.3055,0.282,186.7,186.35,-0.076,-0.012771725,0.108308495
3,0.25,74.4,-22.81,0.796,0.4305,203.2,213.9,-3.051,-0.0024582055,0.020328545
3,0.75,74.05,-22.05,0.796,0.609,203.45,210.2,-3.051,-0.0043117245,0.02718048
3,1.25,73.95,-23.18,0.796,0.434,203.25,211.05,-3.051,0.0005105375,0.02046141
3,1.75,74.8,-23.43,0.796,0.365,203.55,211.35,-3.051,-0.004104505,0.03409062
3,2.25,74.05,-23.135,0.796,0.418,201.95,214.4,-3.051,-0.000699671,0.027156365
3,2.75,73.65,-22.39,0.796,0.537,203.75,214.95,-3.051,-0.001853295,0.020332715
3,3.25,74.35,-21.7,0.796,0.434,202.9,216.3,-3.051,-0.001702344,0.040697705
3,3.75,72.6,-21.795,0.796,0.398,203.55,217,-3.051,0.0001512925,0.03388437
3,4.25,72.25,-22.76,0.796,0.535,203.25,216.1,-3.051,-0.0037068035,0.03391288
3,4.75,72.4,-23.03,0.796,0.506,200.7,214.7,-3.051,-0.0035174265,0.03055717
3,5.25,72.8,-23.04,0.796,0.448,204.55,211.6,-3.051,-0.0026857335,0.02725695
3,5.75,72.35,-22.105,0.796,0.333,204.1,216.25,-3.051,0.002496524,0.035326145
3,6.25,71.85,-21.82,0.796,0.644,204.05,215.3,-3.051,0.018265985,0.10361975
3,6.75,71.9,-21.82,1.928,0.928,202.4,214.9,-3.051,0.07006204,0.3460293
3,7.25,71.85,-20.935,6.785,1.4695,202.5,217.8,-5.157,1.592908,2.287272
3,7.75,72.05,-21.055,11.28,6.694,202.55,219.15,-6.762,12.51846,11.82868
3,8.25,71.9,-20.235,28.29,21.475,201.2,220.35,-4.33,41.095435,39.117405
3,8.75,71.7,-20.19,54.32,43.09,203.1,222.3,-0.929,86.666475,88.946225
3,9.25,71.3,-20.33,94.9,77.15,207.65,221.9,2.12,166.56245,154.69955
3,9.75,70.5,-20.3,138.85,112.5,208.9,223.45,11.1,245.25175,225.7009
3,10.25,70,-20.62,181.2,146.4,210.8,224.35,13.9,331.16755,310.343
3,10.75,70.05,-20.265,222.75,177.65,213.5,224.2,14.9,407.94635,371.18955
3,11.25,70.3,-20.78,261.4,202.65,212.6,225.6,22.05,473.2779,436.9772
3,11.75,69.75,-21.4,274.9,227.25,213.7,227.5,23.3,535.08335,500.21045
3,12.25,69.2,-19.55,315.45,249.75,213.2,229.5,21.3,588.0383,555.57165
3,12.75,69.6,-19.755,319.9,260.5,217.35,231.6,22.25,626.81365,583.40925
3,13.25,69.4,-19.055,328.05,267.75,219.4,233.15,23.75,638.636,597.74195
3,13.75,70.35,-18.22,326.85,268.4,218.95,235.6,24.15,648.54325,599.14865
3,14.25,70.45,-17.87,324.05,269.25,219.45,237.1,23.15,635.64295,598.3519
3,14.75,69.15,-18.765,317.6,262.45,217.75,235.8,17.8,622.4074,586.49215
3,15.25,70.95,-18.345,295.7,243.25,215.3,235.65,17.35,569.9674,541.8544
3,15.75,67.85,-18.66,253.05,224.35,214.5,235.15,10.1,510.4645,485.1811
3,16.25,69.1,-19.34,216.9,193.15,212.45,235.1,8.85,444.4867,428.7817
3,16.75,70.55,-20.12,197.25,170.45,209.55,230.45,4.75,363.4413,357.245
3,17.25,71.05,-20.655,161.3,139.15,208.4,226.9,-5.85,286.4579,288.46775
3,17.75,72.2,-21.18,112.95,100.75,207.55,224.2,-9.8,211.85265,210.60065
3,18.25,74,-20.84,75.82,67.59,207.55,222.15,-15.725,138.70965,142.3786
3,18.75,73.45,-20.54,44.525,40.975,208.5,220.4,-22.202,77.70041,81.47339
3,19.25,73.8,-21.35,17.89,18.63,206.15,218.55,-26.325,35.546815,36.51003
3,19.75,73.95,-21.93,6.616,5.515,206.35,215.9,-22.685,11.19672,10.80593
3,20.25,74.4,-21.96,2.327,1.391,207.6,214.4,-9.037,1.276102,2.1876215
3,20.75,74.45,-21.53,0.45,0.662,207.1,216.3,-6.208,0.05253766,0.2124678
3,21.25,74.5,-22.065,0.45,0.332,207,215.55,-6.208,0.01832352,0.1021772
3,21.75,74.5,-21.88,0.45,0.3335,208.75,216.25,-6.208,-0.0026669535,0.031259035
3,22.25,74.4,-22.23,0.45,0.5075,208.2,215.15,-6.208,-0.000586191,0.02702448
3,22.75,74.65,-21.845,0.45,0.3825,205.25,215.15,-6.208,-0.0058437345,0.02037976
3,23.25,74.75,-22.99,0.45,0.391,201.3,217.4,-6.208,-0.006185447,0.02710038
3,23.75,75.3,-22.485,0.45,0.481,204.8,216.7,-6.208,-0.002666992,0.02372659
4,0.25,76.7,-22.26,1.943,0.344,200.8,217.25,-8.235,0.011382636,0.02403238
4,0.75,77.2,-22.235,1.943,0.3825,200.1,217.7,-8.235,0.0105626235,0.03730334
4,1.25,75.75,-22.54,1.943,0.344,198.95,216.85,-8.235,0.007153851,0.04356827
4,1.75,76.2,-22.4,1.943,0.3705,202.95,216.05,-8.235,0.01361375,0.02715071
4,2.25,75.85,-22.795,1.943,0.323,203.25,215.85,-8.235,0.0066919645,0.03387691
4,2.75,75.8,-22.77,1.943,0.281,202.2,215.85,-8.235,0.010167685,0.057527585
4,3.25,76,-23.175,1.943,0.345,201.7,214.55,-8.235,0.036468375,0.07335926
4,3.75,75.65,-22.945,1.943,0.54,203.4,213.3,-8.235,0.029941735,0.1403934
4,4.25,75.65,-23.675,1.943,0.7765,203.2,213.5,-8.235,0.12885235,0.40212055
4,4.75,75.4,-22.91,3.742,1.574,205.5,215.25,-10.809,0.8219305,2.318783
4,5.25,75.25,-22.965,6.341,4.5465,205.7,216.45,-8.606,5.232504,6.299966
4,5.75,74.85,-22.91,14.82,15.85,204.35,216.3,-15.56,20.26598,20.90472
4,6.25,75.3,-23.285,26.62,31.37,203.25,216.3,-14.15,57.170685,53.454245
4,6.75,75,-23.31,70.095,59.47,205.05,217.55,-5.455,111.8324,105.92415
4,7.25,74.95,-22.715,97.05,82.465,205.85,219.65,-0.76,187.15855,178.9886
4,7.75,74.9,-22.035,139.3,124.65,207,220.85,2.035,283.056,253.6082
4,8.25,73.95,-22.295,194,166,207.75,222.3,13.1,361.78855,336.72785
4,8.75,74,-21.755,249.7,206.45,210.2,223.8,19.9,488.37855,440.5461
4,9.25,73.6,-20.97,305.6,247.45,209.5,226.35,26.65,553.66895,517.908
4,9.75,73.1,-20.81,342.5,281.55,209.4,228.9,35.6,664.97955,622.02445
4,10.25,73.5,-20.78,389.5,319,210.2,233.45,40.7,761.4564,701.06215
4,10.75,73.9,-19.975,439,352.65,208.8,235.35,44.8,854.11985,800.13085
4,11.25,73.25,-18.81,455.05,375.7,212.25,240.75,47.25,914.88595,871.04125
4,11.75,72.5,-18.245,481.95,399.2,214.55,244,50.2,983.5399,916.49405
4,12.25,72.45,-17.225,536,433.95,208.4,248.85,55.4,1056.3605,979.9431
4,12.75,72.75,-17.54,535.7,445.95,207.3,250.35,54.6,1077.073,1008.592
4,13.25,70.8,-16.545,546.2,452.35,209.45,251.35,51,1070.2505,999.89555
4,13.75,71.5,-15.8,535,449.4,210.35,251.7,48.85,1086.76,1020.7165
4,14.25,71.4,-15.32,546.55,454.8,211.35,253.45,48.2,1089.396,1028.995
4,14.75,72.3,-15.175,529.05,436.65,211.45,254.65,42.7,1045.2245,983.2639
4,15.25,71.75,-15.745,521.2,426.55,211.95,251.5,39.9,987.64415,954.8357
4,15.75,73.3,-15.88,488.8,410.45,205.8,249.25,38.3,942.5851,910.9189
4,16.25,73.85,-15.875,448.8,373.7,210.45,251.35,30.6,853.333,840.12575
4,16.75,73.45,-16.21,403.6,339.35,207.45,250.65,25.7,770.8923,760.2254
4,17.25,71.85,-16.39,345.45,292.85,208.7,245.15,16.1,668.82415,661.6961
4,17.75,72.2,-16.58,304.05,260.6,210.15,243.25,9.15,563.81595,573.9603
4,18.25,73.25,-17.205,257.4,220.85,209.45,239.45,-0.9,480.4139,497.16945
4,18.75,72.8,-17.875,202.9,176.35,209.9,234.6,-11.4,364.08965,386.91335
4,19.25,73.25,-18.53,154.4,138,205.4,231.35,-18.8,278.81345,292.1103
4,19.75,74.9,-18.985,107.2,95.15,203.95,229.95,-26.05,195.1056,201.9986
4,20.25,75.7,-19.825,68.405,64.715,199,226,-28.735,127.71085,135.4622
4,20.75,75.4,-20.195,40.135,38.755,201.45,224.25,-29.2945,73.667985,77.05695
4,21.25,75.95,-20.565,21.08,18.015,202.15,221.9,-31.7,31.578245,32.43561
4,21.75,76.2,-20.595,7.9365,6.171,200.45,220.75,-26.352,9.243633,9.144969
4,22.25,76.45,-21.385,3.1855,1.3565,200.6,218.1,-19.4555,1.736635,2.058307
4,22.75,75.55,-21.355,1.799,0.703,200.9,219.2,-11.249,0.2122928,0.4590396
4,23.25,75.55,-22.07,1.799,0.514,197.25,219.15,-11.249,0.05863792,0.2505088
4,23.75,75.4,-22.43,1.799,0.366,198.95,215.5,-11.249,0.02306739,0.099084025
5,0.25,89.25,-0.8165,9.41,7.3925,274.75,310.7,-17.45,15.35768,6.269982
5,0.75,89.9,-0.953,6.8305,5.0345,280.55,310.45,-17.053,11.83252,4.587112
5,1.25,89.65,-1.1575,5.787,4.529,279.55,309.8,-16.559,9.623943,4.635222
5,1.75,90.2,-1.3085,6.408,4.4465,276.9,309.9,-14.31,9.212551,4.825077
5,2.25,90.55,-1.4075,7.663,5.252,278.75,310.05,-13.8705,10.71641,5.389992
5,2.75,90.5,-1.577,9.98,6.078,281.55,310,-11.74,14.89318,7.552755
5,3.25,91.05,-1.5665,14.56,8.515,285.2,309.55,-6.496,23.24892,12.4096
5,3.75,90.1,-1.481,21.7,14.22,281.35,309.15,-6.7,36.84961,21.09734
5,4.25,89.5,-1.5965,33.835,22.855,282.75,309.2,-6.44,59.03452,32.61931
5,4.75,89.2,-1.574,50.01,36.06,280.65,310.1,1.36,88.05336,53.74671
5,5.25,88.35,-1.443,74.925,53.585,285.2,310.55,6.435,128.7082,84.15164
5,5.75,87.7,-1.29,101.35,71.1,280.45,310.75,14.075,186.1901,119.7179
5,6.25,87.5,-0.988,112.5,95.1,277.2,312.55,22.3555,244.644,180.2395
5,6.75,85,-0.553,137.75,121.75,279.85,314.9,19.45,318.5963,232.1407
5,7.25,81.2,-0.6015,213.05,139.8,283.95,316.35,46.305,379.7467,301.3054
5,7.75,81.9,-0.5225,269.2,176.55,286.25,316.95,55.75,471.436,385.3509
5,8.25,80.65,-0.349,321.65,209.95,286.3,320.2,73.25,599.3997,458.6198
5,8.75,80.2,-0.1025,372.15,233.7,287.75,322,84.6,669.0623,558.8214
5,9.25,79.6,0.2215,440.05,280.85,287,322.65,110.65,750.0507,645.6024
5,9.75,79.3,0.524,492.7,305.55,287.4,324.65,126.35,902.8892,735.1646
5,10.25,78.1,0.7025,538.5,329.2,288,326.95,138.2,958.7294,781.0875
5,10.75,77.7,0.7145,568,361.25,287.15,328.2,150.9,1023.248,837.8799
5,11.25,77.7,1.198,611.5,388.7,288.7,327.6,166.675,1114.6055,905.1576
5,11.75,78.9,0.916,644.4,405.6,289.7,326.2,176.4,1176.5665,945.53065
5,12.25,76.2,1.2245,666.75,412.05,288.45,327.85,167.35,1221.18,993.7276
5,12.75,74.1,1.468,676.3,414.5,291.7,330,177.2,1244.4515,984.773
5,13.25,72.7,1.674,687.2,408.2,286.85,330.35,182.1,1275.043,988.4394
5,13.75,72.1,2.2,695.2,427.1,288.7,331.95,177.5,1268.257,994.9995
5,14.25,72,2.287,677.1,410.9,287.3,329.8,175.68,1228.1865,936.2776
5,14.75,70.7,2.4015,652.8,406.7,286.9,329.5,167.9,1209.53,946.1026
5,15.25,70.5,2.7615,640.5,399.6,290.2,331.7,171.6,1179.949,937.15655
5,15.75,72.25,1.927,618,385.35,287.45,329.8,154.34,1127.967,851.793
5,16.25,72.8,2.2765,567.7,310.8,284.9,328.65,129.55,1016.351,760.2889
5,16.75,73.4,2.5025,523.9,294.7,288.05,327.7,125.095,935.6469,712.9844
5,17.25,73.9,2.8155,484.8,276.6,286.65,327.2,111.51,845.48855,660.6474
5,17.75,72.95,2.6985,410.1,234.1,284.8,325.8,90.3,750.8662,560.4692
5,18.25,73.8,2.204,380.4,196.8,285.3,324.8,75.1,665.9636,512.9216
5,18.75,74.5,2.684,328,191.1,284.3,324.9,68.8,591.7303,433.9906
5,19.25,75.3,2.355,276.6,153.6,284.8,324,50,477.1996,364.1432
5,19.75,77,1.816,231.6,134.8,282.4,324.2,35.9,393.2509,283.8096
5,20.25,78.4,1.572,175.3,100.9,285.9,321.7,24.5,298.8984,222.56
5,20.75,79.3,1.32,122.9,72.58,281.5,319.4,16,222.1634,162.1007
5,21.25,81.3,1.211,93.1,53.82,280.4,317.8,6.89,161.3954,127.2927
5,21.75,82.2,0.6495,70.17,39.81,282.3,316.9,0.57,116.9814,81.19462
5,22.25,83.6,0.466,44.66,30.35,277.6,315.7,-5.67,84.99303,54.34108
5,22.75,83.5,0.125,32.47,18.88,281.4,314.4,-14.84,56.42791,33.83979
5,23.25,86.2,-0.0955,21.86,13.41,280.3,313.7,-17.82,37.71524,19.64114
5,23.75,86.7,-0.3315,14.07,9.99,278.2,312.2,-24.2915,23.57175,10.60392
6,0.25,82.8,6.708,18.65,4.458,312.3,340.05,-8.687,36.43416,2.804675
6,0.75,85.4,5.939,15.45,4.039,311.55,337.85,-11.3025,29.6381,2.248187
6,1.25,87.1,5.607,14.14,3.5925,310.5,335.8,-10.207,27.4509,2.001456
6,1.75,89,5.3066295,13.916136,3.53,310,333.7,-8.9145,26.20086,1.949361
6,2.25,90.3,5,14.75,4.001,310.4,332.7,-6.322,27.98807,2.198093
6,2.75,91.05,4.674,18.08,4.338,310.75,332.45,-2.3865,34.43255,2.652596
6,3.25,91.4,4.518,22.87,5.216,311.75,332.45,1.87,42.05634,3.468412
6,3.75,91.8,4.448,30.38,6.397,311.65,333.45,5.1115,57.13157,4.702526
6,4.25,91.2,4.679,40.89,8.57,309.9,334.1,10.25,79.50974,6.358992
6,4.75,89.3,4.92,55.991859,10.991026,310.9,336.05,20.39,104.8215,8.55229
6,5.25,87,5.119,73.57,13.26,310.55,339.3,34.531,138.6071,11.18043
6,5.75,86.1,5.904,95.5,17.59,312.2,343.25,52.430422,180.7103,14.31413
6,6.25,84.95,6.344,115.9,19.56,312.5,347.7,58.191373,222.697,17.81774
6,6.75,81.45,6.72,117.9,23.44,313.95,350.95,73.3125,266.8145,21.11283
6,7.25,79.5,7.0756543,157.5,29.82,315.5,354.15,99.3001505,330.9986,26.93867
6,7.75,77.15,7.396,212.9,34.29,316.65,357.4,140.3,388.7059,31.04773
6,8.25,75.1,7.94,256.2,40.57,317.8,361.3,172.5,473.5148,37.35944
6,8.75,73.7,8.21,307.9,46.19,318.55,364.45,204.65,554.3931,43.9408
6,9.25,71.55,8.665,351.39625,49.62,319.3,368.1,236.62,637.46965,48.025115
6,9.75,69.3,9.01,395.4,54.83,321.15,369.1,272.656065,715.7004,52.44436
6,10.25,67.7,9.16,434,59.91,321.7,374.7,295.34,782.6352,58.25189
6,10.75,65.8,9.85,467.25,65.75,322.4,376.95,334.915,862.1305,60.606785
6,11.25,63.6,10.038858,526.75,71.295,325,382.4,352.745,916.6534,67.91702
6,11.75,62.6,10.43,505.1,71.885,326.2,384.7,365.78,918.0387,67.09769
6,12.25,61,11.015,545.7,72.16,327.4,387.6,380.62,986.80925,70.263595
6,12.75,59.9,11.635,567.05,78.17,330.1,390.5,400.7,1006.0355,71.48795
6,13.25,59.7,11.99,558.2,79.37,329.75,392.95,400.515,1026.915,72.73412
6,13.75,58,12.49,578.1,78.02,329.45,395.5,407.165,1015.506,71.83181
6,14.25,57.15,12.86,580.7,78.9,329.2,397.2,411.35,1031.363,69.72504
6,14.75,56.35,12.9,598.2,80.95,328.9,396.7,409.19,1043.708,72.21812
6,15.25,56.1,13.09,555.1,80.75,328.8,397.9,398.56,998.8625,67.72124
6,15.75,56,13.27,503.6,74.86,329.29514,397.3,353.11,926.4962,65.6575
6,16.25,56.5,13.38,499.75,69.21,328,394.9,345.6,884.3827,62.43263
6,16.75,56.75,13.29,473.15,67.745,329.7,394.6,320.6,855.696,60.20053
6,17.25,56.75,13.36,431.78259,58.715,329.2,391.8,289.39,761.2122,53.68834
6,17.75,57.6,13.08,380.75,56.8553935,328.2,388.7,252.9,687.6711,49.55288
6,18.25,58.45,12.97,344.95,49.485,328.2,386.4,227.07,605.0413,42.90102
6,18.75,59.1,12.79,299.6,42.555,327.8,383.5,190.38,520.8187,38.7374
6,19.25,60.5,12.5,237.6,36.71,328,380.8,152.52,428.0979,32.13573
6,19.75,61.8,12.34,216.08039,32.705,324.7,378,126.81,376.1001,27.24732
6,20.25,63.4,12,175.7,26.4,322.7,373.9,91.175,295.0707,22.20557
6,20.75,65.05,11.38,143.3,22.8,322.15,369.3,66.5915,249.71895,18.930615
6,21.25,66.8,11.008393,114.8,19.63,321.3,365.8,49.903951,193.9112,15.86372
6,21.75,70.3,10.46,96,16.6,318.55,361.7,30.849,165.0764,12.4338095
6,22.25,73.3,9.63,68.68,13.26,316.4,358.6,15.3555,120.86865,9.665273
6,22.75,76.3,8.88,50.88,9.98,317,353.7,5.62,91.7259,7.456135
6,23.25,78.2,8.15,36.71,7.762,315.05,349.6,-1.6525,67.207455,5.228378
6,23.75,81.45,7.477,26.04,5.3567805,314.55,344.75,-6.3805,48.02132,3.637046
7,0.25,81.7,10.585,8.96,2.67,334.25,360.1,-15.549,17.264365,1.13094
7,0.75,83.3,10.085,6.891,2.191,331.75,357.15,-16.839,13.009725,0.8523973
7,1.25,84.3,9.735,5.58671015,1.847,330.97337,355,-15.675,10.845495,0.7045943
7,1.75,85.8,9.46,5.2176187,1.706,332.3,354.05,-14.4135,9.838118,0.6929735
7,2.25,87.75,9.255,5.593,1.952,330.75,353.6,-10.5329175,11.21451,0.8028608
7,2.75,88.4,8.946898,7.402,2.38082545,330.2,353.35,-7.835,14.71565,1.0255885
7,3.25,88.8,8.895,11.16,2.986,331.3,353.3,-4.7,20.874994,1.4111785
7,3.75,87.95,8.86,15.97,3.9415,330.55,353.65,-1.163,30.085536,2.0192415
7,4.25,87,8.91,22.78,5.0885,331.15,353.5,2.535,45.37285,2.8880625
7,4.75,86.65,9.025,35.355,7.325,330.75,355,7.974,68.29409,4.262753
