DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1
1,0.25,0.129609,-4.114,0.867349,0.07135786125,0.07135335,-0.0203006945,-48.5569,-0.7610645,-0.155528421,-7.34476509625,-0.824,-0.8,-1.166,65.5391656,85.2509,395.024474,-75.658908,0,0,0.171,217.9,287.7,3.957187316,-0.103666,0.493120828,0.452003434,0.1534292805,-4.702,0.28582948825,-0.8,-0.6,0.3,1.95,3.7,7.1,-0.55,-0.3,0.55,2.1,4.1,7.5
1,0.75,0.14211525,-4.37175,0.946774,-0.115539,-0.1193575,-0.022663889,-45.7308,0.1523315,-0.171467009,-10.6994279725,-0.86425,-0.84075,-1.24575,65.4976054575,85.25802,395.1609693,-76.873,0,0,0.10675,214.325,287.625,4.0022821075,-0.10211825,0.483946794,0.4592301065,0.149823834,-5.003,0.27491337775,-0.8,-0.6,0.3,1.95,3.7,7.1,-0.6,-0.3,0.55,2.15,4.05,7.5
1,1.25,0.13620025,-4.46125,0.944381,0.0017842125,0.0485289,-0.018791667,-46.3021,-0.800492,-0.1829067845,-10.7075628225,-0.9045,-0.8505,-1.277,65.70602352,85.2831,394.813905725,-77.86691725,0,0,0.139,213.025,286.425,3.961436119,-0.10976305725,0.49053848,0.410402242,0.144720075,-5.106443,0.27387441375,-0.8,-0.5625,0.3,1.9,3.7,7.1,-0.6,-0.3,0.5,2.1,4.0375,7.45
1,1.75,0.1357687565,-4.238,0.809299,-0.0026326585,0.0485373,-0.02232222225,-48.4692,-1.0599325,-0.1979724365,-9.6284390075,-0.92475,-0.8965,-1.348,65.51223482,85.2773375,395.25924075,-77.075,0,0,0.13,213.5,287.1,4.01209435325,-0.1227095,0.53174322875,0.4803880025,0.15067594775,-5.1035,0.2654619315,-0.9,-0.6,0.3,1.9375,3.7,7.1,-0.5625,-0.3,0.5,2.1,4.0875,7.5
1,2.25,0.125699,-4.535,0.83809725,0.0389594895,0.00249409,-0.026194444,-42.465525,0.00185386,-0.193358553,-8.435691217,-0.9705,-0.9045,-1.3785,65.11095726,85.276225,395.8095766,-77.735,0,0,0.134,211.7,286.1,4.0133285705,-0.140511,0.48707226625,0.443348688,0.13601989,-5.11,0.256748977,-0.9,-0.5625,0.3,1.975,3.7,7.1,-0.5875,-0.3,0.5,2.1,4.0875,7.5
1,2.75,0.12983925,-4.56475,0.9282645,0.09480541675,0.0669783,-0.018222222,-45.60135,0.19603075,-0.2021202855,-11.015716185,-0.963,-0.94,-1.406,63.95280163,85.28535,395.54494635,-77.17625,0,0,0.153,211.9,286.25,3.86246089325,-0.115234,0.5001449125,0.467699378,0.1635211525,-5.089,0.26426851175,-0.925,-0.6,0.3,1.9375,3.7,7.1,-0.5875,-0.3,0.5,2.1,4.0375,7.4875
1,3.25,0.126462,-4.3175,0.900126,-0.034754422,-0.0020214025,-0.03302777775,-49.584,-0.048035925,-0.135790095,-10.2605195775,-1.033,-0.964,-1.423,63.8384564325,85.2838,395.1130134,-76.53370425,0,0,0.193,211.9,286.6,3.790805432,-0.1341465,0.4805242465,0.45422677625,0.14116498,-5.056,0.2671361715,-0.925,-0.6,0.3,1.9,3.7,7.1,-0.6625,-0.3,0.5,2.1,4.0375,7.45
1,3.75,0.117342,-4.508,0.9501935,0.0432325385,0.0940423,-0.0222083335,-44.206,-0.27505975,-0.1460329905,-9.82463762475,-1.1,-1,-1.44025,64.3352496025,85.296025,395.103314,-76.0865,0,0,0.129,214.05,285.075,3.7617173885,-0.124699,0.499237419,0.44468978,0.142135499,-5.1115,0.272693222,-1,-0.6,0.3,1.9,3.7,7.1,-0.7125,-0.3,0.5,2.1375,4.0375,7.5
1,4.25,0.1185698165,-4.38,0.9731725,-0.02557556925,-0.00188295,-0.02138263875,-45.378975,-0.29954275,-0.14196816525,-10.85320988,-1.1145,-1.04175,-1.471,64.53724679,85.2851,395.4020773,-77.1571515,0,0,0.0875,213.25,285.15,3.767253225,-0.12952025,0.484723633,0.443277565,0.150210852,-4.963,0.272229165,-1,-0.6,0.3,1.9375,3.7,7.1,-0.8,-0.3,0.5,2.1,4.0375,7.45
1,4.75,0.13386575,-4.48,0.965967,0.003951178,0.010304905,-0.02255,-42.20705,0.03809635,-0.190409116,-10.44057065,-1.1575,-1.08125,-1.551,65.392471915,85.2938,395.1675236,-77.6685,0,0,0.103,212.95,286.15,3.716029504,-0.15346125,0.491227035,0.451881622,0.14531896,-5.188,0.2587446375,-1.0625,-0.6,0.3,1.9,3.7,7.1,-0.8125,-0.3,0.5,2.1,4,7.45
1,5.25,0.12838475,-4.4595,0.9150531165,0.06466181625,0.0398336,-0.0265930555,-43.43315,0.205377,-0.175991607,-10.00526262,-1.20675,-1.14275,-1.584,65.371982015,85.29065,394.943022625,-81.2235,0,0,0.132,210.8,285.85,3.769983501,-0.117033,0.4904941775,0.44330066325,0.15824388025,-5.04875,0.2642550615,-1.1,-0.5625,0.3,1.9375,3.7,7.1,-0.8625,-0.3,0.5,2.1,4.05,7.5
1,5.75,0.1402825,-4.4005,0.94807025,-0.14757263875,-0.10770725,-0.01733958325,-39.927325,0.8746695,-0.160630553,-9.524859348,-1.24175,-1.254,-1.609,65.569918905,85.29775,395.447299175,-81.1935,0,0,0.124,211.22295,286.6,3.81960796,-0.1145535,0.51069200225,0.47266066775,0.167741101,-4.96525,0.2585743365,-1.1125,-0.6,0.3,1.9375,3.7,7.0875,-0.8625,-0.3,0.5,2.1,4,7.45
1,6.25,0.1372046965,-4.4925,0.9386795,0.1191486305,0.146603,-0.026763889,-45.28318796,-0.031726,-0.151697961,-10.40513118,-1.258,-1.32825,-1.64,65.470498955,85.27535,395.72459055,-77.4955,0,0,0.153,212.35,285.7,3.77742069225,-0.156785,0.52086825075,0.49771767475,0.16105821575,-4.9905,0.2457662695,-1.125,-0.6,0.3,1.9375,3.7,7.05,-0.825,-0.3,0.5,2.1,4,7.4375
1,6.75,0.14599,-4.428,0.93132270725,0.15699572225,0.165597,-0.021183333,-44.2837,0.643391,-0.19989035925,-10.107062401,-1.2285,-1.2915,-1.703,65.548554975,85.311505,395.680417075,-76.6885,0,0,0.155,213.45,285.55,3.81937482375,-0.153816,0.4921699445,0.4909113085,0.1709090795,-4.87875,0.25231754775,-1.15,-0.55,0.3,1.925,3.7,7.1,-0.925,-0.3,0.5,2.1,4.05,7.45
1,7.25,0.135457,-4.53575,0.921813,0.135316806,0.129308,-0.017652778,-41.4297,1.02131,-0.11735800275,-9.42565340225,-1.2365,-1.28825,-1.73475,66.6202486375,85.352125,395.63298465,-77.1885,0,0,0.13275,216.243025,285.675,3.859942481,-0.1407485,0.495055552,0.476443071,0.163563749,-4.8875,0.2446465945,-1.15,-0.5,0.3,1.925,3.7,7.1,-1,-0.3,0.5,2.1,4,7.45
