DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,WS,USTAR,PA,G,TS_1_1_1
2,4.25,0.4,-2.15,8.975,-0.012,1.675,90.425,-6.825,0,0,0,4.485,0.395,97.5575,-6.6,4.2
2,4.75,0.4,-1.35,8.975,-0.012,1.55,91.1,-6.425,0,0,0,4.49,0.38,97.57,-6.9,4.1
2,5.25,0.4,-1.95,7.9,-0.012,1.55,90.875,-8.475,0,0,0,4.39,0.39,97.5825,-6.525,4
2,5.75,0.3,-1,8.3,-0.012,1.85,90.575,-8.2,0,0,0,4.64,0.385,97.5575,-6.4,3.875
2,6.25,0.3,-2.7,7.4,-0.012,1.5,90.8,-7.675,0,0,0,4.485,0.41,97.565,-6.425,3.775
2,6.75,0.3,-1.65,6.75,-0.012,1.3,91,-7.45,0.2,0,0,4.435,0.405,97.59,-6.525,3.675
2,7.25,0.325,-1.1,9.6,-0.021,1.35,91.175,-6.325,9.225,2.9,16.125,4.54,0.4225,97.6175,-6.625,3.6
2,7.75,0.3,1.05,10.875,-0.012,1.475,90.825,4.325,78.625,26.95,89.7,4.565,0.42,97.6375,-6.6,3.5
2,8.25,0.425,9.85,15.8,-0.024,1.7,90.375,42.2,178.275,49.3,245.4,4.71,0.415,97.6575,-6,3.4
2,8.75,0.2,29.9,24.35,-0.036,2.825,89.05,99.95,277.65,70.525,433.6,5.3,0.45,97.6825,-5.175,3.475
2,9.25,0.3,54.6,36.175,-0.039,4.1,86.45,173.7,377.975,90.65,630.8,5.665,0.4575,97.7,-0.85,3.65
2,9.75,0.3,91.1,40.15,-0.048,5.5,85.875,242.8,467.225,107.15,818.1,5.885,0.4825,97.725,3.975,3.85
2,10.25,0.5,123.7,47.8,-0.048,6.675,83.5,300.95,543.15,124.475,981.9,6.275,0.5275,97.72,11.675,4.05
2,10.75,0.3,153.45,48.35,-0.06,7.775,80.425,354.175,612.975,137.3,1120.075,6.485,0.53,97.7275,23,4.175
2,11.25,0.4,179.925,53.625,-0.06,8.725,78.375,394.75,675.075,149.3,1222.025,6.62,0.54,97.72,30.9,4.5
2,11.75,0.5,198.3,53.5,-0.06,9.1,77.55,426.025,712.45,155.1,1295.75,6.715,0.535,97.6975,36.175,4.8
2,12.25,0.325,202.85,54.9,-0.06,9.675,75.2,442.675,736.15,159.3,1333.675,6.65,0.55,97.66,41.4,5
2,12.75,0.6,208,61.825,-0.072,10.3,73.25,442.15,740.4,160.4,1338.65,6.48,0.56,97.63,45.4,5.3
2,13.25,0.575,196.875,57.6,-0.072,10.7,74.525,439.35,731.9,158.1,1338.95,6.535,0.5225,97.595,48,5.6
2,13.75,0.55,183.875,56.625,-0.078,11,74.025,416.875,699.875,153.8,1269.775,6.4625,0.515,97.5475,47.425,5.975
2,14.25,0.5,183.7,56.5,-0.084,11.4,74.2,380.025,653.975,143.5,1184.625,6.515,0.535,97.4875,45.325,6.2
2,14.75,0.6,159.15,51.575,-0.084,11.8,73.525,337.025,591.1,132.7,1069.95,6.3975,0.54,97.4675,41.25,6.375
2,15.25,0.6,137.1,46.7,-0.072,11.975,74.175,279.775,519.725,119.5,932.175,6.5575,0.555,97.45,35.75,6.475
2,15.75,0.3,103.325,38.95,-0.084,11.975,73.025,212.375,428.525,104.5,762.225,6.1725,0.5225,97.45,28.275,6.55
2,16.25,0.4,70.3,34.1,-0.084,11.775,73,146.775,342.475,86.8,578.775,6.355,0.515,97.46,20,6.55
2,16.75,0.4,30.55,26.975,-0.06,11.35,73.125,76.175,233.4,65.7,386.75,5.91,0.4925,97.455,13.275,6.55
2,17.25,0.4,4.25,21.45,-0.054,10.8,75.8,17.65,132.125,42.7,207.375,5.815,0.45,97.46,5.85,6.45
2,17.75,0.4,-3.65,12.225,-0.024,9.4,77.775,-3.725,41.65,18,58.6,4.61,0.37,97.46,-0.8,6.275
2,18.25,0.3,-2.425,8.05,-0.012,7.775,80.575,-12.7,4.4,0.9,6.875,4.3325,0.35,97.48,-4.275,6.175
2,18.75,0.425,-4.2,9.65,-0.012,6.575,81.15,-12.125,0,0,0,4.45,0.38,97.4975,-5.625,5.975
2,19.25,0.4,-4.35,7.375,-0.012,5.575,82.075,-11.925,0,0,0,4.17,0.3675,97.5225,-6.6,5.8
2,19.75,0.3,-1.775,8.3,-0.012,5.075,83.75,-12.525,0,0,0,3.855,0.34,97.5175,-6.05,5.65
2,20.25,0.3,-4.05,7.1,-0.012,4.675,85.075,-9.85,0,0,0,4.205,0.3875,97.5175,-6.275,5.6
2,20.75,0.375,-2.9,7.1,-0.012,4.55,85.925,-9.45,0,0,0,4.005,0.355,97.54,-6.45,5.425
2,21.25,0.35,-3.25,7.9,-0.012,4.15,85.925,-9.775,0,0,0,4.41,0.35,97.565,-6.625,5.275
2,21.75,0.4,-3.4,8.3,-0.012,4.075,85.975,-11.55,0,0,0,4.63,0.39,97.5775,-6.325,5.175
2,22.25,0.3,-3.175,8.85,-0.018,3.575,86.325,-12.4,0,0,0,4.455,0.38,97.56,-6.3,5.05
2,22.75,0.3,-4.2,6.825,-0.012,3.2,88,-11.375,0,0,0,4.575,0.37,97.5425,-6.425,4.95
2,23.25,0.3,-4.125,7,-0.024,2.675,87.25,-10.15,0,0,0,4.335,0.35,97.55,-6.925,4.8
2,23.75,0.4,-5.15,6.725,-0.012,2.475,87.325,-9.5,0,0,0,3.94,0.3275,97.575,-6.2,4.775
3,0.25,0.8,-11.45,11.8,-0.024,9.95,86.05,-23.275,0,0,0,4.585,0.3725,97.395,-9.25,9.85
3,0.75,0.8,-8.075,9.5,-0.024,9.675,85.975,-18.3,0,0,0,4.75,0.38,97.395,-8.525,9.75
3,1.25,0.7,-5.4,9.6,-0.024,9.2,86.625,-16.35,0,0,0,4.58,0.39,97.385,-7.925,9.55
3,1.75,0.7,-7.675,8.575,-0.024,9.525,87.875,-17.425,0,0,0,4.645,0.39,97.35,-8.45,9.45
3,2.25,0.8,-5.1,7.5,-0.024,8.95,88.3,-12.95,0,0,0,4.845,0.39,97.325,-6.725,9.3
3,2.75,0.7,-5.7,11.05,-0.036,8.775,88.6,-14.85,0,0,0,4.945,0.41,97.31,-6.65,9.1
3,3.25,0.7,-5.75,11.5,-0.036,8.7,89.075,-18.625,0,0,0,4.765,0.41,97.315,-6.425,9.1
3,3.75,0.725,-7.1,13.8,-0.036,8.4,89.425,-16.675,0,0,0,4.97,0.46,97.3025,-7.225,9.075
3,4.25,0.8,-4.3,12.95,-0.036,8.3,88.275,-15.3,0,0,0,5.19,0.44,97.31,-8,8.975
3,4.75,0.9,-5.2,13.2,-0.027,8.25,88.875,-13.675,0,0,0,5.355,0.4475,97.335,-8.725,8.875
3,5.25,0.8,-5.225,12.85,-0.024,7.875,90.025,-12.475,0,0,0,5.335,0.42,97.395,-8.8,8.8
3,5.75,0.625,-7.4,10.4,-0.024,7.675,90.225,-10.5,0,0,0,4.905,0.41,97.395,-8.225,8.7
3,6.25,0.575,-7.1,11.1,-0.033,7.55,90.45,-7.775,1.1,0.1,0.7,4.775,0.415,97.4075,-7.95,8.6
3,6.75,0.6,-5,12.4,-0.036,7.45,91.05,-3.65,23.3,6,34.05,4.95,0.41,97.435,-7.425,8.6
3,7.25,0.6,3.7,16.35,-0.036,7.675,89.9,20.475,94.55,29.1,147.725,5.09,0.43,97.4975,-4.875,8.65
3,7.75,0.5,22.8,27.6,-0.06,8.775,87.85,81.075,208.5,51.7,342.675,5.605,0.45,97.49,-2.025,8.65
3,8.25,0.4,59.65,37.75,-0.096,9.975,87.7,152.7,325.8,74.625,562.55,6.355,0.485,97.5175,3.025,8.675
3,8.75,0.5,97,42.6,-0.102,11.35,84.475,229.25,427.275,91.85,759.45,6.515,0.505,97.5,10.775,8.775
3,9.25,0.4,139.45,51.325,-0.114,12.375,82.5,314.125,543.5,113.95,979.95,6.865,0.535,97.5325,19.15,8.9
3,9.75,0.6,185.3,58.3,-0.12,13.8,77.15,383.55,638.6,127.45,1156.775,6.87,0.53,97.58,29.7,9.15
3,10.25,0.6,209.9,67.3,-0.12,14.675,76.5,435.225,712.15,139.1,1316.85,7.035,0.545,97.565,37.875,9.5
3,10.75,0.5,241.75,67.5,-0.144,15.825,76.375,491.875,777.45,149,1450.35,6.775,0.56,97.5475,49.375,9.95
3,11.25,0.8,252.8,68.75,-0.132,16.5,72.775,526,833.975,159.1,1546.825,6.59,0.53,97.5325,57.65,10.375
3,11.75,0.825,266.75,83.55,-0.12,16.2,70.575,548.55,870.675,164.3,1593.85,6.385,0.54,97.5175,65.9,10.725
3,12.25,0.7,276.35,87.975,-0.12,17.125,68.2,565.1,883.45,168.075,1628.2,6.465,0.54,97.495,74.4,11.075
3,12.75,1.2,266.425,88.875,-0.12,17.875,67.55,563.475,887.3,168.6,1651.175,6.495,0.53,97.4375,77.725,11.55
3,13.25,0.9,268.35,88.7,-0.12,18.05,63.85,553.55,875,167.2,1615.7,6.3725,0.51,97.38,78.5,11.975
3,13.75,1,255.5,89.8,-0.12,18.5,62.625,528.75,844.825,160.775,1562.175,6.495,0.53,97.3275,76.825,12.375
3,14.25,0.9,248.225,82.075,-0.132,18.95,57.475,503.025,798.1,156.55,1484,6.485,0.525,97.3275,70.725,12.7
3,14.75,0.9,227.25,79.85,-0.108,19.375,58.15,442.45,732.65,145.375,1345.75,6.56,0.52,97.3075,65.15,13
3,15.25,0.9,195.45,73.1,-0.108,19.4,56.6,389.7,656.9,131.325,1201.4,6.605,0.5725,97.3,55.075,13.075
3,15.75,0.775,162.8,61.35,-0.108,18.725,56.875,314.15,557.75,117.05,1024.325,6.8675,0.58,97.31,43.55,13
3,16.25,0.875,120.75,55.85,-0.114,18.325,56.125,243.625,462.45,102.075,846.85,6.44,0.545,97.3125,32.45,13.225
3,16.75,0.8,81.175,47.5,-0.102,17.975,59.375,163.675,353.625,83.825,622.15,6.4125,0.51,97.2925,23.575,13.025
3,17.25,0.8,38.025,36.125,-0.084,17.775,63.275,80.225,233.7,61.725,407.1,6.0825,0.49,97.2975,14.475,12.925
3,17.75,0.9,3.725,24.6,-0.06,17.275,64.675,22.675,125.95,37.75,210.4,5.825,0.445,97.31,7.975,12.725
3,18.25,0.8,-8.55,17.275,-0.036,16.15,68.75,-13.85,42.275,14.475,64.875,5.17,0.4075,97.3125,3.175,12.55
3,18.75,0.8,-5,10.75,-0.012,14.65,74.075,-19.45,3.75,0.625,6.375,4.4,0.3525,97.2875,-4.1,12.35
3,19.25,0.8,-7.125,9.6,-0.012,13.425,76.925,-28.95,0,0,0,4.52,0.36,97.28,-6.525,12.1
3,19.75,0.7,-7.225,10.975,-0.012,12.675,79.525,-30.825,0,0,0,4.535,0.34,97.295,-7.575,11.9
3,20.25,0.9,-6.7,10,-0.012,11.875,81.125,-33.8,0,0,0,4.68,0.37,97.33,-8.2,11.6
3,20.75,0.9,-10.1,8.4,-0.012,11.6,83.375,-35.6,0,0,0,4.685,0.365,97.3575,-8.625,11.4
3,21.25,0.9,-6.05,8.75,-0.012,11,82.975,-33.8,0,0,0,4.5925,0.36,97.3675,-9,11.1
3,21.75,0.8,-4.9,9.375,-0.012,10.425,85.375,-32.225,0,0,0,4.735,0.3625,97.3925,-8.575,10.9
3,22.25,0.8,-5.7,9.1,-0.021,9.975,85.775,-30.725,0,0,0,4.5375,0.36,97.375,-8.675,10.7
3,22.75,0.9,-6.925,11.675,-0.024,10.025,85.9,-28.475,0,0,0,4.39,0.38,97.375,-9.175,10.5
3,23.25,0.9,-6.7,10.475,-0.024,10.275,85.35,-29.2,0,0,0,4.76,0.38,97.395,-9.8,10.375
3,23.75,0.8,-9.525,11.15,-0.027,10.25,84.875,-22.35,0,0,0,4.6725,0.3875,97.3975,-9.625,10.25
4,0.25,2,-11.5,12.975,-0.024,16.375,86.875,-23.4,0,0,0,5.165,0.4075,97.0325,-7.275,15.375
4,0.75,2,-12.3,11.175,-0.024,15.975,87.55,-26.55,0,0,0,5.145,0.4,97.0175,-6.575,15.2
4,1.25,2.1,-12,11.35,-0.024,15.7,88.875,-22.275,0,0,0,5.465,0.39,97.0225,-7.25,15.025
4,1.75,2.1,-16.3,11.825,-0.027,15.475,88.475,-23.675,0,0,0,5.28,0.4,97.0425,-6.5,14.875
4,2.25,1.75,-10.375,9.05,-0.024,15.425,89.25,-20.425,0,0,0,5.165,0.4025,97.025,-8.2,14.675
4,2.75,1.875,-12.3,10,-0.036,14.875,90.2,-15.425,0,0,0,5.045,0.39,97.0125,-9.15,14.5
4,3.25,2.025,-13.2,6.675,-0.024,15.05,91.15,-16.75,0,0,0,5.06,0.4,97.0225,-8.65,14.4
4,3.75,2.1,-7.95,7.7,-0.024,14.7,91.5,-13.225,0,0,0,5.405,0.41,97.02,-9.35,14.375
4,4.25,1.9,-8.3,7.725,-0.015,14.2,91.25,-13.45,0,0,0,5.23,0.39,97.0375,-8.45,14.275
4,4.75,2,-8.9,8.95,-0.024,13.85,91.85,-12.15,0,0,0,5.2,0.415,97.025,-8.975,14.175
4,5.25,1.525,-9.825,10.875,-0.024,13.7,91.55,-10.05,0,0,0,5.32,0.41,97.045,-9.025,14.075
4,5.75,1.75,-6.95,11.1,-0.036,13.5,92,-7.35,4.275,0.6,8.575,5.11,0.4125,97.075,-9.225,13.975
4,6.25,1.15,-5.675,12.8,-0.036,13.775,92.3,0.9,41.925,11.2,64.1,5.255,0.4175,97.1075,-6.75,13.875
4,6.75,1,1.8,21.6,-0.036,13.85,91.75,35.375,127.3,34.6,194.15,5.64,0.42,97.135,-2.425,13.875
4,7.25,0.6,18.325,39.225,-0.048,14.575,90.425,99.65,235.9,54.725,388.95,6.09,0.44,97.17,1.075,13.875
4,7.75,0.5,48.575,62.275,-0.072,15.1,87.425,172.65,349.375,78.775,615.925,6.17,0.4775,97.1975,8.2,13.9
4,8.25,0.375,85.125,73.025,-0.096,16,85.2,250.725,449.4,97.975,853.7,6.955,0.51,97.2325,14.725,14
4,8.75,0.05,124.3,97.5,-0.108,17.1,80.2,328.425,558.575,115.25,1067.625,7.1925,0.55,97.2475,25.25,14.175
4,9.25,-0.1,171.6,104.7,-0.114,17.75,76.075,408.2,649.325,128.675,1212.325,7.15,0.56,97.255,34.825,14.575
4,9.75,0.025,191.15,107.9,-0.096,18.725,74.475,475.6,742.65,138.95,1365.575,7.205,0.57,97.24,44.45,14.9
4,10.25,-0.1,215.2,125.6,-0.132,19.2,74.55,527.8,817.475,151.625,1515.675,7.21,0.56,97.2275,54.425,15.3
4,10.75,-0.375,231.6,143.825,-0.123,19.825,72,583.075,878.7,155.575,1630.9,7.39,0.545,97.21,66.125,15.75
4,11.25,0.1,249.3,145.5,-0.12,21.25,70.925,618.475,929.375,165.675,1724.575,7.05,0.535,97.185,78.15,16.075
4,11.75,-0.4,256.3,167,-0.12,22,68,644.55,964.075,169.6,1792.05,7.365,0.5625,97.1575,85.5,16.4
4,12.25,0.2,256.625,160.5,-0.108,22.25,65.8,653.05,972.075,170.525,1807.65,7.3575,0.54,97.11,86.8,16.775
4,12.75,-0.35,265.325,172.125,-0.111,22.675,64.6,638.575,963.2,172.35,1793.75,7.43,0.5625,97.0675,88.825,17.2
4,13.25,0.15,244.7,169.425,-0.12,22.775,63.7,631.05,946.8,171.25,1764.7,7.415,0.59,97.0475,89.2,17.55
4,13.75,0.1,244.825,165.85,-0.123,23.2,64.2,602,909.6,165.975,1712.5,7.825,0.5875,97.0425,83.45,17.875
4,14.25,-0.175,227.05,150.75,-0.108,23.875,61.825,568.9,862.575,158.15,1620,7.47,0.55,97.045,75.575,18.075
4,14.75,0.075,206.15,158.1,-0.123,23.825,58.75,516.2,800.825,149.2,1489.3,7.595,0.56,97.03,67.2,18.375
4,15.25,0.2,177.15,155.6,-0.12,24.075,58,455.1,719.175,137.925,1354.325,7.27,0.57,97.0075,56.9,18.3
4,15.75,0.3,147.325,123.9,-0.096,24.475,62,386.3,625.95,124.125,1165.4,7.2525,0.57,96.975,45.6,18.375
4,16.25,0.3,122.675,122.1,-0.084,24.075,61.875,314.375,531.025,110.075,994.975,7.12,0.545,96.965,33.425,18.275
4,16.75,0.525,83.275,100.8,-0.084,24,61.175,237.4,428.25,93.175,786.425,6.95,0.52,96.93,24.4,18.2
4,17.25,0.8,43.975,76.7,-0.096,23.75,62.05,153.025,321.75,74.15,572.85,7.06,0.52,96.9125,17.225,18
4,17.75,0.875,14.3,60.2,-0.072,23.475,65.925,78.1,207.875,52.3,353.475,6.5225,0.5025,96.89,9.525,17.875
4,18.25,1.375,-5.5,39.65,-0.048,22.7,69.3,14.9,109.25,26.2,161.9,5.7675,0.4375,96.88,4.85,17.95
4,18.75,1.8,-9.7,20,-0.015,20.55,72.7,-15.95,28.75,7.5,46.85,4.905,0.3975,96.89,-0.45,17.65
4,19.25,2.5,-8.55,16.775,-0.024,19.6,74.425,-23.025,1.875,0.2,4.2,4.86,0.41,96.895,-4.5,17.375
4,19.75,2.4,-9.85,16.65,-0.012,19.125,77.15,-22.325,0,0,0,4.8875,0.3925,96.91,-4.95,17.175
4,20.25,2.4,-9.35,17.475,-0.024,18.7,79.6,-20.975,0,0,0,5.045,0.405,96.94,-6,17.15
4,20.75,2.35,-10.2,14.75,-0.024,18.5,80.725,-23.8,0,0,0,5.4675,0.42,96.99,-5.65,17
4,21.25,2.3,-11.875,15.6,-0.036,17.875,82.7,-23.325,0,0,0,5.6275,0.43,97.0175,-6.575,16.875
4,21.75,2.1,-11.425,14.15,-0.024,17.55,84.6,-23.6,0,0,0,5.59,0.42,97.0325,-8.3,16.6
4,22.25,2.4,-9.175,14.4,-0.024,16.975,84.75,-21.375,0,0,0,5.525,0.44,97.0375,-7.225,16.375
4,22.75,2.1,-7.675,13.7,-0.024,16.9,86.475,-17.875,0,0,0,5.555,0.425,97.045,-5.6,16.175
4,23.25,2.25,-8.525,14.675,-0.024,17.05,88.25,-17.875,0,0,0,5.755,0.44,97.05,-5.35,16
4,23.75,2,-10.8,13.425,-0.024,16.7,87.85,-19.7,0,0,0,5.44,0.42,97.035,-5.3,15.9
5,0.25,4.4,-9,16.6,-0.024,19.15,90.45,-13.525,0,0,0,4.895,0.4,96.945,-11.3,19.7
5,0.75,4.5,-8.1,18.1,-0.036,18.85,91.175,-9.85,0,0,0,5.0675,0.4,96.9075,-11.275,19.575
5,1.25,4,-8.3,16.6,-0.024,18.375,90.775,-9.75,0,0,0,5.19,0.4225,96.9075,-10.675,19.475
5,1.75,3.975,-8,15.3,-0.024,18.25,90.875,-12.425,0,0,0,4.9125,0.3925,96.8775,-11.325,19.4
5,2.25,4.2,-7.2,16.85,-0.027,18.075,91.6,-10.25,0,0,0,4.7925,0.425,96.8925,-11.6,19.3
5,2.75,4.45,-5.8,16.7,-0.036,17.925,92.625,-11.45,0,0,0,5.0425,0.435,96.935,-12,19.25
5,3.25,4,-5.7,14.4,-0.036,17.7,92.375,-11.25,0,0,0,4.7925,0.4075,96.95,-11.575,19.05
5,3.75,3.775,-4.575,15,-0.036,17.4,92.775,-10.875,0,0,0,4.79,0.39,96.9375,-11.125,18.875
5,4.25,4.3,-5.4,16.5,-0.036,17.2,92.575,-9.425,0,0,0,4.9,0.4275,96.9925,-9.75,18.8
5,4.75,3.9,-5.975,15.9,-0.048,17.275,93.1,-10.675,0,0,0,4.5575,0.3975,97.0125,-9.325,18.7
5,5.25,3.85,-8.15,16.4,-0.036,17.45,93.55,-7.25,5.2,1.1,8.7,4.87,0.41,97.0325,-9.975,18.7
5,5.75,3.4,-4.225,21.4,-0.048,17.55,93.875,2.1,40.25,12.35,60.875,5.02,0.4125,97.065,-9.25,18.6
5,6.25,1.4,-0.15,29.075,-0.036,17.775,93.5,31.775,112.625,32.85,183.85,4.9925,0.42,97.1125,-5.325,18.6
5,6.75,-0.1,11.5,47.475,-0.036,18.25,91.6,89.925,226.35,59.4,377.825,5.66,0.44,97.1075,-0.775,18.575
5,7.25,-0.9,27.7,69.3,-0.081,19.05,90.225,159.375,336.225,82.375,576.975,5.74,0.4625,97.1675,5.1,18.575
5,7.75,-1.8,49.9,94.1,-0.078,20,87.925,238.15,440.95,102.95,791.7,6.12,0.485,97.17,13.575,18.7
5,8.25,-4.1,70.725,116.025,-0.084,20.475,85.45,316.3,542.1,121.1,1012.35,6.275,0.5,97.16,21.825,18.975
