DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1,TAU_1_1_1,TAU_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PA_1_2_1,PPFD_IN_1_1_2,PA_1_1_1,LW_IN_1_2_1,LW_OUT_1_2_1,NETRAD_1_2_1
1,0.25,0.03275,389.49412875,0.743035,-1.1069655,-1.1375,7.8291115,0.0353815,-30.705,10.682177,0.19801725,1.655,0.117,0.158114,0.415933,0.337639,5.4765,0.7,70.3,99.238,8.417,8.715,9.185,9.71,10.555,-17.59325,-59.712,0,0,0,0,0,257.585,324.338,0.676,-0.35807,417.29902075,2.9207625,-0.58343,7.73123025,0.05776675,-2.711249,7.4506,0.179651,0.23512,0.02828075,0.03648475,0.1463135,0.14434525,2.766,0.547945,85.95,-0.1058785,-0.00196956,10.0475,10.1525,10.445,10.775,11.6125,9.3525,9.7725,10.17,10.6725,11.535,9.6975,9.935,10.235,10.7375,11.5825,9.92,10.1775,10.4325,10.825,11.6425,-10.64649,-15.14028,-16.45974,-9.208125,-8.984945,-25.4845,-29.36936,99.0225,0.676,98.92,300.2,317.76,-22.945
1,0.75,0.068,388.7255665,0.742259,-0.9544165,-1.36495075,7.632292,0.033601,-31.069078,10.45425,0.2003935,1.743,0.124,0.166935,0.402492,0.336155,5.42975,0.68,70,99.3,8.39825,8.67975,9.16325,9.7065,10.548,-17.673,-58.56025,0,0,0,0,0,256.6415,323.5,0.676,-0.1767095,417.612964,2.829957,-0.72469175,7.870028,0.056752,-2.3604,7.3144,0.172827,0.232585,0.02806525,0.03797075,0.14514475,0.1386735,2.662,0.53582,86.05,-0.11162825,-0.0016678525,10.0275,10.14,10.42,10.7825,11.62,9.2425,9.7325,10.11,10.675,11.53,9.67,9.8725,10.2125,10.7325,11.5825,9.8425,10.1325,10.3825,10.805,11.6375,-10.960605,-15.481695,-16.4471175,-9.28179,-9.035375,-25.630525,-29.58336,99.02,0.676,98.9025,300.6,318.165,-22.065
1,1.25,0.222,388.10526325,0.7391365,-1.09930875,-1.126215,7.3891795,0.035434,-29.49675,10.3665,0.195023,1.649,0.126,0.173205,0.406202,0.349285,5.292,0.69,69.905,99.3,8.34,8.62,9.125,9.685,10.545,-17.645,-58.363,0,0,0,0,0,256.768,322.635,0.676,-0.20153,416.6909805,2.70561,-0.56193,7.70536625,0.054348,-2.988,7.3256,0.16879,0.2222125,0.02927175,0.037753,0.14410775,0.145481,2.5925,0.523005,86.6,-0.0889296,-0.0022015,9.9925,10.075,10.3925,10.785,11.6225,9.1675,9.65,10.0725,10.6525,11.535,9.625,9.8175,10.1825,10.7275,11.59,9.7625,10.0725,10.335,10.79,11.64,-11.117655,-15.67137,-16.7753025,-9.5478025,-9.1068175,-25.39485,-30.02848,98.98,0.676,98.87,301.15,317.14,-20.89
1,1.75,0.075,389.13531675,0.73797,-0.8654375,-1.392,7.46946525,0.036529,-30.65125,10.32147775,0.2,1.5904555,0.121,0.167332,0.407431,0.339116,5.2545,0.7,70.12,99.3,8.281,8.5775,9.0865,9.661,10.5415,-17.877,-58.995,0,0,0,0,0,256.074,321.4105,0.676,-0.21037725,414.6142725,2.772782,-0.6854155,7.6423935,0.057325,-2.55115,7.15715,0.1704595,0.2427085,0.0292055,0.03893975,0.14855725,0.13965175,2.31775,0.511455,86.4,-0.108947,-0.001906,9.93,10.0075,10.3625,10.78,11.6225,9.1125,9.5625,10.02,10.61,11.5275,9.565,9.8025,10.145,10.7175,11.59,9.7425,9.995,10.2975,10.7725,11.64,-11.11765,-15.79782,-16.90155,-9.6951325,-9.186665,-25.467375,-30.388,98.985,0.676,98.8775,299.6,315.23,-19.91
1,2.25,0.201,387.980855,0.741463,-0.563708,-1.697,7.270335,0.033966,-29.4885,10.2215,0.197484,1.7115,0.12,0.16958,0.407431,0.3391295,5.1115,0.67,69.28,99.275,8.2225,8.535,9.061,9.649,10.544,-18.301,-58.114,0,0,0,0,0,255.32725,321.083,0.676,-0.355415,415.70913,2.8022165,-0.51045,7.66613075,0.057166,-2.346025,7.14495,0.1660515,0.246925,0.02944375,0.0393918,0.1440555,0.1399215,2.2755,0.5012025,86.6,-0.10702625,-0.002518,9.8775,9.9575,10.365,10.775,11.62,9.035,9.4925,9.96,10.5825,11.5225,9.5125,9.8025,10.1325,10.6975,11.5825,9.685,9.9275,10.28,10.7475,11.6425,-11.25348,-16.08444,-16.9520175,-9.781075,-9.4178025,-25.37415,-30.83312,98.995,0.676,98.885,299.72,315.255,-18.8
1,2.75,0.251,389.788906,0.742551,-0.87610425,-1.594,7.189776,0.039018,-29.90875,10.076,0.202507,1.709,0.121,0.164317,0.41139975,0.336526,4.98475,0.61,69.62,99.3,8.1985,8.499,9.02,9.6275,10.54,-18.356,-57.482,0,0,0,0,0,256.2905,320.299,0.676,-0.35017,417.0583115,2.81705725,-0.5950845,7.60758675,0.05728875,-2.74495,7.02685,0.175815,0.237265,0.02952675,0.03934975,0.14534025,0.1425215,2.16325,0.4930275,86.9,-0.1047845,-0.001055,9.8375,9.9275,10.3625,10.7675,11.6125,8.96,9.4325,9.9025,10.5425,11.5175,9.48,9.7675,10.1125,10.68,11.5825,9.635,9.895,10.2375,10.725,11.6425,-11.503965,-16.063365,-17.2002675,-9.9324975,-9.7792175,-25.433475,-31.06424,98.9975,0.676,98.8975,298.8,314.085,-18.875
1,3.25,0.15675,389.737124,0.7445135,-1.1199165,-1.182058,7.073587,0.0379305,-28.85475,10.012225,0.2,1.7085,0.1295,0.175132,0.413979,0.3427805,4.93,0.56,69.2275,99.291,8.154,8.47825,8.96725,9.6055,10.5335,-18.521,-57.626,0,0,0,0,0,253.411,319.738,0.676,-0.2398025,416.506061,2.7977105,-0.46104,7.47585,0.053524,-2.7096,6.9528,0.174559,0.24465375,0.03019725,0.04064075,0.150386,0.140254,2.041,0.47496,86.9,-0.098012425,-0.0010823575,9.815,9.89,10.335,10.7575,11.62,8.9075,9.38,9.905,10.5025,11.51,9.445,9.7275,10.0875,10.6675,11.5825,9.565,9.85,10.1875,10.7025,11.6425,-11.716225,-16.105515,-17.53686,-10.026625,-9.6195225,-25.1877,-31.22073,99.01,0.676,98.89,297.95,313.68,-18.475
1,3.75,0.215,390.18073825,0.73827925,-2.0328335,-1.13091425,7.1159225,0.038853,-30.514892,9.97723,0.202485,1.76275,0.127,0.167332,0.4080425,0.342053,4.8075,0.5775,68.2775,99.2845,8.107,8.43575,8.93575,9.578,10.52625,-18.5252,-58.129,0,0,0,0,0,253.46,318.9965,0.676,-0.272745,417.6833785,2.7334945,-0.68614,7.435096,0.05550475,-2.7573,6.8726,0.175701,0.24644,0.030854,0.040499,0.14979,0.13946,1.95725,0.46604,86.8,-0.0851483,-0.00134,9.795,9.8675,10.3125,10.75,11.62,8.895,9.3225,9.8825,10.4775,11.5,9.44,9.73,10.065,10.6575,11.5825,9.495,9.8225,10.145,10.68,11.64,-11.941185,-16.19403,-17.7346125,-10.2517125,-9.8212425,-25.213125,-31.59468,99,0.676,98.8925,297.695,313.835,-18.315
1,4.25,0.24325,388.756303,0.740348,-0.914104,-1.476,7.09253,0.03949,-30.064,9.8172975,0.20062125,1.73475,0.12425,0.1680725,0.408656,0.339116,4.6415,0.545,68.075,99.295,8.102,8.42,8.91,9.555,10.52,-18.5305,-57.823,0,0,0,0,0,254.1455,318.867,0.676,-0.251055,417.785678,2.5708475,-0.56256575,7.43160625,0.0561225,-2.63525,6.796938,0.18424375,0.25023,0.030265,0.0405975,0.1485715,0.1408945,1.9015,0.4674775,86.8,-0.102977,-0.0017207325,9.7725,9.85,10.2925,10.7525,11.62,8.875,9.255,9.8525,10.455,11.505,9.435,9.73,10.04,10.6525,11.5825,9.445,9.7925,10.1025,10.65,11.635,-11.924205,-16.32891,-17.8608375,-10.4072275,-9.8884825,-25.3911,-31.9013,98.9925,0.676,98.88,296.6,312.9,-18.335
1,4.75,0.1356355,390.153516,0.732073,-1.172215,-1.138,7.114429,0.035342,-31.06029275,9.89325,0.192354,1.717,0.125,0.164317,0.397492,0.3283805,4.567,0.553,67.645,99.2625,8.06575,8.37425,8.876,9.5365,10.516,-18.47725,-57.841,0,0,0,0,0,252.314,317.5215,0.676,-0.1855475,417.262439,2.56135125,-0.61293,7.6466725,0.055005,-2.85432,6.6751045,0.1690555,0.241955,0.03050225,0.04012825,0.148045,0.14332375,1.77175,0.460315,86.75,-0.107493,-0.003074,9.7375,9.82,10.265,10.75,11.62,8.805,9.1925,9.79,10.4375,11.495,9.3575,9.7,10.0025,10.65,11.5825,9.375,9.745,10.0625,10.6225,11.635,-12.157695,-16.527015,-18.07542,-10.5381875,-9.9725325,-25.3093,-32.09674,99.02,0.676,98.9075,297.6,311.82,-17.92
