DOY2,HR2,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,SC,H,LE,SH,SLE,PA,RH_1_2_1,RH_1_1_1,RH_1_3_1,T_SONIC,T_SONIC_SIGMA,TA_1_2_1,TA_1_1_1,TA_1_3_1,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,TS_1_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS,CH4,FCH4
1,0.25,416.3015,3.76516867143349,2.041475,9.44163,0.219635202126994,0.1892825,-0.32655825,21.434425,0.2092965,0.32453375,102.5385,66.464025,95.3608846666666,95.4569151666667,14.74515,0.2845395,12.0748,12.6015028333333,12.4421818333334,2.75207061098342,346.986353333333,371.677955,0,0,13.3275933333334,12.62497425,-0.006847635,0.851842,0.3028245,0.6837335,0.36972875,2.786485,2025.77,0.3306315
1,0.75,414.00925,3.67390296246351,1.84152,9.30536,0.170207288446715,0.14929875,-1.63466,18.795825,0.3342025,0.2716455,102.5255,66.759875,95.6964491666667,95.7490043333333,14.659925,0.25231675,12.15545,12.4192366666667,12.346469,2.82784312493832,349.241748333333,372.415915,0,0,13.342796,12.6875214166667,-0.007594595,0.8609075,0.299383,0.66565575,0.36910225,2.821825,2028.615,0.5158655
1,1.25,415.86425,3.59056436549175,1.915275,9.300325,0.175131788072547,0.164556,-1.0722635,16.772,0.328161,0.401881,102.51025,67.5235,95.7186848333334,95.8806755,14.582725,0.293292,12.080425,12.418257,12.2482468333334,2.74285421250215,349.598553333333,372.61681,0,0,13.3624503333333,12.7372086666667,-0.0086383275,0.88392225,0.31016625,0.73025325,0.35950625,2.7476525,2036.26,0.993909
1,1.75,417.74275,4.29659957566537,2.2880775,9.74039,0.178893558240423,0.15175975,-0.62665425,19.523525,0.0536568,0.258061,102.53025,67.433275,95.9439136666666,95.8514685,14.5507,0.309623,12.066775,12.454032,12.1715765,2.64458208488595,348.421436666667,372.3132,0,0,13.3836358333333,12.7801255,-0.009530075,0.87496825,0.32448425,0.708454,0.3738255,2.8052475,2040.36,0.205176
1,2.25,415.01,4.68807381267633,2.03525,9.288545,0.218926376012777,0.106496,-1.79661,19.10455,0.060029975,0.2662235,102.519,66.875825,96.0870136666666,96.0390736666666,14.1896,0.33122,11.8201,12.2007848333334,12.1297321666667,2.46046647358474,348.782616666667,372.300146666666,0,0,13.3977063333333,12.8133444166667,-0.0122049,0.913943,0.318056,0.713049,0.352505,2.83058,2040.1125,0.9473245
1,2.75,417.77375,4.682129110224,2.0281675,9.2481975,0.212038303641545,0.11265525,-0.632623,20.47105,0.22509225,0.51886625,102.525,67.200925,95.8621995,96.2279943333333,14.186875,0.279475,11.7308,12.038265,11.8842838333333,2.51512887310251,347.713723333334,371.07546,0,0,13.3939118333333,12.8274901666667,-0.0134807,0.798116,0.289931,0.66437425,0.34634525,2.6883975,2050.8825,1.9967175
1,3.25,418.777,4.3547847065659,2.47228,9.0183725,0.22645970120182,0.07853115,-1.553655,22.7627,0.178555,0.279766,102.51775,69.3943,96.0326673333333,95.9764091666667,14.35035,0.2621505,11.90385,12.0093238333333,11.7875679166667,2.36199443435296,345.408540833333,371.363535,0,0,13.3796838333333,12.8383736666667,-0.01359625,0.866823,0.31271,0.69662075,0.359601,2.65876,2052.6,1.84055
1,3.75,416.87125,3.59293126618353,2.7017675,9.658605,0.216580462551386,0.099827,-1.203245,22.5586,0.16017225,0.46944575,102.5325,69.25515,95.9218939166667,96.29332875,14.153925,0.302374,11.66105,12.0050558333333,11.8691514166667,2.24068077893661,346.314033333333,370.316575,0,0,13.3390073333333,12.8409555,-0.018,0.900958,0.3038325,0.724178,0.38202225,2.78168,2048.805,0.434312
1,4.25,417.3095,4.02280288721244,1.94889,8.829985,0.221246193710891,0.17577775,-0.54485225,24.460725,0.0163421,0.4282145,102.514,68.133775,96.2219329166666,96.2852444166667,14.19695,0.2966625,11.71965,12.0637930833333,11.8719628333333,2.25109958597044,346.632986666667,370.429878333333,0,0,13.2712508333334,12.8433081666666,-0.021072825,0.90869525,0.311648,0.743395,0.37588575,2.744165,2056.66,1.4033
1,4.75,420.101,3.398833457023,1.78529,8.75293,0.183538100095123,0.08644375,0.3854497,21.28615,0.188752,0.0491228,102.542,67.277625,95.6245550833333,95.8694976666667,14.0092,0.3001055,11.6606,12.2724369166667,11.7569878333333,2.31228214174009,347.930778333333,369.830881666667,0,0,13.1624680833333,12.70841725,-0.01592695,0.893257,0.311533,0.7746985,0.36969,2.626305,2055.85,0.736503
