DOY2,HR2,USTAR,TA_1_1_1,WS,NEE,FC,SC,H,LE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,FCH4,SH,SLE,SCH4,T_SONIC,CH4
1,0.25,0.202229,15.038666665,1.236665,1.338,1.21525,-0.6435349305,-34.0947,0.292081,-15.8735,17.62725,17.27175,81.776,101.6,374.8275,1.791070502,-76.524,-2.7076583335,1.33985,321.174999975,387.11,11.36095,-0.2363755,-11.093994,-5.46131,-9.786693506,-4.04744775,20.263,1971.702221
1,0.75,0.2035,14.8063333325,1.28148,1.218,1.2901225,-0.68616125,-33.843275,-0.42025,-15.548,17.6169999975,17.22175,82.17166667,101.58295015,374.015,1.83,-76.72325,-2.76091666675,1.3673083335,320.37,385.9975,11.1094,-0.241105,-21.22614825,-5.74704,-9.52426,-3.21,19.532,1976.6775
1,1.25,0.199,14.797,1.29577452,1.107,1.040295,-0.519,-34.6263,-0.315,-15.89875,17.63175,17.225333335,82.225,101.5685743,374.005,1.754800092,-73.45875,-2.775158333,1.369,317.1466667,384.095,10.8985,-0.26738225,-13.625,-4.9723475,-9.37915,-11.2,19.9195,1988.399136
1,1.75,0.193031375,14.6097499975,1.26,1.2355,1.007465,-0.3297245,-35.12875,-0.826,-16.7315,17.6796666675,17.2538333325,83.321,101.5753211,374.52,1.725,-73.645,-2.7635916665,1.3324666665,316.77333335,384.9933333,10.609125,-0.2683705,-10.2575,-3.72467,-10.28016588,-8.83,19.639,1961.5925
1,2.25,0.199,14.461,1.29336,1.0795,0.99425,-0.4715,-32.61425,-0.2285,-16.83175,17.7028333325,17.2411666675,83.011,101.535426825,376.3075,1.38,-73.455,-2.58119999975,1.26875,317.445,383.020833325,10.732,-0.25434025,-13.9,-6.0064419355,-8.385135,-2.58,18.938,1946.95
1,2.75,0.20706117475,14.266,1.2829333785,0.8825,0.940385,-0.45725,-32.20075,-0.775,-16.87075,17.74175,17.24033333,83.3932500025,101.51,375.515,1.5525,-75.113,-2.5411083335,1.2715666665,317.3875,382.697500025,10.48595,-0.273904,-9.47,-6.0029575,-8.14602,-7.93526025,18.916,1990.51
1,3.25,0.1895,14.06733333,1.272,1.06675,0.981,-0.252,-32.445,-0.96075,-16.8205,17.724,17.2564999975,84.622,101.50716645,376.045,1.46,-74.981,-2.56743333325,1.221,317.075,381.413333325,10.026,-0.272129,-29.31107675,-5.189885,-12.25443456,-1.305,18.8395,2048.8225
1,3.75,0.19,14.01433333,1.2,1.0185,0.676,-0.792,-33.287,-1.08,-16.545,17.791333335,17.256,84.67,101.5,376.095,1.4,-73.034,-2.4467166665,1.1757333335,320.035,380.8425,9.747785,-0.247608,-25.1,-6.47504,-14.47442745,-1.161449,18.5975,1919.87
1,4.25,0.1985,13.90433333,1.29654,1.02,1.14,-0.5325,-30.6605,-1.02525,-16.602,17.787916665,17.2173333325,84.586,101.5,375.97,1.365,-71.956,-2.3178833335,1.2215,322.656666675,380.858333325,9.60408,-0.25139889375,-15.408808,-5.35438,-8.939747227,-8.67,18.7625,1913.91
1,4.75,0.18561725,13.824,1.226421597,1.45225,1.259,-0.552,-31.77035,-0.847137,-15.93525,17.825,17.199166665,85.2645,101.54918045,376.1675,1.25,-72.361,-2.2168333335,1.23505,322.11,379.4833333,9.41217,-0.2856395,-14.075,-5.043305,-8.625758717,-4.43,18.086,1921.285
1,5.25,0.192,13.61,1.31,1.3175,1.38,-0.49825,-32.5732,-1.35875,-16.56775,17.8045,17.2015,85.42666667,101.55925,376.105,1.12,-71.83875,-2.31645,1.15525,321.73,378.045833325,9.26259,-0.306565,-22.3299875,-4.65191454525,-7.71164,-4.115,18.3025,1932.165
1,5.75,0.192,13.464,1.331541901,1.089,0.8975,-0.429556,-32.7409,-2.557,-17.03875,17.739666665,17.1624166675,85.371166665,101.5665,376.24,1.1127575,-71.306,-2.40615,1.164,322.80333335,377.43,9.026,-0.250883,-18.25,-5.3784175,-9.47124,-7.35,17.9315,1960.845
1,6.25,0.1892201095,13.44166667,1.27975,1.119,1.031885,-0.362994,-33.1605,-2.4975,-16.887,17.703333335,17.1757500025,86.2036666675,101.5815,376.76,1.07,-68.21,-2.17285,1.1345666665,322.345,377.4,8.9225,-0.2930386355,-33.3860195,-4.278485,-6.77146,-5.885,17.993,2000.7475
1,6.75,0.1954915,13.4485,1.302,0.8605,0.895,-0.49725,-33.33275,-0.844135,-18.181,17.724,17.13625,86.216,101.6,377.72,0.925,-70.1,-2.05515,1.1887333335,319.16333335,376.49,9.0315,-0.26048175,-25.7,-7.805785,-4.81168,-7.69,18.0165,1958.79
1,7.25,0.2229545,13.3805,1.336,0.95125,0.38325,-1.043,-29.067,-0.8655,-18.245,17.717666665,17.1268333325,85.774,101.6,377.7275,0.95,-65.221,2.0571166665,1.9885,322.1083333,375.5666667,9.58116,-0.31851125,-15.125,-5.304765,1.48405,-5.75,18.1555,1974.465
1,7.75,0.2578155,13.388833335,1.37905,0.147,-0.9185,-1.65389,-17.173,5.196,-17.032,17.69516667,17.0917499975,83.48075,101.6225,378.5475,1.12,-28.233,41.81,8.4627166665,321.3933333,376.74,9.975875,-0.387816,-20.525,-1.271065,3.59796,-5.42,18.859,1946.565
1,8.25,0.30715975,13.696166665,1.36,-2.272,-3.55827,-1.888143978,-0.1405915,15.518,-14.871,17.597,17.0388333325,78.7575,101.64,378.365,1.925,36.792,125.27,21.03275,321.905000025,381.645000025,10.561,-0.5263475,-21.2,3.04549,2.7823,-5.46,19.5735,1926.86
1,8.75,0.3422397235,14.318,1.4068672095,-6.332,-5.9395,-2.55953,13.907,30.38875,-11.93975,17.389,16.9480000025,72.564,101.676354275,376.6,2.8,108.55,207.07666665,32.863,324.6933333,388.02,10.7375,-0.531395,-30.66684675,6.182345,-0.8318083185,-9.22,20.44975,1925.6825
1,9.25,0.395,15.6665,1.459599655,-9.254,-9.28525,-3.26,38.276,46.571,-10.401,17.012666665,16.885333335,67.591,101.6832709,375.355,4.105,177.875,273.77,40.206,326.065,396.54,11.231,-0.58163075,-22.575,9.57124,-5.48035,-6.8975,21.077,1928.2339225
1,9.75,0.427,16.6060000025,1.57825,-11.45425,-11.8772,-2.72403065975,62.051,61.211,-6.136,16.72725,16.8240833325,62.98175,101.699,371.44,5.38,256.8475,370.275,53.1692500025,330.3766667,404.469999975,11.753,-0.650323,-19.15,3.054205,-6.41381,-9.6175,22.0565,1912.39
1,10.25,0.491786,17.8785,1.68562023825,-13.61225,-13.049775,-1.986,88.8995,78.506,-1.18,16.5065,16.7332500025,59.0312500025,101.68485245,369.75,6.725,335.995,451.389999975,61.00133333,337.877500025,409.54,11.861,-0.6855865,-25.608883,0.4964275,-9.9619883275,-10.8,22.9155,1915.02
1,10.75,0.50006626175,18.92475,1.8245,-14.293,-14.1675,-1.3774325,95.372,90.861325,1.9795,16.12125,16.60916667,56.1335,101.6715266,369.5525,7.8,333.735,456.545,58.935,340.09,415.395,11.8725,-0.699021,-27.15,1.67934,-8.93523,-4.715,23.907,1917.2675
1,11.25,0.49947,19.90075,1.8657725,-14.673,-15.2315,-0.8632715,110.42125,102.8775,3.6615,15.941666665,16.453833335,52.949,101.62,367.8125,8.8125,366.65,495.24,62.4168333325,344.51,421.46,12.034,-0.70090275,-35.45,0.10291775,-6.76084,-4.4325,24.471,1915.2
1,11.75,0.5205975,20.699,1.8538175,-14.65,-15.7725,-0.69725,115.48,102.13,6.4285,15.6012500025,16.35025,51.14875,101.591,367.145,9.4,382.005,521.42275,67.0055,348.635,423.98333335,12.455,-0.72866075,-29.3,-1.1026975,-6.08713410525,-2.6775,25.0335,1921.5025
1,12.25,0.524825,21.13,1.829865,-15.308,-16.352,-0.516,119.805,105.3175,8.984,15.09225,16.268333335,50.5108333325,101.51937805,367.045,9.695,365.09,493.9266667,68.5945,347.39333335,423.625,12.4863,-0.7920975,-36.35,-0.965382,-7.5824,-2.18,25.565,1924.4325
