DOY2,HR2,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,SC,G_1_1_1,G_2_1_1,G_3_1_1,H,LE,SH,SLE,PA_1_1_1,PA_1_2_2,RH_1_2_2,RH_1_1_1,RH_1_3_1,T_SONIC,T_SONIC_SIGMA,TA_1_2_2,TA_1_1_1,TA_1_3_1,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,TS_1_1_1,TS_2_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,399.775,0.962517181463613,-0.00151667,3.2170625,0.0449475139451008,-0.2153035,-34.8561146666667,-23.3773994166666,-30.2586200833333,-31.341075,-1.129185,-1.27718,-0.6433815,101.8095,102.854235,43.033575,80.5967929166666,87.1895883333333,4.35924,0.1270765,2.0912225,1.91415685,1.2939472125,0.225070535349262,276.455670833333,315.32701,-59.499085,0,0,0,0,11.2697286666667,9.61436723333333,9.68018068965517,-0.09136045,0.20907575,0.045451225,0.2168995,0.0430581,0.26858875
1,0.75,400.173,0.97358342952569,0.144814,3.158935,0.0493990433541836,-0.24935525,-35.41414175,-23.7316995833333,-30.5176744166667,-25.1405,-1.782945,-1.18959,-0.62008525,101.807,102.8266,41.5657,80.5185610833333,87.1083148333333,4.33765,0.117462,1.69343,1.72350195,1.433979675,0.213579533459851,269.030324166667,315.014214166666,-61.9091546666667,0,0,0,0,11.2595763333333,9.52497453333333,9.6564405,-0.0827997,0.203268,0.051414,0.199181,0.0447531,0.252433
1,1.25,399.2425,0.929878047414797,-0.0740998,3.20682,0.048383265350793,-0.343196,-35.7316810833333,-23.74627175,-30.7175496666667,-27.5399,-0.760424,-1.30054,-0.916723,101.787,102.820041666667,43.1638,80.5630988333333,87.9397355,4.36777,0.120408,2.13356,1.79937170833333,1.54831827916666,0.206935535774096,275.481531666667,315.1053825,-61.5794836666666,0,0,0,0,11.243792,9.43919133333333,9.54696336666667,-0.0862867,0.213599,0.0454504,0.203204,0.0440013,0.320719
1,1.75,397.8905,1.00542203819361,-0.001383125,3.07714,0.0541117683998081,-0.323259,-36.0362229166667,-24.0314564166667,-30.727291,-26.2614,-0.778763,-0.970725,-0.837412,101.773,102.834421666667,42.45515,78.697432,87.7285720833333,4.40797,0.129731,1.97684,2.06425551666667,1.6057403,0.192460290879847,276.1564575,314.322415,-54.822019,0,0,0,0,11.2191203333333,9.33065126666667,9.45385526666667,-0.078434,0.216051,0.0600594,0.214678,0.0503296,0.299201
1,2.25,398.8305,1.06052057839549,0.01379805,3.0858325,0.0576706334877911,-0.2791175,-35.7232906666667,-24.2633844166667,-30.8982733333333,-27.2519,-1.3311625,-1.23036,-0.829691,101.766,102.831628333333,43.25095,80.7595120833333,85.9147096666667,4.45467,0.147047,1.89785,2.08783173333334,1.16039692666667,0.189855600836372,280.499711666666,314.366745,-54.6402755,0,0,0,0,11.219122,9.2344048,9.38555866666667,-0.0790463,0.208232,0.0476925,0.213389,0.0441363,0.285324
1,2.75,400.70625,1.24414716348809,0.11695,3.0473925,0.0526893471211297,-0.17637,-34.9412658333333,-24.3187808333333,-30.90142125,-28.2047,-0.46217,-1.38251,-1.08865,101.753,102.820473333333,42.2404,81.3347038333333,87.5328150833333,4.3122625,0.14433925,1.64495,1.86656468333334,1.29568522666667,0.219859059984313,278.705723333333,315.357774166667,-54.1971033333333,0,0,0,0,11.2297186666667,9.18453966666667,9.3190279,-0.082944125,0.2127045,0.054608375,0.2222695,0.052812325,0.32878375
1,3.25,398.5915,1.15396200831651,-0.074429975,3.08652,0.0532394216171408,-0.23620675,-35.1144855833333,-24.0837058333333,-31.15130025,-29.934925,-1.6454775,-1.07772,-0.847245,101.74325,102.814625,42.794475,80.0560865833334,89.08838725,4.0929475,0.13998775,1.720605,1.73151219166667,1.21498154833333,0.218480515991937,279.350278333333,314.906485833333,-56.4579838333334,0,0,0,0,11.2397976666667,9.11333693333333,9.24564026666667,-0.07749875,0.20824725,0.05152345,0.1981915,0.056729225,0.30452775
1,3.75,399.9035,1.11112086645522,-0.09340695,2.89137,0.0502867597555366,-0.2440495,-35.52297425,-24.2846488333333,-31.5437194166666,-29.8246,-0.660584,-1.2056125,-0.826221,101.761,102.807338333333,42.5712,79.2559508333333,88.5426295,3.6735775,0.138935,1.27499,1.503507525,0.63154943,0.210310146547362,279.375575,313.48414,-54.5727756666667,0,0,0,0,11.2492916666667,9.03017946666667,9.1690989,-0.074368825,0.210699,0.0538542,0.1948145,0.050037175,0.30964925
1,4.25,401.3325,0.98177845648668,-0.263704,3.015325,0.0623659808210592,-0.08005025,-35.79295525,-24.2076450833333,-31.1120614166667,-30.341975,-1.08759,-1.267175,-0.90129875,101.759,102.811646666667,43.554225,81.2461759166667,87.7243055833333,3.4189525,0.144076,0.952279,1.09104970666667,0.861304735833332,0.197171877284056,276.7587475,313.034514166667,-54.8596498333333,0,0,0,0,11.2550246666667,8.9536326,9.0952639,-0.098938225,0.2183725,0.0551556,0.2215445,0.05731665,0.276883
1,4.75,399.216,1.06206688898686,-0.0174305,2.772855,0.0535156754725497,-0.1715375,-36.2474011666667,-24.39506975,-30.936026,-25.570225,-1.16774,-1.27601,-1.10705,101.81775,102.8177,41.9835,79.213121,86.1052911666667,3.3739525,0.13743775,1.02373175,0.954528595,0.650275945833334,0.215348004758138,277.691144166667,312.649091666667,-51.6086243333334,0,0,0,0,11.2623953333333,8.89406376666667,9.0372279,-0.0794423,0.22832675,0.0608746,0.22952075,0.05805485,0.28591075
