DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,G_2_1_1,TS_2_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,PPFD_DIF_1_1_1,T_SONIC_1_2_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1,CO2_1_2_1,H2O_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,LW_IN_1_2_1,LW_OUT_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,PPFD_IN_1_1_2,TA_1_1_2,RH_1_1_2,WS_1_1_2,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_2_1_1,CO2_2_1_1,H2O_2_1_1,LW_BC_IN_1_1_1,LW_BC_OUT_1_1_1,PPFD_BC_IN_1_1_1,TA_2_1_1,G_2_1_2,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1,T_SONIC_SIGMA_2_1_1,WS_1_2_1,WS_2_1_1
1,0.5,1.1768,13.61,7.7711,3.565875,38.249245,20.406625,11.350455,8.073685,100,100.14025,439.17715,5.056,2.2275,1.42375625,0.322274975,2.33375,377.9205,382.493275,14.784425,1.434765,14.6801625,12.8598325,13.1986325,99.864305,99.69754,469.83015,14.31016,0.415511400000001,2.58971275,364.2275,371.5917,2.33452225,2.094545,1.25003775,0.309864199999999,15.16715,0.6845408,0.921977675000001,6.74609399999999,98.476655,7.43692775,2.863205,3.02182,1.5508425,12.531545,455.76745,13.1057125,366.007125,361.53625,0.82796945,11.686585,11.9348,0.78556145,0.998667924999999,0.3792328,0.560540325,5.02788624999999,1.2844395
1,1.5,1.3178,13.5198,7.4885,3.4986,31.5209925,21.238,11.2939,8.0246,100,100.0995,438.715,5.0245,1.26174999999998,1.4243165,0.374899999999999,2.2696,379.89015,381.77785,14.69655,1.4346075,14.582325,12.8763,13.1845225,99.67814,99.73237,469.58025,13.70888,0.3549536,2.6497155,353.507925,371.011775,2.243455,2.31423375,1.36999125,0.256613375,14.556325,0.731208375,1.1355938,5.297455,97.94461,7.65075875,2.512805,2.65048,1.5627375,11.960875,456.0631,13.090815,363.04025,360.2591,1.005095275,11.4431825,10.03673675,0.87663925,0.95354675,0.367114875,0.54800325,5.24576575,1.30509875
1,2.5,1.214069,13.0564,7.5742,3.404375,30.740535,23.45065,11.45565,8.002,100,100.08475,438.963875,4.789,0.939000000000002,1.4270125,0.31,2.41885,377.7355,381.73745,14.775475,1.433225,15.38004,13.0479275,13.36669,99.6128575,99.3517875,465.1272,13.5568,0.167283075,2.57191925,359.41575,370.635025,2.203788,2.2069345,1.285761,0.273956,14.7209575,0.552920075,0.965940975000001,4.550736,97.89977,7.272106,2.2588905,2.6168785,1.454942,11.990135,456.27125,12.96765,357.82555,357.512775,1.14270675,11.5393775,10.11652875,0.814401724999999,0.9252727,0.358121725,0.54938,5.24566725,1.3028865
1,3.5,1.18385,13.1,7.34115,3.116921,42.1018999999999,22.1302,11.385,8.03,100,100.094275,439.8275,4.68775,1.21930000000001,1.414615,0.29,2.297314,375.0855,381.11445,14.5188,1.43266875,15.342175,12.88529,13.17965,99.727535,99.21904,465.3292,13.55982,0.3300523,2.58581075,362.354,370.62825,2.067433,2.0890825,1.245226,0.26725155,14.517325,0.80278815,0.889407550000001,4.595224,97.77718,7.29789975,2.34299775,2.86655775,1.38956225,12.1295525,457.033775,12.773905,354.151375,355.4914,0.802092775,10.9061275,10.0385272499999,0.742853375,0.853616625,0.31768865,0.531574275,5.134484,1.2661405
1,4.5,1.13166,12.81725,7.62059999999999,2.7184015,35.611625,16.5872,11.3643,7.91834,100,100.106925,439.47755,4.4175,2.1944,1.41506425,0.37045,2.2501815,372.5706,375.811,14.1984,1.4326735,14.63084,12.77,13.05715,99.67844,99.08426,465.7138,13.38302,0.281243425,2.49288175,355.17435,369.548125,1.946038,2.068116,1.178586,0.259963,14.536675,0.9848275,0.875549350000001,4.665301,97.295845,7.1814425,2.300735,2.87975,1.41865,11.6029475,457.419525,12.5407325,353.682,355.257,0.990207849999999,10.8266225,10.0686364999999,0.764800975,0.8811814,0.3246031,0.522424474999999,4.963604,1.2236525
1,5.5,1.1437,12.981125,7.41565,3.16392399999999,32.202,18.5404625,10.1255499999999,7.8507,100,100.104025,439.594,4.143,2.0489,1.41777,0.3593,2.174325,374.681,377.42225,14.555325,1.43206425,14.7767075,12.7153375,13.0952375,99.70796,98.06952,465.3462,12.9697025,0.39297095,2.60920875,357.15285,366.9324,1.950592,2.004146,1.179872,0.2915896,13.85515,0.996440349999999,0.699073825000001,5.092858,99.2883575,7.19031225,2.14869,2.6865225,1.3123725,12.2669125,456.80835,12.4423975,353.740575,354.339625,1.559346,11.003234,9.16351124999996,0.79322875,1.03625875,0.36373475,0.539155,4.95729025,1.22385875
1,6.5,1.0655,13.026875,7.0816,2.978275,56.6218499999997,21.3262000000001,8.96354999999998,7.78,100,100.1333,439.64375,3.68975,3.07434999999999,1.41983925,0.3401,2.281,374.84475,377.485,14.66615,1.43182825,14.3489925,12.7257525,13.1326275,99.70494,97.652675,465.4284,12.80638,0.27969505,2.7855905,359.7626,367.17185,2.0449325,2.09743,1.276345,0.388144375,13.371725,0.7771455,0.624259575000001,4.960421,97.73864,7.29853375,2.1325275,2.5292175,1.42112,12.3699125,457.824625,12.6212725,356.0267,355.12755,0.982280349999998,11.11107475,8.23143649999999,0.7753495,0.999588125,0.37406725,0.55924475,5.17401575,1.25702875
1,7.5,1.15215,12.866,7.411875,3.0164,37.181325,17.4168,8.9429,7.81105,100,100.1421,439.51075,3.528,2.04899999999998,1.427048,0.635099999999999,2.245667,373.84455,376.2005,14.3159,1.437834,13.7030925,11.632365,12.055805,99.8015425,98.456925,465.548825,12.8207675,0.459296050000001,2.70274575,355.2497,365.6155,2.0614975,2.1848125,1.27548875,0.325544125,13.271685,0.7062474,0.60676165,4.321963,97.752105,6.98897599999999,2.040186,2.4032165,1.4130215,12.440125,457.78995,12.7327625,358.3389,355.021,0.93127465,10.82201,8.88533224999998,0.73478375,0.86422075,0.3375034,0.4973881,4.94640925,1.1685705
1,8.5,1.078258,12.5121,7.19399725,3.1596,50.053,14.82738,8.87247049999998,7.85271,100,100.1795,439.931775,3.272,31.1369999999999,126.5,82.9202,19.07235,373.3466,375.20905,14.3677,79.5931,13.19275,11.254005,11.69528,99.79339,98.9324125,465.565,12.8809,45.5058575,12.00485,359.8775,364.5888,2.04535175,1.8896355,1.1197905,0.334958824999999,13.40733,0.6708736,62.42455,4.718605,97.87237,7.19189425,2.1476035,2.4704295,1.381815,12.16625,457.947825,12.43579,360.97755,356.85235,9.66216475,10.5551375,10.16704475,0.730885,0.912901125,0.355592875,0.56844495,4.977976,1.16319
1,9.5,1.14942,12.647625,7.05345,4.19830000000001,105.4821,20.44632,8.7810475,7.78975,100,100.1995,440.4345,3.57599999999999,169.3925,480.7065,261.0645,41.003425,372.7361,377.115,14.533825,272.1719,12.7204825,11.159325,11.51779,99.6638,99.38077,464.639275,13.2407625,221.561225,34.4478125,361.24435,364.34,2.230081,2.308742,1.278676,0.330827325,12.90963,0.510885125,338.408125,5.87241424999999,95.7383675,7.15845675,2.1890425,2.22288,1.3721935,11.55136,458.627,12.896945,360.41505,359.036025,47.19648,10.62725,13.0097,0.7711288,0.8455765,0.3327996,0.52781575,5.11234525,1.242007
1,10.5,1.156404,13.235,7.2848,4.431125,200.74565,44.4368375000001,10.71982825,7.77674999999999,100,100.2735,440.4311,3.99625,289.9174,855.03735,418.9411,59.6251,373.2286,380.293225,14.7525399999999,396.5243,13.5168,11.61782,11.885395,99.595185,99.0497325,465.3265,13.268055,394.3173,53.55472,361.2704,367.4934,2.22446525,2.17269525,1.30780725,0.4791715,14.363025,0.535981625,675.837375,6.4874455,93.879505,6.93491025,2.50405075,2.3087105,1.3836725,12.80895,459.881375,13.65156,363.7723,366.284,102.53525,11.2099625,15.974075,0.786105375,0.882830375,0.334336875,0.545132625,4.922905,1.2455925
1,11.5,1.2573,13.55835,7.38049999999999,5.38938525,247.517875,51.4145,12.41045,7.6985285,100,100.256,438.698625,5.01625,389.45995,1078.81,540.91825,79.4168,375.106725,383.51365,14.173585,528.49525,15.309165,12.769765,13.1923525,99.6104875,98.6192,464.2414,13.434985,528.2364,72.20717,361.9632,368.972,2.14401,2.11752,1.372058,0.4699933,15.746285,0.783824375,951.222475,6.8836615,92.57992,7.826374,2.54297025,2.5942685,1.5882265,13.420315,458.4852,13.4493125,364.8234,369.16975,232.0715,11.818045,18.16011,0.82250135,0.9606932,0.36575195,0.4884264,5.5348545,1.3875795
1,12.5,1.25435,13.63525,7.2656,5.8296225,307.681,72.748725,14.05225,7.865575,99.893825,100.2613,438.0131,6.14,422.06455,1205.038,596.067875,91.6993125,376.60965,382.935,14.2169375,578.48975,15.218825,13.230835,13.49781,99.6766,99.2072625,463.11015,13.625625,592.8101,87.334585,361.573425,373.9566,2.18476725,2.3998435,1.34646275,0.5248486,15.6367925,0.5951401,1099.54575,8.2733065,91.14123,7.38706,2.9665385,2.5921525,1.6369475,14.320475,456.40065,13.536025,367.021,375.47835,372.9218,12.93,22.081095,0.89922425,1.10486875,0.38011925,0.63274375,5.23330625,1.32954875
