DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_4_1,CH4_1_6_1
1,0.25,2.89375368755463,-4.88600373132578,0.115951651759804,0.575710673633236,0.119954448678642,1.1592180093274,2.1987064401954,-0.0973838072665627,0.497472528129027,-17.2208888063183,-3.06378906126865,0.924387038516308,2.07,0.54,0.25,-4.4779,-4.799,-4.3912,-4.7068,-4.65205,-4.0093,-8.0591,97.37142,69.7,1.05075,-3.25,-3.5,-3.9,-3.24,-3.15,0.2,-2.63,0.8,-0.93,0.15,244.3,295.6,287.2,296.7,-0.17,0.05,0.11,-0.01,-0.01,-0.17,-0.15,0.04,0.21,-0.07,-0.149,0.301,1.439,1.828,2.492,2.541,3.038,3.668,-0.225,0.011,1.441,1.9415,2.606,0.799,1.691,2.2445,2.802,2.662,3.6285,0.086,0.78,2.351,2.8255,3.0415,2.685,4.183,-0.145,0.28,1.586,2.47,3.008,3.527,3.731,4.381,-4.275,-5.387,-3.437,-50.64,3.14826363967993,3.18059082896825,3.12000006,3.96066108291576,3.51245626545437,3.98404914752614,3.15533345591171,3.41330892700745,3.54773027776437,4.22800322502911,3.56538521703709,3.60885024411529,3.61045914309431,422.653299996109,422.577081700026,423.98084555055,421.38047360015,420.832624718659,421.270820031461,420.589917408822,421.972886743932,422.313320359282,422.31571084193,422.207213508166,427.358253258648,425.033828131067,2026.54318150325,2021.99196322545,2017.7902363245
1,0.75,3.04008408261785,-4.88824197121943,0.114273630767853,0.437291276093303,0.0833407117954909,1.99386029769927,2.00974152087265,-0.175240830207039,0.516780510024635,-19.9545998994512,-2.74360070721116,0.911114134921709,2.15,0.53,0.23,-4.459,-4.838,-4.5199,-4.8929,-4.89095,-4.0098,-8.40435,97.36203,70.15,1.0963,-3.49,-3.52,-3.65,-3.38,-3.3,0.2,-2.77,0.8,-0.94,0.17,238.6,295.3,284.5,295.5,-0.18,0.05,0.11,-0.01,-0.01,-0.17,-0.15,0.04,0.22,-0.07,-0.158,0.292,1.4405,1.827,2.4915,2.542,3.037,3.6665,-0.231,0.013,1.418,1.938,2.6045,0.79,1.687,2.2415,2.802,2.657,3.6295,0.086,0.769,2.349,2.84,3.036,2.682,4.179,-0.173,0.26,1.575,2.469,3.01,3.53,3.734,4.38,-4.172,-5.434,-3.503,-57.32,3.11893625700399,2.95864903477494,3.01927275280299,3.76224572759449,3.35224027906098,3.65290829920348,3.70854955287517,2.96406484373785,3.42000008,3.42571357536302,2.93871542258101,3.36342271558401,4.40781838059957,422.47761965909,421.6761401702,424.332217827523,421.73050705764,422.585022664763,422.081040541694,422.75229160897,424.291417261117,422.482889773493,421.968073361068,422.174924749768,427.116696842133,423.256112059564,2030.20258968062,2020.5948126554,2017.96685039094
1,1.25,3.00985158359296,-4.98757763324284,0.113646338818308,0.506510084812626,0.080385212404928,1.10983354740652,1.0658753290363,0.184502653324373,0.519901761633611,-21.7300320328611,-2.27590174211309,0.931617011005374,2.27,0.53,0.24,-4.55435,-4.9,-4.405,-4.964,-4.8133,-4.037,-8.36815,97.33831,70.055,1.0691,-3.72,-3.55,-3.71,-3.42,-3.16,0.2,-2.72,0.9,-0.96,0.15,243.7,294.2,286.7,294.5,-0.17,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.04,0.21,-0.07,-0.17,0.277,1.439,1.826,2.4915,2.541,3.008,3.6645,-0.223,0.013,1.4145,1.939,2.6035,0.788,1.682,2.242,2.801,2.652,3.631,0.08,0.76,2.341,2.832,3.0375,2.7045,4.179,-0.202,0.262,1.576,2.472,3.009,3.534,3.735,4.38,-4.031,-5.4195,-3.4685,-54.96,3.16467290384008,2.98426331805965,3.02115377069299,4.01660077602999,3.53851196328054,4.00600060998763,3.21092290253186,3.0291321236363,3.15143021678618,4.26450090856242,3.38504372777125,3.57746818993412,3.55036522716015,423.011185313521,422.485940012743,424.247951774143,420.953527308236,422.175648440377,420.837539308751,420.65877961893,422.094308966662,422.449382846706,420.807644928095,422.352732153878,426.700829619495,424.597924253758,2030.95387787447,2024.14775019776,2020.15735112451
1,1.75,2.9424119533188,-5.12280249164343,0.115693959708445,0.598365408314039,-0.394580621120722,1.02502439588089,1.37441406572093,-0.0945258508650891,0.502146578705318,-24.2812215277878,-2.48975355050275,0.880084250153213,2.14,0.56,0.205,-4.61895,-5.045,-4.5522,-5.0531,-4.9432,-4.1861,-8.6919,97.32825,69.95,1.04765,-3.78,-3.83,-3.85,-3.68,-3.26,0.2,-2.525,0.8,-0.9,0.14,249.2,294.55,286,294.7,-0.17,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.04,0.21,-0.07,-0.198,0.268,1.438,1.824,2.491,2.541,3.013,3.6625,-0.221,0.011,1.412,1.939,2.6025,0.79,1.68,2.242,2.8,2.6475,3.632,0.074,0.738,2.329,2.841,3.037,2.7025,4.177,-0.232,0.25,1.576,2.465,3.008,3.537,3.735,4.38,-4.1065,-5.385,-3.4305,-48.05,3.10402256402929,3.49050927803536,3.10635092286633,4.04012110764263,3.07666671229014,4.05078904790513,3.4185714968683,3.37886632833143,3.30000013,4.29401043857423,3.24947534265945,3.70831188843005,4.40553707739449,422.60037384855,421.681372160374,424.419151760778,419.878772526558,421.210389396835,419.776293789584,420.011213462403,423.566880838716,422.385373232647,421.708487664589,422.465697846235,427.98569166505,424.589630452418,2039.09924731222,2023.74326064631,2020.57934630702
1,2.25,2.73975516492647,-5.31800984240252,0.117806788605764,0.607825901604849,-0.197444758909037,0.708812359672935,1.36183754445283,0.838647718280788,0.466284396658348,-19.894951177359,-1.90907755098264,0.858325356004688,2.055,0.51,0.19,-4.8033,-4.999,-4.3757,-5.063,-4.9554,-4.38605,-9.0381,97.33615,70.82,0.97425,-3.52,-3.59,-3.91,-3.62,-3.27,0.2,-2.35,0.8,-0.86,0.16,252.3,295.5,284.3,294.8,-0.17,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.03,0.21,-0.07,-0.215,0.274,1.434,1.824,2.491,2.54,3.035,3.661,-0.219,0.01,1.416,1.939,2.6015,0.79,1.675,2.2415,2.799,2.6425,3.633,0.066,0.729,2.32,2.836,3.04,2.7,4.175,-0.259,0.235,1.576,2.46,3.007,3.553,3.735,4.38,-4.081,-5.304,-3.401,-51.1,3.06839356294685,2.92189111048299,2.96916786248824,3.99195703570524,3.35459094834884,4.1491077083568,3.25661017761036,2.95341024252578,3.02461536343639,4.21643508516203,3.13678572659779,3.70285854086154,3.46536379584052,422.309512317536,420.022164695517,424.003701494681,419.056094594811,422.095218897539,419.446213826497,420.668726114191,421.486081088598,422.628054495419,420.696047579972,422.313089219675,427.304016816965,425.938175366594,2019.88699287463,2023.90714067497,2021.5892886567
1,2.75,2.83177502650341,-5.55754557655407,0.119092166224832,0.635350149612773,-0.0321571014043334,1.23446094219911,2.0875936969258,0.635807152408998,0.482389246492335,-20.4056172584912,-3.29300902591223,0.881674960911015,2.145,0.51,0.215,-4.9748,-5.048,-4.466,-5.0898,-5.15,-4.275,-9.6479,97.29002,71.06,0.96815,-3.57,-3.73,-4,-3.46,-3.2,0.2,-2.6,0.8,-0.91,0.13,246.8,294.9,282.3,294.1,-0.17,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.03,0.21,-0.07,-0.224,0.276,1.431,1.823,2.491,2.539,3.009,3.659,-0.249,0.01,1.42,1.937,2.6005,0.787,1.665,2.241,2.798,2.6375,3.634,0.063,0.73,2.321,2.808,3.0355,2.668,4.17,-0.281,0.232,1.576,2.459,3.006,3.544,3.734,4.379,-4.178,-5.346,-3.4845,-53.6,3.00815642554285,2.921951496668,3.10290909344184,3.89632932888048,3.77436371191427,3.87234916217086,3.76298267762599,2.95699099767319,3.25333329229559,3.88925324908995,3.34052508560863,3.53313861328269,4.2537811979083,421.91892011026,419.597950947778,424.295149929499,418.845936075921,421.787760285575,418.992495973621,421.913412484643,419.642614745592,422.712812782844,419.713347421985,422.48067163082,426.270568634246,423.830116222964,2020.96286061178,2024.27279918012,2021.93702750036
1,3.25,2.98375179214471,-5.74101420974707,0.119917262299736,0.493530728376992,0.10851699185037,0.659657579778354,1.59893065986117,0.161437669974131,0.485804570053386,-20.4906662724981,-3.47770770457923,0.912860349128529,2.115,0.49,0.205,-5.1761,-5.172,-4.5635,-5.2909,-5.51285,-4.4988,-9.6933,97.28175,72.335,0.8862,-3.72,-3.94,-4.12,-3.57,-3.27,0.2,-2.545,0.8,-0.89,0.09,256.6,293.8,283.2,293.2,-0.18,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.03,0.21,-0.06,-0.214,0.2695,1.428,1.822,2.4905,2.54,3.0315,3.6575,-0.239,0.006,1.424,1.935,2.611,0.778,1.642,2.243,2.797,2.632,3.634,0.053,0.72,2.318,2.799,3.035,2.665,4.169,-0.302,0.229,1.575,2.453,3.006,3.548,3.735,4.375,-4.252,-5.4315,-3.492,-44.97,3.01898192036385,2.88981913441337,3.00000012,3.611036738962,3.72057743786234,3.67554169653938,3.78678673685978,2.95490797307176,3.32002052506305,3.78665594804857,3.17879031550981,3.39599365385477,3.4945863228234,421.231825896929,419.826593539541,424.355536255504,419.091794037633,422.306790998945,419.032182971741,422.129176247879,419.880608528691,422.70194364211,419.669243170977,422.964193593954,424.418468133259,426.574022006779,2024.89699407007,2023.75850302707,2021.64388016193
1,3.75,3.15725584306036,-5.96634059780979,0.121445902416405,0.555242207013316,-0.201204734804041,0.4977042784044,1.82354620754962,0.486037481767656,0.492743215711396,-24.27459041661,-2.46473098625941,0.932797963814497,2.295,0.52,0.225,-5.2741,-5.226,-4.5028,-5.39405,-5.6969,-4.4175,-10.36045,97.27025,72.27,0.8208,-3.96,-3.96,-4.12,-3.57,-3.41,0.2,-2.71,0.8,-0.9,0.11,252.7,293.45,281.8,293.2,-0.18,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.04,0.22,-0.07,-0.223,0.281,1.423,1.822,2.491,2.54,3.031,3.6585,-0.25,0.003,1.424,1.933,2.61,0.775,1.652,2.2425,2.796,2.627,3.632,0.047,0.73,2.312,2.796,3.035,2.692,4.1695,-0.319,0.232,1.572,2.454,3.011,3.552,3.735,4.374,-4.183,-5.422,-3.449,-51.905,3.10475748803502,2.84579290023924,3.10841893251947,3.50081255719595,3.70615404243436,3.00094677444709,3.84880527265365,2.94735781540882,3.11284555363861,3.72832580490544,3.14281365509453,3.19353989029223,4.12595750644103,421.637372679148,419.654498774408,424.392385647355,419.101885194961,421.881311228508,418.72948218291,422.911743588345,419.704134722727,423.524490869257,419.893862718688,423.952157622089,424.30490140198,426.280194863803,2025.61215698309,2016.8286407278,2019.7137894254
1,4.25,3.02323387738418,-6.23409672172187,0.10990324948512,0.52991459784242,-0.126961266198209,0.742808392499497,1.40783772093776,0.144921457363412,0.536429300998073,-20.4365165496093,-3.04871482629528,0.886648052225603,2.08,0.52,0.24,-5.0722,-5.451,-4.55,-5.7101,-5.7514,-4.5596,-10.0058,97.26556,72.79,0.7944,-3.81,-3.8,-4.11,-3.88,-3.37,0.2,-2.74,0.8,-0.89,0.09,249.9,293.55,280.5,292.7,-0.18,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.03,0.21,-0.07,-0.228,0.2805,1.4275,1.821,2.491,2.54,3.019,3.66,-0.267,-0.002,1.412,1.932,2.61,0.773,1.667,2.249,2.795,2.622,3.636,0.041,0.75,2.304,2.799,3.041,2.722,4.1675,-0.362,0.239,1.572,2.453,3.009,3.556,3.735,4.375,-4.099,-5.442,-3.5185,-49.395,2.99025481408609,2.7912068460684,2.97327290758746,3.87056878081798,3.20727111671344,3.84783620767888,3.17863906285977,2.83363533763581,3.17440033026115,3.84368504003625,3.61253119790759,3.16909193879861,3.29464311806488,420.817372238655,420.090467280022,424.019525347369,419.184389694936,422.03713219758,419.073710459074,421.024133395201,420.38727470253,423.710342919198,420.071453454509,423.8345574497,426.504207690524,425.938008002941,2027.57661316675,2018.56007335012,2014.65240902148
1,4.75,2.93255646110203,-6.13690759335537,0.117155264645876,0.531413483376049,0.0948657519109035,0.808485770320654,1.52654548736443,0.18371876792974,0.506610468852509,-23.3666484711761,-1.1401542026886,0.894326421855091,2.17,0.53,0.225,-5.3429,-5.542,-4.5537,-5.68255,-6.1043,-4.8319,-10.3274,97.24189,73.735,0.7867,-4.12,-4.28,-4.4,-4.1,-3.49,0.2,-2.73,0.8,-0.91,0.09,249,293.1,281.8,292.1,-0.18,0.05,0.11,-0.01,-0.01,-0.17,-0.16,0.04,0.22,-0.07,-0.252,0.232,1.422,1.8165,2.49,2.539,3.03,3.661,-0.284,-0.011,1.408,1.93,2.61,0.767,1.663,2.2355,2.797,2.617,3.6285,0.033,0.756,2.294,2.823,3.039,2.72,4.166,-0.37,0.219,1.571,2.452,3.009,3.558,3.735,4.38,-4.181,-5.351,-3.45,-44.225,2.91759807923177,2.78196253782116,3.17845933958204,3.45581742921112,3.47229566909638,3.47278562619727,3.63964003854805,2.82269972002916,2.88198273807274,3.04107191844566,3.27981140580452,3.23549278753361,3.91799994206241,420.81835863417,420.48086176088,424.142110218765,419.190113005553,421.918752535368,419.978402671908,422.416125852819,420.260114808332,425.636981086742,420.328996088295,422.219880488173,422.878891830351,426.436204507765,2023.25840237028,2022.742943863,2020.38521651211
