DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1
1,0.25,0.646368998884715,-1.29489247654888,0.0967010953127075,-3.04269326479147,-2.22132388225125,-2.49522148980803,-17.7607506122409,-4.26084997247817,0.0625410641647073,-143.108987071563,-13.0430606433569,0.278881505817955,0.439,0.38375,0.1695,0.05,-1.49842,-1.89405,-1.606375,-2.3473875,-3.11596,-3.371585,95.65421825,56.386,0.04195,-1.488,-1.572,-0.50625,0.501,0,-5.19925,0.6,-1.3695,235.91,303.75,300.38,312.98,-0.06,-0.15,0.12,-0.04,-1.49,-0.04,-0.16,-0.23,-0.243,1.9342,2.5529,2.765,3.645825,4.592,6.66485,6.74475,8.946175,1.1423,0.7536,2.7152,4.00605,4.3153,4.6733,6.343875,6.66605,7.5342,1.5848,2.3788,2.456875,3.2999,5.05995,5.50805,4.8229,6.246425,7.1715,1.568725,2.246975,2.4183,3.90295,2.9518,4.91815,5.845425,6.4722,7.685,1.7817,1.4991,3.3449,2.51435,2.860675,4.3148,5.4142,6.32405,7.5301,-7.2122,-8.7531,-6.4845,-77.3925,4.51414444743089,4.48418106342554,4.61794403477479,4.74217434771404,4.75849514566066,4.56218145370253,391.184979237896,408.033337063781,409.203051385309,408.183500131285,411.19953146108,408.123415876236,410.617631949139,408.274825794572,408.704206244777,408.79342399388,409.1502432271,1929.5991854056,1932.21744953961,1933.12479947182,1924.30855360467,1894.10596235842
1,0.75,0.552271506203152,-1.28853821183506,0.0959912494909997,-1.33548034469841,-3.11494865514266,-1.93252663890387,-12.2167088370523,-6.50168094001507,0.0510524467962434,-146.152688382069,-12.2992905396468,0.255503343557403,0.45675,0.366,0.15925,0.0455,-1.3648275,-1.73695,-1.61463,-2.34016,-3.17624,-3.67126,95.65542975,57.8935,0.00800250000000001,-1.694,-1.6985,-0.6415,0.3965,0,-5.42475,0.6,-1.48925,235.6675,303.54,299.585,312.6725,-0.07,-0.15,0.11475,-0.04,-1.49,-0.04,-0.16,-0.23,-0.24325,1.931275,2.55675,2.764575,3.6448,4.5965,6.6706,6.75425,8.94575,1.19455,0.74675,2.72785,3.9972,4.31355,4.671375,6.342875,6.665275,7.53545,1.586025,2.379325,2.4874,3.2995,5.058325,5.5099,4.822975,6.246425,7.171125,1.52415,2.22125,2.411925,3.901725,2.9513,4.919,5.8435,6.4716,7.6847,1.7935,1.4865,3.32715,2.5159,2.86605,4.3166,5.4132,6.32405,7.530025,-7.37475,-9.40405,-6.5905,-77.342,4.43838530010913,4.2546455075575,4.48319956317019,4.64028999284648,4.79029864244662,4.77492728224745,390.783046916148,408.004292620415,410.457947687237,408.016685302124,409.916394023895,407.882897487197,410.794313777356,408.216158519569,409.928655461702,408.733382653358,411.451507732345,1933.3106553862,1929.97120148376,1931.3561259305,1929.34662545143,1919.0499350341
1,1.25,0.665308983008429,-1.31599690816794,0.0992589791158681,-3.22162081685982,-2.43594976298574,-2.35564528129378,-10.8981358508543,-10.1949812852912,0.0539323694595626,-117.250856596303,-15.4309690786496,0.202500670358635,0.4165,0.36575,0.169,0.05,-1.5303,-2.043375,-1.6652,-2.363525,-3.32858,-3.75669,95.6479015,57.48,0.0418,-1.81975,-1.769,-0.74,0.3125,0,-4.98,0.6,-1.704,236.165,303.16,299.205,312.5,-0.07,-0.15,0.12,-0.0395,-1.49,-0.04,-0.16,-0.23,-0.26,1.9194,2.5595,2.76385,3.64045,4.59685,6.672125,6.76365,8.945325,1.2656,0.7968,2.72785,3.9965,4.31235,4.6671,6.341325,6.6645,7.53515,1.59245,2.3822,2.5026,3.29725,5.05615,5.51075,4.8227,6.2468,7.1701,1.4869,2.19425,2.40545,3.9006,2.952,4.9188,5.841,6.4724,7.6854,1.794,1.46315,3.30935,2.5135,2.86615,4.316025,5.41165,6.32455,7.52995,-7.5342,-9.656925,-6.67695,-77.1305,4.37797696660145,4.18880604390915,4.36892272640075,4.45811462094126,4.47288330210781,4.16909336318267,391.234539931934,407.397804505504,408.964088105808,407.561833939717,408.899750927656,407.424630838601,410.592383088077,407.778666040462,410.512014585845,408.348433728542,409.321520348155,1933.9077315156,1932.94349899319,1935.15473417732,1930.90413897412,1916.09656458187
1,1.75,0.648616875320797,-1.5748102958458,0.0804218844556643,-2.04632203427834,-2.18293674314612,-2.07974152859331,-20.0528355124724,-4.70195885378534,0.0524653943671155,-141.800784804752,-10.9850529444999,0.219483178362288,0.4195,0.33,0.16,0.05,-1.707975,-2.138625,-2.0781375,-2.6450125,-3.49272,-3.823515,95.622879,56.30375,0.0357675,-1.902,-1.8905,-0.764,0.22,0,-5.381,0.5,-1.637,236.175,303.09,298.8,312.13,-0.06,-0.15,0.12,-0.04,-1.49,-0.04,-0.16,-0.23,-0.24,1.909,2.56515,2.7642,3.6398,4.60475,6.65865,6.764,8.944325,1.23565,0.84475,2.7203,3.9955,4.31115,4.6656,6.33955,6.668375,7.53685,1.5963,2.38475,2.5137,3.29675,5.053975,5.511175,4.8237,6.24745,7.1701,1.4535,2.17165,2.40075,3.9009,2.9566,4.9205,5.839,6.4724,7.6855,1.7737,1.449,3.29265,2.51645,2.87205,4.31755,5.4107,6.3242,7.52995,-7.72425,-9.73375,-6.75325,-77.8545,4.25037145873347,4.10656310829648,4.45272858462617,4.50871394162984,4.43079275320261,4.14066689440967,390.873466533165,407.649925097924,410.942333056036,407.674921004358,411.775117966291,407.650223330713,413.315608030189,408.081228259592,411.958289038852,409.339829838972,411.86088735212,1938.44413549641,1937.49978236779,1933.25866858644,1930.87207742065,1916.77752393154
1,2.25,0.555405593169152,-1.32529987035479,0.0930184006513425,-2.5670372775439,-3.50657345800098,-3.68244193703631,-21.9798568377436,-4.14328913268418,0.0472564219552492,-134.386708190457,-13.7013420900539,0.199601063923965,0.469,0.342,0.1475,0.0455,-1.505155,-2.2657,-1.9870625,-2.58984,-3.535825,-3.84277,95.615914,57.345,0.0286,-2.065,-2.002,-0.817,0.134,0,-5.129,0.5625,-1.5335,236.09,302.625,299.055,311.18,-0.06,-0.15,0.12,-0.04,-1.49,-0.0335,-0.16,-0.23,-0.24,1.9002,2.5691,2.76425,3.6398,4.60865,6.65025,6.753,8.9436,1.2085,0.88545,2.70595,3.9948,4.30995,4.6638,6.339325,6.67945,7.5288,1.5956,2.3662,2.5282,3.2942,5.05135,5.51155,4.82375,6.2478,7.1701,1.4182,2.15365,2.39635,3.9011,2.96155,4.9213,5.838,6.473975,7.685325,1.7711,1.4366,3.277,2.51645,2.8773,4.319725,5.4104,6.32485,7.52995,-7.8672,-9.229,-6.7783,-78.4095,4.24396373335522,4.10036786691975,4.26710464611749,4.32597679440679,4.47998065006103,4.1933990784479,391.59797478755,407.88636978438,409.48508624592,407.870008663291,409.741974286977,408.137920824704,409.55623029238,408.16933110129,410.194599965447,409.679207307551,411.617368260111,1933.03613614139,1932.06491241077,1933.58616389761,1933.62652019466,1923.3650645016
1,2.75,0.591670593833352,-1.5523763998584,0.0939641017861052,-4.96636887331658,-1.97182882877441,-3.64838449153694,-10.463153840068,-5.72089822607538,0.0496944084577548,-126.920912554161,-9.17299865167487,0.226911602494737,0.423,0.31,0.1375,0.05,-1.768585,-2.01715,-1.9936875,-2.5952,-3.316545,-3.70181,95.6329515,57.2425,0.030075,-1.946,-2.1335,-0.842,0.0865000000000001,0,-5.3905,0.665,-1.4635,236.675,300.97,299.2,310.4,-0.07,-0.15,0.12,-0.04,-1.49,-0.04,-0.16,-0.23,-0.2435,1.89205,2.57145,2.76335,3.63945,4.6129,6.63975,6.7546,8.943325,1.1923,0.9222,2.68935,3.9941,4.308525,4.663,6.34165,6.683475,7.51425,1.59495,2.33995,2.5572,3.2923,5.049175,5.511975,4.82475,6.25205,7.16975,1.3885,2.13695,2.3923,3.9005,2.9665,4.923,5.8361,6.473975,7.68455,1.769,1.42145,3.263125,2.5156,2.8712,4.3209,5.4101,6.32485,7.52995,-7.9929,-9.653,-6.7598,-77.3035,4.2802218939681,4.05009137853941,4.24825499564623,4.50623235146427,4.39407362308437,4.11610157103016,391.386496899403,408.124892008151,408.992122346794,408.218995459164,411.658584511754,408.241504084379,410.042743694803,408.624304231284,409.880076481532,409.274044856242,410.071862050321,1934.77946074187,1930.66344209778,1928.06276820972,1928.59536736901,1918.05897193396
1,3.25,0.623916201001235,-1.4661559096106,0.0925915982429476,-4.15332155219279,-3.20784259311664,-7.16474779726282,-12.5757015084612,-9.1041118477693,0.0375986843184393,-87.8986535816712,-12.0184230515018,0.230909211692631,0.4665,0.356,0.16875,0.051,-1.866085,-1.9269,-2.01385,-2.59846,-3.39666,-3.527005,95.6502575,52.5825,0.0285,-1.89625,-1.7915,-0.9205,0.0830000000000001,0.1,-5.008,0.6,-1.577,237.735,301.955,298.955,310.18,-0.06,-0.15,0.12,-0.04,-1.49,-0.03,-0.16,-0.23,-0.2635,1.8855,2.567,2.7592,3.64015,4.6193,6.6302,6.7536,8.9426,1.1469,0.92055,2.66885,3.9937,4.307325,4.66465,6.344525,6.685275,7.5123,1.5898,2.3259,2.5944,3.2911,5.048,5.512925,4.82575,6.25305,7.1691,1.36355,2.1229,2.3879,3.9007,2.9721,4.9247,5.835,6.47475,7.6837,1.7427,1.40135,3.24925,2.5131,2.85955,4.322075,5.40915,6.32485,7.52995,-8.08375,-9.601775,-6.96825,-78.6085,4.21122307800878,4.21204986469876,4.40046762732664,4.43744224210403,4.41521424348664,4.03271680931721,390.778430044147,407.833779171221,410.598646934851,408.172444630578,410.922486007995,408.104337386502,409.696979281249,408.396486032443,410.46416332779,408.972122086497,414.452137034355,1936.95635187726,1933.8342089413,1929.76545578744,1922.74579621711,1915.8833596382
1,3.75,0.572529107788548,-1.37362177510119,0.0951243448206996,-0.997729120881041,-2.28286976578461,-1.15752301700199,-13.2731432380527,-5.40827162901119,0.0452034700767441,-86.8223399594832,-12.5128169428424,0.210995606944738,0.52675,0.3625,0.179,0.05,-1.7690125,-2.112575,-2.063275,-2.55111,-3.64397,-3.63513,95.662246,53.99075,0.02361,-1.982,-1.8645,-0.9655,0.06675,0,-4.842,0.6,-1.5365,237.6725,303.155,298.405,310.5675,-0.06,-0.15,0.12,-0.04,-1.49,-0.03,-0.16,-0.23,-0.24,1.879025,2.563875,2.75665,3.64015,4.61425,6.6249,6.7575,8.942325,1.1104,0.915675,2.651,3.9985,4.3038,4.6713,6.34685,6.68505,7.50915,1.565775,2.31525,2.62075,3.2947,5.046375,5.51335,4.828325,6.254475,7.16945,1.3504,2.11195,2.3861,3.9,2.98315,4.9278,5.8355,6.47475,7.68295,1.68805,1.375025,3.2349,2.51,2.843275,4.3252,5.409075,6.32575,7.530025,-8.163775,-9.5822,-7.010375,-79.553,4.15939483495848,4.15993358117249,4.25496002653362,4.23895076616662,4.40537106599893,4.15066678680711,390.821721979469,407.717156672656,408.745184509054,407.420488161578,408.81565784289,407.642619073103,413.752672748283,408.292478962582,410.128403415032,409.900967533422,410.209665985831,1932.75615535426,1929.99754248958,1935.58755825469,1923.95301912709,1913.59918616181
1,4.25,0.632968488164635,-1.69229011798484,0.0865283857920421,-0.705227471486995,-2.59191264774982,-2.64498317716266,-17.0065217015156,-5.04682316620462,0.0567948655105308,-115.203798443256,-10.619055528677,0.231288865037711,0.47,0.358,0.15875,0.05,-1.80371,-2.2687,-2.3612,-2.69834,-3.643065,-3.781335,95.7603465,56.6,0.021125,-2.288,-2.2475,-1.005,-0.0435,0,-4.951,0.7,-1.4535,237.255,300.905,298.045,309.805,-0.07,-0.15,0.12,-0.04,-1.49,-0.04,-0.16,-0.23,-0.24,1.8733,2.55745,2.7522,3.6408,4.63075,6.607525,6.761775,8.942325,1.09045,0.901,2.64225,3.9939,4.3032,4.6715,6.3484,6.6844,7.5019,1.5278,2.28675,2.5684,3.29115,5.04375,5.51215,4.827375,6.2544,7.1691,1.3288,2.0746,2.38105,3.9016,2.9833,4.9281,5.8321,6.474,7.68195,1.665,1.3553,3.2192,2.49745,2.7888,4.3246,5.40825,6.32615,7.52995,-8.2064,-10.12695,-7.12165,-77.3635,4.12583852201051,4.03955486228535,4.28207046826519,4.33447843261339,4.38741868661421,4.21357299909115,390.844666585133,407.826671640201,411.05594359084,408.10797604923,411.936735480478,407.870851936112,411.167336380514,408.291225987451,411.98866956234,410.311009901924,412.08047337559,1939.51123503581,1929.3564366831,1927.93026821588,1922.81275323334,1907.56835476609
1,4.75,0.640681154524002,-1.69039898391193,0.108022255665947,-4.47938490171747,-2.35849025626176,-5.12562592457362,-25.9016525494362,-6.49592457827008,0.059004004149814,-101.246010271512,-10.7329485488379,0.244731006265224,0.4665,0.3615,0.168,0.0555,-1.851685,-2.35035,-2.362075,-2.755525,-3.81467,-3.913825,95.785,57.39875,0.0149875,-2.308,-2.37575,-0.955,-0.137,0,-5.137,0.665,-1.3685,236.885,300.54,297.715,309.545,-0.07,-0.15,0.12,-0.04,-1.49,-0.04,-0.16,-0.23,-0.2605,1.8682,2.553,2.7487,3.6421,4.6374,6.60235,6.765375,8.9416,1.08035,0.89625,2.63415,3.9942,4.3016,4.67425,6.3508,6.6844,7.506,1.4856,2.2548,2.5206,3.29205,5.041575,5.51295,4.790875,6.25505,7.16775,1.2966,2.0372,2.3773,3.9025,2.98955,4.9307,5.831,6.4748,7.68285,1.6751,1.3756,3.20425,2.442025,2.7342,4.3256,5.40795,6.3258,7.5295,-8.1756,-10.29095,-7.02895,-78.044,4.09203154134391,4.12048276063515,4.24353868980609,4.39887863107657,4.4313081414884,4.08147258878116,390.73649741739,408.133108128595,408.868429322904,408.357371165765,409.08897877672,408.2653332298,409.363452548397,408.965525839321,411.221666778304,410.067713990114,411.304294738748,1934.49280011854,1928.06642030338,1932.71229824262,1926.19586307725,1905.97657609657
