DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,-6.53014775000002,1.021566,12.18791,13.66534,2.82565,0.453762925,405.54385,12.8295,11.74111,88.6129675,12.20654,99.4338175,2.9696015,0,0.0490200749999999,7.748625,8.172125,8.52025,9.28225,9.38725,10.98025
1,0.75,-4.52919850000001,1.38377074999997,12.5297125,7.175895,2.2707765,0.42810475,406.5334,12.404785,10.57365,88.5990375,10.5293225,99.6667925,3.217785,0,0.0575271775,7.727,8.075625,8.402,9.27275,9.3285,10.98025
1,1.25,-2.5421525,-0.715170100000021,7.9971675,13.158575,2.19946875,0.4589666,407.1734,13.19614,10.67468,88.6008675,10.0192975,99.6715225,3.999119,0,0.0503016974999998,7.556625,7.84125,8.2935,9.25125,9.32875,10.98025
1,1.75,-3.37898800000001,0.519032099999987,10.1214325,11.7828445,3.1509095,0.462025824999999,403.9075,12.34874,10.547355,88.6176175,10.0177125,99.7485475,3.25690924999999,0,0.0626034299999999,7.48975,7.70825,8.24875,9.14275,9.329,10.98025
1,2.25,-2.1174625,1.22425675,8.034005,13.9719525,2.03089825,0.4725965,405.578,12.87246,11.240165,88.63329,9.78832624999999,99.8399425,2.86705825,0,0.0521981499999999,7.4008875,7.70225,8.1985,9.04175,9.33925,10.98025
1,2.75,-1.40037875,2.37310674999999,8.83062249999999,8.36336674999998,3.00573149999999,0.5154498,409.52015,13.090205,10.5589675,88.640175,9.75596075,99.9036775,2.98155424999999,0,0.0411974149999996,7.4096375,7.62575,8.15875,8.92275,9.33875,10.98025
1,3.25,-2.85905725000001,3.12356324999999,21.2562149999999,20.21399,1.223988,0.471516999999999,407.77205,12.3504825,10.87686,88.647935,9.43368825,99.70126,3.968246,0,0.0384674749999996,7.434,7.608,8.19125,8.9105,9.35825,10.98025
1,3.75,-2.72162175000001,3.09592349999999,21.99302,17.76116,2.485368,0.531630825,410.0174,12.77803,11.7223975,88.63324,9.87321824999999,99.7323625,3.556108,0,0.0667195975,7.44325,7.58325,8.16575,8.85125,9.37775,10.98025
1,4.25,-1.058878125,3.95751724999999,10.5402175,11.46957,2.14131,0.56935665,406.69265,13.193645,12.1181125,88.6068,9.87704424999998,99.8799775,3.4320455,0,0.0518785475,7.467625,7.563125,8.10125,8.752,9.37775,10.99
1,4.75,-0.99666125,4.35572149999998,13.8212075,34.0957599999998,5.3018175,0.53882515,411.51005,13.0038225,12.245815,88.61019,9.68417449999998,99.8115325,3.21483949999999,0,0.0349801424999999,7.483,7.571625,8.076,8.7225,9.39725,10.99
1,5.25,-1.97970555000001,4.57688475,8.819692,18.0233525,1.438149,0.43142575,413.944875,13.3920375,11.3106075,88.62666,9.90285299999999,100,3.376779,0,0.0433191975,7.478875,7.581125,8.025375,8.672,9.3975,10.99
1,5.75,-1.792893,2.826631,16.166735,7.533899,1.6540245,0.373045575,411.18975,12.947625,10.575375,88.63655,9.82498899999999,100,3.0679585,0,0.0376066325,7.47425,7.595125,7.954,8.622,9.416,10.99
1,6.25,-3.22165575000001,1.97829699999999,12.8813,17.182225,3.737175,0.4329884,404.720675,12.5799625,10.4033275,88.653735,9.66571274999999,100,2.998876,0,0.0415612599999999,7.4595,7.58425,7.898,8.58175,9.40675,10.99
1,6.75,-2.75406875000001,2.11969675,14.7844625,25.31079,1.5695685,0.342456875,405.38,11.827765,10.8758825,88.6707975,10.0717725,100,2.671179,0,0.0574306049999999,7.41525,7.557875,7.866,8.57025,9.40675,10.99
1,7.25,-1.10325267500001,0.958713899999993,9.4266535,6.7143675,2.05028,0.37847025,412.55875,11.4438875,10.73354,88.699555,9.5819125,99.894115,2.4655685,15.6616275,1.6944605,7.465375,7.541375,7.810875,8.51175,9.455,10.99
1,7.75,53.8485899999999,2.23878999999999,28.2607199999999,26.0616125,2.55992125,0.405575875,413.42805,11.57199,10.7748475,88.717945,9.6924125,100,3.117361,128.0092,22.1649375,7.47525,7.384625,7.693375,8.4605,9.42575,10.99
