DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A
1,0.25,-68.13,-26.78256725,2.056184338,-1.2191601625,0.08442706713,0.23669315,402.96592505,6.87313882325,10.465609975,85.3279,8.87,66.41835348,3.542,10.107601425,62.724127955,3.9892282385,0,2.3973375995,270.2924223,341.8,5.13375,0.061040000015,0,7.7235140745,9.64,10.2001196175,7.5551458335,8.37999999975,9.34250000025,9.9439583335,11.64,13.462083335
1,0.75,-68.3325,-27.02473604,2.093254919,-1.7029899575,0.07730685795,0.2424388,402.7512,6.85283677,10.3669325,85.30682,8.86,66.3261548925,3.448,9.95,63.91124366,4.05371439075,0,2.465,269.6359839,341.7,4.932,0.05777,0,7.6,9.5151594895,10.2075358875,7.40237500025,8.2136607145,9.34999999975,9.95020833325,11.6279166675,13.4606250025
1,1.25,-66.7072792,-25.70382187,2.2234694745,-1.76471567975,0.0980396511875,0.239972325,402.82539845,6.8275002245,10.238375,85.30268,8.55,67.55537717,3.568,9.8625,64.0870327875,4.06650698325,0,2.53325,272,341.0998331,4.998,0.063,0,7.42,9.35835,10.2,7.239104167,8.0537916665,9.35645833325,9.966041667,11.6260416675,13.4618750025
1,1.75,-68.495,-25.0825719,1.89765812125,-1.334663068,0.0743,0.234191125,402.4839474,6.8129869855,10.20189,85.30594,8.54,67.3885092,3.482,9.805,64.5299825725,3.996082652,0,2.495,270.1,339.9948658,4.856,0.068,0,7.2946451355,9.199754785,10.2,7.0824642855,7.9106607145,9.37107142825,9.979166667,11.6231250025,13.45916667
1,2.25,-66.995,-24.75386659,2.05060371775,-1.617188689,0.08630025351,0.2364474,402.801047675,6.8460362005,9.99421,85.30341,8.375,69.27115526,3.46,9.566799,66.7765051625,3.8906,0,2.5002606365,271.5,338.4,4.429,0.0321,0,7.1,9.0902293065,10.2,6.921666667,7.773770833,9.368333333,9.98812500025,11.6210416675,13.4604166675
1,2.75,-64.50476216,-24.27753338,1.960487351,-1.316852865,0.0836071173475,0.23620555,402.6262404,6.867262526,10.0961525,85.29961,8.34,69.442048,3.376,9.605,66.2325226425,3.868277402,0,2.44985636375,269.8,337.8,4.313,0.022,0,7,8.9,10.2,6.79180357175,7.64361904775,9.3558035715,9.982767857,11.6175,13.4562499975
1,3.25,-63.76,-23.75687828,1.784777512,-2.07145163,0.076317834045,0.228630225,402.54782715,6.86011932425,9.89185875,85.3010425,8.28,69.29732427,3.274,9.5325,66.8488264125,3.75671447725,0,2.45575,272.8,337.1,4.332,0.029,0,6.8,8.7822727275,10.1,6.64318750025,7.50862499975,9.35104166675,9.98562500025,11.6131249975,13.4502083325
1,3.75,-66.352,-23.1609604,2.202433292,-1.44469901625,0.07850156606,0.22762355,402.8679821,6.9134,9.6599625,85.291800525,8.01,70.15491422,3.36,9.265245275,67.2502679825,3.7844997965,0,2.40025,269.2,336.5,3.945,0.02675,0,6.7025498405,8.610095694,10.1,6.54614285725,7.398910714,9.34,9.97833333325,11.6139583325,13.4443750025
1,4.25,-65.73231321,-23.680177,2.144901397,-1.7191078285,0.0777003856775,0.2196587,402.80855455,6.992225,9.53245725,85.28564,7.825,70.5775001,3.285,9.0325,68.786661345,3.726047596,0,2.382,271.8,335.3,3.906,0.0248,0,6.57,8.53,10.1,6.385386905,7.2618571425,9.32312499975,9.97499999975,11.6110416675,13.4460416675
1,4.75,-64.735,-22.90738853,1.7512995905,-1.658937578,0.065474162785,0.234653,402.8596206,6.959938491,9.452857,85.278095,7.65,70.82947522,3.248,8.97,67.956184705,3.594616459,0,2.45125,271.1,333.9,3.636,0.02675,0,6.38734449725,8.4698963315,10.1,6.23343750025,7.137333333,9.311666667,9.98229166675,11.61020833,13.4391666675
1,5.25,-59.91,-22.51300027,1.897334823,-1.6181107415,0.0612711349075,0.2164626,402.7130826,6.897040197,9.3927555,85.28613,7.4,71.84569257,3.18,8.9,68.1371113375,3.52464544625,0,2.41925,272.3054934,334.1,3.816,0.0325,0,6.22,8.3701036685,10.1,6.09847916675,7.00525,9.29104166675,9.98383928575,11.60333333,13.437916665
1,5.75,-57.57,-21.34094837,1.7724862925,-0.9531064702,0.074853739995,0.224316425,402.8621676,6.74145719875,9.3127965,85.29362,7.5,72.1882124,3.182,8.92,68.16059007,3.562447217,0,2.4485,270.2294164,333.3,3.605,0.0214,0,6.012075,8.215,10.04915,5.98474999975,6.8778958335,9.26687500025,9.98000000025,11.6075000025,13.4368749975
1,6.25,-61.98535794,-22.56128026,1.517324437,-1.786958026,0.0794029341575,0.224411025,402.8270568,6.686173233,8.999936,85.3127,7.33,71.2109529,3.202,8.635,68.064495715,3.600319455,0,2.47925,267.7,332.9735016,3.521,0.03706,0,5.9575,8.149920255,10,5.8432410715,6.7665178575,9.24092261875,9.97437500025,11.5993750025,13.434583335
1,6.75,-65.17560903,-21.2830992,1.6210573615,-1.1281880025,0.0716280009175,0.225915,402.97514015,6.6464265115,9.024482,85.328988375,7.28,70.76764075,3.252,8.585,67.4803407475,3.5176031,0,2.40525,269.5,332.8850431,3.352,0.039,0,5.80285885175,8.035079745,9.9550558215,5.7280625,6.6429732145,9.21776785725,9.96895833325,11.59916667,13.4258333325
1,7.25,-59.845,-20.80526188,1.8845439935,-1.515,0.07229358489,0.2399032,403.110484275,6.59270921275,8.891493,85.350685,7.089,71.4839992,3.264,8.49,68.473135165,3.639540107,3.127,3.829,268.0025269,332.5852684,3.321,2.38165,12.66345,5.7,8,9.9,5.63676785675,6.5290416665,9.18732142825,9.96312500025,11.5966666675,13.43291667
1,7.75,-30.9311595,-17.89288728,3.7036080395,-0.97705731245,0.1172173739,0.242484225,403.803068575,6.7178294545,8.9941795,85.37104,7.726000001,70.65981842,3.252,9.01,67.7386510475,3.55014248975,58.98,24.9525,271,338.2,4.22,21.3358,117.73438,5.6,7.9,9.87,5.5814375,6.414041667,9.15958333325,9.967291667,11.6050000025,13.4274999975
1,8.25,18.76815588,-6.1644812,11.2309879075,7.36106547925,0.166975922275,0.260287425,404.28419385,6.8448409345,9.4006655,85.372030275,8.83,68.30554817,3.424,9.6425,66.036031705,3.705414548,151.2,46.995,270.5167481,348.5,5.986,56.1568,317.0329,5.5250338915,7.8609642745,9.80015949,5.559065476,6.3218482145,9.133958333,9.95092261875,11.6,13.42583333
1,8.75,91.86684909,11.99116944,20.6673829925,36.632789725,0.1919060934,0.3021922,404.51144055,7.0581380135,10.32253,85.377175,10.46,63.16726314,4.044,10.8825,63.034543525,4.29935765,254.7,62.95347727,273.1,360.2,8.24,88.617,522.0198,5.6,7.785,9.8,5.6259732145,6.2981577385,9.093125,9.94937500025,11.60104167,13.4195833325
1,9.25,166.6,29.9919212,25.612344575,71.266671735,0.2235394442,0.345138875,404.475127075,7.1468430915,11.28784,85.38987,11.44,59.34690542,4.487,11.66,58.689114435,4.7456869885,358.9,76.6575,276,373.3,10.75,115.649,726.3832,5.823256579,7.7,9.7,5.808089286,6.28212500025,9.06107142875,9.94604166675,11.6120833325,13.4204166675
1,9.75,232.45,49.39104852,30.123795335,104.03636645,0.29347904425,0.368551225,404.359275,7.049332198,12.010237325,85.404445,12.49,54.49618386,5.011,12.51,55.05051871,5.30208920775,448.81884545,92.55,277.475,384.8741496,13.26,138.757,906.98,6.19928229675,7.7,9.7,6.09262500025,6.34351785725,9.024910714,9.94657738125,11.605,13.4241666675
1,10.25,292.875,71.817351915,32.19053709,132.6983231,0.355961753,0.394637175,404.4945649,6.9848380165,12.65537,85.41016,13.22,50.72306742,5.29,13.17,51.1219842825,5.67097561125,532.788665875,105.975,280.45,396,15.99,156.82375,1064.5898,6.7,7.7,9.6,6.43811607175,6.43193749975,8.9827083335,9.93729166675,11.603958335,13.4187499975
1,10.75,344.825,92.1161800125,34.3226376275,159.9923026,0.4321848947,0.4030201,404.4911322,6.82943469925,13.06113,85.397445,13.79,48.5448427575,5.48625,13.535,48.77120489,5.7217032845,602.425,116.475,281.8,406.95,18.5625,172.08375,1192.99,7.3188157895,7.795,9.59984051,6.8249791665,6.63177678575,8.948958333,9.9354166665,11.6114583325,13.431041665
1,11.25,381.2,108.2201794,34.67813142,180.4282124,0.4400744572,0.4031315,404.490065775,6.7580172535,13.627915,85.374385,14.4675,46.1788200075,5.556,14.155,47.641456825,5.8856528465,652.925,124.197296525,282.6,415.37629835,20.7175,180.69475,1289.4,8.094716906,7.85,9.50015949,7.321354167,6.8699583335,8.9166666665,9.93116071425,11.6220833325,13.41708333
1,11.75,406.08784545,122.079765275,36.56636379,195.5006959,0.45702990775,0.406117525,404.6234195,6.8187235025,14.1488575,85.33831,15.06,42.82750188,5.538,14.62,44.65683809,5.93772257625,690.3287852,130.4,284.4,423.4,22.4175,187.87075,1356.9,9.03705,8.1,9.5,7.82330357175,7.097699405,8.877916667,9.92583333325,11.6110416675,13.42666667
1,12.25,415.8,129.478921825,36.479043745,204.05886035,0.48246650615,0.40900085,404.5408,6.682448581,14.7362725,85.2876129,15.6175,40.2672863425,5.6858749985,15.13,41.88028342,5.97019635225,706.158497,133.3,285.6,429.4,23.8775,189.39,1387.68,9.9701993625,8.395398724,9.49984051,8.34249999975,7.4734791665,8.842857143,9.9012797615,11.6164583325,13.4274999975
1,12.75,411.6,126.7057172,37.8361091125,209.2703027,0.520375,0.4198456,404.3012066,6.6471563995,15.10107,85.2454375,16,39.047897105,5.6855,15.5125,40.401273145,5.857493725,704.35,133.02078245,287.485170225,433.2873816,25.08,190.352,1386.166925,10.898644335,8.759254386,9.40015949,8.85589285725,7.78,8.82312499975,9.89270833325,11.62645833,13.4293749975
1,13.25,395.5,126.6164257,35.279547565,205.9025312,0.4821928546,0.4118961,404.7066934,6.49808635,15.54684,85.189915,16.44125,37.3952654225,5.6185,16.01,38.83909329,5.778029915,691.2655,130.9,288.849060725,436.4,25.695,187.49975,1355.48,11.915,9.1,9.4,9.4064583335,8.32272916675,8.808511905,9.87625,11.62916667,13.428333335
1,13.75,367.04779055,118.3139267,33.355510595,192.5730309,0.4385653237,0.418004725,404.728770025,6.57752768925,15.7328675,85.160885,16.8075,34.6481007825,5.67025,16.3225,36.505113725,5.94547660975,655.925,126.0758182,290.79437775,435.152842325,25.8,182.357,1283.295,12.8015949,9.500398724,9.4,10.01770833325,8.826041667,8.794375,9.8564583335,11.6343749975,13.42645833
1,14.25,324.03466035,103.6539574,32.898391575,176.5776642,0.46415438675,0.420912425,404.635021175,6.555113994,16.0884775,85.1447725,17.03625,33.876204985,5.666,16.54,35.218085655,6.01616720675,605.125,119.39472725,289.45,433.4,25.5325,169.916,1189.5544,13.7089074925,9.809920255,9.4,10.516339285,9.21169642875,8.79044642825,9.854791667,11.634166665,13.4270833325
1,14.75,270.74961515,80.7476583575,29.50968936,155.0565693,0.3661033788,0.411315125,404.5616212,6.623793357,16.33055,85.125325175,17.0725,33.268652355,5.72875,16.71,34.76999283,5.98337955625,536.420983875,108.5,288.766297925,427.9,24.335,156.58,1050.5406,14.3,10.14835,9.4,10.95940476,9.5877083335,8.786041667,9.8533333335,11.6362500025,13.4210416675
1,15.25,206,58.415060535,25.97205976,131.5667234,0.327704302125,0.40986325,404.6463476,6.570119824,16.4218025,85.1212775,17.1125,32.9953041675,5.86775,16.8175,33.80451351,6.08199656775,452.675,95.4,290.544811775,420.2,22.5275,136.795,893.3775,14.70015949,10.435279105,9.4,11.2023214275,9.7808333335,8.798392857,9.862708333,11.6358333325,13.4231249975
1,15.75,136.5,33.4830102325,21.63487185,98.56833422,0.293692003225,0.3991958,404.729967,6.4984,16.35126,85.1275625,16.86,34.23703922,5.79025,16.7425,34.521810505,6.12211541575,361.400245675,82.5,289.9,410.7758772,20.615,116.0904,715.770250075,14.6626196175,10.745925675,9.4,11.362083335,10.1015178575,8.80895833325,9.8564583335,11.6356249975,13.41729167
