DOY2,HR2,LE,H,FC,USTAR,TA,WS,CO2,VPD,H2O,RH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,G
1,0.25,25.9691,-22.6308,1.39131,0.816442,-1.0189624625,3.964215,428.498,0.945032808608696,6.161155,89.01444875,-2.6938315,-0.376207425,1.179058,299.509546985801,310.109213975963,-3.697
1,0.75,24.76,-31.28335,1.01934,0.78316975,-1.0802,4.0343575,428.2975,0.951516325746489,6.0212875,89.154845,-3.169538,-0.3439565,1.252528,302.448576863181,309.888941604387,-3.445
1,1.25,15.43295,-14.1063,1.178835,0.66622075,-1.4725625,3.6061675,428.851,0.933683335929845,5.98851,88.64652125,-3.003282375,-0.3671831375,1.1876378875,298.860905381199,308.786254347884,-3.573
1,1.75,13.41325,-19.022725,0.6671765,0.768973,-1.42665,3.90071,428.48875,0.991358929400266,5.95808,90.8316,-3.0588555,-0.3636945,1.2730635,302.201984601102,309.060103226316,-3.6025
1,2.25,18.8343,-18.8852,0.81862,0.7522825,-1.5325875,3.549415,428.857,0.9846978032152,5.926125,88.08273625,-3.1102585,-0.24276185,1.2895945,297.277284412578,307.176166000464,-3.623
1,2.75,21.0742,-16.677375,1.085525,0.717959,-1.5324,3.54716,427.9115,0.904270969098489,5.9187,89.91215,-3.4781765,-0.43451035,1.420012,303.169925487171,308.452398448737,-3.6435
1,3.25,15.5746,-19.375175,0.93502175,0.65941275,-2.040925,3.4242975,429.223,0.80582678193194,6.01803,89.51517,-2.892973625,-0.374163725,1.300240125,297.075577606791,304.521925159527,-3.664
1,3.75,17.192275,-18.60925,1.13716,0.675918,-1.7555,3.6325925,428.0855,0.817292738475007,5.905245,90.880195,-2.515705,-0.3454408,1.458834,302.83083710623,308.46740766341,-3.665
1,4.25,16.326725,-16.82265,1.06177,0.6713255,-1.9088625,3.825455,428.825,0.752231025765802,5.61574,89.18464625,-1.568106,-0.1886603125,1.22943825,299.089238728494,304.615958828849,-3.662
1,4.75,18.8363,-23.686675,1.10351,0.733951,-1.567958,3.851715,428.094,0.735781665979841,5.8610975,91.40587,-1.505041,-0.2403816,1.261279,303.220348950155,309.080515267273,-3.7
1,5.25,15.4372,-17.1877,1.0967475,0.738686,-2.167625,3.4480075,429.579,0.778116974811576,5.897115,91.111075,-1.467135375,-0.1692093925,1.367824125,299.635531998905,303.712125259921,-3.7105
1,5.75,16.19375,-25.8061,0.92009675,0.708964,-1.77925,3.39517,429.3575,0.797876785397797,5.957305,92.545595,-1.662543,-0.2194842,1.3550885,302.892016511115,308.824574646419,-3.6955
1,6.25,22.47915,-22.94335,1.294,0.73101875,-2.284,3.72142,429.0105,0.668020193772714,5.94287,90.59731125,-1.30886175,-0.1362913975,1.511158375,296.803683066365,304.311270044861,-3.702
1,6.75,21.2651,-16.320725,0.298662,0.7024315,-1.91645,3.70718,429.5365,0.741990694892388,5.637295,91.465545,-1.5539625,-0.11612154,1.451046,301.729737324235,307.723606624235,-3.431
1,7.25,19.8397,-18.022675,1.13988,0.6974965,-2.0876875,3.45944,429.2915,0.761004474708381,5.885825,90.222205,-0.432308875,2.8602715,2.4115505,296.516014979446,304.70227467645,-3.576
1,7.75,18.6137,-13.49745,1.3723,0.662321,-1.465,3.36421,427.3585,0.813131759814779,5.7464375,90.59055,5.7360565,30.422805,9.7220975,299.32961735677,308.314108968251,-3.63
1,8.25,24.198,-11.7508,0.9989955,0.7644795,-1.938375,3.2036375,425.11925,0.946313437867971,5.59651,88.75437,45.5838175,106.4190825,24.91243625,294.270291975813,306.005089968061,-3.661
1,8.75,22.0727,36.3052,1.32112,0.7765845,-1.3475,3.6517675,424.139,1.03521611157371,5.60722,90.46491,96.08368,148.6941,32.05225,300.173022554022,310.456238851491,-3.674
1,9.25,27.29725,57.15205,-0.58293,0.753671,-1.608275,3.59157,426.392,1.10450455559318,5.52498,89.6071375,160.447925,246.6575875,43.8578675,296.42382513325,310.12744141499,-3.66625
1,9.75,36.6436,88.830725,-0.79635525,0.831116,-0.8297833,3.67169,425.865,1.20913718257083,5.6114625,90.24405,202.1798,288.2794,50.76336,302.601643320745,313.898051326758,-3.64525
1,10.25,43.124275,77.33605,-0.79104925,0.840039,-1.27375,3.39472,424.642,1.27375499088927,5.7958475,86.782675,267.2279125,376.435875,64.07311875,301.07532340335,313.190779520838,-3.6745
1,10.75,43.36145,141.7305,-0.760173,0.868467,-0.1374,3.84606,423.308,1.43522102184511,5.6993725,86.89589,282.7304,401.2222,69.021345,303.989414445215,317.015668218501,-3.672
1,11.25,34.940475,135.845,0.0776795,0.799118,-0.2231,3.76294,424.359,1.53349040726193,5.679475,84.83329875,318.1375,440.0699375,76.34502375,301.780518617236,316.176716642622,-3.685375
1,11.75,37.9839,123.23425,-0.815151,0.825287,0.65335,3.83296,424.2815,1.63778324719719,5.68604,85.268245,306.9939,417.012,66.75046,307.251051096521,320.22408492586,-3.686875
1,12.25,41.48015,118.75375,-0.4534055,0.8638095,-0.4127499875,3.96968,424.193,1.64051374973416,5.85503,84.01061125,336.3770625,450.6263375,68.43840125,303.663638020087,315.830133629423,-3.68675
1,12.75,40.239,142.426,-0.9631325,0.824614,0.5430917,3.9158,423.7515,1.77438410527608,5.883675,84.149595,327.2712,436.8165,65.3294,307.230335136908,321.120507192491,-3.40075
