DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,421.523,0.113975,411.50035,0.1414,2004.1874,421.3423,0.090775,412.1009,0.125,2005.2057,420.5238,0.1696,411.4576,0.109125,2006.507,421.371,0.0888,411.51395,0.099575,2007.235625,0.754925,-29.64545,0.042075,414.14,0.201925,-0.3191,-0.1942,-0.1215,-1.466175,-1.2988,0.028225,-49.6864,-6.13465,0.15615,0.586,0.5735,-29.620875,-33.71075,-31.600275,-32.684125,99.311,71.925,0.122925,-31.4905,-30.454,-22.74,0,-3.52,0.3,-1.99,141.2,173.5,-65.02,200.1,208,-0.11,0.02,-0.21,-0.571,-0.38,-0.45175,-0.22,-0.31,-13.66,-13.032,-10.074325,-11.336,-10.57765,-9.67,-8.066,-7.748,-15.468,-13.505,-9.1769,-8.3547,-7.606625,-5.4948,-13.001,-13.141,-10.819125,-10.624325,-10.017525,-9.966,-8.969,-7.6287,-6.173,-14.766,-13.6,-12.732,-11.5569,-11.52,-10.715,-8.996,-8.267,-17.201,-15.537,-13.738,-11.352775,-11.912,-10.4303,-8.9862,-7.58455,-16.788675,-10.4241,-8.853025
1,0.75,421.6963,0.104,411.37695,0.15835,2004.150725,421.510575,0.083,411.43825,0.11785,2006.7539,421.442,0.179075,411.523125,0.12075,2009.1306,421.626025,0.07385,411.6381,0.09705,2007.3742,0.7696,-30.1158,0.03975,414.2845,0.19875,-0.32045,-0.12805,-0.1091,-2.824,-2.13415,0.03435,-44.113,-4.38375,0.16335,0.388,0.565,-29.2906,-33.869825,-31.58865,-32.4381,99.347,71.7965,0.12815,-32.10875,-30.734,-22.77,0,-3.72,0.4,-1.8,138.7,174.2,-66.04,199.9,208,-0.11,0.01975,-0.2,-0.57,-0.38,-0.45,-0.22,-0.31,-13.643,-13.046,-10.072975,-11.331,-10.57255,-9.67,-8.068,-7.749,-15.382,-13.519,-9.175175,-8.354675,-7.608075,-5.497025,-12.996,-13.135,-10.818575,-10.6255,-10.018475,-9.968,-8.968,-7.628325,-6.175,-14.768,-13.602,-12.739,-11.5583,-11.523,-10.717,-8.999,-8.269,-17.193,-15.53,-13.739,-11.351725,-11.918625,-10.430175,-8.990225,-7.59025,-16.84025,-10.46235,-8.763675
1,1.25,421.28615,0.0898,411.4417,0.1582,2006.076875,421.1064,0.0806,411.1235,0.13275,2006.6346,421.0193,0.180725,411.5347,0.10565,2005.38025,421.2447,0.072,411.505,0.1012,2007.6318,0.8305,-29.825875,0.041125,414.3509,0.197125,-0.2045,-0.158625,-0.28825,-1.533075,-0.971125,0.054125,-44.69695,-4.0944,0.19,0.51,0.6095,-28.84035,-33.90215,-31.73535,-32.53745,99.36,71.79325,0.13245,-32.063,-30.801,-22.8,0,-3.52,0.3,-1.84025,139.1,174.1,-67.0715,199.7,208,-0.11,0.02,-0.2,-0.571,-0.38,-0.46,-0.22,-0.31,-13.651,-13.06,-10.07235,-11.326,-10.567,-9.671,-8.07,-7.751,-15.43,-13.563,-9.175525,-8.354675,-7.60875,-5.49945,-12.991,-13.128,-10.81875,-10.625225,-10.0204,-9.971,-8.968,-7.630325,-6.1808,-14.77,-13.605,-12.746,-11.5585,-11.527,-10.719,-9,-8.271,-17.186,-15.552,-13.739,-11.35065,-11.922275,-10.429325,-8.99215,-7.59225,-16.7517,-10.4155,-8.6399
1,1.75,421.43185,0.157125,411.4824,0.150675,2005.939375,421.89225,0.1531,411.548225,0.12595,2006.3405,420.50215,0.195375,411.232075,0.1348,2006.185025,421.329425,0.0679,411.614,0.0807,2005.2684,0.919,-29.8946,0.0294,414.5049,0.1944,-0.14125,-0.3545,-0.0675,-1.684,-1.6442,0.0418,-51.522625,-7.1138,0.1412,0.566,0.6505,-28.7505,-33.7472,-31.20195,-32.37295,99.381,71.90525,0.133975,-32.248,-31.05,-22.82,0,-3.53,0.4,-2.04175,140.2,173.3,-68.89675,199.5,207.9,-0.11,0.02,-0.2,-0.57,-0.38,-0.452,-0.22,-0.31,-13.66,-13.073,-10.07245,-11.322,-10.564,-9.672,-8.072,-7.752,-15.489,-13.608,-9.174875,-8.3557,-7.61,-5.50145,-12.986,-13.122,-10.821225,-10.625675,-10.02135,-9.973,-8.968,-7.63,-6.182825,-14.773,-13.608,-12.752,-11.5587,-11.532,-10.72,-9.003,-8.273,-17.174,-15.554,-13.74,-11.349575,-11.926975,-10.42855,-8.99415,-7.59425,-16.683,-9.23475,-8.471
1,2.25,421.58465,0.082925,411.390325,0.1476,2005.4583,421.48185,0.15105,411.35105,0.126,2005.72435,421.536,0.1807,411.84095,0.1302,2006.6668,421.62755,0.063,411.4611,0.1281,2007.86,0.978925,-29.853875,0.035,414.39615,0.198925,-0.211475,-0.1961,-0.320575,-1.338,-1.50635,0.03605,-40.8863,-6.015775,0.177525,0.60575,0.7335,-29.377325,-33.7403,-33.4954,-32.6176,99.37,71.833,0.127375,-32.152,-31.356,-22.84,0,-3.35,0.1,-2.16,141,173.9,-67.81,199.1,207.6,-0.11,0.02,-0.20525,-0.57,-0.38,-0.46,-0.22,-0.31,-13.668,-13.087,-10.071825,-11.316,-10.56,-9.672,-8.075,-7.753,-15.547,-13.657,-9.175225,-8.35605,-7.6115,-5.503025,-12.983,-13.115,-10.82425,-10.626125,-10.0223,-9.976,-8.967,-7.632,-6.184825,-14.775,-13.612,-12.759,-11.5596,-11.536,-10.722,-9.005,-8.276,-17.162,-15.524,-13.74,-11.34855,-11.93,-10.42685,-8.996075,-7.597175,-16.870325,-10.3175,-8.5475
1,2.75,421.6449,0.155025,411.3613,0.155225,2005.049125,421.6217,0.153725,411.87645,0.1468,2004.769175,421.324,0.1495,411.12425,0.1115,2006.0257,421.4726,0.072975,411.4197,0.109125,2007.9908,0.557225,-30.018225,0.04035,414.1502,0.252175,-0.22985,-0.40755,-0.2971,-1.0778,-0.91985,0.03135,-47.5764,-4.79975,0.175275,0.49275,0.6845,-29.247,-33.9372,-31.0592,-32.74515,99.356,71.75375,0.127875,-31.90375,-30.914,-22.86,0,-3.12,0.2,-1.92025,140.8,175,-65.7935,199.1,207.3,-0.112,0.02,-0.2,-0.57,-0.39,-0.46,-0.22,-0.31,-13.677,-13.1,-10.070475,-11.311,-10.556,-9.672,-8.077,-7.755,-15.603,-13.604,-9.1753,-8.357075,-7.613,-5.504025,-12.986,-13.117,-10.827275,-10.6263,-10.024225,-9.977,-8.967,-7.635,-6.185,-14.777,-13.617,-12.765,-11.5598,-11.534,-10.723,-9.007,-8.278,-17.149,-15.505,-13.741,-11.3467,-11.935,-10.426075,-8.998925,-7.599175,-16.8574,-10.3841,-8.6081
1,3.25,421.36905,0.169625,411.7527,0.18625,2004.8059,421.39855,0.156875,411.7972,0.15865,2004.667,419.65875,0.14875,411.73005,0.154925,2006.2799,421.524275,0.1177,411.5298,0.14905,2008.197475,1.0125,-29.5977,0.0421,414.14545,0.2334,-0.1773,-0.1624,-0.2108,-3.24585,-1.052175,0.0388,-42.359625,-3.08675,0.1613,0.5835,0.629,-29.309075,-34.002,-31.047975,-32.5955,99.301,71.314,0.128475,-32.47025,-31.376,-22.89,0,-3.1,0.3,-1.89,140.8725,175.8525,-66.712,199.3,207.1,-0.11,0.02,-0.20525,-0.57,-0.38,-0.46,-0.22,-0.31,-13.686,-13.113,-10.069125,-11.306,-10.552,-9.673,-8.079,-7.756,-15.656,-13.55,-9.175375,-8.3581,-7.6145,-5.506025,-12.989,-13.119,-10.829575,-10.62675,-10.025175,-9.98,-8.966,-7.637,-6.187,-14.779,-13.61825,-12.771,-11.5597,-11.537,-10.722,-9.009,-8.28,-17.134,-15.5,-13.741,-11.3458,-11.94,-10.4253,-9.00085,-7.601175,-16.819,-10.3496,-8.6215
1,3.75,421.4835,0.153,411.450125,0.15255,2004.91875,421.69575,0.1519,411.4389,0.1269,2004.900375,419.62135,0.156,411.17555,0.1081,2005.74285,421.65175,0.1233,411.6849,0.1667,2009.6592,1.1466,-29.822,0.0401,413.66415,0.1932,-0.227175,-0.1437,-0.208525,-2.00955,-1.1074,0.0316,-45.651,-2.379975,0.1745,0.5945,0.6395,-30.29225,-33.9939,-31.47265,-33.107,99.262525,71.3825,0.119925,-32.69,-31.479,-22.91475,0,-3.3195,0.2025,-1.966,140.73,174.1375,-68.97325,199.105,206.92,-0.11,0.02,-0.2,-0.58,-0.38,-0.45175,-0.22,-0.31,-13.6946,-13.110575,-10.068,-11.298225,-10.5487,-9.672725,-8.078875,-7.757,-15.700975,-13.51445,-9.174,-8.358775,-7.616,-5.50785,-12.99235,-13.1214,-10.9147,-10.6798,-10.03175,-9.981575,-8.965775,-7.636225,-6.188125,-14.777975,-13.617525,-12.77575,-11.581775,-11.539675,-10.72035,-9.0075,-8.279425,-17.115425,-15.494375,-13.7416,-11.344925,-11.935925,-10.4234,-9.00085,-7.60145,-16.8645,-10.3771,-8.586075
1,4.25,421.5885,0.154,411.422,0.153875,2005.3716,421.5608,0.134,411.557175,0.10225,2006.2221,419.8214,0.1389,411.5673,0.1365,2006.082975,421.55,0.061,411.5329,0.114,2007.9914,0.6501,-29.5299,0.0361,413.3968,0.18675,-0.2821,-0.142375,-0.3189,-1.21375,-1.017375,0.0356,-45.9804,-2.798925,0.1436,0.52675,0.579,-31.130875,-34.048675,-32.584775,-32.3038,99.269675,71.443,0.10925,-32.11175,-31.255,-22.95,0,-3.37,0.3,-1.97,140.9,175.6,-68.88,198.3,206.9,-0.11,0.02,-0.2,-0.571,-0.38,-0.46,-0.22,-0.31,-13.706,-13.11,-10.067875,-11.296,-10.545,-9.674,-8.083,-7.758,-15.755,-13.527,-9.175075,-8.359125,-7.6185,-5.50985,-12.997,-13.125,-10.835625,-10.62665,-10.027075,-9.985,-8.966,-7.641,-6.192,-14.778,-13.61325,-12.784,-11.5605,-11.543,-10.72,-9.012,-8.284,-17.094,-15.49,-13.742,-11.343075,-11.937,-10.425675,-9.004775,-7.606175,-16.98775,-10.26955,-8.608775
1,4.75,421.2194,0.129,411.301,0.146025,2008.252825,421.3336,0.113,411.484975,0.133,2007.6547,419.68295,0.127325,411.1754,0.1361,2008.225775,421.2266,0.059,411.435,0.11925,2010.0733,0.91795,-29.4019,0.0319,413.486375,0.1882,-0.193,-0.15165,-0.083,-4.5021,-1.5124,0.04045,-48.488725,-3.412825,0.12345,0.50375,0.45,-31.243,-33.64575,-32.4012,-32.1454,99.318,71.773,0.111,-31.138,-30.265,-22.7485,0,-3.28475,0.3,-1.8065,139.19,175.69,-69.3755,198.19,207.6825,-0.11,0.01,-0.2,-0.57125,-0.38,-0.46,-0.22,-0.31,-13.71745,-13.108125,-10.0675,-11.293,-10.547175,-9.6751,-8.08715,-7.7594,-15.8042,-13.538325,-9.1765,-8.3606,-7.6211,-5.5132,-13.00225,-13.129,-10.82,-10.62725,-10.029,-9.988475,-8.965825,-7.645225,-6.1968,-14.771325,-13.621,-12.788125,-11.561425,-11.54625,-10.7183,-9.016025,-8.2884,-17.125825,-15.498175,-13.744175,-11.345,-11.941325,-10.4298,-9.0086,-7.6118,-16.729,-10.234625,-8.63385
