DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS
1,0.25,-2.27328219825,-56.03327064,-0.27730623,-23.793835,-84.0172,-13.178,-13.85792,47.6504711725,0.28344950675,65.364725,0.5931019,8.29026375,393.0484216,1.81976140625,-9.367697
1,0.75,-3.115538641,-54.790154325,-0.38454546275,-23.2753725,-82.111375,-13.291525,-13.8356,47.73279699,0.27033723575,65.3644675,0.5696062,8.17041625,393.0704874,1.857607217,-9.34502
1,1.25,-2.511640543,-52.82114258,-0.346408417,-23.178,-82.171875,-13.21404,-13.894895,46.94407994,0.265694164,65.350585,0.5999627,7.95094,393.325825725,1.81009937825,-9.26724525
1,1.75,-2.192291789,-54.3841879925,-0.339267594,-23.55378,-81.38389,-13.1661525,-13.82505,46.894136475,0.26487857225,65.34778,0.6227855,8.486123,393.2446626,1.735023723,-9.28619625
1,2.25,-3.322371814,-55.299040295,-0.334560145,-24.01824375,-82.7676775,-13.17928,-13.88768,45.2965884,0.25993364025,65.358575,0.6120948,7.722662,393.199026525,1.758358272,-9.261012
1,2.75,-2.51335505,-55.39300253,-0.344587381,-23.8201775,-80.86996,-13.272735,-13.748265,44.133845735,0.26595093125,65.33637,0.585939625,8.247632,393.3705483,1.70746091475,-9.3221155
1,3.25,-2.3299384495,-55.785659125,-0.3340968785,-23.01117,-82.004665,-13.19233,-13.833975,42.466840765,0.27741644875,65.34616,0.6243644,8.268806,393.325720475,1.701702871,-9.3508485
1,3.75,-2.254775309,-56.56652535,-0.3407308425,-23.0538975,-81.256965,-13.303435,-13.70208,46.2226287575,0.256663291,65.3387875,0.62980355,8.3614835,393.113788175,1.690675826,-9.54839375
1,4.25,-2.673282276,-52.46441345,-0.35161687225,-22.38806,-81.19457,-13.44919,-13.772865,46.048286395,0.2495675425,65.334205,0.6219008,8.825447,393.137571775,1.6883700355,-9.542634
1,4.75,-2.46057993775,-53.6877696225,-0.3072858335,-22.9977575,-79.9882,-13.3561525,-13.978815,46.984973075,0.254808506,65.32681,0.6117205,8.4251705,393.10999555,1.76398817875,-9.6386395
1,5.25,-2.793413571,-53.82550102,-0.439323714,-21.90587375,-80.4316775,-13.39897,-14.00722,48.4983321475,0.25678114975,65.29853,0.6041897,8.140602,393.14302995,1.777090034,-9.691689
1,5.75,-1.136439982,-53.938442875,-0.3303763415,-22.1640325,-80.78803,-13.469145,-14.280265,45.96482316,0.2539099135,65.304095,0.5776204,8.131275,393.23015525,1.75878929775,-9.70915675
1,6.25,-1.515657121,-57.03581497,-0.344010174,-21.7205775,-81.05726,-13.5414425,-14.286605,46.46409057,0.256136019,65.31791,0.5496387,7.88624975,393.0711731,1.738634986,-9.7487195
1,6.75,-1.249066308,-59.0830367175,-0.4462736195,-22.5271925,-80.2911475,-13.49926,-14.159445,45.68311197,0.256504889,65.309435,0.5761064,7.887748,393.154611075,1.68130516475,-9.8640275
1,7.25,-0.88084658975,-57.25587719,-0.384664572,-22.49122125,-76.3410725,-13.532805,-14.072845,45.17205605,0.27050177075,65.3456025,0.572810925,7.54110275,393.15972495,1.694250166,-9.880946
1,7.75,-0.3495581185,-51.346969605,-0.263486075,-20.6781325,-63.40951,-13.81075,-13.986865,46.2323029825,0.2699634045,65.355675,0.557050075,7.38754,393.4825045,1.745181611,-9.9157605
1,8.25,0.33337904175,-35.0251150825,-0.21862492425,-16.6295775,-40.2647275,-13.57572,-13.94337,45.0286130275,0.2811243495,65.3580525,0.54732605,6.976284,393.66436965,1.74441713,-9.870577
1,8.75,1.427076562,-24.399261425,-0.032351902,-10.989585,-16.36669,-13.64292,-13.9390225,44.633692485,0.2966309925,65.3703075,0.536131,7.363049,393.778933475,1.781989802,-9.963739
1,9.25,2.921723932,-16.23446757,-0.0140418865,-6.73395,0.9295623,-13.597875,-13.652035,43.445986255,0.2996053025,65.41209,0.53526085,7.4952185,393.888006,1.86758609525,-9.90456475
1,9.75,4.6082972385,-10.84845863,-0.044040973,-4.231489,15.2061,-13.29119,-13.4620475,42.46551389,0.32354281025,65.42474,0.53325455,7.094568,393.971092725,1.91626910775,-9.790631
1,10.25,7.10490117,-3.28141907075,0.021908862,-1.796254,20.76241,-13.230825,-13.32273,42.24068886,0.3366414455,65.43966,0.49799355,6.1511825,393.6993131,1.9449110455,-9.641554
1,10.75,9.06397149175,2.102722563,0.02621240075,-1.1901220375,33.1662875,-13.2154025,-13.212825,42.51412586,0.357078108,65.46044,0.5162678,6.625037,393.7486538,1.971024672,-9.45305475
1,11.25,10.1142070775,6.19473244625,0.021199468,-0.4277845,44.2321625,-13.013315,-13.1559125,44.52945021,0.37892269675,65.4151,0.49977935,6.5807445,393.87858375,2.00144069475,-9.3274365
1,11.75,11.232623835,8.012379451,0.12284627975,1.52297475,52.87463,-12.9204825,-12.9839225,46.972196445,0.392630513,65.3971925,0.5121146,6.36027975,393.67057415,2.04779864575,-9.00496025
1,12.25,11.36823069,12.2686882875,0.189235422,2.613186,59.36609,-12.86415,-12.9896825,44.65818878,0.40198542675,65.36807,0.5066015,6.8141765,393.65698125,2.096804978,-8.870851
1,12.75,12.147597405,11.84598945,0.145150595,1.80277675,57.837545,-12.70254,-12.882465,43.60609728,0.4061368235,65.3372025,0.510061025,7.26612825,393.8892434,2.06811826,-8.61969325
1,13.25,11.5880677475,11.9931859,0.12979257,0.27169745,56.2453,-12.57396,-13.0394,44.56407232,0.4017055155,65.31606,0.5094916,7.1979425,394.03410875,2.1671260655,-8.36889325
1,13.75,10.7000212725,7.861623791,0.143761459,-0.786097925,44.26929,-12.4884,-13.12894,45.5141454,0.417398169,65.3396375,0.51816555,7.2891795,393.875090975,2.25332072175,-8.1461735
1,14.25,9.2474426955,7.29947506975,0.1440825245,-2.2698405,32.093025,-12.445125,-13.120195,45.285640675,0.3967899015,65.341575,0.515411775,7.355166,393.703780575,2.2410840285,-7.905426
1,14.75,7.20438850325,1.573854439,0.095087919,-4.41939675,15.146555,-12.53501,-13.0401075,46.40309743,0.37273515325,65.334775,0.5319224,7.43012,393.71638575,2.2415221615,-7.80419375
1,15.25,5.441617672,-0.29559190625,0.0154058745,-7.806994,-5.355875,-12.4740275,-13.04993,46.483275365,0.363623765,65.333835,0.534337025,7.00294675,393.5716772,2.265163651,-7.790102
1,15.75,2.782507434,-9.056616821,-0.014535667,-13.66892,-29.7263,-12.5928225,-13.234865,47.39177856,0.34008914375,65.335645,0.51872815,6.87644975,393.5278513,2.208867279,-7.773253
1,16.25,0.46858848825,-21.6649346,-0.09962743675,-18.6682,-58.9013725,-12.6835275,-13.37192,47.485042135,0.33387889775,65.36696,0.5236858,6.70618475,393.334079825,2.21878938575,-7.81180975
1,16.75,-0.3648420015,-37.4050960675,-0.170804711,-24.191135,-75.04213,-12.782585,-13.570335,47.707692,0.33187014975,65.39401,0.51991995,7.38707775,393.2743892,2.1495504415,-7.5912555
1,17.25,-0.389054865,-44.10488067,-0.19771533875,-27.571585,-80.50874,-13.124785,-13.57589,47.3554388275,0.31211778,65.36375,0.541359425,7.3699435,393.346919525,2.1093168455,-7.7390975
1,17.75,-1.214387643,-47.7164263625,-0.2312514905,-27.6879975,-83.50523,-13.084485,-13.665615,48.83333369,0.2903882875,65.3625675,0.527094,6.74995175,393.1153099,2.099158137,-7.97349725
1,18.25,-1.703114293,-50.562614055,-0.22551246575,-27.0574375,-83.237565,-13.103435,-13.76671,49.91762346,0.294907466,65.3944175,0.5387594,7.0099285,393.0969737,2.163113124,-8.03035675
1,18.75,-2.428993962,-49.1862845275,-0.220215824,-26.4497225,-83.41674,-13.167655,-13.6265725,50.698702685,0.2781587115,65.380165,0.54965695,7.24785075,393.02409815,2.09693255175,-8.279531
1,19.25,-1.32769063125,-48.423809045,-0.269366883,-26.3778575,-81.9914,-13.06109,-13.4976225,50.51817628,0.268955135,65.4048625,0.5879063,7.511951,393.23114545,2.00440810125,-8.1921715
1,19.75,-2.51758057875,-52.211981825,-0.24196994525,-25.56847875,-81.985565,-13.0723325,-13.560865,47.33701106,0.277141349,65.4075075,0.57879205,7.91489275,393.22113805,1.96535152675,-8.33896225
1,20.25,-1.37424584425,-50.96214413,-0.336306391,-25.1247475,-80.43701,-13.097475,-13.5470425,46.16813185,0.26506411675,65.41392,0.5284259,7.63926125,393.0857653,1.92076322475,-8.65991375
1,20.75,-1.164431298,-53.68671041,-0.238494256,-24.71023,-81.1295,-13.06914,-13.3904275,45.4699839075,0.2562090265,65.38933,0.57029095,7.60129975,393.15114565,1.89171885225,-8.778912
1,21.25,-2.19856906,-54.140197745,-0.236893613,-23.75633375,-81.768645,-12.951495,-13.358615,45.67185292,0.259483666,65.3863175,0.5637548,7.9410125,393.1288925,1.8090830715,-8.73046925
1,21.75,-2.395299283,-55.224212675,-0.3358401605,-24.085965,-82.50436,-13.0054325,-13.3732675,45.037402015,0.2577955845,65.409,0.57498245,8.22181825,393.280819675,1.810444631,-8.89970525
1,22.25,-2.582147589,-55.94817483,-0.266277779,-23.99071,-83.53344,-12.95814,-13.26283,44.97662013,0.267216356,65.42197,0.5641109,8.356786,393.399401675,1.78492501325,-9.04413
1,22.75,-2.25153746225,-56.228030445,-0.2539979075,-24.381655,-83.54269,-13.0185575,-13.476385,46.03889775,0.27544563875,65.40376,0.586373225,8.197684,393.3108474,1.74873045575,-9.133538
1,23.25,-2.96848465,-54.43109725,-0.385636516,-24.40545,-84.113075,-13.0172425,-13.5619775,44.963901805,0.26441270075,65.40181,0.571735175,8.19015925,393.065332,1.8052601535,-9.143606
1,23.75,-1.894347614,-56.82424184,-0.371199918,-23.8272125,-84.1723775,-13.0745375,-13.65442,46.38818372,0.280891496,65.38788,0.543773,7.97181375,393.3813429,1.865877214,-9.208878
2,0.25,-0.8325212455,-48.91661999,-0.30534263875,-23.609675,-77.02148,-13.884625,-14.25005,58.20572381,0.262236769,65.24768,0.457347825,6.327974,394.8027949,2.140330186,-8.498254
2,0.75,-2.357933355,-46.81832755,-0.2113896975,-23.4522075,-76.3346775,-13.99074,-14.625615,59.0427070725,0.256175363,65.2643025,0.5117742,6.04320775,394.93341465,2.139857532,-8.502571
