DOY2,HR2,CO2,H2O,FC,SC,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,6.75,513.79225,4.595085,0.388205075,0.079257375,-0.8347107,0.3241825,5.1503818,0.131637,99.6414,94.4915,-0.772999999999981,-2.81699999999998,0.7834275,291.4,303.02,-3.11,0.03063775,-0.22937,0.53074,-0.00846925,0.4717825,0.1744895,0.063385075,0.37848075,2.21715
1,7.25,515.962,4.5697225,0.51140125,0.0691066,0.62462745,0.27268,6.99768665,0.146957,99.6856,94.12125,-0.997249999999963,-3.04849999999999,0.84421675,293.015,302.635,-3.378175,2.476,0.478635,0.94971,-0.00923728,0.454923,0.160448,0.0517731,0.315639,2.17426
1,7.75,514.255,4.45611,0.49500545,0.0333321,0.14518725,0.364664,5.66924625,0.144847875,99.814375,92.902,-1.23399999999998,-2.84399999999999,0.926677,291.6575,302.7375,-2.5895,29.83625,13.2995,9.983825,-0.008541065,0.5538495,0.18234525,0.0862135,0.5642135,2.24518
1,8.25,515.6265,4.538105,0.482722475,0.037843125,1.81831275,0.618989,7.28385775,0.1131925,99.771,92.6925,-1.54049999999997,-2.83574999999999,0.985401,287.1,304.3425,12.916725,90.184,52.16925,33.43825,-0.00393108,0.663083,0.177832,0.0649417,0.38053,2.18254
1,8.75,513.706,4.4457425,0.45701415,0.017338725,3.725881775,0.842405,9.4033085,0.11428575,99.8061,91.6925,-1.44074999999998,-2.18749999999996,1.0605025,287.6875,305.2225,36.06825,214.45,124.7075,62.7815,-0.0180737,0.667461,0.202167,0.0727749,0.35467,2.21859
1,9.25,512.82925,4.6564725,0.2655205,0.00694933,10.395929,1.83156,10.903727625,0.40527325,99.8938,89.91825,-1.10074999999999,-1.75049999999996,1.07793,288.0425,306.1825,43.58825,379.3325,220.805,105.8345,-0.0120422,0.7409385,0.191792,0.08496175,0.473794,2.4517
1,9.75,513.09425,4.600745,0.0284487675,0.00622159975,25.9903385,1.838225,18.8740856,0.51566,99.899,88.889,-0.507249999999985,-1.73899999999998,1.182595,290.3,308.415,76.308,517.7975,294.58,104.27925,-0.0180972,0.682804,0.229092,0.0965218,0.60222,2.88182
1,10.25,510.65225,4.87013,0.077887225,0.00451506075,25.91248,1.34423,15.7385385,0.193574,99.9386,84.979,0.0857500000000329,-1.46199999999999,1.2355625,290.6,311.345,96.74325,597.63,334.2875,145.9725,-0.024156,0.707443,0.203156,0.115598,0.710012,2.73609
1,10.75,510.6585,4.719515,-0.074573825,0.030774775,36.8824,1.50974,18.0484244,0.404403,99.942225,85.744,0.793000000000021,-0.325499999999976,1.28431,291.86,315.75,107.39,677.42,277.4,120.06,-0.0239877,0.821921,0.246368,0.10490675,0.84467075,2.8246875
1,11.25,509.1865,4.51372,-0.0479987,0.023524475,34.2145995,1.6107725,18.488706,0.368706,99.926725,78.0865,0.947750000000043,-1.00049999999999,1.518095,291.9925,316.59,115.7375,713.135,414.4725,180.2725,-0.02453145,0.93879375,0.25517125,0.10740825,0.836037,2.7906925
1,11.75,508.83425,4.54801,0.164475325,0.02923905,40.68268375,1.105315,23.562604775,0.30834875,99.89015,78.3465,1.33775000000003,-0.862499999999984,1.726885,291.9525,315.1625,105.0975,826.145,449.1525,182.125,-0.02938245,1.12302,0.281307,0.17308125,0.947908,2.98878
1,12.25,507.836,4.48174,0.157259175,0.01160485,32.77390475,1.11739,18.1457475,0.251603,99.858325,79.0255,1.49475000000004,-0.556999999999988,1.8542,292.285,316.29,93.70675,815.4275,443.1675,168.135,-0.02591365,1.06886,0.2798245,0.1713205,1.1891325,3.4762225
1,12.75,507.381,4.48366,0.0555543,0.045478075,34.3038195,0.921144,23.59412825,0.34233375,99.8466,79.035,2.1045,0.073000000000036,1.79897,295.1625,316.9925,77.8385,779.69,434.73,170.9275,-0.026296925,1.03077,0.29219825,0.17546125,0.99089425,3.6465425
1,13.25,507.776,4.4069275,-0.114629515,-0.00017476675,33.80686975,1.26113,22.22240955,0.49075775,99.8071,78.59425,2.572,0.317000000000023,1.633825,299.23,317.255,73.06375,613.51,392.56,161.28,-0.038441,1.23563,0.280488,0.176838,1.04939,3.27612
1,13.75,507.401,4.29652,0.2915063,0.018099,26.21419,1.18634,21.93317,0.225773,99.7596,78.95575,2.46000000000004,0.534750000000016,1.70006,301.045,317.05,60.33325,511.12,350.0725,144.9225,-0.0415189,1.04189,0.283964,0.195903,1.22158,2.96396
1,14.25,507.195,4.61012,0.3059797,0.0205557,21.909633,0.560083,20.78012,0.326287,99.75445,81.221,2.05825000000001,0.0970000000000368,1.71271,298.395,316.585,46.4145,433.09,298.47,112.785,-0.033006675,1.0355005,0.30495225,0.1943,1.4052875,3.25875
1,14.75,507.362,4.31787,0.384257725,0.018727275,18.125401975,0.46564875,14.93338,0.205892,99.749675,83.152,2.06250000000003,-0.00899999999995771,1.73475,296.055,315.8925,33.391,339.8875,228.985,76.10625,-0.0184923,1.17191,0.30057875,0.1735825,1.08952,3.1204725
1,15.25,507.628,4.3513675,0.20437799,0.0232759,11.962867,0.273214,14.667613,0.114198,99.7631,80.1795,2.12200000000001,0.345250000000006,1.779855,295.965,315.3575,18.09025,237.08,163.185,75.67075,-0.028304,0.956416,0.294257,0.151864,0.894997,3.27941
1,15.75,507.68,4.39304,0.332623925,0.051536125,9.864414125,0.13842275,17.645365225,0.1409855,99.7558,83.408,2.19,0.672500000000012,1.79623,295.42,314.6675,3.824625,140.5,82.26675,55.2825,-0.0235324,1.06134,0.300094,0.162259,1.0913,3.15023
1,16.25,507.543,4.2919425,0.305366125,0.047143,5.913619725,-0.01059935,12.93567165,0.163432,99.7788,84.064,2.07800000000003,0.233000000000004,1.7811125,295.1625,313.655,-2.768975,51.36025,26.246,18.35675,-0.0341924,0.992316,0.256522,0.148091,0.715928,2.94303
1,16.75,507.98,4.33945,0.5315254975,0.056125,0.8964911,-0.12395225,12.84381915,0.23340625,99.7783,84.1465,1.85500000000002,-0.465499999999991,1.66125,292.4625,310.415,-6.1263,7.3024,1.245375,1.6702,-0.0229962,1.18951,0.237867,0.158651,0.573724,2.82893
1,17.25,508.126,4.31376,0.4711776,0.0865147,0.773717,-0.121879,13.153494,-0.01138865,99.7838,84.6505,1.56400000000002,-1.07899999999998,1.666125,291.795,306.435,-6.306625,0.17752,-0.57415,0.424505,-0.0102602,0.786783,0.236972,0.149392,0.476777,2.59034
1,17.75,506.76075,4.298315,0.715276375,0.037166925,0.208817975,-0.027135025,13.042885,0.281565,99.7849,85.1515,1.32275000000004,-0.994999999999991,1.616635,291.995,306.195,-6.143225,0.025235,-0.839355,0.451915,-0.01350925,0.67158475,0.20481175,0.1177435,0.5534875,2.481025
1,18.25,507.4385,4.328785,0.651380225,0.045476525,-0.1242363,-0.0498407,11.4906481,0.12285575,99.795,86.65375,1.09125000000002,-1.101,1.466495,289.74,305.97,-8.206575,0.02312375,-0.352715,0.410435,-0.0081161675,0.598379,0.20672925,0.12216375,0.45075175,2.4755225
1,18.75,508.36,4.316325,0.70937295,0.04849945,-0.49406765,-0.0787899,9.194382,-0.00155316,99.7884,83.948,0.813500000000033,-1.16399999999999,1.3608525,289.715,305.815,-9.4613,0.0243865,-0.37784,0.49058,-0.006382565,0.7421305,0.2365885,0.1129225,0.486254,2.614615
1,19.25,510.2535,4.242615,0.5055113,0.04618345,0.0218993,-0.0034217,8.837354,0.10852305,99.8005,84.22,0.377500000000026,-1.78199999999998,1.319855,290.095,305.18,-7.7439,0.0237565,-0.43135,0.71491,-0.00446829,0.875673,0.2578155,0.1772735,0.702237,2.730175
1,19.75,511.44,4.262405,0.757678125,0.08481575,0.61980425,0.059528675,10.8114035,0.1460975,99.7775,84.368,0.283500000000032,-1.97399999999999,1.3056225,289.74,304.5,-8.4755,0.023276,-0.32353,0.633315,-0.005737295,0.923007,0.22754775,0.144286,0.620278,2.850485
1,20.25,510.9465,4.24775,0.84132665,0.046818875,0.26572175,0.01016975,8.1112504,0.0952434,99.71975,87.34325,0.210000000000008,-2.24949999999997,1.315105,290.215,304.1,-8.57575,0.02399,-0.418165,0.477625,-0.00839276,1.09509,0.2777775,0.1578075,0.782221,2.5566
1,20.75,511.188,4.1867375,0.5329515443,0.0512357,0.830338,0.05406795,9.84646105,0.0812138,99.687575,85.956,0.146000000000015,-1.71899999999999,1.236975,291.18,303.915,-8.6271,0.02374175,-0.60247,0.558775,-0.0117381,0.96401125,0.2606065,0.16834975,0.69968425,2.2205225
1,21.25,510.01375,4.19785,0.64591,0.0204609,-0.970689,0.0519169,10.5950945,0.12216,99.6023,85.042,0.187250000000034,-2.24399999999997,1.2185725,291.525,303.875,-8.09805,0.022922,-0.332465,0.517315,-0.008167565,1.0029835,0.2154485,0.1132545,0.4728235,2.30654
1,21.75,508.56,4.3215,0.709131,0.0359446,-0.89117,0.12222345,8.78806725,0.2268325,99.645725,86.254,0.112000000000023,-2.21899999999999,1.17615,291.47,303.995,-8.3855,0.023128,-0.767645,0.35875,-0.0128527,0.81289,0.2139215,0.121905,0.6178135,2.3650925
1,22.25,508.374,4.34491,0.8083288,0.0381354,-0.3173967,0.18459625,9.32500515,0.0751135,99.653275,87.72,0.313000000000045,-2.16699999999997,1.12774,291.765,303.97,-8.97955,0.02420375,-0.580125,0.45405,-0.012169425,0.8337285,0.218022,0.13667275,0.612322,2.619575
1,22.75,513.95975,4.51083,0.75791875,0.069855075,-0.809648,0.256481,8.53305,0.443666,99.7011,89.17675,-0.0374999999999943,-2.50899999999997,1.0209725,294.4,305.27,-8.8562,0.024805,-1.25685,1.03113,-0.014516,0.985162,0.240428,0.121012,0.507828,2.41453
1,23.25,509.29125,4.2964825,0.45968882,0.0674967,-0.3507834,0.1336045,8.648961,0.159690525,99.712,89.12,-0.156999999999982,-2.10624999999999,1.069505,294.0375,301.995,-8.03225,0.023496,-0.6535475,0.4781025,-0.0116001,0.628353,0.232112,0.117955,0.589616,2.47967
1,23.75,509.2875,4.4930825,0.50725825,0.03060665,-0.1555245,0.155774,8.202752125,0.231959975,99.702,89.553,-0.256249999999966,-2.11824999999999,1.0436175,294.83,301.0375,-5.53705,0.021232,-0.61207,0.397235,-0.0115837,0.949383,0.208061,0.0952398,0.556678,2.33164
2,0.25,525.477,3.61388,0.623983,0.0490099,-0.398429,0.0215973,3.90070241375,0.09543828375,99.5669,88.515,-2.15099999999995,-3.09699999999998,1.53326,269.99,289.04,-9.6965,0.0087245,-0.17075,3.1446,-0.000421626,0.485142,0.156781,0.0479633,0.356937,1.68086
2,0.75,525.224,3.698005,0.61078795,0.0936924,-0.6001715,0.450445,5.67099485,0.188105525,99.55175,89.252,-2.51149999999998,-3.27949999999996,1.329835,266.875,288.885,-8.725,0.0069476,0.089439,2.6981,-0.00172096,0.3388775,0.15398,0.0384695,0.248335,1.599295
2,1.25,525.5415,3.3939675,0.6893628,0.140599,0.1483437,0.262511,5.893207,0.178531,99.573175,88.2965,-2.81774999999997,-3.96425,1.266125,266.4675,289.535,-11.55175,0.00829595,0.2588125,2.900225,-0.00085069125,0.34922125,0.17314,0.0480594,0.3359985,2.00509
2,1.75,526.1935,3.3413625,0.69345165,0.1213465,-0.475572,0.529936,3.81038785,0.08693474,99.574925,87.1975,-2.98074999999996,-3.86099999999998,1.439565,262.87,288.61,-14.16375,0.002139425,-0.4533125,3.014175,-0.0013630625,0.44422625,0.1368055,0.047691675,0.31614075,1.2650725
2,2.25,527.547,3.2036,0.809246,0.15934275,-0.311047875,-0.0764479,5.4982234875,0.615169375,99.5568,89.009,-3.59699999999998,-4.51499999999999,0.876259,264.52,287.31,-4.9557,0.0019233,0.11699,3.1673,-0.000770482,0.268681,0.13878,0.0234211,0.240702,1.04156
2,2.75,528.851,3.1778,0.708448325,0.124802,-0.1953429,0.040106735,3.400003275,0.2150702875,99.5558,86.461,-3.71599999999995,-4.41999999999996,1.32973,261.6,286.96,-18.378,0.0030956,0.15785,3.0119,-0.00155362,0.411557,0.16216,0.0458609,0.28831,1.38342
2,3.25,537.82125,2.96025,0.5729469,0.0886255,0.064114,0.552937,2.3634704625,0.1436422,99.53405,87.01,-5.27374999999999,-6.02424999999998,0.834553,251.85,280.54,-10.7075,0.00718604,0.3157475,3.02575,-0.0012704775,0.1690135,0.1119571,0.0203568175,0.1535935,0.79329775
2,3.75,539.27025,3.1909575,0.696754,0.156766,0.08426,1.0897,3.871181721875,0.175392275,99.50885,88.656,-4.33724999999997,-5.09425,0.81437275,269.4325,285.22,-7.205625,0.00589905,0.31695,2.841675,-0.001560735,0.32417825,0.15587425,0.04374795,0.28848325,1.045087
2,4.25,545.365,3.872655,0.5362532225,0.22148025,0.01844375,0.360508,3.97420148125,0.21198585,99.4556,89.763,-3.07549999999998,-4.25349999999997,1.0947445,275.035,290.615,-3.00495,0.0100099,0.31088,2.9754,-0.00136161,0.724369,0.1561085,0.0422738,0.249812,1.495825
2,4.75,545.615,3.6800225,0.790785,0.287724,0.411434,0.662226,4.654496953125,0.2159623875,99.5035,88.511,-3.93674999999999,-4.60074999999999,1.0896,269.65,288.64,-6.01975,0.011778475,0.3048525,2.890475,-0.002164355,0.3857005,0.14641575,0.029948175,0.206378,1.7198475
2,5.25,555.041,3.06266,0.557834515,0.1788595,1.20953825,0.392087,5.8581691175,0.35068225,99.4411,88.989,-3.68149999999997,-4.69499999999999,0.975761,272.81,286,-4.8484,0.011716,0.0085979,2.5712,-0.00216183,0.465174,0.156992,0.0736557,0.332539,2.32106
2,5.75,553.25825,3.71553,0.6830844,0.40414275,0.6635125,0.4623885,4.36248590416667,0.247207216666667,99.4963,89.986,-3.76124999999998,-3.791,0.9962605,265.695,286.61,-6.5626,0.01015615,-0.0350645,2.41745,-0.002570235,0.3220515,0.1405305,0.03636085,0.241992,1.577875
2,6.25,564.49625,3.28079,0.4643365,0.315025,-0.251722,0.26718575,4.52754997083333,0.376458808333333,99.5002,90.1675,-3.89349999999997,-4.76649999999998,0.95297,257.61,287.025,-3.99035,0.043786,-0.0172705,2.55835,-0.00184312,0.289018,0.1027332,0.0365742,0.19788,1.19637
2,6.75,556.728,3.8787925,0.6429154,0.273999,0.3551945,0.3579995,3.9462064,0.1527234,99.5206,90.42725,-3.63899999999995,-4.51924999999997,0.8727285,273.455,289.565,-3.236925,9.40585,4.328175,5.388975,-0.0016419675,0.366214,0.12270325,0.027873,0.19694875,1.345925
2,7.25,561.43675,3.78515,0.696043,0.171744,2.93069,0.14261225,4.7318409625,0.465080625,99.4553,90.306,-3.50224999999999,-4.37,0.988316,265.3,289.73,-0.90566,63.01325,34.478,26.165,-0.00153921,0.464896,0.160499,0.0525375,0.233935,2.40736
2,7.75,563.60375,3.594335,0.67383465,0.1576014,-1.03576,0.6838455,6.039701625,0.6578739375,99.5333,91.0305,-4.19124999999999,-4.39449999999999,0.8341405,270.515,289.91,18.1135,145.05,142.48,93.305,-0.002061675,0.232065,0.1397655,0.0312281,0.1720145,0.7831735
2,8.25,558.87675,3.77096,0.70788265,-0.007318865,3.16523075,4.185265,10.10127675,0.18558725,99.5215,88.853,-3.40574999999997,-3.11599999999999,1.30508,274.31,294.52,39.883,376.555,228.41,151.95,-0.00161077,0.717789,0.130211,0.0483672,0.316323,2.09987
2,8.75,550.463,4.0313725,1.0036035,-0.009775915,5.6906545,5.34821,11.75633775,0.2097855,99.439425,87.6005,-2.16449999999997,-2.14599999999998,1.2124775,279.845,299.6575,53.96425,567.16,306.8025,216.7075,-0.0015117125,0.73464325,0.20326125,0.0702536,0.6348475,2.3592575
2,9.25,525.922,4.11794,0.171715825,-0.040382525,9.938025,4.68463,13.9035933125,0.504908125,99.5147,82.685,-2.44899999999997,-2.96599999999995,1.48555,276.51,303.19,65.273,696.0375,378.74,273.36,-0.0113642,0.950794,0.198488,0.129142,0.742793,2.59225
2,9.75,518.29425,4.43759,0.1525551,-0.00725895,20.85332,2.868575,14.2518838,0.454226,99.4542,78.849,-0.73399999999998,-1.12799999999999,1.86893,279.87,310.75,94.342,863.9075,476.19,324.515,-0.01401695,0.8433625,0.1765365,0.1007032,0.826968,2.763555
2,10.25,516.481,3.69783,0.0944159,-0.0107565,20.821786,2.75429,19.2620383625,0.379889125,99.525525,69.008,-1.02549999999999,-0.898999999999986,2.0414475,266.755,312.13,116.5025,981.525,539.245,409.03,-0.0248995,1.11425,0.24687425,0.142787,1.053125,2.9933375
2,10.75,514.7905,4.431405,-0.1741441,0.013628225,30.75463075,2.7168,22.3319022,0.6047725,99.50315,68.4115,0.773000000000025,0.240500000000025,2.35291,273.845,318.12,151.53,1062.2,579.035,429.765,-0.0266299,1.1557,0.2474185,0.172319,1.23544,3.468235
2,11.25,515.70025,4.52319,-0.3688102,0.0188019225,33.81712,2.843875,26.684543875,0.420146,99.5338,63.953,0.796250000000014,0.593500000000006,2.58662,270.315,319.6025,168.7775,1166.25,636.7775,496.515,-0.03342515,1.5807925,0.29544425,0.2126425,1.3536925,3.7018825
2,11.75,517.541,4.90897,0.084005675,0.0256744,35.2882693,2.1465525,31.0439592125,0.372519375,99.5334,66,1.09900000000005,0.723000000000013,2.71405,273.54,322.64,160.01,1190.65,648.26,513.35,-0.0190575,1.63471,0.249259,0.157313,1.34156,3.63118
2,12.25,513.995,3.90084,0.285134895,0.0028107,45.05296625,1.47543,28.336191125,0.345012875,99.5237,62.469,0.52800000000002,-0.270999999999958,3.0499,275.97,319.53,190.41,1227.65,662.74,521.7,-0.0452238,1.7165,0.296384,0.202531,1.49463,4.02548
2,12.75,513.094,4.07315,-0.13672925,0.00471151975,34.33991075,1.52877,33.670867125,0.368952875,99.4889,63.062,0.396000000000015,-0.170999999999992,3.19595,283.22,318.54,176.82,1214.175,654.06,510.52,-0.0311943,1.50425,0.30201,0.225053,1.52588,3.64584
2,13.25,515.16,4.81569,-0.03403455,0.016522575,32.3072265,1.128915,32.761967275,0.997253875,99.42515,61.56225,1.98225000000001,1.45924999999999,3.424675,284.4675,321.285,144.985,1149.25,627.035,475.68,-0.0349625,1.583655,0.31628575,0.230253,1.52358,3.935025
2,13.75,514.638,4.2910375,-0.373903005,-0.0066432525,26.8264205,0.964673,31.9563895,0.33787525,99.431975,60.45075,0.91625000000002,0.355000000000018,3.32118,290.815,318.925,124.2075,1055.5,583.68,462.215,-0.03225725,1.452815,0.31488775,0.21667625,1.7569975,4.3726175
2,14.25,512.474,4.521085,-0.0362917,0.0130095,14.29138625,0.956277,35.0325415,0.3289705,99.391075,60.01025,1.75675000000001,1.32000000000001,3.407835,288.415,320.5875,115.5525,966.68,532.2525,425.5425,-0.051500475,1.334405,0.31238175,0.2064375,1.557055,4.1087825
2,14.75,512.551,4.3957275,-0.093589775,0.0284624,11.199788,0.685577,27.83460175,0.504235,99.3801,59.63825,1.33850000000003,1.02550000000004,3.40725,290.0725,318.9325,105.68,851.89,474.33,357.2825,-0.05945565,1.3008,0.30614625,0.209149,1.7248325,4.232575
2,15.25,512.283,4.49029,-0.10732897,0.0058278975,4.51827,0.48063675,26.237362,0.0927277125,99.4683,58.831,2.17000000000002,1.51800000000003,3.38264,290.47,319.03,61.651,677.975,385.61,292.22,-0.0414509,1.15878,0.291715,0.181089,1.53073,4.04861
2,15.75,511.455,4.54709,0.206100925,0.0281107,-1.48720925,0.41148975,27.6023078625,0.277587,99.41835,59.152,2.19900000000001,1.56250000000003,3.345675,288.845,316.805,37.668,514.315,293.135,226.58,-0.04808795,1.191595,0.311588,0.1742815,1.26929,4.29667
2,16.25,511.22525,4.352655,0.310832625,0.03638845,-0.92460375,0.20183775,21.435116575,0.31878175,99.484075,57.56525,1.24025000000003,0.663750000000022,3.25818,276.8575,311.735,12.49525,353.29,219.0775,155.33,-0.034743775,1.2382225,0.2972245,0.202934,1.2680275,3.9376125
2,16.75,510.74575,4.46388,0.277881,0.031585075,-1.56552645,-0.0247293,20.223480325,0.359103125,99.416325,58.8105,1.93675000000003,1.15300000000002,3.1653225,285.25,312.25,-8.741625,188.78,116.715,90.64275,-0.041991575,1.18936,0.28429525,0.1880605,0.9934155,3.8252975
2,17.25,511.799,4.49078,0.349801575,0.027470575,-6.84275675,-0.407307,14.543319,-0.031177525,99.5143,62.58,1.82900000000001,0.744000000000028,3.06331,278.94,313.87,-14.946,46.15,20.45,18.694,-0.0324581,0.862831,0.254886,0.114859,0.649897,3.30555
2,17.75,513.023,4.40894,0.543823085,0.069342275,-6.79769175,-0.597884,16.6637501375,0.07035225,99.49445,64.247,1.42150000000001,0.590500000000048,2.65316,278.165,311.025,-17.278,5.5627,-0.43338,2.5309,-0.0162748,0.5735285,0.2029235,0.0855914,0.4261745,2.77264
2,18.25,515.782,4.46229,0.5865603,0.1213785,-8.8227185,-0.609845,12.25482605,0.145179875,99.4898,68.525,1.47400000000005,0.147000000000048,2.56945,278.42,311.22,-22.218,0.039841,-1.53,1.9937,-0.0137168,0.546338,0.209966,0.120264,0.536994,2.68139
2,18.75,517.27775,4.3312575,0.738929175,0.10050825,-7.0416725,-0.43533525,12.44784725,0.165722295,99.533675,71.1885,1.00525000000003,0.225750000000033,2.488525,276.8125,310.4825,-19.9605,0.009224375,-0.93552,2.351175,-0.0067553025,0.477134,0.188852,0.078307,0.36758825,2.728145
2,19.25,519.53575,4.293285,0.8273761,0.06876335,-8.0841985,-0.260753,10.7490632916667,0.143499608333333,99.549375,72.47875,0.990750000000034,0.242750000000044,2.484325,278.675,307.3175,-16.620425,0.00765905,-0.685455,2.3023,-0.007250675,0.51401125,0.18104475,0.063083125,0.33299675,2.7442875
2,19.75,518.839,4.31284,0.833031975,0.06243025,-4.7367415,-0.28214575,10.2158180833333,0.0850260416666667,99.5603,71.84,0.897000000000048,-0.387,2.26024,267.31,303.83,-19.695,0.0069796,-0.59716,2.1874,-0.00341492,0.541652,0.185425,0.0768593,0.383258,2.75064
2,20.25,516.193,4.30049,0.753506415,0.0744035,-5.6327705,-0.277529,7.345471575,-0.0176618,99.570575,73.8855,0.368750000000006,-0.781249999999984,2.1558475,267.095,300.4625,-25.012,0.00610725,-0.636145,2.0304,-0.00396898,0.541249,0.19660775,0.07771825,0.39828325,2.4216075
2,20.75,516.71175,4.0990975,0.87491002,0.0996244,-4.54242125,-0.2465265,6.391764275,0.2756344,99.577125,76.32125,-0.0182499999999522,-0.919999999999988,2.05098,267.38,300.6375,-27.80625,0.00317245,-0.66505,2.4407,-0.00097602925,0.44376725,0.16986425,0.0593021,0.424141,2.1767775
2,21.25,517.475,3.9066,0.85743535,0.057264925,-2.931238825,-0.036821375,6.829227125,0.465239975,99.5627,81.186,-0.19399999999996,-0.907999999999959,2.02672,266.82,298.52,-26.612,0.0056422,-0.72181,2.4535,-0.0012836,0.415841,0.143035,0.049267,0.277751,2.08367
2,21.75,518.52,4.09152,0.61151225,0.05522205,-2.8842987,-0.0959682,5.604168625,0.08117785,99.52,82.781,-0.217499999999972,-0.918999999999983,2.037735,266.81,298.635,-26.877,0.00614035,-0.779995,2.78795,-0.00371544,0.379108,0.168766,0.04617835,0.2441145,1.96216
2,22.25,517.705,3.80709,0.760041605,0.1049135,-1.80520295,0.192872,5.8415514,0.16754825,99.5769,84.542,-0.283999999999992,-1.36499999999995,1.9115,265.4,294.61,-26.446,0.0015519,-0.30323,2.6366,-0.0027763,0.575191,0.187642,0.0702908,0.250178,3.01589
