DOY2,HR2,LE,H,FC,USTAR,TA,WS,CO2,VPD,H2O,RH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,G
1,0.25,-4.08608,-265.4656,-11.13105,0.0505973125,-22.8369725,0.310737725,397.88605,0.0135847217342447,2.164257,55.474415,-53.5228395,-3.932965375,-0.42688639875,187.618025457356,224.94976878649,-5.2884
1,0.75,-7.162497,-268.915,-12.5377325,0.072768535,-22.137935,0.344948825,398.6625,0.000119207115029274,2.2222475,54.04356,-53.1532575,-4.02391865,-0.302794355,188.540788888699,225.07216128304,-5.2884
1,1.25,-8.512644,-164.6229,-2.167818,0.1021183,-22.94643,0.205950125,398.11585,0.00623717917394388,2.22006,52.538874875,-52.8117685,-4.1110883375,-0.68730086875,186.805552612538,223.81901143374,-4.98515
1,1.75,-7.65060825,-176.178375,-7.0450235,0.1001766275,-22.389515,0.24041725,398.015775,0.000126581982676955,2.20873,53.201425,-53.7144015,-4.1545074,-0.530570235,188.580453121163,223.522052027426,-5.01915
1,2.25,-4.334282,-171.4468,-2.77556375,0.08562994,-22.954215,0.2489442,397.8708,0.000117932825899475,2.26832,55.313827625,-52.1918925,-4.0931015375,-0.55358011625,185.100474854656,223.301500634099,-5.0461
1,2.75,-7.547955,-135.76025,-4.6312725,0.09176988,-22.81016,0.3159728,398.17005,0.000109114373726405,2.2581475,53.66602,-53.190881,-4.3537789,-0.62010792,185.625392450119,222.724586233803,-5.0658
1,3.25,-10.29818875,-101.665675,-2.37079675,0.0891124125,-23.54794375,0.14057352,398.2948,0.000116975589184276,2.229949,58.2892175,-52.082630125,-4.13008175,-0.7502416875,182.697045817055,221.04529083973,-5.091
1,3.75,-6.02068525,-216.039225,-4.703529,0.0733055,-22.66805,0.396078125,398.0854,0.000109783099455197,2.113233,55.073784,-52.745602,-4.15332715,-0.148317564,186.591903017789,223.228868833801,-5.10515
1,4.25,-11.0516875,-194.52105,-1.622058,0.0889365,-23.50300375,0.2363696,398.3775,0.000115415650926487,2.111833,55.61438625,-51.508126375,-3.6342972625,-0.277235904375,184.26208550381,221.662295993212,-5.11075
1,4.75,-8.746704,-169.497475,-9.040386,0.0905236425,-22.56197,0.283094375,398.777175,0.000111133446289102,2.2111565,56.597928,-52.286873,-4.00467225,-0.448804375,188.052474280448,223.70155864372,-5.1245
1,5.25,-7.848304,-186.948425,-4.45322325,0.09862706,-23.4192025,0.195738275,398.6902,0.000132846638007722,2.102995,57.881733625,-51.308153875,-3.936677525,-0.28758881375,183.315286070391,221.416253812071,-5.1308
1,5.75,-4.94047475,-210.1399,-5.9585905,0.06144077,-23.40502,0.1853778,398.7778,0.000113984030197134,2.10115,59.36258,-52.811137,-4.03154495,-0.3516174,189.140984506659,221.612288722509,-5.1361
1,6.25,-11.1684475,-161.870075,-4.397048,0.0964746825,-23.7447675,0.155431625,398.85175,0.000117816700236695,2.0889915,59.38332,-50.954227375,-3.7936066625,-0.45239756125,183.494831084938,221.110192422891,-5.3011
1,6.75,-4.886411,-136.202775,-5.129516,0.078456935,-22.927245,0.2290038,398.03655,0.000115320877148884,2.169936,60.3927495,-51.8318845,-3.7784564,-0.44946122,190.437018469568,222.727942404265,-5.3011
1,7.25,-7.0995135,-176.923625,-2.878782,0.058225095,-22.9230225,0.28121535,397.5926,0.000170293021438353,2.157465,58.614084875,-45.37534475,-1.910238725,-0.251562538375,184.329522682856,221.715430840222,-5.0331
1,7.75,-2.739217,-205.77485,-3.264189,0.10739,-22.452575,0.2151065,399.2433,0.00011793571628016,2.1201765,53.8693845,-35.2197335,1.62755005,0.170764355,190.730625047897,224.360554140268,-5.0654
1,8.25,-14.8875055,-150.37005,-14.4556055,0.11450565,-22.3949225,0.356357425,399.33215,0.000168221909290653,2.127388,51.057211375,-0.482690525,5.0588467375,0.97867380125,187.725794138909,225.243240705058,-5.0969
1,8.75,-4.47995,-166.3429,-6.34418,0.09579141,-22.018145,0.17504665,398.3675,0.000167014688438438,2.12799,50.36705,-3.49875915,9.4281973,1.869225,191.159270446735,227.946469394888,-5.1080625
