DOY2,HR2,FC,H,LE,USTAR,WS,NETRAD,PPFD_IN,SW_IN,TA,RH,VPD,PA,G,TS_1_1_1,TS_1_2_1
1,0.25,6.261475,1.41075,19.53175,1.1316,5.508075,0.814,0,0,8.8425,100,6.14075,91.5,-0.839,1.887375,1.114425
1,0.75,7.1908,7.049,16.69675,1.192875,5.404325,2.3415,0,0,8.27675,100,5.15675,91.4275,-0.839,1.9221,1.1349
1,1.25,6.38465,8.51825,7.78925,1.0619,5.525325,0.23375,0,0,8.6225,100,5.53475,91.4275,-0.839,1.8555,1.144825
1,1.75,5.5785,4.2165,16.7185,1.1265,5.1396,0.45675,0,0,8.6305,100,5.98,91.5,-0.839,1.94515,1.14615
1,2.25,4.0346,5.35825,10.0685,0.840875,5.424175,0.963375,0,0,7.8315,100,5.5225,91.5,-0.839,2.062525,1.2172
1,2.75,3.94955,5.63,19.74125,0.9263,5.00955,1.716375,0,0,7.8835,100,5.567,91.5,-0.839,1.952475,1.222375
1,3.25,2.0439,42.832,12.55975,0.98575,4.90535,0.98275,0,0,8.716,100,6.14,91.5,-0.839,1.98865,1.27845
1,3.75,7.1714,3.35975,14.62,1.0185,5.008225,0.5305,0,0,9.28425000000001,100,7.09,91.4275,-0.839,1.89785,1.285875
1,4.25,2.6508,21.376,18.946,1.22675,4.972825,-0.047625,0,0,8.507,100,6.8235,91.4275,-0.839,1.830275,1.237225
1,4.75,3.746125,19.2505,10.944,0.8685,4.919825,0.34025,0,0,9.46575,100,7.5795,91.4275,-0.839,1.9264,1.1965
1,5.25,2.723,18.6675,25.6775,0.9902,4.4233,-0.10425,0,0,9.99025,100,7.35199999999999,91.355725,-0.839,1.819425,1.170925
1,5.75,5.8653,90.64225,39.16,0.81805,4.6647,-0.51775,0,0,9.5665,100,7.2575,91.355725,-0.839,1.8493,1.144925
1,6.25,4.43675,117.975,77.67,0.7805,4.361425,0.531299999999996,0,0,9.562,100,7.30525,91.4275,-0.839,1.837025,1.128975
1,6.75,5.64825,140.0885,46.62,0.832925,4.78915,-0.85835,0,0,9.29925,100,7.165,91.4,-0.839,1.784725,1.1245
1,7.25,2.730125,200.46825,50.7675,1.0426,4.9654,-0.4839,3.230425,2.683425,8.82675,100,7.095,91.4,-0.839,1.907275,1.113025
1,7.75,2.884025,283.20875,71.6125,1.05255,4.8666,2.5485,35.927725,18.125425,8.746,100,6.64,91.4,-0.839,1.832275,1.131625
1,8.25,1.046,232.685,76.1695,0.96495,4.714025,24.0875,97.7225000000001,67.180625,8.9365,100,6.53775,91.5,-0.839,1.696575,1.14725
1,8.75,4.25534999999999,295.14125,63.34,1.15305,5.174175,54.8025,193.8505,136.728,9.3455,100,7.0335,91.5,-0.839,1.559775,1.1516
1,9.25,1.02725,333.7435,68.70925,0.938099999999999,4.94525,105.5875,333.745,200.7505,9.55675,100,7.171,91.527775,-0.839,1.511675,1.123925
1,9.75,3.17975,309.45125,56.5135,0.8723,4.703375,203.1625,585.4025,294.52225,9.923,100,7.2805,91.527775,0.111299999999998,1.484775,1.107625
1,10.25,3.45877499999999,241.16,47.26825,0.9531,5.06015,264.75,751.825,386.123,10.73775,100,6.9995,91.555,0.121599999999995,1.4719,1.09795
1,10.75,2.3789,361.892,74.27025,1.0629,5.0218,284.5,801.775,431.43675,10.784,100,8.09899999999999,91.628225,0.476474999999994,1.567475,1.046825
1,11.25,2.9522,248.1465,31.46975,0.925,4.614025,308.4625,918.825,453.10275,12.84375,100,10.0505,91.601,0.875474999999991,1.6521,1.03855
1,11.75,3.6646,274.83125,57.77,0.9351,4.7719,327.4925,954.8255,496.10425,13.867,100,11.274,91.527775,1.30997499999999,1.776275,1.031375
1,12.25,3.764,175.5175,46.252,0.9097,4.904225,340.4875,972.9555,505.0755,14.35825,100,11.742,91.5,2.14887499999999,1.764375,0.9429
1,12.75,4.57835,107.43,33.498,1.05675,4.74625,341.6,962.3175,498.11325,14.3715,100,11.92975,91.5,2.96572499999999,1.72015,0.96085
1,13.25,5.6793,83.175,33.912,0.9126,4.502975,340.625,954.375,477.3465,14.37475,100,11.884,91.4275,3.90085,1.734775,0.9891
1,13.75,3.4578,46.44,9.394,1.1772,4.8823,288.0025,859.935,442.79275,15.11275,100,12.23125,91.4,0.691724999999994,1.839875,0.996625
1,14.25,3.9425,9.9575,7.758,1.081125,4.8555,262.8,774.269,331.205,14.94675,100,12.288,91.4,2.4396,2.027825,1.014425
1,14.75,3.7625,6.49,10.638,1.1168,5.5307,207.02625,643.3325,321.535,14.6375,100,12.376,91.4,1.19545,2.1948,1.020225
1,15.25,2.18285,61.6475,5.308,0.9861,4.656425,162.475,515.4825,274.915,14.26075,100,11.95725,91.7135,-0.221075000000003,2.409675,1.0742
1,15.75,2.603125,2.2725,7.51,0.930175,5.341875,107.91875,375.31,193.2725,13.9855,100,11.206,91.7135,-0.839,2.541975,1.13225
1,16.25,0.28355,1.935,32.488,0.9568,4.708175,44.3396999999998,192.5875,105.3475,13.42525,100,10.442,91.630175,-0.84335,2.668075,1.155275
1,16.75,0.727674999999999,2.5225,13.314,0.9898,4.77395,2.9697,53.418175,31.73385,12.6385,100,10.6475,91.630175,-0.8564,2.72185,1.24175
1,17.25,1.8989,6.5725,25.152,0.8562,4.21865,1.625,7.32075,3.977675,11.85075,100,10.1975,91.4,-0.849875,2.640725,1.29835
1,17.75,1.2382,3.6575,16.46,0.8749,4.58775,0.548725000000002,0,0,10.63025,100,8.769,91.4,-0.85015,2.455625,1.333325
1,18.25,10.20035,1.96,22.77,0.7366,4.79735,0.433875000000001,0,0,10.34725,100,8.0475,91.4275,-0.846075,2.216175,1.34355
1,18.75,3.015,12.2325,21.568,0.8862,4.764925,0.428549999999997,0,0,10.29125,100,7.7985,91.5,-0.844175,2.044025,1.319975
1,19.25,6.7006,0.47,15.124,0.8438,4.70535,0.920399999999999,0,0,10.55925,100,7.55825,91.5,-0.8449,2.07845,1.24635
1,19.75,7.28505,15.7675,15.486,0.823175,5.046125,1.50244999999999,0,0,10.2755,100,6.95725,91.5,-0.84145,2.0411,1.220625
1,20.25,3.06425,2.1925,12.7,0.796599999999999,4.95245,2.14929999999999,0,0,10.191,100,7.083,91.5,-0.839,1.96775,1.20205
1,20.75,4.1925,8.47425,13.526,0.7241,4.8977,1.56334999999999,0,0,10.56025,100,7.7155,91.5,-0.839,2.064225,1.177475
1,21.25,3.34305,14.50675,21.63,0.82745,4.8549,1.90759999999999,0,0,9.881,100,7.61349999999999,91.5,-0.839,2.087275,1.156625
1,21.75,0.963075,15.0975,20.142,0.7988,4.8462,1.22265,0,0,9.027,100,5.79424999999999,91.5,-0.839,2.06835,1.1506
1,22.25,1.7894375,2.96325,16.126,0.84815,4.687075,1.189375,0,0,9.01025,100,6.1,91.5,-0.839,1.9868,1.131775
1,22.75,2.6158,3.925,13.76,0.7999,4.98365,1.51875,0,0,8.8475,100,6.116,91.5,-0.839,1.9688,1.1082
1,23.25,5.9517,34.755,22.242,0.8767,4.964725,0.94275,0,0,8.72825,100,5.97549999999999,91.5,-0.839725,1.9248,1.10345
1,23.75,5.9517,13.5,18.252,1.02945,5.118375,2.7835,0,0,8.85875,100,5.49,91.5,-0.839725,1.93765,1.09085
2,0.25,2.018,1.41075,19.53175,0.7948,4.443775,0.5482,0,0,7.956,100,3.14,91.5,-2.0068,2.290375,1.40985
2,0.75,5.63825,7.049,16.69675,0.757624999999999,4.461425,0.202600000000002,0,0,7.93475,100,2.8405,91.4275,-2.0007,2.27275,1.36695
2,1.25,3.86,8.51825,7.78925,0.775625,4.427775,1.824,0,0,7.61875,100,2.59,91.4275,-1.99625,2.288375,1.4044
2,1.75,4.04,4.2165,16.7185,0.774325,4.67945,1.2844,0,0,7.55575,100,2.956,91.5,-1.996075,2.20215,1.346
2,2.25,4.22,5.35825,10.0685,1.091175,4.2457,0.830400000000008,0,0,7.3955,100,2.895,91.5,-2.005175,2.222275,1.364225
2,2.75,3.9925375,5.63,19.74125,0.912175,4.731625,2.33660000000001,0,0,7.72575,100,2.93175,91.5,-2.006975,2.23445,1.3717
2,3.25,3.765075,42.832,12.55975,0.726975,4.462275,2.38320000000002,0,0,7.75125,100,2.56175,91.5,-2.011975,2.332875,1.453375
2,3.75,7.59875,3.35975,14.62,0.643,4.58615,0.998200000000004,0,0,8.086,100,2.4795,91.4275,-2.014,2.248125,1.3852
2,4.25,4.9515,21.376,18.946,0.807,4.1165,-0.179799999999999,0,0,7.661,100,2.576,91.4275,-2.01715,2.3248,1.441175
2,4.75,2.30425,19.2505,10.944,0.856,4.24965,0.0600000000000038,0,0,7.8325,100,2.8275,91.4275,-2.01455,2.3152,1.4356
2,5.25,7.342,18.6675,25.6775,0.895,4.389475,0.569600000000001,0,0,8.10425,100,2.7675,91.355725,-2.010375,2.335375,1.44615
2,5.75,6.287275,90.64225,39.16,0.89,4.376175,0.208600000000002,0,0,8.29025,100,2.86625,91.355725,-2.0198,2.41435,1.538425
2,6.25,1.90985,117.975,77.67,0.853125,4.368075,0.366000000000001,0,0,8.5915,100,2.945,91.4275,-2.013725,2.317575,1.42735
2,6.75,4.141775,140.0885,46.62,0.823699999999999,5.155575,0.4794,13.06025,3.92972499999999,8.121,100,2.9605,91.4,-2.01735,2.315675,1.4239
2,7.25,0.852649999999996,200.46825,50.7675,0.77325,4.580575,9.698,76.65,24.29925,8.30975,100,2.758,91.4,-2.017625,2.213925,1.324025
2,7.75,0.771875,283.20875,71.6125,0.952,4.2668,37.855,154.2275,81.085,8.63825,100,2.85125,91.4,-1.980325,2.104925,1.2101
2,8.25,1.0352,232.685,76.1695,0.93595,4.35235,80.72,269.575,118.575,8.75575,100,2.9,91.5,-0.891425000000002,2.027675,1.148275
2,8.75,3.590075,295.14125,63.34,0.8815,4.430225,180.2875,515.972500000001,223.555,8.695,100,3.05125,91.5,1.764825,1.992125,1.1122
2,9.25,2.724,333.7435,68.70925,0.721025,4.193275,269.4575,773.75,402.205,9.53275,100,3.649,91.527775,6.5636,2.011075,1.129475
