DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC,TS
6,3.25,0.14,1.02,24.83,25.54,34.33,-6.48,0.71,-80.85,-8.935,-0.505,0.075,31.785
6,3.75,0.15,0.91,24.88,25.09,33.52,-6.59,0.64,-79.73,-8.31,-0.62,0.1,31.37
6,4.25,0.14,1.06,24.44,25.045,33.62,-6.085,0.705,-78.435,-11.51,0.005,0.115,30.975
6,4.75,0.13,1.14,24.515,25.07,33.17,1.945,2.89,-71.8,-9.74,-0.27,0.09,30.63
6,5.25,0.14,1.08,24.515,25.07,32.73,20.82,6.84,-59.63,-10.19,0.37,0.06,30.28
6,5.75,0.135,0.925,25.31,25.185,32.57,139.33,50.605,6.45,-3.555,1.36,-0.03,29.965
6,6.25,0.16,0.845,26.115,26.01,33.06,243.9,75.575,59.575,16.47,4.8,-0.16,29.75
6,6.75,0.16,0.765,26.855,27.225,30.95,347.615,94.975,125.14,43.695,7.715,-0.175,29.645
6,7.25,0.2,1.16,28.16,27.86,28.74,450.82,116.895,194.13,75.125,8.895,-0.1,29.71
6,7.75,0.22,1.55,29.07,29.015,26.55,555.77,141.94,261.585,104.985,12.45,0,29.865
6,8.25,0.28,1.94,30.02,30.035,24.9,650.46,165.125,321.405,148.655,14.63,0.155,30.25
6,8.75,0.31,2.135,30.785,30.88,22.83,737.18,185.085,375.715,181.635,15.235,0.065,30.795
6,9.25,0.33,2.195,31.465,31.435,21.19,811.055,203.12,422.31,217.205,15.22,0.07,31.55
6,9.75,0.34,2.255,32.265,32.015,19.9,875.565,218.7,461.05,239.065,13.785,-0.045,32.425
6,10.25,0.37,2.275,33.03,32.785,18.42,923.425,230.655,490.61,269.53,13.495,0.01,33.46
6,10.75,0.365,2.245,34.115,33.555,17.42,958.105,239.29,511.32,285.035,15.54,-0.07,34.475
6,11.25,0.37,2.345,34.56,34.14,16.235,980.235,243.495,521.03,301,14,0.14,35.6
6,11.75,0.39,2.31,35.2,34.73,15.195,989.64,245.495,523.36,323.845,11.87,-0.1,36.77
6,12.25,0.405,2.37,35.67,34.85,13.94,984.07,243.6,516.45,329.97,12.08,0.135,37.885
6,12.75,0.41,2.61,36.19,35.015,13.19,964.685,237.22,499.65,334.78,11.19,0.09,38.915
6,13.25,0.41,2.65,36.46,35.51,12.845,932.985,228.08,474.945,332.285,11.57,0.07,39.885
6,13.75,0.41,2.79,36.76,35.95,12.845,885.365,215.93,442.995,317.475,8.96,-0.07,40.8
6,14.25,0.41,2.91,37.01,36.02,12.77,823.705,201.58,401.07,301.67,9.27,0.05,41.59
6,14.75,0.42,2.91,37.255,36.155,12.48,751.535,185.585,349.425,293.72,8.41,0.105,42.27
6,15.25,0.42,3,37.22,36.245,12.465,667.575,167.09,291.27,270.445,5.97,0.1,42.77
6,15.75,0.41,2.935,37.285,36.295,12.29,573.91,146.715,228.805,235.22,5.795,0.1,43.15
6,16.25,0.4,2.95,37.44,36.24,12.4,475.57,124.18,160.77,206.3,3.61,0.08,43.39
6,16.75,0.39,3.08,37.2,36.125,12.57,368.52,98.4,91.22,162.075,3.71,0.1,43.425
6,17.25,0.4,3.2,36.77,35.915,13,263.28,75.25,27.89,130.82,1.73,0.17,43.36
6,17.75,0.39,3.225,36.21,35.66,13.81,156.75,53.44,-33.13,88.49,2.04,0.115,43.06
6,18.25,0.37,3.135,35.49,35.115,15.14,71.09,26.06,-82.29,40.81,2.38,0.36,42.625
6,18.75,0.36,3.03,34.395,34.415,15.92,3.06,2.965,-111.69,4.44,-1.06,0.295,42.05
6,19.25,0.4,3.08,33.405,33.51,17.5,-7.075,0.76,-112.62,-6.18,-1.6,0.43,41.34
6,19.75,0.39,3.39,32.665,32.99,18,-7.44,0.585,-108.43,-11.85,-1.45,0.47,40.635
6,20.25,0.4,3.025,32.255,32.5,19.64,-7.57,0.48,-105,-15.895,-1.315,0.425,39.9
6,20.75,0.32,2.24,31.655,31.755,21.45,-7.54,0.385,-102.3,-19.085,-1.4,0.45,39.205
6,21.25,0.3,1.8,30.635,30.755,23.88,-7.62,0.32,-100.86,-18.21,-0.84,0.405,38.455
6,21.75,0.24,1.45,29.63,29.96,26.67,-7.955,0.28,-98.82,-16.655,-1.825,0.275,37.76
6,22.25,0.225,1.23,29.145,29.225,28.02,-7.96,0.345,-96.25,-13.52,-2.035,0.185,37.135
6,22.75,0.21,0.985,28.135,28.54,29.89,-7.81,0.465,-94.13,-13.2,-0.995,0.255,36.52
6,23.25,0.2,1.035,27.51,27.97,30.9,-7.44,0.655,-91.75,-12.89,-1.095,0.16,35.96
6,23.75,0.19,0.92,27.235,27.56,31.15,-7.52,0.785,-89.92,-11.69,-0.75,0.22,35.39
7,0.25,0.14,0.82,30.75,31.57,31.09,-6.36,0.82,-75.595,-4.02,-0.705,0.12,38.04
7,0.75,0.13,0.79,30.41,31.35,32.05,-6.125,0.925,-75.24,-4.805,-0.365,0.12,37.55
7,1.25,0.13,0.79,30.16,30.995,32.135,-6.025,0.975,-74.49,-5.43,-0.815,0.08,37.11
7,1.75,0.13,0.8,29.765,30.645,32.075,-5.98,0.89,-73.93,-5.295,-0.55,0.115,36.71
7,2.25,0.12,0.795,29.56,30.405,33.43,-5.855,0.89,-73.8,-4.01,-0.36,0.08,36.29
7,2.75,0.11,0.82,29.35,30.14,33.6,-5.72,1,-71.18,-5.7,-0.22,0.085,35.89
7,3.25,0.13,0.95,29.28,30.07,33.37,-5.095,1.06,-70.65,-5.63,-0.375,0.075,35.45
7,3.75,0.12,0.845,29.14,29.94,34.5,-5.52,0.86,-69.77,-4.01,-0.29,0.08,35.06
7,4.25,0.12,0.855,28.85,29.695,34.105,-5.26,0.92,-68.3,-6.13,-0.475,0.07,34.72
7,4.75,0.13,0.915,28.75,29.565,34.875,-1.985,1.72,-64.4,-6.33,-0.145,0.07,34.42
7,5.25,0.13,0.88,28.685,29.48,34.835,13.675,5.22,-54.06,-5.445,0.105,0.115,34.12
7,5.75,0.12,0.79,28.8,29.655,35.67,71.355,19.91,-20.7,-2.355,0.74,0.03,33.83
7,6.25,0.14,0.79,29.405,30.22,34.455,195.66,60.15,40.68,10.58,4.31,0.045,33.59
7,6.75,0.17,0.945,30.285,31.115,32.62,293.285,76.815,102.44,38.605,7.8,-0.05,33.46
7,7.25,0.19,1.08,31.11,31.65,31.68,394.02,97.04,170.08,66.87,9.26,0.05,33.57
7,7.75,0.24,1.39,31.89,32.42,30.55,496.53,119.03,239.29,99.1,11.97,0.12,33.69
7,8.25,0.29,1.865,32.675,33.215,29.135,594.09,142.805,301.24,140.62,13.1,0.16,34.02
7,8.75,0.33,2.12,33.49,33.92,26.95,678.99,161.92,358.12,178.28,13.51,0.055,34.54
7,9.25,0.34,2.135,34.3,34.58,25.835,754.15,178.925,405.39,211.56,15.455,0.105,35.14
7,9.75,0.36,2.13,35.02,35.11,25.32,818.48,194.79,446.6,241.795,13.495,0.17,35.88
7,10.25,0.35,2.15,35.92,35.68,24.1,870.77,207.84,480.64,268.525,13.18,-0.09,36.7
7,10.75,0.36,2.31,36.46,36.32,23.21,912.915,217.3,504.69,289.255,16.17,0.02,37.71
7,11.25,0.375,2.425,37.13,36.81,22.62,936.18,222.86,519.53,315.45,15.585,0.175,38.85
7,11.75,0.39,2.4,37.745,37.34,22.29,947.83,224.535,524.93,324.61,15.29,0.13,39.88
7,12.25,0.4,2.35,38.02,37.73,20.75,944.695,223.95,516.96,330.975,12.06,0.09,40.94
7,12.75,0.4,2.5,38.44,38.05,19.98,928.61,217.58,500.805,338.17,13,0.095,41.91
7,13.25,0.41,2.66,38.815,38.385,19.65,895.38,210.745,476.87,338.17,14.28,0.115,42.88
7,13.75,0.41,2.74,39.07,38.75,19.34,847.715,198.43,445.74,329.17,11.82,0.085,43.76
7,14.25,0.42,2.825,39.385,38.99,19.225,790.07,185.185,399.85,309.6,11.25,0.175,44.36
7,14.75,0.41,2.87,39.52,39.205,18.455,720.5,170.76,351.28,291.35,7.655,0.14,44.99
7,15.25,0.41,2.8,39.75,39.28,17.99,640.83,153.02,293.61,274.9,6.47,0.05,45.41
7,15.75,0.4,2.88,39.84,39.4,17.315,551.135,134.53,231.89,250.02,8.76,0.12,45.74
7,16.25,0.4,2.86,39.77,39.375,17.39,455.455,113.135,168.96,213.245,6.37,0.125,45.92
7,16.75,0.38,2.83,39.44,39.16,17.25,356.03,90.125,98.99,184.59,7.61,0.1,45.99
7,17.25,0.38,2.9,39.23,38.96,16.88,253.16,67.23,32.33,153.215,3.6,0.115,45.93
7,17.75,0.36,3.01,38.81,38.69,17.305,150.27,46.17,-24.785,114.46,3.565,0.18,45.7
7,18.25,0.36,2.87,38.16,38.21,18.64,66.58,23.76,-70.15,70.66,1.59,0.16,45.24
7,18.75,0.33,2.85,37.43,37.62,18.775,3.7,2.97,-98.335,24.61,-0.89,0.245,44.72
7,19.25,0.32,2.965,36.64,37.075,19.69,-5.96,0.89,-99.245,4.89,-2.13,0.28,44
7,19.75,0.34,3.105,36.105,36.525,20.935,-6.62,0.655,-96.09,-1.78,-1.1,0.25,43.26
7,20.25,0.33,3.12,35.72,36.11,21.16,-6.48,0.61,-94.11,-4.98,-0.72,0.395,42.62
7,20.75,0.3,2.275,35.07,35.525,23.115,-6.845,0.4,-91.51,-7.925,-0.34,0.465,41.93
7,21.25,0.26,1.95,34.36,34.82,24.31,-6.875,0.29,-89.13,-7.05,-1.275,0.3,41.33
7,21.75,0.22,1.32,33.72,34.17,25.9,-7.055,0.36,-86.29,-6.61,-0.58,0.29,40.73
7,22.25,0.19,1.22,32.62,33.42,27.8,-7.15,0.39,-83.92,-6.52,-0.67,0.26,40.165
7,22.75,0.175,0.87,32.015,32.925,28.8,-6.8,0.555,-81.68,-4.935,-0.76,0.17,39.62
7,23.25,0.15,0.85,31.575,32.415,29.06,-6.66,0.715,-80.83,-5.275,-1.11,0.15,39.105
7,23.75,0.14,0.78,31.135,31.975,30.23,-6.57,0.77,-77.425,-5.145,-0.8,0.13,38.575
8,0.25,0.14,0.88,29.885,30.74,31.64,-6.2,0.81,-75.445,-5.7,-0.65,0.13,36.945
8,0.75,0.13,0.765,29.51,30.595,32.64,-6.38,0.7,-73.97,-5.33,-0.14,0.08,36.45
8,1.25,0.12,0.8,29.36,30.35,33.35,-5.88,0.91,-73.18,-5.57,0.32,0.13,36.055
8,1.75,0.12,0.815,29.075,29.965,33,-5.83,0.88,-72.825,-5.14,-0.15,0.08,35.655
8,2.25,0.12,0.85,28.63,29.805,33.495,-5.41,0.84,-72.24,-6.48,-0.585,0.065,35.18
8,2.75,0.12,0.915,28.29,29.56,33.91,-5.49,0.865,-70.93,-6.175,-0.195,0.08,34.79
8,3.25,0.125,0.98,28.225,29.255,34,-5.41,0.635,-70.07,-6.235,-0.41,0.08,34.48
8,3.75,0.11,1.11,28.13,29.41,33.36,-5.36,0.65,-70.65,-6.93,0.485,0.11,34.085
8,4.25,0.13,1.08,27.96,29.1,32.765,-5.24,0.705,-69.39,-6.45,0.375,0.11,33.685
8,4.75,0.12,1.05,27.72,28.78,35,-5.07,0.59,-68.48,-6.59,-0.37,0.12,33.3
8,5.25,0.12,1.11,27.6,28.55,33.44,2.45,2.41,-62.31,-6.02,0.095,0.08,33.01
8,5.75,0.12,0.985,27.76,28.715,35.825,21.11,6.56,-47.225,-5.495,0.25,0.06,32.735
8,6.25,0.12,1.03,28.01,29.17,35.32,110.785,37.3,1.54,-2.3,2.66,0.1,32.55
8,6.75,0.135,0.91,28.77,30.07,32.745,243.27,70.12,71.415,21.05,5.1,-0.045,32.45
8,7.25,0.17,0.97,29.86,31.05,30.02,347.815,88.27,136.7,50.5,8.06,0.11,32.475
8,7.75,0.21,1.14,30.755,31.695,28.28,449.73,108.76,205.225,81.16,12.39,0.16,32.685
8,8.25,0.25,1.66,31.63,32.58,27.42,552.005,132.05,274.79,117.42,13.43,0.19,32.95
8,8.75,0.32,1.89,32.59,33.21,26.44,646.175,153.34,334.13,160.43,15.27,0.11,33.475
8,9.25,0.34,2.05,33.37,33.89,25.21,726.65,170.14,385.43,195.85,15.34,0.17,34.14
8,9.75,0.36,2.12,34.01,34.34,25.38,794.66,186.37,430,228.82,14.265,0.09,34.965
8,10.25,0.35,2.09,34.54,35,25,849.58,199.09,462.5,259.11,14.83,0.05,35.905
8,10.75,0.36,2.175,35.13,35.575,23.885,888.67,205.84,486.82,277.815,15.615,0.11,36.865
8,11.25,0.37,2.09,35.85,36.21,22.48,912.65,210.87,504.48,296.33,14.55,0.075,37.825
8,11.75,0.375,2.185,36.3,36.62,22.635,923.73,213.41,512.32,311.8,12.69,0.15,38.83
8,12.25,0.4,2.28,36.705,37.06,21.505,921.87,212.755,506.115,319.28,12.32,0.06,39.845
8,12.75,0.39,2.4,36.98,37.41,20.54,900.4,206.99,488.43,322.405,10.61,0.02,40.87
8,13.25,0.4,2.365,37.35,37.81,19.39,864.25,198.85,464.05,317.785,10.58,0.1,41.76
8,13.75,0.4,2.51,37.7,38.09,19.81,812.23,186.39,428.795,308.91,11.82,0.08,42.545
8,14.25,0.4,2.63,37.87,38.325,19.11,747.18,171.62,384.74,292.285,8.25,0.07,43.24
8,14.75,0.4,2.705,38.27,38.375,18.41,673.8,155.79,333.31,272.07,8.8,0.1,43.73
8,15.25,0.41,2.72,38.34,38.615,17.22,592.21,137.71,273.96,249.285,7.99,0.155,44.18
8,15.75,0.4,2.86,38.54,38.66,17.17,496.975,118.29,205.34,216.765,7.99,0.12,44.38
8,16.25,0.39,2.93,38.51,38.73,16.85,393.64,97.165,138.58,182.48,5.745,0.115,44.535
8,16.75,0.38,2.9,38.26,38.725,16.835,291.56,74.59,66.93,151.6,5.435,0.16,44.475
8,17.25,0.38,2.725,37.93,38.68,16.155,190.455,53.035,3.02,119.27,3.6,0.15,44.3
8,17.75,0.36,2.63,37.61,38.12,16.68,94.82,30.96,-49.87,74.73,1.37,0.13,43.995
8,18.25,0.33,2.455,36.96,37.46,16.65,14.2,4.76,-89.45,34.49,0.61,0.27,43.51
8,18.75,0.32,2.435,36.275,36.96,18.045,-4.83,1.02,-102.425,8.77,-0.78,0.265,42.9
8,19.25,0.29,2.92,35.59,36.47,19.08,-6.69,0.7,-98.46,-1.595,0.42,0.285,42.335
8,19.75,0.33,3.05,35.2,36.1,19.165,-6.64,0.58,-94.785,-7.18,-0.325,0.395,41.73
8,20.25,0.305,2.79,34.68,35.42,20.18,-6.6,0.405,-91.985,-8.035,1.47,0.355,41.13
8,20.75,0.26,1.995,34.06,34.735,22.025,-6.775,0.29,-89.435,-8.87,0.34,0.34,40.53
8,21.25,0.23,1.56,33.275,34.135,24.195,-7.03,0.105,-87.07,-10.1,-0.71,0.33,39.96
8,21.75,0.21,1.37,32.72,33.52,26,-7.035,0.22,-86.09,-8.33,-0.77,0.26,39.34
8,22.25,0.185,1.04,32.16,32.895,27.455,-7.15,0.45,-84.12,-7.585,-0.78,0.22,38.775
8,22.75,0.15,0.83,31.53,32.3,28.96,-7.315,0.39,-81.54,-5.67,-0.98,0.08,38.295
8,23.25,0.13,0.82,30.87,31.79,29.84,-7.07,0.73,-79.26,-3.885,-0.405,0.07,37.81
8,23.75,0.12,0.93,30.49,31.345,30.82,-6.43,0.845,-77.285,-5.25,-0.66,0.1,37.305
9,0.25,0.17,1.52,28.83,29.65,24.205,-6.44,0.135,-80.77,-13.91,1.01,0.27,33.385
9,0.75,0.19,1.35,28.8,29.54,26.6,-6.345,0.09,-79.835,-15.14,1.675,0.19,33
9,1.25,0.18,1.465,28.465,29.345,25.655,-6.2,0.075,-78.67,-15.775,0.85,0.19,32.65
9,1.75,0.17,1.525,28.335,29.15,26.36,-6.09,0.15,-77.88,-14.745,1.13,0.22,32.24
9,2.25,0.17,1.52,28.26,29.15,27.05,-6.12,0.13,-77.06,-15.45,1.605,0.215,31.93
9,2.75,0.16,1.64,27.84,28.78,27.43,-6.11,0.01,-75.81,-14.29,0.68,0.21,31.64
9,3.25,0.165,1.515,27.74,28.58,26.845,-5.97,0.145,-75.48,-17.31,1.505,0.22,31.405
9,3.75,0.16,1.655,27.65,28.46,28.3,-5.85,0.065,-75.29,-15.215,0.55,0.21,31.17
9,4.25,0.15,1.57,27.43,28.41,28.435,-5.73,0.11,-74.66,-15.35,1.295,0.18,30.95
9,4.75,0.16,1.61,27.6,28.32,30.25,-5.79,0.12,-73.875,-16.02,0.3,0.11,30.68
9,5.25,0.16,1.59,27.28,28.025,28.775,-4.685,0.315,-71.96,-15.52,0.84,0.17,30.39
9,5.75,0.15,1.675,26.93,27.865,30.145,7.245,3.06,-63.08,-12.88,1.115,0.11,30.185
9,6.25,0.15,1.37,27.01,28.02,29.78,25.03,7.02,-50.7,-11.04,0.94,0.11,29.995
9,6.75,0.13,1.155,27.665,28.615,30.28,120.195,31.835,9.86,-2.035,2.815,0.03,29.79
9,7.25,0.15,0.93,28.73,29.6,28.48,301.31,82.02,103.93,24.68,10.035,-0.02,29.685
9,7.75,0.19,0.89,29.67,30.31,27.81,406.88,98.87,170.685,53.88,13.465,0.09,29.835
9,8.25,0.24,1.29,30.43,31.08,25.72,508.05,119.16,239.345,93.04,15.67,0.135,30.185
9,8.75,0.28,1.67,31.3,31.99,22.96,602.75,141.81,298.85,131.88,15.685,0.06,30.725
9,9.25,0.33,1.96,32.06,32.82,22.285,686.01,158.985,352.04,167.565,15.16,0.05,31.34
9,9.75,0.35,1.97,32.78,33.68,21.7,754.68,174.48,396.995,201.85,19.385,0.065,32.115
9,10.25,0.36,2.08,33.51,34.15,21.655,808.735,184.875,429.74,227.63,22.75,0.095,33.045
9,10.75,0.36,2.05,34.22,34.65,20.73,848.45,192.59,455.61,250.53,17.61,0.095,33.98
9,11.25,0.37,2.06,34.615,34.94,19.465,871.64,197.84,469.06,267.86,15.26,0.125,34.895
9,11.75,0.37,2.16,35.31,35.41,18.93,878.22,198.62,470.055,278.59,16.67,0.165,35.735
9,12.25,0.37,2.315,35.62,35.715,17.16,870.2,195.34,462.15,285.835,15.09,0.115,36.625
9,12.75,0.39,2.375,36.05,35.97,17.62,842.02,189.44,442.67,282.66,15.35,0.055,37.41
9,13.25,0.39,2.355,36.235,36.26,16.115,801.33,179.425,410.73,279.31,16.565,0.15,38.13
9,13.75,0.39,2.47,36.41,36.39,16.025,743.53,166.68,372.35,267.32,13.82,0.115,38.78
9,14.25,0.4,2.6,36.455,36.42,15.25,676.245,151.585,322.61,244.01,13.07,0.15,39.375
9,14.75,0.38,2.58,36.615,36.56,15.31,590.325,134.35,263.855,222.885,11.865,0.09,39.915
9,15.25,0.38,2.64,36.495,36.715,14.715,493.25,113.48,196.92,203.09,9.83,0.105,40.36
9,15.75,0.38,2.73,36.48,36.67,15.08,392.175,91.37,128.4,171.26,9.1,0.15,40.535
9,16.25,0.36,2.755,36.36,36.61,15.58,281.47,70.94,55.92,126.98,6.33,0.17,40.595
9,16.75,0.35,2.83,36.1,36.44,16.07,168.265,47.25,-10.24,87.835,4.61,0.15,40.475
9,17.25,0.32,2.66,35.675,36.085,17.27,55.85,16.705,-65.385,41.89,3.35,0.23,40.11
9,17.75,0.27,2.37,34.95,35.5,18.63,3.99,2.32,-102.85,8.45,0.86,0.285,39.635
9,18.25,0.245,2.415,34.11,34.81,18.89,-6.26,0.54,-104.69,-2.85,-0.39,0.25,39.08
9,18.75,0.29,2.75,33.72,34.56,19.1,-7.33,0.33,-100.04,-9.07,2.01,0.355,38.48
9,19.25,0.32,2.95,33.34,33.96,19.515,-7.09,0.255,-96.79,-10.24,1.795,0.385,37.875
9,19.75,0.29,2.67,32.95,33.56,19.08,-7.005,0.18,-94.4,-17.63,1.235,0.52,37.34
9,20.25,0.29,2.4,32.43,33.12,19.11,-7.14,0.05,-92.225,-18.76,2.72,0.43,36.845
9,20.75,0.27,2.38,31.93,32.615,19.57,-6.73,0,-91.78,-19.675,1.24,0.43,36.345
9,21.25,0.3,2.28,31.35,32.125,21.38,-7.065,0.01,-90.04,-19.535,0.97,0.425,35.77
9,21.75,0.24,1.75,31.04,31.5,23.145,-7.02,-0.04,-88.36,-19.16,2.95,0.36,35.24
9,22.25,0.22,1.61,30.11,30.81,23.525,-7.31,-0.11,-86.91,-16.96,1.34,0.37,34.79
9,22.75,0.2,1.62,29.73,30.61,24.24,-7.085,0,-84.33,-14.33,0.81,0.285,34.355
9,23.25,0.19,1.795,29.18,30.015,24.27,-6.475,0.12,-83.85,-15.805,0.9,0.325,34.02
9,23.75,0.2,1.61,29.055,29.75,24.77,-6.61,0.06,-81.8,-15.65,1.155,0.26,33.7
10,0.25,0.19,2.14,22.83,22.76,27.145,-6.155,-0.1,-81.395,-29.28,0.11,0.165,27.34
10,0.75,0.2,2.105,22.6,22.54,27.34,-6.205,-0.1,-80.26,-29.65,0.385,0.195,26.985
10,1.25,0.19,2.05,22.26,22.28,27.455,-6.09,-0.09,-79.6,-28.1,0.53,0.17,26.675
10,1.75,0.2,2.09,21.915,22.1,27.18,-6.09,-0.045,-79.13,-24.33,0.17,0.17,26.375
10,2.25,0.185,2.065,21.95,21.945,26.79,-6.08,0,-78.17,-26.51,-0.63,0.135,26.07
10,2.75,0.19,2.16,21.805,21.85,26.96,-5.96,-0.075,-78.42,-29.06,0.54,0.19,25.805
10,3.25,0.19,2.33,21.62,21.775,26.62,-5.925,-0.04,-77.55,-30.72,0.13,0.16,25.52
10,3.75,0.19,2.3,21.405,21.63,27.985,-5.93,-0.125,-77.91,-31.19,0.3,0.155,25.24
10,4.25,0.2,2.29,21.065,21.57,26.67,-5.655,-0.115,-77.42,-30.72,0.06,0.16,25.05
10,4.75,0.2,2.255,21.165,21.39,27.485,-5.685,-0.125,-76.59,-32.445,-0.39,0.17,24.89
10,5.25,0.2,2.34,21.1,21.29,27.475,-5.95,-0.27,-76.065,-29.57,0.6,0.18,24.755
10,5.75,0.19,2.4,20.99,21.18,27.655,-2.25,0.66,-74.065,-28.52,0.34,0.165,24.59
10,6.25,0.19,2.175,20.875,21.055,27.505,14.23,4.055,-63.81,-26.4,0.48,0.11,24.39
10,6.75,0.17,1.88,21.225,21.415,27.86,73.55,22.37,-30.495,-16.02,1.415,0.03,24.205
10,7.25,0.19,1.325,22.435,22.455,26.015,227.02,74.81,56.11,4.965,4.005,-0.1,24.195
10,7.75,0.17,1.02,23.82,23.83,25.06,332.72,89.82,122.54,30.96,6.74,-0.05,24.25
10,8.25,0.18,0.93,24.675,24.695,23.67,429.635,104.24,189.305,55.26,8.59,-0.02,24.455
10,8.75,0.215,1.385,25.54,25.36,22.7,520.66,126.09,247.95,89.025,8.96,-0.03,24.76
10,9.25,0.27,1.7,26.15,26.02,22.88,603.33,145.22,298.49,120.67,11.14,0.07,25.275
10,9.75,0.29,1.8,26.85,26.685,21.905,669.51,159.025,339.72,146.09,11.955,-0.045,25.875
10,10.25,0.32,1.955,27.44,27.31,20.65,719.96,168.9,373.08,174.79,11.59,0.07,26.605
10,10.75,0.33,1.975,27.96,27.725,19.935,752.16,176.01,394.45,194.05,11.19,0.02,27.33
10,11.25,0.32,1.98,28.58,28.03,19.76,770.99,177.94,404.85,208.67,10.87,0.065,28.21
10,11.75,0.34,1.965,29.035,28.48,18.72,773.67,178.245,401.61,219.88,10.9,-0.06,29.115
10,12.25,0.33,2.01,29.48,28.915,18.125,755.705,173.625,384.2,217.94,10.65,0.08,30.15
10,12.75,0.33,1.925,29.75,29.23,17.92,724.36,167.31,362.21,213.09,9.15,0.03,31.175
10,13.25,0.34,1.98,29.91,29.26,17.43,683.945,158.3,328.495,207.42,8.08,0.07,31.955
10,13.75,0.335,2.055,30.1,29.35,17.55,619.795,143.95,282.885,194.115,7.995,0.01,32.525
10,14.25,0.34,2.235,30.26,29.62,17.465,532.36,126.605,234.145,177.14,5.855,-0.01,32.915
10,14.75,0.33,2.25,30.2,29.61,16.85,441.93,107.39,172.53,145.055,5.315,0.03,33.27
10,15.25,0.31,2.235,30.015,29.635,16.445,345.225,85.43,106.75,113.2,4.575,-0.06,33.535
10,15.75,0.31,2.36,29.88,29.54,16.45,243.78,65,38.43,84.66,2.895,-0.05,33.695
10,16.25,0.28,2.33,29.505,29.285,16.745,116.1,29.795,-35.815,39.03,0.92,0.05,33.62
10,16.75,0.24,2.24,28.795,28.71,18.55,16.57,4.215,-91.295,2.52,-0.11,0.09,33.275
10,17.25,0.21,1.86,27.98,27.99,19.325,-1.67,1.405,-100.96,-5.825,-0.51,0.1,32.84
10,17.75,0.22,2.07,27.49,27.39,20.16,-7.3,0.42,-100.36,-12.67,-0.97,0.155,32.395
10,18.25,0.24,2.27,26.88,26.86,21,-7.375,0.23,-96.97,-19.88,-0.1,0.2,31.76
10,18.75,0.275,2.165,26.485,26.31,21.81,-7.42,0.05,-94.42,-21.74,-0.94,0.23,31.265
10,19.25,0.27,2.14,25.945,25.69,21.94,-7.06,0.07,-91.845,-24.32,0.09,0.26,30.765
10,19.75,0.26,2.22,25.53,25.35,22.805,-7.05,0,-90.725,-28.645,0.27,0.28,30.27
10,20.25,0.23,2.1,24.775,24.765,23.175,-6.96,-0.02,-89.12,-28.48,-0.1,0.255,29.86
10,20.75,0.225,2.11,24.385,24.39,24.54,-6.88,0,-88.045,-27.01,-0.29,0.245,29.42
10,21.25,0.22,2.035,23.94,24.16,24.935,-6.725,-0.045,-86.555,-27.22,-0.18,0.19,28.985
10,21.75,0.21,2.12,23.68,23.83,26.87,-6.75,-0.07,-85.31,-27.65,-0.38,0.18,28.58
10,22.25,0.2,2.01,23.35,23.51,26.2,-6.6,0,-84.33,-27.79,-0.31,0.21,28.17
10,22.75,0.195,1.94,22.95,23.155,27.635,-6.61,-0.135,-82.785,-24.82,-0.15,0.18,27.835
10,23.25,0.19,2.04,22.82,23.03,25.91,-6.3,-0.02,-82.29,-25.59,-0.61,0.2,27.495
10,23.75,0.21,2.26,22.745,22.91,27.685,-6.09,0,-81.485,-28.68,0.49,0.25,27.185
11,0.25,0.19,2.59,18.18,18.77,27.97,-5.59,-0.21,-77.69,-31.28,-0.385,0.12,18.685
11,0.75,0.18,2.64,18.275,18.69,28,-5.59,-0.215,-76.925,-31.65,0.21,0.155,18.51
11,1.25,0.18,2.655,18.11,18.515,28.055,-5.59,-0.2,-76.415,-29.66,0.1,0.12,18.3
11,1.75,0.18,2.675,18.22,18.495,27.45,-5.585,-0.295,-76.305,-30.76,-0.395,0.11,18.11
11,2.25,0.18,2.61,18.02,18.46,27.3,-5.51,-0.315,-76.15,-32.435,-0.01,0.11,17.925
11,2.75,0.175,2.595,18.055,18.38,27.625,-5.59,-0.335,-75.38,-27.945,0.59,0.13,17.77
11,3.25,0.17,2.55,17.76,18.245,27.055,-5.56,-0.4,-74.96,-30.025,0.19,0.07,17.615
11,3.75,0.17,2.58,17.93,18.185,26.67,-5.455,-0.31,-74.42,-33.37,0.51,0.1,17.465
11,4.25,0.17,2.7,17.875,18.145,26.745,-5.5,-0.345,-74.315,-30.81,0.595,0.11,17.29
11,4.75,0.18,2.55,17.84,17.96,27.05,-5.445,-0.33,-73.46,-30.54,0.12,0.11,17.145
11,5.25,0.17,2.59,17.265,17.67,27.115,-5.4,-0.33,-72.94,-31.84,0.34,0.08,16.975
11,5.75,0.16,2.7,17.48,17.86,27.42,-5.08,-0.32,-72.9,-32.66,-0.33,0.08,16.84
11,6.25,0.17,2.575,17.35,17.81,27.77,-0.095,0.865,-69.745,-29.48,0.35,0.08,16.685
11,6.75,0.16,2.52,17.36,17.72,27.59,24.71,8.45,-52.23,-25.27,0.1,0.07,16.575
11,7.25,0.18,2.3,18.085,18.175,27.06,133.795,54.52,8.49,-13.41,1.545,-0.06,16.485
