DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,437.65672,3.852963625,2236.9765,0.89493483,18.270744,3.41811015,34.2708325,5.8689266,10.08806955,5.3743433,0.631586445,97.484808,1.449088725,2.0995,1.8795,1.6705,1.5865,0.188675,0.21025,0.563750025,1.14491675,3.1045,4.26099975,4.98528135,2.489858825,0,0.00690000110000002,1.9741155,316.10388,317.01316,1.3765,1.33925,1.017868875
1,0.75,434.38396,3.825618625,2235.656425,1.1678942,18.44571925,6.38715557499999,35.1873315000001,6.2138793,10.3735625,5.5794883,0.6702069925,97.490435,1.3626335,1.898833075,1.775725,1.765375,1.690325,0.1793075,0.206291685,0.5592583075,1.151575075,3.11166615,4.265741775,4.98758195,3.08766707500001,0,0,1.9373771,315.4142875,316.937575,1.581225,1.526875,1.1643302
1,1.25,435.1078375,3.792458,2240.597175,1.1253182,22.674745,2.54821515,35.4408307500001,6.5777161,8.2567779,5.6613264,0.6408577,97.4997475,1.30561157499999,1.938175,1.904025,1.933825,1.895025,0.1797,0.195958315,0.5641917,1.143108075,3.11358315,4.25479185,4.987699925,2.18535425,0,0.0217000012500001,1.9374018,315.09688,316.40425,1.743325,1.69685,1.49250095
1,1.75,434.15228,3.81503935,2252.8095,1.17040845,29.91335,5.37219489999998,35.7517500000001,6.8434765,8.39659504999999,5.5547595,0.6186913475,97.52061625,1.0666025,1.9685,1.921475,1.9595,1.906691925,0.1674575,0.1849250075,0.5612916925,1.141717,3.106366,4.253025075,4.9879845,2.54614489999999,0,0,1.95397105,315.1064725,316.88104,1.768716925,1.749058075,0.88208505
1,2.25,433.021835,3.83593255,2249.86895,1.120915,18.3806435,3.84264174999999,35.4150014999999,6.1067445,9.0197985,5.633147475,0.647395165,97.5151355,1.0742474,1.956766425,1.940933575,1.906675,1.845616425,0.2010666575,0.203175,0.559633315,1.149158425,3.098333,4.244683,4.986374575,2.0452624,0,0.0460333314999994,1.998897825,314.48657,316.79693,1.722983575,1.688291425,1.4152305
1,2.75,432.51785,3.8455244,2253.453925,1.0695079825,16.25176575,3.24169394999998,36.5966639999998,10.7187275,9.3153194,5.7537322,0.640642569999999,97.501565,1.00377075,1.7220664,1.5422002,1.2940666,1.2392,0.18634,0.18326664,0.56099998,1.1475336,3.0962666,4.2485332,4.9887182,2.33258295,0,0.0610833314999998,1.8939204,314.2152525,316.6911875,1.1958,1.1102,1.3287587
1,3.25,436.233595,3.85508385,2266.827,0.7135726175,12.512917,1.451989775,37.1199999999998,10.62372365,11.35967,5.8465105,0.669158904999999,97.4914,0.93190825,1.5064,1.4946,1.46379999999999,1.43499999999999,0.18574,0.1846,0.55106672,1.1321336,3.0989336,4.266533,4.98842525,1.930351375,0,0.0304499984999998,1.928715,313.9280175,316.6272325,1.34059999999999,1.29013999999999,1.013582
1,3.75,441.04721,3.8762825,2265.67655,1.2727733,25.2064195,2.53009117499999,37.3166659999998,7.63240975,11.26459875,5.47616994999999,0.675057825,97.490211,0.910632557500004,1.67473359999999,1.64499999999999,1.61893359999999,1.58046639999999,0.187199999999999,0.17793334,0.5535333,1.1251998,3.0994002,4.2689996,4.9898604,2.46639419999998,0,0.0628638927500001,1.912405,313.8393325,316.70064,1.42739999999999,1.39293999999999,1.219799025
1,4.25,445.1559075,3.899266675,2279.482875,1.0764366,19.657953,3.675736125,36.9028307500001,10.6973224,7.507982575,5.424507025,0.657329439999999,97.5141135,0.766265082499998,1.585333075,1.558208075,1.537266925,1.50005,0.1894333075,0.1852575075,0.5639499925,1.11683315,3.100675075,4.281683075,4.991184,2.03944635,0,0.0309833329999999,2.004528725,313.9925075,316.6616525,1.341975,1.35465,1.18926825
1,4.75,436.87406,3.919147,2268.0941,0.91330564,16.19624025,3.712243625,36.4886699999998,9.08057982500002,11.44879025,5.17571405,0.59914045,97.525401,0.716636684999999,1.3638,1.3532666,1.3321334,1.2892,0.18227336,0.178,0.55706672,1.1149334,3.0991334,4.3030664,4.99129065,2.175322725,0,0.0806250042500003,2.0861203,314.64953,316.57887,1.2176664,1.2302664,0.830061979999998
1,5.25,444.145635,3.9443705,2273.98095,0.9302998,17.59777,4.40770539999999,35.8779979999998,8.44015325,10.353435725,5.49291925,0.598580105,97.547218,0.741755104999995,1.2424,1.229,1.215,1.1523334,0.1766,0.1896667,0.554,1.1100664,3.1074002,4.3161996,4.9927115,2.238553525,0,0.0736833314999997,1.88283795,315.520105,316.529425,1.0846,1.05586666,1.105093275
1,5.75,435.0668375,3.921115325,2304.6722,0.82831769,16.518939,4.178857,35.9393339999998,8.09288307499997,9.68347497499998,5.58169404999999,0.660038725,97.55919,0.6775001,1.1780666,1.1392,1.1106664,1.0692,0.18846664,0.17106664,0.55446668,1.1223336,3.1053336,4.3140002,4.99286075,1.752741075,0,0.0117333276999999,2.0104414,315.4634175,316.619055,0.998859999999999,0.964999999999999,0.94987956
1,6.25,443.47666,3.9584244,2286.763375,0.784983809999999,18.6914925,6.46021954999998,36.1559979999998,8.21859424999998,9.08335542499998,5.3365259,0.63976397,97.56012675,0.589250795,1.1253336,1.0732,1.1000666,1.03953334,0.16876,0.16973334,0.55479998,1.1188002,3.1076664,4.2982,4.9950436,1.570419,0,0.0578749810000001,2.035148625,315.655125,316.3727,0.98226,0.88606,0.797690625
1,6.75,441.045145,3.9137016,2297.8945,0.879916719999999,15.986447,4.02925429999999,36.3206639999998,12.785576,9.83345644999999,5.254050275,0.6214696125,97.577754,0.427014994999999,1.026,0.981939999999999,0.986139999999998,0.909459999999999,0.16006666,0.17273334,0.55266664,1.115667,3.1157998,4.3047996,4.994008425,2.0339628,0,0.127916695,1.9697481,315.7713,315.867725,0.84832672,0.795266719999998,0.759716795
1,7.25,436.8374025,3.87681325,2319.751125,0.7081539,33.5896277500001,7.01973319999999,36.8406639999998,7.38752429999999,10.0533814,5.2881102,0.60397021,97.607938,0.402095794999997,0.932660079999999,0.909673359999999,0.902939999999998,0.845933359999999,0.166726639999999,0.17153336,0.55213338,1.120867,3.0971336,4.2952664,4.99339885,2.72793347499999,0,3.35568345,2.073158125,315.81675,315.940775,0.7464,0.703699999999999,0.928513392499999
1,7.75,437.712345,3.91026415,2266.4442,1.02111175,24.135292,3.3592146,35.7579979999998,10.44302,11.3965318,5.199401,0.65201583,97.628039,0.484879999999994,0.813199999999996,0.780506659999997,0.736826659999998,0.60596,0.15473336,0.1651333,0.54720004,1.1177334,3.0912664,4.3096,4.9936213,7.34493072499999,54.97335,42.34445225,11.22467,315.91622,316.1431575,0.562133359999993,0.505439999999995,0.925075334999999
1,8.25,438.833975,3.92371815,2269.9746,0.813976555,27.072467,8.2462712,33.8725025,22.12816,8.4986265,5.2507245,0.61880802,97.6652495,0.566731714999998,0.8125,0.804025,0.743975,0.67725,0.175083325,0.17,0.54275,1.1195835,3.09866725,4.28891675,4.9875,64.87307,207.9221375,136.21291,33.431768,316.134225,316.3992125,0.50349995,0.580249975,0.843187054999999
1,8.75,437.67004,4.0098339,2265.70415,1.494018,21.62870825,2.0333375,33.4319979999998,43.822988,12.04942375,5.5532241,0.6129067825,97.688137,0.749033257499998,0.85353331999999,0.892799999999992,0.913866679999992,0.89859999999999,0.1541,0.15440002,0.52906666,1.107667,3.0954666,4.249333,4.9802322,112.4716425,368.4083225,215.0921325,60.853143,316.78423,316.9484,0.911333319999995,0.936533319999997,1.5155154
