DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,338.54552168,1.911521993775,-0.53723499745,-11.1666075275,-46.372644062,0.03076921855,0.28516804,0.1661249824,0.1395094674,0.0346076076,96.1917320475,-20.22277930125,-0.884685,-6.30558075,-0.478479075,-6.368835,-12.09983,-11.938626
1,0.75,338.07948823,1.7227804862,-0.88163664475,-14.604556762,-49.295217996,0.0300185703,0.27837838775,0.135961282,0.13108740025,0.032729089,96.22998278725,-19.7929351035,-1.040985,-6.30688435,-0.481629335,-6.69665075,-12.13608,-12.149238
1,1.25,338.8837468175,1.492596473,-0.7662685761,-37.127279825,-45.1390473615,0.02773857475,0.26661504395,0.15925146265,0.1711481692,0.0362354728,96.22632771,-20.5131712825,-1.05811,-6.3033015,-0.482833675,-6.8314091,-12.179645,-12.168275
1,1.75,338.6515418325,1.577443095025,-0.5438807768,-13.340708295,-45.13501278375,0.03166863175,0.294383510025,0.15604776605,0.144653923325,0.036327770075,96.2455062025,-20.2021975875,-1.1004525,-6.3074965,-0.489148,-7.435205675,-12.18618,-12.374985
1,2.25,338.02784149,1.502913436425,-0.594333075825,-26.66687646,-44.4291923005,0.03511237895,0.3088853928,0.1647182455,0.1528344629,0.0301854986,96.2610330475,-20.8103087755,-1.127425,-6.313299,-0.491309475,-8.088845725,-12.1995025,-12.472432
1,2.75,337.747039755,1.7511395021,-0.72345913005,-36.92725577225,-41.9180131165,0.03010684905,0.266378494125,0.15250992575,0.186595946125,0.03050954875,96.29830569075,-21.200448957,-1.167535,-6.287640225,-0.48301733,-7.95629145,-12.2754075,-12.76609
1,3.25,336.6224368225,1.4390710666,-0.70840469895,-17.788169907,-46.312545274,0.028909851125,0.3061611834,0.1620212855,0.16758788515,0.03535583965,96.30726009675,-20.95272661025,-1.2035025,-6.302033725,-0.491361605,-8.031631,-12.75774,-13.23210525
1,3.75,337.88127171,1.658986835625,-0.7527192242,-22.826102287,-47.05055553025,0.030677169525,0.2373224434,0.1544651556,0.16293059525,0.0395234327,96.352194359,-21.57051464625,-1.23965,-6.295870225,-0.4892023375,-8.15093925,-12.524995,-13.351278
1,4.25,338.40296222,1.828254977025,-0.65930163935,-36.07617593475,-47.25326007075,0.03142826695,0.35859655235,0.1440225429,0.18917399225,0.03382579175,96.373834026,-21.77598624375,-1.2735975,-6.2889715,-0.4808870375,-8.29144535,-12.4361055,-13.846263
1,4.75,338.242311885,1.9236488438,-0.5333995456,-50.74048933,-44.932190742,0.034334388,0.278716215,0.145928541875,0.15492875,0.034552557,96.3635315875,-22.157049769,-1.31752,-6.28716395,-0.4762312275,-8.58983005,-12.54454725,-13.97624525
1,5.25,338.808882145,1.9117813405,-0.7912479619,-69.90437895,-43.251442654,0.03496668625,0.3072802102,0.175373644075,0.156636971975,0.038737614075,96.3275174435,-20.32514047,-1.317845,-6.26873735,-0.474894985,-8.845972875,-12.57774,-13.988146
1,5.75,338.640820545,1.051675978625,-0.7473855077,-75.8321192175,-42.2949254215,0.03978625,0.272176822,0.168889481,0.163045589,0.035966103,96.36210634975,-22.9658790745,-1.2767925,-6.265386625,-0.4753685,-9.1112475,-12.507,-14.09113
1,6.25,338.721068365,1.544930563,-0.6418162064,-50.302036074,-43.4678715255,0.023354668,0.2483181351,0.1607594184,0.1593204418,0.0299474128,96.350224791,-22.08401273125,-1.23478,-6.279617725,-0.4861212225,-9.355922,-12.576895,-14.25388975
