DOY2,HR2,LE,H,FC,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,PPFD_IN,SW_IN
1,0.25,-1.00467596347062,-45.3687082476225,-0.186305141006638,-30.44455,-4.33674289317609,-18.87666,-8.36599609392448,-102.27765,-13.30021,-13.8277175,44.6034245986048,0.273257203756731,65.28036,0.675059925,7.365888,385.905030837636,2.0324685727142,-8.35875225,0.00569611,0
1,0.75,-0.835348422742658,-46.8396760394328,-0.116961458666703,-30.1529475,-4.33473358632022,-18.341135,-8.39558897097578,-103.561675,-13.35705,-13.80775,46.5658634204195,0.263224659038335,65.27092,0.662896725,7.543292,385.863949528748,2.01412913798774,-8.448776,0.0064232525,0
1,1.25,-0.671454325083693,-43.835014827306,-0.182830280173674,-29.57189,-4.37493338885133,-18.30512,-8.37159753798876,-102.545,-13.30094,-13.83137,48.5446218798356,0.272960620867944,65.2548525,0.6658316,7.36221675,386.110041076819,2.04820448735626,-8.537848,0.0068136725,0
1,1.75,-1.12688680612282,-41.3460204686475,-0.23415007050122,-29.014785,-4.36342328264025,-18.00306,-8.28642013426715,-101.67,-13.38676,-13.7858725,47.3349610559117,0.272024208082661,65.255665,0.6911428,7.545446,385.985923143383,2.04917515432085,-8.610474,0.007979609,0
1,2.25,-1.593815549261,-39.8738800039113,-0.200728283276878,-28.991025,-4.43426354213874,-17.8715125,-8.24823316523883,-102.9715,-13.29419,-13.772355,46.7220459178472,0.276232409648955,65.246695,0.69825615,7.393656,386.027875238931,1.99023495762539,-8.667237,0.0071414295,0
1,2.75,-0.454347820580414,-45.0243435991735,-0.0924173648394567,-29.0942825,-4.54236965373696,-17.98486,-8.27019646510215,-101.370625,-13.27962,-13.73426,48.8643632795485,0.268557291287685,65.2385525,0.67473675,7.570995,386.413566953157,2.02605862064524,-8.73593,0.006764319,0
1,3.25,-1.36557831616035,-42.5925551341091,-0.0641567806955015,-29.40082,-4.53172911048256,-18.0458825,-7.93036761552961,-103.3197,-13.23407,-13.60723,48.6575582171916,0.273499791147164,65.25061,0.7199426,7.835395,385.947261124635,2.04073409843941,-8.794465,0.00750920325,0
1,3.75,-1.1615638926927,-45.6140993311646,-0.108953673482281,-28.535645,-4.54529321119757,-17.3914375,-8.08533485273492,-102.5967,-13.210875,-13.545885,48.5409573221764,0.266530220482203,65.23043,0.691545325,8.2234415,386.112677096777,2.05052425049858,-8.877295,0.00873313425,0
1,4.25,-0.885556014221359,-45.1337373470933,-0.0521479612484742,-28.00853,-4.65269365036409,-17.6467525,-7.85311849545743,-101.6307,-13.325245,-13.6395725,48.2165835645676,0.26949027559985,65.23335,0.720165225,8.219141,385.491479142186,2.01937007489082,-8.919385,0.0078858715,0
1,4.75,-1.1049179406168,-49.5711012339864,-0.229313685522098,-28.527065,-4.61029643789699,-17.6955225,-7.38976509761839,-101.0081,-13.218615,-13.5921925,48.8973650812523,0.27561020318223,65.24415,0.67580115,8.3446285,385.682769850478,2.05161511275127,-8.951496,0.005801005,0
