DOY2,HR2,USTAR,TA_1_2_1,WS,NEE,FC,SC,H,LE,RH,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD,PPFD_IN,H2O_1_2_1
4,4.5,0.043,21.5672,0.639,-0.3423,-0.0269,-9.413,-29.614325,-8.46155,88.4325,97.561125,381.43175,384.8409,0,-38.287,0,25.4884
4,5.5,0.02825,21.67815,0.84125,0.132,-0.24125,-5.6138,-31.274225,-12.1978,89.395,97.58915,382.979,385.761,0,-34.123,0,25.39205
4,6.5,0.052075,21.7996,0.6602,-5.121725,0.11165,-16.2087,-18.497975,-7.819425,89.1425,97.66035,383.095,386.5948,0,-11.652275,5.40255,25.526
4,7.5,0.107975,22.065,0.628,-15.7073,-5.8613,-20.030375,-7.712025,2.255975,84.3375,97.714775,381.49365,382.1525,0,6.3622,47.18175,25.8642
4,8.5,0.1775,22.4786,0.5161,-25.7868,-19.3642,-16.759325,-2.5814,10.81905,80.747975,97.78905,377.64025,376.208375,0,22.7277,141.0038,26.661
4,9.5,0.16135,22.6356,0.621575,-25.442375,-22.137125,-11.008775,0.0632250000000002,35.77605,76.8,97.7976,369.89,371.197,0.05425,71.04565,225.1549,26.535675
4,10.5,0.19375,23.0348,0.7372,-29.36225,-26.64875,-5.78955,-7.73195,33.17555,72.1375,97.793475,366.084,367.6179,0.3795,37.90875,128.003275,25.796
4,11.5,0.16755,22.849875,0.6402,-28.057175,-27.40825,-7.7011,-3.870925,25.376,69.9275,97.6998,364.007,365.094,0.289,56.0099,181.13405,25.9399
4,12.5,0.171125,22.83535,0.9259,-24.5928,-23.8057,-4.471,-5.69155,23.635125,68.7475,97.575875,363.907,364.854,0.19325,53.86075,254.484,25.98
4,13.5,0.138875,23.030875,0.575,-24.12635,-23.2087,-3.8112,-9.20375,14.20505,65.7375,97.44515,363.28,363.15,0.08475,19.01875,133.6676,25.71865
4,14.5,0.136,23.077375,0.5957,-18.7552,-17.6299,-3.2618,-3.408925,7.326325,65.448025,97.32395,363.788675,363.559625,0,36.91325,147.097875,26.0322
4,15.5,0.1055,22.99255,0.5159,-12.2792,-13.2882,-1.556,-15.37735,8.413625,67.795,97.267925,362.0571,362.657,0,10.987925,174.7162,26.0043
4,16.5,0.0556,22.90895,0.458525,-6.55355,-6.371075,-0.7415,-13.3296,2.818775,69,97.296,362.45835,362.7321,0.05425,-12.814675,33.25065,26.0768
4,17.5,0.027,22.952375,0.4256,1.688925,-0.78,0.698375,-18.0028,-8.7127,72.4075,97.346,363.270325,363.12975,0.44475,-37.4622,8.6014,26.202
4,18.5,0.01455,23.07165,0.5914,2.4153,-0.09165,-0.291525,-24.70145,-4.725525,75.38,97.422,365.11335,367.60575,0.42175,-44.8544,0,26.261
4,19.5,0.021,22.8949,0.68215,2.098575,-0.505025,-0.87465,-27.79345,-5.71475,78.1425,97.5127,366.09435,370.809,0.1855,-50.386425,0,26.1892
4,20.5,0.0214,22.939125,0.744,0.89795,-0.1555,-4.090375,-31.359725,-9.8509,77.3275,97.589875,368.6582,373.17,0.119,-44.8545,0,25.64925
4,21.5,0.03,22.709,0.699125,0.782,-0.0685,-4.6132,-31.258425,-6.1106,78.7475,97.636675,370.49435,373.032575,0.09,-44.853725,0,26.045
4,22.5,0.019,22.648525,0.924175,0.60075,0.03385,-4.8506,-33.007075,-8.148425,81.385525,97.674925,375.693675,377.727925,0.0522500000000002,-38.448525,0,26.28585
4,23.5,0.027,22.4774,0.90645,0.290775,-0.11325,-7.443325,-32.91485,-9.341675,80.890475,97.6435,374.288925,377.81615,0,-43.8156,0,25.6798
5,0.5,0.0187,22.8002,0.823025,-0.36365,-0.1328,-5.222125,-27.344525,-10.84865,81.7475,97.634,372.838,375.12935,0,-37.8667,0,26.03925
5,1.5,0.0234,22.74125,0.87625,-2.21505,0.0703,-6.174175,-32.908025,-8.726425,83.0475,97.5952,371.90385,374.9035,0,-42.678225,0,26.234875
5,2.5,0.0309,22.543325,0.829525,-1.94985,-0.053425,-8.969,-30.909775,-10.0952,85.39,97.562,374.37365,378.2695,0,-44.16085,0,26.166
5,3.5,0.02165,22.3448,0.85,-0.754075,-0.04565,-7.20055,-32.614275,-6.7619,86.895,97.559,373.58485,379.2707,0,-39.204075,0,25.803625
5,4.5,0.024575,22.1198,0.593175,-2.029,0.039,-7.9146,-29.748275,-9.940275,88.085,97.5744,373.6455,378.85415,0,-38.097,0,25.549
5,5.5,0.0228,22.080025,0.8228,-1.71475,0.008,-7.64875,-31.73225,-11.4487,88.895,97.6332,374.452,379.359,0,-34.69355,0,25.2234
5,6.5,0.05945,22.20575,0.638125,-9.513075,0.2652,-16.81775,-20.52145,-10.384575,89.3025,97.7096,377.96715,379.83785,0,-1.35915,15.81965,24.9338
5,7.5,0.10385,22.4336,0.582,-13.114625,-5.0185,-19.01715,-15.767975,2.7386,87.9475,97.7626,375.41415,378.128,0,9.59725,80.4873,25.565
5,8.5,0.1402,22.773275,0.70515,-24.9555,-17.355625,-18.67425,-3.808925,19.813725,80.3425,97.8068,378.22565,376.95575,0,68.570875,214.066675,25.8907
5,9.5,0.1729,23.162425,0.73685,-26.5369,-19.5551,-10.811,6.41765,38.014675,75.8,97.8068,370.276,371.109975,0.16,85.4158,293.6186,26.2265
5,10.5,0.2059,23.442875,0.7431,-25.347,-21.4865,-9.82,5.659075,66.207675,73,97.7951,368.69725,369.33945,0.51425,98.8265,393.7576,26.7386
5,11.5,0.141,23.7045,0.675875,-25.127,-23.231,-5.629125,4.551875,78.58995,69.68,97.712,365.1337,365.476,0.76475,138.6161,460.2087,26.4471
5,12.5,0.15425,23.68585,0.7834,-26.549375,-25.21725,-4.416375,-5.306475,54.4932,67.037975,97.6006,365.3027,366.057,0.58475,68.9722,269.611,26.25865
5,13.5,0.1544,23.756,0.67895,-23.282975,-21.622675,-3.064375,-11.6004,45.768675,65.933025,97.4826,364.9837,365.309,0.519,31.138425,176.92225,26.7262
5,14.5,0.1296,23.57075,0.602375,-17.75205,-17.929575,-3.2286,-13.5598,18.63215,65.448025,97.384,365.1914,365.6354,0.40325,29.482375,147.08845,26.622925
5,15.5,0.0861,23.4257,0.5296,-11.5663,-12.508875,-1.81805,-8.9403,3.3071,66.880475,97.351875,364.4575,364.488475,0.2,19.32165,161.062,26.858125
5,16.5,0.04725,23.1144,0.529875,-3.90485,-6.08855,-0.98125,-12.094975,-0.297,67.5425,97.35975,363.20995,363.61055,0.46475,-14.1975,60.793,26.899
5,17.5,0.02535,23.237225,0.45355,1.29985,-0.540275,1.281525,-19.050275,-9.889675,74.5,97.409625,365.05905,366.279,0.497,-38.397125,7.2871,26.5406
5,18.5,0.0188,23.29655,0.5799,1.497275,-0.2259,0.0425,-22.817,-5.84405,76.2475,97.476125,370.7421,372.47595,0.4685,-44.790125,0,26.5178
5,19.5,0.02,22.990125,0.646175,0.29435,-0.23025,-3.552025,-24.358475,-6.361075,77.7275,97.5555,371.33245,373.6666,0.378,-44.79,0,26.009
5,20.5,0.017525,23.041,0.6484,1.11385,-0.10605,-4.148,-26.160975,-4.463175,79.487975,97.626375,374.843,376.57325,0.06,-48.3206,0,25.869775
5,21.5,0.0221,22.946025,0.70375,-0.6975,-0.470875,-4.933375,-28.02525,-4.523775,80.243025,97.679,373.2127,376.71115,0.24675,-44.423,0,25.260625
5,22.5,0.0167,23.0595,0.809,0.28545,-0.0498,-3.745625,-26.488725,-6.041775,79.390475,97.695,374.322,377.6215,0.17375,-44.7876,0,25.52225
5,23.5,0.02365,22.91665,0.9795,-0.5016,0.0298,-6.049,-28.4394,-9.89115,80.9475,97.676,372.775,375.45935,0.01425,-39.4468,0,25.954375
6,0.5,0.024,22.5616,0.9833,-0.3645,-0.08815,-3.3127,-33.8057,-8.012325,79.0425,97.76095,372.617075,376.19775,0,-47.1594,0,25.73615
6,1.5,0.0253,22.5642,0.8501,-1.5771,-0.01695,-4.344725,-34.65325,-7.18895,80.095,97.73745,372.619925,375.42875,0,-45.204,0,25.4569
6,2.5,0.0166,22.2754,0.8862,-2.504275,-0.001775,-6.836075,-31.551525,-7.79395,80.7375,97.67635,371.57735,374.86095,0,-45.17595,0,25.74175
6,3.5,0.0212,21.90575,1.047,-2.244025,-0.06725,-4.847175,-30.444725,-7.0235,82,97.689175,371.320575,374.4166,0,-44.80315,0,25.313
6,4.5,0.024625,21.6702,0.948175,-1.575725,-0.055725,-6.72825,-30.96375,-8.01575,82.99,97.70705,372.838175,376.154,0,-51.0488,0,24.9626
6,5.5,0.017725,21.67325,0.839,-2.684875,-0.025375,-7.864675,-34.530875,-8.558975,83.385,97.738475,375.853925,378.67325,0,-44.728,0,25.143925
6,6.5,0.039025,21.758,0.832,-8.127175,-0.016175,-15.4447,-23.959725,-5.178825,83.2275,97.79425,376.05485,379.8355,0,-15.60205,18.038,24.859925
6,7.5,0.1137,22.092625,0.731,-13.20035,-2.2696,-17.9902,-12.518375,4.762625,81.8475,97.841975,379.7907,381.28815,0,20.08575,132.14045,25.78645
6,8.5,0.188,22.74785,0.7227,-27.8057,-16.75545,-18.29495,2.7977,56.386925,75.785,97.904625,377.2412,376.783,0,32.8498,186.88365,26.65725
6,9.5,0.170875,23.273975,0.734375,-22.18395,-17.59005,-12.46325,11.110275,61.877175,70.2425,97.922525,372.982925,373.3705,0,74.9879,272.652925,25.8056
6,10.5,0.19935,23.892,1.057675,-23.4865,-20.948,-9.75615,6.08175,64.479075,66.08,97.90745,370.52775,371.622175,0.47,99.745875,403.926375,25.68325
6,11.5,0.22245,24.099075,1.01655,-21.998,-19.426,-6.6856,12.5615,75.28935,62.0425,97.816475,367.42465,368.718175,1.41725,128.109075,377.66085,25.16155
6,12.5,0.2489,23.472025,0.817,-23.1993,-21.0583,-4.58825,1.277275,73.081325,59.3475,97.74375,366.18685,367.40935,0.925750000000001,95.091225,331.72355,24.722
6,13.5,0.189,23.475925,0.796625,-21.83645,-20.1196,-3.374,-7.61725,33.993825,56.8475,97.62675,365.662525,365.48925,0.90475,35.55375,225.5485,24.528
6,14.5,0.163,23.555375,0.7263,-13.1483,-13.35575,-3.2069,-14.718875,22.365075,56.78,97.5528,365.259,366.1275,0.42175,44.75175,155.92665,23.400375
6,15.5,0.141,23.35825,0.57705,-10.3981,-10.6194,-2.180975,-14.787125,11.358,57.6275,97.5095,364.087,364.7905,0.17025,19.534525,85.361375,23.82805
6,16.5,0.0678,23.2139,0.51945,-4.4523,-4.96415,-0.47605,-22.30425,-5.06495,58.65,97.494975,366.5035,367.057,0.13425,-6.306,53.71475,23.96675
6,17.5,0.0366,23.2588,0.530175,0.2631,-0.6968,0.0202,-21.761975,-15.909325,66.5375,97.531,367.449,368.51075,0.65475,-44.733,7.1556,24.1108
6,18.5,0.0186,23.185,0.679725,1.945275,-0.140775,-0.64795,-25.4095,-6.258625,70.695,97.58425,368.7,371.2555,0.65325,-59.73975,0,24.2145
6,19.5,0.020475,23.378375,0.68765,0.265,-0.198825,-1.3094,-30.313025,-4.77475,72.5275,97.67675,367.6135,371.1185,0.369,-54.077925,0,24.4548
6,20.5,0.0149,23.3035,0.81085,-0.6106,-0.131,-2.9767,-29.73285,-7.45225,73.2425,97.75225,369.486425,373.780375,0,-50.7145,0,24.9208
6,21.5,0.0171,23.250375,1.036325,-0.379725,-0.116825,-1.7398,-34.48895,-5.021825,75.7425,97.81,369.678325,375.161175,0,-44.7425,0,25.214375
6,22.5,0.015625,23.154125,1.0635,-0.756975,0.00120000000000002,-2.6702,-32.45775,-6.233025,76.6,97.825,371.8695,377.84075,0.16175,-51.0314,0,24.914375
6,23.5,0.0227,22.9535,1.06575,-0.46275,0.001875,-2.74155,-31.292975,-8.334425,77.4,97.80725,373.3129,374.837675,0,-51.1168,0,24.625125
7,0.5,0.022,22.7285,1.0456,-1.34725,-0.04425,-3.638,-35.019025,-9.40795,70.865,97.796,372.19755,374.02795,0.8995,-50.0813,0,23.16825
7,1.5,0.0188,22.45945,0.8734,-0.67505,0.005,-4.5142,-29.07885,-7.581325,73.1475,97.75575,371.664,374.473,0.519,-51.0547,0,23.4548
7,2.5,0.0173,21.96575,0.8413,-3.073275,-0.05435,-5.199625,-31.308875,-6.41445,74.6275,97.729125,373.6281,374.46225,0,-52.1741,0,23.669325
7,3.5,0.0187,21.71705,0.8957,-2.34875,-0.03975,-5.0328,-31.533475,-7.97135,73.7275,97.71775,372.3144,373.7025,0,-51.0896,0,23.609325
7,4.5,0.0208,21.649825,1.14005,-1.928275,-0.028725,-5.2451,-33.14525,-10.95165,75.3275,97.75175,373.0975,374.41305,0,-51.0773,0,23.5778
7,5.5,0.0272,21.61475,1.0783,-4.5421,-0.0334,-6.275375,-31.693725,-12.268875,74.085,97.79415,373.03595,374.4051,0,-47.8493,0,23.17905
7,6.5,0.0327,21.808,0.9148,-7.9889,-0.0217,-12.0032,-30.312575,-7.856225,76.165,97.8347,373.18905,375.823,0,-15.5972,18.496075,23.6001
7,7.5,0.06,22.1252,0.614,-11.901425,-1.1711,-17.43005,-9.53005,7.525625,75.4375,97.90515,377.6914,378.9826,0,35.251,145.16715,24.4643
7,8.5,0.157375,22.8823,0.70345,-23.725,-13.1266,-15.88775,2.5618,54.664775,72.4475,97.967,376.10645,375.671,0.38425,85.43305,344.96815,25.396925
7,9.5,0.1886,23.98225,0.547025,-19.519,-15.6178,-11.44875,23.6026,74.88365,66.2275,97.96175,372.987675,373.5589,1.41225,184.36815,583.0014,24.6034
7,10.5,0.2217,24.2612,0.837,-22.9879,-19.8444,-8.462625,45.1608,135.2972,61.58,97.946,370.8104,372.043075,2.45625,184.7688,670.3445,23.9396
7,11.5,0.249475,24.0968,0.9369,-21.5043,-21.75325,-6.0752,1.80045,112.471925,58.2475,97.893,368.43255,368.3098,2.56075,95.648975,340.3372,23.617225
7,12.5,0.2365,24.09035,0.9258,-19.628,-18.385375,-5.157975,18.3627,70.756775,53.747975,97.7967,368.11555,368.72005,2.019,137.8338,514.48915,22.2076
7,13.5,0.1852,24.74715,0.877,-17.58085,-17.3123,-3.284,12.82165,65.34025,53.5,97.6947,368.195975,368.182225,2.34275,121.23435,425.612,22.6728
7,14.5,0.178775,23.7226,0.7255,-13.21705,-13.3871,-2.61975,-6.45515,47.965225,52.0425,97.61575,368.98545,368.38675,1.8365,51.419275,207.66365,22.1885
7,15.5,0.09535,23.08715,0.59515,-9.02765,-10.0915,-1.628825,-11.6201,2.52012500000001,52.9375,97.5806,366.427,367.46345,1.16225,13.20625,124.70995,22.5058
7,16.5,0.0679,23.0039,0.626,-3.129125,-4.68645,-1.03325,-15.8675,-0.4053,54.6435,97.5734,367.588,368.312,1.0545,2.29025,62.297,23.137925
