DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,-38.66725,-40.430175,-1.037253,-10.91875,-0.23861925,0.046780725,380.8355,4.92706,-3.84327,87.6586,-3.896625,61.5919,0.243526,0,-0.1269395,0.4905,2.302,4.434375,5.24175,6.68525,8.94
1,0.75,-36.05205,-40.798075,-0.54206975,-9.8480625,-0.083507575,0.039353475,380.82525,4.935865,-4.037505,87.64385,-4.15851,64.203275,0.215435,0,-0.118048,0.359625,2.184875,4.419,5.185,6.71125,8.94
1,1.25,-33.52695,-41.177575,-1.5556125,-7.103505,-0.17792225,0.0396369,381.165,4.79641,-4.6032275,87.6313,-4.57153,65.536975,0.23754375,0,-0.1194545,0.209,2.085625,4.296,5.1335,6.7435,8.94
1,1.75,-33.703075,-40.746275,-1.157185,-5.87061,-0.0800726,0.04013625,380.7875,4.72662,-4.99921,87.65,-5.076475,70.80095,0.21815025,0,-0.125781,-0.00575,1.900875,4.248375,5.10125,6.73775,8.9475
1,2.25,-34.020125,-40.56885,-1.51001,-9.72816,-0.2947695,0.040066,380.408,4.65975,-5.37108,87.6586,-5.3500675,73.509625,0.19948625,0,-0.1179835,-0.275125,1.810375,4.162125,5.05475,6.755,8.9475
1,2.75,-31.956825,-39.7913,-1.514585,-9.734465,-0.218023,0.040507125,378.9625,4.71394,-5.8416975,87.67755,-5.76838,72.786575,0.2320275,0,-0.123717,-0.457875,1.646625,4.115375,5.013,6.771,8.94
1,3.25,-31.472275,-39.546925,-0.6552025,-7.529585,0.00445242,0.0441866,380.40525,4.6555925,-5.9229925,87.67745,-5.79865,73.012725,0.1564625,0,-0.13076475,-0.614625,1.485875,4.034375,4.96575,6.783,8.9475
1,3.75,-30.880925,-38.854575,-0.877774,-8.47284,-0.17553775,0.043981725,380.879,4.54683,-6.03655,87.69815,-6.0792525,71.91705,0.2219675,0,-0.12175175,-0.729125,1.368375,3.961125,4.94525,6.794,8.9475
1,4.25,-29.780575,-38.771525,-1.5255075,-9.41358,-0.0650611,0.0372981,380.76225,4.37801,-6.412525,87.703225,-6.3894175,72.213325,0.1844635,0,-0.12259975,-0.802,1.309,3.8735,4.9155,6.7955,8.9475
1,4.75,-29.776475,-38.6304,-1.1968075,-8.17516,-0.0053451975,0.04409875,381.59,4.545895,-6.64894,87.7057,-6.6343875,71.46735,0.1979765,0,-0.12792325,-0.87425,1.245375,3.833875,4.9205,6.79875,8.9475
1,5.25,-29.8554,-38.04215,-1.73096,-7.52271,-0.220367,0.0437054,380.66925,4.5311925,-6.80965,87.6934,-6.740375,70.731275,0.21578725,0,-0.120536,-0.919,1.15475,3.824875,4.89075,6.8165,8.9475
1,5.75,-28.78015,-37.73895,-0.894137,-5.80901,-0.214684,0.038230125,380.8525,4.51131,-7.028955,87.700625,-7.00357,77.209575,0.213698,0,-0.11888425,-1.193,1.030375,3.793125,4.83975,6.74525,8.9475
1,6.25,-28.4041,-37.638125,-1.05039,-7.447435,-0.22754425,0.03496075,381.5095,4.5179175,-7.3730575,87.727,-7.31784,75.77795,0.217285,0,-0.1210745,-1.322125,0.94325,3.736625,4.71925,6.7735,8.9475
1,6.75,-28.1494,-37.8355,-1.123625,-4.752285,-0.19743275,0.035959775,381.651,4.42028,-7.6461725,87.745625,-7.421585,77.1655,0.2150575,0,-0.1182485,-1.498875,0.84825,3.705,4.70225,6.75675,8.95
1,7.25,-25.53995,-37.4918,-1.41579,-4.4200425,-0.34491,0.042124175,381.92425,4.2396975,-7.77216,87.7695,-7.74168,78.8271,0.2234575,0,0.35578675,-1.482125,0.788625,3.630375,4.65525,6.774,8.95
1,7.75,-3.66831,-34.824925,-0.220071,-7.456505,-0.302209,0.036887075,382.77025,4.2608175,-7.528395,87.7671,-7.32797,78.368075,0.1781505,49.661425,5.6580625,-1.612375,0.681625,3.6515,4.612,6.7795,8.925
1,8.25,28.01835,-26.79695,2.39737,0.227081,-0.38817725,0.05700605,382.51125,4.8575125,-4.44044,87.76755,-3.95889,67.359525,0.24044775,135.6865,15.9904,-1.632875,0.58725,3.58925,4.60325,6.79175,8.9475
1,8.75,78.4754,-19.20005,7.46269,13.61885,-0.438534,0.0873305,381.35875,4.95722,-1.05882,87.743475,-0.4217065,54.758,0.392349,233.8125,29.6387,-1.3985,0.51625,3.52025,4.46275,6.7845,8.9475
