DOY2,HR2,PA,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,TS_1,TS_2,G_1,G_2
1,8.25,96.861,-31.609075,70.198025,0,0.92557225,186.4352375,211.6928575,-78.9655675,2.38689,1.8227525,1.127376,-5.8615975,-7.5787975,-30.71635,-16.608975
1,8.75,96.85075,-31.40545,69.405525,7.93044,6.00171,186.777135,213.01848,-84.205325,19.273975,15.516875,1.077748,-5.871335,-7.5993925,-30.930325,-16.4441
1,9.25,96.83375,-31.24225,69.06045,15.792625,12.2643325,189.5824275,216.49029,-88.1915575,47.177275,40.060125,0.4882825,-5.86815,-7.60153,-31.15565,-16.3073
1,9.75,96.86475,-29.99585,67.273375,31.616625,27.568775,192.6388275,221.857305,-77.36225,97.242975,80.70975,0.421406,-5.863905,-7.6006075,-31.230175,-16.2113
1,10.25,96.90675,-28.20915,66.612675,38.65785,34.9541,197.8755025,226.6370825,-67.281,125.88275,111.70075,0.818942,-5.8620275,-7.6281,-31.0998,-16.298325
1,10.75,96.88225,-27.1754,64.8923,56.72965,50.30665,200.86129,232.7166225,-57.414525,178.155,154.28025,1.03615875,-5.867265,-7.64382,-30.786125,-16.472475
1,11.25,96.91,-27.0015,64.61115,90.948775,68.409625,203.2750075,236.10741,-51.482065,230.53575,187.624,1.47217,-5.86256,-7.65888,-30.2233,-16.371075
1,11.75,96.83825,-26.654125,62.540175,109.017,81.05385,207.0722325,237.4891125,-61.92945,265.3375,220.58425,0.970663,-5.861065,-7.621175,-29.6836,-16.05965
1,12.25,96.801,-25.540825,62.78355,122.2145,91.098275,211.21266,241.78881,-48.14245,294.669,247.334,0.851973,-5.858985,-7.59237,-28.844925,-16.014975
1,12.75,96.7465,-24.838525,63.3323,123.8195,90.04115,213.0103375,241.067165,-48.156225,316.52575,254.07425,1.7287925,-5.8566425,-7.58308,-28.4378,-15.940375
1,13.25,96.683,-24.8845,61.580175,117.3465,84.118,213.28577,242.9978475,-49.346285,307.96375,229.243,1.33033,-5.8443325,-7.567635,-27.642325,-15.5038
1,13.75,96.66725,-24.6522,62.165375,105.16725,87.82965,213.63308,243.6322925,-45.7346,282.396,245.734,1.592667,-5.8386325,-7.54522,-27.1636,-15.368025
1,14.25,96.6505,-24.5404,60.8583,109.12175,80.580275,213.19119,247.2636025,-54.2146,281.10875,216.89725,1.135578,-5.839475,-7.53722,-27.119775,-15.148225
1,14.75,96.65925,-24.57325,61.8644,79.16735,64.95995,212.7246525,245.0633725,-67.871825,193.403,173.65025,1.105912,-5.8225875,-7.5229125,-27.066475,-14.956325
1,15.25,96.64475,-24.53625,61.5827,57.40165,43.493875,212.8070275,244.563435,-80.09265,135.80575,115.21275,2.5216,-5.82958,-7.5210675,-26.9112,-14.826375
1,15.75,96.6625,-24.816675,62.2398,40.192775,30.7132,208.90169,248.707145,-90.041075,97.89015,80.197,1.0472455,-5.840515,-7.5223625,-26.66295,-14.73375
1,16.25,96.74025,-24.89735,62.087525,16.69065,14.095475,205.5225775,241.4570725,-89.42695,42.273925,37.321925,1.76231,-5.8287375,-7.50041,-26.548975,-14.647725
1,16.75,96.755,-25.276975,64.8595,2.5563125,2.653145,201.97112,237.60162,-93.0637,8.51382,6.29421,1.198575,-5.8254125,-7.49636,-26.492375,-14.668325
1,17.25,96.783,-25.8429,66.438225,0,0.27615925,198.158655,232.1410025,-91.4321925,0.32435025,0.19932225,1.51021,-5.826975,-7.489215,-26.5598,-14.763175
1,17.75,96.80675,-26.597075,67.343525,0,0,196.86458,230.10423,-85.34244,0.003053745,-0.098568975,1.434909,-5.818585,-7.4706775,-26.67365,-14.92705
1,18.25,96.77425,-27.5501,67.915675,0,0,193.323835,228.120635,-82.8190375,-0.00645866,-0.1140715,0.90685525,-5.81517,-7.45549,-26.807675,-15.161625
1,18.75,96.74875,-28.303025,66.61345,0,0,190.1948725,226.641765,-79.60898,-0.012828175,-0.11066375,0.57562025,-5.81636,-7.441635,-26.6731,-15.39645
1,19.25,96.73,-28.489375,66.393775,0,0,188.2410275,227.9798875,-80.8253225,-0.011728275,-0.1235335,1.20902,-5.81686,-7.4258525,-26.541825,-15.557875
1,19.75,96.70975,-30.00925,65.470725,0,0,185.73742,225.7878,-83.9811375,-0.016638775,-0.128163,0.907956,-5.8008375,-7.407855,-26.2927,-15.48515
1,20.25,96.7295,-30.9663,65.5457,0,0,183.823555,223.43321,-85.663395,-0.014724975,-0.11622725,0.600257,-5.8011975,-7.379375,-25.88625,-15.3442
1,20.75,96.727,-31.906,66.72325,0,0,182.55714,226.133395,-85.94952,-0.016165675,-0.1108345,0.6221075,-5.8028625,-7.3723375,-25.5143,-15.16875
1,21.25,96.7515,-32.278825,66.669525,0,0,180.92422,225.1272375,-83.77573,-0.011337775,-0.1075965,0.77346275,-5.8096825,-7.3639625,-25.120375,-14.98975
1,21.75,96.873,-32.4601,65.846975,0,0,180.10637,225.5651675,-82.6742225,-0.01575275,-0.11398675,1.07593,-5.8222375,-7.369095,-24.86615,-14.948175
1,22.25,96.95475,-33.27935,65.02745,0,0,180.9159175,221.43854,-81.8047125,-0.011334625,-0.11844325,0.74237775,-5.8373725,-7.373375,-24.739925,-14.757125
1,22.75,97.029,-32.155575,65.986575,0,0,184.01543,220.10783,-80.72558,-0.01709395,-0.11405925,0.7584265,-5.849325,-7.3688225,-24.671875,-14.76735
1,23.25,97.066,-31.74865,65.7279,0,0,186.5445625,219.0679075,-82.1136625,-0.015449625,-0.11425825,1.38798425,-5.875725,-7.3594725,-24.907875,-14.775925
1,23.75,97.125,-31.4207,64.9855,0,0,186.00507,214.02201,-76.74296,-0.0122549,-0.112043,0.4369775,-5.88578,-7.3553525,-25.407175,-15.00585
2,0.25,96.81225,-28.082725,62.445525,0,0,191.869415,212.8603025,-95.4662325,-4.968015,-0.11223,0.29686475,-5.8566,-7.15105,-13.6395,-8.923225
2,0.75,96.7025,-29.378875,62.832575,0,0,190.1402975,211.7881125,-95.62539,-4.2697375,-0.1118775,0.44407375,-5.88025,-7.176875,-13.7615,-8.9999
2,1.25,96.66125,-29.677475,63.389875,0,0,189.453035,216.9385775,-95.4930475,-4.4225325,-0.11329,0.384322,-5.888125,-7.18295,-13.88675,-9.083025
2,1.75,96.65225,-28.78055,63.09485,0,0,188.274,218.2767325,-94.998255,-4.387595,-0.11407,0.337834,-5.905675,-7.22855,-14.00325,-9.1657
2,2.25,96.62225,-28.691325,63.948875,0,0,188.7907,213.6096125,-94.70923,-4.5561475,-0.1018825,0.45842025,-5.934475,-7.2698,-14.1295,-9.2447
2,2.75,96.62,-29.0259,64.52775,0,0,188.69188,217.5052875,-92.5121925,-5.8348275,-0.1036875,0.271445,-5.9407,-7.285925,-14.2585,-9.32985
2,3.25,96.621,-30.069875,64.9081,0,0,187.5455025,214.20336,-91.6864275,-5.543025,-0.09253125,0.264292,-5.964075,-7.3189,-14.38175,-9.412925
2,3.75,96.61325,-30.492575,64.117575,0,0,186.613555,212.1195675,-91.3502,-4.7026225,-0.1017975,0.38820125,-5.97705,-7.3345,-14.50625,-9.451025
2,4.25,96.6565,-30.814375,64.032725,0,0,185.792125,213.359065,-92.06884,-5.4176225,-0.0962775,0.242771,-5.98965,-7.360725,-14.5575,-9.436375
2,4.75,96.74725,-31.517825,62.131175,0,0,184.755895,212.8671,-88.1069175,-5.0605225,-0.1102375,0.29597,-6.00445,-7.362975,-14.531,-9.419875
2,5.25,96.83475,-31.7648,60.5767,0,0,185.2603025,213.9794425,-87.0123525,-4.5426775,-0.119085,0.49136,-6.017975,-7.3573,-14.51225,-9.403275
2,5.75,96.93,-32.048025,59.96995,0,0,186.3541475,213.00943,-86.0188925,-4.674375,-0.114205,0.460844,-6.036,-7.359325,-14.48125,-9.38525
2,6.25,96.97675,-32.304725,61.145925,0,0,185.071545,212.20159,-88.43719,-4.08535,-0.1037675,0.4413105,-6.054575,-7.34925,-14.47475,-9.369375
2,6.75,97.008,-32.144775,62.22265,0,0,184.47419,209.32957,-85.739675,-4.80654,-0.07891875,0.33314,-6.063375,-7.3374,-14.47,-9.36815
2,7.25,97.0425,-32.863775,62.677,0,0,183.43914,209.11116,-86.109475,-3.8015375,-0.05103225,0.42866475,-6.090775,-7.3529,-14.41775,-9.345825
2,7.75,97.077,-32.8492,63.27525,0,0.47778225,183.1360725,211.574805,-85.54348,0.573824,0.8047925,0.33798,-6.1159,-7.377075,-14.37575,-9.32015
2,8.25,97.12475,-31.4955,63.628275,6.884385,7.0555925,184.4486,218.6446675,-87.9072,21.935825,16.2745,0.351125,-6.12765,-7.36535,-14.35375,-9.29775
2,8.75,97.159,-29.0573,61.876025,27.7397,22.739925,191.4854675,225.565615,-84.470375,72.70035,64.03175,0.402752,-6.129775,-7.34625,-14.3255,-9.2797
2,9.25,97.158,-27.109175,58.61955,51.9809,42.137025,197.28513,228.8112475,-76.380475,128.6785,128.4625,0.4584995,-6.122775,-7.259675,-14.3015,-9.2629
2,9.75,97.1325,-26.016975,56.444825,90.095075,73.58465,201.9884375,230.57198,-67.13595,222.8465,206.2725,0.8182975,-6.073625,-7.20475,-14.27125,-9.244
2,10.25,97.12375,-24.647325,54.311475,124.6965,102.7155,209.1910625,234.12023,-58.7119425,313.599,274.405,0.478303,-6.07485,-7.252575,-14.26475,-9.233475
2,10.75,97.10375,-24.012475,55.855925,145.73275,120.50875,214.52324,238.6021,-65.1208225,383.0335,325.75,0.465946,-6.058875,-7.233375,-14.2275,-9.21755
2,11.25,97.0905,-23.517175,52.456625,170.32925,141.526,219.7634125,241.8880325,-69.564825,418.072,335.715,0.63561,-6.0569,-7.200025,-14.20025,-9.206725
2,11.75,97.11925,-22.524025,51.50035,181.0025,151.539,223.7520675,247.0790975,-74.160375,463.5,409.0875,0.373859,-6.070075,-7.2401,-14.17125,-9.19465
2,12.25,97.14925,-21.916225,51.699225,191.9065,155.6115,225.69589,250.2053875,-81.23475,471.27425,436.0225,0.5144325,-6.04645,-7.199625,-14.13425,-9.177
2,12.75,97.15675,-21.499725,50.643075,217.82225,178.12425,228.81544,253.462735,-61.32805,543.9295,482.1925,0.8767615,-6.0047,-7.180825,-14.1175,-9.16275
2,13.25,97.1015,-21.2143,51.62585,233.2795,187.638,229.925825,253.16022,-42.866075,573.10475,515.9375,1.072282,-5.993075,-7.167575,-14.07125,-9.1407
2,13.75,97.00075,-21.017625,51.734325,215.97,174.5035,231.17841,254.2767925,-45.253525,489.901,501.7475,1.64716,-6.0097,-7.1588,-14.0565,-9.118725
2,14.25,96.94775,-20.840375,48.0554,201.07025,160.0225,231.2438325,255.9372125,-40.748,489.951,447.6775,1.1495325,-6.014575,-7.156375,-13.99625,-9.090525
2,14.75,96.886,-20.747225,47.732325,151.54025,122.4095,229.01573,260.3717375,-60.36755,380.64375,346.2275,1.1461445,-5.979375,-7.14885,-13.9565,-9.0591
2,15.25,96.87825,-20.741075,50.4564,124.64725,99.151075,228.5919225,264.07826,-73.097825,284.396,282.30925,1.33826,-6.01164,-7.1686975,-14.0428,-9.1560925
2,15.75,96.84025,-20.65155,48.61795,107.6655,87.16465,227.0969575,259.5464125,-75.7804,266.01875,236.263,1.40353,-6.047455,-7.20552,-13.983125,-9.1352425
2,16.25,96.808,-20.707825,50.650025,72.917975,58.7063,224.5975025,255.5214275,-90.533175,176.88625,171.89125,1.4997675,-6.041185,-7.1547775,-13.879475,-9.109495
2,16.75,96.7525,-20.853425,51.315275,37.19495,32.40635,219.58834,254.47985,-99.435225,84.406125,93.38825,1.17385,-6.02271,-7.1373775,-13.750525,-9.0730825
2,17.25,96.7805,-21.30875,54.05185,9.5114975,9.14869,214.65263,255.56704,-110.0003,23.285225,25.8007,0.533225,-6.037075,-7.1908725,-13.6216,-9.0232075
2,17.75,96.868,-21.69915,55.43965,0,0.9058565,210.75805,249.9255175,-109.1924375,-0.75651825,1.3167475,0.606389,-6.0334575,-7.18255,-13.5441,-8.971275
2,18.25,96.91675,-22.88255,58.362075,0,0,207.4226275,248.5551075,-104.21881,-5.04656,-0.034149225,0.677445,-6.02742,-7.1480875,-13.485125,-8.9157075
2,18.75,96.72625,-24.2117,60.493525,0,0,201.91182,249.6382225,-102.632435,-5.6036225,-0.089464725,0.572951,-6.02,-7.1288275,-13.428375,-8.8625025
2,19.25,96.8015,-25.031775,61.16585,0,0,199.1215275,250.2566025,-100.4044375,-5.471685,-0.1237805,0.38031675,-5.9915375,-7.0676975,-13.376175,-8.8130375
2,19.75,96.58875,-25.169975,62.0151,0,0,197.9947225,246.104545,-97.2981525,-5.2297825,-0.111425,0.34843375,-5.9843175,-7.0592625,-13.335425,-8.7725875
2,20.25,96.5455,-25.9584,63.4927,0,0,196.53442,241.430415,-95.586735,-6.65557,-0.11543625,0.438634,-5.978815,-7.0407775,-13.316225,-8.7439075
2,20.75,96.5975,-26.115875,65.96075,0,0,195.723885,231.5292375,-90.773245,-5.599705,-0.099215425,0.2258405,-5.96102,-7.01803,-13.309125,-8.72781
2,21.25,96.582,-26.4645,66.239425,0,0,194.94544,232.1575275,-90.2015375,-4.7761825,-0.126701,0.303366,-5.9222475,-6.979295,-13.301275,-8.7200475
2,21.75,96.665,-26.76275,66.136725,0,0,193.78866,229.345795,-90.3525375,-5.34164,-0.12334775,0.32673625,-5.90516,-7.00462,-13.328,-8.7271425
2,22.25,96.7135,-26.864375,65.649475,0,0,193.435005,230.7499225,-91.436615,-4.2903325,-0.12385975,0.294955,-5.882885,-7.06872,-13.36135,-8.7495175
2,22.75,96.6945,-27.1444,65.0552,0,0,193.3344825,225.79276,-90.0834525,-3.8504975,-0.1057555,0.2791865,-5.87392,-7.0864275,-13.42625,-8.78359
2,23.25,96.659,-27.208125,64.5596,0,0,191.7378775,223.4644225,-91.80487,-4.399605,-0.10759875,0.40542825,-5.8617125,-7.1042475,-13.49985,-8.831495
2,23.75,96.618,-27.6884,64.11385,0,0,190.30579,216.7911325,-93.8060475,-4.5802225,-0.1005443,0.39287975,-5.858255,-7.1434175,-13.587375,-8.8884425
3,0.25,96.44875,-27.55285,60.1724,0,0,196.15739,240.6583925,-88.23257,-0.018788225,-0.0988151,0.43094,-4.0979425,-4.689375,-63.50585,-56.913825
3,0.75,96.37475,-28.592175,63.759275,0,0,195.6821275,240.0353075,-90.2501075,-0.020922575,-0.08685445,0.668039,-4.1024625,-4.69569,-63.6693,-55.996575
3,1.25,96.4135,-27.95375,61.7106,0,0,196.9291675,237.8820875,-94.71408,-0.018858225,-0.080082775,0.508909,-4.095045,-4.6872025,-64.6622,-55.6957
3,1.75,96.39975,-27.068125,58.827675,0,0,196.61948,237.1527525,-95.79946,-0.00994112,-0.097264125,0.671545,-4.09836,-4.6955925,-65.235925,-54.831475
3,2.25,96.396,-27.83015,58.416825,0,0,194.88494,238.71783,-96.6679175,-0.022103375,-0.093397625,0.73850825,-4.08058,-4.6809725,-65.193675,-53.6971
3,2.75,96.389,-27.98255,59.4952,0,0,193.827345,238.479155,-96.36721,-0.0115057,-0.0980728,0.416922,-4.0776875,-4.6869925,-64.497775,-53.463175
3,3.25,96.37675,-28.441925,61.016325,0,0,192.8722575,237.7436375,-95.1260525,-0.007838045,-0.1000017,0.359552,-4.08679,-4.701605,-63.353425,-51.3651
3,3.75,96.37575,-28.16385,61.115625,0,0,191.96303,237.39,-94.2628075,-0.01195959,-0.10059915,0.345566,-4.0877675,-4.71162,-62.981825,-49.80255
3,4.25,96.33475,-28.368425,62.11985,0,0,192.72498,235.0257625,-94.6675975,-0.016366375,-0.1090335,0.3695035,-4.08588,-4.716625,-62.389325,-49.8745
3,4.75,96.32825,-28.560775,63.37645,0,0,195.249555,231.3405675,-93.70929,-0.0184409,-0.099233525,0.43800625,-4.07976,-4.7124875,-61.56745,-49.610675
3,5.25,96.3315,-28.5859,63.1069,0,0,196.51749,226.25037,-92.8237225,-0.019589025,-0.1054755,0.40395,-4.082605,-4.72076,-59.78485,-49.530175
3,5.75,96.378,-28.17855,67.352875,0,0,195.32958,229.231685,-93.51969,-0.0150395,-0.1077295,0.34489225,-4.0827025,-4.727255,-61.6325,-52.17915
3,6.25,96.3935,-28.512825,66.94865,0,0,194.4637225,228.5437375,-93.80405,0.0092298725,-0.083958725,0.31265425,-4.0875875,-4.7405425,-64.883525,-53.534575
3,6.75,96.43575,-28.69125,65.840375,0,0.0598583,194.1069025,227.90069,-94.630485,0.4444815,0.41550825,0.424698,-4.08951,-4.7499825,-59.188125,-50.72635
3,7.25,96.525,-28.603825,63.723925,4.61414,3.080895,194.2516525,230.1872075,-89.663475,13.288925,4.0155175,0.454683,-4.0881325,-4.75565,-45.96125,-35.93335
3,7.75,96.633,-27.721475,57.89645,17.89395,7.234995,196.5415375,238.92982,-80.634625,53.23725,10.4800875,0.523477,-4.0836925,-4.7497125,-29.97415,-18.2596
3,8.25,96.73,-25.912525,51.971975,44.360075,11.1768,200.8427,247.9083175,-63.95175,126.704,15.714575,1.064892,-4.08277,-4.7354575,-13.40155,-8.0697725
3,8.75,96.89975,-23.4596,47.150475,67.557625,17.9888,207.38379,256.2742175,-50.30955,191.6505,27.032,0.81373,-4.0826775,-4.72993,-7.47344,-6.39362
3,9.25,97.099,-21.376025,43.47415,85.269775,22.156325,213.870125,260.457745,-67.604025,251.2715,35.710225,1.285485,-4.079915,-4.7305,-7.2947475,-6.1019575
3,9.75,97.1625,-20.02515,44.4136,94.5265,15.08195,222.7179475,264.97284,-60.109625,281.9375,25.33195,0.90101,-4.07999,-4.7321325,-7.3872125,-6.7433625
3,10.25,97.2445,-19.076325,42.595325,136.871,17.263275,229.435655,274.4054525,-49.9347875,413.366,28.01465,0.770593,-4.078505,-4.722815,-7.46173,-6.0403375
3,10.75,97.29675,-18.101075,40.279725,177.671,21.275825,236.34413,284.4680325,-40.145025,458.01875,36.1132,0.7049025,-4.07174,-4.7049,-7.5267525,-6.008895
3,11.25,97.279,-17.85385,39.948475,167.0135,21.99225,241.11342,296.45969,-50.7296,460.476,37.649875,0.8176635,-4.07146,-4.6724125,-7.56568,-5.979795
3,11.75,97.24225,-17.669125,39.3101,201.95625,27.36095,244.4919625,298.519465,-56.125075,506.42175,46.53375,0.771952,-4.06982,-4.6896625,-7.5707725,-6.4082825
3,12.25,97.2045,-17.580925,36.7556,167.109,21.254275,246.3395975,295.9906275,-17.774525,433.5395,36.10515,0.978156,-4.04283,-4.62526,-7.57764,-6.403385
3,12.75,97.1945,-17.2328,35.225775,172.552,25.1481,248.22753,297.4211925,1.5874,468.8685,39.5299,1.1726275,-4.03461,-4.593445,-7.6029,-6.40929
3,13.25,97.1845,-16.815075,33.365125,129.1925,17.18435,250.1969675,301.78598,15.0515575,353.77725,27.429,1.2328115,-4.03231,-4.601745,-7.637005,-6.415725
3,13.75,97.18,-16.26405,31.334075,98.18685,21.5688375,250.8219325,300.7895325,12.2858675,280.481,32.74116,1.3251515,-4.030345,-4.58001,-8.03277,-7.080675
3,14.25,97.14125,-15.86895,31.637175,109.69825,23.88777,251.80335,297.9251425,7.136975,297.841,35.6843,1.13132,-4.015245,-4.505145,-7.57479,-7.08073
3,14.75,96.987,-15.579875,30.85,136.4245,18.8478,252.05999,292.4012425,-5.9551,375.7085,31.10715,0.76154625,-3.973215,-4.43042,-7.560115,-6.445465
3,15.25,97.02475,-15.575625,31.174625,107.68575,22.617775,250.15758,288.8154225,-16.718625,321.73825,36.26135,1.43503,-3.968375,-4.370735,-7.54725,-6.461595
3,15.75,96.99625,-15.90695,32.72455,84.83905,18.78825,247.1254125,286.5604875,-26.0578,258.87075,30.03045,1.33631775,-3.964365,-4.36213,-7.48955,-6.476905
3,16.25,96.994,-15.766,35.493,82.052475,13.230225,245.4940025,287.072335,-46.66095,231.23975,22.52865,1.77779,-3.95277,-4.354035,-7.838895,-6.4921
3,16.75,97.00275,-15.79685,35.2213,58.8977,9.966455,242.867815,286.50463,-64.574375,166.609,15.20355,1.59804,-3.948,-4.36215,-7.401635,-7.108925
3,17.25,97.047,-15.849025,36.608325,38.337025,7.502805,237.9479575,280.91164,-86.242325,112.70975,10.65807,1.66416,-3.92313,-4.339885,-7.344035,-7.105575
3,17.75,97.0845,-16.0912,38.02865,17.886925,2.98879,233.2402675,271.74584,-102.663,50.62945,4.39932,1.35136,-3.902145,-4.321675,-7.332665,-7.09754
3,18.25,97.059,-16.5508,39.43265,4.30992,1.6814125,229.7987175,260.0485225,-119.60755,11.195075,1.58803,1.0418675,-3.88257,-4.293855,-8.914195,-7.86471
3,18.75,97.049,-17.35655,38.37085,0,0.0181129,228.44102,258.5204675,-127.7303425,0.35123375,0.2360185,0.870996,-3.86396,-4.26446,-19.18795,-9.308215
3,19.25,97.008,-18.170125,42.88245,0,0,227.618685,256.8835975,-116.8495925,-0.00504423,-0.0703766,0.8868085,-3.84431,-4.231605,-50.63745,-11.44281
3,19.75,97.00925,-18.573325,44.995775,0,0,224.6279125,256.627695,-111.4119875,-0.005410175,-0.06730115,0.790061,-3.84107,-4.227055,-59.0754,-17.9819
3,20.25,96.947,-18.952125,53.912825,0,0,221.7465475,257.9341475,-110.447125,-0.006408275,-0.0777266,0.46277,-3.811315,-4.18511,-61.44025,-55.156
3,20.75,96.99575,-19.5471,50.27205,0,0,220.7800525,248.00092,-109.0741175,-0.0022225625,-0.0746765,0.32683,-3.79585,-4.16575,-59.122,-59.71645
3,21.25,97.04,-21.21865,52.577575,0,0,220.364305,247.100245,-106.8987825,-0.00169802775,-0.08362305,0.694724,-3.776175,-4.147975,-56.9184,-61.63945
3,21.75,96.96925,-20.967275,52.677025,0,0,220.01129,246.6140825,-103.523265,-0.008746215,-0.0796193,0.712165,-3.779085,-4.163205,-58.9282,-61.7204
3,22.25,96.9105,-19.9362,50.741475,0,0,217.66768,243.4297425,-103.2408675,-0.0025354925,-0.0858256,0.830426,-3.774105,-4.16839,-58.41955,-59.7105
3,22.75,96.895,-21.078175,53.451025,0,0,214.2401825,238.534365,-100.6875125,-0.0025057675,-0.0848961,0.325776,-3.768495,-4.17262,-57.7326,-58.3004
3,23.25,96.87175,-21.8254,55.2151,0,0,212.63801,237.5701775,-97.975095,-0.00833261,-0.08481445,0.560588,-3.759335,-4.170605,-58.092,-58.0737
3,23.75,96.876,-22.748525,54.590225,0,0,214.5164675,239.681475,-97.7569,-0.00834101,-0.08502895,0.509142,-3.759885,-4.18515,-60.8833,-56.1522
4,0.25,97.41375,-2.352665,40.97975,0,0,294.4026825,313.636365,-105.576945,0.0039770075,-0.0832566,0.533424,-0.2712485,-0.24620075,-27.89595,-21.81695
4,0.75,97.365,-2.6765175,41.386275,0,0,294.8082825,312.158905,-103.5808075,0.0015059225,-0.087294,0.3041655,-0.26574825,-0.239541,-27.193875,-24.220175
4,1.25,97.31175,-2.5875475,42.4708,0,0,294.3882725,310.7503675,-100.75035,0.00346944,-0.082137925,0.463177,-0.28204325,-0.25295575,-28.413175,-25.290675
4,1.75,97.28725,-2.7879975,45.6331,0,0,293.1648175,310.756685,-100.0238875,0.002820485,-0.094925375,0.508666,-0.27227125,-0.26518575,-28.363175,-26.02535
4,2.25,97.389,-3.8825825,51.418825,0,0,292.073475,309.9378225,-96.25485,0.0014395765,-0.097600475,0.395725,-0.2723595,-0.25676325,-30.973625,-27.395825
4,2.75,97.36,-4.30298,49.996675,0,0,290.4092125,310.210265,-95.2865425,0.00446816,-0.10114345,0.4627865,-0.2632695,-0.258996,-33.777725,-30.8593
4,3.25,97.308,-4.5062725,52.908925,0,0,288.7112225,310.0434275,-93.0501525,0.0024693825,-0.0937445,0.598024,-0.26672775,-0.26275175,-36.25285,-32.49345
4,3.75,97.237,-4.621285,53.2167,0,0,288.8207975,308.528825,-92.061215,0.00360958,-0.08444065,0.456724,-0.27856875,-0.25706875,-38.273775,-33.733575
4,4.25,97.176,-4.921695,54.7306,0,0,287.6533325,305.497115,-91.8571875,0.003517565,-0.0868003,0.370086,-0.276032,-0.25775025,-39.966275,-35.649225
4,4.75,97.04875,-5.4248775,55.40505,0,0,287.227315,305.01403,-90.74793,0.00012424,-0.074000325,0.360603,-0.26998025,-0.25140425,-41.814225,-36.864375
4,5.25,97.14725,-5.50364,55.233675,0,0,286.0340475,303.9562925,-90.4493625,0.01190685,-0.0452093,0.5124015,-0.2669625,-0.25180175,-41.145175,-36.694
4,5.75,97.03525,-5.813015,53.4191,0,0,285.9998425,304.458245,-91.7286,0.33528375,-0.00509616525,0.4875425,-0.26677925,-0.2545105,-40.636725,-36.7274
4,6.25,97.06375,-5.258215,52.237,1.928815,0.38059825,286.5740925,305.278905,-79.4918925,6.384045,0.464439,0.4530515,-0.27070875,-0.25890625,-33.806575,-32.797575
4,6.75,97.06125,-4.3191825,53.158925,7.8451825,0.85406525,289.3577125,309.37435,-60.739375,23.30885,1.13495475,0.4872005,-0.2778155,-0.27163875,-22.154075,-23.7889
