DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.9745938882775,6.43989999999999,9.40846902457,2.90791782222,2.586256,0.265533333364999,6.38363449999996,48.4668525,2.350727314825,-0.0559499625600009,0.8292,0.8149,0.8034,100.221578177,82.1797875,433.50870907125,2.94325,0.649074999999996,0.164724999999999,2.621830955,317.192375,330.96440025,8.46721865101,0.151595699999999,2.371835432525,2.241398893475,1.30547573457,6.928175,1.439662814705,0.707325,1.373075,2.650075,3.989525,4.9171,5.717375,6.1302
1,0.75,1.0034491281725,6.0053,8.9534115,2.94959133334,2.8846005,0.2932222222,12.1335375,49.4255425,1.36256966724,-0.0410073108000001,0.8292,0.81495,0.8036,100.27484167075,82.15505,417.4184197895,4.18357499999999,0.44525,0.271125,2.63090561,317.92,329.63712375,8.4038524441,0.1439698,2.260049631465,2.2319354963925,1.26112219784,6.882925,1.3674458204325,0.707325,1.373075,2.650075,3.989525,4.9171,5.717375,6.1302
1,1.25,0.93641860254,5.70045,8.86547375,2.47117105559,2.4722555,0.2636083333325,12.636775,44.745125,1.68600195609,-0.129096404800001,0.829,0.81495,0.8046,100.404045362,82.1577,416.47456407975,3.8116,0.412974999999999,0.198325,2.521005165,315.719835,329.4868145,8.28373963089,0.159218,2.42751875249,2.297819932575,1.3381531591175,6.4042,1.278620763535,0.7147625,1.35685,2.643275,4.001075,4.9290625,5.7080875,6.1352625
1,1.75,0.876531799999999,5.7642,8.710949,3.0146105556,3.180423,0.3293888889,6.0670875,54.449575,2.93079715764,-0.113443640200001,0.829,0.814,0.8046,100.342997693275,82.13485,413.3648589,3.24569999999998,0.539049999999999,0.553599999999998,2.45405,314.2771275,328.575885,8.88732777854,0.12677025,2.42859139987,2.0771155837625,1.3020610034525,6.6944,1.5949578002425,0.7222,1.340625,2.636475,4.012625,4.941025,5.6988,6.140325
1,2.25,0.918034547595,5.92847499999999,8.786188,2.58734149999,2.6138925,0.3415125,7.54620499999999,46.85066,1.80018858068,-0.161136648400002,0.8282,0.814,0.8056,100.373972802,82.1243,413.55351252,2.89587499999999,0.5307,0.30515,2.555087555,315.5137575,328.52165775,8.76683160861,0.24251625,2.3393637649775,2.18443469473,1.330029826375,6.79859999999999,1.4146029620125,0.7036375,1.3478125,2.6308,4.0151625,4.934875,5.702025,6.1438375
1,2.75,0.84090495,5.76195,8.56555125000001,1.93392644442,1.95693175,0.51231249998,6.29863775,44.607081221825,1.54013433562,-0.157055844000001,0.8282,0.81495,0.8058,100.650648405,82.13645,413.630132364,1.61155,0.510049999999999,0.309299999999998,2.782707435,319.077805,329.26415775,8.36255245375499,0.309937325000001,2.42147974285,2.196200619475,1.331573709575,6.309025,1.4355545727625,0.685075,1.355,2.625125,4.0177,4.928725,5.70525,6.14735
1,3.25,0.86496095,5.63645,8.744671,2.16596411113,2.137377,0.43923055559,2.45005,52.6263749999999,1.88396062428001,-0.144331718775,0.82745,0.814,0.8064,99.8350535924,82.140365,413.6124741675,2.3088,0.5598,0.31535,2.69008992,319.180525,329.959905,8.46311729904,0.1692272,2.3851979745825,2.1367079185175,1.273752991335,6.3143,1.69368400864,0.6909,1.3413,2.6300625,4.019975,4.936525,5.716125,6.1438625
1,3.75,0.8428331151775,5.7752,8.84855399999999,2.4816364444,2.388843,0.33794444442,29.1424000000001,51.3283225,1.83157343581,-0.159411253975,0.826675,0.814975,0.8074,99.769796892,82.117045,414.5758407905,1.8089,0.6292,0.28675,2.6904,317.905715,330.325382,8.3551966212,0.24800075,2.4283296379,2.303597923425,1.323735345975,5.97655,1.438345432115,0.696725,1.3276,2.635,4.02225,4.944325,5.727,6.140375
1,4.25,0.9216485,5.7404,8.6927825,2.68910888887,2.6125845,0.268362500009998,12.6377964768,48.53322,2.76939787552,-0.183271150425001,0.8259,0.814975,0.807175,100.172541776,82.103545,415.15856904,1.813192155,0.612799999999999,0.4217154,2.67785,316.94,330.197472,8.51754575947,0.264240311030001,2.367812278795,2.183185896685,1.3186873746175,6.118,1.50811389485,0.6931125,1.328975,2.635375,4.0129,4.9435125,5.73505,6.1372875
1,4.75,0.913920199999999,5.96745,8.983955,2.71627875,2.615561,0.2537062499725,4.53534774999995,50.3081999999999,1.34361041969,-0.13406705225,0.8259,0.814975,0.807725,100.3257925425,82.0997775,413.66842891125,2.34646228,0.500399999999999,0.795949999999999,2.5554,319.9094,330.904986,8.2324166226175,0.0964198749999992,2.216246516225,2.1735983890675,1.2388592866525,6.64919999999999,1.336172484905,0.6895,1.33035,2.63575,4.00355,4.9427,5.7431,6.1342
