DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,G,SG
1,0.25,-20.61425,100,7.736875,101.5525,0.06323425,0.077249,0,0,0,214.125,224.6525,0.00740035,-20.75275,-14.073,-13.42575,-13.0035,-12.373,-0.7841225,0.19548
1,0.75,-20.595,100,7.4602,101.5,0.018608,0.063172,0,0,0,214.2,224.275,0.008987,-20.8305,-13.993,-13.39,-12.9615,-12.3135,-0.78929,0.15094
1,1.25,-20.3755,100,7.7932,101.51,0.040925,0.066838,0,0,0,211.81,225.43,0.0044753,-20.2155,-13.995,-13.375,-12.965,-12.3235,-0.797545,0.16821
1,1.75,-20.4105,100,7.59575,101.49,0.0222775,0.053953,0,0,0,209.26,226.05,0.006539875,-20.12,-13.965,-13.34,-12.948,-12.323,-0.799755,0.16388
1,2.25,-20.4715,100,7.70345,101.52,0.01300195,0.020478,0,0,0,211.485,224.43,0.00676005,-20.4055,-13.923,-13.3485,-12.935,-12.3265,-0.81113,0.12951
1,2.75,-20.9815,100,7.6605,101.56,0.0074235,0.00742855,0,0,0,208.805,223.45,0.010016,-20.7015,-13.8735,-13.3435,-12.9235,-12.322,-0.8124,0.201255
1,3.25,-20.848,100,7.8537,101.56,0.00929785,0.0167144,0,0,0,208.37,223.59,0.01342275,-20.5235,-13.815,-13.3465,-12.918,-12.315,-0.80898,0.17682
1,3.75,-20.8075,100,7.5987,101.53,0.0018556,0.01487425,0,0,0,204.58,222.37,0.0051543,-20.7425,-13.8165,-13.365,-12.923,-12.313,-0.80898,0.21975
1,4.25,-20.88925,100,8.0287,101.535,0,0.0027897771524,0,0,0,202.0875,221.3475,0.0049492,-20.7075,-13.8085,-13.384,-12.876,-12.23275,-0.792165,0.12993
1,4.75,-21.1465,100,7.31455,101.5175,0,0.002781,0,0,0,208.48,223.35,0.004713525,-20.61725,-13.80325,-13.38825,-12.903,-12.2255,-0.80241,0.182495
1,5.25,-21.03175,100,6.9855,101.4925,0,0,0,0,0,209.265,224.38,0.00469395,-20.5745,-13.8035,-13.368,-12.929,-12.226,-0.8108,0.1573625
1,5.75,-20.76025,100,6.97465,101.49,0,0,0,0,0,211.55,222.59,0.004465975,-20.45425,-13.795,-13.347,-12.96075,-12.247,-0.8128375,0.13723025
1,6.25,-20.72925,100,7.389075,101.4775,0,0,0,0,0,216.21,221.73,0.00479745,-20.59125,-13.74725,-13.31425,-13.0025,-12.27575,-0.804015,0.2041425
1,6.75,-20.84375,100,6.764225,101.4675,0,0,0,0,0,212.865,219.9325,0.00500415,-20.804,-13.74425,-13.28975,-13.00425,-12.298,-0.7968775,0.09790775
1,7.25,-21.11925,100,6.516725,101.455,0,0.0027927,0,0,0,207.41,218.7725,0.004326075,-20.9535,-13.75525,-13.2965,-12.98475,-12.324,-0.7945875,0.214505
1,7.75,-22.149,100,6.7116,101.465,0.34567,0.31965,0,0,0,202.78,218.78,0.0056611,-22.274,-13.833,-13.337,-12.96,-12.32,-0.82772,0.12963
1,8.25,-22.149,100,6.6255,101.465,1.5142,1.5299,0,0,0.50287,202.49,218.52,0.0051314,-22.255,-13.85,-13.367,-12.993,-12.36,-0.82772,0.097741
1,8.75,-22.149,100,7.09,101.455,8.0894,7.5013,0,1.6503,3.8807,205.6,219.73,0.00545365,-22.23,-13.863,-13.393,-13.027,-12.387,-0.84697,0.10351
1,9.25,-22.149,100,7.0547,101.44,29.564,27.186,0,12.877,12.946,210.73,222.05,0.0049828,-22.032,-13.877,-13.433,-13.06,-12.403,-0.82772,0.078068
1,9.75,-22.149,100,7.1585,101.44,56.732,52.28,-0.034123,22.569,22.196,211.95,222.58,0.0059004,-21.665,-13.897,-13.463,-13.09,-12.39,-0.84482,0.10371
1,10.25,-21.409,100,6.7895,101.445,93.389,89.442,2.7502,42.298,39.722,210.59,222.3,0.00614645,-20.933,-13.917,-13.5,-13.127,-12.417,-0.85197,0.34209
1,10.75,-20.622,100,6.8772,101.35,141.385,132.9,4.06145,68.628,60.257,206.56,223.97,0.0078491,-20.3725,-13.8965,-13.368,-13.0485,-12.4665,-0.84947,0.302745
1,11.25,-20.2175,100,7.2255,101.33,188.975,178.53,10.5725,101.2415,81.648,210.39,223.425,0.0123685,-20.316,-13.89,-13.368,-13.0465,-12.4785,-0.83054,0.53758
1,11.75,-20.39725,100,7.432075,101.3825,221.6975,216.3325,14.835,105.2625,96.0865,210.135,223.605,0.0093048,-20.4815,-13.912,-13.47425,-13.1305,-12.50225,-0.8265975,0.429175
1,12.25,-20.664,100,7.5869,101.46,243.38,240.17,13.861,134.94,110.47,208.95,223.58,0.010365,-20.698,-13.913,-13.587,-13.24,-12.547,-0.88392,0.38733
1,12.75,-20.79975,99.883,7.19165,101.5175,261.0925,254.115,14.91,142.165,113.6125,203.6,221.9025,0.01345625,-20.72975,-13.909,-13.63,-13.294,-12.581,-0.8035475,0.4576125
1,13.25,-21.0075,99.675,7.2534,101.59,268.36,241.28,11.285,135.07,110.74,206.635,223.09,0.016264,-20.797,-13.89,-13.6585,-13.3235,-12.6165,-0.830855,0.351855
1,13.75,-21.226,99.946,6.9354,101.6,241.09,221.215,9.086,111.145,103.935,208.955,222.425,0.01975375,-21.346,-13.8685,-13.6335,-13.31,-12.632,-0.84979,0.40208
1,14.25,-21.6335,99.7755,6.84385,101.615,211.415,197.25,6.90335,95.279,89.9875,210.87,221.77,0.01742025,-21.0895,-13.9115,-13.617,-13.2935,-12.643,-0.84979,0.28943
1,14.75,-21.767,100,6.53155,101.6275,205.125,184.225,2.6369,101.64,87.4155,211.77,220.52,0.016113,-20.953,-13.925,-13.615,-13.287,-12.66,-0.84725,0.215275
1,15.25,-21.432,99.878,6.43025,101.64,170.65,153.87,0.47799,77.5235,68.9715,211.145,220.99,0.015313,-20.687,-13.9385,-13.61,-13.2865,-12.6765,-0.830695,0.17427
1,15.75,-28.386,100,6.296075,101.6225,4.3114,4.278025,-21.3445,1.253175,3.471075,171.4,193.8725,0.0158775,-28.2205,-13.7455,-12.3385,-11.9925,-10.83825,-13.6334825,0.18865
1,16.25,-21.403,99.9995,6.3034,101.59,78.1575,75.6275,-1.6328,35.6495,32.0545,211.135,222.805,0.01501425,-21.2095,-13.9915,-13.635,-13.2935,-12.6935,-0.82471,0.11773
1,16.75,-21.4925,100,6.64975,101.57,43.389,41.0795,-2.3102,17.9385,18.3865,211.435,223.33,0.01001855,-21.246,-14.01,-13.65,-13.3,-12.7015,-0.816195,0.065081
1,17.25,-21.415,100,6.4263,101.57,16.485,16.2055,-1.36635,5.423,6.86625,208.37,221.855,0.0099526,-21.4645,-14.052,-13.657,-13.308,-12.7115,-0.81129,0.14969
1,17.75,-21.645,100,6.78145,101.58,3.51215,3.46195,-0.831095,0,1.1567,209.38,221.11,0.00637955,-21.4155,-14.1115,-13.6535,-13.31,-12.72,-0.80958,0.156715
1,18.25,-21.669,100,6.61,101.5975,0.699565,0.692125,-1.6791,0,0,208.41,221.17,0.00892515,-21.3605,-14.1565,-13.6435,-13.312,-12.7215,-0.79834,0.11725
1,18.75,-21.476,100,6.706,101.6025,0.273535,0.26224,-1.17389,0,0,210.69,219.51,0.0089277,-21.456,-14.1865,-13.623,-13.305,-12.7185,-0.78886,0.15166
1,19.25,-21.603,100,6.66115,101.5775,0.0464895,0.0520635,-0.1154195,0,0,209.075,219.615,0.0091768,-21.5355,-14.205,-13.6085,-13.2965,-12.713,-0.79054,0.18199
1,19.75,-21.681,100,7.282,101.585,0.020484,0.020471,0,0,0,210.99,220.305,0.006202925,-21.5765,-14.208,-13.5935,-13.285,-12.7115,-0.76747,0.204145
1,20.25,-22.0295,100,6.82435,101.5775,0.00930555,0.01116165,-0.22978,0,0,211.275,220.635,0.0051754,-21.7015,-14.2135,-13.575,-13.273,-12.702,-0.778735,0.22646
1,20.75,-22.236,100,7.05845,101.5725,0.0092995,0.0167445,0,0,0,212.015,220.695,0.00463655,-21.941,-14.225,-13.563,-13.255,-12.695,-0.768795,0.24435
1,21.25,-21.4285,100,7.10285,101.5675,0.02416,0.0371635,0,0,0,218.925,221.845,0.00571995,-20.883,-14.2315,-13.555,-13.2485,-12.6885,-0.77611,0.27624
1,21.75,-21.0025,100,6.7296,101.5675,0.0539655,0.050136,0,0,0,212.98,223.365,0.005296275,-20.987,-14.245,-13.558,-13.2435,-12.688,-0.730205,0.29322
1,22.25,-20.82475,100,7.181725,101.5,0.1369485,0.14886,0,0,0,217.635,224.31,0.0050989,-20.99175,-14.2525,-13.554,-13.216,-12.64575,-0.74113,0.234315
1,22.75,-20.93775,100,7.076725,101.53,0.10974,0.12741,0,0,0,217.575,226.0375,0.007329775,-20.74,-14.26025,-13.56225,-13.219,-12.64575,-0.7537725,0.286515
1,23.25,-21.0315,100,7.04835,101.56,0.1041825,0.10428625,0,0,0,215.195,226.2675,0.0047066,-20.72525,-14.244,-13.5585,-13.2135,-12.64,-0.757905,0.2044275
1,23.75,-20.91725,100,7.323325,101.56,0.07445325,0.10799425,0,0,0,214.7775,224.16,0.006257525,-20.8415,-14.22175,-13.55175,-13.2125,-12.632,-0.7624475,0.1751525
2,0.25,-20.61425,100,7.736875,101.5525,0.06323425,0.077249,0,0,0,214.125,224.6525,0.00740035,-20.75275,-14.073,-13.42575,-13.0035,-12.373,-0.7841225,0.19548
2,0.75,-20.595,100,7.4602,101.5,0.018608,0.063172,0,0,0,214.2,224.275,0.008987,-20.8305,-13.993,-13.39,-12.9615,-12.3135,-0.78929,0.15094
2,1.25,-20.3755,100,7.7932,101.51,0.040925,0.066838,0,0,0,211.81,225.43,0.0044753,-20.2155,-13.995,-13.375,-12.965,-12.3235,-0.797545,0.16821
2,1.75,-20.4105,100,7.59575,101.49,0.0222775,0.053953,0,0,0,209.26,226.05,0.006539875,-20.12,-13.965,-13.34,-12.948,-12.323,-0.799755,0.16388
2,2.25,-20.4715,100,7.70345,101.52,0.01300195,0.020478,0,0,0,211.485,224.43,0.00676005,-20.4055,-13.923,-13.3485,-12.935,-12.3265,-0.81113,0.12951
2,2.75,-20.9815,100,7.6605,101.56,0.0074235,0.00742855,0,0,0,208.805,223.45,0.010016,-20.7015,-13.8735,-13.3435,-12.9235,-12.322,-0.8124,0.201255
2,3.25,-20.848,100,7.8537,101.56,0.00929785,0.0167144,0,0,0,208.37,223.59,0.01342275,-20.5235,-13.815,-13.3465,-12.918,-12.315,-0.80898,0.17682
2,3.75,-20.8075,100,7.5987,101.53,0.0018556,0.01487425,0,0,0,204.58,222.37,0.0051543,-20.7425,-13.8165,-13.365,-12.923,-12.313,-0.80898,0.21975
2,4.25,-20.88925,100,8.0287,101.535,0,0.0027897771524,0,0,0,202.0875,221.3475,0.0049492,-20.7075,-13.8085,-13.384,-12.876,-12.23275,-0.792165,0.12993
2,4.75,-21.1465,100,7.31455,101.5175,0,0.002781,0,0,0,208.48,223.35,0.004713525,-20.61725,-13.80325,-13.38825,-12.903,-12.2255,-0.80241,0.182495
2,5.25,-21.03175,100,6.9855,101.4925,0,0,0,0,0,209.265,224.38,0.00469395,-20.5745,-13.8035,-13.368,-12.929,-12.226,-0.8108,0.1573625
