DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O,NETRAD_1_1_1,NETRAD_1_2_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,PPFD_BC_IN,TA_1_1_1,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,1.01125,0.97225,2.61,-7.366,0.77275,0.2605,427.0645,400.7725,397.15,5.62175,-5.97575,0.223,0,1.118,301.425,314.7,0,0,0,0.6085,0.435,0.2815,92.225,94,96.3,3.404,99.7975,1.835,0.82025,1.231,1.92675,3.793,4.994,1.158,1.07825,1.8915,2.033,3.345,5.188,-1.3485,-1.503,0.913,1.4137
1,0.75,1.06,1.061,3.234,-7.259,0.762,0.2495,426.983,401.01,396.655,5.6095,-6.7995,0.229,0.011,1.14675,301.7,314.5,0,0,0,0.53525,0.33,0.227,92.29575,94,96.1,3.44125,99.77475,1.83,0.8265,1.233,1.9265,3.795,4.9885,1.149,1.064,1.885,2.014,3.3375,5.189,-1.3915,-1.5305,0.9147,1.415375
1,1.25,0.698,0.573,3.389,-6.965,0.749,0.30075,428.305,401.365,396.81,5.63825,-6.335,0.237,0,1.168,301.9,314.2,0,0,0,0.4965,0.2945,0.22475,92.7835,94.2,96.2,3.37475,99.75175,1.833,0.81675,1.2365,1.93525,3.78575,4.98925,1.1485,1.058,1.88375,2.01675,3.346,5.172,-1.375,-1.542,0.916,1.410625
1,1.75,1.147,1.081,3.656,-6.43775,0.756,0.278,427.213,400.95,396.6025,5.594,-5.6985,0.047,0,1.195,301.8,313.9,0,0,0,0.469,0.2205,0.141,93,94.2,96.3,3.39,99.752,1.835,0.84675,1.229,1.9335,3.772,4.984,1.1395,1.0605,1.8935,2.0335,3.33775,5.16625,-1.39,-1.493,0.915025,1.357125
1,2.25,1.109,1.0115,3.57125,-6.9945,0.741,0.30225,427.18075,401.545,396.68,5.62675,-5.995,0.23,0,1.1385,300.7,313.6,0,0,0,0.4235,0.157,0.171,92.9,94.2,96.2,3.443,99.747,1.8415,0.8385,1.227,1.9325,3.80625,4.9805,1.1425,1.06425,1.87975,2.053,3.34175,5.16175,-1.391,-1.493,0.8972,1.3749
1,2.75,1.0605,1.043,3.14725,-6.62425,0.7335,0.258,426.89675,401.4625,396.53,5.5625,-6.535,0.223,0,1.165,301.1,313.4,0,0,0,0.3575,0.143,0.159,92.9,94.175,96.3,3.383,99.763,1.8415,0.82575,1.2245,1.93,3.838,4.97625,1.1385,1.0585,1.8755,2.051,3.33775,5.16,-1.391,-1.469,0.91555,1.368675
1,3.25,1.0205,1.0085,3.442,-7.07175,0.7445,0.24625,427.1225,401.985,397.19,5.51375,-7.311,0.297,0,1.201,301.2,313.4,0,0,0,0.3345,0.1015,0.097,92.725,94.4,96.3,3.366,99.766,1.846,0.8195,1.233,1.934,3.845,4.99025,1.1315,1.05025,1.882,2.048,3.351,5.159,-1.403,-1.534,0.9118,1.3848
1,3.75,0.995,0.98725,3.16675,-7.08,0.754,0.23925,427.06375,402.395,396.7375,5.5045,-6.8745,0.214,0,1.159,298.7,313.2,0,0,0,0.3275,0.063,0.045,92.3,94.5,96.2,3.356,99.75975,1.846,0.81325,1.2305,1.927,3.849,4.99725,1.13975,1.042,1.8785,2.046,3.34975,5.16,-1.39,-1.546,0.910875,1.3831
1,4.25,1.03,1.005,3.371,-7.30375,0.76775,0.25125,427.679,402.655,397.57,5.57675,-6.948,-0.019,0,1.07725,298.9,312.9,0,0,0,0.312,0.02,0.025,92.6,94.6,96.3,3.3705,99.757,1.8465,0.79825,1.227,1.92475,3.847,4.99175,1.143,1.042,1.8785,2.019,3.3475,5.15725,-1.376,-1.602,0.908,1.3984
1,4.75,1.145,1.107,3.3675,-7.277,0.769,0.262,427.404,402.95,397.36,5.509,-6.81525,0.205,0,1.11725,298.9,312.7,0,0,0,0.32225,-0.07375,0.053,92.675,94.6,96.2,3.4215,99.763,1.856,0.79425,1.23,1.92325,3.8595,4.9945,1.14725,1.048,1.904,2.0145,3.3485,5.162,-1.384,-1.557,0.919225,1.416875
1,5.25,1.117,1.0765,3.447,-6.562,0.751,0.231,427.489,402.58,397.5425,5.5005,-6.03425,0.31075,0,1.087,299.375,312.45,0,0,0,0.3205,-0.041,0.0385,92.9,94.7,96.3,3.391,99.754,1.866,0.788,1.2275,1.92975,3.862,5.0015,1.153,1.042,1.88375,2.013,3.348,5.16325,-1.389,-1.574,0.9147,1.38705
