DOY2,HR2,FC_1_1_1,FC_1_1_2,CO2_1_1_1,CO2_1_1_2,H_1_1_1,H_1_1_2,LE_1_1_1,LE_1_1_2,H2O_1_1_1,H2O_1_1_2,NEE_1_1_1,NEE_1_1_2,FCH4_1_1_1,CH4_1_1_1,RH_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_2_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,NETRAD_2_1_1,PPFD_IN_1_1_1,TS_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1
1,9.75,1.0067037825,0.867127825,410.4208757,421.756875,119.95912145,120.8081,9.065616,3.25964175,3.966164,3.439986,0.6938709215,0.807368225,0.862,1970.744108,88.125,-4.5231635635,-0.1045684,0.647722325,3.3317745,3.864000082,101.4,-2.4985,181.026225,191.175,622.71944445,0.82625,293.2848,50.3777975,296.53465,310.92155,304.625,32.3875,282.15,301.7,1.075,1.45,2.395,3.2,3.48,1,1.40225,2.1,3.6,4.4
1,10.25,0.863324225,0.6091329,410.4337,421.89205,143.6637,118.02415,9.183261855,5.060869,4.084669,3.585666,0.574461525,0.417279075,0.858009631,1972.400808,86.725,-3.6869098075,-0.104419875,0.69675033,3.406376034,4.013999939,101.35,-1.9085,227.840575,233.3,719.329214625,0.807,354.820125,57.3713325,297.49675,311.570975,354.8,35.44,284.1,303.2,1.08,1.4525,2.395,3.2,3.48,1,1.4,2.1,3.6,4.4
1,10.75,0.7452769665,0.7904484,410.07514665,421.61265,161.84735985,138.671175,12.01088902,6.1700455,4.103853122,3.6254065,0.557288275,0.4990137,0.84349784925,1972.47386075,85.75,-3.203,-0.1338677,0.699854173,3.4965597505,4.210000038,101.3,-1.509,245.53175,255.5,767.25,0.832,380.57755,59.9791875,298.53445,313.969425,388.9,38.66,284,304.8,1.08,1.455,2.395,3.2,3.48,1,1.4,2.1,3.6,4.4
1,11.25,0.75680305,0.6605919,410.1798383,421.2399,181.63805,162.3599,14.242825605,9.987063,4.18237666175,3.8496275,0.5456672815,0.61457425,0.58500479525,1972.2785715,85,-2.72673618825,-0.145013133,0.7204953,3.550847269,4.196000099,101.3,-1.2924999705,265.3199,272.075,802,0.82075,402.70055,61.6036525,299.525125,315.779375,408.275,40.1525,288.025,306.475,1.085,1.46,2.395,3.1925,3.4725,1,1.4,2.1,3.6,4.4
1,11.75,0.78200975,0.5795199,409.56860315,421.064475,189.703351775,173.0033,14.7623825,9.858358,4.26380925,4.016966,0.53390495,0.5350505,0.786284998,1972.246,86.225,-2.184375,-0.1648687095,0.724728583,3.55293225,4.297,101.2075,-0.844,274.322625,279.9,815,0.8315,405.233975,61.6372575,300.5839,317.53245,410.25,40.52,291.2,307.45,1.08,1.455,2.395,3.2,3.465,1,1.40225,2.1,3.6,4.4
1,12.25,0.619575189,0.8370671,409.301276,420.7358,177.1529,157.46395,17.06009535,9.1332625,4.328947,4.053776,0.49794265,0.560313575,0.77975,1972.071,86.5,-1.8615728725,-0.1833474,0.7061464835,3.7053480035,4.393000126,101.2,-0.374,263.90865,269.4,779,0.82725,396.5439,59.4330625,301.26325,318.385875,397.675,38.8975,290.3,309.475,1.0875,1.455,2.39,3.195,3.475,1,1.4,2.1,3.6,4.4
1,12.75,0.566598527,0.6292368,408.958525,420.7633,177.0474846,148.1403,15.361125,11.559235,4.36019,4.1567895,0.480068525,0.5857319,0.7779209055,1971.87463025,85.925,-1.488,-0.1772164,0.739389925,3.6690865,4.36375,101.1999969,-0.21575,243.2253,244,725.138519725,0.8395,378.899625,57.566435,300.49575,319.090725,370.475,36.1725,290.9,310.6,1.12,1.49,2.39,3.2,3.48,1,1.4,2.1,3.6,4.4
1,13.25,0.5971951,0.6801086,408.9253747,420.25375,157.8132,145.63055,16.85758,8.830607,4.3753885,4.15665125,0.51468997425,0.617581275,0.904,1971.4355,83.575,-1.493925,-0.172934245,0.7310264,3.65520875,4.39825,101.18,-0.035,210.808025,215.1,654.54137335,0.8205,350.340875,56.440145,299.73645,319.551425,344.55,33.675,290.975,312.125,1.13,1.49,2.3925,3.2,3.48,1,1.40225,2.1,3.6,4.4
1,13.75,0.5508248815,0.635988375,408.9156719,420.25895,129.8911,124.0788,16.02707,10.00009,4.382882,4.190412,0.50343984975,0.4881216,0.647,1970.95,84.35,-1.3619,-0.173241675,0.737351005,3.745089,4.361999989,101.1575,-0.0855,161.3447,171.75,561.3,0.81925,295.102925,50.409335,298.896125,319.8634,289.55,30.38,291.3,312.3,1.12,1.49,2.41,3.2,3.48,1,1.40225,2.1,3.6,4.4
1,14.25,0.45825775,0.6981023,409.0119,420.44905,107.38205,85.55507,16.423845,9.383826,4.347234005,4.19434275,0.513356575,0.8004863,0.581649527,1968.877,84.25,-1.2074,-0.170595129,0.7292443,3.6295595,4.367,101.165,-0.0745,120.081875,124.3,457.3690907,0.80425,238.540075,46.5873275,298.8494,319.8424,237.8,26.975,289.35,312.15,1.12,1.465,2.405,3.19,3.4775,1,1.40225,2.1,3.6,4.4
1,14.75,0.42184707825,0.4467875,408.910884675,420.641825,75.3469675075,45.90712,13.81256,5.218944,4.375845,4.225379,0.411272817,0.6193459,0.768,1969.482,85.775,-1.0615,-0.164605054,0.7181146,3.6850065,4.19149994825,101.1675,-0.0715,72.47305,72.045,325.24999695,0.84025,182.230875,42.40303,299.1207,318.280775,174.5,23.29,288.8,312.4,1.12,1.45,2.405,3.195,3.48,1,1.4,2.1,3.6,4.4
1,15.25,0.4288194,0.373292075,408.614511275,420.26135,35.50070629,17.64884,9.17495947125,4.0605225,4.37551075,4.1774155,0.4732435,0.458000875,0.46,1968.324273,85.525,-0.9820290715,-0.1384416,0.6818245635,3.673603,4.0955001115,101.1775,-0.23025,27.816945,25.5025,188.5,0.81425,105.442125,29.5613325,293.78385,317.94945,104.775,18,286.15,310.475,1.12,1.4475,2.4125,3.19,3.47,1,1.4,2.1,3.6,4.4
1,15.75,0.3880722,0.33621555,408.53899675,420.428,2.294246326,3.098956,6.31820091125,1.81732275,4.3388265,4.030227,0.47739756025,0.52080035,0.488436738,1968.763648,85.25,-1.034099416,-0.086934375,0.620491034,3.35017914025,3.837249999,101.17,-0.392,6.1079285,2.2655,85.9,0.81175,48.1112075,15.1676275,293.696975,316.351925,47.69,9.785,285.7,308.75,1.12,1.445,2.42,3.18,3.48,1,1.40225,2.1,3.6,4.4
1,16.25,0.41995890125,0.27593835,408.72425115,420.2339,-8.509773,-4.3892245,3.0894069935,0.697411725,4.403763,3.7789045,0.51167895,0.6321404,0.333636218,1970.43475,85.225,-1.2904,-0.04379672425,0.5831694,3.319658,3.57975006125,101.2,-0.6045,-1.867344,-5.9995,22.1158617175,0.8395,7.25406675,2.05046325,296.4286,315.242425,8.7375,2.3085,285.15,306.85,1.13,1.44,2.39,3.19,3.47,1,1.406,2.1,3.6,4.4
1,16.75,0.4481979,0.41597195,408.7684619,420.4129,-8.736577958,-4.452893,2.188055,0.6359565,4.59673675,3.73570575,0.586635725,0.5146534,0.3316169795,1971.4573255,85.2,-1.7802,-0.03316748,0.49295535,3.04872125,3.424,101.2,-0.91425,-6.08276925,-9.6575,1.2114999955,0.82825,-1.6683095,-0.732953175,296.159325,313.809975,-1.20875,0.56825,284.375,306.6,1.115,1.445,2.39,3.195,3.48,1,1.4,2.1,3.6,4.4
1,17.25,0.470283225,0.4894106,409.0110472,420.69945,-10.5003925,-6.75029375,1.399391,0.462382675,4.42909775,3.667917,0.60178525,0.9258661,0.288863417,1970.973978,85.2,-1.9609,-0.033775665,0.511827875,3.0682486325,3.33249992125,101.24,-1.11,-6.92714375,-10.4925,0,0.8195,-2.187131,-0.829567325,298.131325,313.560125,-1.77525,0.60075,284.8,305.075,1.11,1.46,2.39,3.19,3.47,1,1.4,2.1,3.6,4.4
1,17.75,0.542439892,0.53248955,409.387045575,421.0603,-9.528709,-5.04955125,1.086679,0.0617,4.43441575,4.11295,0.6955191,0.821116,0.563079497,1969.3470585,85.7,-2.22435374125,-0.03075097375,0.508059075,3.0864157835,3.3715,101.26,-1.229,-7.57317125,-10.1775,0,0.8355,-2.45695825,-0.78312795,301.52435,312.263225,-1.7265,0.607,283.925,305.025,1.1,1.475,2.405,3.18,3.475,1,1.40225,2.1,3.6,4.4
1,18.25,0.49102825,0.5210403,409.5680187,420.6095,-9.116275,-5.90696575,1.4045975,0.370813025,4.5097095,4.0582065,0.6206875,0.8039736,0.480565503,1970.42,87.25,-2.34336804925,-0.0285077215,0.505210875,3.1154501705,3.42299997775,101.29,-1.38725,-6.67060825,-9.155,0,0.83525,-2.5818775,-0.853896525,303.1331,312.01255,-1.67975,0.609,282.275,304.475,1.1,1.46,2.405,3.18,3.475,1,1.40225,2.1,3.6,4.4
1,18.75,0.520235,0.447848725,409.648487275,420.9612,-8.348693,-6.1635475,1.2644735,0.6719247,4.3952395,4.174626,0.650810425,0.5969457,0.52447986975,1971.9823825,88.35,-2.555566121,-0.02591177,0.5190616,3.1115785,3.4195000185,101.3,-1.479501756,-5.4272675,-7.21125,0,0.8255,-2.53944275,-0.794732225,301.154225,312.316025,-1.625,0.5975,283.85,303.525,1.1,1.445,2.405,3.18,3.475,1,1.4,2.1,3.6,4.4
1,19.25,0.533033375,0.5173785,409.5768688,421.3494,-8.430810262,-7.295259,1.543249432,0.6432184,4.373263818,3.770171,0.69504423275,0.668834525,0.6033133585,1970.7992705,87.575,-2.68106951775,-0.029004905,0.5396870315,3.195995,3.345999956,101.3,-1.719,-5.1993425,-7.4345,0,0.8185,-2.69345875,-0.912629975,300.11075,311.832675,-1.5845,0.605,283.675,303.475,1.1,1.4375,2.405,3.1875,3.4675,1,1.4,2.1,3.6,4.4
1,19.75,0.5882199565,0.7680882,409.5216003,421.1451,-9.4622105,-6.974344,1.0142025,0.32877675,4.36800575,3.92607025,0.7145524635,0.6206559,0.52397735775,1970.34108,86.725,-2.7501,-0.0305688275,0.5179673,3.1284235,3.41875,101.3,-1.83525,-5.11340825,-5.989,0,0.80425,-2.56575575,-0.905873275,298.885575,311.502225,-1.53725,0.5735,284,302.35,1.1,1.43,2.405,3.18,3.48,1,1.403,2.1,3.6,4.4
1,20.25,0.59074233725,0.668004075,409.9179628,421.5474,-8.65859675,-7.58546,0.948751477,0.467878875,4.27052,4.157734,0.753812025,0.787514075,0.60699586775,1971.269,87.55,-2.97188030025,-0.0307674625,0.505051675,3.043,3.322000027,101.31,-1.91325,-4.13332425,-5.135,0,0.825,-2.54549725,-1.0988205,296.053825,311.778375,-1.577,0.528,282.9,302.1,1.1,1.48,2.41,3.19,3.47,1,1.4,2.1,3.59925,4.4
1,20.75,0.6382711,0.6447533,410.52875765,421.9161,-8.683158006,-6.0001225,1.215797695,0.68736425,4.409351,4.133305,0.7504371505,0.7903735,0.5787874915,1969.579357,88.15,-3.203,-0.027852525,0.5045255165,3.035327,3.286,101.31,-2.076,-3.57724125,-5.077,0,0.828,-2.784226,-0.985652875,296.92485,311.97385,-1.472,0.534,282.7,301.8,1.1,1.49,2.41,3.18,3.48,1,1.4,2.1,3.597,4.4
1,21.25,0.6251558,0.558736875,410.816341625,422.1255,-10.17579260175,-9.123989,0.9737267,0.3861809,4.319146873,4.141826,0.775484,1.03777175,0.469572194,1970.8925,87.825,-3.40838456725,-0.0346312525,0.505703195,3.06129,3.249,101.300000775,-1.993,-3.75999475,-5.284,0,0.81,-2.57573175,-1.21311325,296.15085,311.091525,-1.46,0.516,284,301.5,1.095,1.48,2.41,3.19,3.47,1,1.4,2.1,3.6,4.4
1,21.75,0.68570165,0.7328356,410.410910075,422.2775,-8.18483,-6.974939,1.0857006815,0.786352,4.323941,4.39842625,0.775490175,0.8416897,0.566746217,1971.687,87.275,-3.68030423325,-0.03146312,0.499294075,3.085527,3.25999999,101.3125,-2.0385,-5.05436225,-5.607,0,0.794,-2.634485,-0.9990059,295.759775,311.285175,-1.519,0.506,282.1,302.3,1.095,1.49,2.41,3.2,3.46,1,1.4,2.1,3.6,4.39925
1,22.25,0.5676354,0.6864945,410.07455405,422.2176,-8.2015893955,-6.089674,1.03643275,0.4823507,4.148649,4.2971965,0.673207861,0.889028975,0.6771284135,1971.923,87.9,-3.9694,-0.02622907275,0.483709,2.9733275,3.172,101.315925,-2.23875,-6.12089625,-4.665,0,0.831,-2.7052705,-1.16480875,292.8739,311.36565,-1.447,0.526,282.1,301.8,1.1,1.47,2.41,3.19,3.46,1,1.4,2.1,3.6,4.39925
1,22.75,0.575467575,0.59796885,410.355789125,421.54915,-7.53992858,-5.915622,1.2023145,0.7922972,4.13039775,3.966363,0.713477703,0.7292121,0.564,1971.81484025,87.7,-4.074259768,-0.02478940475,0.501037497,3.012201,3.204,101.300000775,-2.4145,-5.39037225,-4.089,0,0.806,-3.1627735,-1.175893,289.09075,310.011775,-1.473,0.472,282.8,301,1.1,1.45,2.41,3.18,3.46,1,1.4,2.1,3.6,4.39925
1,23.25,0.53691375,0.5461296,410.48058955,421.891825,-7.2484695,-2.364203,1.08483375,1.071512,4.12639375,3.98386175,0.6185378,0.832115025,0.476383991,1973.308,90,-4.3461,-0.02517553,0.5003463745,2.9921722545,3.264,101.302502325,-2.6821760565,-4.253383,-4.706,0,0.805,-2.75323225,-1.37114025,289.813825,308.562975,-1.513,0.51,283.7,300.6,1.1125,1.45,2.42,3.19,3.46,1,1.4,2.1,3.59925,4.39925
1,23.75,0.624166275,0.54509395,410.8988155,421.8106,-7.597139,-4.385439,0.573779025,0.2465107,4.013978,4.38278525,0.762749602,0.73660575,0.547,1974.609,88.1,-4.36590564525,-0.0240442585,0.4730691865,3.0361095,3.19,101.3,-2.69276453,-3.4788005,-4.112,0,0.825,-2.88803075,-1.4960715,290.7529,307.586225,-1.539,0.466,284.7,299.4,1.115,1.45,2.43,3.18,3.46,1,1.4,2.1,3.6,4.395
2,0.25,0.6253936,0.726816275,409.491574,422.2989,-7.139201,-4.332455,1.173112,0.5303829,4.349059,4.0181645,0.6997256,0.732335975,0.45488981825,1973.182443,87.375,-2.54577191,-0.023484145,0.495397675,2.996559,3.16475,101.23,-1.6215,-1.927349,-5.3075,0,0.5325,-3.023346,-1.117311,289.5651,307.8263,-1.5375,0.6115,283.85,305.3,0.86,1.085,1.84,2.555,2.8,1,1.3,1.896,3.09275,3.8
2,0.75,0.62516700975,0.5096544,409.6146402,422.5776,-7.846558478,-4.439361,0.8839980155,0.4622342,4.3479207785,3.996941,0.831211948,0.795920325,0.659881832,1973.771313,88.025,-2.717891808,-0.022038385,0.4840214,2.978566,3.16762,101.24,-1.79025,-1.352528,-6.06575,0,0.5355,-2.956224,-1.095991,291.339,307.2464,-1.5485,0.5865,285.85,304.5,0.86,1.08,1.84,2.56,2.79,1,1.3,1.89925,3.08825,3.8
2,1.25,0.70346775,0.52407415,409.42220605,423.1295,-7.615648,-4.351071,1.6417846855,0.6559175,4.3420939435,3.928352,0.8485496,0.708600975,0.2345494565,1973.986517,89.275,-3.225875,-0.0255218595,0.51717475,3.09652725,3.20074992725,101.24,-1.9,-1.533024,-5.0145,0,0.532,-2.910211,-1.236968,294.111,308.4901,-1.52775,0.59875,282.85,303.6,0.87,1.085,1.845,2.56,2.7925,1,1.3,1.89925,3.0935,3.8
2,1.75,0.667381881,0.52059935,409.847436525,423.2137,-6.76752939,-6.0968015,0.82240219525,0.4544276,4.26474675,3.9017315,0.7755346,0.7667743,0.15814255125,1973.56,90.075,-3.1521,-0.02332249,0.495290647,2.9267395,3.1752500885,101.2434,-2.013758882,-1.796643,-5.851,0,0.5265,-2.666765,-1.368349,289.4992,307.07,-1.5055,0.5515,284.45,303.5,0.96,1.09,1.85,2.56,2.79,1,1.3,1.9,3.0905,3.8
2,2.25,0.69719611,0.589311575,409.874983325,422.9029,-8.62106,-5.48331,0.94179403075,0.5413735,4.250677129,3.8304195,0.829285175,0.54599325,0.26193460675,1975.16,90.4,-3.530193403,-0.02727326,0.4793851515,2.947016,3.0964999915,101.24,-2.01475,-2.454952,-5.69475,0,0.53375,-3.286724,-1.401131,288.583,306.2273,-1.5145,0.528,283.65,302.95,0.96,1.09,1.845,2.555,2.7925,1,1.3,1.89825,3.092,3.8
2,2.75,0.66230565,0.770083375,409.9225822,423.458575,-8.484169,-7.9748065,0.83781795,0.5915186,4.2139365,3.88362375,0.798371978,0.8748436,0.1285749305,1974.0755,90.65,-3.457275,-0.026324565,0.47369635,3.0120900185,3.1290000315,101.24,-2.094,-1.761558,-4.941,0,0.5325,-3.003704,-1.511124,293.614,306.8989,-1.5245,0.55,282.75,302.55,0.96,1.09,1.84,2.55,2.79,1,1.3,1.89825,3.08975,3.8
2,3.25,0.7032198085,0.55100825,409.94249125,423.6887,-8.51912475,-4.344037,0.651512,0.517410775,4.177136276,4.117431,0.81549855,0.7747528,0.4695,1974.2644345,90.975,-3.7369,-0.0256799625,0.480676175,3.012064,3.0667500585,101.2763,-2.221,-1.553417,-4.456,0,0.5385,-3.273041,-1.55932,297.0822,306.6086,-1.555,0.531,283.625,301.725,0.91,1.08,1.84,2.55,2.805,1,1.3,1.9,3.0925,3.8
2,3.75,0.68698529625,0.68362,410.30983735,424.1676,-7.530797,-3.0110275,0.795297375,0.5121661,4.06066775,3.69411825,0.759201347,0.8358753,0.2485,1974.329384,91.05,-3.6996085235,-0.02310881,0.4682713,2.9467995,3.01665827625,101.3,-2.44125,-1.076719,-4.4755,0,0.526,-3.356808,-1.760342,294.1718,306.7809,-1.51375,0.54425,282.025,300.55,0.92,1.08,1.84,2.56,2.82,1,1.3,1.89825,3.08725,3.79925
