DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,TA,RH
3,20.75,0.16352925,10.286325,5.544775,1.403835,3.4014675,0.530918,6.03724,435.75175,7.543665,1.34028,1.07449,0.844777,0.2425215,-1.126668,-0.94542095,5.4515,91.463925
3,21.25,0.29499425,10.085965,4.562355,1.024539,3.67885,0.5495205,5.1370125,435.703,7.70898,1.428105,1.047805,0.88814175,0.2412285,-1.0953445,-0.8844999,4.67425,93.7897
3,21.75,0.25960625,9.9227975,6.393975,1.5989,3.52909,0.539161,4.880035,436.477,7.40669,1.3799075,1.067505,0.87135,0.22341875,-1.084655,-0.8620724,4.304,93.631425
3,22.25,0.17186,10.7209,4.8226425,0.87326425,3.664235,0.534924,5.3868575,435.9165,7.15105,1.3874575,1.08321,0.859196,0.207957,-1.057933,-0.8459859,5.24375,96.459525
3,22.75,0.220633,11.0378,4.3644325,0.872375,3.600895,0.5184595,5.3697025,435.102,7.69785,1.34365,1.0427625,0.82810625,0.22014025,-1.096633,-0.8554516,4.64125,97.145975
3,23.25,0.170524,10.143,4.9389,0.8714905,3.7220475,0.498685,4.540275,435.157,7.18648,1.3205475,1.02385,0.8333455,0.196291,-1.249359,-0.96988365,3.86625,96.892625
3,23.75,0.1883035,12.10575,5.27266,0.7148685,3.60251,0.5268195,4.571315,437.1175,7.29291,1.37112,1.053835,0.8448185,0.179494,-1.1981665,-0.93001715,4.001,97.9696
4,0.25,0.23475025,10.22465,5.2330375,1.82422,3.19721,0.497092,8.75354,438.8165,9.012355,1.243735,1.02158,0.7775975,0.209335,-0.810360475,-0.62364755,8.2795,99.3073
4,0.75,0.1537755,9.0697075,6.37556,1.68337,3.3716775,0.51046625,8.6117475,438.05,9.106715,1.273085,1.00337875,0.81643275,0.222585,-0.760152075,-0.62070675,7.9305,100
4,1.25,0.14933725,8.5032325,7.69176,1.48494,3.32624,0.48864775,8.36521,437.781,9.6344125,1.24626,0.97608825,0.74049775,0.212267,-0.8911405,-0.6670395,7.91,100
