DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,529.718875,1.8803735,7.09404,0.708968474999999,51.02122,18.9931025,100.0219,100,5.3989,-0.329525,5.322336,316.876,309.34625,10.10390625,-5.26388625,-3.04134375,0.02142,0.6588182,7.70105625,1.088,1.2092,1.2525,4.50070148004999,0.2659069906
1,0.75,551.58375,2.57260699999999,8.24092875,0.741046949999999,17.44506,19.09165,100.0273,100.0007,5.3196,-0.3931,5.30873575,313.8422,309.5838,12.15566,-5.074645,-3.127348,0.0137119999999998,0.606676999999999,7.982732,1.090225,1.209775,1.2525,4.57162829695,0.2234639282
1,1.25,551.5122,4.96571750000002,8.13007099999999,0.596161,15.552635,30.026715,100.03375,100.000575,4.892825,-0.557075,5.040630304,317.0058,310.0964,14.19092,-5.1568475,-3.14559,0.0410075,0.646183225,7.936325,1.081025,1.205525,1.2525,4.3972260805,0.441078001575
1,1.75,594.06225,1.9972895,8.05561399999999,0.5785106,23.319325,28.3476,100.0025875,100.0011,4.541125,-0.497,4.9838077945,317.5214,310.7188,12.99406,-5.105375,-3.41496,0.00982099999999999,0.613359875,7.4174075,1.069525,1.2,1.2525,5.586325907,0.219619748
1,2.25,598.0942,2.2717535,7.59876775,0.530607525,21.1152,23.078965,100.0036,100.00065,5.15765,-0.028600000000006,4.90432025,321.264,311.025,13.3045,-5.2035875,-3.227818,0.00211809999999999,0.58845465,7.31105399999999,1.077,1.2,1.2525,4.137910832,0.2701704335
1,2.75,586.3459,1.855733,7.5842575,0.510943675,24.099885,18.6589,100.0092,100,5.2281,-0.475700000000001,4.899064,318.3184,311.393,13.31372,-5.2569825,-3.087064,0.0167499999999999,0.5693734,7.61178,1.05975,1.2,1.2525,4.417038418625,0.208228520925
1,3.25,566.7484,2.355154,7.67698625,0.4449409,27.122,20.7088925,100.0193,100,4.71449999999999,-0.492300000000001,4.915544,320.7556,311.3834,11.76028,-5.279515,-3.03144,0.02455,0.6237871,8.018333,1.063775,1.2,1.2525,4.5197986962,0.1819618236
1,3.75,565.696,2.186655,7.7434675,0.55405225,48.2654649999999,17.627225,99.99812,100,4.2406,-0.674100000000002,4.940196,319.7802,311.2624,11.05002,-5.0348225,-3.430992,0.0344899999999998,0.5313093,8.23875,1.069525,1.2,1.2525,3.647828752,0.1627187012
1,4.25,571.913,2.2451555,7.73078125,0.630208325,43.9505275,21.844095,99.99775,100,4.2207,-0.592000000000003,4.929082,316.549,310.8268,9.523572,-5.124645,-3.051144,0.253009725,0.5912733,8.349002,1.061025,1.198275,1.2525,3.6655208205,0.284717175
1,4.75,611.34625,2.292548,7.687925,0.551611424999999,23.354925,20.303335,100.00171,100,4.282,-0.481900000000001,4.928084,316.4766,309.9882,10.56616,-5.209715,-3.29757,0.04115,0.5539125,7.765525,1.035975,1.1885,1.212075,3.676727272425,0.18694165775
1,5.25,587.87855,9.11284599999996,7.73637499999998,0.468553224999996,59.7546299999996,20.76664,100.0092,100,5.3262,-0.215700000000001,4.92690625,317.0268,309.71,11.21664,-5.06528,-3.089018,0.0482125,0.6287829,7.668874,1.011475,1.177,1.2,4.177799070525,0.1926849292
1,5.75,592.828749999999,3.1789925,7.71357799999998,0.542678274999999,58.1395975,15.193075,100.0198,100,5.39199999999999,-0.388100000000003,5.01676675,317.2506,309.9692,10.631636,-5.1061875,-3.033046,0.095269375,0.5843853,7.752891,1.002975,1.161475,1.2,4.9554554582,0.269856819
