DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SC_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,413.9244,0.718910375,2034.693,-0.07121643,0.513164,-0.072109605,-0.5631198,-21.94,-11.69419,-0.474393875,-1.7511795,-0.42012765,1.25142,0.106494125,95.24266,-16.08325,-16.66,-17.32,-17.898335,-18.171665,-8.05,-5.306,-3.8756665,-1.3165,0.97631665,2.7531665,3.42551775,-35.860955,0,0,0.2165396,221.8089,243.9609,-18.421665,-18.64333,-0.04295202
1,0.75,413.805325,0.72805115,2036.885,-0.0838536375,0.537148475,-0.07177677,-0.5028389,-22.3325,-11.587565,-0.46414225,-1.727679,-0.481141,1.26293575,0.11408925,95.23967,-15.678595,-16.653335,-17.3049975,-17.488335,-17.7133325,-8.06500075,-5.34391675,-3.9175835,-1.3185,0.965416675,2.72800025,3.4243095,-32.949745,0,0,0.200015775,221.7732,245.4129,-18.086665,-18.5475,-0.08521262
1,1.25,413.80735,0.737879075,2036.698,-0.05702058,0.29181975,-0.0406078725,-0.51266115,-22.76,-12.0184875,-0.56265735,-1.723777,-0.4265632,1.304845,0.1161734,95.2380775,-15.82,-16.7275,-16.830835,-17.376665,-17.405835,-7.9769165,-5.4174165,-3.95350025,-1.337833,0.968574975,2.72208325,3.422932,-33.20161,0,0,0.231068875,224.777,246.342675,-17.7916675,-17.680835,-0.0530560075
1,1.75,413.78215,0.731616675,2036.4355,-0.07417763,0.325671725,-0.0534655,-0.34088295,-23.56917,-10.40349,-0.389839825,-1.613812,-0.38784745,1.245297,0.1129405,95.24667,-15.966315,-16.82,-17.0575,-17.37,-17.51083,-8.02999975,-5.36275075,-3.99625025,-1.35958325,0.955333325,2.72425,3.4166415,-30.6225975,0,0,0.2085313,230.00375,246.2762,-17.6491675,-17.6125,-0.0788071425
1,2.25,413.3477,0.745639425,2036.3095,-0.0727978725,0.7531462,-0.058242425,-0.4119303,-23.62,-10.309285,-0.341,-1.705788,-0.41791675,1.27136725,0.117696725,95.251705,-16.1198,-16.8175,-17.025,-17.276665,-17.661665,-7.8530835,-5.28774975,-3.98725,-1.38625,0.959500025,2.72924975,3.400542,-32.56483,0,0,0.214996475,228.795475,245.509325,-18.0916675,-17.9075,-0.048659965
1,2.75,413.5579,0.72299275,2037.314,-0.037557795,-0.1806014,-0.03224009,-0.426705525,-23.81667,-9.6865605,-0.443565525,-1.749458,-0.460714975,1.308237,0.108451675,95.271325,-16.3178775,-17.01667,-17.17,-17.49,-17.89,-7.923,-5.38,-4.069,-1.401,0.956,2.708667,3.419732,-30.90146,0,0,0.210383175,229.0606,245.864325,-18.04667,-17.89,-0.048563785
1,3.25,413.6494,0.7367139,2037.507,-0.08759479,0.42130595,-0.0485945,-0.52255945,-23.72,-9.175149,-0.35763885,-1.81855925,-0.455655975,1.18771525,0.1041361,95.268495,-16.296835,-17.08,-17.4,-17.93,-17.98,-7.863333,-5.398666,-4.118,-1.456,0.9403334,2.7,3.418799,-32.15633,0,0,0.21353315,226.9739,245.410625,-18.16,-18.2,-0.02514297
1,3.75,413.181375,0.7295426,2037.955,-0.0816178975,0.2967924,-0.0364392175,-0.222372425,-23.47333,-9.72081,-0.4070498,-1.7453795,-0.4549992,1.23193575,0.0999616025,95.2423325,-16.48453,-17.54667,-17.66333,-18.14,-18.4,-7.93,-5.440666,-4.151,-1.463667,0.9263334,2.692333,3.402209,-29.35006,0,0,0.201223075,227.9524,244.4245,-18.9,-18.85,-0.029989495
1,4.25,413.2191,0.68885135,2038.379,-0.073848375,0.08434498,-0.042737775,-0.41005445,-23.748335,-9.4758955,-0.3016316,-1.805124,-0.453056825,1.202879,0.10760765,95.2376675,-16.765335,-17.0575,-17.6366625,-17.8858325,-18.40583,-7.72416675,-5.35666675,-4.1395,-1.44225025,0.9344167,2.69908325,3.4179665,-29.017485,0,0,0.1968632,226.53675,243.6253,-18.51,-18.63083,-0.0565373
1,4.75,412.9143,0.679668125,2035.1605,-0.066557985,0.393367325,-0.0327310875,-0.45652085,-23.86,-10.46829,-0.2408169,-1.516728,-0.446598525,1.3301075,0.1012784,95.19863,-17.036355,-17.15667,-17.89,-18.34,-18.5,-7.77,-5.43,-4.118,-1.484,0.927,2.68,3.4197995,-29.25167,0,0,0.21404365,228.5729,244.300175,-18.76,-18.60667,-0.05020804
