DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1
1,0.25,12.7844,445.07515635,38.0984915,4.13414929999999,55.1743999999999,13.3279137,4.31788704999999,9.265125,17.6376,0.914106374999999,5.5139,0.7555,0.9410391,1.71614355,1.36648865,12.71875,7.83624999999997,99.8713,100.5,12.3586,12.471,12.606,12.7734,13.0416,-0.163,-1.08140000000001,0,0,0,0,0,362.8235,367.3989,0,4.4905125,492.3570036,34.1043445,15.8234,13.7174828,2.712396,4.09318499999999,19.61555,0.743617,1.44985,0.2053325,0.294131,0.671865375,0.696032875,12.017,6.08469,99.582
1,0.75,10.32065,442.8472376,54.4108937,4.260574625,31.7419,12.6692134,5.324521325,16.0580499999999,17.445975,0.990043224999998,5.67794999999999,0.74645,0.923389049999999,1.759598,1.38560215,12.63175,8.22775,99.883825,100.5,12.338575,12.442225,12.57845,12.759125,13.04725,-0.181,-1.933,0,0,0,0,0,361.52375,366.5521,0,4.97045,487.9445939,25.7001387,10.17603,13.3710066,2.82496975,4.5423175,19.63305,0.8158605,1.36932,0.21949675,0.297651975,0.650409149999999,0.657559924999998,11.9435,3.8658775,99.6
1,1.25,15.0793,441.748616325,52.4567802,3.67652985,29.717025,13.071955675,4.412261125,5.1495,17.21385,0.927359999999998,5.3437,0.778349999999999,0.861204399999999,1.8785096,1.5989526,12.5915,8.31274999999999,99.87225,100.41,12.3378,12.417,12.564,12.757,13.0514,-0.46,-2.014,0,0,0,0,0,362.834,366.3578,0,6.63596999999997,481.40677505,30.890006725,14.20285,13.28515405,2.903343225,4.9602,19.4178,0.738271675,1.3099325,0.18325325,0.265151325,0.673433274999999,0.632599025,11.991,3.869815,99.6085
1,1.75,8.181,436.6905362,52.42757685,2.6920899,30.5024,12.9149598,5.71083759999999,11.32125,17.365925,0.8844541,5.22179999999999,0.715199999999999,0.895536199999997,1.6748152,1.4865986,12.4645,8.32774999999999,99.8625,100.42125,12.34425,12.4105,12.54575,12.75,13.0535,-0.414,-2.1724,0,0,0,0,0,361.936725,365.70925,0,5.36866499999999,478.59525925,22.956266475,10.437875,13.08614325,1.901629925,4.597165,19.56285,0.772796325,1.16985,0.182213,0.251474125,0.59442025,0.60979325,11.804,3.8867875,99.609875
1,2.25,14.4716,437.84464095,48.2306551249999,5.250689,18.7134,13.2088104,4.7025919,12.163225,17.27005,0.98800145,5.55,0.758,0.983767,1.8041025,1.480661,12.4115,8.19475,99.852675,100.405,12.3,12.38225,12.51175,12.7455,13.05225,-0.749,-2.0212,0,0,0,0,0,359.255575,365.4342,0,5.91823499999999,486.7710016,28.4961295,10.468785,13.118940275,2.6915886,5.77117499999998,19.3536,0.7018964,1.22926,0.199282,0.2547996,0.599613199999999,0.631842599999999,11.589,3.98885,99.6
1,2.75,14.15705,446.5160454,55.70435335,6.60498842499999,34.4765,13.032490075,5.96653385,8.550225,17.242875,1.05490005,5.240225,0.745575,0.919551275,1.643716875,1.401393525,12.358,8.16375,99.9,100.4825,12.244,12.352,12.49625,12.7325,13.0555,-1.47175000000001,-2.0122,0,0,0,0,0,358.6522,364.997075,0,5.304675,486.18036325,24.9542252499999,11.7002,13.37804515,2.18027945,5.6591,19.3955,0.700437899999999,1.2663075,0.18192325,0.254347925,0.584492349999999,0.63399575,11.72,3.943515,99.6125
1,3.25,14.4398,448.4814796,60.5355043999997,9.17841840000001,37.2195,12.8484604,5.1625317,14.8926,17.051875,1.030269875,5.06819999999999,0.748399999999999,0.938024999999999,1.7205154,1.3782248,12.251,8.215,99.905775,100.5,12.216875,12.324675,12.47105,12.722275,13.056375,-1.56885000000001,-1.52540000000002,0,0,0,0,0,357.583,364.0892,0,6.2784025,496.153035,24.84790345,17.159375,13.169765,2.41763535,5.057,18.94665,0.77542775,1.25978,0.2045375,0.28888255,0.658607075,0.61570155,11.799,3.97229,99.75
1,3.75,15.09965,442.19764905,63.3148980999999,2.056292,50.3345,13.0597391,5.382372325,13.720575,16.972,0.917980399999999,4.74995,0.747475,0.863457425,1.68162885,1.409451175,12.19,8.14599999999999,99.937725,100.5,12.1927,12.307675,12.449925,12.69775,13.05575,-1.664575,-1.783,0,0,0,0,0,357.20655,363.631475,0,5.21450499999999,481.845830325,29.8953592,14.6529749999999,13.1281132,2.5354709,7.74517,18.87925,0.728145,1.146495,0.2244055,0.2868581,0.71152585,0.7113063,12.0415,3.98327999999999,99.6
1,4.25,10.00925,448.172541175,49.1121161499999,2.101611,41.260875,12.798482025,5.75727817500001,10.437775,16.990625,1.051253475,4.9202,0.72645,0.893157274999998,1.593977175,1.359933675,12.2165,8.183,99.927625,100.5,12.2044,12.2951,12.41325,12.6744,13.0542,-1.37275,-1.367,0,0,0,0,0,359.47735,364.17175,0,9.438,485.1175196,49.29908725,17.1406,12.7217828,3.1603176,4.589535,18.4198,0.70214145,1.45197999999999,0.221998,0.307165,0.690176399999999,0.706689799999999,11.676,4.14245,99.6175
1,4.75,7.59305,443.65857465,60.3631719999999,2.989550175,29.37445,12.73493655,4.456908775,8.629,18.991,0.885109775,5.0504,0.690375,0.877637375,1.64233025,1.291358375,12.29875,8.0725,99.948075,100.5,12.210325,12.264225,12.383525,12.65565,13.05625,-1.30125,-2.11480000000001,0,0,0,0,0,358.834275,364.86645,0,4.17355,481.2627408,27.1586292499999,15.63,12.7674504,2.54632825,3.69205,18.3274,0.7707308,1.3480225,0.20045675,0.298611125,0.699207425,0.66264725,11.735,4.39967,99.784
